,,root
OPN3,cnv_del,0.24795862
OPN3,cnv_amp,-0.008002078
ELOVL1,mut_important,2.743555e-28
ELOVL1,cnv_del,-0.07699354
ELOVL1,cnv_amp,-0.43639222
PCM1,mut_important,-0.050002024
PCM1,cnv_del,1.407799e-32
PCM1,cnv_amp,-5.9980363e-33
ZBTB22,mut_important,-0.330843
ZBTB22,cnv_del,0.38579786
ZBTB22,cnv_amp,0.15725234
CDHR3,mut_important,-0.041721426
CDHR3,cnv_del,0.09439959
CDHR3,cnv_amp,0.04605106
HAL,mut_important,0.1564727
HAL,cnv_del,1.9034414e-32
HAL,cnv_amp,9.765759e-33
DLG1,mut_important,-8.594431e-11
DLG1,cnv_del,-8.836941e-32
DLG1,cnv_amp,-7.8333386e-33
AMBP,mut_important,3.3412467e-05
AMBP,cnv_del,0.00025430584
AMBP,cnv_amp,-5.6903184e-05
CREB3,mut_important,3.637405e-10
CREB3,cnv_del,-1.4423326e-32
CREB3,cnv_amp,8.547608e-33
SORT1,mut_important,0.2604269
SORT1,cnv_del,-0.0047293645
SORT1,cnv_amp,0.030896433
FAM69A,mut_important,0.0006115681
FAM69A,cnv_del,-0.0017661538
FAM69A,cnv_amp,-0.004165346
DYNC1LI1,mut_important,3.1595272e-27
DYNC1LI1,cnv_del,-0.2406755
DYNC1LI1,cnv_amp,-0.4257644
DNMT3L,mut_important,-0.6796304
DNMT3L,cnv_del,0.066208795
DNMT3L,cnv_amp,-0.25166577
FABP7,mut_important,0.2867878
FABP7,cnv_del,0.24637459
FABP7,cnv_amp,-5.6043883e-33
PPIAL4D,mut_important,-9.579341e-10
PPIAL4D,cnv_del,5.065657e-33
PPIAL4D,cnv_amp,-3.7218866e-33
CACYBP,mut_important,7.0651645e-08
CACYBP,cnv_del,5.372563e-09
CACYBP,cnv_amp,1.6072789e-06
CCDC18,mut_important,0.36073866
CCDC18,cnv_del,-0.42664313
CCDC18,cnv_amp,-3.7456638e-31
DFFB,mut_important,-7.640234e-06
DFFB,cnv_del,-9.896973e-06
DFFB,cnv_amp,2.0795878e-05
CPSF6,mut_important,0.00039502545
CPSF6,cnv_del,-0.003087089
CPSF6,cnv_amp,0.03235425
MRFAP1,mut_important,0.027394451
MRFAP1,cnv_del,-0.0060098534
MRFAP1,cnv_amp,0.0017287636
FAM53C,mut_important,-3.4331274e-23
FAM53C,cnv_del,-0.14032851
FAM53C,cnv_amp,0.07365042
GRK4,mut_important,6.921381e-33
GRK4,cnv_del,-3.3030828e-10
GRK4,cnv_amp,3.4431308e-10
TRAPPC6B,mut_important,2.402597e-06
TRAPPC6B,cnv_del,-2.1958672e-06
TRAPPC6B,cnv_amp,1.9216902e-06
EIF1AX,mut_important,-0.1828387
EIF1AX,cnv_del,-0.037691664
EIF1AX,cnv_amp,0.022897411
DLG4,mut_important,-3.6059275e-10
DLG4,cnv_del,-1.0872441e-32
DLG4,cnv_amp,-4.6270834e-33
CCDC47,mut_important,0.0011969074
CCDC47,cnv_del,0.0019258253
CCDC47,cnv_amp,-0.0027963188
PTPRC,mut_important,2.9446448e-07
PTPRC,cnv_del,-3.5128863e-07
PTPRC,cnv_amp,-1.09740036e-07
ZBTB39,mut_important,-7.79029e-32
ZBTB39,cnv_del,1.03181945e-14
ZBTB39,cnv_amp,2.5391945e-15
ZNF583,mut_important,-8.6467404e-12
ZNF583,cnv_del,2.6364487e-13
ZNF583,cnv_amp,-1.11556516e-13
RHOC,mut_important,0.009982897
RHOC,cnv_del,-0.0017771355
RHOC,cnv_amp,0.0015499758
ACAD9,mut_important,0.23578113
ACAD9,cnv_del,0.0255585
ACAD9,cnv_amp,0.0478414
FRS2,mut_important,0.12311855
FRS2,cnv_del,-0.18282387
FRS2,cnv_amp,0.15686958
IGBP1,mut_important,-0.0010822479
IGBP1,cnv_del,-0.00027232256
IGBP1,cnv_amp,0.0032062337
RAB31,mut_important,0.068930924
RAB31,cnv_del,0.038897086
RAB31,cnv_amp,-0.39288574
KRT20,mut_important,-8.6834996e-05
KRT20,cnv_del,8.802296e-33
KRT20,cnv_amp,4.551073e-33
KLHL11,mut_important,8.387675e-06
KLHL11,cnv_del,2.2038002e-05
KLHL11,cnv_amp,4.0916624e-05
KRT28,mut_important,0.0010962818
KRT28,cnv_del,3.7035301e-31
KRT28,cnv_amp,-6.817287e-33
ITLN2,mut_important,0.20540453
ITLN2,cnv_del,-0.6662281
ITLN2,cnv_amp,0.10865298
CEP63,mut_important,-0.1753756
CEP63,cnv_del,-0.083140545
CEP63,cnv_amp,-1.3836459e-32
TANK,mut_important,-7.3811494e-34
TANK,cnv_del,0.23829329
TANK,cnv_amp,-0.22713652
WT1,mut_important,2.9454135e-09
WT1,cnv_del,-1.451687e-09
WT1,cnv_amp,-9.0732685e-11
KRTAP10-11,mut_important,0.5271176
KRTAP10-11,cnv_del,-0.3400815
KRTAP10-11,cnv_amp,0.23051721
RTF1,mut_important,7.449083e-33
RTF1,cnv_del,-0.0072564716
RTF1,cnv_amp,-0.2638998
IL9R,mut_important,3.820112e-33
IL9R,cnv_del,0.009618723
IL9R,cnv_amp,-0.01980102
SCFD2,mut_important,8.72003e-25
SCFD2,cnv_del,-6.3280636e-13
SCFD2,cnv_amp,7.771596e-12
ARHGAP5,mut_important,-0.018152278
ARHGAP5,cnv_del,0.3357312
ARHGAP5,cnv_amp,-0.18713842
XPA,mut_important,-0.000683959
XPA,cnv_del,-5.8801695e-33
XPA,cnv_amp,9.8023034e-33
CSK,mut_important,9.007297e-13
CSK,cnv_del,-2.3150915e-13
CSK,cnv_amp,6.3549686e-13
RFX5,mut_important,-0.16554052
RFX5,cnv_del,-0.24600986
RFX5,cnv_amp,-0.4372483
STAC3,mut_important,6.736016e-11
STAC3,cnv_del,1.7597339e-09
STAC3,cnv_amp,8.3434043e-10
NSUN4,mut_important,-0.0043509826
NSUN4,cnv_del,0.06038289
NSUN4,cnv_amp,0.082314774
OR2M2,mut_important,-1.4628354e-32
OR2M2,cnv_del,0.26899293
OR2M2,cnv_amp,0.46528423
PMS1,mut_important,-2.8674793e-10
PMS1,cnv_del,-8.8664095e-32
PMS1,cnv_amp,1.632494e-10
ABT1,mut_important,-2.4756496e-24
ABT1,cnv_del,-0.49054694
ABT1,cnv_amp,0.23322327
CRADD,mut_important,1.8096296e-12
CRADD,cnv_del,-1.001925e-25
CRADD,cnv_amp,-2.6362138e-26
SPATC1,mut_important,0.044641938
SPATC1,cnv_del,-0.0008489073
SPATC1,cnv_amp,0.19095327
WFDC9,mut_important,-1.9450584e-07
WFDC9,cnv_del,4.717637e-34
WFDC9,cnv_amp,-2.799675e-25
CORO7,mut_important,-9.4391065e-33
CORO7,cnv_del,-0.0024788198
CORO7,cnv_amp,0.012567121
TRIM21,mut_important,-0.0142625
TRIM21,cnv_del,0.0015285866
TRIM21,cnv_amp,-0.053438302
SFT2D1,mut_important,-1.4943454e-15
SFT2D1,cnv_del,-1.127424e-32
SFT2D1,cnv_amp,8.756094e-32
USP35,mut_important,-0.00013555655
USP35,cnv_del,-2.3905131e-05
USP35,cnv_amp,-3.986017e-05
GTPBP3,mut_important,2.0637645e-27
GTPBP3,cnv_del,-1.581695e-11
GTPBP3,cnv_amp,1.6738719e-10
SEC22B,mut_important,2.3893677e-34
SEC22B,cnv_del,-8.639393e-33
SEC22B,cnv_amp,-2.1576493e-34
TFDP2,mut_important,-4.8861994e-09
TFDP2,cnv_del,3.1556044e-09
TFDP2,cnv_amp,-4.2818113e-09
PCNP,mut_important,-6.656788e-07
PCNP,cnv_del,8.893834e-32
PCNP,cnv_amp,2.335566e-25
CRYBB1,mut_important,0.30640823
CRYBB1,cnv_del,-0.3187692
CRYBB1,cnv_amp,0.44606945
SLC25A21,mut_important,-2.266495e-11
SLC25A21,cnv_del,3.2103757e-33
SLC25A21,cnv_amp,1.5799408e-32
KIN,mut_important,-9.569167e-07
KIN,cnv_del,5.9596616e-33
KIN,cnv_amp,9.0880607e-32
CNOT8,mut_important,-0.027211502
CNOT8,cnv_del,-0.0017162409
CNOT8,cnv_amp,0.030628823
C1R,mut_important,2.5759302e-33
C1R,cnv_del,-0.12502775
C1R,cnv_amp,0.39464006
CDK14,mut_important,-0.011545965
CDK14,cnv_del,-0.08466898
CDK14,cnv_amp,-0.06818086
CHRND,mut_important,-4.138908e-07
CHRND,cnv_del,8.7861914e-32
CHRND,cnv_amp,2.0802922e-33
SLC12A9,mut_important,0.0230455
SLC12A9,cnv_del,0.025361013
SLC12A9,cnv_amp,0.15234816
RPLP0,mut_important,-7.1677054e-33
RPLP0,cnv_del,1.3359736e-32
RPLP0,cnv_amp,-6.891666e-33
LLPH,mut_important,4.4977605e-06
LLPH,cnv_del,-1.7471672e-33
LLPH,cnv_amp,3.4106582e-28
TCP11L1,mut_important,0.0007149699
TCP11L1,cnv_del,-3.049751e-26
TCP11L1,cnv_amp,1.1217768e-32
GNG12,mut_important,-0.34202597
GNG12,cnv_del,1.3350324e-32
GNG12,cnv_amp,3.938261e-28
TMEM242,mut_important,0.54151136
TMEM242,cnv_del,6.036571e-30
TMEM242,cnv_amp,9.2262605e-33
ZNF180,mut_important,-0.3591584
ZNF180,cnv_del,0.30503032
ZNF180,cnv_amp,-0.23894905
HHIPL1,mut_important,0.5356281
HHIPL1,cnv_del,0.5080957
HHIPL1,cnv_amp,-0.07257675
INPP5J,mut_important,-0.4553787
INPP5J,cnv_del,1.0729339e-33
INPP5J,cnv_amp,2.5159517e-33
CLPTM1L,mut_important,2.7601072e-14
CLPTM1L,cnv_del,3.0411852e-28
CLPTM1L,cnv_amp,-2.3408657e-30
MRPL36,mut_important,0.168627
MRPL36,cnv_del,-0.20478754
MRPL36,cnv_amp,0.5433621
ZFP3,mut_important,1.6278238e-05
ZFP3,cnv_del,-8.323168e-33
ZFP3,cnv_amp,3.7263667e-31
HLA-DOA,mut_important,-0.4916601
HLA-DOA,cnv_del,-0.69637185
HLA-DOA,cnv_amp,0.30632353
TTC8,mut_important,-0.113660514
TTC8,cnv_del,-0.38980177
TTC8,cnv_amp,-0.41488165
NDUFB8,mut_important,-0.4526228
NDUFB8,cnv_del,-0.32502392
NDUFB8,cnv_amp,0.083285786
ACOT12,mut_important,8.969599e-09
ACOT12,cnv_del,-3.2667252e-33
ACOT12,cnv_amp,3.708827e-31
ZBTB3,mut_important,-0.08917217
ZBTB3,cnv_del,2.1958351e-30
ZBTB3,cnv_amp,-0.23473296
IGF2BP2,mut_important,-0.095041
IGF2BP2,cnv_del,1.1586161e-32
IGF2BP2,cnv_amp,1.3062011e-32
MAGEA11,mut_important,-5.4015214e-05
MAGEA11,cnv_del,0.00022030303
MAGEA11,cnv_amp,0.0070984834
TAF4,mut_important,-0.3435073
TAF4,cnv_del,0.011169973
TAF4,cnv_amp,-0.27827343
REN,mut_important,-2.6244742e-09
REN,cnv_del,-1.6953705e-32
REN,cnv_amp,2.1322339e-32
PPIP5K2,mut_important,0.4577648
PPIP5K2,cnv_del,-0.37120557
PPIP5K2,cnv_amp,0.66191983
TLR10,mut_important,0.027566057
TLR10,cnv_del,0.101663604
TLR10,cnv_amp,0.05785391
ZNF268,mut_important,-1.9658898e-32
ZNF268,cnv_del,0.077903956
ZNF268,cnv_amp,-0.037130594
SDHD,mut_important,-2.3418918e-11
SDHD,cnv_del,3.51607e-13
SDHD,cnv_amp,-1.4541527e-11
NNT,mut_important,0.00036617788
NNT,cnv_del,-0.00044408286
NNT,cnv_amp,-0.00048478902
CHCHD4,mut_important,0.00034561704
CHCHD4,cnv_del,1.7752504e-32
CHCHD4,cnv_amp,7.1617884e-29
GLIPR2,mut_important,-9.21306e-09
GLIPR2,cnv_del,-7.734609e-33
GLIPR2,cnv_amp,1.9981918e-32
ADK,mut_important,0.18819693
ADK,cnv_del,0.023370227
ADK,cnv_amp,0.018399525
GPR161,mut_important,0.15997858
GPR161,cnv_del,0.049294885
GPR161,cnv_amp,0.0078339325
GPN1,mut_important,0.24545585
GPN1,cnv_del,0.06404413
GPN1,cnv_amp,0.3442216
MAST3,mut_important,-0.06100716
MAST3,cnv_del,0.07872338
MAST3,cnv_amp,0.0062627085
ERMP1,mut_important,3.406345e-24
ERMP1,cnv_del,0.32497883
ERMP1,cnv_amp,-0.09473832
SMAD3,mut_important,9.2881804e-33
SMAD3,cnv_del,1.0968913e-32
SMAD3,cnv_amp,-4.3875025e-33
OTOL1,mut_important,-1.3760211e-14
OTOL1,cnv_del,-4.71269e-33
OTOL1,cnv_amp,-1.6760995e-32
CIR1,mut_important,2.3690708e-08
CIR1,cnv_del,1.00189034e-07
CIR1,cnv_amp,-1.4867672e-06
MED17,mut_important,3.8741652e-10
MED17,cnv_del,9.327876e-33
MED17,cnv_amp,3.5814793e-33
ALDH8A1,mut_important,0.3058489
ALDH8A1,cnv_del,5.193065e-33
ALDH8A1,cnv_amp,2.7238702e-33
PINK1,mut_important,-0.012036455
PINK1,cnv_del,-0.27184594
PINK1,cnv_amp,0.01251077
GCC1,mut_important,-4.5481036e-11
GCC1,cnv_del,-2.4019227e-32
GCC1,cnv_amp,-1.8135239e-32
TMEM61,mut_important,-9.406554e-33
TMEM61,cnv_del,-4.313155e-07
TMEM61,cnv_amp,6.5420323e-07
SDCBP2,mut_important,2.0819871e-23
SDCBP2,cnv_del,-1.26003e-07
SDCBP2,cnv_amp,7.193175e-07
NTN1,mut_important,-5.426286e-33
NTN1,cnv_del,-4.1917298e-07
NTN1,cnv_amp,-2.9487074e-07
DNAJB12,mut_important,-0.05330237
DNAJB12,cnv_del,0.001538311
DNAJB12,cnv_amp,-0.003395605
TAS2R1,mut_important,-5.7237943e-05
TAS2R1,cnv_del,2.587788e-33
TAS2R1,cnv_amp,-3.7055007e-31
LEPR,mut_important,0.0010772665
LEPR,cnv_del,-0.0023549108
LEPR,cnv_amp,-0.008080234
CNTROB,mut_important,1.42455365e-05
CNTROB,cnv_del,1.4534376e-32
CNTROB,cnv_amp,-7.955218e-33
WDR77,mut_important,-4.868104e-13
WDR77,cnv_del,1.534943e-32
WDR77,cnv_amp,-2.7943997e-27
COMMD6,mut_important,-0.4850709
COMMD6,cnv_del,8.4613465e-33
COMMD6,cnv_amp,-2.2105894e-32
ACTL6A,mut_important,0.5410057
ACTL6A,cnv_del,-0.3747832
ACTL6A,cnv_amp,0.5373564
GOT2,mut_important,0.098461784
GOT2,cnv_del,-1.4853054e-32
GOT2,cnv_amp,1.574163e-26
B3GALT1,mut_important,-0.01370369
B3GALT1,cnv_del,-2.9468214e-28
B3GALT1,cnv_amp,6.042592e-33
MON2,mut_important,-0.14318116
MON2,cnv_del,0.2081057
MON2,cnv_amp,-0.09591223
KCNK1,mut_important,1.3512155e-07
KCNK1,cnv_del,-9.412976e-32
KCNK1,cnv_amp,1.5886995e-33
MPHOSPH8,mut_important,-2.4439168e-32
MPHOSPH8,cnv_del,-2.5733846e-06
MPHOSPH8,cnv_amp,-7.101324e-07
RNF216,mut_important,9.418151e-25
RNF216,cnv_del,-7.335753e-08
RNF216,cnv_amp,-1.6696079e-07
BAZ2A,mut_important,0.01345156
BAZ2A,cnv_del,0.025362525
BAZ2A,cnv_amp,0.18184716
TRIM25,mut_important,0.01799988
TRIM25,cnv_del,-0.13444383
TRIM25,cnv_amp,-0.4147621
ITGA1,mut_important,0.009351584
ITGA1,cnv_del,-2.1633783e-28
ITGA1,cnv_amp,0.0985304
PP2D1,mut_important,0.022670776
PP2D1,cnv_del,0.036548004
PP2D1,cnv_amp,-0.26226726
ARHGAP25,mut_important,-4.1656674e-12
ARHGAP25,cnv_del,1.9948782e-33
ARHGAP25,cnv_amp,-9.22588e-33
XYLT1,mut_important,-0.0005867408
XYLT1,cnv_del,-0.00012111424
XYLT1,cnv_amp,-0.014825041
PLIN2,mut_important,-3.704117e-12
PLIN2,cnv_del,5.9551812e-12
PLIN2,cnv_amp,-4.0754583e-12
FKBP9,mut_important,0.118378654
FKBP9,cnv_del,9.856545e-33
FKBP9,cnv_amp,-3.043017e-31
KBTBD11,mut_important,-1.2998772e-32
KBTBD11,cnv_del,-0.6576974
KBTBD11,cnv_amp,0.43214926
TEC,mut_important,0.23271473
TEC,cnv_del,0.39192215
TEC,cnv_amp,0.24337144
HNRNPH1,mut_important,0.2856733
HNRNPH1,cnv_del,0.33167103
HNRNPH1,cnv_amp,-0.2104614
RGMA,mut_important,-0.017056555
RGMA,cnv_del,-0.005057887
RGMA,cnv_amp,-0.100157104
PHF10,mut_important,-0.46451098
PHF10,cnv_del,0.10615977
PHF10,cnv_amp,-0.21447134
CACNG2,mut_important,1.0773713e-13
CACNG2,cnv_del,-1.6760372e-32
CACNG2,cnv_amp,-1.7181165e-32
NKX2-6,mut_important,-1.541263e-09
NKX2-6,cnv_del,-1.4963613e-32
NKX2-6,cnv_amp,-2.547739e-26
SULT2A1,mut_important,3.6965582e-07
SULT2A1,cnv_del,9.6881724e-33
SULT2A1,cnv_amp,-2.156264e-27
PCDH18,mut_important,-4.5787798e-05
PCDH18,cnv_del,-4.6595535e-05
PCDH18,cnv_amp,-3.669899e-05
GALNTL5,mut_important,0.00012389298
GALNTL5,cnv_del,2.7299167e-05
GALNTL5,cnv_amp,1.1281058e-05
PRB4,mut_important,-8.7708585e-15
PRB4,cnv_del,2.1470152e-32
PRB4,cnv_amp,1.3238758e-30
ZNF81,mut_important,1.8266479e-11
ZNF81,cnv_del,7.485017e-32
ZNF81,cnv_amp,1.6528796e-29
LCE2B,mut_important,8.8880815e-32
LCE2B,cnv_del,2.5239657e-15
LCE2B,cnv_amp,5.186296e-16
SAMM50,mut_important,0.0010205901
SAMM50,cnv_del,0.0036035683
SAMM50,cnv_amp,0.01744833
FRG2C,mut_important,2.3974751e-32
FRG2C,cnv_del,-0.00052913657
FRG2C,cnv_amp,-0.011780208
ARID5B,mut_important,0.00041657672
ARID5B,cnv_del,-0.0396701
ARID5B,cnv_amp,0.14425686
CPSF2,mut_important,6.295962e-05
CPSF2,cnv_del,1.25043525e-05
CPSF2,cnv_amp,0.00012266202
TOPBP1,mut_important,0.027524937
TOPBP1,cnv_del,-0.053201344
TOPBP1,cnv_amp,0.050061446
LYRM2,mut_important,4.574021e-34
LYRM2,cnv_del,0.00014057627
LYRM2,cnv_amp,0.031059882
ZSWIM5,mut_important,-9.788353e-06
ZSWIM5,cnv_del,-3.7141874e-31
ZSWIM5,cnv_amp,2.1725582e-05
TCFL5,mut_important,-1.10914876e-07
TCFL5,cnv_del,2.3631254e-32
TCFL5,cnv_amp,1.4547666e-30
AP2B1,mut_important,-7.26229e-07
AP2B1,cnv_del,6.477804e-33
AP2B1,cnv_amp,-2.6406952e-33
SDCCAG3,mut_important,-0.0002270312
SDCCAG3,cnv_del,0.0010002529
SDCCAG3,cnv_amp,-9.181789e-05
MARS2,mut_important,1.3475794e-32
MARS2,cnv_del,-0.001799719
MARS2,cnv_amp,0.03897312
NAPEPLD,mut_important,-0.01937108
NAPEPLD,cnv_del,3.7704602e-31
NAPEPLD,cnv_amp,1.4861994e-32
PALM,mut_important,8.58559e-05
PALM,cnv_del,1.6083903e-05
PALM,cnv_amp,-4.7624612e-06
TMEM44,mut_important,6.6240937e-06
TMEM44,cnv_del,-3.7243808e-06
TMEM44,cnv_amp,1.00091365e-05
ATP6V1A,mut_important,-0.00022261783
ATP6V1A,cnv_del,6.292098e-34
ATP6V1A,cnv_amp,3.7113633e-27
CCR4,mut_important,-0.057803646
CCR4,cnv_del,0.050371483
CCR4,cnv_amp,-0.011925626
ACOT11,mut_important,-0.40284035
ACOT11,cnv_del,0.48719275
ACOT11,cnv_amp,0.48121613
HGD,mut_important,-1.4783935e-05
HGD,cnv_del,7.372858e-06
HGD,cnv_amp,1.4888946e-05
NR1D2,mut_important,6.4199863e-09
NR1D2,cnv_del,9.2170035e-33
NR1D2,cnv_amp,-1.1051179e-32
RBL1,mut_important,-4.4368303e-25
RBL1,cnv_del,1.2931146e-32
RBL1,cnv_amp,1.14403136e-32
STK25,mut_important,0.0023381198
STK25,cnv_del,-6.39552e-31
STK25,cnv_amp,-1.7250667e-26
SSR2,mut_important,0.0018522157
SSR2,cnv_del,-1.3174723e-26
SSR2,cnv_amp,2.1769576e-32
CHST3,mut_important,-1.7320913e-10
CHST3,cnv_del,-2.3901418e-33
CHST3,cnv_amp,1.17169104e-32
CCDC88C,mut_important,4.061876e-05
CCDC88C,cnv_del,-0.00020873157
CCDC88C,cnv_amp,-0.00015294146
TMCC2,mut_important,-0.011184359
TMCC2,cnv_del,0.008064942
TMCC2,cnv_amp,0.014900833
PIP4K2C,mut_important,-0.032715764
PIP4K2C,cnv_del,0.0025632998
PIP4K2C,cnv_amp,-0.06486896
ARSD,mut_important,2.4060877e-14
ARSD,cnv_del,5.491547e-14
ARSD,cnv_amp,5.8983715e-15
LRRC56,mut_important,-3.135574e-10
LRRC56,cnv_del,5.22913e-10
LRRC56,cnv_amp,1.271229e-09
PEX7,mut_important,-6.5565166e-07
PEX7,cnv_del,5.3685286e-30
PEX7,cnv_amp,3.7353322e-31
GALNT4,mut_important,-2.8068109e-05
GALNT4,cnv_del,-6.065859e-05
GALNT4,cnv_amp,-4.1396106e-05
UTP3,mut_important,-1.3430787e-32
UTP3,cnv_del,-5.664473e-09
UTP3,cnv_amp,-1.3833127e-08
HCN1,mut_important,-2.7942988e-07
HCN1,cnv_del,-4.4715934e-33
HCN1,cnv_amp,-2.0116244e-33
PLEKHG4,mut_important,0.00025204313
PLEKHG4,cnv_del,-1.3203933e-32
PLEKHG4,cnv_amp,-1.8662298e-32
CRK,mut_important,2.2616658e-15
CRK,cnv_del,3.5157184e-28
CRK,cnv_amp,-8.9805323e-32
SRD5A3,mut_important,3.3322492e-06
SRD5A3,cnv_del,2.2149655e-32
SRD5A3,cnv_amp,4.864257e-30
BROX,mut_important,-6.7119214e-12
BROX,cnv_del,-2.1799077e-32
BROX,cnv_amp,-7.6438776e-33
FABP4,mut_important,-8.061194e-06
FABP4,cnv_del,2.6582493e-05
FABP4,cnv_amp,6.658011e-05
ADAT3,mut_important,1.9929427e-32
ADAT3,cnv_del,5.7948984e-10
ADAT3,cnv_amp,2.7142666e-10
LBP,mut_important,-2.6589143e-05
LBP,cnv_del,-1.4259587e-26
LBP,cnv_amp,2.3516482e-32
ZNHIT2,mut_important,-4.2090792e-07
ZNHIT2,cnv_del,1.6991628e-06
ZNHIT2,cnv_amp,3.106499e-06
RBM41,mut_important,-0.30177146
RBM41,cnv_del,0.07480852
RBM41,cnv_amp,-0.27325836
SURF6,mut_important,-3.3735243e-05
SURF6,cnv_del,4.5413304e-05
SURF6,cnv_amp,-1.4016114e-05
FLT3,mut_important,-0.05829997
FLT3,cnv_del,0.20145561
FLT3,cnv_amp,0.22566766
PTPN9,mut_important,4.740483e-05
PTPN9,cnv_del,-8.713001e-33
PTPN9,cnv_amp,-1.2945436e-32
GCLM,mut_important,0.00023851533
GCLM,cnv_del,-1.6192922e-05
GCLM,cnv_amp,-0.00031128185
ZNF610,mut_important,3.7439963e-31
ZNF610,cnv_del,-1.5680458e-06
ZNF610,cnv_amp,7.963756e-07
WDR3,mut_important,0.05876939
WDR3,cnv_del,-2.4953097e-32
WDR3,cnv_amp,0.12216645
ARHGEF16,mut_important,5.708117e-08
ARHGEF16,cnv_del,7.09649e-33
ARHGEF16,cnv_amp,4.1303066e-27
DMRTB1,mut_important,-0.00020524685
DMRTB1,cnv_del,4.8153777e-34
DMRTB1,cnv_amp,-2.9580365e-28
XPC,mut_important,0.0069018104
XPC,cnv_del,0.0013967257
XPC,cnv_amp,-0.0004775301
COX7B2,mut_important,0.0010577682
COX7B2,cnv_del,-0.0021375527
COX7B2,cnv_amp,0.012705743
CORIN,mut_important,-1.06612805e-32
CORIN,cnv_del,2.992635e-05
CORIN,cnv_amp,0.0002341081
MFF,mut_important,-0.00035193382
MFF,cnv_del,-0.0001424479
MFF,cnv_amp,0.0003437932
INHBB,mut_important,7.000781e-07
INHBB,cnv_del,-5.2983273e-30
INHBB,cnv_amp,1.4937715e-32
TATDN3,mut_important,-0.27178866
TATDN3,cnv_del,-0.6072969
TATDN3,cnv_amp,-0.2471708
ZNF513,mut_important,-0.028684907
ZNF513,cnv_del,6.875152e-33
ZNF513,cnv_amp,1.274766e-32
NAT9,mut_important,2.9583428e-16
NAT9,cnv_del,-6.753531e-33
NAT9,cnv_amp,1.08651824e-32
SPCS3,mut_important,-0.11050038
SPCS3,cnv_del,-0.3546048
SPCS3,cnv_amp,0.18469912
VPS26A,mut_important,1.8709346e-32
VPS26A,cnv_del,0.0007391498
VPS26A,cnv_amp,3.974993e-05
CALB1,mut_important,-4.208922e-06
CALB1,cnv_del,1.2131327e-32
CALB1,cnv_amp,2.1020366e-33
CACNA1S,mut_important,-8.9536795e-33
CACNA1S,cnv_del,-0.15879124
CACNA1S,cnv_amp,-0.004661094
TOP1,mut_important,-0.00069627335
TOP1,cnv_del,-0.0003919451
TOP1,cnv_amp,-0.00042950953
NR2C2AP,mut_important,-2.0065615e-32
NR2C2AP,cnv_del,-0.0046221092
NR2C2AP,cnv_amp,0.013461847
RASSF6,mut_important,-0.09524898
RASSF6,cnv_del,-1.4058416e-32
RASSF6,cnv_amp,-1.9541439e-32
TNFSF11,mut_important,0.32118794
TNFSF11,cnv_del,0.110406496
TNFSF11,cnv_amp,-0.28789717
G6PC3,mut_important,0.42318916
G6PC3,cnv_del,-0.035540257
G6PC3,cnv_amp,0.14321247
ATF5,mut_important,-4.669274e-06
ATF5,cnv_del,5.5542637e-33
ATF5,cnv_amp,-7.975685e-33
HAX1,mut_important,0.0009908214
HAX1,cnv_del,-1.1513843e-32
HAX1,cnv_amp,-2.0735138e-32
TNFAIP1,mut_important,9.704344e-08
TNFAIP1,cnv_del,9.939287e-32
TNFAIP1,cnv_amp,1.4104742e-32
IGDCC4,mut_important,4.6668664e-13
IGDCC4,cnv_del,1.123801e-12
IGDCC4,cnv_amp,-5.2074095e-13
PTPN1,mut_important,0.42790148
PTPN1,cnv_del,0.03821195
PTPN1,cnv_amp,0.222126
SELP,mut_important,2.7006808e-10
SELP,cnv_del,1.6361934e-32
SELP,cnv_amp,-5.6871293e-30
UGT2A3,mut_important,-0.021666935
UGT2A3,cnv_del,-0.28529102
UGT2A3,cnv_amp,0.36959952
HSPE1,mut_important,0.0015175971
HSPE1,cnv_del,-0.017495492
HSPE1,cnv_amp,0.0052901115
EML2,mut_important,-1.8753599e-07
EML2,cnv_del,-1.366661e-32
EML2,cnv_amp,7.034849e-33
RMND5A,mut_important,0.028696837
RMND5A,cnv_del,0.13497731
RMND5A,cnv_amp,-0.064969085
PGLYRP2,mut_important,-3.8936264e-07
PGLYRP2,cnv_del,-2.2831296e-34
PGLYRP2,cnv_amp,1.52108e-32
LPAR6,mut_important,-4.2054642e-05
LPAR6,cnv_del,2.5762054e-06
LPAR6,cnv_amp,-8.8842835e-06
TSPYL5,mut_important,-1.1484824e-06
TSPYL5,cnv_del,1.9582716e-32
TSPYL5,cnv_amp,8.8284804e-32
B4GALT2,mut_important,-8.814755e-06
B4GALT2,cnv_del,6.068815e-33
B4GALT2,cnv_amp,-3.7485038e-31
ZYG11B,mut_important,-7.0551864e-10
ZYG11B,cnv_del,-1.2141557e-09
ZYG11B,cnv_amp,2.7677176e-09
CLEC1B,mut_important,5.130145e-05
CLEC1B,cnv_del,6.6281154e-06
CLEC1B,cnv_amp,-7.18589e-05
IPO5,mut_important,5.412829e-07
IPO5,cnv_del,-7.879475e-06
IPO5,cnv_amp,5.3004005e-06
ZNF586,mut_important,-0.03531983
ZNF586,cnv_del,-8.557284e-32
ZNF586,cnv_amp,1.4617008e-33
MARVELD3,mut_important,0.0011051648
MARVELD3,cnv_del,0.00029572673
MARVELD3,cnv_amp,0.007932484
