,,root
BRCA2,cnv_del,0.0017452689
BRCA2,cnv_amp,0.020758085
STX3,mut_important,-0.41278505
STX3,cnv_del,-9.220993e-32
STX3,cnv_amp,0.15438913
GBP1,mut_important,9.2173524e-33
GBP1,cnv_del,6.9104195e-13
GBP1,cnv_amp,2.6711745e-12
ALDOC,mut_important,0.266943
ALDOC,cnv_del,-8.984766e-34
ALDOC,cnv_amp,-1.5563392e-32
OR1L8,mut_important,0.0065769455
OR1L8,cnv_del,2.121016e-24
OR1L8,cnv_amp,4.0340314e-33
CBX7,mut_important,-0.046054784
CBX7,cnv_del,-0.08057104
CBX7,cnv_amp,0.3435582
IFNA16,mut_important,-1.8138198e-05
IFNA16,cnv_del,3.8030016e-06
IFNA16,cnv_amp,1.0699051e-06
STK17A,mut_important,0.10155341
STK17A,cnv_del,6.6404234e-33
STK17A,cnv_amp,-1.2822545e-32
CD248,mut_important,0.06314581
CD248,cnv_del,0.004283668
CD248,cnv_amp,0.025571981
PPARD,mut_important,1.952854e-05
PPARD,cnv_del,-2.394072e-05
PPARD,cnv_amp,4.8196296e-05
LONRF1,mut_important,-1.2440093e-10
LONRF1,cnv_del,-3.7040647e-31
LONRF1,cnv_amp,2.5841747e-32
OR1N2,mut_important,2.48476e-10
OR1N2,cnv_del,-2.4359211e-32
OR1N2,cnv_amp,1.9869335e-32
HSPA2,mut_important,-6.070526e-08
HSPA2,cnv_del,-5.7068695e-24
HSPA2,cnv_amp,-1.436124e-32
ZC3H18,mut_important,2.030948e-11
ZC3H18,cnv_del,1.9773795e-11
ZC3H18,cnv_amp,-3.3369283e-11
ZNF85,mut_important,9.7291524e-32
ZNF85,cnv_del,0.075948365
ZNF85,cnv_amp,-0.128364
RNF13,mut_important,0.053365555
RNF13,cnv_del,0.012968675
RNF13,cnv_amp,-0.01916632
ETV5,mut_important,-3.7835244e-14
ETV5,cnv_del,1.1061749e-32
ETV5,cnv_amp,-2.4465593e-33
ENPP4,mut_important,0.2493949
ENPP4,cnv_del,-0.0771377
ENPP4,cnv_amp,0.09556115
POMT1,mut_important,-0.13644435
POMT1,cnv_del,0.0736333
POMT1,cnv_amp,-0.112713
PIH1D2,mut_important,0.3376236
PIH1D2,cnv_del,0.16052122
PIH1D2,cnv_amp,-0.19968791
EIF3F,mut_important,-3.3204501e-34
EIF3F,cnv_del,3.813786e-10
EIF3F,cnv_amp,7.520954e-11
OR5AU1,mut_important,0.097460024
OR5AU1,cnv_del,-0.5850127
OR5AU1,cnv_amp,-0.6551687
RNF214,mut_important,-7.206376e-05
RNF214,cnv_del,-3.688813e-30
RNF214,cnv_amp,8.95094e-32
KCNJ13,mut_important,-0.034161728
KCNJ13,cnv_del,2.5670469e-24
KCNJ13,cnv_amp,1.7251699e-32
LIMK1,mut_important,-2.1316674e-07
LIMK1,cnv_del,2.7514054e-33
LIMK1,cnv_amp,9.150579e-28
OR11H6,mut_important,-1.0069103e-07
OR11H6,cnv_del,2.9333984e-30
OR11H6,cnv_amp,6.1305366e-23
SRRD,mut_important,-0.00014812654
SRRD,cnv_del,2.0409382e-24
SRRD,cnv_amp,4.150905e-33
FBXO36,mut_important,-2.0178041e-10
FBXO36,cnv_del,3.3384747e-24
FBXO36,cnv_amp,2.365873e-32
ZFAND1,mut_important,9.813871e-12
ZFAND1,cnv_del,1.3351015e-33
ZFAND1,cnv_amp,1.6460212e-30
SOX9,mut_important,8.169345e-07
SOX9,cnv_del,-2.6343513e-28
SOX9,cnv_amp,2.8040258e-24
TMEM212,mut_important,0.03486911
TMEM212,cnv_del,-0.0057703224
TMEM212,cnv_amp,-0.07890734
ARHGEF9,mut_important,5.816231e-05
ARHGEF9,cnv_del,8.51705e-05
ARHGEF9,cnv_amp,-5.2470336e-06
METTL2B,mut_important,2.2044659e-33
METTL2B,cnv_del,-0.27349615
METTL2B,cnv_amp,-0.40713918
MKL1,mut_important,-0.0050905035
MKL1,cnv_del,-2.4845875e-33
MKL1,cnv_amp,-1.6217756e-33
ATN1,mut_important,-2.4714313e-05
ATN1,cnv_del,-2.2570328e-32
ATN1,cnv_amp,7.622079e-32
TACR1,mut_important,-2.3110147e-09
TACR1,cnv_del,4.5641715e-10
TACR1,cnv_amp,2.113739e-09
TUBA4B,mut_important,-9.023718e-33
TUBA4B,cnv_del,3.3930723e-11
TUBA4B,cnv_amp,5.2938615e-10
SWAP70,mut_important,-8.829428e-32
SWAP70,cnv_del,2.1055185e-11
SWAP70,cnv_amp,2.2151403e-10
ITK,mut_important,-0.00036183363
ITK,cnv_del,-2.9786836e-29
ITK,cnv_amp,-1.3016769e-32
DNAJC28,mut_important,0.0003214877
DNAJC28,cnv_del,-6.2238055e-34
DNAJC28,cnv_amp,-1.4445487e-32
SOX13,mut_important,4.3207452e-05
SOX13,cnv_del,2.0441836e-32
SOX13,cnv_amp,1.3744496e-32
MIOS,mut_important,6.1402746e-14
MIOS,cnv_del,-8.727728e-15
MIOS,cnv_amp,1.1585727e-14
BTK,mut_important,0.00017295055
BTK,cnv_del,-1.6464578e-32
BTK,cnv_amp,5.3267133e-25
PGD,mut_important,9.5788824e-23
PGD,cnv_del,-0.00060548587
PGD,cnv_amp,-0.016570939
ZBTB16,mut_important,-4.7532805e-10
ZBTB16,cnv_del,1.1985757e-32
ZBTB16,cnv_amp,-3.404759e-33
SCAPER,mut_important,1.1015568e-06
SCAPER,cnv_del,-2.165287e-33
SCAPER,cnv_amp,-1.8136411e-32
TRAM1L1,mut_important,-1.7052325e-32
TRAM1L1,cnv_del,4.2640116e-07
TRAM1L1,cnv_amp,3.393009e-06
GPATCH4,mut_important,0.008406352
GPATCH4,cnv_del,-0.23981835
GPATCH4,cnv_amp,0.07401851
CWC22,mut_important,-0.00041210453
CWC22,cnv_del,9.3056594e-32
CWC22,cnv_amp,-0.0013338765
UBE2W,mut_important,-1.8583942e-06
UBE2W,cnv_del,-8.062474e-07
UBE2W,cnv_amp,4.3832247e-06
GABRA6,mut_important,0.028230283
GABRA6,cnv_del,-1.3445169e-32
GABRA6,cnv_amp,-6.3773005e-23
MAT1A,mut_important,-0.015444947
MAT1A,cnv_del,-1.7359048e-32
MAT1A,cnv_amp,-1.1284794e-32
SNX4,mut_important,-1.7736231e-12
SNX4,cnv_del,-1.9944228e-32
SNX4,cnv_amp,2.456538e-32
ERN1,mut_important,-2.6823434e-30
ERN1,cnv_del,-2.4819343e-05
ERN1,cnv_amp,1.07136475e-05
OXSM,mut_important,-0.023281075
OXSM,cnv_del,-8.303602e-25
OXSM,cnv_amp,1.8380426e-32
VPS53,mut_important,-0.00089600147
VPS53,cnv_del,0.0009265082
VPS53,cnv_amp,7.431419e-06
WASL,mut_important,0.1934821
WASL,cnv_del,1.6536143e-32
WASL,cnv_amp,-0.100019716
MYNN,mut_important,1.0253354e-11
MYNN,cnv_del,-1.20234595e-32
MYNN,cnv_amp,-5.8449288e-30
AKAP8,mut_important,-0.0034881358
AKAP8,cnv_del,-5.709771e-34
AKAP8,cnv_amp,8.5029186e-33
GNG2,mut_important,1.6372663e-08
GNG2,cnv_del,6.8005757e-09
GNG2,cnv_amp,1.1386074e-08
RNF122,mut_important,-1.7795493e-10
RNF122,cnv_del,-5.9733355e-33
RNF122,cnv_amp,1.699767e-32
RAX,mut_important,0.18522082
RAX,cnv_del,0.0397948
RAX,cnv_amp,-0.038534883
OR4A16,mut_important,0.089846715
OR4A16,cnv_del,1.2790745e-32
OR4A16,cnv_amp,1.681353e-32
GYS1,mut_important,-5.1409825e-06
GYS1,cnv_del,-1.5060757e-30
GYS1,cnv_amp,-2.444902e-32
SLC9A9,mut_important,-1.1196599e-32
SLC9A9,cnv_del,-0.00053402997
SLC9A9,cnv_amp,0.0006252101
AGBL5,mut_important,2.4378934e-07
AGBL5,cnv_del,2.0526293e-32
AGBL5,cnv_amp,1.6874586e-32
RALYL,mut_important,-0.05442333
RALYL,cnv_del,0.5463276
RALYL,cnv_amp,0.07577506
ATAD5,mut_important,0.37631682
ATAD5,cnv_del,3.7102782e-31
ATAD5,cnv_amp,9.4865024e-33
SUMF2,mut_important,-0.12459984
SUMF2,cnv_del,-9.0279876e-33
SUMF2,cnv_amp,-1.1216207e-32
DIAPH1,mut_important,0.33966756
DIAPH1,cnv_del,-0.22676934
DIAPH1,cnv_amp,0.0027096963
UIMC1,mut_important,-0.45596844
UIMC1,cnv_del,-0.2491929
UIMC1,cnv_amp,-0.25627548
OR5T3,mut_important,0.12929891
OR5T3,cnv_del,-0.5111098
OR5T3,cnv_amp,0.25347304
TRMU,mut_important,1.5068696e-30
TRMU,cnv_del,-0.0002725812
TRMU,cnv_amp,-0.0002101402
SHOC2,mut_important,2.0753733e-08
SHOC2,cnv_del,-2.9577996e-07
SHOC2,cnv_amp,-3.31732e-07
SLC16A13,mut_important,8.273197e-05
SLC16A13,cnv_del,1.2011423e-05
SLC16A13,cnv_amp,-5.955355e-06
BECN1,mut_important,-0.20304716
BECN1,cnv_del,-1.0684704e-32
BECN1,cnv_amp,2.2312893e-28
ARSK,mut_important,2.206739e-32
ARSK,cnv_del,7.643275e-08
ARSK,cnv_amp,-9.509135e-07
AFF4,mut_important,-0.19406445
AFF4,cnv_del,-0.1736205
AFF4,cnv_amp,-0.4215213
CCDC85A,mut_important,1.2638874e-32
CCDC85A,cnv_del,-0.0010338415
CCDC85A,cnv_amp,0.09211411
SF3A1,mut_important,-9.8623124e-05
SF3A1,cnv_del,0.000114614144
SF3A1,cnv_amp,1.2085107e-26
MPEG1,mut_important,0.03318282
MPEG1,cnv_del,0.011615258
MPEG1,cnv_amp,0.013853185
HOXC11,mut_important,0.03466022
HOXC11,cnv_del,0.030331118
HOXC11,cnv_amp,0.018139025
KIF3C,mut_important,-0.03882472
KIF3C,cnv_del,0.22636212
KIF3C,cnv_amp,0.06878876
MX1,mut_important,5.13371e-09
MX1,cnv_del,1.685875e-32
MX1,cnv_amp,8.8473506e-32
SPCS2,mut_important,7.369215e-13
SPCS2,cnv_del,1.7223356e-32
SPCS2,cnv_amp,1.16006555e-32
ZFR2,mut_important,-1.6664707e-07
ZFR2,cnv_del,-2.4058463e-07
ZFR2,cnv_amp,-7.712418e-07
TRAK1,mut_important,0.011988699
TRAK1,cnv_del,-0.04354625
TRAK1,cnv_amp,-0.12281628
ITGB5,mut_important,1.4851432e-05
ITGB5,cnv_del,-3.7622082e-31
ITGB5,cnv_amp,-3.1062185e-24
NSMAF,mut_important,4.6256574e-08
NSMAF,cnv_del,-9.529477e-32
NSMAF,cnv_amp,-1.7829093e-32
USP3,mut_important,-0.28792125
USP3,cnv_del,3.0132181e-33
USP3,cnv_amp,-0.6332578
IL1A,mut_important,2.209191e-14
IL1A,cnv_del,-3.704289e-33
IL1A,cnv_amp,-8.902872e-28
INSM2,mut_important,-3.9482296e-05
INSM2,cnv_del,-1.2612599e-05
INSM2,cnv_amp,5.4300886e-05
PLAGL2,mut_important,-0.00010640375
PLAGL2,cnv_del,2.0402624e-05
PLAGL2,cnv_amp,-1.1845595e-05
STARD7,mut_important,-9.865454e-33
STARD7,cnv_del,1.9619663e-32
STARD7,cnv_amp,-1.9133194e-32
PTTG1IP,mut_important,1.1499109e-32
PTTG1IP,cnv_del,4.850918e-08
PTTG1IP,cnv_amp,-7.603557e-08
ARSE,mut_important,-0.00015461948
ARSE,cnv_del,0.00017466907
ARSE,cnv_amp,-0.00041474722
C8A,mut_important,0.0002670554
C8A,cnv_del,-1.2974287e-32
C8A,cnv_amp,1.4390828e-05
FAM213A,mut_important,-3.167333e-06
FAM213A,cnv_del,-7.972457e-33
FAM213A,cnv_amp,5.4539044e-34
NUDT5,mut_important,-3.8235918e-05
NUDT5,cnv_del,-2.3223665e-05
NUDT5,cnv_amp,0.00013475674
GLP1R,mut_important,-0.00071584154
GLP1R,cnv_del,-0.00019793511
GLP1R,cnv_amp,0.0024812222
SMYD4,mut_important,8.400025e-33
SMYD4,cnv_del,9.317956e-07
SMYD4,cnv_amp,-6.6290454e-06
HPS4,mut_important,-5.7403904e-14
HPS4,cnv_del,-3.4553598e-33
HPS4,cnv_amp,-1.2936458e-32
NR1I3,mut_important,-1.2001132e-07
NR1I3,cnv_del,5.4989727e-08
NR1I3,cnv_amp,-5.6752345e-08
CYYR1,mut_important,1.12348086e-32
CYYR1,cnv_del,4.299517e-06
CYYR1,cnv_amp,-1.6319319e-06
KDM3B,mut_important,0.70342076
KDM3B,cnv_del,0.4352178
KDM3B,cnv_amp,-7.611267e-33
TMEM104,mut_important,0.0065646926
TMEM104,cnv_del,-0.0030177904
TMEM104,cnv_amp,0.009655584
OR2T2,mut_important,-2.9507962e-11
OR2T2,cnv_del,-7.907991e-11
OR2T2,cnv_amp,-1.8325855e-10
HIF1A,mut_important,-1.0686271e-11
HIF1A,cnv_del,-1.1112723e-32
HIF1A,cnv_amp,-2.0385297e-32
ARSB,mut_important,-2.0081557e-15
ARSB,cnv_del,-1.1889572e-14
ARSB,cnv_amp,7.483418e-15
UBXN4,mut_important,-0.24107975
UBXN4,cnv_del,0.018883951
UBXN4,cnv_amp,0.37860978
FLAD1,mut_important,0.00015810595
FLAD1,cnv_del,0.000107042804
FLAD1,cnv_amp,0.00015702033
LMBR1,mut_important,5.5012065e-06
LMBR1,cnv_del,2.6306168e-06
LMBR1,cnv_amp,-1.3431956e-07
NPHP3,mut_important,9.020147e-12
NPHP3,cnv_del,-1.9804115e-32
NPHP3,cnv_amp,5.1839463e-33
THOC1,mut_important,-0.52737474
THOC1,cnv_del,-0.17366715
THOC1,cnv_amp,-0.24064517
ZNF92,mut_important,0.69168866
ZNF92,cnv_del,-0.00649764
ZNF92,cnv_amp,0.4990573
NFKBIE,mut_important,1.3420672e-13
NFKBIE,cnv_del,-1.9742334e-28
NFKBIE,cnv_amp,-2.287188e-32
NSUN3,mut_important,0.031398926
NSUN3,cnv_del,-0.24065773
NSUN3,cnv_amp,-0.027831253
RBP2,mut_important,1.3511706e-12
RBP2,cnv_del,-2.5962018e-32
RBP2,cnv_amp,-1.3777543e-32
RFESD,mut_important,4.6244462e-14
RFESD,cnv_del,2.5032244e-26
RFESD,cnv_amp,2.0063922e-32
HTRA2,mut_important,-0.2941043
HTRA2,cnv_del,0.1449294
HTRA2,cnv_amp,-0.35818523
TMBIM6,mut_important,-1.0551379e-11
TMBIM6,cnv_del,-2.4449283e-33
TMBIM6,cnv_amp,-2.3618797e-32
AGT,mut_important,0.0061117914
AGT,cnv_del,3.3713885e-28
AGT,cnv_amp,-2.0889075e-32
KPNA5,mut_important,-0.010684617
KPNA5,cnv_del,-0.030058652
KPNA5,cnv_amp,-0.0030751396
FNDC3B,mut_important,0.00010070808
FNDC3B,cnv_del,0.0015088703
FNDC3B,cnv_amp,-2.79081e-05
ECI2,mut_important,3.477628e-09
ECI2,cnv_del,6.6086314e-10
ECI2,cnv_amp,7.470905e-09
OR2T8,mut_important,3.473314e-31
OR2T8,cnv_del,-4.4796663e-05
OR2T8,cnv_amp,1.0452443e-05
FANCE,mut_important,-1.643382e-06
FANCE,cnv_del,-1.16077814e-07
FANCE,cnv_amp,2.8312482e-07
MGAM,mut_important,0.033534244
MGAM,cnv_del,0.0002591029
MGAM,cnv_amp,-0.08066105
UBE2N,mut_important,-0.0015780989
UBE2N,cnv_del,-8.7907993e-32
UBE2N,cnv_amp,2.1035755e-32
KEAP1,mut_important,-0.07452768
KEAP1,cnv_del,0.060211398
KEAP1,cnv_amp,-0.06140491
SOX2,mut_important,-0.014102791
SOX2,cnv_del,-2.0279036e-05
SOX2,cnv_amp,0.003595461
PYGB,mut_important,1.0479823e-32
PYGB,cnv_del,0.0024071864
PYGB,cnv_amp,-0.00520291
HMGN5,mut_important,0.4275276
HMGN5,cnv_del,0.23964286
HMGN5,cnv_amp,0.15624033
SCP2,mut_important,5.4246824e-34
SCP2,cnv_del,-0.0009381185
SCP2,cnv_amp,0.016283303
MUT,mut_important,0.00017459753
MUT,cnv_del,7.2383864e-06
MUT,cnv_amp,0.00023676852
CACNA2D4,mut_important,5.4059793e-08
CACNA2D4,cnv_del,-9.631764e-33
CACNA2D4,cnv_amp,1.0481602e-32
PLXNA2,mut_important,-4.5382735e-06
PLXNA2,cnv_del,3.6293015e-05
PLXNA2,cnv_amp,-3.693071e-05
POFUT1,mut_important,-2.8804332e-25
POFUT1,cnv_del,-1.0245056e-32
POFUT1,cnv_amp,-0.012562539
METTL11B,mut_important,-8.066907e-06
METTL11B,cnv_del,-1.1335907e-05
METTL11B,cnv_amp,-9.04222e-06
CST8,mut_important,-8.854495e-32
CST8,cnv_del,0.08276102
CST8,cnv_amp,0.035849404
ANKRD49,mut_important,2.3737662e-10
ANKRD49,cnv_del,-8.9299896e-32
ANKRD49,cnv_amp,6.187478e-33
RAB9A,mut_important,0.26898968
RAB9A,cnv_del,0.117029734
RAB9A,cnv_amp,-0.06442722
CDADC1,mut_important,0.0039623347
CDADC1,cnv_del,0.0002623001
CDADC1,cnv_amp,0.0019158522
SON,mut_important,-6.517961e-05
SON,cnv_del,-2.5834728e-33
SON,cnv_amp,2.6912488e-33
CDC27,mut_important,-2.1663378e-32
CDC27,cnv_del,0.0005345745
CDC27,cnv_amp,0.00024927477
KRT82,mut_important,-0.17948349
KRT82,cnv_del,-0.04695066
KRT82,cnv_amp,-0.78002053
EPHA3,mut_important,-0.02933962
EPHA3,cnv_del,-8.349071e-33
EPHA3,cnv_amp,8.295897e-33
TRAPPC11,mut_important,-0.005322367
TRAPPC11,cnv_del,3.748612e-31
TRAPPC11,cnv_amp,3.8721783e-33
ZBTB49,mut_important,1.8806182e-05
ZBTB49,cnv_del,9.6383965e-06
ZBTB49,cnv_amp,7.023033e-06
LDLRAP1,mut_important,-1.5314946e-09
LDLRAP1,cnv_del,3.1895602e-09
LDLRAP1,cnv_amp,-2.797723e-09
LONP2,mut_important,-8.140383e-08
LONP2,cnv_del,9.373075e-08
LONP2,cnv_amp,-9.387001e-07
RNF182,mut_important,-0.04542957
RNF182,cnv_del,-0.00087914633
RNF182,cnv_amp,-0.024427895
CHORDC1,mut_important,-0.061287664
CHORDC1,cnv_del,2.2215995e-32
CHORDC1,cnv_amp,2.172539e-32
AATF,mut_important,1.6788102e-32
AATF,cnv_del,-2.6418326e-13
AATF,cnv_amp,7.483952e-12
TM9SF2,mut_important,-1.8568869e-13
TM9SF2,cnv_del,-5.410601e-27
TM9SF2,cnv_amp,-6.668444e-33
SAMD8,mut_important,-8.822181e-32
SAMD8,cnv_del,-0.10821372
SAMD8,cnv_amp,-0.18991816
DEFB134,mut_important,0.10235099
DEFB134,cnv_del,2.4873156e-33
DEFB134,cnv_amp,1.9669963e-32
SETBP1,mut_important,-3.097466e-05
SETBP1,cnv_del,-2.0158865e-05
SETBP1,cnv_amp,-4.9859557e-07
ANXA6,mut_important,8.059514e-12
ANXA6,cnv_del,-1.6585733e-32
ANXA6,cnv_amp,1.4883422e-32
USP44,mut_important,0.0004553057
USP44,cnv_del,0.0012655267
USP44,cnv_amp,0.0039002204
PPM1K,mut_important,-0.00033134848
PPM1K,cnv_del,-0.00021510017
PPM1K,cnv_amp,0.0010306899
SYCP1,mut_important,3.153908e-11
SYCP1,cnv_del,2.1581266e-11
SYCP1,cnv_amp,-1.783596e-11
ZBTB11,mut_important,-0.30679742
ZBTB11,cnv_del,3.2284037e-26
ZBTB11,cnv_amp,1.921107e-32
OR5T1,mut_important,2.6738517e-06
OR5T1,cnv_del,1.1387151e-06
OR5T1,cnv_amp,4.2801688e-07
HNRNPU,mut_important,8.511465e-05
HNRNPU,cnv_del,2.552587e-32
HNRNPU,cnv_amp,-3.7108158e-31
CENPB,mut_important,8.9100385e-32
CENPB,cnv_del,-0.22231829
CENPB,cnv_amp,0.19743845
KCNQ4,mut_important,-0.024345517
KCNQ4,cnv_del,0.01780285
KCNQ4,cnv_amp,0.08670806
CDC14B,mut_important,1.1249513e-32
CDC14B,cnv_del,-3.7093895e-31
CDC14B,cnv_amp,4.2488655e-33
GOLGA5,mut_important,-1.506299e-08
GOLGA5,cnv_del,2.0808604e-09
GOLGA5,cnv_amp,1.3865752e-11
SMAD6,mut_important,1.6665289e-10
SMAD6,cnv_del,9.514318e-32
SMAD6,cnv_amp,-6.3158364e-33
ISCA1,mut_important,-4.723279e-06
ISCA1,cnv_del,-6.452429e-06
ISCA1,cnv_amp,-1.3937555e-06
PLEKHA7,mut_important,5.6912955e-34
PLEKHA7,cnv_del,0.122693494
PLEKHA7,cnv_amp,0.17977324
CETN2,mut_important,-0.009880897
CETN2,cnv_del,0.00049861294
CETN2,cnv_amp,0.020209517
RRNAD1,mut_important,0.004888633
RRNAD1,cnv_del,1.2765942e-32
RRNAD1,cnv_amp,3.722619e-31
ZNF16,mut_important,0.27572903
ZNF16,cnv_del,-5.730388e-33
ZNF16,cnv_amp,-3.8855294e-33
ATM,mut_important,-1.2778413e-32
ATM,cnv_del,-5.0487502e-27
ATM,cnv_amp,-1.0475296e-32
OR6K3,mut_important,6.428435e-05
OR6K3,cnv_del,0.00040943595
OR6K3,cnv_amp,0.00017817105
MTOR,mut_important,1.0315346e-06
MTOR,cnv_del,3.7110904e-31
MTOR,cnv_amp,-2.9461823e-33
C2CD3,mut_important,-0.0054699313
C2CD3,cnv_del,0.020437732
C2CD3,cnv_amp,0.10080065
FBXO5,mut_important,-0.026502492
FBXO5,cnv_del,1.4320157e-32
FBXO5,cnv_amp,2.3200197e-32
ZCWPW2,mut_important,-4.14117e-06
ZCWPW2,cnv_del,1.0822216e-24
ZCWPW2,cnv_amp,8.943659e-32
PTX3,mut_important,-0.049003366
PTX3,cnv_del,0.0077787386
PTX3,cnv_amp,3.330903e-33
RNF111,mut_important,3.2211092e-26
RNF111,cnv_del,-0.039427254
RNF111,cnv_amp,0.23925005
QSER1,mut_important,0.00017451054
QSER1,cnv_del,-0.0017532517
QSER1,cnv_amp,0.0014280505
SENP6,mut_important,-2.7770384e-05
SENP6,cnv_del,-1.7235167e-05
SENP6,cnv_amp,3.0685103e-06
GEN1,mut_important,7.0291426e-05
GEN1,cnv_del,0.0010587618
GEN1,cnv_amp,0.0016861195
GBA2,mut_important,4.6054094e-32
GBA2,cnv_del,1.5150175e-32
GBA2,cnv_amp,-8.805627e-32
DCTN2,mut_important,-0.009770687
DCTN2,cnv_del,0.015443935
DCTN2,cnv_amp,0.03190791
BLNK,mut_important,1.5947869e-14
BLNK,cnv_del,-2.116817e-15
BLNK,cnv_amp,1.1412067e-14
ZNF18,mut_important,-3.2838234e-13
ZNF18,cnv_del,-3.1083935e-33
ZNF18,cnv_amp,1.4940059e-32
HNRNPC,mut_important,1.758592e-32
HNRNPC,cnv_del,-9.4966176e-33
HNRNPC,cnv_amp,1.2746937e-32
IGSF3,mut_important,-1.1040019e-11
IGSF3,cnv_del,2.5152038e-32
IGSF3,cnv_amp,-8.748861e-32
BDH1,mut_important,3.759073e-09
BDH1,cnv_del,-2.4422635e-32
BDH1,cnv_amp,-1.5023085e-32
GJC1,mut_important,1.5613184e-09
GJC1,cnv_del,-9.3123265e-33
GJC1,cnv_amp,-5.8271878e-33
RPS27A,mut_important,1.5916233e-12
RPS27A,cnv_del,-9.014944e-33
RPS27A,cnv_amp,-5.779232e-29
ZNF324B,mut_important,-5.4678328e-08
ZNF324B,cnv_del,1.0769906e-32
ZNF324B,cnv_amp,1.0192073e-32
SUZ12,mut_important,-0.03160941
SUZ12,cnv_del,1.09764004e-32
SUZ12,cnv_amp,0.46193334
MRPL10,mut_important,1.3961793e-05
MRPL10,cnv_del,-1.2383804e-32
MRPL10,cnv_amp,-1.4401319e-33
MTHFD1,mut_important,-0.28742093
MTHFD1,cnv_del,1.6606438e-34
MTHFD1,cnv_amp,1.6821345e-24
GOT1,mut_important,1.2333889e-07
GOT1,cnv_del,2.7086925e-08
GOT1,cnv_amp,4.4141373e-08
BMP2K,mut_important,0.39640227
BMP2K,cnv_del,0.07920162
BMP2K,cnv_amp,0.43490967
VRK2,mut_important,0.0009017927
VRK2,cnv_del,0.0033588381
VRK2,cnv_amp,-0.0072424132
MYC,mut_important,-0.00014060285
MYC,cnv_del,-3.5211235e-33
MYC,cnv_amp,1.0687642e-32
TRIM65,mut_important,8.996511e-09
TRIM65,cnv_del,-4.5339815e-10
TRIM65,cnv_amp,-6.3014487e-09
RINT1,mut_important,0.2255343
RINT1,cnv_del,-9.4580694e-33
RINT1,cnv_amp,-5.1039553e-33
BCL2,mut_important,-0.37191093
BCL2,cnv_del,0.013572348
BCL2,cnv_amp,0.40689406
ICK,mut_important,-2.9388654e-09
ICK,cnv_del,2.027004e-32
ICK,cnv_amp,-1.0689182e-24
ZNF781,mut_important,5.4937384e-05
ZNF781,cnv_del,0.00016914352
ZNF781,cnv_amp,0.0003084946
HIST1H3I,mut_important,3.635211e-33
HIST1H3I,cnv_del,1.1962508e-32
HIST1H3I,cnv_amp,5.5258755e-32
OR52M1,mut_important,5.27002e-10
OR52M1,cnv_del,-1.3703666e-32
OR52M1,cnv_amp,-6.343651e-33
ASH2L,mut_important,-0.18288963
ASH2L,cnv_del,1.7987002e-32
ASH2L,cnv_amp,1.8762248e-25
CCNJ,mut_important,-0.0460472
CCNJ,cnv_del,-0.085639946
CCNJ,cnv_amp,-0.07512832
SALL4,mut_important,1.0629876e-12
SALL4,cnv_del,-5.2157486e-13
SALL4,cnv_amp,-5.6419745e-13
EXOC6,mut_important,-4.6574024e-13
EXOC6,cnv_del,-1.179916e-13
EXOC6,cnv_amp,2.725023e-13
RNF26,mut_important,3.8098858e-07
RNF26,cnv_del,6.028853e-33
RNF26,cnv_amp,1.9201937e-32
NUMA1,mut_important,1.2833542e-05
NUMA1,cnv_del,-2.0775903e-32
NUMA1,cnv_amp,1.6317905e-32
SF3B3,mut_important,-0.0005425203
SF3B3,cnv_del,-1.4168757e-05
SF3B3,cnv_amp,-0.0064617135
TMEM187,mut_important,3.8218157e-33
TMEM187,cnv_del,0.01204113
TMEM187,cnv_amp,0.026032051
P2RY4,mut_important,-3.227556e-05
P2RY4,cnv_del,0.0002869239
P2RY4,cnv_amp,0.00015513369
KCTD10,mut_important,-1.4788534e-07
KCTD10,cnv_del,1.1444182e-07
KCTD10,cnv_amp,4.812015e-08
SNAPC3,mut_important,-8.5398e-08
SNAPC3,cnv_del,-1.0595111e-22
SNAPC3,cnv_amp,-1.02543074e-32
INA,mut_important,1.1994603e-32
INA,cnv_del,-0.5265889
INA,cnv_amp,0.44653827
OPN1SW,mut_important,-5.7133995e-11
OPN1SW,cnv_del,-1.0258118e-11
OPN1SW,cnv_amp,1.4055471e-11
SNX32,mut_important,-2.7310612e-05
SNX32,cnv_del,1.1023924e-05
SNX32,cnv_amp,8.5247186e-05
IL17F,mut_important,-0.1934207
IL17F,cnv_del,-0.14863166
IL17F,cnv_amp,-0.13192917
GTF3C1,mut_important,0.18782298
GTF3C1,cnv_del,0.026639733
GTF3C1,cnv_amp,0.17021745
SLC43A1,mut_important,9.464737e-32
SLC43A1,cnv_del,-1.5600349e-12
SLC43A1,cnv_amp,4.6400128e-12
ARG1,mut_important,-0.0039193914
ARG1,cnv_del,0.05667924
ARG1,cnv_amp,0.055582453
SAP30,mut_important,9.474053e-07
SAP30,cnv_del,-1.2253212e-32
SAP30,cnv_amp,-1.5167263e-32
CAPZB,mut_important,9.715725e-10
CAPZB,cnv_del,6.2215777e-29
CAPZB,cnv_amp,4.467298e-29
DMXL2,mut_important,8.873827e-32
DMXL2,cnv_del,4.196597e-33
DMXL2,cnv_amp,-2.722021e-26
SHMT1,mut_important,9.150617e-33
SHMT1,cnv_del,0.0010005025
SHMT1,cnv_amp,-1.3145245e-32
PPP1R42,mut_important,1.9215739e-32
PPP1R42,cnv_del,0.3933819
PPP1R42,cnv_amp,2.2254189e-32
