ind,Signaling by NODAL,ABC-family proteins mediated transport,Translation,Fibronectin matrix formation,Post-translational protein modification,Meiosis,Processing of Capped Intronless Pre-mRNA,Death Receptor Signalling,Elastic fibre formation,Metabolism of porphyrins,Transcriptional regulation of pluripotent stem cells,DNA Damage Bypass,Signaling by Rho GTPases,Deadenylation-dependent mRNA decay,Response to metal ions,Integrin cell surface interactions,RNA Polymerase III Transcription,Membrane Trafficking,Ion channel transport,Transmission across Electrical Synapses ,Metabolism of nucleotides,Signaling by Receptor Tyrosine Kinases,Cell junction organization,Signaling by Nuclear Receptors,M/G1 Transition,Mitochondrial biogenesis,Activation of HOX genes during differentiation,Peroxisomal protein import,Disorders of transmembrane transporters,Transcriptional regulation of white adipocyte differentiation,Regulated Necrosis,Potassium Channels,Abacavir transport and metabolism,Keratinization,Metabolism of vitamins and cofactors,Pink/Parkin Mediated Mitophagy,Protein-protein interactions at synapses,Base Excision Repair,Transcription from mitochondrial promoters,Integrin signaling,Mismatch Repair,tRNA processing,mRNA Capping,Digestion,Nephrin family interactions,Diseases of signal transduction,Diseases of metabolism,Innate Immune System,DNA Double-Strand Break Repair,Signal regulatory protein family interactions,Striated Muscle Contraction,Signaling by Hedgehog,Platelet Adhesion to exposed collagen,Myogenesis,DNA Damage Reversal,Miscellaneous transport and binding events,Inositol phosphate metabolism,RNA Polymerase I Transcription,Signaling by WNT,Regulation of beta-cell development,Collagen formation,Binding and Uptake of Ligands by Scavenger Receptors,Platelet homeostasis,Processing of Capped Intron-Containing Pre-mRNA,Cell Cycle Checkpoints,mTOR signalling,Factors involved in megakaryocyte development and platelet production,Mitochondrial iron-sulfur cluster biogenesis,Cellular responses to stress,Mitochondrial calcium ion transport,Pyrophosphate hydrolysis,Laminin interactions,Integration of energy metabolism,Macroautophagy,Axon guidance,Mitochondrial protein import,NR1D1 (REV-ERBA) represses gene expression,Signaling by Hippo,Nonsense-Mediated Decay (NMD),Protein folding,Amyloid fiber formation,Intracellular oxygen transport,Fanconi Anemia Pathway,Metabolism of non-coding RNA,rRNA processing,Aquaporin-mediated transport,Protein repair,Transmission across Chemical Synapses,Biological oxidations,Unfolded Protein Response (UPR),Chromosome Maintenance,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Regulation of mRNA stability by proteins that bind AU-rich elements,Signaling by Non-Receptor Tyrosine Kinases,Apoptosis,Smooth Muscle Contraction,Metabolism of nitric oxide,Dissolution of Fibrin Clot,The citric acid (TCA) cycle and respiratory electron transport,Fertilization,Signaling by Leptin,Neurodegenerative Diseases,Intracellular signaling by second messengers,Cytosolic iron-sulfur cluster assembly,Cell surface interactions at the vascular wall,Cytokine Signaling in Immune system,Intestinal absorption,Epigenetic regulation of gene expression,Metabolism of amino acids and derivatives,"Plasma lipoprotein assembly, remodeling, and clearance",ECM proteoglycans,Diseases of Mismatch Repair (MMR),Formation of Fibrin Clot (Clotting Cascade),Infectious disease,Reversible hydration of carbon dioxide,"Cell Cycle, Mitotic",Degradation of the extracellular matrix,Signaling by GPCR,Chromatin modifying enzymes,Non-integrin membrane-ECM interactions,Synthesis of DNA,Receptor Mediated Mitophagy,Adaptive Immune System,Metabolism of lipids,Cardiac conduction,Iron uptake and transport,Invadopodia formation,RNA Polymerase II Transcription,Metabolism of carbohydrates,RORA activates gene expression,Signaling by TGF-beta family members,"Platelet activation, signaling and aggregation",Diseases of Immune System,O2/CO2 exchange in erythrocytes,Nucleotide Excision Repair,SLC-mediated transmembrane transport,MAPK family signaling cascades,Diseases of glycosylation,LGI-ADAM interactions,Cilium Assembly,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Gene Silencing by RNA,Signaling by NOTCH,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Surfactant metabolism,mRNA Editing,Peptide hormone metabolism
PROS12319B-SU2C-06115121-SM-4W2NG,0.0,-0.0,1.2332162e-06,0.0,-2.086706e-06,3.9021785e-08,-0.0,-5.780105e-05,0.0,-0.0,0.0,0.0,-1.2391641e-07,4.570297e-10,-0.0,0.0,-1.9625644e-07,-0.00015155059,0.0,0.0,4.852186e-12,-6.3157684e-05,0.0,0.0,-0.0,7.799413e-10,1.2435657e-05,-0.0,-8.356336e-11,0.0,3.248169e-11,-3.2845802e-11,0.0,0.00011332335,-1.02441675e-11,8.4767904e-05,-0.0,-1.1419554e-08,-0.0,-2.4109608e-09,0.0,-8.680362e-11,0.0,-0.0,0.0,6.984056e-06,-1.4786432e-10,-1.7878925e-06,3.415981e-05,-1.9372057e-10,0.0,0.0,-0.0,0.0,-0.0,8.591099e-12,-0.0,-0.0,1.0576946e-06,0.0,-5.1090165e-10,0.0,-4.1416055e-08,3.837766e-08,-2.102293e-06,9.035334e-09,0.0,0.0,8.8769406e-07,-0.0,0.0,2.2516116e-11,7.2323275e-10,-1.0338704e-08,3.5823145e-06,2.0881305e-07,-0.0,0.0,0.0,1.8650691e-05,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,1.8491252e-10,1.9540027e-12,0.0,0.0,0.0,0.0,0.0,1.5114575e-06,1.1955128e-08,0.0,0.0,0.0,-0.0,0.0,0.0,-1.4154296e-08,-0.0,0.0,1.3593756e-06,-0.0,-3.400791e-05,4.7926674e-06,-0.0,0.0,-0.0,-0.0,5.579643e-06,0.0,-0.0003432679,-0.0,4.551555e-05,-5.9972335e-05,-0.0,-0.0,-0.0,1.8643401e-06,-6.5548516e-06,-9.72431e-09,-0.0,0.0,-0.0003406852,7.763789e-09,0.0,1.0260587e-08,-1.2954425e-08,0.0,-7.3798e-10,-9.941086e-08,-1.389233e-07,-0.0,2.0503209e-11,0.0,0.00012340573,-0.0,-2.4376034e-08,-2.1360296e-05,-0.0,2.7178917e-08,-0.0,1.2341583e-05
SC_9016,0.0,-0.0,3.0879073e-07,0.0,6.0958655e-07,-0.0,-0.0,-1.6257027e-06,0.0,-0.0,0.0,0.0,8.1121225e-06,0.0,-0.0,0.0,-6.6941726e-07,-1.9274128e-06,-2.0961077e-10,0.0,4.8532064e-11,3.7887013e-08,0.0,0.0,-0.0,0.0,-0.0,-3.9580948e-07,-8.358203e-11,0.0,0.0,0.0,0.0,-2.5740242e-08,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,8.696586e-11,-0.0,0.0,-1.2533532e-07,-8.3360326e-11,-1.1943451e-09,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.967353e-13,-3.1143468e-10,-0.0,1.3855752e-09,8.9964e-08,0.0,0.0,0.0,0.0,-2.0930133e-06,-0.0,0.0,0.0,1.0107638e-06,-0.0,2.1263422e-10,0.0,3.2619473e-11,0.0,1.1279742e-06,-0.0,-0.0,0.0,0.0,-5.219797e-09,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-3.3920306e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1160282e-09,-3.9771186e-11,0.0,0.0,-3.7565133e-07,-0.0,0.0,0.0,-1.4345624e-08,-0.0,0.0,7.692019e-07,-0.0,-4.09393e-09,-6.1411134e-05,-0.0,0.0,-0.0,-0.0,-3.310529e-10,0.0,-1.9834491e-08,-0.0,-0.0,-2.8285036e-05,-0.0,-1.4085121e-08,-0.0,4.2613533e-07,7.0443693e-06,-0.0,-0.0,0.0,-4.1937314e-05,2.488917e-11,0.0,0.0,7.072814e-12,0.0,0.0,-0.0,0.0,3.2870162e-10,6.710149e-08,0.0,-0.0,-0.0,-0.0,-1.9984586e-06,-0.0,-0.0,-0.0,-2.6031005e-10
SC_9018,0.0,-0.0,2.2029775e-10,0.0,2.7073976e-09,-5.9319e-10,-0.0,-0.00018517388,0.0,-0.0,0.0,0.0,1.9956021e-09,0.0,-0.0,0.0,0.0,6.435001e-07,0.0,0.0,0.0,-1.8665085e-10,0.0,8.261958e-09,-0.0,0.0,-0.0,-0.0,-8.35852e-11,4.5597193e-09,0.0,0.0,0.0,-0.0,3.114728e-05,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.3063419e-09,-8.336349e-11,7.724482e-09,-2.7216415e-10,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.9676166e-13,-2.6742018e-08,-0.0,-1.8095941e-05,0.0,0.0,0.0,0.0,0.0,-2.09386e-06,-0.0,8.9746693e-10,0.0,1.0133219e-06,-0.0,0.0,0.0,-0.0,0.0,2.1840528e-06,1.454761e-09,-0.0,0.0,0.0,-1.355232e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0784935e-08,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.4346802e-08,-0.0,3.0445008e-11,9.502945e-07,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,3.2146457e-07,0.0,-1.8564013e-07,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.9438051e-10,2.9594233e-08,-0.0,-0.0,0.0,2.6304124e-06,1.9297013e-06,0.0,1.5520101e-09,0.0,0.0,-6.439417e-10,-1.6809629e-09,0.0,-0.0,7.1779993e-10,0.0,-0.0,-0.0,-0.0,-2.0104058e-06,-0.0,-0.0,-0.0,-0.0
SC_9027,0.0,-0.0,0.0,0.0,-2.5481478e-08,-0.0,-0.0,-4.5182613e-08,0.0,-0.0,0.0,0.0,3.7703023e-09,-1.9880219e-11,-0.0,0.0,0.0,-8.622888e-07,1.6844852e-13,0.0,0.0,7.3187005e-07,0.0,0.0,-0.0,6.1374754e-09,-4.3834953e-05,-0.0,-8.360226e-11,0.0,0.0,6.983022e-11,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.5845914e-11,-8.33805e-11,-6.872872e-08,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.969064e-13,-0.0,-0.0,0.0,0.0,-6.246159e-08,0.0,0.0,0.0,0.0,-0.0,-1.4031224e-06,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-4.924516e-05,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.4342538e-09,0.0,-0.0,-1.785711e-14,4.887428e-13,0.0,0.0,0.0,-5.4539834e-07,0.0,4.6512422e-11,0.0,0.0,0.0,2.7572912e-06,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.122533e-06,-0.0,0.0,-0.0,-0.0,-3.31133e-10,0.0,-1.520258e-10,-0.0,-6.7875545e-09,3.642804e-09,-0.0,-5.7032054e-07,-0.0,-1.9833928e-08,2.317759e-06,-2.1267812e-08,-0.0,0.0,-0.0,2.4896273e-11,0.0,0.0,0.0,0.0,0.0,-0.0,1.2507323e-05,-0.0,2.0512753e-11,0.0,7.179659e-06,-0.0,-0.0,1.3892588e-07,-0.0,-0.0,-0.0,-1.038963e-09
SC_9028,0.0,-0.0,0.0,0.0,-8.769737e-09,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-1.895657e-07,0.0,-0.0,0.0,0.0,-4.5264554e-07,0.0,0.0,0.0,-8.063126e-05,-4.4285546e-08,-2.1035936e-08,-0.0,0.0,-0.0,-0.0,-8.35771e-11,-1.4199607e-07,0.0,0.0,0.0,-0.0,-1.7500305e-08,0.0,-0.0,0.0,-0.0,-2.4113862e-09,0.0,0.0,8.6960265e-11,-0.0,-3.822734e-08,-1.2235342e-05,-8.335541e-11,-2.2773484e-06,-0.0,-4.843813e-10,0.0,0.0,-0.0,5.704827e-10,-0.0,-6.9669054e-13,-0.0,-0.0,0.0,0.0,0.0,0.0,4.2401376e-09,-4.220683e-09,-2.093666e-06,-0.0,0.0,0.0,1.0093751e-06,-0.0,0.0,0.0,-0.0,0.0,-2.5022794e-07,-0.0,-0.0,0.0,0.0,-1.3550937e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0651538e-08,5.9516256e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.4345551e-08,-0.0,-9.112275e-09,4.239693e-06,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.3103337e-10,0.0,1.8997331e-11,-0.0,1.718985e-08,1.0792642e-07,-0.0,-0.0,-0.0,-7.6433644e-05,-6.4133694e-09,-0.0,-0.0,0.0,-3.5434037e-05,2.4888584e-11,0.0,0.0,1.5833596e-07,0.0,0.0,-0.0,0.0,-0.0,6.709753e-08,0.0,-3.669346e-10,-0.0,-0.0,1.2984367e-06,-0.0,-0.0,-0.0,-0.0
SC_9063,0.0,-0.0,4.598613e-08,0.0,2.0952426e-07,-0.0,-0.0,4.5459309e-10,0.0,-0.0,0.0,2.6015928e-10,1.1073354e-09,0.0,-0.0,0.0,0.0,-1.1845898e-06,0.0,0.0,4.847682e-11,-1.8642654e-10,0.0,0.0,-0.0,0.0,-0.0,-3.953656e-07,-8.348334e-11,8.695681e-06,0.0,0.0,0.0,1.2431627e-05,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1.2518733e-07,-8.32619e-11,-1.1927472e-09,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.9591257e-13,3.0141865e-07,-0.0,1.3840235e-09,8.98569e-08,0.0,0.0,0.0,0.0,-9.977983e-07,-0.0,0.0,0.0,4.831609e-07,-0.0,2.123922e-10,0.0,-0.0,0.0,1.1266313e-06,-0.0,-0.0,0.0,0.0,1.9015558e-09,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-7.4383205e-10,0.0,0.0,0.0,0.0,0.0,0.0,5.573552e-10,-2.6999231e-08,0.0,0.0,0.0,-0.0,0.0,0.0,-1.4706653e-08,-0.0,0.0,3.6749998e-07,-0.0,3.0289754e-10,6.398988e-08,-0.0,0.0,-0.0,-0.0,-3.30662e-10,0.0,4.611215e-09,-0.0,-0.0,0.0,-0.0,-1.4068489e-08,-0.0,4.3643732e-07,7.5470075e-06,-0.0,-0.0,0.0,7.657928e-07,2.4860843e-11,0.0,0.0,7.0644614e-12,0.0,0.0,-0.0,0.0,3.2833353e-10,2.0483575e-11,0.0,-0.0,-0.0,-0.0,1.7849062e-06,-0.0,-0.0,-0.0,-0.0
SC_9088,0.0,-0.0,0.0,0.0,-1.4963939e-09,-0.0,-0.0,-0.0,-1.3916967e-05,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1.389267e-08,0.0,0.0,0.0,-1.8652536e-10,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.352764e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.5804995e-11,-8.3306084e-11,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.962819e-13,-0.0,-0.0,0.0,0.0,-1.0213629e-10,0.0,0.0,0.0,-2.0924379e-06,-0.0,0.0,0.0,1.0100846e-06,-0.0,0.0,0.0,-0.0,0.0,-2.4878315e-09,-0.0,-0.0,0.0,0.0,-1.3542989e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-2.9298317e-12,0.0,0.0,0.0,0.0,0.0,1.1153017e-09,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.4148508e-08,-0.0,0.0,7.686669e-07,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.308375e-10,0.0,1.898619e-11,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,2.577898e-06,2.4873988e-11,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,2.0494445e-11,0.0,-0.0,-0.0,-0.0,-2.0044815e-06,-0.0,-0.0,-0.0,-0.0
SC_9127,0.0,-0.0,0.0,0.0,-7.9527055e-08,-0.0,-0.0,-5.511964e-07,-2.2243239e-07,-0.0,0.0,0.0,4.4293605e-10,0.0,-0.0,0.0,0.0,6.835027e-07,0.0,0.0,0.0,1.8960033e-06,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.348317e-11,0.0,0.0,0.0,0.0,3.6974018e-06,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.578061e-11,-8.326173e-11,-1.2345997e-07,-3.3978997e-11,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.9591126e-13,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.9637137e-10,0.0,0.0,-0.0,0.0,0.0,-2.9898975e-10,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6446173e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.3066133e-10,0.0,1.4761257e-05,-0.0,4.9704827e-09,0.0,-0.0,-0.0,-0.0,1.941733e-10,-1.1399468e-07,-4.501296e-06,-0.0,0.0,-1.2210456e-06,2.4860745e-11,0.0,2.5677457e-05,-6.060871e-07,0.0,0.0,-0.0,0.0,-0.0,2.0483533e-11,0.0,-1.6432503e-07,4.2938406e-10,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
SC_9141,0.0,-0.0,-4.4051298e-08,0.0,4.6133296e-06,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,2.511806e-07,0.0,-0.0,0.0,0.0,-1.2508727e-05,0.0,0.0,2.928112e-08,-1.0962345e-06,0.0,0.0,-0.0,0.0,2.0939342e-05,-0.0,-8.3569346e-11,0.0,0.0,0.0,0.0,0.00011334023,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.9291183e-11,0.0,-0.0,0.0,4.814905e-07,-8.3347676e-11,6.3240503e-07,-4.939976e-08,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.9662944e-13,-0.0,-0.0,3.1923048e-06,0.0,0.0,0.0,1.2230095e-10,7.32303e-09,-2.1017056e-06,-0.0,0.0,0.0,1.0470179e-06,-0.0,0.0,0.0,5.67902e-10,0.0,0.00035863218,-0.0,-0.0,0.0,4.5462998e-11,-1.354978e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,8.9250384e-14,-1.4656538e-12,0.0,0.0,0.0,0.0,0.0,1.5042555e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.4721798e-08,-0.0,0.0,7.695835e-07,-0.0,-0.0,5.867792e-06,-0.0,0.0,-0.0,1.6543608e-07,1.6848036e-07,0.0,6.0102985e-07,-0.0,-0.0,-7.867169e-06,-0.0,-0.0,-0.0,3.3433192e-08,-9.427252e-06,-1.1647457e-08,-0.0,0.0,8.917899e-05,1.0830612e-08,0.0,5.170802e-08,-7.1424566e-10,0.0,-1.2562332e-10,-0.0,-1.3893543e-07,-1.9720299e-09,2.0504678e-11,0.0,-0.0,4.84555e-06,2.2307402e-08,-2.0059067e-06,-0.0,-0.0,-0.0,-0.0
SC_9150,0.0,-0.0,0.0010462275,0.0,1.3085089e-06,-0.0,-0.0,0.00030897083,-5.3004433e-06,-0.0,0.0,0.0,-7.354722e-07,2.802358e-09,-0.0,0.0,4.2332953e-08,-1.5360985e-06,-9.654398e-09,0.0,-8.5795895e-09,-1.7048272e-07,0.0,1.1485857e-08,-0.0,0.0,-0.0,-0.0,-8.35718e-11,-1.6150254e-08,-8.230336e-10,1.141606e-09,0.0,-0.0,-4.07879e-07,0.0,-5.063693e-07,0.0,-0.0,0.0,0.0,-3.8587196e-11,0.0,-1.0810833e-06,0.0,2.4472799e-08,-8.335013e-11,5.495568e-06,4.9326565e-09,-0.0,-3.3428142e-07,0.0,-0.0,0.0,-0.0,-6.9671666e-13,-2.6740382e-08,1.6925135e-08,-6.9282746e-10,0.0,0.0,0.0,0.0,-2.6471622e-10,9.840887e-11,-0.0,-4.3114886e-07,0.0,2.1163772e-11,-0.0,0.0,0.0,-3.627043e-08,0.0,-3.7124305e-08,-0.0,-0.0,0.0,-1.2610247e-08,-2.04606e-11,0.0,-0.0,0.0,0.0,-2.5139255e-09,0.0,-0.0,-1.2299511e-08,0.0,7.457739e-11,7.2891145e-11,0.0,0.0,0.0,-4.487243e-08,-2.0870473e-08,1.2302143e-10,0.0,0.0,-0.0,0.0,0.0,1.8876908e-10,-0.0,7.103376e-11,-3.3681726e-09,-0.0,3.378899e-08,-3.9122092e-08,-0.0,0.0,-0.0,-0.0,1.525967e-06,0.0,8.36553e-05,1.8737028e-07,3.958437e-09,1.9500927e-05,-0.0,-0.0,-0.0,-3.0208224e-07,3.6525464e-05,-1.696444e-10,-0.0,3.0806555e-06,-0.00010768413,0.0,0.0,-1.9875255e-08,-1.4145246e-11,0.0,-6.4390016e-10,-0.0,2.4937046e-07,6.574411e-10,2.692292e-07,0.0,1.7924541e-06,-7.156069e-06,5.188026e-10,-4.578852e-09,-0.0,-0.0,-0.0,-6.9355075e-08
SC_9151,0.0,-0.0,0.0010276483,0.0,7.965803e-07,-0.0,-0.0,2.638468e-05,2.1988357e-05,-0.0,0.0,0.0,1.024137e-06,0.0,-0.0,-5.8012026e-11,0.0,0.00011649063,-9.656829e-09,0.0,0.0,-6.2918654e-05,0.0,0.0,-0.0,0.0,-0.0,-0.0,-4.5542575e-07,4.5593875e-09,0.0,0.0,0.0,1.2927539e-05,-1.0686483e-06,0.0,2.7219315e-07,0.0,-0.0,-2.4114775e-09,0.0,0.0,0.0,-0.0,0.0,1.0747965e-08,-8.3358e-11,-2.149576e-06,-0.0,-4.843987e-10,-3.4578997e-07,0.0,-9.404436e-09,0.0,-0.0,1.4226184e-06,-2.6739034e-08,-0.0,-6.928103e-10,0.0,-1.2233453e-07,1.12153664e-07,0.0,3.0644213e-08,-2.0936511e-06,-0.0,0.0,0.0,1.0094008e-06,-0.0,0.0,1.7205782e-08,-0.0,0.0,-1.1192037e-06,-0.0,-0.0,0.0,1.6771103e-09,-1.3544995e-08,0.0,-0.0,0.0,0.0,-4.253183e-08,0.0,-0.0,0.0,0.0,-9.322228e-12,0.0,0.0,0.0,0.0,1.1159964e-09,-2.1824924e-08,0.0,0.0,0.0,-0.0,0.0,0.0,-1.415733e-08,-0.0,5.923253e-07,7.704176e-07,-0.0,1.6895301e-08,1.890424e-08,3.3340946e-09,8.024397e-08,-0.0,-0.0,1.5737814e-06,0.0,-2.3964874e-05,1.8735544e-07,-3.6485817e-05,1.3242981e-09,4.067757e-07,-0.0,-0.0,-3.3768774e-07,-3.2303906e-05,-0.0,-0.0,3.0804115e-06,-1.8948405e-05,2.4888886e-11,0.0,1.5519336e-09,0.0,0.0,-6.4389855e-10,-0.0,5.144177e-07,-0.0,2.0285738e-07,0.0,-2.3912765e-08,-1.074191e-10,-0.0,-2.0103066e-06,-0.0,-0.0,-0.0,-0.0
TCGA-2A-A8VT,0.0,-0.0,0.0,0.0,-1.5310533e-09,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-4.534337e-10,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-5.343679e-10,0.0,0.0,-0.0,0.0,1.7571532e-09,-0.0,-8.5462304e-11,0.0,0.0,0.0,0.0,-0.0,-4.6728545e-09,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.686593e-11,-8.523562e-11,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-7.1240914e-13,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-6.4639656e-12,-2.140903e-06,-0.0,0.0,0.0,-2.5248003e-06,-0.0,0.0,0.0,-0.0,0.0,7.378131e-11,-0.0,-0.0,0.0,0.0,-1.3856671e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1411343e-09,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.4669235e-08,-0.0,0.0,7.2592667e-07,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.3850034e-10,0.0,1.9425947e-11,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,6.5579946e-09,-0.0,-0.0,-0.0,0.0,2.6823716e-06,3.3390557e-09,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,2.0969136e-11,0.0,-0.0,-0.0,-0.0,-2.0509096e-06,-0.0,-0.0,-0.0,-0.0
TCGA-2A-A8VX,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3.5623596e-06,0.0,0.0,0.0,-1.8631238e-10,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.343225e-11,0.0,0.0,0.0,0.0,-0.0,-4.5994348e-05,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.5752686e-11,-8.321095e-11,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.9548664e-13,-0.0,-0.0,-3.65389e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,9.363732e-10,-0.0,-0.0,0.0,-6.078216e-12,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.641784e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.3045966e-10,0.0,1.8964582e-11,-0.0,-0.0,-1.64144e-05,-0.0,-0.0,-0.0,0.0,-5.5840323e-09,-0.0,-0.0,0.0,8.855064e-05,2.4844758e-11,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,2.047104e-11,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
TCGA-EJ-5508,1.2939303e-11,-0.0,3.9991232e-07,0.0,-1.3326988e-11,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-1.0058435e-06,-0.0,0.0,-0.0,0.0,0.0,0.00011636884,0.0,0.0,0.0,-1.8605534e-10,0.0,0.0,5.679579e-12,0.0,-0.0,-0.0,-8.331715e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-1.7353325e-07,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.5689567e-11,-8.309615e-11,-0.0,-2.453135e-07,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.945272e-13,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.9888462e-08,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63538e-11,0.0,-2.6994445e-07,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.3000377e-10,0.0,5.2175338e-08,-0.0,-0.0,6.0808884e-07,-0.0,8.896024e-06,-0.0,-1.9378714e-10,-0.0,-0.0,-0.0,0.0,-6.25034e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010987324,0.0,-0.0,2.0442798e-11,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
