,,coef
PLAG1,cnv_del,0.0
PLAG1,cnv_amp,0.0
RALGAPB,mut_important,3.082466e-15
RALGAPB,cnv_del,0.0
RALGAPB,cnv_amp,0.0
PCMTD1,mut_important,0.0
PCMTD1,cnv_del,0.0
PCMTD1,cnv_amp,0.0
TTC39B,mut_important,0.0
TTC39B,cnv_del,0.0
TTC39B,cnv_amp,0.0
TIAL1,mut_important,0.0
TIAL1,cnv_del,0.0
TIAL1,cnv_amp,0.0
RBM15B,mut_important,0.0
RBM15B,cnv_del,0.0
RBM15B,cnv_amp,0.0
TRIM16,mut_important,0.0
TRIM16,cnv_del,0.0
TRIM16,cnv_amp,0.0
CCDC22,mut_important,8.643878e-12
CCDC22,cnv_del,0.0
CCDC22,cnv_amp,0.0
DNAJC10,mut_important,0.0
DNAJC10,cnv_del,0.0
DNAJC10,cnv_amp,0.0
GMPPB,mut_important,0.0
GMPPB,cnv_del,0.0
GMPPB,cnv_amp,0.0
SUV39H2,mut_important,4.0849386e-07
SUV39H2,cnv_del,3.1369035e-07
SUV39H2,cnv_amp,2.5220947e-07
TMUB2,mut_important,0.0
TMUB2,cnv_del,0.0
TMUB2,cnv_amp,0.0
CHMP3,mut_important,0.0
CHMP3,cnv_del,1.5862259e-05
CHMP3,cnv_amp,7.2706753e-06
FGF1,mut_important,0.0005568487
FGF1,cnv_del,0.0044914624
FGF1,cnv_amp,0.002585811
AGTRAP,mut_important,0.0
AGTRAP,cnv_del,8.7114393e-10
AGTRAP,cnv_amp,5.8954837e-09
CDKN2C,mut_important,0.0
CDKN2C,cnv_del,1.8373479e-19
CDKN2C,cnv_amp,0.0
NCKAP5L,mut_important,0.0
NCKAP5L,cnv_del,0.0
NCKAP5L,cnv_amp,0.0
RAB3IL1,mut_important,0.0
RAB3IL1,cnv_del,4.6282453e-38
RAB3IL1,cnv_amp,3.2443387e-37
GNAQ,mut_important,0.0
GNAQ,cnv_del,0.0
GNAQ,cnv_amp,1.14593106e-10
ASAP1,mut_important,2.8728998e-11
ASAP1,cnv_del,0.0
ASAP1,cnv_amp,0.0
DHX58,mut_important,0.0
DHX58,cnv_del,0.0
DHX58,cnv_amp,0.0
LRRC8B,mut_important,1.7005834e-17
LRRC8B,cnv_del,9.242961e-18
LRRC8B,cnv_amp,0.0
TSN,mut_important,0.0
TSN,cnv_del,0.0
TSN,cnv_amp,0.0
STK32A,mut_important,0.0
STK32A,cnv_del,0.0
STK32A,cnv_amp,0.0
HFE,mut_important,0.0
HFE,cnv_del,2.1692028e-09
HFE,cnv_amp,3.4026122e-08
TPR,mut_important,7.32947e-07
TPR,cnv_del,5.429732e-09
TPR,cnv_amp,1.2380094e-06
TPD52L3,mut_important,0.0
TPD52L3,cnv_del,0.0
TPD52L3,cnv_amp,0.0
DSPP,mut_important,0.0
DSPP,cnv_del,2.3180538e-08
DSPP,cnv_amp,2.2314783e-09
POU3F1,mut_important,0.0
POU3F1,cnv_del,0.0
POU3F1,cnv_amp,0.0
MAB21L2,mut_important,0.0
MAB21L2,cnv_del,0.0
MAB21L2,cnv_amp,0.0
COPS2,mut_important,0.0
COPS2,cnv_del,0.0
COPS2,cnv_amp,0.0
CDH13,mut_important,0.0
CDH13,cnv_del,0.0
CDH13,cnv_amp,0.0
ATG13,mut_important,0.0
ATG13,cnv_del,0.0
ATG13,cnv_amp,0.0
GFM1,mut_important,0.0
GFM1,cnv_del,0.0
GFM1,cnv_amp,6.1545178e-33
CBLB,mut_important,0.0
CBLB,cnv_del,0.0
CBLB,cnv_amp,0.0
LRTM1,mut_important,0.0
LRTM1,cnv_del,0.0
LRTM1,cnv_amp,0.0
TESK2,mut_important,0.0
TESK2,cnv_del,0.0
TESK2,cnv_amp,0.0
DIRC1,mut_important,0.0
DIRC1,cnv_del,0.0
DIRC1,cnv_amp,0.0
ZNF404,mut_important,0.0
ZNF404,cnv_del,0.0
ZNF404,cnv_amp,0.0
YIPF1,mut_important,0.0
YIPF1,cnv_del,0.0
YIPF1,cnv_amp,0.0
NGFR,mut_important,0.0
NGFR,cnv_del,0.0
NGFR,cnv_amp,0.0
TUBG1,mut_important,2.759384e-07
TUBG1,cnv_del,0.0
TUBG1,cnv_amp,0.0
CGGBP1,mut_important,0.0
CGGBP1,cnv_del,0.0
CGGBP1,cnv_amp,0.0
SYF2,mut_important,0.0
SYF2,cnv_del,3.861877e-18
SYF2,cnv_amp,5.525143e-16
SLC38A1,mut_important,0.0
SLC38A1,cnv_del,0.0
SLC38A1,cnv_amp,0.0
LSM6,mut_important,0.0
LSM6,cnv_del,0.0
LSM6,cnv_amp,0.0
CYP8B1,mut_important,1.1083363e-08
CYP8B1,cnv_del,0.0
CYP8B1,cnv_amp,0.0
CASP2,mut_important,1.895583e-06
CASP2,cnv_del,2.2511965e-06
CASP2,cnv_amp,1.2676908e-06
STK36,mut_important,0.0
STK36,cnv_del,0.0
STK36,cnv_amp,0.0
ARCN1,mut_important,0.0
ARCN1,cnv_del,0.0
ARCN1,cnv_amp,1.4414185e-34
PCBP2,mut_important,0.0
PCBP2,cnv_del,0.0
PCBP2,cnv_amp,0.0
CHM,mut_important,3.6108373e-17
CHM,cnv_del,0.0
CHM,cnv_amp,0.0
RPS20,mut_important,0.0
RPS20,cnv_del,0.0
RPS20,cnv_amp,3.2020917e-09
ANKRD34A,mut_important,0.0
ANKRD34A,cnv_del,0.0
ANKRD34A,cnv_amp,0.0
THG1L,mut_important,0.0
THG1L,cnv_del,0.0
THG1L,cnv_amp,0.0
SPINK7,mut_important,0.0
SPINK7,cnv_del,0.0
SPINK7,cnv_amp,0.0
INO80C,mut_important,0.0
INO80C,cnv_del,0.0
INO80C,cnv_amp,0.0
AGL,mut_important,1.1824741e-14
AGL,cnv_del,4.8851422e-15
AGL,cnv_amp,9.96608e-14
TAOK3,mut_important,0.0
TAOK3,cnv_del,0.0
TAOK3,cnv_amp,0.0
ZNF600,mut_important,0.0
ZNF600,cnv_del,0.0
ZNF600,cnv_amp,0.0
GAPDH,mut_important,0.0
GAPDH,cnv_del,0.0
GAPDH,cnv_amp,0.0
TOB2,mut_important,0.0
TOB2,cnv_del,0.0
TOB2,cnv_amp,0.0
LAMA5,mut_important,7.884808e-37
LAMA5,cnv_del,0.0
LAMA5,cnv_amp,0.0
PIM1,mut_important,0.0
PIM1,cnv_del,0.0
PIM1,cnv_amp,1.07783144e-10
HYDIN,mut_important,0.0
HYDIN,cnv_del,0.0
HYDIN,cnv_amp,0.0
PRH2,mut_important,0.0
PRH2,cnv_del,0.0
PRH2,cnv_amp,0.0
CIDEA,mut_important,0.0
CIDEA,cnv_del,0.0
CIDEA,cnv_amp,0.0
ATF4,mut_important,0.0
ATF4,cnv_del,0.0
ATF4,cnv_amp,0.0
RIOK1,mut_important,0.0
RIOK1,cnv_del,5.820386e-38
RIOK1,cnv_amp,0.0
TMEM87B,mut_important,0.0
TMEM87B,cnv_del,0.0
TMEM87B,cnv_amp,0.0
ZBTB48,mut_important,0.0
ZBTB48,cnv_del,0.0
ZBTB48,cnv_amp,0.0
RAD17,mut_important,0.00032522198
RAD17,cnv_del,8.427353e-05
RAD17,cnv_amp,0.00037706434
SECISBP2L,mut_important,0.0
SECISBP2L,cnv_del,0.0
SECISBP2L,cnv_amp,0.0
DEK,mut_important,1.4911484e-09
DEK,cnv_del,1.1726144e-09
DEK,cnv_amp,4.264819e-11
MAPK1,mut_important,0.0
MAPK1,cnv_del,0.0
MAPK1,cnv_amp,0.0
TXNDC5,mut_important,0.0
TXNDC5,cnv_del,7.410586e-12
TXNDC5,cnv_amp,1.29451e-11
SOD3,mut_important,0.0
SOD3,cnv_del,4.5114933e-11
SOD3,cnv_amp,1.0719054e-10
ZNF333,mut_important,0.0
ZNF333,cnv_del,0.0
ZNF333,cnv_amp,0.0
SIKE1,mut_important,0.0
SIKE1,cnv_del,0.0
SIKE1,cnv_amp,1.9283481e-37
ZFAND3,mut_important,0.0
ZFAND3,cnv_del,0.0
ZFAND3,cnv_amp,0.0
MPZL2,mut_important,0.0
MPZL2,cnv_del,0.0
MPZL2,cnv_amp,0.0
PTPRD,mut_important,1.4583292e-06
PTPRD,cnv_del,4.7845276e-30
PTPRD,cnv_amp,1.3838369e-30
KIAA1755,mut_important,0.0
KIAA1755,cnv_del,0.0
KIAA1755,cnv_amp,0.0
SPTSSB,mut_important,0.0
SPTSSB,cnv_del,1.748063e-08
SPTSSB,cnv_amp,1.2104105e-08
EMD,mut_important,0.0
EMD,cnv_del,0.0
EMD,cnv_amp,0.0
NOTCH2,mut_important,3.119863e-08
NOTCH2,cnv_del,0.0
NOTCH2,cnv_amp,9.4344465e-08
PKD2,mut_important,0.0
PKD2,cnv_del,1.5498771e-15
PKD2,cnv_amp,4.137556e-15
ASCC2,mut_important,0.0
ASCC2,cnv_del,0.0
ASCC2,cnv_amp,0.0
TRIM58,mut_important,0.0
TRIM58,cnv_del,0.0
TRIM58,cnv_amp,0.0
ZNF177,mut_important,0.0
ZNF177,cnv_del,0.0
ZNF177,cnv_amp,0.0
LRRC39,mut_important,0.0
LRRC39,cnv_del,0.0
LRRC39,cnv_amp,0.0
FRYL,mut_important,0.0
FRYL,cnv_del,0.0
FRYL,cnv_amp,0.0
HYAL4,mut_important,0.0
HYAL4,cnv_del,0.0
HYAL4,cnv_amp,0.0
WDR1,mut_important,0.0
WDR1,cnv_del,0.0
WDR1,cnv_amp,0.0
APOBEC3H,mut_important,1.10725326e-13
APOBEC3H,cnv_del,0.0
APOBEC3H,cnv_amp,0.0
ELK3,mut_important,0.0
ELK3,cnv_del,0.0
ELK3,cnv_amp,0.0
VAV2,mut_important,2.796913e-15
VAV2,cnv_del,2.8612686e-35
VAV2,cnv_amp,5.7640298e-36
RBM12B,mut_important,0.0
RBM12B,cnv_del,0.0
RBM12B,cnv_amp,0.0
ROM1,mut_important,0.0
ROM1,cnv_del,0.0
ROM1,cnv_amp,0.0
SPTLC3,mut_important,0.0
SPTLC3,cnv_del,0.0
SPTLC3,cnv_amp,0.0
AMZ1,mut_important,0.0
AMZ1,cnv_del,0.0
AMZ1,cnv_amp,0.0
ABCC4,mut_important,0.0
ABCC4,cnv_del,0.0
ABCC4,cnv_amp,0.0
RASSF2,mut_important,0.0
RASSF2,cnv_del,0.0
RASSF2,cnv_amp,0.0
FNDC5,mut_important,0.0
FNDC5,cnv_del,0.0
FNDC5,cnv_amp,0.0
FAM174B,mut_important,0.0
FAM174B,cnv_del,0.0
FAM174B,cnv_amp,0.0
GINS1,mut_important,0.0
GINS1,cnv_del,0.0
GINS1,cnv_amp,0.0
MYCN,mut_important,0.0
MYCN,cnv_del,0.0
MYCN,cnv_amp,0.0
CYP26A1,mut_important,0.0
CYP26A1,cnv_del,0.0
CYP26A1,cnv_amp,1.152259e-37
SLC34A2,mut_important,0.0
SLC34A2,cnv_del,1.2753281e-36
SLC34A2,cnv_amp,4.7577494e-31
ERAP1,mut_important,0.0
ERAP1,cnv_del,2.691489e-14
ERAP1,cnv_amp,9.95035e-15
KMT2A,mut_important,6.3676495e-08
KMT2A,cnv_del,0.0
KMT2A,cnv_amp,0.0
OR4D6,mut_important,6.9476304e-13
OR4D6,cnv_del,3.2411296e-11
OR4D6,cnv_amp,1.177582e-10
TNP1,mut_important,0.0
TNP1,cnv_del,0.0
TNP1,cnv_amp,0.0
ERGIC2,mut_important,0.0
ERGIC2,cnv_del,0.0
ERGIC2,cnv_amp,0.0
OR4C12,mut_important,0.0
OR4C12,cnv_del,5.397557e-11
OR4C12,cnv_amp,1.8549921e-13
SGK1,mut_important,1.8706616e-36
SGK1,cnv_del,1.6086346e-09
SGK1,cnv_amp,2.5322082e-08
SIGIRR,mut_important,0.0
SIGIRR,cnv_del,3.266607e-14
SIGIRR,cnv_amp,4.3889489e-16
NIPBL,mut_important,9.3733263e-38
NIPBL,cnv_del,0.0
NIPBL,cnv_amp,3.3266363e-07
CCNYL1,mut_important,0.0
CCNYL1,cnv_del,0.0
CCNYL1,cnv_amp,0.0
ZMIZ1,mut_important,0.0
ZMIZ1,cnv_del,0.0
ZMIZ1,cnv_amp,0.0
RNF135,mut_important,0.0
RNF135,cnv_del,0.0
RNF135,cnv_amp,0.0
MRPS18C,mut_important,0.0
MRPS18C,cnv_del,0.0
MRPS18C,cnv_amp,9.009988e-38
BRPF3,mut_important,0.0
BRPF3,cnv_del,0.0
BRPF3,cnv_amp,7.334006e-05
OR5AC2,mut_important,0.0
OR5AC2,cnv_del,1.1720953e-08
OR5AC2,cnv_amp,9.315043e-08
PDCD2L,mut_important,0.0
PDCD2L,cnv_del,0.0
PDCD2L,cnv_amp,0.0
ADAM30,mut_important,0.0
ADAM30,cnv_del,0.0
ADAM30,cnv_amp,4.5701276e-17
ZNF707,mut_important,0.0
ZNF707,cnv_del,0.0
ZNF707,cnv_amp,0.0
GABPA,mut_important,0.0
GABPA,cnv_del,0.0
GABPA,cnv_amp,0.0
THAP5,mut_important,0.0
THAP5,cnv_del,0.0
THAP5,cnv_amp,0.0
ZNF620,mut_important,0.0
ZNF620,cnv_del,0.0
ZNF620,cnv_amp,0.0
RBBP9,mut_important,0.0
RBBP9,cnv_del,0.0
RBBP9,cnv_amp,0.0
INTS9,mut_important,3.9984885e-18
INTS9,cnv_del,1.09101136e-17
INTS9,cnv_amp,1.2953641e-18
ZSCAN12,mut_important,0.0
ZSCAN12,cnv_del,0.0
ZSCAN12,cnv_amp,0.0
SLC12A2,mut_important,0.0
SLC12A2,cnv_del,4.8794495e-19
SLC12A2,cnv_amp,0.0
DENND3,mut_important,0.0
DENND3,cnv_del,6.6842873e-35
DENND3,cnv_amp,1.1390172e-29
FOXP1,mut_important,0.0
FOXP1,cnv_del,0.0
FOXP1,cnv_amp,0.0
CAMK1,mut_important,0.0
CAMK1,cnv_del,0.0
CAMK1,cnv_amp,0.0
HOXD1,mut_important,0.0
HOXD1,cnv_del,0.0002629335
HOXD1,cnv_amp,0.0
MEIS2,mut_important,0.0
MEIS2,cnv_del,0.0
MEIS2,cnv_amp,0.0
KRTAP19-6,mut_important,0.0
KRTAP19-6,cnv_del,0.0
KRTAP19-6,cnv_amp,0.0
PIWIL3,mut_important,0.0
PIWIL3,cnv_del,0.0
PIWIL3,cnv_amp,0.0
ZNF775,mut_important,0.0
ZNF775,cnv_del,0.0
ZNF775,cnv_amp,0.0
HEXIM1,mut_important,0.0
HEXIM1,cnv_del,0.0
HEXIM1,cnv_amp,0.0
PRKAR1A,mut_important,0.0
PRKAR1A,cnv_del,0.0
PRKAR1A,cnv_amp,0.0
ZMYND12,mut_important,0.0
ZMYND12,cnv_del,0.0
ZMYND12,cnv_amp,0.0
CLIC6,mut_important,0.0
CLIC6,cnv_del,0.0
CLIC6,cnv_amp,0.0
CDK10,mut_important,0.0
CDK10,cnv_del,0.0
CDK10,cnv_amp,0.0
TARBP1,mut_important,0.0
TARBP1,cnv_del,0.0
TARBP1,cnv_amp,0.0
FBXO28,mut_important,0.0
FBXO28,cnv_del,0.0
FBXO28,cnv_amp,0.0
CUL3,mut_important,8.424536e-05
CUL3,cnv_del,0.0
CUL3,cnv_amp,3.0688894e-05
TBC1D23,mut_important,0.0
TBC1D23,cnv_del,0.0
TBC1D23,cnv_amp,0.0
SVOPL,mut_important,0.0
SVOPL,cnv_del,0.0
SVOPL,cnv_amp,0.0
ORC5,mut_important,0.0
ORC5,cnv_del,6.0575403e-38
ORC5,cnv_amp,1.0618673e-37
RNMT,mut_important,0.0
RNMT,cnv_del,0.0
RNMT,cnv_amp,0.0
CLSTN3,mut_important,0.0
CLSTN3,cnv_del,0.0
CLSTN3,cnv_amp,0.0
MTHFD2,mut_important,0.0
MTHFD2,cnv_del,6.702341e-33
MTHFD2,cnv_amp,0.0
OBP2A,mut_important,0.0
OBP2A,cnv_del,0.0
OBP2A,cnv_amp,0.0
MANEA,mut_important,1.2647181e-17
MANEA,cnv_del,7.382193e-17
MANEA,cnv_amp,3.7453427e-18
MED13L,mut_important,1.3049025e-09
MED13L,cnv_del,0.0
MED13L,cnv_amp,0.0
ATXN3,mut_important,7.464179e-13
ATXN3,cnv_del,0.0
ATXN3,cnv_amp,0.0
PIP4K2A,mut_important,2.2374842e-07
PIP4K2A,cnv_del,0.0
PIP4K2A,cnv_amp,1.6757707e-07
GSDMC,mut_important,0.0
GSDMC,cnv_del,0.0
GSDMC,cnv_amp,0.0
CACNA2D2,mut_important,9.69595e-05
CACNA2D2,cnv_del,0.00032589294
CACNA2D2,cnv_amp,0.0
RNF141,mut_important,0.0
RNF141,cnv_del,0.0
RNF141,cnv_amp,0.0
WDR5B,mut_important,0.0
WDR5B,cnv_del,0.0
WDR5B,cnv_amp,0.0
LRRC36,mut_important,0.0
LRRC36,cnv_del,0.0
LRRC36,cnv_amp,0.0
STOML1,mut_important,0.0
STOML1,cnv_del,0.0
STOML1,cnv_amp,0.0
MAT2A,mut_important,0.0
MAT2A,cnv_del,1.7113702e-13
MAT2A,cnv_amp,1.9524432e-11
CPN1,mut_important,0.0
CPN1,cnv_del,7.821871e-06
CPN1,cnv_amp,0.0
PHF19,mut_important,0.0
PHF19,cnv_del,3.3326934e-08
PHF19,cnv_amp,1.03882414e-07
CAMSAP1,mut_important,0.0
CAMSAP1,cnv_del,0.0
CAMSAP1,cnv_amp,0.0
BRF2,mut_important,0.0
BRF2,cnv_del,1.3880554e-08
BRF2,cnv_amp,2.1844244e-09
MAP3K1,mut_important,2.348628e-17
MAP3K1,cnv_del,1.5137136e-14
MAP3K1,cnv_amp,0.0
CALML3,mut_important,0.0
CALML3,cnv_del,0.0
CALML3,cnv_amp,0.0
IFIT2,mut_important,0.0
IFIT2,cnv_del,0.0
IFIT2,cnv_amp,0.0
HEATR5B,mut_important,0.0
HEATR5B,cnv_del,0.0
HEATR5B,cnv_amp,0.0
ARID4A,mut_important,1.4342072e-08
ARID4A,cnv_del,0.0
ARID4A,cnv_amp,0.0
MAP1S,mut_important,0.0
MAP1S,cnv_del,0.0
MAP1S,cnv_amp,0.0
SH3BGRL2,mut_important,0.0
SH3BGRL2,cnv_del,0.0
SH3BGRL2,cnv_amp,0.0
ELAC1,mut_important,0.0
ELAC1,cnv_del,0.0
ELAC1,cnv_amp,0.0
RNF213,mut_important,8.905882e-09
RNF213,cnv_del,0.0
RNF213,cnv_amp,0.0
RPS6KA1,mut_important,2.3706809e-11
RPS6KA1,cnv_del,1.5488224e-33
RPS6KA1,cnv_amp,6.3218515e-37
TMTC3,mut_important,0.0
TMTC3,cnv_del,0.0
TMTC3,cnv_amp,0.0
PLBD2,mut_important,0.0
PLBD2,cnv_del,0.0
PLBD2,cnv_amp,0.0
TAF1L,mut_important,5.602332e-07
TAF1L,cnv_del,0.0
TAF1L,cnv_amp,2.0675416e-06
FUT1,mut_important,0.0
FUT1,cnv_del,0.0
FUT1,cnv_amp,0.0
MANEAL,mut_important,0.0
MANEAL,cnv_del,0.0
MANEAL,cnv_amp,0.0
BMP5,mut_important,0.0
BMP5,cnv_del,0.0
BMP5,cnv_amp,0.0
ARMC7,mut_important,0.0
ARMC7,cnv_del,0.0
ARMC7,cnv_amp,0.0
RNF169,mut_important,0.0
RNF169,cnv_del,0.0
RNF169,cnv_amp,0.0
BBIP1,mut_important,0.0
BBIP1,cnv_del,0.0
BBIP1,cnv_amp,0.0
ZNF114,mut_important,0.0
ZNF114,cnv_del,0.0
ZNF114,cnv_amp,0.0
ZFP28,mut_important,0.0
ZFP28,cnv_del,0.0
ZFP28,cnv_amp,0.0
STRADB,mut_important,2.4317018e-13
STRADB,cnv_del,0.0
STRADB,cnv_amp,0.0
RICTOR,mut_important,9.097921e-08
RICTOR,cnv_del,0.0
RICTOR,cnv_amp,5.0168867e-36
TCF7,mut_important,0.0
TCF7,cnv_del,3.9306945e-36
TCF7,cnv_amp,0.0
STIL,mut_important,0.0
STIL,cnv_del,0.0
STIL,cnv_amp,0.0
GOSR1,mut_important,1.9904459e-07
GOSR1,cnv_del,0.0
GOSR1,cnv_amp,0.0
MAPK10,mut_important,3.2787315e-19
MAPK10,cnv_del,2.3309757e-29
MAPK10,cnv_amp,5.9230544e-36
KBTBD8,mut_important,9.095457e-15
KBTBD8,cnv_del,2.3916622e-38
KBTBD8,cnv_amp,1.2301815e-35
BRIP1,mut_important,0.0
BRIP1,cnv_del,0.0
BRIP1,cnv_amp,0.0
RER1,mut_important,0.0
RER1,cnv_del,0.0
RER1,cnv_amp,0.0
ANKS6,mut_important,0.0
ANKS6,cnv_del,0.0
ANKS6,cnv_amp,0.0
UNK,mut_important,0.0
UNK,cnv_del,0.0
UNK,cnv_amp,0.0
CEP170,mut_important,0.0
CEP170,cnv_del,0.0
CEP170,cnv_amp,0.0
NMNAT1,mut_important,0.0
NMNAT1,cnv_del,0.0
NMNAT1,cnv_amp,0.0
STRA8,mut_important,0.0
STRA8,cnv_del,0.0
STRA8,cnv_amp,0.0
BEND5,mut_important,0.0
BEND5,cnv_del,0.0
BEND5,cnv_amp,0.0
RNPEPL1,mut_important,0.0
RNPEPL1,cnv_del,0.0
RNPEPL1,cnv_amp,0.0
AQP10,mut_important,0.0
AQP10,cnv_del,3.062742e-13
AQP10,cnv_amp,6.099979e-13
PPM1L,mut_important,0.0
PPM1L,cnv_del,4.1919284e-13
PPM1L,cnv_amp,1.1413455e-11
PDPR,mut_important,0.0
PDPR,cnv_del,0.0
PDPR,cnv_amp,0.0
LIPC,mut_important,0.0
LIPC,cnv_del,0.0
LIPC,cnv_amp,0.0
FYCO1,mut_important,0.0
FYCO1,cnv_del,0.0
FYCO1,cnv_amp,0.0
CHEK2,mut_important,0.0
CHEK2,cnv_del,0.0
CHEK2,cnv_amp,0.0
ACTN3,mut_important,0.0
ACTN3,cnv_del,2.0150007e-14
ACTN3,cnv_amp,2.394051e-14
HOXC13,mut_important,0.0
HOXC13,cnv_del,0.0
HOXC13,cnv_amp,0.0
CASP7,mut_important,1.7712806e-06
CASP7,cnv_del,0.0
CASP7,cnv_amp,2.7382246e-29
ERAL1,mut_important,0.0
ERAL1,cnv_del,0.0
ERAL1,cnv_amp,0.0
ENTPD1,mut_important,3.5608154e-09
ENTPD1,cnv_del,3.9236967e-37
ENTPD1,cnv_amp,1.0491889e-08
HIST1H4L,mut_important,0.0
HIST1H4L,cnv_del,0.0
HIST1H4L,cnv_amp,0.0
TDRD7,mut_important,0.0
TDRD7,cnv_del,0.0
TDRD7,cnv_amp,0.0
NDRG1,mut_important,0.0
NDRG1,cnv_del,0.0
NDRG1,cnv_amp,9.517258e-16
PTCD2,mut_important,0.0
PTCD2,cnv_del,0.0
PTCD2,cnv_amp,0.0
INPP5F,mut_important,0.0
INPP5F,cnv_del,0.0
INPP5F,cnv_amp,1.0494485e-16
PITPNM3,mut_important,3.98594e-08
PITPNM3,cnv_del,0.0
PITPNM3,cnv_amp,0.0
PMS2,mut_important,3.7000418e-06
PMS2,cnv_del,9.563709e-06
PMS2,cnv_amp,0.000109822824
OR51A2,mut_important,0.0
OR51A2,cnv_del,0.0
OR51A2,cnv_amp,1.613951e-10
PPP2R5A,mut_important,4.1391808e-16
PPP2R5A,cnv_del,3.825389e-27
PPP2R5A,cnv_amp,3.146163e-36
PAQR5,mut_important,0.0
PAQR5,cnv_del,0.0
PAQR5,cnv_amp,0.0
TM4SF18,mut_important,0.0
TM4SF18,cnv_del,0.0
TM4SF18,cnv_amp,0.0
EFCAB2,mut_important,0.0
EFCAB2,cnv_del,0.0
EFCAB2,cnv_amp,0.0
NBEAL2,mut_important,1.0085379e-18
NBEAL2,cnv_del,3.0050784e-35
NBEAL2,cnv_amp,4.943278e-38
PLP2,mut_important,0.0
PLP2,cnv_del,0.0
PLP2,cnv_amp,0.0
WDR5,mut_important,0.0
WDR5,cnv_del,2.4692352e-36
WDR5,cnv_amp,9.241352e-36
ADH1C,mut_important,0.0
ADH1C,cnv_del,2.9711718e-29
ADH1C,cnv_amp,1.2271611e-37
ELMOD2,mut_important,0.0
ELMOD2,cnv_del,0.0
ELMOD2,cnv_amp,0.0
FNIP1,mut_important,0.0
FNIP1,cnv_del,0.0
FNIP1,cnv_amp,0.0
GRB7,mut_important,9.849208e-14
GRB7,cnv_del,0.0
GRB7,cnv_amp,0.0
ZNF124,mut_important,0.0
ZNF124,cnv_del,0.0
ZNF124,cnv_amp,0.0
FAR2,mut_important,0.0
FAR2,cnv_del,0.0
FAR2,cnv_amp,0.0
RASAL2,mut_important,0.0
RASAL2,cnv_del,4.8737114e-08
RASAL2,cnv_amp,1.6357994e-08
WDR43,mut_important,1.6786786e-10
WDR43,cnv_del,0.0
WDR43,cnv_amp,7.157386e-10
LYPD5,mut_important,0.0
LYPD5,cnv_del,0.0
LYPD5,cnv_amp,0.0
APOBEC4,mut_important,1.5172089e-24
APOBEC4,cnv_del,1.2438659e-24
APOBEC4,cnv_amp,5.790986e-24
UTP15,mut_important,0.0
UTP15,cnv_del,4.786807e-15
UTP15,cnv_amp,7.808719e-17
NCLN,mut_important,0.0
NCLN,cnv_del,0.0
NCLN,cnv_amp,0.0
OR10X1,mut_important,2.7619718e-15
OR10X1,cnv_del,5.07697e-13
OR10X1,cnv_amp,4.7665017e-14
TRAPPC4,mut_important,0.0
TRAPPC4,cnv_del,5.5267615e-38
TRAPPC4,cnv_amp,3.364456e-06
CUL4A,mut_important,0.0
CUL4A,cnv_del,0.0
CUL4A,cnv_amp,0.0
DEFB112,mut_important,0.0
DEFB112,cnv_del,2.3482489e-38
DEFB112,cnv_amp,1.9975511e-38
OTUD4,mut_important,0.0
OTUD4,cnv_del,0.0
OTUD4,cnv_amp,0.0
RAB11FIP3,mut_important,0.0
RAB11FIP3,cnv_del,0.0
RAB11FIP3,cnv_amp,0.0
IFFO2,mut_important,0.0
IFFO2,cnv_del,0.0
IFFO2,cnv_amp,0.0
COX17,mut_important,0.0
COX17,cnv_del,0.0
COX17,cnv_amp,0.0
NPR2,mut_important,4.6898997e-13
NPR2,cnv_del,4.9537032e-12
NPR2,cnv_amp,8.296084e-13
GRN,mut_important,0.0
GRN,cnv_del,0.0
GRN,cnv_amp,0.0
OR7G3,mut_important,0.0
OR7G3,cnv_del,0.0
OR7G3,cnv_amp,0.0
RXRB,mut_important,0.0
RXRB,cnv_del,0.0
RXRB,cnv_amp,3.5921342e-12
TAF5,mut_important,0.0
TAF5,cnv_del,3.6406433e-05
TAF5,cnv_amp,0.00014062221
ZNF213,mut_important,0.0
ZNF213,cnv_del,0.0
ZNF213,cnv_amp,0.0
NQO1,mut_important,0.0
NQO1,cnv_del,0.0
NQO1,cnv_amp,0.0
TMEM81,mut_important,0.0
TMEM81,cnv_del,0.0
TMEM81,cnv_amp,0.0
MLYCD,mut_important,0.0
MLYCD,cnv_del,0.0
MLYCD,cnv_amp,0.0
SLC7A1,mut_important,0.0
SLC7A1,cnv_del,0.0
SLC7A1,cnv_amp,0.0
LIPT2,mut_important,0.0
LIPT2,cnv_del,0.0
LIPT2,cnv_amp,0.0
RRAGD,mut_important,0.0
RRAGD,cnv_del,5.915853e-35
RRAGD,cnv_amp,5.941893e-07
ATRIP,mut_important,0.00021033434
ATRIP,cnv_del,2.8219705e-34
ATRIP,cnv_amp,0.00031533706
HESX1,mut_important,0.0
HESX1,cnv_del,0.0
HESX1,cnv_amp,0.0
LCA5,mut_important,0.0
LCA5,cnv_del,0.0
LCA5,cnv_amp,0.0
SLC35C2,mut_important,0.0
SLC35C2,cnv_del,0.0
SLC35C2,cnv_amp,0.0
TTC32,mut_important,0.0
TTC32,cnv_del,0.0
TTC32,cnv_amp,0.0
ZNF341,mut_important,0.0
ZNF341,cnv_del,0.0
ZNF341,cnv_amp,0.0
NAAA,mut_important,0.0
NAAA,cnv_del,0.0
NAAA,cnv_amp,0.0
GRIN1,mut_important,8.758196e-09
