,,coef
NUDT12,cnv_del,2.2758103e-07
NUDT12,cnv_amp,4.2843955e-09
OR8B12,mut_important,0.0
OR8B12,cnv_del,0.0
OR8B12,cnv_amp,0.0
GGH,mut_important,0.0
GGH,cnv_del,3.2414346e-07
GGH,cnv_amp,5.4223465e-06
CDC42EP3,mut_important,0.0
CDC42EP3,cnv_del,0.0
CDC42EP3,cnv_amp,0.0
ELP2,mut_important,9.954153e-06
ELP2,cnv_del,0.0
ELP2,cnv_amp,0.0
TRIP10,mut_important,0.0
TRIP10,cnv_del,0.0
TRIP10,cnv_amp,0.0
TUFM,mut_important,0.0
TUFM,cnv_del,0.0
TUFM,cnv_amp,0.0
RAB40C,mut_important,0.0
RAB40C,cnv_del,0.0
RAB40C,cnv_amp,0.0
INPP5A,mut_important,0.0
INPP5A,cnv_del,7.052235e-08
INPP5A,cnv_amp,0.0
OAZ3,mut_important,0.0
OAZ3,cnv_del,0.0
OAZ3,cnv_amp,0.0
NAT6,mut_important,0.0
NAT6,cnv_del,0.0
NAT6,cnv_amp,0.0
TNRC6C,mut_important,1.9780897e-05
TNRC6C,cnv_del,0.0
TNRC6C,cnv_amp,0.0
HLA-C,mut_important,3.97458e-05
HLA-C,cnv_del,0.0
HLA-C,cnv_amp,4.176329e-27
IL9,mut_important,0.0
IL9,cnv_del,0.0
IL9,cnv_amp,0.0
LIMS2,mut_important,0.0
LIMS2,cnv_del,0.0
LIMS2,cnv_amp,0.0
GLRX2,mut_important,0.0
GLRX2,cnv_del,0.0
GLRX2,cnv_amp,0.0
ZNF44,mut_important,0.0
ZNF44,cnv_del,0.0
ZNF44,cnv_amp,0.0
OR2Y1,mut_important,0.0
OR2Y1,cnv_del,8.820811e-20
OR2Y1,cnv_amp,8.3421204e-20
EIF4ENIF1,mut_important,0.0
EIF4ENIF1,cnv_del,0.0
EIF4ENIF1,cnv_amp,0.0
EIF3B,mut_important,0.0
EIF3B,cnv_del,4.7591975e-10
EIF3B,cnv_amp,3.82397e-32
MADD,mut_important,4.7285585e-06
MADD,cnv_del,0.00036407064
MADD,cnv_amp,0.0
MRPL9,mut_important,0.0
MRPL9,cnv_del,9.625887e-14
MRPL9,cnv_amp,7.053162e-13
DYDC1,mut_important,0.0
DYDC1,cnv_del,0.0
DYDC1,cnv_amp,0.0
ZSCAN29,mut_important,0.0
ZSCAN29,cnv_del,0.0
ZSCAN29,cnv_amp,0.0
FCHO2,mut_important,0.0
FCHO2,cnv_del,4.2044844e-06
FCHO2,cnv_amp,4.0611194e-06
CTNNBIP1,mut_important,9.100661e-20
CTNNBIP1,cnv_del,2.2533475e-19
CTNNBIP1,cnv_amp,1.588287e-19
PPIE,mut_important,0.0
PPIE,cnv_del,0.0
PPIE,cnv_amp,0.00069561537
TARSL2,mut_important,0.0
TARSL2,cnv_del,0.0
TARSL2,cnv_amp,0.0
FGF2,mut_important,0.0
FGF2,cnv_del,1.9751189e-12
FGF2,cnv_amp,5.0316457e-12
EXOC8,mut_important,0.0
EXOC8,cnv_del,0.00031084445
EXOC8,cnv_amp,0.00040780107
TP53BP1,mut_important,0.00031850842
TP53BP1,cnv_del,0.00054388936
TP53BP1,cnv_amp,0.0
TMOD2,mut_important,0.0
TMOD2,cnv_del,0.0
TMOD2,cnv_amp,0.0
ZNF317,mut_important,0.0
ZNF317,cnv_del,0.0
ZNF317,cnv_amp,0.0
AZIN1,mut_important,0.0
AZIN1,cnv_del,0.0
AZIN1,cnv_amp,1.8007127e-37
PSMD2,mut_important,6.747174e-07
PSMD2,cnv_del,0.0
PSMD2,cnv_amp,9.086998e-07
CASS4,mut_important,0.0
CASS4,cnv_del,0.0
CASS4,cnv_amp,0.0
ETV4,mut_important,9.837803e-15
ETV4,cnv_del,0.0
ETV4,cnv_amp,0.0
COL24A1,mut_important,4.2873117e-07
COL24A1,cnv_del,2.9135688e-06
COL24A1,cnv_amp,2.5144836e-08
IL27,mut_important,0.0
IL27,cnv_del,0.0
IL27,cnv_amp,0.0
ABI2,mut_important,1.4920543e-07
ABI2,cnv_del,0.0
ABI2,cnv_amp,1.351689e-07
NDOR1,mut_important,1.7901517e-12
NDOR1,cnv_del,0.0
NDOR1,cnv_amp,0.0
GPR135,mut_important,0.0
GPR135,cnv_del,0.0
GPR135,cnv_amp,0.0
RREB1,mut_important,0.0
RREB1,cnv_del,0.0
RREB1,cnv_amp,0.0
MPHOSPH10,mut_important,0.0
MPHOSPH10,cnv_del,1.3186691e-12
MPHOSPH10,cnv_amp,0.0
OR4C45,mut_important,0.0
OR4C45,cnv_del,1.429625e-15
OR4C45,cnv_amp,1.6707532e-15
E4F1,mut_important,0.0
E4F1,cnv_del,0.0
E4F1,cnv_amp,0.0
UBC,mut_important,0.0
UBC,cnv_del,0.0
UBC,cnv_amp,0.0
ZNF790,mut_important,0.0
ZNF790,cnv_del,0.0
ZNF790,cnv_amp,0.0
RHAG,mut_important,0.0
RHAG,cnv_del,0.0
RHAG,cnv_amp,8.509882e-09
MTPAP,mut_important,0.0
MTPAP,cnv_del,0.0
MTPAP,cnv_amp,0.0
ZDHHC5,mut_important,0.0
ZDHHC5,cnv_del,0.0
ZDHHC5,cnv_amp,0.0
TRAF3IP1,mut_important,2.2924662e-10
TRAF3IP1,cnv_del,9.3088437e-10
TRAF3IP1,cnv_amp,1.1770576e-09
DEFB105A,mut_important,0.0
DEFB105A,cnv_del,1.0037481e-12
DEFB105A,cnv_amp,0.0
ZFP62,mut_important,0.0
ZFP62,cnv_del,0.0
ZFP62,cnv_amp,0.0
PAK2,mut_important,0.0
PAK2,cnv_del,4.5044108e-06
PAK2,cnv_amp,1.5090557e-06
CCDC51,mut_important,0.0
CCDC51,cnv_del,0.0
CCDC51,cnv_amp,0.0
DDX59,mut_important,0.0
DDX59,cnv_del,0.0
DDX59,cnv_amp,0.0
ACLY,mut_important,7.401878e-07
ACLY,cnv_del,0.0
ACLY,cnv_amp,0.0
CRYGA,mut_important,0.0
CRYGA,cnv_del,0.0
CRYGA,cnv_amp,0.0
RFXAP,mut_important,0.0
RFXAP,cnv_del,0.0
RFXAP,cnv_amp,0.0
FGF6,mut_important,0.0
FGF6,cnv_del,0.0
FGF6,cnv_amp,0.0
C8B,mut_important,8.65233e-12
C8B,cnv_del,7.344844e-11
C8B,cnv_amp,8.986664e-11
MRPL39,mut_important,0.0
MRPL39,cnv_del,0.0
MRPL39,cnv_amp,0.0
ARHGAP6,mut_important,4.0970408e-19
ARHGAP6,cnv_del,0.0
ARHGAP6,cnv_amp,0.0
EEPD1,mut_important,0.0
EEPD1,cnv_del,0.0
EEPD1,cnv_amp,0.0
CHST12,mut_important,0.0
CHST12,cnv_del,5.0412365e-37
CHST12,cnv_amp,2.602349e-36
KIF4B,mut_important,1.0386058e-11
KIF4B,cnv_del,0.0
KIF4B,cnv_amp,2.8456852e-34
INTS3,mut_important,2.399556e-05
INTS3,cnv_del,0.00011253689
INTS3,cnv_amp,0.0006593281
OR5L1,mut_important,3.3334768e-08
OR5L1,cnv_del,9.1645705e-07
OR5L1,cnv_amp,1.690681e-07
ZC2HC1A,mut_important,0.0
ZC2HC1A,cnv_del,0.0
ZC2HC1A,cnv_amp,0.0
SLC39A9,mut_important,0.0
SLC39A9,cnv_del,0.0
SLC39A9,cnv_amp,0.0
HMGB4,mut_important,0.0
HMGB4,cnv_del,0.0
HMGB4,cnv_amp,0.0
ZNF672,mut_important,0.0
ZNF672,cnv_del,0.0
ZNF672,cnv_amp,0.0
KLK12,mut_important,2.3679352e-08
KLK12,cnv_del,0.0
KLK12,cnv_amp,0.0
LTBR,mut_important,0.0
LTBR,cnv_del,0.0
LTBR,cnv_amp,0.0
SCFD1,mut_important,2.5745106e-08
SCFD1,cnv_del,0.0
SCFD1,cnv_amp,0.0
DPF2,mut_important,0.0
DPF2,cnv_del,0.0
DPF2,cnv_amp,0.0
TWF1,mut_important,0.0
TWF1,cnv_del,0.0
TWF1,cnv_amp,0.0
PRKAA2,mut_important,4.354904e-07
PRKAA2,cnv_del,7.3840135e-07
PRKAA2,cnv_amp,2.3835939e-07
AMIGO1,mut_important,0.0
AMIGO1,cnv_del,0.0
AMIGO1,cnv_amp,0.0
MAP4K2,mut_important,0.0
MAP4K2,cnv_del,0.0
MAP4K2,cnv_amp,0.0
ITGAV,mut_important,4.382847e-05
ITGAV,cnv_del,3.4981076e-05
ITGAV,cnv_amp,0.00012950561
SETD2,mut_important,3.559617e-19
SETD2,cnv_del,0.0
SETD2,cnv_amp,0.0
ABCD3,mut_important,0.0
ABCD3,cnv_del,0.0
ABCD3,cnv_amp,0.0
GABPB2,mut_important,0.0
GABPB2,cnv_del,0.0
GABPB2,cnv_amp,0.0
PSME4,mut_important,4.7867652e-36
PSME4,cnv_del,0.0
PSME4,cnv_amp,4.408493e-09
ABL1,mut_important,6.8198764e-38
ABL1,cnv_del,0.0
ABL1,cnv_amp,3.5905875e-06
GALP,mut_important,0.0
GALP,cnv_del,0.0
GALP,cnv_amp,0.0
ATG10,mut_important,0.0
ATG10,cnv_del,5.2139104e-13
ATG10,cnv_amp,3.571062e-13
IDI2,mut_important,0.0
IDI2,cnv_del,0.0
IDI2,cnv_amp,0.0
CHGA,mut_important,0.0
CHGA,cnv_del,0.0
CHGA,cnv_amp,0.0
CRTC2,mut_important,0.0
CRTC2,cnv_del,0.0
CRTC2,cnv_amp,0.0
GRM8,mut_important,3.1100926e-09
GRM8,cnv_del,1.7160886e-09
GRM8,cnv_amp,1.1447303e-09
WDR91,mut_important,0.0
WDR91,cnv_del,0.0
WDR91,cnv_amp,0.0
GRPEL1,mut_important,8.261137e-08
GRPEL1,cnv_del,0.0
GRPEL1,cnv_amp,0.0
EXPH5,mut_important,0.0
EXPH5,cnv_del,0.0
EXPH5,cnv_amp,0.0
SUPT16H,mut_important,2.2270573e-08
SUPT16H,cnv_del,0.0
SUPT16H,cnv_amp,0.0
MTR,mut_important,3.878044e-11
MTR,cnv_del,1.6510686e-10
MTR,cnv_amp,3.222606e-10
ISOC1,mut_important,0.0
ISOC1,cnv_del,0.0
ISOC1,cnv_amp,0.0
PON1,mut_important,0.0
PON1,cnv_del,0.0
PON1,cnv_amp,3.9513967e-18
IGLON5,mut_important,0.0
IGLON5,cnv_del,0.0
IGLON5,cnv_amp,0.0
SATB2,mut_important,0.0
SATB2,cnv_del,0.0
SATB2,cnv_amp,8.0147315e-13
SERPINB4,mut_important,0.0
SERPINB4,cnv_del,0.0
SERPINB4,cnv_amp,0.0
PLD1,mut_important,0.0
PLD1,cnv_del,0.0
PLD1,cnv_amp,6.6920958e-09
TRIM54,mut_important,0.0
TRIM54,cnv_del,0.0
TRIM54,cnv_amp,0.0
RBBP4,mut_important,3.887156e-10
RBBP4,cnv_del,1.309723e-09
RBBP4,cnv_amp,0.0
BNIP1,mut_important,0.0
BNIP1,cnv_del,0.0
BNIP1,cnv_amp,6.644435e-05
TATDN1,mut_important,0.0
TATDN1,cnv_del,0.0
TATDN1,cnv_amp,0.0
VIM,mut_important,0.0
VIM,cnv_del,1.0444156e-08
VIM,cnv_amp,2.11114e-09
OR7A10,mut_important,0.0
OR7A10,cnv_del,0.0
OR7A10,cnv_amp,0.0
GEMIN5,mut_important,8.5049377e-16
GEMIN5,cnv_del,6.6972394e-17
GEMIN5,cnv_amp,3.387048e-16
IL7R,mut_important,0.0
IL7R,cnv_del,0.0
IL7R,cnv_amp,2.2789068e-13
QPCTL,mut_important,0.0
QPCTL,cnv_del,0.0
QPCTL,cnv_amp,0.0
OPRM1,mut_important,0.0
OPRM1,cnv_del,9.0600014e-11
OPRM1,cnv_amp,1.9640048e-10
RRAS,mut_important,2.6726852e-13
RRAS,cnv_del,0.0
RRAS,cnv_amp,0.0
DDX54,mut_important,0.0
DDX54,cnv_del,0.0
DDX54,cnv_amp,0.0
PTPN23,mut_important,1.3005818e-35
PTPN23,cnv_del,1.5139066e-17
PTPN23,cnv_amp,2.3163255e-18
LOXL1,mut_important,0.0
LOXL1,cnv_del,0.0
LOXL1,cnv_amp,0.0
PLXDC2,mut_important,0.0
PLXDC2,cnv_del,0.0
PLXDC2,cnv_amp,0.0
DHX40,mut_important,0.0
DHX40,cnv_del,0.0
DHX40,cnv_amp,0.0
RGPD6,mut_important,0.0
RGPD6,cnv_del,0.0
RGPD6,cnv_amp,0.0
ZNF500,mut_important,0.0
ZNF500,cnv_del,0.0
ZNF500,cnv_amp,0.0
LRRC14,mut_important,0.0
LRRC14,cnv_del,0.0
LRRC14,cnv_amp,0.0
ZBTB46,mut_important,0.0
ZBTB46,cnv_del,0.0
ZBTB46,cnv_amp,0.0
VWA5B1,mut_important,0.0
VWA5B1,cnv_del,0.0
VWA5B1,cnv_amp,0.0
AZU1,mut_important,0.0
AZU1,cnv_del,0.0
AZU1,cnv_amp,0.0
NINJ1,mut_important,0.0
NINJ1,cnv_del,0.0
NINJ1,cnv_amp,0.0
OR2D3,mut_important,0.0
OR2D3,cnv_del,0.0
OR2D3,cnv_amp,8.41376e-11
HNF1B,mut_important,2.5552555e-10
HNF1B,cnv_del,0.0
HNF1B,cnv_amp,0.0
NEU1,mut_important,0.0
NEU1,cnv_del,0.0
NEU1,cnv_amp,4.5130433e-30
GPR160,mut_important,0.0
GPR160,cnv_del,0.0
GPR160,cnv_amp,0.0
VDR,mut_important,0.0
VDR,cnv_del,0.0
VDR,cnv_amp,0.0
PLA2G4D,mut_important,0.0
PLA2G4D,cnv_del,0.0
PLA2G4D,cnv_amp,0.0
CCDC140,mut_important,0.0
CCDC140,cnv_del,0.0
CCDC140,cnv_amp,0.0
PLAC9,mut_important,0.0
PLAC9,cnv_del,0.0
PLAC9,cnv_amp,0.0
ZNF486,mut_important,0.0
ZNF486,cnv_del,0.0
ZNF486,cnv_amp,0.0
CTSB,mut_important,1.416303e-09
CTSB,cnv_del,7.66131e-09
CTSB,cnv_amp,5.0814495e-09
SNX13,mut_important,0.0
SNX13,cnv_del,0.0
SNX13,cnv_amp,0.0
SNED1,mut_important,0.0
SNED1,cnv_del,0.0
SNED1,cnv_amp,0.0
SPRR2F,mut_important,0.0
SPRR2F,cnv_del,6.3205465e-35
SPRR2F,cnv_amp,3.657626e-36
KATNAL2,mut_important,0.0
KATNAL2,cnv_del,0.0
KATNAL2,cnv_amp,0.0
DNAJC11,mut_important,0.0
DNAJC11,cnv_del,0.0
DNAJC11,cnv_amp,0.0
CFHR4,mut_important,0.0
CFHR4,cnv_del,2.0982404e-15
CFHR4,cnv_amp,1.0802246e-14
ATP6V1H,mut_important,6.194979e-07
ATP6V1H,cnv_del,0.0
ATP6V1H,cnv_amp,2.3411149e-06
DYSF,mut_important,1.2202838e-11
DYSF,cnv_del,6.101596e-30
DYSF,cnv_amp,0.0
OR2T27,mut_important,0.0
OR2T27,cnv_del,1.1457173e-12
OR2T27,cnv_amp,2.8940148e-13
SNAP25,mut_important,0.0
SNAP25,cnv_del,0.0
SNAP25,cnv_amp,0.0
PPL,mut_important,1.8622305e-13
PPL,cnv_del,0.0
PPL,cnv_amp,0.0
RORA,mut_important,1.5622958e-05
RORA,cnv_del,0.0
RORA,cnv_amp,0.0
GPRASP1,mut_important,0.0
GPRASP1,cnv_del,0.0
GPRASP1,cnv_amp,0.0
LAMA4,mut_important,0.000115847186
LAMA4,cnv_del,0.00022697281
LAMA4,cnv_amp,0.00011345774
AKT1,mut_important,0.0002523319
AKT1,cnv_del,0.0
AKT1,cnv_amp,0.00024042939
CTNS,mut_important,0.0
CTNS,cnv_del,0.0
CTNS,cnv_amp,0.0
KRTAP10-10,mut_important,0.0
KRTAP10-10,cnv_del,0.0
KRTAP10-10,cnv_amp,0.0
BARHL1,mut_important,0.0
BARHL1,cnv_del,0.0
BARHL1,cnv_amp,0.0
EEF1B2,mut_important,0.0
EEF1B2,cnv_del,0.0
EEF1B2,cnv_amp,0.0
C11orf1,mut_important,0.0
C11orf1,cnv_del,0.0
C11orf1,cnv_amp,0.0
HOMEZ,mut_important,0.0
HOMEZ,cnv_del,0.0
HOMEZ,cnv_amp,0.0
WDR33,mut_important,0.0
WDR33,cnv_del,4.3480097e-07
WDR33,cnv_amp,3.844155e-07
PCGF6,mut_important,0.0
PCGF6,cnv_del,1.34965e-10
PCGF6,cnv_amp,9.468632e-11
PRSS55,mut_important,0.0
PRSS55,cnv_del,0.0
PRSS55,cnv_amp,0.0
ZNF470,mut_important,0.0
ZNF470,cnv_del,0.0
ZNF470,cnv_amp,0.0
SCN3B,mut_important,2.244611e-18
SCN3B,cnv_del,0.0
SCN3B,cnv_amp,0.0
SNX9,mut_important,0.0
SNX9,cnv_del,0.0
SNX9,cnv_amp,0.0
ZFAT,mut_important,0.0
ZFAT,cnv_del,0.0
ZFAT,cnv_amp,0.0
ARL14,mut_important,0.0
ARL14,cnv_del,0.0
ARL14,cnv_amp,0.0
AKR1B15,mut_important,7.559419e-20
AKR1B15,cnv_del,5.392453e-20
AKR1B15,cnv_amp,1.6248293e-19
PHF14,mut_important,0.0
PHF14,cnv_del,0.0
PHF14,cnv_amp,0.0
MIB1,mut_important,2.1484018e-06
MIB1,cnv_del,0.0
MIB1,cnv_amp,0.0
SLC38A10,mut_important,0.0
SLC38A10,cnv_del,0.0
SLC38A10,cnv_amp,0.0
RELA,mut_important,9.2446266e-11
RELA,cnv_del,0.0
RELA,cnv_amp,0.0
MTA1,mut_important,2.420023e-07
MTA1,cnv_del,0.0
MTA1,cnv_amp,0.0
USP54,mut_important,0.0
USP54,cnv_del,0.0
USP54,cnv_amp,0.0
UTP14C,mut_important,0.0
UTP14C,cnv_del,0.0
UTP14C,cnv_amp,0.0
CCL24,mut_important,0.0
CCL24,cnv_del,0.0
CCL24,cnv_amp,0.0
TMEM8B,mut_important,0.0
TMEM8B,cnv_del,0.0
TMEM8B,cnv_amp,0.0
GPR68,mut_important,0.0
GPR68,cnv_del,0.0
GPR68,cnv_amp,0.0
RGS10,mut_important,0.0
RGS10,cnv_del,0.0
RGS10,cnv_amp,0.0
GAB4,mut_important,0.0
GAB4,cnv_del,0.0
GAB4,cnv_amp,0.0
ADHFE1,mut_important,0.0
ADHFE1,cnv_del,0.0
ADHFE1,cnv_amp,9.679973e-15
GALK2,mut_important,0.0
GALK2,cnv_del,0.0
GALK2,cnv_amp,0.0
KLHL36,mut_important,0.0
KLHL36,cnv_del,0.0
KLHL36,cnv_amp,0.0
CLIP4,mut_important,0.0
CLIP4,cnv_del,0.0
CLIP4,cnv_amp,0.0
POLR3E,mut_important,0.0
POLR3E,cnv_del,0.0
POLR3E,cnv_amp,0.0
TWSG1,mut_important,0.0
TWSG1,cnv_del,0.0
TWSG1,cnv_amp,0.0
CALM3,mut_important,0.0
CALM3,cnv_del,0.0
CALM3,cnv_amp,0.0
FAM212B,mut_important,0.0
FAM212B,cnv_del,0.0
FAM212B,cnv_amp,0.0
TP53I13,mut_important,0.0
TP53I13,cnv_del,0.0
TP53I13,cnv_amp,0.0
ARFGEF2,mut_important,4.0538636e-10
ARFGEF2,cnv_del,0.0
ARFGEF2,cnv_amp,0.0
SLC8A3,mut_important,3.255284e-06
SLC8A3,cnv_del,0.0
SLC8A3,cnv_amp,0.0
ACBD6,mut_important,0.0
ACBD6,cnv_del,0.0
ACBD6,cnv_amp,0.0
CELA3A,mut_important,0.0
CELA3A,cnv_del,0.0
CELA3A,cnv_amp,0.0
TUBB6,mut_important,0.0
TUBB6,cnv_del,0.0
TUBB6,cnv_amp,0.0
THNSL2,mut_important,0.0
THNSL2,cnv_del,0.0
THNSL2,cnv_amp,0.0
GTF2F1,mut_important,0.0
GTF2F1,cnv_del,0.0
GTF2F1,cnv_amp,0.0
DCAF8L1,mut_important,0.0
DCAF8L1,cnv_del,0.0
DCAF8L1,cnv_amp,0.0
RASGRP3,mut_important,7.3012524e-10
RASGRP3,cnv_del,0.0
RASGRP3,cnv_amp,0.0
LRRC42,mut_important,0.0
LRRC42,cnv_del,0.0
LRRC42,cnv_amp,0.0
TAGLN,mut_important,0.0
TAGLN,cnv_del,0.0
TAGLN,cnv_amp,0.0
THAP9,mut_important,0.0
THAP9,cnv_del,0.0
THAP9,cnv_amp,0.0
BOK,mut_important,0.0
BOK,cnv_del,0.0
BOK,cnv_amp,0.0
DHRS1,mut_important,0.0
DHRS1,cnv_del,0.0
DHRS1,cnv_amp,0.0
ATP2B1,mut_important,0.0
ATP2B1,cnv_del,0.0
ATP2B1,cnv_amp,0.0
MAGEA1,mut_important,0.0
MAGEA1,cnv_del,0.0
MAGEA1,cnv_amp,0.0
MAP3K7,mut_important,1.1522844e-11
MAP3K7,cnv_del,4.8321197e-29
MAP3K7,cnv_amp,0.0
PNLDC1,mut_important,0.0
PNLDC1,cnv_del,0.0
PNLDC1,cnv_amp,0.0
COPB2,mut_important,0.0
COPB2,cnv_del,0.0
COPB2,cnv_amp,7.006894e-11
SOCS4,mut_important,0.0
SOCS4,cnv_del,0.0
SOCS4,cnv_amp,0.0
CAPRIN1,mut_important,0.0
CAPRIN1,cnv_del,0.0
CAPRIN1,cnv_amp,0.0
TBCK,mut_important,0.0
TBCK,cnv_del,0.0
TBCK,cnv_amp,0.0
REEP3,mut_important,0.0
REEP3,cnv_del,0.0
REEP3,cnv_amp,0.0
ZNF423,mut_important,0.0
ZNF423,cnv_del,0.0
ZNF423,cnv_amp,0.0
CCAR1,mut_important,1.172878e-14
CCAR1,cnv_del,0.0
CCAR1,cnv_amp,2.3399744e-12
OLFML3,mut_important,0.0
OLFML3,cnv_del,0.0
OLFML3,cnv_amp,0.0
ATP2C2,mut_important,9.611931e-13
ATP2C2,cnv_del,0.0
ATP2C2,cnv_amp,0.0
ACTR2,mut_important,0.0
ACTR2,cnv_del,6.621725e-07
ACTR2,cnv_amp,0.0
TCF4,mut_important,2.1591658e-14
TCF4,cnv_del,0.0
TCF4,cnv_amp,0.0
FOXO1,mut_important,0.0
FOXO1,cnv_del,0.0
FOXO1,cnv_amp,0.0
DSC1,mut_important,0.0
DSC1,cnv_del,0.0
DSC1,cnv_amp,0.0
TMEM102,mut_important,0.0
TMEM102,cnv_del,0.0
TMEM102,cnv_amp,0.0
TET2,mut_important,1.7692681e-37
TET2,cnv_del,0.0
TET2,cnv_amp,0.0
MRPL15,mut_important,0.0
MRPL15,cnv_del,0.0
MRPL15,cnv_amp,3.9982684e-09
GOLGA2,mut_important,0.0
GOLGA2,cnv_del,0.0
GOLGA2,cnv_amp,7.414868e-35
YIF1B,mut_important,0.0
YIF1B,cnv_del,0.0
YIF1B,cnv_amp,0.0
ACTN1,mut_important,0.0
ACTN1,cnv_del,0.0
ACTN1,cnv_amp,0.0
MTMR14,mut_important,0.0
MTMR14,cnv_del,3.835811e-06
MTMR14,cnv_amp,0.0
KCNJ5,mut_important,1.5458381e-08
KCNJ5,cnv_del,0.0
KCNJ5,cnv_amp,0.0
RAB35,mut_important,0.0
RAB35,cnv_del,0.0
RAB35,cnv_amp,0.0
CBR1,mut_important,0.0
CBR1,cnv_del,0.0
CBR1,cnv_amp,0.0
PLCB1,mut_important,0.0
PLCB1,cnv_del,0.0
PLCB1,cnv_amp,0.0
DLD,mut_important,0.0
DLD,cnv_del,1.0346641e-08
DLD,cnv_amp,1.7219499e-08
CPEB4,mut_important,0.0
CPEB4,cnv_del,0.0
CPEB4,cnv_amp,0.0
APAF1,mut_important,2.0556485e-08
APAF1,cnv_del,0.0
APAF1,cnv_amp,0.0
TNFRSF10A,mut_important,0.0
TNFRSF10A,cnv_del,8.1633506e-11
TNFRSF10A,cnv_amp,0.0
TRDN,mut_important,0.0
TRDN,cnv_del,1.2397596e-08
TRDN,cnv_amp,2.8885152e-09
SPATA20,mut_important,0.0
SPATA20,cnv_del,0.0
SPATA20,cnv_amp,0.0
DNAJB1,mut_important,0.0
DNAJB1,cnv_del,0.0
DNAJB1,cnv_amp,0.0
TCF21,mut_important,0.0
TCF21,cnv_del,0.0
TCF21,cnv_amp,0.0
SLC25A36,mut_important,0.0
SLC25A36,cnv_del,0.0
SLC25A36,cnv_amp,0.0
NCBP1,mut_important,2.2495525e-16
NCBP1,cnv_del,1.5317255e-16
NCBP1,cnv_amp,3.1891828e-15
CT45A5,mut_important,0.0
CT45A5,cnv_del,0.0
CT45A5,cnv_amp,0.0
KLK14,mut_important,0.0
KLK14,cnv_del,0.0
KLK14,cnv_amp,0.0
PTPRT,mut_important,0.0
PTPRT,cnv_del,0.0
PTPRT,cnv_amp,0.0
GIT2,mut_important,0.0
GIT2,cnv_del,0.0
GIT2,cnv_amp,0.0
PEX16,mut_important,0.0
PEX16,cnv_del,0.0
PEX16,cnv_amp,0.0
PER2,mut_important,0.0
PER2,cnv_del,0.0
PER2,cnv_amp,0.0
ABCA8,mut_important,0.0
ABCA8,cnv_del,0.0
ABCA8,cnv_amp,0.0
GFPT1,mut_important,0.0
GFPT1,cnv_del,0.0
GFPT1,cnv_amp,2.5867569e-11
ZIC1,mut_important,0.0
ZIC1,cnv_del,0.0
ZIC1,cnv_amp,0.0
ZNF675,mut_important,0.0
ZNF675,cnv_del,0.0
ZNF675,cnv_amp,0.0
PITPNM1,mut_important,1.27613215e-11
PITPNM1,cnv_del,0.0
PITPNM1,cnv_amp,1.10182946e-10
MARK4,mut_important,1.508689e-20
MARK4,cnv_del,0.0
MARK4,cnv_amp,0.0
PRKCE,mut_important,0.0
PRKCE,cnv_del,3.5810418e-38
PRKCE,cnv_amp,0.0
TMEM214,mut_important,0.0
TMEM214,cnv_del,0.0
TMEM214,cnv_amp,0.0
COX7A2,mut_important,0.0
COX7A2,cnv_del,0.0
COX7A2,cnv_amp,0.0
DHX9,mut_important,7.1105233e-09
DHX9,cnv_del,2.8589453e-37
DHX9,cnv_amp,1.0890493e-37
RAB18,mut_important,0.0
RAB18,cnv_del,0.0
RAB18,cnv_amp,1.1995564e-11
MEPE,mut_important,9.367577e-14
MEPE,cnv_del,0.0
MEPE,cnv_amp,1.3833954e-36
SIRT7,mut_important,0.0
SIRT7,cnv_del,0.0
SIRT7,cnv_amp,0.0
IMPA1,mut_important,0.0
IMPA1,cnv_del,0.0
IMPA1,cnv_amp,4.278046e-07
FAM49A,mut_important,0.0
FAM49A,cnv_del,0.0
FAM49A,cnv_amp,0.0
SPRR2D,mut_important,3.912174e-08
SPRR2D,cnv_del,2.3915058e-07
SPRR2D,cnv_amp,7.683271e-07
RCC2,mut_important,6.15324e-09
RCC2,cnv_del,6.109641e-09
RCC2,cnv_amp,6.810172e-09
TPRG1L,mut_important,0.0
TPRG1L,cnv_del,0.0
TPRG1L,cnv_amp,0.0
AKAP8L,mut_important,0.0
AKAP8L,cnv_del,0.0
AKAP8L,cnv_amp,0.0
MYO19,mut_important,0.0
MYO19,cnv_del,0.0
MYO19,cnv_amp,0.0
ZNF214,mut_important,0.0
ZNF214,cnv_del,0.0
ZNF214,cnv_amp,0.0
ADORA2A,mut_important,0.0
ADORA2A,cnv_del,0.0
ADORA2A,cnv_amp,0.0
RECQL4,mut_important,0.0
RECQL4,cnv_del,0.0
RECQL4,cnv_amp,0.0
STAU1,mut_important,0.0
STAU1,cnv_del,0.0
STAU1,cnv_amp,0.0
MYO5B,mut_important,0.0
MYO5B,cnv_del,0.0
MYO5B,cnv_amp,0.0
RNF149,mut_important,0.0
RNF149,cnv_del,0.0
RNF149,cnv_amp,0.0
LCORL,mut_important,0.0
LCORL,cnv_del,0.0
LCORL,cnv_amp,0.0
SPG11,mut_important,0.0
SPG11,cnv_del,0.0
SPG11,cnv_amp,0.0
AKIRIN1,mut_important,0.0
AKIRIN1,cnv_del,0.0
AKIRIN1,cnv_amp,0.0
VPS11,mut_important,0.0
VPS11,cnv_del,0.0
VPS11,cnv_amp,0.0
CPNE9,mut_important,0.0
CPNE9,cnv_del,0.0
CPNE9,cnv_amp,0.0
