,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
MYB,6.5094554e-08,2.0,6.5094554e-08,-0.05627627,-0.09172412
PXDNL,0.0,0.0,0.0,-0.056590393,0.22805494
GIGYF2,0.0,0.0,0.0,-0.056590393,0.22805494
CUTC,1.4680485e-19,1.0,1.4680485e-19,-0.056590393,0.06805289
RNF208,0.0,0.0,0.0,-0.056590393,0.22805494
ZNF48,0.0,0.0,0.0,-0.056590393,0.22805494
LGMN,0.0,3.0,0.0,-0.056590393,-0.2519512
DCK,2.017425e-09,2.0,2.017425e-09,-0.056580655,-0.091942176
PFN3,0.0,0.0,0.0,-0.056590393,0.22805494
HMX1,0.0,0.0,0.0,-0.056590393,0.22805494
UNG,6.263799e-05,3.0,6.263799e-05,0.24567947,-0.03540812
GSDMA,0.0,0.0,0.0,-0.056590393,0.22805494
PLA2G2F,9.919557e-06,6.0,9.919557e-06,-0.00872195,-0.69766486
SLC46A1,0.0,1.0,0.0,-0.056590393,0.06805289
SUPT3H,5.0098064e-05,1.0,5.0098064e-05,0.185166,0.24124472
SLC25A35,0.0,0.0,0.0,-0.056590393,0.22805494
PRDX1,4.1500152e-07,3.0,4.1500152e-07,-0.054587733,-0.2505165
SP100,4.822834e-10,1.0,4.822834e-10,-0.056588065,0.06805455
SAMD4B,0.0,0.0,0.0,-0.056590393,0.22805494
SH3BP2,0.0,0.0,0.0,-0.056590393,0.22805494
TMEM184C,0.0,0.0,0.0,-0.056590393,0.22805494
AP4B1,6.437415e-07,2.0,6.437415e-07,-0.053483915,-0.08972369
WDR75,1.0353723e-06,2.0,1.0353723e-06,-0.051594034,-0.0883698
PNOC,9.680316e-12,1.0,9.680316e-12,-0.056590345,0.068052925
EDN3,6.093966e-14,1.0,6.093966e-14,-0.056590393,0.06805289
GUCA2A,0.0,0.0,0.0,-0.056590393,0.22805494
PAX5,1.07661194e-07,1.0,1.07661194e-07,-0.056070853,0.06842508
SPDYA,0.0,0.0,0.0,-0.056590393,0.22805494
FGF3,0.0,11.0,0.0,-0.056590393,-1.5319674
GTF3C3,2.446312e-09,3.0,2.446312e-09,-0.056578584,-0.25194272
MORN1,0.0,0.0,0.0,-0.056590393,0.22805494
ATAD1,0.0,0.0,0.0,-0.056590393,0.22805494
ATG2A,0.0,0.0,0.0,-0.056590393,0.22805494
JAK3,0.0,8.0,0.0,-0.056590393,-1.0519614
CMTM2,0.0,0.0,0.0,-0.056590393,0.22805494
GJA8,7.143666e-14,1.0,7.143666e-14,-0.056590393,0.06805289
OR9I1,1.7266881e-08,1.0,1.7266881e-08,-0.05650707,0.06811258
DMWD,0.0,0.0,0.0,-0.056590393,0.22805494
CDC42,0.0,17.0,0.0,-0.056590393,-2.4919796
FYN,0.0,28.0,0.0,-0.056590393,-4.2520022
PHC2,7.7546516e-05,8.0,7.7546516e-05,0.317623,-0.78387874
RNF133,0.0,0.0,0.0,-0.056590393,0.22805494
NPBWR1,0.0,1.0,0.0,-0.056590393,0.06805289
CABP4,0.0,0.0,0.0,-0.056590393,0.22805494
SAPCD2,0.0,0.0,0.0,-0.056590393,0.22805494
TRPS1,0.0,0.0,0.0,-0.056590393,0.22805494
SALL1,8.9362694e-14,1.0,8.9362694e-14,-0.056590393,0.06805289
GTPBP2,1.8826138e-10,1.0,1.8826138e-10,-0.056589484,0.068053536
ANKRD36B,0.0,0.0,0.0,-0.056590393,0.22805494
IGHMBP2,0.0,0.0,0.0,-0.056590393,0.22805494
UBAP1,0.0,2.0,0.0,-0.056590393,-0.09194915
PNPLA5,0.0,1.0,0.0,-0.056590393,0.06805289
LRRC10B,0.0,0.0,0.0,-0.056590393,0.22805494
TMEM25,0.0,0.0,0.0,-0.056590393,0.22805494
SDF2,0.0,0.0,0.0,-0.056590393,0.22805494
PIGU,0.0,1.0,0.0,-0.056590393,0.06805289
SNX18,0.0,0.0,0.0,-0.056590393,0.22805494
ERCC1,0.0,5.0,0.0,-0.056590393,-0.57195526
MAPKBP1,0.0,0.0,0.0,-0.056590393,0.22805494
SF3B2,1.325912e-08,2.0,1.325912e-08,-0.056526404,-0.09190331
CAPN10,0.0,0.0,0.0,-0.056590393,0.22805494
DPEP1,2.6612918e-15,2.0,2.6612918e-15,-0.056590393,-0.09194915
RHBDL2,0.0,0.0,0.0,-0.056590393,0.22805494
SLC38A7,0.0,0.0,0.0,-0.056590393,0.22805494
FSIP1,0.0,0.0,0.0,-0.056590393,0.22805494
TUSC5,0.0,0.0,0.0,-0.056590393,0.22805494
ELP3,0.0,1.0,0.0,-0.056590393,0.06805289
SLC39A13,0.0,0.0,0.0,-0.056590393,0.22805494
HOXD11,0.0,0.0,0.0,-0.056590393,0.22805494
COLEC10,2.9157602e-18,1.0,2.9157602e-18,-0.056590393,0.06805289
PPP2R2A,0.002073093,4.0,0.002073093,9.947458,6.754846
ZNF416,0.0,0.0,0.0,-0.056590393,0.22805494
SERINC4,0.0,1.0,0.0,-0.056590393,0.06805289
FRRS1,0.0,0.0,0.0,-0.056590393,0.22805494
OMD,0.0,5.0,0.0,-0.056590393,-0.57195526
GPR83,0.0,0.0,0.0,-0.056590393,0.22805494
CYB5R4,3.0621522e-14,1.0,3.0621522e-14,-0.056590393,0.06805289
CROCC,0.0,0.0,0.0,-0.056590393,0.22805494
NAA40,0.0,0.0,0.0,-0.056590393,0.22805494
DNAJC18,0.0,0.0,0.0,-0.056590393,0.22805494
LPGAT1,0.0,1.0,0.0,-0.056590393,0.06805289
KHDRBS2,3.5343584e-09,1.0,3.5343584e-09,-0.056573335,0.06806511
ZADH2,0.0,0.0,0.0,-0.056590393,0.22805494
CYTH3,0.0,1.0,0.0,-0.056590393,0.06805289
FUCA1,0.0,2.0,0.0,-0.056590393,-0.09194915
DAZAP1,0.0,0.0,0.0,-0.056590393,0.22805494
KRT84,0.0,0.0,0.0,-0.056590393,0.22805494
STAR,1.4346027e-07,1.0,1.4346027e-07,-0.0558981,0.068548836
CSF3R,3.1570933e-11,1.0,3.1570933e-11,-0.056590237,0.068053
TOR1A,0.0005504752,1.0,0.0005504752,2.5998175,1.9710766
CELA3B,0.0,0.0,0.0,-0.056590393,0.22805494
RETSAT,9.911961e-08,1.0,9.911961e-08,-0.056112073,0.06839555
TAGLN2,4.4014303e-08,1.0,4.4014303e-08,-0.056377996,0.06820504
ZNF408,0.0,0.0,0.0,-0.056590393,0.22805494
FEZF2,0.0,0.0,0.0,-0.056590393,0.22805494
UBE2R2,0.0,2.0,0.0,-0.056590393,-0.09194915
KBTBD6,3.564785e-18,2.0,3.564785e-18,-0.056590393,-0.09194915
DPY19L4,0.0,0.0,0.0,-0.056590393,0.22805494
WHAMM,0.0,0.0,0.0,-0.056590393,0.22805494
AAMP,0.0,0.0,0.0,-0.056590393,0.22805494
UBAP2L,0.0,0.0,0.0,-0.056590393,0.22805494
LAIR1,0.0,2.0,0.0,-0.056590393,-0.09194915
TRPC1,0.0,4.0,0.0,-0.056590393,-0.41195324
CARD11,1.175501e-20,3.0,1.175501e-20,-0.056590393,-0.2519512
PDS5A,0.0,4.0,0.0,-0.056590393,-0.41195324
SMPD1,0.0,1.0,0.0,-0.056590393,0.06805289
FAM78B,0.0,0.0,0.0,-0.056590393,0.22805494
PER3,0.0,0.0,0.0,-0.056590393,0.22805494
SLC25A31,0.0,0.0,0.0,-0.056590393,0.22805494
CHPF,1.7355316e-18,1.0,1.7355316e-18,-0.056590393,0.06805289
ATAD2B,0.0,0.0,0.0,-0.056590393,0.22805494
OR10K2,2.4950464e-07,1.0,2.4950464e-07,-0.05538637,0.068915434
CYS1,2.1455541e-08,1.0,2.1455541e-08,-0.056486852,0.068127066
UBXN11,0.0,0.0,0.0,-0.056590393,0.22805494
SEC61B,0.00085209036,3.0,0.00085209036,4.0553107,2.6937733
PHLPP2,0.0,0.0,0.0,-0.056590393,0.22805494
CCDC86,0.0,0.0,0.0,-0.056590393,0.22805494
CISD1,0.0,0.0,0.0,-0.056590393,0.22805494
STRAP,0.0,1.0,0.0,-0.056590393,0.06805289
KCTD20,0.0,0.0,0.0,-0.056590393,0.22805494
ECHDC2,0.0,0.0,0.0,-0.056590393,0.22805494
HDHD2,0.0,0.0,0.0,-0.056590393,0.22805494
CYP4V2,6.3627775e-12,1.0,6.3627775e-12,-0.05659036,0.06805291
RAB5C,0.0,5.0,0.0,-0.056590393,-0.57195526
FANCI,0.0,2.0,0.0,-0.056590393,-0.09194915
ACTRT1,0.0,0.0,0.0,-0.056590393,0.22805494
POLK,5.654421e-06,7.0,5.654421e-06,-0.029304061,-0.8724117
CCDC117,0.0,0.0,0.0,-0.056590393,0.22805494
FN3K,0.0,0.0,0.0,-0.056590393,0.22805494
COL6A6,7.2465616e-09,2.0,7.2465616e-09,-0.05655542,-0.09192409
HNRNPUL1,0.0,1.0,0.0,-0.056590393,0.06805289
FUT11,0.0,0.0,0.0,-0.056590393,0.22805494
DISP2,2.74274e-19,1.0,2.74274e-19,-0.056590393,0.06805289
RBMS2,0.0,0.0,0.0,-0.056590393,0.22805494
RPP25,0.0,2.0,0.0,-0.056590393,-0.09194915
UBTFL1,0.0,0.0,0.0,-0.056590393,0.22805494
AFP,0.0,2.0,0.0,-0.056590393,-0.09194915
RPP21,2.716254e-12,2.0,2.716254e-12,-0.05659038,-0.091949135
OAZ1,2.835765e-10,1.0,2.835765e-10,-0.056589022,0.068053864
GM2A,0.0,2.0,0.0,-0.056590393,-0.09194915
HDGF,2.8377246e-18,1.0,2.8377246e-18,-0.056590393,0.06805289
VANGL2,3.3140367e-14,1.0,3.3140367e-14,-0.056590393,0.06805289
KCNAB2,2.486718e-11,2.0,2.486718e-11,-0.056590274,-0.09194906
PSRC1,0.0,0.0,0.0,-0.056590393,0.22805494
SLC25A22,1.6666492e-07,1.0,1.6666492e-07,-0.05578612,0.068629056
EARS2,2.2701956e-19,1.0,2.2701956e-19,-0.056590393,0.06805289
JUN,1.6757072e-08,12.0,1.6757072e-08,-0.056509525,-1.6919115
PITPNC1,0.0,0.0,0.0,-0.056590393,0.22805494
EZH1,0.0,0.0,0.0,-0.056590393,0.22805494
OR5R1,1.0649579e-21,1.0,1.0649579e-21,-0.056590393,0.06805289
DYNLT1,5.3073484e-07,1.0,5.3073484e-07,-0.054029245,0.06988766
KLHDC8B,0.0,0.0,0.0,-0.056590393,0.22805494
TSPAN31,0.0,0.0,0.0,-0.056590393,0.22805494
IFIT3,0.0,0.0,0.0,-0.056590393,0.22805494
SNAPIN,0.0,1.0,0.0,-0.056590393,0.06805289
PRKAG1,0.0,6.0,0.0,-0.056590393,-0.7319573
ZFYVE26,0.0,0.0,0.0,-0.056590393,0.22805494
ZNF483,0.0,0.0,0.0,-0.056590393,0.22805494
CCNC,3.9744283e-10,5.0,3.9744283e-10,-0.056588475,-0.5719539
GOPC,1.0248945e-12,1.0,1.0248945e-12,-0.056590386,0.068052895
E2F5,2.4823637e-06,4.0,2.4823637e-06,-0.04461134,-0.40337154
VAV1,3.6159872e-10,13.0,3.6159872e-10,-0.056588646,-1.8519703
NR2C2,1.8797184e-15,1.0,1.8797184e-15,-0.056590393,0.06805289
BTN1A1,0.0,1.0,0.0,-0.056590393,0.06805289
PFKL,2.409507e-12,1.0,2.409507e-12,-0.05659038,0.068052895
HOXB2,0.0,1.0,0.0,-0.056590393,0.06805289
DEPDC4,0.0,0.0,0.0,-0.056590393,0.22805494
KCTD6,0.0,4.0,0.0,-0.056590393,-0.41195324
NAGLU,1.8268822e-16,1.0,1.8268822e-16,-0.056590393,0.06805289
VCL,1.294696e-06,9.0,1.294696e-06,-0.050342627,-1.2074876
CCNG2,0.0,0.0,0.0,-0.056590393,0.22805494
HOOK1,0.0,0.0,0.0,-0.056590393,0.22805494
STRADA,0.0,1.0,0.0,-0.056590393,0.06805289
CYP2C9,5.672085e-14,4.0,5.672085e-14,-0.056590393,-0.41195324
FAM149B1,0.0,0.0,0.0,-0.056590393,0.22805494
WASF1,1.5274062e-15,2.0,1.5274062e-15,-0.056590393,-0.09194915
TSNAX,0.0,1.0,0.0,-0.056590393,0.06805289
SOWAHC,0.0,0.0,0.0,-0.056590393,0.22805494
EIF4A3,0.0,8.0,0.0,-0.056590393,-1.0519614
SMAD7,0.0,5.0,0.0,-0.056590393,-0.57195526
MCM7,1.4607953e-05,4.0,1.4607953e-05,0.01390267,-0.36145273
BACH2,0.0,0.0,0.0,-0.056590393,0.22805494
ODF2,1.4318388e-07,5.0,1.4318388e-07,-0.055899438,-0.57146025
CXCR6,2.192522e-11,1.0,2.192522e-11,-0.056590285,0.06805296
MRPL2,3.8375827e-08,3.0,3.8375827e-08,-0.0564052,-0.2518185
SLC35A1,0.0,1.0,0.0,-0.056590393,0.06805289
STK39,0.0,0.0,0.0,-0.056590393,0.22805494
GNG4,0.0018551172,19.0,0.0018551172,8.89558,3.601261
ASNSD1,0.0,0.0,0.0,-0.056590393,0.22805494
PNISR,0.0,0.0,0.0,-0.056590393,0.22805494
RBM23,0.0,0.0,0.0,-0.056590393,0.22805494
IQGAP2,5.8963822e-05,2.0,5.8963822e-05,0.22794916,0.111892104
LPIN2,8.971093e-11,4.0,8.971093e-11,-0.056589957,-0.41195294
AFAP1,0.0,0.0,0.0,-0.056590393,0.22805494
SLC25A24,0.0,0.0,0.0,-0.056590393,0.22805494
KLK13,0.0,2.0,0.0,-0.056590393,-0.09194915
CACHD1,0.0,0.0,0.0,-0.056590393,0.22805494
USO1,4.7120935e-10,3.0,4.7120935e-10,-0.056588117,-0.25194955
FAM184B,0.0,0.0,0.0,-0.056590393,0.22805494
CHMP4C,1.3503396e-05,2.0,1.3503396e-05,0.008572451,-0.04526715
PQLC3,0.0,0.0,0.0,-0.056590393,0.22805494
VWA3B,0.0,0.0,0.0,-0.056590393,0.22805494
AKR1D1,3.5831464e-12,1.0,3.5831464e-12,-0.056590375,0.0680529
DDX56,0.0,0.0,0.0,-0.056590393,0.22805494
SFT2D2,0.0,0.0,0.0,-0.056590393,0.22805494
HMBS,8.5465234e-13,1.0,8.5465234e-13,-0.056590386,0.068052895
NOMO2,0.0,0.0,0.0,-0.056590393,0.22805494
CLDN15,3.3000425e-12,1.0,3.3000425e-12,-0.056590375,0.0680529
DCBLD1,0.0,0.0,0.0,-0.056590393,0.22805494
TIE1,0.0,0.0,0.0,-0.056590393,0.22805494
CCNE1,1.8317156e-05,7.0,1.8317156e-05,0.031802036,-0.8286359
TDO2,7.129229e-17,1.0,7.129229e-17,-0.056590393,0.06805289
ST3GAL2,0.0,2.0,0.0,-0.056590393,-0.09194915
LZTS1,0.0,0.0,0.0,-0.056590393,0.22805494
DNAH1,0.0,0.0,0.0,-0.056590393,0.22805494
ARGFX,0.0,0.0,0.0,-0.056590393,0.22805494
LRRC37B,0.0,0.0,0.0,-0.056590393,0.22805494
FZD3,0.0,2.0,0.0,-0.056590393,-0.09194915
ZNF12,0.0,0.0,0.0,-0.056590393,0.22805494
CBL,6.966172e-06,15.0,6.966172e-06,-0.022973992,-2.1478932
DENND4A,0.0,1.0,0.0,-0.056590393,0.06805289
TRIM26,0.0,0.0,0.0,-0.056590393,0.22805494
OR5H14,4.802935e-09,1.0,4.802935e-09,-0.056567214,0.068069495
TMEM106C,0.0,0.0,0.0,-0.056590393,0.22805494
AHCY,0.0,2.0,0.0,-0.056590393,-0.09194915
PPP3CA,0.0002940423,5.0,0.0002940423,1.3623586,0.44456542
CNTN3,0.0,0.0,0.0,-0.056590393,0.22805494
OVCA2,0.0,0.0,0.0,-0.056590393,0.22805494
NR6A1,0.0,1.0,0.0,-0.056590393,0.06805289
TMEM155,0.0,0.0,0.0,-0.056590393,0.22805494
TXNRD3NB,0.0,0.0,0.0,-0.056590393,0.22805494
RPL23,0.0,12.0,0.0,-0.056590393,-1.6919694
COQ2,6.463571e-17,2.0,6.463571e-17,-0.056590393,-0.09194915
SLITRK1,2.1909752e-14,1.0,2.1909752e-14,-0.056590393,0.06805289
ZNF260,0.0,0.0,0.0,-0.056590393,0.22805494
UPRT,0.0,0.0,0.0,-0.056590393,0.22805494
PRAMEF20,0.0,0.0,0.0,-0.056590393,0.22805494
MGAT4B,8.147794e-12,1.0,8.147794e-12,-0.056590352,0.06805292
SUCLG2,7.6491753e-13,1.0,7.6491753e-13,-0.056590386,0.068052895
PPP1R17,0.0,0.0,0.0,-0.056590393,0.22805494
SHROOM4,0.0,0.0,0.0,-0.056590393,0.22805494
AMPD2,1.8972468e-09,1.0,1.8972468e-09,-0.056581236,0.068059444
CHURC1,0.0,0.0,0.0,-0.056590393,0.22805494
INMT,5.8627775e-10,1.0,5.8627775e-10,-0.056587562,0.068054914
SPANXN1,0.0,0.0,0.0,-0.056590393,0.22805494
ALB,1.4794766e-06,9.0,1.4794766e-06,-0.049450934,-1.2068489
IFT74,0.0,1.0,0.0,-0.056590393,0.06805289
COL19A1,3.6316652e-07,2.0,3.6316652e-07,-0.05483787,-0.09069366
HIPK1,0.0,1.0,0.0,-0.056590393,0.06805289
BUB1B,1.0559913e-18,6.0,1.0559913e-18,-0.056590393,-0.7319573
NFATC3,0.0,3.0,0.0,-0.056590393,-0.2519512
IRS4,0.0,0.0,0.0,-0.056590393,0.22805494
CCDC127,0.0,0.0,0.0,-0.056590393,0.22805494
PTBP3,0.0,0.0,0.0,-0.056590393,0.22805494
SNRNP35,0.0,1.0,0.0,-0.056590393,0.06805289
RIC3,0.0,0.0,0.0,-0.056590393,0.22805494
PSMD6,0.00015666816,47.0,3.3333652e-06,-0.040504694,-6.75043
FDXR,0.0,4.0,0.0,-0.056590393,-0.41195324
ZNF625,0.0,0.0,0.0,-0.056590393,0.22805494
DKC1,0.0,2.0,0.0,-0.056590393,-0.09194915
SLC19A2,2.573709e-16,1.0,2.573709e-16,-0.056590393,0.06805289
IL15RA,2.9198194e-10,1.0,2.9198194e-10,-0.05658898,0.0680539
NOTCH4,1.0263827e-07,8.0,1.0263827e-07,-0.056095093,-1.0516067
TNFRSF8,5.818335e-10,1.0,5.818335e-10,-0.056587584,0.0680549
ALPI,1.5715348e-14,1.0,1.5715348e-14,-0.056590393,0.06805289
CSNK1G1,0.0,0.0,0.0,-0.056590393,0.22805494
APOH,0.0,1.0,0.0,-0.056590393,0.06805289
CCDC70,0.0,0.0,0.0,-0.056590393,0.22805494
PCYT1A,0.0,1.0,0.0,-0.056590393,0.06805289
KIAA1109,0.0,0.0,0.0,-0.056590393,0.22805494
DENND5B,0.0,1.0,0.0,-0.056590393,0.06805289
TMX3,0.0,1.0,0.0,-0.056590393,0.06805289
LANCL2,0.0,0.0,0.0,-0.056590393,0.22805494
CNOT10,5.5233623e-10,2.0,5.5233623e-10,-0.056587726,-0.091947235
IMPA2,0.0,1.0,0.0,-0.056590393,0.06805289
NUPL2,2.674886e-06,18.0,2.674886e-06,-0.043682292,-2.6427345
KRTAP4-2,0.0,0.0,0.0,-0.056590393,0.22805494
SPAG11A,0.0,0.0,0.0,-0.056590393,0.22805494
VDAC2,7.42487e-19,1.0,7.42487e-19,-0.056590393,0.06805289
PPP2R5B,4.888439e-09,20.0,4.888439e-09,-0.0565668,-2.9719691
RLN3,1.4464349e-10,1.0,1.4464349e-10,-0.056589693,0.06805339
CYB5D2,0.0,0.0,0.0,-0.056590393,0.22805494
SRI,0.0,0.0,0.0,-0.056590393,0.22805494
ATXN7L3,0.0,1.0,0.0,-0.056590393,0.06805289
PARP10,9.971908e-16,1.0,9.971908e-16,-0.056590393,0.06805289
ZNF225,0.0,0.0,0.0,-0.056590393,0.22805494
GLRA2,0.0,0.0,0.0,-0.056590393,0.22805494
VAMP1,0.0,3.0,0.0,-0.056590393,-0.2519512
RTKN2,0.0,0.0,0.0,-0.056590393,0.22805494
RHOU,4.4650005e-19,2.0,4.4650005e-19,-0.056590393,-0.09194915
HLA-F,0.0,4.0,0.0,-0.056590393,-0.41195324
MRPL43,1.2418483e-15,3.0,1.2418483e-15,-0.056590393,-0.2519512
LIX1L,0.0,0.0,0.0,-0.056590393,0.22805494
VAMP3,0.0,3.0,0.0,-0.056590393,-0.2519512
ITGA2B,0.0,13.0,0.0,-0.056590393,-1.8519715
RRP9,1.94468e-06,2.0,1.94468e-06,-0.04720602,-0.085226275
XPO1,0.00145996,10.0,0.00145996,6.988685,3.6751988
HP,0.0,2.0,0.0,-0.056590393,-0.09194915
MYOM3,0.0,0.0,0.0,-0.056590393,0.22805494
TOR2A,0.0,0.0,0.0,-0.056590393,0.22805494
EIF2S1,2.77778e-10,6.0,2.77778e-10,-0.056589052,-0.73195636
IMPACT,0.0,0.0,0.0,-0.056590393,0.22805494
HBP1,0.0,0.0,0.0,-0.056590393,0.22805494
TIGD7,0.0,0.0,0.0,-0.056590393,0.22805494
SDHC,0.0,1.0,0.0,-0.056590393,0.06805289
MYL10,1.0242078e-08,1.0,1.0242078e-08,-0.05654097,0.0680883
OR5B12,0.0,1.0,0.0,-0.056590393,0.06805289
MN1,0.0,0.0,0.0,-0.056590393,0.22805494
ARHGAP11B,0.0,1.0,0.0,-0.056590393,0.06805289
CHERP,1.5203117e-13,1.0,1.5203117e-13,-0.056590393,0.06805289
ENKUR,0.0,0.0,0.0,-0.056590393,0.22805494
KIAA1614,0.0,0.0,0.0,-0.056590393,0.22805494
TCP11,0.0,0.0,0.0,-0.056590393,0.22805494
TMEM201,0.0,0.0,0.0,-0.056590393,0.22805494
DDOST,1.6168109e-11,3.0,1.6168109e-11,-0.05659031,-0.25195113
NCS1,0.0,0.0,0.0,-0.056590393,0.22805494
SLC26A1,2.617054e-06,2.0,2.617054e-06,-0.043961372,-0.08290185
PAN3,6.162365e-10,1.0,6.162365e-10,-0.056587417,0.06805502
ZMAT2,0.0,0.0,0.0,-0.056590393,0.22805494
ZMYM1,0.0,0.0,0.0,-0.056590393,0.22805494
HIST1H4I,0.0,0.0,0.0,-0.056590393,0.22805494
CWF19L1,0.0,0.0,0.0,-0.056590393,0.22805494
WDR88,0.0,0.0,0.0,-0.056590393,0.22805494
ANKRD31,0.0,0.0,0.0,-0.056590393,0.22805494
MYLK2,0.0,0.0,0.0,-0.056590393,0.22805494
GTF2H4,6.430088e-07,20.0,6.430088e-07,-0.053487446,-2.9697628
PRKAR2A,1.066513e-05,6.0,1.066513e-05,-0.0051240674,-0.6950874
FBXO48,0.0,0.0,0.0,-0.056590393,0.22805494
MMS22L,0.0,0.0,0.0,-0.056590393,0.22805494
FBXW4,0.0,3.0,0.0,-0.056590393,-0.2519512
ANAPC16,4.2263785e-08,8.0,4.2263785e-08,-0.056386437,-1.0518153
COL6A1,1.3942438e-06,2.0,1.3942438e-06,-0.049862243,-0.08712917
ZP2,0.0,1.0,0.0,-0.056590393,0.06805289
B2M,0.0,8.0,0.0,-0.056590393,-1.0519614
ADSS,3.2568486e-26,1.0,3.2568486e-26,-0.056590393,0.06805289
CPSF7,0.0,4.0,0.0,-0.056590393,-0.41195324
GMCL1,0.0,0.0,0.0,-0.056590393,0.22805494
DDX19B,0.0,0.0,0.0,-0.056590393,0.22805494
AFAP1L2,0.0,0.0,0.0,-0.056590393,0.22805494
ZWILCH,0.0,4.0,0.0,-0.056590393,-0.41195324
TDGF1,1.8657725e-11,2.0,1.8657725e-11,-0.0565903,-0.09194908
HTR3D,0.0,0.0,0.0,-0.056590393,0.22805494
OR52L1,2.106602e-13,1.0,2.106602e-13,-0.056590393,0.06805289
ZCCHC3,0.0,0.0,0.0,-0.056590393,0.22805494
PAPD5,0.0,0.0,0.0,-0.056590393,0.22805494
UBA7,9.606821e-07,4.0,9.606821e-07,-0.051954463,-0.4086321
OR5H2,3.2620682e-09,1.0,3.2620682e-09,-0.05657465,0.06806417
KRT10,0.0,0.0,0.0,-0.056590393,0.22805494
PTBP2,0.0,0.0,0.0,-0.056590393,0.22805494
QDPR,4.805788e-15,1.0,4.805788e-15,-0.056590393,0.06805289
ZNF785,0.0,0.0,0.0,-0.056590393,0.22805494
BTN2A1,5.2540796e-05,1.0,5.2540796e-05,0.1969538,0.24968939
PLA2G2E,7.0060025e-07,6.0,7.0060025e-07,-0.053209532,-0.7295353
UGT3A2,0.0,0.0,0.0,-0.056590393,0.22805494
MSH2,8.40781e-05,6.0,8.40781e-05,0.3491422,-0.44129458
PEX26,0.0,0.0,0.0,-0.056590393,0.22805494
MAP3K13,0.0,0.0,0.0,-0.056590393,0.22805494
FABP12,0.0,1.0,0.0,-0.056590393,0.06805289
PDLIM4,0.0,0.0,0.0,-0.056590393,0.22805494
UBTD1,0.0,0.0,0.0,-0.056590393,0.22805494
GDAP2,0.0,0.0,0.0,-0.056590393,0.22805494
TMEM163,0.0,0.0,0.0,-0.056590393,0.22805494
GPATCH3,0.0,0.0,0.0,-0.056590393,0.22805494
PARK7,5.2632396e-19,1.0,5.2632396e-19,-0.056590393,0.06805289
HARS,6.505481e-15,1.0,6.505481e-15,-0.056590393,0.06805289
NMD3,0.0,0.0,0.0,-0.056590393,0.22805494
LCE4A,4.2719906e-16,1.0,4.2719906e-16,-0.056590393,0.06805289
MYCBP,0.0,0.0,0.0,-0.056590393,0.22805494
ALDH1A1,2.4184667e-06,3.0,2.4184667e-06,-0.04491969,-0.2435904
APBA1,1.291139e-06,2.0,1.291139e-06,-0.05035979,-0.08748561
BTBD2,0.0,0.0,0.0,-0.056590393,0.22805494
SPRR2E,2.6477503e-08,1.0,2.6477503e-08,-0.056462623,0.06814442
RWDD4,0.0,0.0,0.0,-0.056590393,0.22805494
ACOT13,0.0,0.0,0.0,-0.056590393,0.22805494
TOMM6,1.5703846e-11,2.0,1.5703846e-11,-0.05659032,-0.09194909
CLGN,0.0,0.0,0.0,-0.056590393,0.22805494
MAP1B,0.0,0.0,0.0,-0.056590393,0.22805494
STX12,0.0,0.0,0.0,-0.056590393,0.22805494
FUT10,0.0,0.0,0.0,-0.056590393,0.22805494
CCNA1,0.0,13.0,0.0,-0.056590393,-1.8519715
NFS1,0.0,1.0,0.0,-0.056590393,0.06805289
HTATSF1,0.0,0.0,0.0,-0.056590393,0.22805494
OR5AP2,0.0,1.0,0.0,-0.056590393,0.06805289
CLPB,0.0,0.0,0.0,-0.056590393,0.22805494
TBC1D9B,0.0,0.0,0.0,-0.056590393,0.22805494
TAPBP,0.0,2.0,0.0,-0.056590393,-0.09194915
LRP4,1.26340665e-14,1.0,1.26340665e-14,-0.056590393,0.06805289
ZBED4,0.0,0.0,0.0,-0.056590393,0.22805494
DGAT2,0.0,2.0,0.0,-0.056590393,-0.09194915
RAD54L2,0.0,0.0,0.0,-0.056590393,0.22805494
APBB1,4.923772e-11,1.0,4.923772e-11,-0.056590155,0.06805306
RC3H1,0.0,0.0,0.0,-0.056590393,0.22805494
OR4K15,1.2524313e-18,1.0,1.2524313e-18,-0.056590393,0.06805289
RANBP3L,0.0,0.0,0.0,-0.056590393,0.22805494
CSMD3,0.0,0.0,0.0,-0.056590393,0.22805494
POLD2,0.0,13.0,0.0,-0.056590393,-1.8519715
ZBTB8B,0.0,0.0,0.0,-0.056590393,0.22805494
B3GAT3,2.6918062e-05,1.0,2.6918062e-05,0.07330711,0.16111015
DTNB,0.0,0.0,0.0,-0.056590393,0.22805494
SUN3,0.0,0.0,0.0,-0.056590393,0.22805494
POLR1A,0.0,6.0,0.0,-0.056590393,-0.7319573
ZNF540,0.0,0.0,0.0,-0.056590393,0.22805494
MCHR2,2.155562e-15,1.0,2.155562e-15,-0.056590393,0.06805289
CIAPIN1,0.0,1.0,0.0,-0.056590393,0.06805289
FAM126B,0.0,0.0,0.0,-0.056590393,0.22805494
MTMR6,8.7743365e-18,1.0,8.7743365e-18,-0.056590393,0.06805289
SMR3B,0.0,0.0,0.0,-0.056590393,0.22805494
NFATC2,0.0,4.0,0.0,-0.056590393,-0.41195324
