ind,Membrane Trafficking,Digestion,mRNA Capping,Nonsense-Mediated Decay (NMD),Disorders of transmembrane transporters,Cilium Assembly,Factors involved in megakaryocyte development and platelet production,Cytosolic iron-sulfur cluster assembly,Nephrin family interactions,Mitochondrial protein import,Signaling by WNT,Neurodegenerative Diseases,Reversible hydration of carbon dioxide,Innate Immune System,Mismatch Repair,Collagen formation,Mitochondrial biogenesis,DNA Damage Reversal,Chromosome Maintenance,Degradation of the extracellular matrix,Apoptosis,Fertilization,Diseases of Immune System,Aquaporin-mediated transport,RNA Polymerase II Transcription,Death Receptor Signalling,Mitochondrial calcium ion transport,RORA activates gene expression,Signaling by Hedgehog,Potassium Channels,Abacavir transport and metabolism,Diseases of Mismatch Repair (MMR),Unfolded Protein Response (UPR),Platelet homeostasis,Epigenetic regulation of gene expression,Processing of Capped Intronless Pre-mRNA,Response to metal ions,Smooth Muscle Contraction,Signaling by NOTCH,Translation,Base Excision Repair,RNA Polymerase I Transcription,Striated Muscle Contraction,Intracellular signaling by second messengers,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Transcription from mitochondrial promoters,Signaling by Rho GTPases,Signaling by Receptor Tyrosine Kinases,Signaling by GPCR,"Cell Cycle, Mitotic",Deadenylation-dependent mRNA decay,Elastic fibre formation,ECM proteoglycans,Synthesis of DNA,Transcriptional regulation of white adipocyte differentiation,Platelet Adhesion to exposed collagen,Peroxisomal protein import,Adaptive Immune System,Myogenesis,Gene Silencing by RNA,Macroautophagy,Nucleotide Excision Repair,Regulated Necrosis,mRNA Editing,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Signal regulatory protein family interactions,Cardiac conduction,Metabolism of non-coding RNA,Protein folding,Metabolism of vitamins and cofactors,M/G1 Transition,Integration of energy metabolism,Miscellaneous transport and binding events,Fibronectin matrix formation,Post-translational protein modification,Laminin interactions,Metabolism of carbohydrates,RNA Polymerase III Transcription,Signaling by TGF-beta family members,Mitochondrial iron-sulfur cluster biogenesis,tRNA processing,Signaling by Nuclear Receptors,Metabolism of nucleotides,Signaling by Hippo,Regulation of beta-cell development,The citric acid (TCA) cycle and respiratory electron transport,Transcriptional regulation of pluripotent stem cells,Axon guidance,Transmission across Electrical Synapses ,Pink/Parkin Mediated Mitophagy,rRNA processing,Signaling by Leptin,MAPK family signaling cascades,Cellular responses to stress,"Plasma lipoprotein assembly, remodeling, and clearance",Cell Cycle Checkpoints,Dissolution of Fibrin Clot,Biological oxidations,Binding and Uptake of Ligands by Scavenger Receptors,Signaling by NODAL,Integrin cell surface interactions,Metabolism of amino acids and derivatives,Chromatin modifying enzymes,Receptor Mediated Mitophagy,Infectious disease,O2/CO2 exchange in erythrocytes,Signaling by Non-Receptor Tyrosine Kinases,Iron uptake and transport,Peptide hormone metabolism,Formation of Fibrin Clot (Clotting Cascade),Cytokine Signaling in Immune system,Invadopodia formation,Diseases of signal transduction,Protein repair,Pyrophosphate hydrolysis,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Metabolism of nitric oxide,Regulation of mRNA stability by proteins that bind AU-rich elements,Processing of Capped Intron-Containing Pre-mRNA,Cell junction organization,ABC-family proteins mediated transport,Integrin signaling,Protein-protein interactions at synapses,LGI-ADAM interactions,DNA Double-Strand Break Repair,Ion channel transport,Metabolism of lipids,Surfactant metabolism,Keratinization,"Platelet activation, signaling and aggregation",Amyloid fiber formation,Cell surface interactions at the vascular wall,SLC-mediated transmembrane transport,NR1D1 (REV-ERBA) represses gene expression,Fanconi Anemia Pathway,Diseases of metabolism,Transmission across Chemical Synapses,Inositol phosphate metabolism,DNA Damage Bypass,Non-integrin membrane-ECM interactions,Intestinal absorption,Activation of HOX genes during differentiation,mTOR signalling,Meiosis,Metabolism of porphyrins,Diseases of glycosylation,Intracellular oxygen transport
GSM1594221,2.8290284e-05,2.0898634e-07,1.1297075e-05,2.8264045e-05,1.513788e-06,-5.341486e-07,2.8203543e-05,1.8612674e-09,4.6449213e-07,3.0956817e-06,7.540287e-06,3.1142313e-09,-3.050966e-10,4.953362e-05,2.1403692e-07,2.7367344e-07,9.340304e-08,-2.5733968e-09,-3.7919665e-06,-5.352123e-08,-9.793999e-07,-2.5510462e-07,-3.490404e-07,7.659106e-07,2.7109032e-05,1.9373338e-06,6.730808e-07,-3.322033e-05,2.620897e-05,4.8308007e-06,0.0,9.161463e-09,2.6194396e-06,1.2654252e-06,-6.460446e-05,-6.641799e-08,2.7594467e-06,5.146246e-06,1.2606367e-05,-4.500139e-05,8.871628e-07,-1.19070585e-08,1.8596916e-06,-3.4759682e-06,9.453104e-06,-5.0212293e-07,-4.5403434e-05,-1.4242559e-05,9.6144995e-06,7.5166366e-07,8.324401e-07,1.6638573e-06,7.178949e-08,-2.251645e-05,1.164992e-08,-1.7654754e-07,-1.2681786e-10,-0.0012055296,-1.445576e-06,-1.3018651e-05,7.332061e-07,9.3520435e-07,-1.4786219e-09,1.0076821e-08,1.5876242e-07,-1.1051916e-08,4.4986606e-08,-6.7271846e-09,-9.0450114e-05,2.2927503e-05,1.959762e-05,2.0901605e-07,-2.0790969e-08,0.0,-7.993022e-05,8.569045e-08,-5.0093618e-06,1.6200507e-07,-8.245462e-07,-4.0251524e-07,1.778517e-06,-1.430109e-06,-2.9360326e-06,6.168596e-08,-7.79922e-10,5.928482e-07,-2.078052e-08,1.36282585e-08,-5.2884786e-08,-1.1229713e-07,-6.0019633e-05,-2.9384244e-08,2.473755e-05,-0.00010259215,-4.48305e-06,-5.341313e-09,-1.6074728e-09,-1.6143184e-07,6.58921e-07,6.513993e-07,-3.9282256e-07,-1.4984809e-06,4.4249992e-07,8.186368e-05,1.5349393e-05,9.5198075e-06,-2.1190452e-08,-2.2796894e-06,-3.1261488e-06,6.116771e-07,-0.00018846268,-4.7679868e-07,-2.1453709e-05,4.824885e-07,0.0,-3.539835e-08,1.6314567e-06,8.218737e-06,6.7423034e-06,6.6803824e-07,-4.3462214e-07,-9.47426e-07,-2.1735248e-06,1.6266402e-08,-8.0401456e-05,-3.905843e-07,-6.0137816e-05,-4.7046834e-07,-2.7496736e-07,-2.1801625e-05,-6.1149296e-07,3.264365e-08,-1.3621479e-06,2.2198925e-07,8.781887e-07,-6.132402e-05,9.782677e-07,4.387313e-06,-1.0402152e-05,-3.5164485e-09,-0.0,-3.1250395e-06,7.7288587e-07,2.4450208e-05,1.4780808e-05,-1.8546374e-05,-0.0
GSM1594254,2.9529181e-05,2.1539297e-07,1.3619402e-05,2.805893e-05,1.2902451e-06,-5.6656694e-07,2.842785e-05,1.7922381e-09,4.734025e-07,3.1630893e-06,7.12673e-06,2.9457643e-09,-1.615133e-10,3.9333303e-05,2.2200764e-07,2.7995688e-07,1.4159204e-07,-2.890995e-09,-4.4173553e-06,-3.786811e-08,-1.1524049e-06,-2.601421e-07,-2.9648552e-07,5.761101e-07,1.741958e-05,1.9623437e-06,6.81292e-07,-3.7132588e-05,3.0938587e-05,3.5958146e-06,0.0,9.71735e-09,2.5143677e-06,1.2446728e-06,-6.6380584e-05,-6.4744306e-08,3.091327e-06,5.3588196e-06,1.2515591e-05,-4.568151e-05,1.3490135e-06,-1.1321549e-08,2.0401717e-06,-3.3343756e-06,9.572187e-06,-5.48724e-07,-4.478564e-05,-1.2884255e-05,1.0203376e-05,7.6625486e-07,9.039518e-07,-5.5991165e-07,7.611765e-08,-2.301886e-05,1.1951961e-08,-1.6702755e-07,-1.4812794e-10,-0.0010890029,-1.4344722e-06,-1.3687234e-05,7.4382785e-07,8.788175e-07,-1.554996e-09,1.1335757e-08,1.53227e-07,-7.153025e-09,4.1633294e-07,-8.104565e-09,-0.00010210188,2.3703116e-05,1.9227886e-05,2.0079044e-07,-2.2876305e-08,0.0,-8.205464e-05,6.48549e-08,-5.3144186e-06,9.683573e-08,-8.170993e-07,-3.909375e-07,1.8235941e-06,-1.4639053e-06,-2.8020652e-06,5.8339182e-08,-7.799166e-10,5.803991e-07,-1.886045e-08,2.9707913e-08,-5.4577807e-08,-5.264957e-07,-6.659534e-05,-2.1100073e-08,2.2193277e-05,-9.42487e-05,-3.759051e-06,-5.3381557e-09,-1.6073397e-09,-1.5709159e-07,6.6146725e-07,6.8165383e-07,-3.1928988e-07,-1.3391567e-06,3.7675886e-07,8.273116e-05,8.96194e-06,9.06741e-06,-3.7693656e-08,-2.1947826e-06,-3.154382e-06,6.005215e-07,-0.00019663507,-4.2499e-07,-2.1445847e-05,4.7584183e-07,0.0,-2.6356096e-08,1.3877293e-06,8.365272e-06,6.5939785e-06,8.190551e-07,-5.229823e-07,-1.8929627e-06,-1.8244975e-06,1.7209262e-08,-8.357721e-05,-2.6883845e-07,-5.6051696e-05,-4.8221e-07,-2.0027173e-07,-2.2469672e-05,-6.360552e-07,1.6465933e-08,-1.2254545e-06,2.2538588e-07,8.830566e-07,-5.7346228e-05,9.728597e-07,4.1539593e-06,-9.6843205e-06,-8.772058e-09,-0.0,-2.9868052e-06,9.99218e-07,2.407351e-05,1.4339028e-05,-1.8270472e-05,-0.0
GSM1594258,2.9694933e-05,2.2465856e-07,1.07485785e-05,2.6839924e-05,7.55546e-07,-5.3621994e-07,2.8122367e-05,1.9990412e-09,4.5449917e-07,3.0412498e-06,7.864496e-06,3.4507526e-09,-3.5891956e-10,5.8038855e-05,2.131374e-07,2.7796304e-07,1.4622483e-07,-2.7421467e-09,-3.7535235e-06,-6.207521e-08,-9.5167405e-07,-2.6013433e-07,-3.9844923e-07,5.8541315e-07,2.1555572e-05,1.8565826e-06,6.873632e-07,-3.13172e-05,2.7797405e-05,5.0780463e-06,0.0,9.2557455e-09,2.4293554e-06,1.2380995e-06,-6.329101e-05,-6.754475e-08,4.094566e-06,5.3162134e-06,1.3040744e-05,-4.439916e-05,7.5380274e-07,-1.1053667e-08,2.3041541e-06,-3.4357095e-06,9.310809e-06,-5.308782e-07,-4.5544995e-05,-1.4587749e-05,9.2124665e-06,7.8054336e-07,8.1257303e-07,-2.3380728e-06,7.601689e-08,-2.3949495e-05,1.0889109e-08,-1.7565215e-07,-7.791457e-11,-0.0011682762,-1.311382e-06,-1.628526e-05,7.0607757e-07,1.0788822e-06,-1.4941443e-09,1.083187e-08,1.7125387e-07,-1.2355574e-08,3.5122522e-07,-7.3751023e-09,-9.2296366e-05,2.221359e-05,1.8627632e-05,2.1653122e-07,-2.0814527e-08,0.0,-8.361048e-05,8.842997e-08,-6.145464e-06,2.3441869e-07,-5.302079e-07,-3.7390902e-07,1.819974e-06,-1.2907925e-06,-3.0917697e-06,5.927858e-08,-4.6797655e-10,5.577559e-07,-2.2475705e-08,1.0411705e-08,-4.8875894e-08,-1.823362e-07,-5.8684975e-05,-2.3428191e-08,2.566557e-05,-0.0001037943,-4.150423e-06,-5.1316147e-09,-1.5554815e-09,-1.5816609e-07,7.0166317e-07,6.80042e-07,-3.2647185e-07,-1.3434415e-06,5.621525e-07,7.9640224e-05,1.4011193e-05,9.460002e-06,-3.2038123e-08,-2.2799215e-06,-3.067953e-06,6.2882765e-07,-0.00017196136,-4.721735e-07,-2.0244943e-05,4.7169632e-07,0.0,-2.9297272e-08,1.5978942e-06,8.214178e-06,6.5971926e-06,7.752958e-07,-4.3842903e-07,-1.581742e-06,-2.6021135e-06,1.9096293e-08,-7.69462e-05,-3.712974e-07,-6.230719e-05,-4.5884906e-07,-2.5572322e-07,-1.8712632e-05,-5.973943e-07,4.037913e-08,-1.264028e-06,2.2487134e-07,8.8989583e-07,-6.006297e-05,9.954758e-07,4.2300267e-06,-9.84009e-06,-4.501331e-09,-0.0,-3.2566816e-06,1.0291111e-06,2.3633704e-05,2.1525524e-05,-1.7202647e-05,-0.0
GSM1594267,3.2688447e-05,2.2274907e-07,1.0824606e-05,2.7227241e-05,1.0753381e-06,-5.3325306e-07,2.6644451e-05,1.7922913e-09,4.88829e-07,3.1278064e-06,7.688807e-06,3.787497e-09,-2.1535745e-10,4.7510588e-05,2.174823e-07,2.797501e-07,1.4906772e-07,-2.6391722e-09,-4.3068626e-06,-4.5430653e-08,-9.771252e-07,-2.6622752e-07,-3.4196356e-07,6.795194e-07,1.9328372e-05,1.8322653e-06,6.4912217e-07,-3.421353e-05,2.8923709e-05,4.6783666e-06,0.0,9.4867625e-09,2.390836e-06,1.2669304e-06,-6.5581946e-05,-8.074439e-08,4.1650583e-06,5.289471e-06,1.2994322e-05,-4.4591052e-05,9.859629e-07,-1.0885197e-08,2.236419e-06,-3.4637803e-06,9.25357e-06,-5.2396587e-07,-4.5309076e-05,-1.4272621e-05,1.01248725e-05,7.7107944e-07,8.422281e-07,-5.310921e-06,7.308191e-08,-2.304719e-05,1.1478509e-08,-1.7475772e-07,-1.1409862e-10,-0.0011184562,-1.4614055e-06,-1.3647774e-05,7.415322e-07,9.617179e-07,-1.5245851e-09,1.1336113e-08,1.4730445e-07,-9.100666e-09,2.1156876e-07,-7.780627e-09,-9.5599855e-05,2.2236061e-05,1.7929804e-05,2.0907117e-07,-2.3008676e-08,0.0,-8.352254e-05,7.6491744e-08,-5.853055e-06,1.8717542e-07,-6.105788e-07,-3.7267026e-07,1.7935293e-06,-1.3265785e-06,-2.97017e-06,5.879933e-08,-7.7977114e-10,5.880344e-07,-1.9252138e-08,1.3465432e-08,-5.359188e-08,-4.529742e-07,-6.376289e-05,-2.6754348e-08,2.4892308e-05,-0.00011463688,-3.877532e-06,-5.2850897e-09,-1.5554915e-09,-1.526569e-07,6.378212e-07,6.719923e-07,-3.4777537e-07,-1.384453e-06,3.8823543e-07,7.928685e-05,1.0203934e-05,9.730097e-06,-3.381208e-08,-2.25831e-06,-3.128954e-06,6.640231e-07,-0.00018432575,-4.426903e-07,-2.1607786e-05,4.6069238e-07,0.0,-2.6390161e-08,1.4726372e-06,8.305396e-06,6.7107203e-06,8.2743514e-07,-4.827414e-07,-1.5728464e-06,-1.953239e-06,1.9563046e-08,-7.9111225e-05,-3.231948e-07,-5.891123e-05,-4.767242e-07,-2.2200496e-07,-2.0315112e-05,-6.2240736e-07,2.955725e-08,-1.2777593e-06,2.1441315e-07,8.581942e-07,-6.0165927e-05,9.705042e-07,4.1668127e-06,-1.1121325e-05,-5.8096177e-09,-0.0,-3.0043188e-06,9.729599e-07,2.3824477e-05,1.7151307e-05,-1.7298193e-05,-0.0
GSM1594382,2.3121676e-05,2.0006496e-07,1.3027982e-05,2.808118e-05,1.4321704e-06,-5.341052e-07,2.9641164e-05,1.6543289e-09,4.7615214e-07,3.0598953e-06,7.5825665e-06,3.955609e-09,-3.5890876e-10,5.4327462e-05,2.1987488e-07,2.6848244e-07,4.6025278e-08,-2.6848213e-09,-3.6717522e-06,-3.555318e-08,-1.1834497e-06,-2.4186693e-07,-3.334977e-07,6.1299437e-07,1.56311e-05,2.0866046e-06,6.8162115e-07,-3.542587e-05,3.0875668e-05,4.676159e-06,0.0,9.864971e-09,2.624925e-06,1.264304e-06,-6.449898e-05,-5.149156e-08,3.362458e-06,5.283052e-06,1.2389933e-05,-4.5710363e-05,7.4660585e-07,-1.1661786e-08,1.8015239e-06,-3.513005e-06,9.386012e-06,-5.7255676e-07,-4.4579418e-05,-1.3281134e-05,9.5754285e-06,7.323698e-07,6.2243566e-07,1.4181157e-06,7.680607e-08,-2.4286983e-05,1.3750405e-08,-1.7558679e-07,-1.7086903e-10,-0.0010956142,-1.4362171e-06,-9.290495e-06,7.273752e-07,9.887436e-07,-1.6006468e-09,1.1335262e-08,1.4940157e-07,-1.0402844e-08,-3.1381845e-07,-7.780042e-09,-9.219126e-05,2.2437509e-05,1.92371e-05,2.0525684e-07,-2.3218881e-08,0.0,-8.4118496e-05,8.173692e-08,-6.0803573e-06,2.0091473e-07,-5.420884e-07,-3.7100202e-07,1.9448958e-06,-1.5002396e-06,-2.807033e-06,5.9203863e-08,-7.797915e-10,6.0895496e-07,-2.094642e-08,2.7222548e-08,-5.0222386e-08,-1.0472883e-07,-6.2124614e-05,-2.6631415e-08,2.3572617e-05,-0.00010897527,-3.7426705e-06,-4.9430096e-09,-1.5554594e-09,-1.4459339e-07,6.4127437e-07,6.3075413e-07,-2.8063343e-07,-1.2918354e-06,4.1312745e-07,8.272182e-05,1.1869804e-05,9.864408e-06,-3.1488025e-08,-2.1920953e-06,-3.0913527e-06,6.2099855e-07,-0.0001806284,-4.12049e-07,-2.176081e-05,4.2659386e-07,0.0,-2.4510433e-08,1.5218284e-06,8.253047e-06,6.5819777e-06,7.812257e-07,-4.5259998e-07,-1.743399e-06,-1.7788375e-06,1.7206503e-08,-8.292377e-05,-3.1976325e-07,-5.422912e-05,-4.844112e-07,-2.5718253e-07,-2.2417687e-05,-6.328569e-07,2.781117e-08,-1.3473959e-06,2.2934722e-07,8.835381e-07,-5.9539096e-05,1.0000557e-06,4.093005e-06,-1.028537e-05,-6.1848446e-09,-0.0,-3.3371168e-06,1.1117814e-06,2.3730798e-05,1.6305677e-05,-1.7401762e-05,-0.0
GSM1594395,2.890418e-05,2.0272643e-07,1.1746296e-05,2.7242311e-05,1.7894172e-06,-5.3488617e-07,2.9117375e-05,1.7922179e-09,4.7945247e-07,2.9323755e-06,7.5883563e-06,3.2823615e-09,-3.589144e-10,5.98301e-05,2.1344782e-07,2.853222e-07,9.62362e-08,-2.264097e-09,-4.017906e-06,-5.479561e-08,-1.1907149e-06,-2.7786854e-07,-3.7921154e-07,6.133085e-07,2.1850663e-05,1.9638157e-06,6.570012e-07,-3.3410142e-05,2.4484694e-05,5.163308e-06,0.0,9.356175e-09,2.843334e-06,1.2188904e-06,-6.2307816e-05,-7.212752e-08,3.9449023e-06,5.014126e-06,1.2698459e-05,-4.5004563e-05,1.120154e-06,-1.1120305e-08,1.8829863e-06,-3.4562145e-06,9.340965e-06,-4.6810024e-07,-4.5126562e-05,-1.4605266e-05,9.143195e-06,7.396782e-07,6.646597e-07,-7.0874353e-06,7.057466e-08,-2.2286755e-05,1.2762598e-08,-1.8207567e-07,-1.0692901e-10,-0.0010853527,-1.2708686e-06,-1.23891705e-05,6.938693e-07,9.92901e-07,-1.6159672e-09,1.007677e-08,1.4374449e-07,-1.10564375e-08,3.054109e-07,-7.6187e-09,-8.485448e-05,2.2104074e-05,1.8101648e-05,2.0899992e-07,-2.0421432e-08,0.0,-8.9637295e-05,8.315542e-08,-5.3686617e-06,6.804426e-08,-7.504799e-07,-4.010551e-07,1.9122567e-06,-1.3544864e-06,-2.819056e-06,6.009086e-08,-4.6798476e-10,5.951481e-07,-1.8523016e-08,1.1631075e-08,-5.3126186e-08,2.4207176e-07,-5.846904e-05,-2.7506625e-08,2.5083362e-05,-9.510492e-05,-4.352674e-06,-4.4851274e-09,-1.5554611e-09,-1.7835494e-07,6.672202e-07,6.4960915e-07,-3.923762e-07,-1.5433044e-06,4.81385e-07,8.0443075e-05,1.7516493e-05,9.297478e-06,-1.8233411e-08,-2.2761346e-06,-3.1216603e-06,5.7869215e-07,-0.00017684107,-5.6520133e-07,-2.1178246e-05,4.713949e-07,0.0,-3.3403907e-08,1.4875279e-06,8.396733e-06,6.6859925e-06,8.0010966e-07,-5.3619596e-07,-1.2060101e-06,-2.0320695e-06,1.8389345e-08,-7.986579e-05,-3.954521e-07,-6.485888e-05,-4.5302727e-07,-2.5763384e-07,-1.9689147e-05,-6.503624e-07,3.6073104e-08,-1.3256565e-06,2.1635981e-07,8.730591e-07,-6.0439834e-05,9.389891e-07,4.142585e-06,-1.2323157e-05,-1.9155022e-09,-0.0,-3.0667711e-06,8.6840186e-07,2.5164853e-05,1.819967e-05,-1.84596e-05,-0.0
GSM1594413,2.9160077e-05,2.1952637e-07,8.696447e-06,2.6346845e-05,1.475222e-06,-5.225199e-07,2.7040704e-05,1.654338e-09,4.978021e-07,2.9785438e-06,7.898261e-06,4.123936e-09,-4.1274736e-10,7.593104e-05,1.9971368e-07,2.867673e-07,6.246307e-08,-2.012186e-09,-3.6464423e-06,-5.4552082e-08,-7.911053e-07,-2.4882902e-07,-3.8897105e-07,7.3360434e-07,2.5008629e-05,1.7764371e-06,6.202114e-07,-3.0053068e-05,2.2096707e-05,5.2862506e-06,0.0,9.071992e-09,2.9388664e-06,1.2754259e-06,-6.792141e-05,-3.597999e-08,4.9024666e-06,5.124384e-06,1.2791701e-05,-4.029752e-05,1.0721613e-07,-1.0802628e-08,1.7862986e-06,-3.6059403e-06,9.347407e-06,-4.3904166e-07,-4.664367e-05,-1.5458445e-05,7.1927398e-06,7.734682e-07,8.467554e-07,-8.230314e-06,7.0248355e-08,-2.2053628e-05,9.3926875e-09,-1.8883954e-07,-9.83303e-11,-0.0010769963,-1.1240406e-06,-1.5632133e-05,7.36232e-07,1.118689e-06,-1.5549446e-09,8.816445e-09,1.3966343e-07,-1.23512995e-08,-4.8095484e-07,-7.293899e-09,-8.952662e-05,2.0681975e-05,1.7069902e-05,2.167566e-07,-1.7837845e-08,0.0,-8.917812e-05,6.408533e-08,-6.1222995e-06,2.2442231e-07,-5.651029e-07,-3.6962257e-07,2.0123798e-06,-1.1376102e-06,-2.9786868e-06,6.573993e-08,-4.680857e-10,5.1059584e-07,-1.9939131e-08,-4.853407e-10,-5.763652e-08,7.641117e-07,-5.6225625e-05,-3.2613016e-08,2.7393728e-05,-9.102584e-05,-4.694004e-06,-4.329877e-09,-1.5035518e-09,-1.2859181e-07,6.130643e-07,6.237006e-07,-3.5153005e-07,-1.7265297e-06,5.027944e-07,8.232783e-05,1.9318946e-05,9.363958e-06,-3.6295789e-09,-2.3118614e-06,-3.0255724e-06,6.8595716e-07,-0.0001659311,-5.65196e-07,-2.1355872e-05,4.921525e-07,0.0,-2.8665168e-08,1.7884267e-06,8.038109e-06,6.407344e-06,8.4934527e-07,-3.7860315e-07,-1.4819203e-06,-2.491796e-06,1.81575e-08,-7.816799e-05,-2.9635598e-07,-6.6288216e-05,-4.545269e-07,-3.2302498e-07,-1.945847e-05,-6.770058e-07,3.1126344e-08,-1.3699412e-06,2.2323374e-07,8.5278407e-07,-6.3282496e-05,9.595243e-07,4.0777095e-06,-1.0455886e-05,-7.9549356e-10,-0.0,-3.0163856e-06,9.066469e-07,2.570576e-05,3.1154505e-05,-1.9613242e-05,-0.0
GSM1594574,3.611813e-05,2.2507189e-07,1.0913489e-05,2.8163764e-05,8.7814317e-07,-5.10074e-07,2.7783422e-05,1.9990731e-09,4.7173862e-07,2.9127416e-06,7.2806374e-06,1.1783245e-09,-2.5124772e-10,6.9682035e-05,2.1338515e-07,2.9867334e-07,3.362405e-09,-2.3529068e-09,-3.5384742e-06,-6.772778e-08,-8.661317e-07,-2.5214405e-07,-3.8162113e-07,5.8480254e-07,2.091862e-05,1.7787933e-06,6.491416e-07,-3.0002966e-05,2.8867102e-05,5.0372146e-06,0.0,9.575471e-09,2.6691034e-06,1.3206072e-06,-6.22458e-05,-4.702394e-08,6.0643733e-06,5.2432265e-06,1.246844e-05,-4.434464e-05,9.601126e-07,-1.1159871e-08,1.7286648e-06,-3.4305867e-06,9.402531e-06,-5.143901e-07,-4.3365486e-05,-1.47189785e-05,8.7719345e-06,7.410052e-07,1.008152e-06,-5.118756e-06,7.174993e-08,-2.4168827e-05,1.0418881e-08,-1.855918e-07,-1.1767895e-10,-0.0011540843,-1.3723973e-06,-1.46044595e-05,6.5601495e-07,9.90353e-07,-1.4785027e-09,1.0076406e-08,1.5717869e-07,-1.1704836e-08,3.2769012e-07,-6.1595786e-09,-8.8101646e-05,2.297301e-05,1.775503e-05,2.0023313e-07,-1.9544618e-08,0.0,-8.179107e-05,6.022278e-08,-5.1079487e-06,1.9200267e-07,-9.0650536e-07,-3.647757e-07,1.7746561e-06,-1.3016468e-06,-2.9838516e-06,6.127468e-08,-7.800439e-10,5.307991e-07,-2.3720606e-08,6.6097465e-09,-4.637763e-08,-3.6118914e-07,-6.781091e-05,-3.010866e-08,2.4223325e-05,-0.00013089264,-4.285635e-06,-4.959017e-09,-1.5555663e-09,-1.5265528e-07,6.9469735e-07,6.59755e-07,-3.46983e-07,-1.5266186e-06,4.4147507e-07,8.010743e-05,1.6786038e-05,9.619056e-06,2.9547338e-09,-2.231601e-06,-3.0239883e-06,5.772453e-07,-0.0001928229,-5.173793e-07,-2.0973177e-05,4.6024564e-07,0.0,-3.3352848e-08,1.6440379e-06,8.371447e-06,6.990429e-06,7.405885e-07,-4.929275e-07,-1.423808e-07,-2.111311e-06,2.2635053e-08,-7.7371034e-05,-4.2023964e-07,-6.73532e-05,-4.7066482e-07,-2.633369e-07,-1.9159346e-05,-6.383841e-07,2.4380086e-08,-1.3407281e-06,2.2210976e-07,9.198033e-07,-6.060665e-05,1.0317044e-06,4.537014e-06,-1.022673e-05,-3.9566728e-09,-0.0,-2.974533e-06,9.4536364e-07,2.5528321e-05,1.4176319e-05,-1.788226e-05,-0.0
GSM1594579,3.6137717e-05,2.0835988e-07,1.2428252e-05,2.8458524e-05,1.0811814e-06,-5.354244e-07,3.014406e-05,1.7921767e-09,4.8863376e-07,3.1057707e-06,7.521422e-06,3.2822778e-09,-3.0507025e-10,4.8777103e-05,2.155335e-07,2.8074456e-07,6.888784e-08,-2.4944513e-09,-3.896928e-06,-5.573287e-08,-1.3022758e-06,-2.5073598e-07,-3.660227e-07,6.6228216e-07,2.7544307e-05,2.0299856e-06,6.695773e-07,-3.6044017e-05,2.9359904e-05,4.8120955e-06,0.0,9.6044825e-09,2.8453944e-06,1.2288655e-06,-6.7332374e-05,-7.459962e-08,2.6984128e-06,5.284939e-06,1.3079429e-05,-4.5059845e-05,5.0068496e-07,-1.169018e-08,2.1136555e-06,-3.3494903e-06,9.581613e-06,-5.383548e-07,-4.6238794e-05,-1.5494543e-05,9.223525e-06,7.2384495e-07,8.2249744e-07,-5.944812e-07,7.2859194e-08,-2.1802778e-05,1.0839105e-08,-1.7559542e-07,-1.1050756e-10,-0.0011060978,-1.3253897e-06,-1.1514645e-05,7.500923e-07,1.0035624e-06,-1.5549673e-09,1.0075992e-08,1.5992941e-07,-1.2354355e-08,3.854561e-07,-7.942287e-09,-8.3921674e-05,2.340076e-05,1.9453426e-05,2.0376285e-07,-2.1697229e-08,0.0,-8.35621e-05,1.14374785e-07,-4.798501e-06,2.782523e-07,-5.5805134e-07,-3.915883e-07,1.8411365e-06,-1.5149147e-06,-2.9160783e-06,5.9467478e-08,-4.679048e-10,5.816941e-07,-2.0326668e-08,1.3718907e-08,-5.0284488e-08,2.2769774e-07,-6.0184397e-05,-3.1407005e-08,2.4399447e-05,-0.000101493664,-4.254611e-06,-4.777532e-09,-1.6072431e-09,-1.5508148e-07,7.102776e-07,6.450974e-07,-3.8366136e-07,-1.5082533e-06,4.3168694e-07,8.47329e-05,1.8022101e-05,9.358572e-06,-1.0763151e-08,-2.2301065e-06,-3.1757104e-06,6.746175e-07,-0.00017674426,-5.4217315e-07,-2.041173e-05,4.199083e-07,0.0,-2.8964434e-08,1.546665e-06,8.713845e-06,6.7634837e-06,7.9905885e-07,-5.198988e-07,-1.4947179e-06,-2.3067073e-06,2.0979131e-08,-7.943101e-05,-2.8197815e-07,-5.641966e-05,-4.551525e-07,-2.5966804e-07,-2.093546e-05,-6.4735366e-07,3.7177028e-08,-1.30022e-06,2.2108162e-07,9.2642085e-07,-6.129335e-05,1.0060072e-06,4.0119617e-06,-1.0888256e-05,-3.6322616e-09,-0.0,-3.1846025e-06,8.867058e-07,2.4020508e-05,1.8439632e-05,-1.812057e-05,-0.0
