,R-HSA-1500931,R-HSA-168256,R-HSA-109582,R-HSA-8963743,R-HSA-73894,R-HSA-1640170,R-HSA-1430728,R-HSA-382551,R-HSA-1643685,R-HSA-5205647,R-HSA-112316,R-HSA-74160,R-HSA-1474244,R-HSA-1266738,R-HSA-1852241,R-HSA-5357801,R-HSA-1474165,R-HSA-4839726,R-HSA-69306,R-HSA-397014,R-HSA-5653656,R-HSA-162582,R-HSA-8953897,R-HSA-8953854,R-HSA-400253,R-HSA-392499
GSM1594225,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594258,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594263,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594313,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594516,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594549,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594584,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594590,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594597,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594679,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594731,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594755,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594810,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594865,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594988,-0.042,0.121,-0.06,-0.051,0.096,-0.084,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1595155,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1595185,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594224,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594253,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594266,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594282,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594335,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594358,-0.042,0.121,-0.06,-0.051,0.096,-0.084,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594391,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594462,-0.042,0.122,-0.06,-0.051,0.096,-0.084,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594551,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594575,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594586,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594587,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594589,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594600,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594621,-0.042,0.122,-0.06,-0.051,0.096,-0.084,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594639,-0.042,0.121,-0.06,-0.051,0.096,-0.084,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594680,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594708,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594841,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1594850,-0.042,0.121,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1595084,-0.042,0.122,-0.06,-0.051,0.096,-0.084,-0.131,-0.129,-0.028,-0.026,-0.044,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1595118,-0.042,0.122,-0.06,-0.051,0.096,-0.084,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1595157,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1595170,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.074,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
GSM1595208,-0.042,0.122,-0.06,-0.051,0.096,-0.085,-0.131,-0.129,-0.028,-0.026,-0.043,-0.037,0.001,-0.075,-0.053,0.068,-0.082,-0.058,-0.051,-0.126,0.067,0.02,0.107,-0.005,0.115,-0.054
