ind,Metabolism of nucleotides,Transcription from mitochondrial promoters,O2/CO2 exchange in erythrocytes,RNA Polymerase I Transcription,Surfactant metabolism,Elastic fibre formation,Abacavir transport and metabolism,Axon guidance,Diseases of metabolism,Base Excision Repair,Regulated Necrosis,Deadenylation-dependent mRNA decay,Transmission across Chemical Synapses,Iron uptake and transport,ECM proteoglycans,Signaling by Non-Receptor Tyrosine Kinases,Potassium Channels,Diseases of Mismatch Repair (MMR),Transmission across Electrical Synapses ,Keratinization,Unfolded Protein Response (UPR),"Plasma lipoprotein assembly, remodeling, and clearance",Degradation of the extracellular matrix,Macroautophagy,DNA Damage Bypass,Protein-protein interactions at synapses,Mitochondrial iron-sulfur cluster biogenesis,Epigenetic regulation of gene expression,mRNA Editing,Platelet Adhesion to exposed collagen,Metabolism of non-coding RNA,Metabolism of nitric oxide,Striated Muscle Contraction,NR1D1 (REV-ERBA) represses gene expression,Binding and Uptake of Ligands by Scavenger Receptors,Apoptosis,Integrin signaling,Metabolism of amino acids and derivatives,Signaling by Rho GTPases,Diseases of Immune System,Protein repair,Translation,Digestion,Amyloid fiber formation,Integration of energy metabolism,Inositol phosphate metabolism,Mismatch Repair,Fibronectin matrix formation,Factors involved in megakaryocyte development and platelet production,Cardiac conduction,Metabolism of vitamins and cofactors,Cell junction organization,Signaling by GPCR,Cytokine Signaling in Immune system,"Cell Cycle, Mitotic",Meiosis,Disorders of transmembrane transporters,Myogenesis,Infectious disease,Diseases of glycosylation,Chromatin modifying enzymes,Transcriptional regulation of white adipocyte differentiation,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Intestinal absorption,Chromosome Maintenance,Neurodegenerative Diseases,Collagen formation,Metabolism of carbohydrates,Non-integrin membrane-ECM interactions,Signal regulatory protein family interactions,Signaling by Hippo,Nephrin family interactions,Post-translational protein modification,Processing of Capped Intronless Pre-mRNA,Protein folding,Intracellular oxygen transport,Platelet homeostasis,Invadopodia formation,MAPK family signaling cascades,Dissolution of Fibrin Clot,Formation of Fibrin Clot (Clotting Cascade),Innate Immune System,DNA Damage Reversal,Signaling by Nuclear Receptors,M/G1 Transition,Signaling by Receptor Tyrosine Kinases,Membrane Trafficking,rRNA processing,Mitochondrial biogenesis,Signaling by WNT,Regulation of mRNA stability by proteins that bind AU-rich elements,Gene Silencing by RNA,mTOR signalling,Nonsense-Mediated Decay (NMD),Cytosolic iron-sulfur cluster assembly,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Ion channel transport,RNA Polymerase II Transcription,Fertilization,Death Receptor Signalling,Transcriptional regulation of pluripotent stem cells,Pyrophosphate hydrolysis,Smooth Muscle Contraction,Fanconi Anemia Pathway,Pink/Parkin Mediated Mitophagy,RNA Polymerase III Transcription,Intracellular signaling by second messengers,tRNA processing,Receptor Mediated Mitophagy,Regulation of beta-cell development,Signaling by TGF-beta family members,Mitochondrial calcium ion transport,Integrin cell surface interactions,Laminin interactions,SLC-mediated transmembrane transport,Response to metal ions,Metabolism of porphyrins,Miscellaneous transport and binding events,mRNA Capping,Cilium Assembly,ABC-family proteins mediated transport,Metabolism of lipids,"Platelet activation, signaling and aggregation",Reversible hydration of carbon dioxide,Adaptive Immune System,Cell Cycle Checkpoints,Signaling by NODAL,Synthesis of DNA,Cell surface interactions at the vascular wall,Nucleotide Excision Repair,Signaling by Hedgehog,Aquaporin-mediated transport,Diseases of signal transduction,Biological oxidations,RORA activates gene expression,Signaling by NOTCH,Processing of Capped Intron-Containing Pre-mRNA,Peptide hormone metabolism,The citric acid (TCA) cycle and respiratory electron transport,Peroxisomal protein import,Signaling by Leptin,Cellular responses to stress,Activation of HOX genes during differentiation,Mitochondrial protein import,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),DNA Double-Strand Break Repair,LGI-ADAM interactions
GSM1594225,3.924138e-06,-1.7093888e-07,2.0350822e-07,6.823512e-05,-2.0603296e-07,4.4462706e-08,-7.4909315e-07,3.8222524e-07,-2.646315e-07,7.167369e-06,4.860189e-07,2.1284698e-06,-5.160793e-07,-3.2152116e-08,1.408222e-07,-3.8256218e-07,-2.1412225e-07,-3.6860096e-10,-5.075013e-07,7.410075e-07,1.4794227e-07,5.6140393e-06,-1.3634838e-07,4.4235603e-06,1.3567778e-06,1.6162561e-05,1.06670415e-08,-7.52388e-05,4.8902763e-08,-2.226346e-07,6.97231e-08,-1.6685157e-09,-1.7019159e-09,-4.4843887e-08,7.2535505e-07,1.9388497e-07,6.2202445e-05,-9.4511023e-07,3.167883e-06,2.36884e-07,1.378226e-09,1.554902e-06,-1.30733415e-08,-1.3977877e-06,1.6804113e-06,4.5656273e-07,-1.8299959e-06,0.0,1.4519719e-08,-1.9684425e-09,3.0600577e-07,3.716167e-07,-9.8703495e-05,7.496199e-07,-2.802751e-07,2.04707e-08,-5.0102514e-08,-1.1574872e-09,-4.2327773e-07,-4.4887116e-08,-3.6910687e-06,3.5117204e-11,-2.46629e-09,0.0,2.0850109e-07,1.893702e-06,-4.346148e-08,4.32225e-05,-7.484883e-08,1.3735023e-08,3.4079676e-08,7.3066277e-09,-5.468463e-07,2.4470844e-06,-1.2490935e-06,0.0,-4.444964e-06,1.5380941e-08,-1.1844334e-07,1.7666912e-10,-3.906713e-06,6.775019e-05,-4.061614e-08,0.000103642524,-6.745582e-08,1.7385146e-05,1.5266146e-06,-2.7781532e-06,-1.0062014e-07,4.9422983e-05,3.3722512e-07,1.534532e-08,2.0876057e-06,3.2523299e-06,-1.5357923e-06,6.9030653e-10,2.4912063e-06,-7.073601e-07,-2.8060404e-07,-0.00019349674,2.355604e-09,1.3964709e-07,-8.573039e-08,-3.598065e-08,-3.1311406e-06,4.517252e-07,-6.735574e-05,-9.413999e-08,2.5697732e-06,-1.2861035e-07,4.175005e-06,-8.623631e-06,7.935981e-13,5.091991e-11,6.348649e-05,2.5462407e-08,-1.8796652e-07,-6.0847237e-06,1.0109187e-07,6.9328423e-09,8.279549e-07,-2.493035e-05,1.3148176e-05,-5.937128e-06,1.13335955e-05,6.699761e-05,-1.3656869e-09,2.2982572e-06,-4.3541488e-05,-5.219273e-06,0.00011578632,-9.672877e-06,-6.315949e-08,1.1203252e-06,-5.951745e-07,4.194994e-05,1.600879e-06,-4.3131445e-07,2.200956e-07,-1.8884368e-08,-1.1353644e-06,-5.298795e-05,-3.481582e-06,-7.817731e-09,-5.3104453e-05,-0.00018427322,-4.741668e-10
GSM1594258,4.1265534e-06,-1.7681572e-07,2.0361117e-07,6.6503155e-05,-2.0344596e-07,4.5917123e-08,-8.1925646e-07,-5.4771726e-07,-2.3479345e-07,7.2475495e-06,4.880638e-07,1.7608194e-06,-9.568769e-07,-2.9870638e-08,2.729166e-07,-4.3542448e-07,-2.214139e-07,-3.4818368e-10,-5.0585663e-07,7.1682234e-07,1.5045798e-07,6.7132473e-06,-1.4573381e-07,4.38792e-06,1.5069166e-06,1.8802917e-05,1.0811947e-08,-7.706958e-05,8.593239e-08,-2.2598354e-07,6.611109e-08,-1.8314458e-09,-1.77451e-08,-4.5137803e-08,6.8650786e-07,3.6981788e-07,5.5787616e-05,-1.0023456e-06,2.8416202e-06,2.1357029e-07,1.1249294e-09,1.5486015e-06,-1.2432693e-08,-1.4500689e-06,1.5585475e-06,4.5125165e-07,-1.9127738e-06,0.0,1.5594575e-08,1.3182383e-09,3.0396237e-07,6.1943183e-07,-9.8965545e-05,-2.1635083e-07,-3.5762147e-07,-2.883857e-08,-5.0109602e-08,4.5160656e-10,-4.5724636e-07,-4.247159e-08,-9.367945e-06,2.635202e-11,-2.4675813e-09,0.0,2.0697941e-07,1.7720818e-06,-4.298878e-08,4.057943e-05,-7.88319e-08,1.2215342e-08,3.198658e-08,7.1180972e-09,-1.4866578e-07,2.4564085e-06,-1.1379656e-06,0.0,-4.562101e-06,1.509059e-08,-1.141041e-07,1.7675882e-10,-3.5853013e-06,6.2437124e-05,-5.6757525e-08,0.000105265965,-7.876882e-08,1.8176974e-05,1.5537622e-06,-2.8078725e-06,-9.82829e-08,5.4424047e-05,3.5107755e-07,-7.6884317e-07,2.2306558e-06,3.2445992e-06,-1.6020227e-06,7.485339e-10,2.4565118e-06,1.7392646e-06,-2.9266747e-07,-0.00019050058,2.2393905e-09,1.3915357e-07,-8.2821174e-08,-1.32454145e-08,-3.2886771e-06,4.2102783e-07,-6.600503e-05,-9.2107065e-08,2.4627034e-06,-1.2907033e-07,4.3584014e-06,-8.490698e-06,7.9401633e-13,5.0946743e-11,6.467303e-05,2.5039556e-08,-1.9501269e-07,-5.923568e-06,9.3957915e-08,6.748727e-09,8.1184754e-07,-2.5203839e-05,1.5283782e-05,-5.984234e-06,1.9030389e-06,7.044768e-05,-1.4511411e-09,2.326368e-06,-4.268784e-05,-6.0269076e-06,0.00011601458,-9.706986e-06,-2.9097997e-08,1.0966609e-06,-5.665042e-07,4.6143177e-05,1.1145179e-06,-4.3411555e-07,2.312098e-07,-1.9453196e-08,-1.1696984e-06,-5.1989566e-05,-5.335771e-06,-7.214979e-09,-5.291141e-05,-0.00020088076,-4.3129178e-10
GSM1594263,3.9404695e-06,-1.9056138e-07,2.0111348e-07,7.041689e-05,-2.0004028e-07,4.7001638e-08,-7.7599736e-07,-3.2653578e-08,-2.2237452e-07,7.401899e-06,4.9000903e-07,1.7044317e-06,-7.2223463e-07,-3.2173443e-08,1.3575452e-07,-3.868916e-07,-2.3167401e-07,-3.519943e-10,-4.971516e-07,7.0549925e-07,1.54708e-07,6.11316e-06,-1.3127007e-07,4.231213e-06,1.2527952e-06,1.7007798e-05,1.14075585e-08,-7.79645e-05,2.793059e-08,-2.1539816e-07,7.064288e-08,-1.6341744e-09,-1.0128331e-08,-4.5953556e-08,7.150698e-07,3.7113145e-07,5.3809144e-05,-9.73209e-07,2.7221627e-06,2.2196437e-07,1.742029e-09,1.6739797e-06,-1.0879765e-08,-1.4935968e-06,1.5268149e-06,4.5500877e-07,-2.0000007e-06,0.0,1.3878875e-08,-2.521202e-10,3.1654446e-07,7.153736e-07,-0.000104098726,1.4729859e-06,-2.725847e-07,-1.4544416e-08,-5.1078494e-08,-9.753361e-09,-3.9694805e-07,-4.354324e-08,-5.4828165e-06,3.513918e-11,-3.2904641e-09,0.0,2.2460408e-07,1.922584e-06,-4.2619906e-08,4.0189312e-05,-8.658275e-08,1.4349713e-08,3.3573517e-08,8.655146e-09,-7.824288e-08,2.5146205e-06,-1.2468868e-06,0.0,-4.9601067e-06,1.559589e-08,-1.16080166e-07,1.7677868e-10,-3.518928e-06,6.893281e-05,-5.9033347e-08,0.00011231011,-6.920418e-08,1.9314952e-05,1.5304754e-06,-2.9647208e-06,-9.0104955e-08,4.535317e-05,3.0243183e-07,-1.1107504e-06,2.120276e-06,3.2398702e-06,-1.7130875e-06,7.720078e-10,2.3281373e-06,-5.839131e-08,-3.1312769e-07,-0.00017979574,2.2217586e-09,1.457086e-07,-8.332244e-08,-7.40454e-08,-3.284219e-06,4.5611458e-07,-6.942531e-05,-9.4750696e-08,2.4733158e-06,-1.2900858e-07,4.4770095e-06,-8.1844655e-06,7.941007e-13,6.36902e-11,6.357856e-05,2.4459503e-08,-1.8673425e-07,-6.224346e-06,1.0992891e-07,7.2968693e-09,9.889708e-07,-2.4399751e-05,1.1475495e-05,-5.610211e-06,6.3439525e-06,7.308616e-05,-1.4621341e-09,2.370268e-06,-4.453461e-05,-6.523275e-06,0.00011721013,-1.0125368e-05,-7.39968e-09,1.1315562e-06,-5.9708873e-07,4.3975393e-05,1.7844948e-06,-4.5716257e-07,2.145221e-07,-2.4975899e-08,-1.2929839e-06,-5.6216373e-05,-5.7524635e-06,-7.5474995e-09,-5.5835586e-05,-0.00019191572,-4.3133047e-10
GSM1594313,4.0076384e-06,-1.7208563e-07,1.9732454e-07,6.760309e-05,-1.982258e-07,4.8712366e-08,-7.8775497e-07,-8.7420636e-07,-2.5567562e-07,7.4336062e-06,4.6388445e-07,1.5846185e-06,-8.5119785e-07,-2.7118391e-08,-4.3420172e-07,-3.3701735e-07,-2.3277198e-07,-3.593501e-10,-4.956874e-07,7.057305e-07,1.4579035e-07,7.202437e-06,-1.5133735e-07,4.446991e-06,1.6207044e-06,1.8466022e-05,1.0602189e-08,-7.740703e-05,6.9776306e-08,-2.0989404e-07,6.5685036e-08,-1.8106745e-09,-6.543534e-09,-4.298306e-08,7.785898e-07,2.4856976e-07,6.46147e-05,-9.5212135e-07,2.7410183e-06,2.2415054e-07,1.1977346e-09,1.5297111e-06,-1.0491927e-08,-1.3292912e-06,1.5317252e-06,4.3339557e-07,-1.8158534e-06,0.0,1.7871937e-08,-2.6632043e-09,2.9652193e-07,2.1155778e-07,-9.4744995e-05,-1.0114328e-06,-3.5173875e-07,-5.8920318e-08,-4.792424e-08,-5.863534e-09,-3.6739556e-07,-4.57673e-08,-8.47049e-06,2.6356337e-11,-3.290698e-09,0.0,2.0268124e-07,1.8383979e-06,-4.7376112e-08,4.201507e-05,-7.6946456e-08,1.0639398e-08,3.26255e-08,8.273838e-09,-1.2033943e-06,2.4035169e-06,-1.2259967e-06,0.0,-4.3862747e-06,1.5298474e-08,-1.1902683e-07,1.7679001e-10,-3.9059983e-06,7.037464e-05,-5.0636014e-08,0.000102254904,-6.714748e-08,1.9447682e-05,1.46777e-06,-2.6627488e-06,-9.202749e-08,4.926874e-05,3.482709e-07,7.431763e-07,2.0369944e-06,3.1679017e-06,-1.3763182e-06,6.4646266e-10,2.1669584e-06,2.24885e-06,-3.0622166e-07,-0.00018751316,2.3425657e-09,1.4089255e-07,-8.2835726e-08,1.3179651e-07,-3.2901737e-06,3.5391025e-07,-7.2931216e-05,-9.1756064e-08,2.6524183e-06,-1.282848e-07,4.251511e-06,-8.423005e-06,1.0588749e-12,5.095572e-11,6.154935e-05,2.5335103e-08,-1.7655421e-07,-5.763809e-06,1.020086e-07,6.1787038e-09,8.4092477e-07,-2.3835442e-05,1.656188e-05,-6.06291e-06,9.633135e-06,6.493702e-05,-1.3297063e-09,2.2987697e-06,-4.4391483e-05,-6.560425e-06,0.00011645614,-1.0802674e-05,1.2157626e-08,1.0819182e-06,-5.756078e-07,4.4991488e-05,7.8789225e-07,-4.2274328e-07,2.2009976e-07,-1.806797e-08,-9.971462e-07,-4.9737864e-05,-5.4554835e-06,-7.6362845e-09,-5.6212248e-05,-0.00019559883,-4.3136242e-10
GSM1594516,3.8220423e-06,-1.8588506e-07,2.0864273e-07,6.739625e-05,-2.0700402e-07,4.493252e-08,-7.862097e-07,-2.256761e-07,-2.2516824e-07,7.1651643e-06,4.903598e-07,1.8829246e-06,-6.90248e-07,-3.0326248e-08,6.4749906e-07,-3.921177e-07,-2.3018526e-07,-3.473524e-10,-4.924098e-07,6.2493774e-07,1.4326707e-07,5.177774e-06,-1.3273511e-07,4.236956e-06,1.4468951e-06,1.6972846e-05,1.1644679e-08,-7.629714e-05,4.8481603e-08,-2.0331123e-07,6.333064e-08,-1.6903472e-09,-1.155981e-08,-4.6033218e-08,6.1393024e-07,4.417643e-07,6.0298218e-05,-9.762142e-07,3.2020575e-06,2.2816437e-07,1.3062179e-09,1.5376052e-06,-1.2301705e-08,-1.482139e-06,1.4315774e-06,4.3899416e-07,-1.9514698e-06,0.0,1.5964233e-08,-5.146288e-10,2.6601666e-07,5.003353e-07,-0.000100608144,2.702057e-06,-3.572462e-07,-1.1552878e-08,-5.215863e-08,-2.1460844e-08,-4.9761655e-07,-5.390927e-08,-9.593839e-06,0.0,-2.467286e-09,0.0,2.2196585e-07,1.8718407e-06,-4.39203e-08,4.1473224e-05,-7.905522e-08,1.2621001e-08,3.483255e-08,9.81025e-09,-4.757257e-07,2.4217125e-06,-1.2429592e-06,0.0,-4.868923e-06,1.5107394e-08,-1.1854681e-07,1.7674064e-10,-4.328906e-06,6.787325e-05,-4.7896936e-08,0.00010349656,-8.2954486e-08,1.8386652e-05,1.4434669e-06,-2.7712003e-06,-1.01141445e-07,5.294858e-05,3.5863764e-07,-6.158924e-07,2.030223e-06,3.2450157e-06,-1.416021e-06,7.2874795e-10,2.2138206e-06,1.6034359e-06,-2.7531848e-07,-0.00018976835,2.3292768e-09,1.3771006e-07,-8.49775e-08,6.723695e-08,-3.0907777e-06,4.3859524e-07,-6.649933e-05,-9.564762e-08,2.5481502e-06,-1.3240057e-07,4.232175e-06,-8.366332e-06,1.0585587e-12,6.367563e-11,5.4710436e-05,2.5618853e-08,-1.9187493e-07,-6.0364846e-06,1.06416536e-07,7.2346893e-09,8.076112e-07,-2.3441971e-05,1.614533e-05,-5.5104933e-06,1.5203683e-06,6.358433e-05,-1.4444265e-09,2.3312514e-06,-4.376847e-05,-5.8261253e-06,0.00011905369,-1.10007795e-05,-1.4504551e-08,1.1026465e-06,-5.77633e-07,4.3252483e-05,1.172403e-06,-4.2405387e-07,2.2613405e-07,-2.4585844e-08,-1.2058305e-06,-5.3265892e-05,-5.8532437e-06,-7.549272e-09,-5.309074e-05,-0.00019398224,-4.7435605e-10
GSM1594549,4.1702997e-06,-1.5756044e-07,2.0873372e-07,6.3079235e-05,-2.0044368e-07,4.738521e-08,-8.4441416e-07,-2.123631e-06,-2.6688326e-07,7.329834e-06,5.088007e-07,2.3621085e-06,-1.1926612e-06,-3.125885e-08,-4.4208206e-09,-4.2446962e-07,-2.2793517e-07,-3.437238e-10,-5.1686027e-07,7.004032e-07,1.4932834e-07,9.202431e-06,-1.5077588e-07,4.4328444e-06,1.4172339e-06,1.7834884e-05,1.0695194e-08,-7.6319266e-05,4.131383e-08,-1.9988362e-07,6.627375e-08,-1.6979943e-09,-4.8408095e-09,-4.2445784e-08,5.7116455e-07,2.5431208e-07,6.1196246e-05,-1.2994772e-06,2.2321462e-06,2.2398036e-07,1.3430104e-09,1.5555036e-06,-1.2306329e-08,-1.4434218e-06,1.5946031e-06,4.418423e-07,-1.8932334e-06,0.0,1.467019e-08,2.752723e-09,2.8635213e-07,7.127429e-07,-0.00010103145,-5.970147e-07,-3.6505898e-07,-3.948596e-08,-4.8783278e-08,-1.8686727e-08,-3.6618502e-07,-4.209595e-08,-7.749897e-06,5.271708e-11,-2.4682039e-09,0.0,2.0597899e-07,1.8153671e-06,-4.3210175e-08,4.2579482e-05,-7.910823e-08,1.236685e-08,3.442348e-08,8.271591e-09,-2.0027662e-06,2.3572097e-06,-1.1922234e-06,0.0,-5.07074e-06,1.5150386e-08,-1.17902864e-07,1.7680538e-10,-3.9431898e-06,7.138663e-05,-5.3365177e-08,0.00010252037,-5.9730816e-08,1.7869965e-05,1.4835541e-06,-2.847426e-06,-8.57173e-08,5.0620252e-05,3.310298e-07,-1.5079759e-07,2.2350107e-06,3.0798824e-06,-1.537123e-06,6.5636596e-10,2.2519118e-06,1.0925362e-06,-3.0700943e-07,-0.0001875123,2.2787632e-09,1.3519211e-07,-8.3236365e-08,-1.1074528e-07,-3.3888718e-06,3.7509096e-07,-7.200813e-05,-9.586697e-08,2.5653758e-06,-1.3171805e-07,4.406536e-06,-8.365897e-06,1.0589564e-12,5.095964e-11,6.348643e-05,2.5482683e-08,-2.0783945e-07,-6.335119e-06,9.271304e-08,6.8063364e-09,1.0717741e-06,-2.3290655e-05,1.8756027e-05,-6.2063377e-06,2.3719698e-05,6.650922e-05,-1.4710563e-09,2.2701965e-06,-4.3358927e-05,-5.8940536e-06,0.00011553066,-1.4108776e-05,1.23233e-08,9.977607e-07,-5.624759e-07,4.6041834e-05,1.3353822e-06,-4.1802787e-07,2.0184403e-07,-1.9161275e-08,-1.166422e-06,-5.0962164e-05,-4.8061574e-06,-7.3350965e-09,-5.2702362e-05,-0.0002009993,-3.8825865e-10
GSM1594584,3.9864763e-06,-1.7640562e-07,1.9356398e-07,6.911003e-05,-2.0929475e-07,4.9073805e-08,-7.9460017e-07,-1.1188566e-06,-2.6235148e-07,7.29893e-06,4.9054705e-07,1.8853082e-06,-7.2219996e-07,-3.0341177e-08,2.2725858e-07,-4.378933e-07,-2.274318e-07,-3.5446576e-10,-4.8509213e-07,6.954142e-07,1.464451e-07,6.5656513e-06,-1.4013628e-07,4.1650214e-06,1.1717518e-06,1.8403352e-05,1.0385641e-08,-7.9680074e-05,6.8668804e-08,-2.228334e-07,6.628191e-08,-1.670085e-09,-4.393125e-09,-4.353254e-08,6.6379613e-07,2.3738083e-07,6.41764e-05,-9.933518e-07,2.8154789e-06,2.2206294e-07,1.5610033e-09,1.5884823e-06,-1.1660058e-08,-1.4373917e-06,1.6151461e-06,4.4711993e-07,-1.980528e-06,0.0,1.3929091e-08,-2.795092e-09,2.870108e-07,7.651472e-07,-0.00010566021,4.0199322e-07,-3.120983e-07,-3.1805737e-08,-4.9373075e-08,2.0235634e-08,-4.187554e-07,-4.492814e-08,-6.2888275e-06,3.514912e-11,-2.4685076e-09,0.0,2.153e-07,1.8575183e-06,-4.3663828e-08,4.185036e-05,-7.661818e-08,1.201375e-08,3.548354e-08,8.273759e-09,-6.4776583e-07,2.4966673e-06,-1.3136357e-06,0.0,-4.662993e-06,1.5525487e-08,-1.1579614e-07,1.768269e-10,-3.5136745e-06,6.611487e-05,-5.496125e-08,0.00010507079,-8.495658e-08,2.0393187e-05,1.5014672e-06,-2.816293e-06,-1.0027248e-07,5.5021756e-05,3.580977e-07,-3.772711e-07,1.9759152e-06,3.307331e-06,-1.6593257e-06,7.771439e-10,2.3912683e-06,4.6046588e-07,-2.967124e-07,-0.00017800977,2.1331978e-09,1.4206053e-07,-8.442876e-08,5.435991e-09,-3.245577e-06,4.574235e-07,-5.5066135e-05,-9.318315e-08,2.626825e-06,-1.462087e-07,4.291345e-06,-8.412511e-06,5.2954434e-13,6.3707505e-11,5.8523176e-05,2.3738334e-08,-1.8562326e-07,-6.0817447e-06,9.801091e-08,6.5755024e-09,9.264892e-07,-2.488789e-05,1.4313569e-05,-5.8188643e-06,8.338956e-06,7.006962e-05,-1.393006e-09,2.2888426e-06,-4.2847947e-05,-6.528456e-06,0.00011692923,-1.1317607e-05,-2.181748e-08,1.1618899e-06,-5.86268e-07,4.6389825e-05,1.480473e-06,-4.2331007e-07,2.3017456e-07,-2.6468213e-08,-1.0694297e-06,-5.4052143e-05,-6.4104424e-06,-7.535489e-09,-5.70177e-05,-0.00019599665,-4.3145248e-10
GSM1594590,3.971224e-06,-1.8781702e-07,1.9853172e-07,6.7690875e-05,-2.0517076e-07,4.759644e-08,-7.578353e-07,-4.2940826e-07,-2.326973e-07,7.457169e-06,5.07707e-07,1.4211407e-06,-7.0873085e-07,-3.0786513e-08,-1.69891e-07,-4.2421937e-07,-2.1564398e-07,-3.4916506e-10,-5.0293033e-07,7.5436554e-07,1.5109624e-07,6.0960456e-06,-1.2945902e-07,4.2025904e-06,1.1861669e-06,1.7331984e-05,1.1458325e-08,-7.769256e-05,7.306658e-08,-2.3483034e-07,7.03391e-08,-1.6690734e-09,-1.0574764e-08,-4.4504624e-08,6.74134e-07,3.567625e-07,6.125546e-05,-9.383275e-07,2.9855303e-06,2.2088406e-07,1.5603178e-09,1.6058668e-06,-1.1395992e-08,-1.496168e-06,1.4460135e-06,4.5169253e-07,-1.9887873e-06,0.0,1.4944026e-08,2.2056925e-09,3.3709262e-07,8.458865e-07,-0.00010548027,2.1699216e-06,-3.1110054e-07,8.637923e-09,-5.2467886e-08,5.972858e-09,-4.3087024e-07,-4.5361567e-08,-5.773371e-06,3.5132855e-11,-2.4674314e-09,0.0,2.2094349e-07,1.8486755e-06,-4.1893333e-08,4.0556424e-05,-8.8776204e-08,1.3944729e-08,3.2723573e-08,8.65645e-09,-5.609631e-07,2.4930466e-06,-1.3770234e-06,0.0,-4.8505817e-06,1.5220296e-08,-1.1506022e-07,1.7674964e-10,-3.5814453e-06,6.476497e-05,-6.197466e-08,0.00010933311,-1.01393944e-07,1.9724164e-05,1.5160883e-06,-2.9487821e-06,-9.116186e-08,4.548939e-05,3.3441668e-07,-5.9991174e-07,1.985102e-06,3.3102426e-06,-1.6885028e-06,8.1004525e-10,2.3147707e-06,1.0679479e-06,-3.0251167e-07,-0.0001810837,2.334629e-09,1.4339993e-07,-8.4096655e-08,-1.2972758e-07,-3.2035891e-06,4.6114005e-07,-6.265033e-05,-9.724544e-08,2.702562e-06,-1.3042722e-07,4.296175e-06,-8.78002e-06,7.939709e-13,5.0943832e-11,6.7245914e-05,2.4018773e-08,-1.7930665e-07,-6.3728417e-06,9.712271e-08,7.395736e-09,1.1030057e-06,-2.482051e-05,1.4161143e-05,-5.4963193e-06,9.747789e-06,7.1135095e-05,-1.4401493e-09,2.3599534e-06,-4.4325316e-05,-6.435247e-06,0.00011799386,-1.1213953e-05,-3.5810366e-08,1.0533914e-06,-6.027001e-07,4.3330652e-05,1.7748426e-06,-4.3854965e-07,2.3202762e-07,-2.8412884e-08,-1.2329891e-06,-5.6349632e-05,-4.3373284e-06,-7.4439805e-09,-5.5399352e-05,-0.0001847923,-4.743781e-10
GSM1594597,3.8521607e-06,-1.8216721e-07,1.8090044e-07,6.502909e-05,-2.046297e-07,4.45294e-08,-7.905023e-07,-2.580961e-08,-2.2663413e-07,7.665316e-06,4.802738e-07,1.5409629e-06,-8.995243e-07,-3.1258484e-08,9.880221e-08,-4.4585954e-07,-2.2958675e-07,-3.5606237e-10,-5.197016e-07,6.9960885e-07,1.5193133e-07,5.4380503e-06,-1.3204892e-07,4.261164e-06,1.2562883e-06,1.7955454e-05,1.08032205e-08,-7.605083e-05,7.008638e-08,-2.2421735e-07,6.862008e-08,-1.7687889e-09,-1.2910767e-08,-4.4074536e-08,6.837498e-07,3.9507964e-07,6.0331164e-05,-8.9904216e-07,2.7298706e-06,2.248559e-07,1.3795151e-09,1.5905272e-06,-1.1401262e-08,-1.4645955e-06,1.4466443e-06,4.5682535e-07,-2.0272714e-06,0.0,1.3836487e-08,8.616688e-10,3.2850642e-07,6.9004534e-07,-0.00010610394,4.9848774e-07,-2.507856e-07,1.6099875e-09,-4.9921038e-08,-1.6048102e-09,-4.4757567e-07,-4.480829e-08,-6.7264186e-06,0.0,-2.4685887e-09,0.0,2.2761171e-07,1.8052025e-06,-4.1756607e-08,4.073828e-05,-8.359602e-08,1.3029566e-08,3.2632972e-08,8.657057e-09,-8.496789e-07,2.4708222e-06,-1.2568358e-06,0.0,-4.603692e-06,1.5675239e-08,-1.150716e-07,1.7683018e-10,-3.9733986e-06,7.336776e-05,-5.2237127e-08,0.00010609926,-5.81037e-08,1.8706942e-05,1.4904927e-06,-2.802722e-06,-9.596269e-08,5.0319028e-05,3.2854604e-07,-1.0060779e-06,2.0226166e-06,3.2745197e-06,-1.6617162e-06,7.710072e-10,2.3690625e-06,4.2169512e-07,-2.9390205e-07,-0.00019204071,2.3682958e-09,1.4149393e-07,-8.4234074e-08,-1.4949327e-07,-3.2407872e-06,4.7251788e-07,-6.11573e-05,-9.422772e-08,2.5519566e-06,-1.3364487e-07,4.3167606e-06,-8.602224e-06,7.943402e-13,5.0967525e-11,6.5777735e-05,2.4030179e-08,-1.8265754e-07,-6.0186326e-06,1.0139756e-07,7.122935e-09,9.877288e-07,-2.4209121e-05,1.4940454e-05,-5.675737e-06,7.532535e-06,7.075726e-05,-1.4256387e-09,2.3931482e-06,-4.3947737e-05,-6.5464405e-06,0.00011767891,-1.033909e-05,-2.8736578e-08,1.0729888e-06,-5.7903526e-07,4.1831565e-05,1.8890127e-06,-4.4425317e-07,2.2564682e-07,-2.9486e-08,-1.234577e-06,-5.551171e-05,-6.2806325e-06,-7.68386e-09,-5.402319e-05,-0.00018634055,-4.7460935e-10
