ind,Signaling by TGF-beta family members,Signaling by GPCR,rRNA processing,Nucleotide Excision Repair,Signaling by Non-Receptor Tyrosine Kinases,Protein folding,Signaling by NOTCH,Deadenylation-dependent mRNA decay,Cytosolic iron-sulfur cluster assembly,Cell junction organization,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),mRNA Capping,RNA Polymerase III Transcription,Transmission across Chemical Synapses,Potassium Channels,DNA Double-Strand Break Repair,RORA activates gene expression,Innate Immune System,Factors involved in megakaryocyte development and platelet production,Infectious disease,"Plasma lipoprotein assembly, remodeling, and clearance",ECM proteoglycans,Response to metal ions,Ion channel transport,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Processing of Capped Intronless Pre-mRNA,Fertilization,Abacavir transport and metabolism,Biological oxidations,NR1D1 (REV-ERBA) represses gene expression,Digestion,The citric acid (TCA) cycle and respiratory electron transport,mTOR signalling,Signaling by WNT,Fanconi Anemia Pathway,Integrin signaling,Metabolism of porphyrins,tRNA processing,Apoptosis,Axon guidance,Nephrin family interactions,SLC-mediated transmembrane transport,Epigenetic regulation of gene expression,Laminin interactions,Diseases of glycosylation,Death Receptor Signalling,Reversible hydration of carbon dioxide,Formation of Fibrin Clot (Clotting Cascade),Peroxisomal protein import,Transcriptional regulation of white adipocyte differentiation,Collagen formation,Protein repair,Metabolism of lipids,Neurodegenerative Diseases,Metabolism of nitric oxide,Diseases of signal transduction,Peptide hormone metabolism,Integration of energy metabolism,Regulation of mRNA stability by proteins that bind AU-rich elements,M/G1 Transition,Translation,LGI-ADAM interactions,Inositol phosphate metabolism,Cilium Assembly,Activation of HOX genes during differentiation,Signaling by Leptin,Transcriptional regulation of pluripotent stem cells,Base Excision Repair,Meiosis,ABC-family proteins mediated transport,Chromatin modifying enzymes,Myogenesis,Degradation of the extracellular matrix,Non-integrin membrane-ECM interactions,Signaling by NODAL,Pink/Parkin Mediated Mitophagy,Cytokine Signaling in Immune system,Processing of Capped Intron-Containing Pre-mRNA,Synthesis of DNA,Protein-protein interactions at synapses,Receptor Mediated Mitophagy,Invadopodia formation,Surfactant metabolism,Metabolism of carbohydrates,RNA Polymerase I Transcription,Metabolism of non-coding RNA,Metabolism of nucleotides,Metabolism of amino acids and derivatives,Keratinization,Regulation of beta-cell development,Cell surface interactions at the vascular wall,Gene Silencing by RNA,Platelet Adhesion to exposed collagen,Signaling by Nuclear Receptors,Signaling by Rho GTPases,Intracellular signaling by second messengers,Mitochondrial biogenesis,Chromosome Maintenance,DNA Damage Bypass,Platelet homeostasis,O2/CO2 exchange in erythrocytes,Mitochondrial protein import,Pyrophosphate hydrolysis,Transmission across Electrical Synapses ,mRNA Editing,Cardiac conduction,Metabolism of vitamins and cofactors,Miscellaneous transport and binding events,Nonsense-Mediated Decay (NMD),RNA Polymerase II Transcription,Intestinal absorption,Fibronectin matrix formation,Signaling by Receptor Tyrosine Kinases,Smooth Muscle Contraction,Dissolution of Fibrin Clot,Diseases of Immune System,Transcription from mitochondrial promoters,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Striated Muscle Contraction,Mitochondrial calcium ion transport,Elastic fibre formation,Iron uptake and transport,Mitochondrial iron-sulfur cluster biogenesis,Macroautophagy,Aquaporin-mediated transport,Signal regulatory protein family interactions,Intracellular oxygen transport,"Platelet activation, signaling and aggregation",Mismatch Repair,Unfolded Protein Response (UPR),Signaling by Hedgehog,DNA Damage Reversal,Adaptive Immune System,Amyloid fiber formation,Signaling by Hippo,"Cell Cycle, Mitotic",MAPK family signaling cascades,Binding and Uptake of Ligands by Scavenger Receptors,Integrin cell surface interactions,Diseases of Mismatch Repair (MMR),Disorders of transmembrane transporters,Membrane Trafficking,Diseases of metabolism,Cell Cycle Checkpoints,Post-translational protein modification,Regulated Necrosis,Cellular responses to stress
GSM1594221,2.2226034e-07,1.6198754e-07,7.694171e-06,-1.5177999e-07,4.757666e-07,5.2544533e-06,4.088192e-06,9.035139e-05,8.8971414e-11,5.16382e-08,4.3489727e-06,-6.119923e-07,2.2944658e-07,1.8322902e-06,-6.088185e-08,1.9477536e-06,-1.6259469e-10,0.0039968663,-1.0909184e-08,-4.204686e-07,-1.0215044e-06,2.5887862e-06,-5.2772314e-10,8.66435e-06,3.907102e-06,-2.5609628e-08,2.4734492e-09,-6.145284e-08,6.1792075e-06,9.612747e-10,7.4874265e-08,8.260414e-08,-2.2869406e-07,4.0743605e-05,-5.396081e-06,3.2181265e-07,-4.636437e-07,9.227621e-07,2.6657583e-05,0.001159749,-4.0177714e-08,6.322703e-06,-7.342572e-06,-5.4488405e-09,3.1383925e-06,2.018414e-06,-4.825731e-07,-1.2003449e-06,-1.46323265e-08,-3.7599924e-07,-1.5397221e-07,1.2018611e-08,-7.723387e-06,5.2510574e-09,1.474888e-06,-1.4432271e-05,7.1589193e-07,3.4290932e-07,-8.973851e-09,-1.1238406e-05,-8.236775e-06,3.1361275e-10,-6.019377e-07,1.8562641e-06,-6.687558e-07,4.443511e-10,1.3509066e-09,-4.164637e-06,2.356041e-07,-6.529762e-07,-4.4137104e-07,1.4657186e-08,1.5128904e-07,-1.6550766e-06,-0.0,1.7666527e-05,-0.00017200844,-8.946191e-06,6.665777e-08,8.661563e-07,6.889871e-08,0.0,1.5604232e-06,-6.8986546e-06,1.4463955e-06,7.2596396e-07,-2.9744264e-08,-1.6325855e-06,-1.2963404e-06,8.8735646e-08,5.0049366e-08,2.119682e-06,2.404665e-07,1.1189206e-06,-3.4134775e-06,-6.733283e-07,-1.627221e-06,-7.1441394e-07,8.8005065e-05,3.8133035e-08,3.5840844e-07,2.965678e-05,8.1769724e-10,1.4307561e-08,-1.3145174e-07,2.6104087e-06,-5.1761548e-05,-9.792156e-08,-1.396338e-07,-1.5622082e-06,0.0,0.0,-7.9418736e-05,5.691939e-07,-0.0,1.8083104e-07,-2.5573067e-08,7.573016e-08,8.423055e-06,-5.4161734e-07,2.5238712e-08,-0.0,-1.8811896e-07,5.183586e-07,2.754877e-05,1.1022406e-05,0.0,4.0109107e-06,1.6413547e-07,-8.909042e-07,9.358011e-06,1.3544424e-10,0.0006764654,-1.075328e-06,-1.9337722e-06,-0.00038228274,1.7463984e-05,1.1247101e-07,1.00860284e-07,5.2512117e-08,8.4591e-07,4.9738396e-06,7.233398e-09,4.189204e-06,-0.0009322519,-1.797052e-05,-8.10326e-06
GSM1594225,2.0972628e-07,1.6988929e-07,7.964833e-06,-1.3983552e-07,4.558645e-07,5.0357366e-06,4.300351e-06,8.593993e-05,-7.919144e-09,4.6986088e-08,5.2188648e-06,-5.90559e-07,2.2532217e-07,1.9051945e-06,-6.138567e-08,2.0845553e-06,-1.6260882e-10,0.0038973503,-9.721681e-09,1.6871725e-07,-9.749408e-07,2.36504e-06,-6.785646e-10,5.7423854e-06,3.475855e-06,-2.3149052e-08,2.5438847e-09,-5.357892e-08,6.3245407e-06,1.281811e-09,7.3543625e-08,5.8372443e-08,-2.2630658e-07,4.0418137e-05,-5.1703746e-06,2.0118483e-07,-4.890529e-07,9.94992e-07,2.4246536e-05,0.001112891,-4.544789e-08,5.811912e-06,-7.881446e-06,-4.985191e-09,3.117876e-06,1.9351708e-06,-4.866102e-07,-1.1590804e-06,-1.4542478e-08,-3.9672133e-07,-1.4975096e-07,1.0735364e-08,-7.9118545e-06,6.363105e-09,1.448223e-06,-1.42914e-05,9.292996e-07,4.4369972e-07,-9.205323e-09,-1.0362731e-05,-8.382158e-06,1.5683002e-10,-5.9331484e-07,1.940648e-06,-2.4112387e-07,4.4437254e-10,1.3511103e-09,-4.273682e-06,-1.5939198e-06,-5.4732567e-07,-4.318424e-07,1.5590931e-08,1.4355523e-07,-1.5476002e-06,-0.0,1.7679231e-05,-0.00019406769,-1.0001011e-05,4.267895e-08,8.840877e-07,6.8387685e-08,0.0,1.4917072e-06,-6.574064e-06,1.4358624e-06,7.242537e-07,-3.117068e-08,-1.7056663e-06,-1.1895683e-06,9.0233684e-08,4.7955787e-08,2.1134417e-06,2.3050657e-07,1.1084924e-06,-3.5833493e-06,-6.218531e-07,-1.3789111e-06,-7.495112e-07,8.384435e-05,3.8136278e-08,3.662186e-07,2.9542978e-05,8.177682e-10,1.3931147e-08,-1.1407898e-07,2.6053783e-06,-5.0642204e-05,-9.142858e-08,-1.3585525e-07,-3.5327996e-06,0.0,0.0,-7.2841874e-05,5.3038974e-07,-0.0,1.8957425e-07,-2.5575778e-08,7.167111e-08,3.2490134e-06,-5.2814386e-07,2.523305e-08,-0.0,-1.7406369e-07,5.50443e-07,2.9155113e-05,1.1089942e-05,0.0,3.840906e-06,1.5785068e-07,-7.761588e-07,8.924465e-06,1.6008142e-10,0.0006981273,-1.0827704e-06,-2.0084744e-06,-0.00027732906,1.6788468e-05,1.0941585e-07,1.0034074e-07,5.6262454e-08,8.591498e-07,5.3800536e-06,6.593716e-09,4.7982217e-06,-0.0009850126,-1.7552951e-05,-8.227167e-06
GSM1594250,2.088453e-07,1.5756383e-07,7.3406236e-06,-1.6409444e-07,4.6100544e-07,5.144757e-06,4.0200975e-06,8.920219e-05,-1.8683966e-08,4.71494e-08,5.248483e-06,-5.700544e-07,2.493547e-07,2.0464995e-06,-5.7431837e-08,1.9821625e-06,-1.6259445e-10,0.003957557,-1.095271e-08,4.7098754e-07,-1.0600407e-06,2.2338706e-06,-6.2825234e-10,5.0131466e-06,3.6543015e-06,5.3353283e-08,2.5851494e-09,-6.15928e-08,6.1251226e-06,1.2816979e-09,7.3871384e-08,5.716268e-08,-2.2206856e-07,3.692117e-05,-4.9260243e-06,1.1103226e-07,-5.060816e-07,9.3568633e-07,2.507585e-05,0.0012351441,-3.7402305e-08,6.067155e-06,-6.984026e-06,-5.5035274e-09,3.5838348e-06,1.8261587e-06,-4.2040662e-07,-1.2052274e-06,-1.536442e-08,-3.652483e-07,-1.5284087e-07,1.2844716e-08,-7.951405e-06,-5.136167e-09,1.4943507e-06,-1.4833618e-05,9.30126e-07,3.8099142e-07,-9.593136e-09,-1.0000138e-05,-4.8480647e-06,1.5678957e-10,-6.4344204e-07,2.269519e-06,-6.3614556e-07,4.7610194e-10,1.1819166e-09,-4.180211e-06,7.5280093e-07,-6.856439e-07,-5.852774e-07,1.4884354e-08,1.5962654e-07,-1.7152009e-06,-0.0,1.740685e-05,-0.00019878458,-7.673501e-06,1.8701658e-07,8.841634e-07,7.006089e-08,0.0,1.4285826e-06,-6.786715e-06,1.424616e-06,7.2106286e-07,-3.2130718e-08,-1.6913241e-06,-1.52013e-06,9.0705164e-08,4.974374e-08,2.0940402e-06,2.2916542e-07,1.0686451e-06,-3.633527e-06,-6.3619837e-07,-1.4811034e-06,-6.7479556e-07,8.060992e-05,3.6247705e-08,2.763394e-07,2.9311319e-05,6.1327193e-10,1.3389844e-08,-1.3036508e-07,3.1605364e-06,-4.9603575e-05,-9.243407e-08,-1.6207981e-07,-2.3513953e-06,0.0,0.0,-7.787423e-05,4.280641e-07,-0.0,1.6809777e-07,-2.5265832e-08,7.7007705e-08,-3.8914342e-07,-5.33735e-07,2.4378439e-08,-0.0,-1.6942244e-07,5.3375317e-07,2.9653831e-05,1.1503658e-05,0.0,3.813438e-06,1.4884449e-07,-7.1413893e-07,9.294221e-06,2.585725e-10,0.0007039484,-1.2217079e-06,-1.8543433e-06,-0.0003290696,1.7546623e-05,1.1673047e-07,1.00828785e-07,4.6505548e-08,8.238323e-07,4.993423e-06,6.4652657e-09,4.0704817e-06,-0.0010082163,-1.7339255e-05,-8.0695845e-06
GSM1594377,2.2409635e-07,1.6707257e-07,6.793849e-06,-2.0942494e-07,4.536326e-07,5.4749494e-06,4.2633833e-06,8.738255e-05,3.6487096e-09,4.264375e-08,5.010899e-06,-6.1501197e-07,2.3142276e-07,1.8828284e-06,-6.3295786e-08,2.0367659e-06,-1.62634e-10,0.0039394065,-1.0543554e-08,-9.622288e-07,-9.748255e-07,2.1376607e-06,-6.2840905e-10,4.5130932e-06,3.6612537e-06,-7.881762e-09,2.5347018e-09,-5.2851703e-08,6.3739626e-06,1.2820096e-09,7.75671e-08,7.627828e-08,-2.3333433e-07,4.213961e-05,-5.368493e-06,1.4533569e-07,-5.0977434e-07,1.0414551e-06,2.6510203e-05,0.00089672825,-3.907355e-08,5.994314e-06,-7.0942933e-06,-5.2115743e-09,2.8182817e-06,2.0480657e-06,-4.7978045e-07,-1.6068653e-06,-1.4635991e-08,-2.8525744e-07,-1.5082385e-07,1.2939302e-08,-8.197142e-06,2.9903577e-09,1.3697652e-06,-1.3983764e-05,4.407458e-07,3.1708427e-07,-8.0164435e-09,-1.19818515e-05,-7.936277e-06,3.9225284e-10,-6.1334066e-07,1.5300341e-06,-1.0277678e-06,4.4445603e-10,1.351723e-09,-3.9999427e-06,-1.0973081e-06,-5.553158e-07,-6.019774e-07,1.5679749e-08,1.5022364e-07,-1.5514573e-06,-0.0,1.742831e-05,-0.00015712083,-8.016437e-06,-3.5026424e-08,8.388179e-07,6.632852e-08,0.0,1.5203243e-06,-6.493177e-06,1.4253351e-06,6.9237575e-07,-3.6728288e-08,-1.6632245e-06,-1.163533e-06,8.746898e-08,5.1842584e-08,2.1427404e-06,2.357328e-07,1.0552424e-06,-3.1887816e-06,-5.887406e-07,-1.5310612e-06,-5.9521653e-07,8.592927e-05,3.8811546e-08,3.6820052e-07,2.8611506e-05,6.134211e-10,1.3663146e-08,-1.7857063e-07,2.636454e-06,-4.9530085e-05,-9.1497235e-08,-1.3412702e-07,-3.5408511e-06,0.0,0.0,-8.067264e-05,5.3292786e-07,-0.0,1.876637e-07,-2.885419e-08,7.133368e-08,4.9586215e-06,-5.2907734e-07,2.3531765e-08,-0.0,-1.952977e-07,5.1594185e-07,2.7215596e-05,1.11841255e-05,0.0,3.4818552e-06,1.6912101e-07,-6.6514104e-07,9.340852e-06,1.9705522e-10,0.0006772343,-1.0688062e-06,-1.8226466e-06,-0.00034041595,1.7178058e-05,1.0789991e-07,1.0259277e-07,5.3867655e-08,8.522714e-07,4.796173e-06,8.773941e-09,4.4461176e-06,-0.0009527653,-1.9163657e-05,-8.305394e-06
GSM1594438,2.2678337e-07,1.6031386e-07,7.5497564e-06,-1.9455022e-07,4.4503375e-07,4.934945e-06,4.2290867e-06,8.935831e-05,4.9831272e-09,5.4063715e-08,4.3899563e-06,-5.985314e-07,2.355097e-07,1.6713154e-06,-6.191229e-08,2.0981136e-06,-1.6261847e-10,0.004039526,-7.3335555e-09,-3.0931994e-07,-1.0090871e-06,2.849129e-06,-8.042798e-10,9.643296e-06,3.9526635e-06,3.4479384e-09,2.2934625e-09,-5.724179e-08,6.1855694e-06,1.2818872e-09,7.42166e-08,7.141973e-08,-2.4031542e-07,3.5294917e-05,-5.1656275e-06,4.0068537e-07,-5.01719e-07,9.906017e-07,2.3284867e-05,0.0010811088,-4.0332836e-08,5.8989476e-06,-6.396212e-06,-5.2694724e-09,3.0525623e-06,1.7712599e-06,-4.849568e-07,-1.3944144e-06,-1.5457925e-08,-2.851033e-07,-1.674854e-07,1.211234e-08,-6.869529e-06,-3.1819893e-09,1.545649e-06,-1.472653e-05,4.408576e-07,2.7428683e-07,-1.0043879e-08,-1.116576e-05,-7.3418073e-06,6.2738503e-10,-5.37672e-07,1.7292792e-06,-2.0469055e-07,4.444484e-10,1.3512502e-09,-4.128643e-06,-1.6131795e-06,-6.640626e-07,-6.3478205e-07,1.426865e-08,1.677833e-07,-1.4848234e-06,-0.0,1.7139346e-05,-0.00018901593,-1.0730197e-05,-1.0655393e-07,8.7170724e-07,6.890963e-08,0.0,1.5355382e-06,-6.6667735e-06,1.3841575e-06,7.271558e-07,-3.5136964e-08,-1.9304962e-06,-1.170306e-06,8.925316e-08,4.9173927e-08,2.0193152e-06,2.4797083e-07,8.592487e-07,-3.0352096e-06,-6.508889e-07,-1.3642333e-06,-6.393306e-07,7.725644e-05,3.972011e-08,3.7169517e-07,3.0187195e-05,6.133625e-10,1.3823199e-08,-1.5754712e-07,2.830298e-06,-5.1215746e-05,-9.553824e-08,-1.4402687e-07,-3.5412397e-06,0.0,0.0,-8.330309e-05,5.5390865e-07,-0.0,1.7796042e-07,-2.4553199e-08,7.330172e-08,7.2369594e-06,-5.3015395e-07,2.9508346e-08,-0.0,-1.7889334e-07,5.3977055e-07,2.9194518e-05,1.0963375e-05,0.0,3.95041e-06,1.4841594e-07,-9.956965e-07,8.886441e-06,2.2166513e-10,0.00067359436,-1.2426862e-06,-1.8947476e-06,-0.00044475842,1.6797665e-05,1.08112594e-07,1.07025066e-07,4.757516e-08,9.546711e-07,4.551829e-06,7.1246347e-09,4.1738435e-06,-0.00097061973,-1.5254333e-05,-8.313055e-06
GSM1594483,2.3334458e-07,1.6235649e-07,6.930156e-06,-1.7541366e-07,4.5578457e-07,5.2571777e-06,4.192087e-06,8.687619e-05,-1.03259605e-08,5.0527955e-08,4.5138654e-06,-5.608081e-07,2.2877839e-07,1.7201138e-06,-5.8922403e-08,2.0902808e-06,-1.6267782e-10,0.0037917823,-1.1703506e-08,-1.9531494e-06,-1.1145298e-06,2.4970725e-06,-7.794245e-10,4.1650806e-06,4.270964e-06,-3.0385813e-08,2.4715205e-09,-6.700207e-08,6.0769385e-06,1.2823549e-09,7.4243694e-08,9.522893e-08,-1.9748848e-07,4.2747895e-05,-5.2601968e-06,2.5426132e-07,-4.4651048e-07,1.0097878e-06,2.6030537e-05,0.0007553114,-4.1111914e-08,5.553526e-06,-7.394152e-06,-5.433005e-09,2.8475233e-06,1.9919892e-06,-5.5437846e-07,-1.3298691e-06,-1.2992923e-08,-2.1043525e-07,-1.4298425e-07,1.2575598e-08,-7.944223e-06,5.598922e-09,1.3838157e-06,-1.4529749e-05,4.1707602e-07,3.358021e-07,-9.124199e-09,-1.1520664e-05,-7.2794505e-06,3.1394645e-10,-5.674202e-07,1.1506482e-06,-5.5003545e-07,3.8903303e-10,1.352344e-09,-4.070869e-06,7.191128e-07,-5.7917856e-07,-5.520375e-07,1.475457e-08,1.5495984e-07,-1.6826823e-06,-0.0,1.6727174e-05,-0.00017278438,-1.1512556e-05,-2.0905977e-08,8.4275047e-07,6.906294e-08,0.0,1.4697795e-06,-5.914089e-06,1.5202537e-06,6.93924e-07,-2.1335817e-08,-1.9401616e-06,-1.5880182e-06,8.9820745e-08,4.7754625e-08,2.0388272e-06,2.417472e-07,1.0218015e-06,-3.3424726e-06,-6.962573e-07,-1.4752563e-06,-6.981551e-07,7.664354e-05,3.6935635e-08,4.648166e-07,2.953106e-05,6.135864e-10,1.3612382e-08,-1.2209841e-07,3.1097068e-06,-4.8895003e-05,-9.344279e-08,-1.3824639e-07,-4.190057e-06,0.0,0.0,-9.116014e-05,5.842586e-07,-0.0,1.7911373e-07,-2.5791607e-08,7.4490565e-08,1.4002668e-05,-4.824763e-07,2.6523006e-08,-0.0,-1.9940002e-07,5.1631883e-07,2.6829148e-05,1.11214795e-05,0.0,3.806936e-06,1.4982055e-07,-6.3320476e-07,9.6912945e-06,1.3551212e-10,0.00068267295,-1.0633381e-06,-1.8462573e-06,-0.00035473728,1.616189e-05,1.128449e-07,1.0240734e-07,4.8155208e-08,9.904537e-07,4.617273e-06,8.122088e-09,5.414428e-06,-0.00095050747,-1.8973287e-05,-8.19886e-06
GSM1594501,2.2751696e-07,1.6376647e-07,6.453416e-06,-1.5473061e-07,4.9609275e-07,5.197976e-06,3.7213865e-06,9.3334864e-05,5.8741008e-09,4.5502333e-08,5.3398376e-06,-5.887909e-07,2.39162e-07,1.786298e-06,-5.9497903e-08,2.1994902e-06,-1.6264974e-10,0.0038144712,-9.379361e-09,-2.8508734e-07,-9.3024016e-07,2.4904236e-06,-8.296032e-10,7.411575e-06,3.6342028e-06,-7.0614097e-09,2.3705264e-09,-5.436301e-08,6.1079563e-06,1.2821336e-09,7.489962e-08,7.006777e-08,-2.4047128e-07,4.2162985e-05,-5.1595007e-06,2.6476724e-07,-5.5208386e-07,1.0692365e-06,2.6161579e-05,0.0008949956,-3.839556e-08,5.250791e-06,-5.869733e-06,-5.3502767e-09,2.8994475e-06,1.8132571e-06,-4.6314094e-07,-1.6648603e-06,-1.6191336e-08,-4.2616043e-07,-1.5322193e-07,1.2572441e-08,-7.81032e-06,3.4507672e-10,1.3376541e-06,-1.443108e-05,2.3429313e-07,4.0670255e-07,-8.260144e-09,-1.0456885e-05,-7.536914e-06,3.9229198e-10,-6.4157393e-07,1.9730621e-06,-7.471823e-07,4.4447565e-10,1.3518578e-09,-4.2049055e-06,-5.171314e-07,-7.8798115e-07,-5.380458e-07,1.5288872e-08,1.5965945e-07,-1.6509838e-06,-0.0,1.682166e-05,-0.00019066728,-9.847054e-06,-5.2928968e-08,8.4614135e-07,6.814527e-08,0.0,1.5520237e-06,-7.4214463e-06,1.4204419e-06,7.000651e-07,-3.360682e-08,-2.0808757e-06,-1.5156171e-06,8.401162e-08,4.4238067e-08,2.1014414e-06,2.505008e-07,8.959657e-07,-2.8307102e-06,-5.3516237e-07,-1.40805e-06,-5.5237973e-07,8.1788574e-05,3.7598856e-08,3.2170837e-07,2.9497662e-05,6.134805e-10,1.3880224e-08,-1.0142897e-07,2.8015145e-06,-4.9151946e-05,-9.497183e-08,-1.4113824e-07,-3.1328098e-06,0.0,0.0,-7.654549e-05,5.3418927e-07,-0.0,1.7714116e-07,-2.5990946e-08,6.831965e-08,-3.9695824e-06,-4.7084518e-07,2.9518382e-08,-0.0,-1.9030354e-07,5.429877e-07,2.8905022e-05,1.15869025e-05,0.0,4.357747e-06,1.5969299e-07,-7.039787e-07,9.676122e-06,2.2171152e-10,0.00070574303,-1.2102525e-06,-1.7022456e-06,-0.00049190613,1.5766676e-05,1.0582633e-07,1.066352e-07,4.8287905e-08,9.573365e-07,4.91459e-06,7.665426e-09,3.596511e-06,-0.0007797093,-1.6656553e-05,-8.059845e-06
GSM1594536,2.196749e-07,1.6155688e-07,7.2078988e-06,-1.2248745e-07,4.3094914e-07,5.0448557e-06,3.4373065e-06,9.507853e-05,-1.6110222e-08,4.6187274e-08,4.291889e-06,-6.003956e-07,2.4114752e-07,1.7778731e-06,-5.9207363e-08,2.039205e-06,-1.6265926e-10,0.0039135735,-1.16218795e-08,2.1715512e-06,-9.78322e-07,2.1655596e-06,-4.77682e-10,1.4773758e-06,3.6994018e-06,-1.8557941e-08,2.3371403e-09,-6.314116e-08,6.1783294e-06,1.2822087e-09,7.2897656e-08,8.9417576e-08,-1.711899e-07,4.2654534e-05,-5.0583544e-06,1.6679027e-07,-5.767212e-07,7.411701e-07,2.2766473e-05,0.0006694731,-3.6985053e-08,5.822371e-06,-6.3598195e-06,-5.4041807e-09,2.8929264e-06,1.9139225e-06,-5.243419e-07,-1.4803637e-06,-1.5094804e-08,-6.2842105e-07,-1.5217931e-07,1.138033e-08,-7.3204887e-06,-8.0527257e-10,1.2678676e-06,-1.4197529e-05,1.2222015e-06,3.4434632e-07,-1.0471631e-08,-1.1415382e-05,-8.18049e-06,3.1394656e-10,-5.148491e-07,2.5319416e-06,-6.1561826e-07,4.0481243e-10,1.1833015e-09,-4.3044324e-06,6.2159177e-07,-4.405784e-07,-5.875911e-07,1.4705502e-08,1.7303724e-07,-1.5628295e-06,-0.0,1.827296e-05,-0.00013340826,-7.1086115e-06,6.521881e-08,8.7110624e-07,6.246004e-08,0.0,1.5825158e-06,-6.673122e-06,1.4520169e-06,7.5797686e-07,-3.7615205e-08,-1.8579885e-06,-1.4823904e-06,8.618831e-08,5.011557e-08,2.2108875e-06,2.2039873e-07,9.89629e-07,-2.9942007e-06,-6.75101e-07,-1.8144348e-06,-7.061433e-07,9.142667e-05,3.6627455e-08,4.0469862e-07,3.0787312e-05,8.18022e-10,1.3232561e-08,-9.165431e-08,3.2343958e-06,-5.158895e-05,-9.193714e-08,-1.1694242e-07,-3.3941126e-06,0.0,0.0,-7.883874e-05,4.1782107e-07,-0.0,1.6933532e-07,-2.7322825e-08,6.774266e-08,1.04342325e-05,-5.835074e-07,2.5155613e-08,-0.0,-1.7739568e-07,4.7427991e-07,2.4632725e-05,1.0457112e-05,0.0,3.5479445e-06,1.7319874e-07,-7.5506e-07,9.681565e-06,3.325876e-10,0.00061717123,-1.3916774e-06,-1.5628851e-06,-0.00039395384,1.6141588e-05,1.0544638e-07,9.856116e-08,5.267741e-08,1.061375e-06,5.401634e-06,9.755338e-09,2.7026751e-06,-0.0008217289,-1.570865e-05,-7.843462e-06
GSM1594576,2.0241914e-07,1.4805532e-07,7.363367e-06,-1.8731505e-07,4.3615907e-07,5.165596e-06,4.319804e-06,8.792951e-05,3.5595469e-09,4.262791e-08,4.6764853e-06,-5.7625965e-07,2.2066035e-07,1.8561373e-06,-6.022071e-08,2.057648e-06,-1.6262626e-10,0.0039371317,-1.0102884e-08,1.6140899e-06,-1.0004667e-06,2.1384117e-06,-5.0269044e-10,4.911591e-06,3.5223636e-06,-4.6303597e-08,2.426047e-09,-5.5318278e-08,6.230789e-06,9.614614e-10,7.2882855e-08,1.0506238e-07,-2.472745e-07,4.08088e-05,-5.06902e-06,1.7209643e-07,-4.859218e-07,9.3909824e-07,2.2690287e-05,0.000996621,-3.697789e-08,6.240671e-06,-7.6030146e-06,-5.109807e-09,3.087035e-06,2.1536325e-06,-3.900659e-07,-1.1604561e-06,-1.5550377e-08,-3.7746284e-07,-1.5091827e-07,1.1103681e-08,-7.823905e-06,1.0351012e-09,1.3307967e-06,-1.4169849e-05,4.3908506e-07,3.0984876e-07,-8.757025e-09,-1.1443251e-05,-9.017528e-06,3.137446e-10,-5.589486e-07,2.5683978e-06,-9.999804e-07,4.1265866e-10,1.3514746e-09,-4.2302136e-06,1.6826084e-08,-5.92292e-07,-5.893855e-07,1.544801e-08,1.2458264e-07,-1.585049e-06,-0.0,1.699688e-05,-0.00015611564,-5.3008216e-06,3.582686e-10,8.896128e-07,6.839428e-08,0.0,1.4850243e-06,-6.3260745e-06,1.5400504e-06,7.3141837e-07,-3.2444337e-08,-1.5671923e-06,-1.5299084e-06,8.530784e-08,4.9027914e-08,2.1759813e-06,2.3833503e-07,1.1231457e-06,-3.535471e-06,-6.285536e-07,-1.6931415e-06,-7.6133045e-07,9.000861e-05,3.7410985e-08,2.1461791e-07,2.9710423e-05,8.1785584e-10,1.40942715e-08,-1.4813918e-07,1.9992417e-06,-5.0613784e-05,-9.447612e-08,-1.2858212e-07,-1.1020506e-06,0.0,0.0,-7.378309e-05,5.385856e-07,-0.0,1.9496683e-07,-2.6193602e-08,7.64419e-08,7.4322406e-06,-5.4143624e-07,2.28486e-08,-0.0,-1.7427513e-07,5.1473455e-07,2.9619858e-05,1.06454345e-05,0.0,3.3734925e-06,1.772097e-07,-1.0080789e-06,9.637006e-06,2.58624e-10,0.0006919878,-1.0777666e-06,-1.6576917e-06,-0.0003606414,1.776821e-05,1.082926e-07,1.00209554e-07,5.471477e-08,9.2215834e-07,4.808022e-06,6.5295773e-09,3.8018304e-06,-0.0010036101,-1.9196796e-05,-8.418259e-06
