,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
GPN1,0.0,0.0,0.0,-0.10343876,0.23665415
BLOC1S4,1.2368103e-07,1.0,1.2368103e-07,-0.103361875,0.059516095
RPA4,0.00017780927,1.0,0.00017780927,0.007090504,0.144121
ASF1A,2.0239102e-05,1.0,2.0239102e-05,-0.09085779,0.06909405
CTDP1,4.651456e-06,5.0,4.651456e-06,-0.10054733,-0.6471159
NID1,1.18913704e-07,1.0,1.18913704e-07,-0.10336483,0.05951383
PPP6C,6.354439e-07,1.0,6.354439e-07,-0.10304376,0.05975977
SPG11,0.0,0.0,0.0,-0.10343876,0.23665415
BLMH,1.2301985e-05,1.0,1.2301985e-05,-0.09579163,0.06531479
E2F5,1.1187868e-05,4.0,1.1187868e-05,-0.09648419,-0.4668066
HOXC13,0.0,0.0,0.0,-0.10343876,0.23665415
PSPC1,0.0,0.0,0.0,-0.10343876,0.23665415
RFESD,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF383,0.0,0.0,0.0,-0.10343876,0.23665415
MED28,4.736613e-07,1.0,4.736613e-07,-0.10314432,0.059682745
PIK3C2A,3.615094e-08,5.0,3.615094e-08,-0.10341629,-0.64931345
SNX3,0.015503441,2.0,0.015503441,9.533763,7.2642155
YEATS4,7.878516e-08,2.0,7.878516e-08,-0.103389785,-0.11770226
PROCA1,0.0,0.0,0.0,-0.10343876,0.23665415
MIIP,0.0,0.0,0.0,-0.10343876,0.23665415
UVRAG,0.0,0.0,0.0,-0.10343876,0.23665415
SCRN1,0.0,0.0,0.0,-0.10343876,0.23665415
VRK3,0.0,0.0,0.0,-0.10343876,0.23665415
FCHO2,2.7314291e-08,1.0,2.7314291e-08,-0.10342178,0.059470214
RNF145,0.0,0.0,0.0,-0.10343876,0.23665415
DCP1A,2.04593e-06,4.0,2.04593e-06,-0.10216697,-0.47115952
LAD1,0.0,0.0,0.0,-0.10343876,0.23665415
RIN2,4.4277943e-08,1.0,4.4277943e-08,-0.10341123,0.059478294
NXF3,0.0,0.0,0.0,-0.10343876,0.23665415
UBA7,0.00085982674,4.0,0.00085982674,0.43104413,-0.06272764
SSR1,1.0726171e-06,2.0,1.0726171e-06,-0.102772,-0.117229044
NDRG1,2.0069054e-07,1.0,2.0069054e-07,-0.103314005,0.059552763
LRRC8A,4.6433271e-07,1.0,4.6433271e-07,-0.103150114,0.0596783
SARAF,0.0,0.0,0.0,-0.10343876,0.23665415
PEX11G,0.0,0.0,0.0,-0.10343876,0.23665415
CCDC25,0.0,0.0,0.0,-0.10343876,0.23665415
CTR9,2.0020912e-06,3.0,2.0020912e-06,-0.10219422,-0.29398343
AASDHPPT,0.0,0.0,0.0,-0.10343876,0.23665415
EIF5,0.00010017506,2.0,0.00010017506,-0.04116824,-0.07004146
SLC5A3,1.5505684e-08,1.0,1.5505684e-08,-0.10342911,0.059464596
HSP90B1,7.5022086e-05,6.0,7.5022086e-05,-0.05680375,-0.7908058
NAP1L5,0.0,0.0,0.0,-0.10343876,0.23665415
METTL5,0.0,0.0,0.0,-0.10343876,0.23665415
TMEM38B,0.0,0.0,0.0,-0.10343876,0.23665415
N6AMT1,4.7256676e-06,2.0,4.7256676e-06,-0.1005012,-0.11548965
EIF2AK3,0.0,0.0,0.0,-0.10343876,0.23665415
PSMB8,0.0012924627,46.0,2.8097014e-05,-0.08597317,-7.2990003
ZNF333,0.0,0.0,0.0,-0.10343876,0.23665415
RFX5,0.0,0.0,0.0,-0.10343876,0.23665415
MAPK3,0.000116118405,34.0,3.4152472e-06,-0.10131578,-5.7327533
HIP1,0.0,0.0,0.0,-0.10343876,0.23665415
GIGYF2,0.0,0.0,0.0,-0.10343876,0.23665415
FBXW2,0.00031349526,3.0,0.00031349526,0.09143522,-0.14566612
EXOSC3,7.974095e-05,5.0,7.974095e-05,-0.053870425,-0.61136204
SIPA1L1,1.0512144e-06,1.0,1.0512144e-06,-0.102785304,0.059957743
RAD51C,4.806268e-09,1.0,4.806268e-09,-0.10343577,0.059459496
ZNF805,0.0,0.0,0.0,-0.10343876,0.23665415
XRCC5,0.00017524979,3.0,0.00017524979,0.0054994887,-0.21149163
ANAPC10,7.1573166e-05,9.0,7.1573166e-05,-0.05894766,-1.3240389
ANAPC11,4.514937e-05,9.0,4.514937e-05,-0.07537314,-1.3366206
NLRC4,2.4732026e-06,2.0,2.4732026e-06,-0.101901375,-0.11656216
SPACA1,0.0,0.0,0.0,-0.10343876,0.23665415
SLCO3A1,3.7422004e-05,1.0,3.7422004e-05,-0.08017661,0.07727568
RAD54L2,0.0,0.0,0.0,-0.10343876,0.23665415
SHPRH,1.6601987e-05,1.0,1.6601987e-05,-0.093118675,0.067362234
AP1AR,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF775,0.0,0.0,0.0,-0.10343876,0.23665415
METTL16,0.0,0.0,0.0,-0.10343876,0.23665415
POGLUT1,5.317388e-06,1.0,5.317388e-06,-0.100133374,0.06198908
CASC3,0.0011539208,6.0,0.0011539208,0.613858,-0.2770888
NSUN3,0.0,0.0,0.0,-0.10343876,0.23665415
IFIT2,0.0,0.0,0.0,-0.10343876,0.23665415
MANBA,8.0809776e-05,2.0,8.0809776e-05,-0.053206027,-0.07926223
ZNF668,0.0,0.0,0.0,-0.10343876,0.23665415
EMC3,0.0,0.0,0.0,-0.10343876,0.23665415
LIN54,7.49632e-06,2.0,7.49632e-06,-0.09877892,-0.11417041
UGGT1,2.0603542e-05,1.0,2.0603542e-05,-0.09063124,0.06926758
IFNAR1,0.002305967,1.0,0.002305967,1.3299896,1.1574422
CASQ1,0.0,0.0,0.0,-0.10343876,0.23665415
RIIAD1,0.0,0.0,0.0,-0.10343876,0.23665415
SLC19A2,1.2653248e-06,1.0,1.2653248e-06,-0.102652214,0.06005969
CRLS1,6.832955e-07,2.0,6.832955e-07,-0.10301401,-0.117414415
RPS6KB2,1.388839e-07,2.0,1.388839e-07,-0.10335242,-0.11767364
TRMT10B,0.0,0.0,0.0,-0.10343876,0.23665415
CHD2,0.0,0.0,0.0,-0.10343876,0.23665415
TSPYL2,2.3668377e-05,1.0,2.3668377e-05,-0.088726096,0.070726894
FTH1,1.2207473e-05,3.0,1.2207473e-05,-0.095850386,-0.28912416
PSMB2,0.000642019,46.0,1.3956934e-05,-0.09476289,-7.6087084
FKBP5,6.546078e-06,1.0,6.546078e-06,-0.0993696,0.06257412
GPR182,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF669,0.0,0.0,0.0,-0.10343876,0.23665415
PTPRG,0.0,0.0,0.0,-0.10343876,0.23665415
TJP1,0.00022509418,4.0,0.00022509418,0.036483604,-0.36495522
BRD3,0.0,0.0,0.0,-0.10343876,0.23665415
CBX1,0.0,0.0,0.0,-0.10343876,0.23665415
ENKUR,0.0,0.0,0.0,-0.10343876,0.23665415
PRR14,0.0,0.0,0.0,-0.10343876,0.23665415
KLHL36,0.0,0.0,0.0,-0.10343876,0.23665415
NOLC1,0.0,0.0,0.0,-0.10343876,0.23665415
RSAD1,0.0,0.0,0.0,-0.10343876,0.23665415
GM2A,1.7607864e-06,2.0,1.7607864e-06,-0.10234422,-0.116901375
MAPKAPK3,0.0011017468,5.0,0.0011017468,0.5814257,-0.124734476
TTC5,3.0215794e-08,1.0,3.0215794e-08,-0.103419974,0.059471592
PBX1,1.6937411e-06,2.0,1.6937411e-06,-0.10238589,-0.11693329
URB2,0.0,0.0,0.0,-0.10343876,0.23665415
CACNG1,4.5807196e-06,2.0,4.5807196e-06,-0.1005913,-0.115558654
PDE4B,6.573515e-07,1.0,6.573515e-07,-0.10303013,0.059770204
WDR5B,0.0,0.0,0.0,-0.10343876,0.23665415
RAB5B,2.7384323e-05,4.0,2.7384323e-05,-0.0864162,-0.45909467
MAP1LC3A,1.877367e-05,3.0,1.877367e-05,-0.09176872,-0.28599766
OPRL1,5.0079393e-08,1.0,5.0079393e-08,-0.10340763,0.059481047
HAUS5,6.46996e-05,5.0,6.46996e-05,-0.06322039,-0.61852396
NMNAT3,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF26,0.0,0.0,0.0,-0.10343876,0.23665415
MAFB,4.7789148e-05,1.0,4.7789148e-05,-0.07373221,0.082211986
CLIC4,0.0,0.0,0.0,-0.10343876,0.23665415
PROSER2,0.0,0.0,0.0,-0.10343876,0.23665415
RRP9,1.8767025e-05,2.0,1.8767025e-05,-0.091772854,-0.108803846
AOC2,0.0,0.0,0.0,-0.10343876,0.23665415
PDCD6IP,2.3410539e-07,1.0,2.3410539e-07,-0.103293225,0.05956868
ARL6IP5,0.0,0.0,0.0,-0.10343876,0.23665415
MLLT3,5.135148e-06,2.0,5.135148e-06,-0.10024666,-0.11529466
NIPSNAP1,0.0,0.0,0.0,-0.10343876,0.23665415
HSPA4,1.0566008e-05,1.0,1.0566008e-05,-0.09687074,0.06448821
NELFA,0.00014677561,5.0,0.00014677561,-0.012200547,-0.5794435
NEO1,5.367364e-08,1.0,5.367364e-08,-0.10340539,0.05948276
LOXL3,1.6948938e-10,1.0,1.6948938e-10,-0.103438646,0.05945729
APOOL,2.8083461e-05,2.0,2.8083461e-05,-0.0859816,-0.10436783
CBR1,8.586022e-08,1.0,8.586022e-08,-0.10338538,0.059498087
ATL3,0.0,0.0,0.0,-0.10343876,0.23665415
SYT15,0.0,0.0,0.0,-0.10343876,0.23665415
NATD1,0.0,0.0,0.0,-0.10343876,0.23665415
B4GALT1,0.0009870208,6.0,0.0009870208,0.5101101,-0.3565581
NDRG3,0.0,0.0,0.0,-0.10343876,0.23665415
PTPN1,0.00038711564,5.0,0.00038711564,0.1371989,-0.46500573
ZNF438,0.0,0.0,0.0,-0.10343876,0.23665415
INF2,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF813,0.0,0.0,0.0,-0.10343876,0.23665415
DLGAP4,3.6021905e-07,1.0,3.6021905e-07,-0.10321484,0.05962872
PUM2,0.0,0.0,0.0,-0.10343876,0.23665415
MEN1,0.0005903177,5.0,0.0005903177,0.26351276,-0.3682512
FHL1,0.0,0.0,0.0,-0.10343876,0.23665415
NMT2,4.5596906e-08,1.0,4.5596906e-08,-0.103410415,0.059478916
CACNG6,2.1460173e-05,2.0,2.1460173e-05,-0.090098746,-0.107521504
OR11H1,1.205146e-08,1.0,1.205146e-08,-0.10343126,0.059462942
PLEKHN1,0.0,0.0,0.0,-0.10343876,0.23665415
FOXN2,0.0,0.0,0.0,-0.10343876,0.23665415
TMEM18,0.0,0.0,0.0,-0.10343876,0.23665415
OGFOD3,0.0,0.0,0.0,-0.10343876,0.23665415
DMWD,0.0,0.0,0.0,-0.10343876,0.23665415
KDM4B,1.4704681e-06,3.0,1.4704681e-06,-0.10252468,-0.29423657
CDK5RAP2,7.115165e-05,5.0,7.115165e-05,-0.059209682,-0.6154519
ZNF81,0.0,0.0,0.0,-0.10343876,0.23665415
STX8,0.0,0.0,0.0,-0.10343876,0.23665415
AVEN,0.0,0.0,0.0,-0.10343876,0.23665415
DENND2C,7.1127343e-10,1.0,7.1127343e-10,-0.10343831,0.059457544
AMDHD1,1.194733e-06,1.0,1.194733e-06,-0.10269609,0.06002608
PLP2,0.0,0.0,0.0,-0.10343876,0.23665415
LRP3,0.0,0.0,0.0,-0.10343876,0.23665415
TNFRSF14,1.3094994e-08,1.0,1.3094994e-08,-0.103430614,0.05946344
CACYBP,0.0,0.0,0.0,-0.10343876,0.23665415
ZMYM3,0.0,0.0,0.0,-0.10343876,0.23665415
SLC35A1,2.8374067e-12,1.0,2.8374067e-12,-0.10343876,0.059457205
ZYG11B,0.0,0.0,0.0,-0.10343876,0.23665415
SNRNP35,2.5221238e-09,1.0,2.5221238e-09,-0.10343719,0.05945841
LRPPRC,0.0,0.0,0.0,-0.10343876,0.23665415
FAM133B,0.0,0.0,0.0,-0.10343876,0.23665415
RNF185,3.7189526e-08,2.0,3.7189526e-08,-0.10341563,-0.11772206
SP100,3.248189e-05,1.0,3.248189e-05,-0.08324747,0.07492344
HEATR3,0.0,0.0,0.0,-0.10343876,0.23665415
TDRD3,0.0,0.0,0.0,-0.10343876,0.23665415
ATXN7L2,0.0,0.0,0.0,-0.10343876,0.23665415
TMEM41A,0.0,0.0,0.0,-0.10343876,0.23665415
MRPL19,2.873633e-06,3.0,2.873633e-06,-0.10165245,-0.29356846
RNF141,0.0,0.0,0.0,-0.10343876,0.23665415
THUMPD2,0.0,0.0,0.0,-0.10343876,0.23665415
KCNJ8,3.973478e-07,1.0,3.973478e-07,-0.103191756,0.059646405
PCTP,9.656369e-06,1.0,9.656369e-06,-0.09743619,0.064055085
SSBP3,0.0,0.0,0.0,-0.10343876,0.23665415
CFAP126,0.0,0.0,0.0,-0.10343876,0.23665415
BCL2L2,0.0,0.0,0.0,-0.10343876,0.23665415
EFNA1,5.2615793e-08,1.0,5.2615793e-08,-0.10340604,0.05948226
LRRC37A,0.0,0.0,0.0,-0.10343876,0.23665415
MEF2A,4.041367e-05,5.0,4.041367e-05,-0.078316934,-0.6300877
KCNK6,6.118979e-07,2.0,6.118979e-07,-0.10305839,-0.11744842
UAP1,0.0,0.0,0.0,-0.10343876,0.23665415
EIF2S2,1.1306295e-06,6.0,1.1306295e-06,-0.10273594,-0.82598925
ARHGEF3,3.578708e-07,3.0,3.578708e-07,-0.10321629,-0.29476634
TBC1D7,1.0754499e-07,1.0,1.0754499e-07,-0.1033719,0.05950841
USP32,0.0,0.0,0.0,-0.10343876,0.23665415
ARHGAP24,1.3666545e-09,1.0,1.3666545e-09,-0.10343791,0.059457857
SLC35A2,6.8303846e-10,1.0,6.8303846e-10,-0.10343833,0.05945753
WDR1,1.0249552e-06,1.0,1.0249552e-06,-0.10280163,0.05994524
FBXW7,0.00026117524,9.0,0.00026117524,0.058912206,-1.23376
SOCS2,0.00018449353,3.0,0.00018449353,0.011245554,-0.20709023
SHPK,0.0,0.0,0.0,-0.10343876,0.23665415
TRIM6,0.0,0.0,0.0,-0.10343876,0.23665415
MIF4GD,0.0,0.0,0.0,-0.10343876,0.23665415
LEO1,1.3411535e-06,3.0,1.3411535e-06,-0.102605075,-0.29429814
MAP1S,0.0,0.0,0.0,-0.10343876,0.23665415
SCAMP4,0.0,0.0,0.0,-0.10343876,0.23665415
ARL2BP,0.0,0.0,0.0,-0.10343876,0.23665415
KLRC2,1.6058653e-05,1.0,1.6058653e-05,-0.093456425,0.06710353
GTF3C5,3.5700003e-07,3.0,3.5700003e-07,-0.103216834,-0.29476675
SP140L,0.0,0.0,0.0,-0.10343876,0.23665415
CSMD1,0.0,0.0,0.0,-0.10343876,0.23665415
GNAQ,1.099316e-06,5.0,1.099316e-06,-0.102755405,-0.6488072
FAHD2A,0.0,0.0,0.0,-0.10343876,0.23665415
PLCD3,3.763631e-07,1.0,3.763631e-07,-0.1032048,0.05963641
DSTYK,0.0,0.0,0.0,-0.10343876,0.23665415
DEDD,0.0,0.0,0.0,-0.10343876,0.23665415
NOTCH1,9.4393225e-05,14.0,9.4393225e-05,-0.044762325,-2.1991582
RPS6KA5,0.00039607997,6.0,0.00039607997,0.14277127,-0.63793427
NETO1,0.0,0.0,0.0,-0.10343876,0.23665415
YTHDF2,0.0,0.0,0.0,-0.10343876,0.23665415
TTC9C,0.0,0.0,0.0,-0.10343876,0.23665415
PGM2,7.276363e-05,4.0,7.276363e-05,-0.05820765,-0.43748733
NFATC1,1.1093521e-06,4.0,1.1093521e-06,-0.10274916,-0.47160548
DIABLO,8.068366e-06,2.0,8.068366e-06,-0.09842332,-0.11389802
SND1,6.722171e-07,1.0,6.722171e-07,-0.1030209,0.059777282
BTBD7,0.0,0.0,0.0,-0.10343876,0.23665415
RPS12,6.1748804e-05,15.0,6.1748804e-05,-0.06505465,-2.3918984
ST3GAL2,1.4935957e-09,2.0,1.4935957e-09,-0.103437826,-0.11773906
CDK5RAP3,0.0,0.0,0.0,-0.10343876,0.23665415
PATL1,5.136066e-06,1.0,5.136066e-06,-0.10024609,0.061902743
FAM98C,0.0,0.0,0.0,-0.10343876,0.23665415
FUT4,0.0,0.0,0.0,-0.10343876,0.23665415
CLPTM1,0.0,0.0,0.0,-0.10343876,0.23665415
MTMR14,6.943504e-06,2.0,6.943504e-06,-0.099122554,-0.11443362
MTX3,0.0,0.0,0.0,-0.10343876,0.23665415
BTN2A1,1.9836864e-07,1.0,1.9836864e-07,-0.10331544,0.059551664
ARMCX5,0.0,0.0,0.0,-0.10343876,0.23665415
ZBTB39,0.0,0.0,0.0,-0.10343876,0.23665415
ARID3A,2.1416706e-06,1.0,2.1416706e-06,-0.10210746,0.060476955
ITPRIPL2,0.0,0.0,0.0,-0.10343876,0.23665415
PRPF8,2.619483e-05,2.0,2.619483e-05,-0.0871556,-0.1052671
MBTPS1,7.809254e-05,4.0,7.809254e-05,-0.054895107,-0.43494996
MRPS21,1.3156637e-05,3.0,1.3156637e-05,-0.09526037,-0.2886722
BTN2A2,3.7767384e-07,1.0,3.7767384e-07,-0.10320398,0.059637044
HERPUD2,0.0,0.0,0.0,-0.10343876,0.23665415
KLHDC10,0.0,0.0,0.0,-0.10343876,0.23665415
RP2,9.296866e-07,1.0,9.296866e-07,-0.102860846,0.059899878
UCKL1,1.4871335e-08,1.0,1.4871335e-08,-0.10342951,0.05946429
IDI1,9.0986255e-08,1.0,9.0986255e-08,-0.10338219,0.059500538
RPEL1,0.0,0.0,0.0,-0.10343876,0.23665415
UBE2I,0.00026162635,18.0,0.00026162635,0.059192624,-2.8283179
ZNF737,0.0,0.0,0.0,-0.10343876,0.23665415
FAM200B,0.0,0.0,0.0,-0.10343876,0.23665415
EHBP1L1,0.0,0.0,0.0,-0.10343876,0.23665415
GXYLT1,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF692,0.0,0.0,0.0,-0.10343876,0.23665415
DIP2B,0.0,0.0,0.0,-0.10343876,0.23665415
STK16,0.0,0.0,0.0,-0.10343876,0.23665415
WDR11,0.0,0.0,0.0,-0.10343876,0.23665415
PIGF,2.0436925e-09,1.0,2.0436925e-09,-0.10343749,0.059458174
EIF2AK4,0.0,0.0,0.0,-0.10343876,0.23665415
SOCS5,6.9771754e-06,2.0,6.9771754e-06,-0.099101625,-0.11441759
SMIM12,0.0,0.0,0.0,-0.10343876,0.23665415
MYL2,8.327563e-05,1.0,8.327563e-05,-0.05167321,0.09910885
PDZD8,0.0,0.0,0.0,-0.10343876,0.23665415
SLC25A51,0.0,0.0,0.0,-0.10343876,0.23665415
OR5AP2,2.9498815e-09,1.0,2.9498815e-09,-0.10343692,0.059458613
MAGEL2,0.0,0.0,0.0,-0.10343876,0.23665415
RAB40C,6.70598e-05,1.0,6.70598e-05,-0.061753243,0.091387704
TBC1D13,0.0,0.0,0.0,-0.10343876,0.23665415
INPP5B,2.151305e-06,3.0,2.151305e-06,-0.10210146,-0.29391238
ZNF512B,0.0,0.0,0.0,-0.10343876,0.23665415
VAT1,2.2442217e-05,1.0,2.2442217e-05,-0.0894883,0.07014305
RPL26,5.138331e-05,12.0,5.138331e-05,-0.07149802,-1.8652432
MFSD10,0.0,0.0,0.0,-0.10343876,0.23665415
FAM209A,0.0,0.0,0.0,-0.10343876,0.23665415
MDM1,0.0,0.0,0.0,-0.10343876,0.23665415
HINT1,0.0,0.0,0.0,-0.10343876,0.23665415
NAGPA,0.0,0.0,0.0,-0.10343876,0.23665415
SPCS3,1.6168837e-05,4.0,1.6168837e-05,-0.09338793,-0.46443492
TEX10,2.1886761e-07,1.0,2.1886761e-07,-0.10330271,0.059561417
CDK12,2.026183e-06,1.0,2.026183e-06,-0.102179244,0.060421973
PTPN11,0.017038876,32.0,0.0005324649,0.22755045,2.6794033
LYPD3,0.0,0.0,0.0,-0.10343876,0.23665415
ATF5,0.0,0.0,0.0,-0.10343876,0.23665415
DDX56,0.0,0.0,0.0,-0.10343876,0.23665415
HEXIM2,0.0,0.0,0.0,-0.10343876,0.23665415
SPATA24,0.0,0.0,0.0,-0.10343876,0.23665415
TCAIM,0.0,0.0,0.0,-0.10343876,0.23665415
VCX2,0.0,0.0,0.0,-0.10343876,0.23665415
LMNA,5.125585e-07,7.0,5.125585e-07,-0.10312014,-1.0034806
ATXN7L3,1.5426518e-07,1.0,1.5426518e-07,-0.10334286,0.05953066
COX19,1.5479494e-06,1.0,1.5479494e-06,-0.10247652,0.06019426
GCAT,9.993508e-09,1.0,9.993508e-09,-0.10343254,0.059461966
FXYD6,0.00055075664,2.0,0.00055075664,0.23892091,0.14450271
EPS15,1.2275533e-06,4.0,1.2275533e-06,-0.102675684,-0.47154918
PURA,0.0,0.0,0.0,-0.10343876,0.23665415
IBA57,0.0,0.0,0.0,-0.10343876,0.23665415
TUSC2,0.0,0.0,0.0,-0.10343876,0.23665415
NAE1,2.2383176e-07,1.0,2.2383176e-07,-0.10329961,0.059563786
KAT5,6.3067483e-07,9.0,6.3067483e-07,-0.103046715,-1.3578181
FARP2,1.8727147e-07,1.0,1.8727147e-07,-0.10332234,0.059546378
RCC2,0.0021673325,4.0,0.0021673325,1.2438118,0.5598406
DCBLD2,0.0,0.0,0.0,-0.10343876,0.23665415
DDIT3,1.8145067e-05,2.0,1.8145067e-05,-0.09215947,-0.1091
COA4,7.8644254e-05,1.0,7.8644254e-05,-0.054552153,0.09690363
SLC9A2,3.2336975e-06,1.0,3.2336975e-06,-0.101428635,0.060996927
BNIP3,0.0,0.0,0.0,-0.10343876,0.23665415
LMBR1,0.0,0.0,0.0,-0.10343876,0.23665415
ACOX1,5.1809093e-06,4.0,5.1809093e-06,-0.100218214,-0.46966678
SERINC3,1.099863e-06,1.0,1.099863e-06,-0.10275506,0.059980907
RBM19,0.0,0.0,0.0,-0.10343876,0.23665415
SEC22A,1.0723371e-05,1.0,1.0723371e-05,-0.09677293,0.06456313
RUNX1T1,0.0,0.0,0.0,-0.10343876,0.23665415
IQGAP3,4.094016e-06,1.0,4.094016e-06,-0.10089384,0.061406575
RNF32,0.0,0.0,0.0,-0.10343876,0.23665415
CCDC112,0.0,0.0,0.0,-0.10343876,0.23665415
CSRP1,3.4051027e-08,1.0,3.4051027e-08,-0.10341759,0.059473418
TNP1,0.0,0.0,0.0,-0.10343876,0.23665415
ENC1,0.0,0.0,0.0,-0.10343876,0.23665415
GNAI1,6.3369174e-07,5.0,6.3369174e-07,-0.10304484,-0.6490289
SYNCRIP,0.0,0.0,0.0,-0.10343876,0.23665415
CLASRP,0.0,0.0,0.0,-0.10343876,0.23665415
GTF2H5,0.00013973573,20.0,0.00013973573,-0.016576657,-3.24075
CMPK1,1.6453832e-08,1.0,1.6453832e-08,-0.10342853,0.059465047
SLC27A1,2.2379868e-06,2.0,2.2379868e-06,-0.102047585,-0.11667415
NMI,0.0,0.0,0.0,-0.10343876,0.23665415
FAM13A,2.110198e-09,1.0,2.110198e-09,-0.103437446,0.059458215
KXD1,0.0,0.0,0.0,-0.10343876,0.23665415
NR2E1,1.11125104e-07,2.0,1.11125104e-07,-0.10336968,-0.11768685
FMNL1,1.4590167e-06,1.0,1.4590167e-06,-0.102531806,0.060151916
FAM89B,0.0,0.0,0.0,-0.10343876,0.23665415
ZHX2,0.0,0.0,0.0,-0.10343876,0.23665415
AP1G1,9.936849e-07,4.0,9.936849e-07,-0.10282106,-0.47166055
CAPZB,4.375318e-06,3.0,4.375318e-06,-0.10071898,-0.29285342
RAB14,0.00053254626,5.0,0.00053254626,0.22760104,-0.39575905
NUDT21,2.8318631e-05,4.0,2.8318631e-05,-0.08583541,-0.4586498
SNX12,0.0,0.0,0.0,-0.10343876,0.23665415
HDX,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF502,0.0,0.0,0.0,-0.10343876,0.23665415
CYP2R1,1.0381091e-06,2.0,1.0381091e-06,-0.10279345,-0.11724547
ZNF93,0.0,0.0,0.0,-0.10343876,0.23665415
SCRN2,0.0,0.0,0.0,-0.10343876,0.23665415
CALCOCO2,0.0,0.0,0.0,-0.10343876,0.23665415
LNX2,0.0,0.0,0.0,-0.10343876,0.23665415
DNAJC10,0.0,0.0,0.0,-0.10343876,0.23665415
ARHGEF7,5.8936348e-05,5.0,5.8936348e-05,-0.06680292,-0.62126815
CETN1,0.0,0.0,0.0,-0.10343876,0.23665415
CNIH1,1.9190345e-05,2.0,1.9190345e-05,-0.091509715,-0.10860228
CC2D1B,0.0,0.0,0.0,-0.10343876,0.23665415
PSRC1,0.0,0.0,0.0,-0.10343876,0.23665415
XYLT1,3.4749294e-07,1.0,3.4749294e-07,-0.10322274,0.059622668
DNAH6,0.0,0.0,0.0,-0.10343876,0.23665415
ARFGAP2,2.2412457e-06,2.0,2.2412457e-06,-0.10204556,-0.116672605
QRICH1,0.0,0.0,0.0,-0.10343876,0.23665415
GNA11,7.2118024e-07,5.0,7.2118024e-07,-0.102990456,-0.6489873
NECAB2,0.0,0.0,0.0,-0.10343876,0.23665415
UBQLN2,3.4352865e-08,1.0,3.4352865e-08,-0.1034174,0.059473567
METTL25,0.0,0.0,0.0,-0.10343876,0.23665415
ZIM3,0.0,0.0,0.0,-0.10343876,0.23665415
GMFB,0.0,0.0,0.0,-0.10343876,0.23665415
SRP14,7.62007e-05,2.0,7.62007e-05,-0.05607111,-0.08145684
PTBP3,0.0,0.0,0.0,-0.10343876,0.23665415
EPM2AIP1,0.0,0.0,0.0,-0.10343876,0.23665415
ZNF671,0.0,0.0,0.0,-0.10343876,0.23665415
SHMT2,8.751383e-07,1.0,8.751383e-07,-0.10289475,0.0598739
SAMD3,0.0,0.0,0.0,-0.10343876,0.23665415
SCLT1,1.3622953e-05,1.0,1.3622953e-05,-0.094970495,0.06594377
BRD7,1.3407906e-06,1.0,1.3407906e-06,-0.1026053,0.060095623
FRAT1,1.399624e-05,1.0,1.399624e-05,-0.09473845,0.06612151
ZNF543,0.0,0.0,0.0,-0.10343876,0.23665415
SS18L1,0.0,0.0,0.0,-0.10343876,0.23665415
IP6K2,2.1187455e-08,1.0,2.1187455e-08,-0.103425585,0.059467297
NFE2L2,0.0,0.0,0.0,-0.10343876,0.23665415
IWS1,6.009164e-05,2.0,6.009164e-05,-0.06608477,-0.08912715
ZADH2,0.0,0.0,0.0,-0.10343876,0.23665415
RNF220,0.00010474963,1.0,0.00010474963,-0.038324606,0.109333694
CD164,0.0,0.0,0.0,-0.10343876,0.23665415
KRTAP4-7,0.0,0.0,0.0,-0.10343876,0.23665415
TAF1D,3.5474004e-05,7.0,3.5474004e-05,-0.08138751,-0.98683363
STK11,7.757139e-08,3.0,7.757139e-08,-0.10339053,-0.2948998
HLA-F,0.0021756615,4.0,0.0021756615,1.2489893,0.5638065
BUD13,0.0,0.0,0.0,-0.10343876,0.23665415
ATP6V1H,5.557353e-05,4.0,5.557353e-05,-0.068893306,-0.4456724
TKT,2.1246053e-07,1.0,2.1246053e-07,-0.10330669,0.05955837
PMPCA,8.162587e-06,2.0,8.162587e-06,-0.09836475,-0.11385316
WNT5B,2.896856e-08,1.0,2.896856e-08,-0.10342074,0.059471004
SNAPIN,1.0308347e-08,1.0,1.0308347e-08,-0.10343235,0.05946211
INO80B,7.89145e-06,1.0,7.89145e-06,-0.098533295,0.06321471
SARS,5.330441e-06,2.0,5.330441e-06,-0.10012526,-0.11520168
FNTB,0.0,0.0,0.0,-0.10343876,0.23665415
MRPL37,2.9054224e-06,3.0,2.9054224e-06,-0.1016327,-0.29355332
SCAF4,0.0,0.0,0.0,-0.10343876,0.23665415
PFKP,0.0,0.0,0.0,-0.10343876,0.23665415
TEDDM1,0.0,0.0,0.0,-0.10343876,0.23665415
MTHFS,5.019211e-06,1.0,5.019211e-06,-0.10031872,0.061847106
HAUS8,0.00011497084,5.0,0.00011497084,-0.03197093,-0.5945873
ACTR3B,0.0,0.0,0.0,-0.10343876,0.23665415
