,coef
R-HSA-73863,2.6801958e-06
R-HSA-112382,0.002501723
R-HSA-4420097,0.05641824
R-HSA-8849470,0.0002236825
R-HSA-77588,0.00037068417
R-HSA-8875791,0.0022078883
R-HSA-427601,0.0069587464
R-HSA-3642278,0.0027223877
R-HSA-5610785,0.0038357354
R-HSA-72163,0.0048634293
R-HSA-2161541,0.00021451262
R-HSA-202433,0.018897345
R-HSA-1300652,0.00031984545
R-HSA-1655829,0.032817945
R-HSA-163282,8.327725e-05
R-HSA-389542,0.0048230016
R-HSA-5661182,0.0
R-HSA-6784531,0.0021905545
R-HSA-181438,0.0
R-HSA-140179,0.0
R-HSA-71737,0.00029617024
R-HSA-5676590,0.0031899908
R-HSA-8863795,8.4283834e-05
R-HSA-381340,0.004064808
R-HSA-76061,0.018185977
R-HSA-2892247,0.0001564768
R-HSA-5632987,0.0021860765
R-HSA-140837,0.008653827
R-HSA-140342,0.0022340717
R-HSA-400451,0.0040448355
R-HSA-5659898,0.0
R-HSA-5619104,0.0
R-HSA-388844,0.008485494
R-HSA-5336415,0.0007179351
R-HSA-1250347,0.00060269336
R-HSA-389356,0.011153014
R-HSA-5654743,0.001167384
R-HSA-210991,0.0031253938
R-HSA-75094,0.01123376
R-HSA-1855231,0.0
R-HSA-71384,0.012977761
R-HSA-6783783,0.004486451
R-HSA-2408552,0.01593122
R-HSA-1296059,0.016500901
R-HSA-8948216,0.30690652
R-HSA-1368071,0.027782591
R-HSA-8964046,0.0001947997
R-HSA-75109,0.121175855
R-HSA-428643,0.010414889
R-HSA-70350,0.020429185
R-HSA-6798163,0.015878547
R-HSA-1170546,0.00066584215
R-HSA-432047,0.00036278757
R-HSA-4793952,0.0
R-HSA-75815,0.0131984865
R-HSA-390522,0.066167794
R-HSA-8866427,0.0013168294
R-HSA-8851680,0.024293333
R-HSA-5682910,9.592121e-06
R-HSA-6793080,0.0040766746
R-HSA-1222499,0.0
R-HSA-5603027,5.3175415e-07
R-HSA-5632968,0.00054035324
R-HSA-5690714,0.0017055761
R-HSA-380994,0.014079001
R-HSA-8866652,0.093657225
R-HSA-209905,0.0011068381
R-HSA-379716,0.008203665
R-HSA-75108,0.00064348115
R-HSA-5619052,0.0
R-HSA-8875878,0.0010957447
R-HSA-5653890,0.028661821
R-HSA-8942233,0.0045447615
R-HSA-5578997,0.0
R-HSA-5576893,2.2055927e-05
R-HSA-5368598,0.001973452
R-HSA-3928663,0.0013813595
R-HSA-5683177,3.3176812e-07
R-HSA-5619066,0.0
R-HSA-5620912,0.049748547
R-HSA-5579022,0.0
R-HSA-5655302,0.009344421
R-HSA-1855167,0.009035704
R-HSA-4043911,0.0
R-HSA-2395516,0.008172361
R-HSA-3928662,0.006979286
R-HSA-5658471,0.0
R-HSA-389958,0.012823812
R-HSA-5663220,0.03955002
R-HSA-4724289,0.0
R-HSA-5619078,0.0
R-HSA-425986,0.011994658
R-HSA-5625970,0.043368153
R-HSA-8874211,0.12096384
R-HSA-76066,0.0026255234
R-HSA-5678520,0.0
R-HSA-210993,0.0061612157
R-HSA-8873719,0.16805346
R-HSA-5579027,0.0
R-HSA-877300,0.00012965173
R-HSA-5579028,0.0
R-HSA-6782210,2.1415079e-05
R-HSA-392023,0.000109171175
R-HSA-166016,0.017923154
R-HSA-5579011,0.0
R-HSA-5689603,0.17130971
R-HSA-5579006,0.0
R-HSA-5619095,0.0
R-HSA-71240,9.9875515e-06
R-HSA-5652227,0.009954492
R-HSA-8875360,0.0066235797
R-HSA-187037,0.0109963855
R-HSA-1663150,0.001297632
R-HSA-5621480,0.021471448
R-HSA-8849474,4.4433385e-05
R-HSA-2894858,0.00706013
R-HSA-5357905,0.0010524126
R-HSA-376172,0.0029018105
R-HSA-5609978,0.0
R-HSA-1237044,0.0004888456
R-HSA-977606,0.03482508
R-HSA-8963889,0.035504755
R-HSA-5625740,0.0024779486
R-HSA-8981607,8.744845e-05
R-HSA-1300645,0.0
R-HSA-5576894,0.00036109204
R-HSA-456926,0.015300692
R-HSA-1855196,0.0
R-HSA-3000484,0.0027711699
R-HSA-5657562,0.0
R-HSA-71262,0.049090028
R-HSA-192456,0.00089580624
R-HSA-381426,0.09028028
R-HSA-433137,1.841028e-05
R-HSA-8849175,0.020003019
R-HSA-421837,0.0065135737
R-HSA-2132295,0.00039562408
R-HSA-5619108,0.0
R-HSA-209931,0.0019135239
R-HSA-5602415,2.2869392e-05
R-HSA-5579019,0.0
R-HSA-5602680,7.932266e-06
R-HSA-912446,0.017019292
R-HSA-425410,0.13749346
R-HSA-379401,2.2825152e-07
R-HSA-75105,0.006186222
R-HSA-4086400,0.006272306
R-HSA-68884,0.008913372
R-HSA-5619036,0.0
R-HSA-5357786,0.008731405
R-HSA-4720454,0.0
R-HSA-3700989,0.03038043
R-HSA-156590,0.00010700096
R-HSA-428930,8.825898e-05
R-HSA-5627117,0.016845673
R-HSA-165181,9.4139556e-05
R-HSA-432142,0.013557383
R-HSA-5619044,0.0
R-HSA-68962,0.00015744097
R-HSA-8866654,0.06049546
R-HSA-5579032,0.0
R-HSA-174362,0.032499906
R-HSA-182971,0.00052013126
R-HSA-201688,0.021580346
R-HSA-4839743,0.14560804
R-HSA-9018677,0.0021624325
R-HSA-9035968,0.0
R-HSA-6802948,0.021528069
R-HSA-5579020,0.0
R-HSA-5619077,0.0
R-HSA-180786,0.0005019253
R-HSA-5619039,0.0
R-HSA-5368286,0.18437716
R-HSA-193681,0.0044411267
R-HSA-69017,0.00044506896
R-HSA-8963896,0.0020678171
