,coef
RNH1,0.0
RNF167,0.0
SEC61B,0.004675839
ZSCAN5A,0.0
FAM83F,0.0
CPLX1,0.0044956193
CLSTN1,0.0
MTR,0.022496594
RMND5A,0.0
HGH1,0.0
HNRNPH2,0.004718444
GDAP2,0.0
PPP2R3C,0.0
SLC52A3,0.009119924
LZTS1,0.0
SH2D5,0.0
TMEM214,0.0
SPANXN3,0.0
DLG5,0.0
RANBP1,0.00031956393
SYVN1,0.0042563975
CNTROB,0.0
PIN1,0.009175933
OPRM1,9.5736905e-05
CEBPA,0.00026584248
OAF,0.0
WRNIP1,0.0
MAN2B2,0.0018052295
WFDC5,0.0
RNF125,5.516819e-05
ZNF408,0.0
FDCSP,0.0
OCIAD1,0.0
RNASEH1,0.0
DENND1C,0.0011959667
TRIM33,0.0003170678
OR5T1,8.504768e-06
MFHAS1,0.0
ADO,0.0
HIPK4,0.0
IPO9,0.0
LZIC,0.0
RNF10,0.0
SCAP,0.0
AXDND1,0.0
NAT8,8.589998e-08
NETO1,0.0
FAM189A2,0.0
N4BP2L1,0.0
RGL1,0.00058968127
PSMC5,0.035990775
TOMM20,0.00046661551
APIP,0.0030972487
FAM199X,0.0
SFRP2,0.00070439925
CLEC16A,0.0
STOML1,0.0
COPS6,0.016976826
PLBD1,0.09027113
TP53I3,0.00069809984
OR1L8,7.929222e-06
TMCO3,0.0
SLC3A2,0.003982279
TTLL12,0.2706582
LSR,0.0006820375
SCML2,0.0
FANCA,0.0049598026
RAB3IL1,0.0004911724
SCAMP1,0.00016921807
MCC,0.0
RNF115,0.0038867965
ZFAND1,0.0
DPP9,0.0
FAM118B,0.0
PEMT,0.00029305174
CCDC102A,0.0
CCNI,0.0
COX10,0.0028892816
ZC2HC1C,0.0
SYTL4,0.006744239
CCDC47,0.0
PAEP,0.0
TBC1D1,0.0006241865
ST18,0.0
TMCC3,0.0
RBCK1,0.0059995493
CREBBP,0.08067831
SERINC1,2.588291e-05
CALML3,0.0
TTC12,0.0
KRAS,0.07109145
HTR3D,0.0
CBY1,0.0037075612
SET,0.00063721143
STIM2,0.0
RNF41,0.0042322115
ESRRA,0.0043533426
DSN1,0.0024316541
ABL2,0.000700763
HSF5,0.0
BROX,0.0
POLD1,0.018549765
VPS9D1,0.0
OR5I1,3.0605813e-07
HHIP,0.0006028275
DTHD1,0.0
LANCL1,0.0
HYAL1,0.02785068
CEP131,0.0021775244
RNF4,0.0008989172
PPP1R12A,0.011674474
NFKB2,0.08508249
OR13C3,1.8217945e-06
RPP40,9.056756e-05
MRPL1,0.018352743
ESPNL,0.0
MDFIC,0.0
MOGAT3,0.0022206577
TPRKB,0.0
TOMM40,0.000104748804
GLRX5,0.0
DARS2,0.0028815384
TCIRG1,0.00565798
SLN,0.0
MSL2,5.24647e-05
PPME1,1.1109475e-05
FGFR1,0.013318133
ACKR3,0.011463221
MARVELD3,0.0
LIPE,0.14695345
PTBP2,0.0
MTCP1,0.0
CNOT10,0.0021977173
CRB3,8.35498e-05
CMC1,0.0
HSPA4,0.001594888
LDHAL6A,0.0
CHMP4C,0.0001141452
GALE,0.0054842685
AMN1,0.0
FBXO44,0.0022305558
CYP4F11,1.7878698e-08
USP44,0.00027023128
ACIN1,0.0
COX4I1,0.0009774815
DUS2,0.0
CCDC102B,0.0
IP6K1,0.00025461797
GLE1,0.0
FGF19,7.566607e-13
BTN2A2,6.1990426e-09
ICMT,0.0
MIF4GD,0.0
METTL5,0.0
EPHA3,0.00026671705
HIBADH,0.0
PPARG,0.03226037
IGHMBP2,0.0
TATDN3,0.0
CCDC137,0.0
TRUB1,0.0
C1GALT1C1,0.0
MB,8.744844e-05
ZNF184,0.0
CALCOCO2,0.0
DYNLT3,0.0
HSDL2,0.0
MAPK10,0.0010857705
CORO6,0.0
CT47A7,0.0
BBS9,0.0041529187
ARHGEF1,0.022781564
CHIA,1.4165417e-06
USF2,0.0048931893
GPATCH2,0.0
NT5E,0.00068872096
ZNF692,0.0
DEFB116,7.32502e-08
DDX10,0.0
OR6C70,2.7007002e-06
RALB,0.0033584293
MPPED2,0.0
SLC9A6,0.0013988564
MATN2,0.0
HAL,0.00024684836
ISX,0.0
TM6SF1,0.0
LCE5A,1.0447125e-07
IGFN1,0.0
DEF8,0.0
TCF3,0.00032132617
KCTD18,0.0
TMEM126B,0.0049963994
TRIM25,0.035630055
PLP2,0.0
FAM53B,0.0
SNAP25,0.16354743
USP13,0.0021163963
HEXIM1,0.0
INHBB,0.00094614655
ZMYM5,0.0
WDR36,0.00041431366
BCOR,0.0
QPCTL,0.0
NCDN,0.0
RNF126,0.0074661295
OR6C4,5.177398e-06
RGP1,0.049585268
SIRT7,0.0
USP9X,0.00440702
NDFIP1,0.0
NR2F6,0.011315488
SUMO4,0.0
LOXL3,0.008240872
OR10A4,0.0022798216
PSAT1,0.00025771034
SIAH2,0.025972847
AUTS2,0.0005341005
RPL27,0.055145413
AFAP1L2,0.0
LARP4,0.0
VDAC1,0.003152201
LRCH2,0.0
MFSD1,0.0
TGFBRAP1,0.0
SLC30A8,0.010202854
SHCBP1L,0.0
GDE1,0.0038576429
LRRC57,0.0
CT47A6,0.0
ENPP4,3.5854708e-05
BCL9L,0.00172994
ECHDC2,0.0
SUMO2,0.38592976
CEP104,0.0
CCDC171,0.0
TRIM72,2.3313237e-06
CANT1,9.611195e-05
NUDT22,0.0
FGF11,0.0
SNX24,0.0
UBC,0.032695476
PRR26,0.0
CENPB,0.0
RNF26,0.0
GCDH,0.00067698077
SRPX2,0.0
BNIP2,6.289758e-05
GGA2,0.0015071164
GPR65,0.0
HEXB,2.6637294e-06
CSN2,1.9182917e-05
MCHR1,0.0015484566
CDKN2AIP,0.0
KLHL8,0.0
TMEM241,0.0
GLIS2,0.0
SHQ1,0.0
USP51,0.0
UNC5B,0.00013791726
TK2,0.0014800004
CHCHD7,4.5203957e-05
SH3D19,0.010698892
TMEM17,0.0
MGA,0.00012667118
TEFM,0.0
WSB2,0.010709729
RBM28,0.0
ZNF304,0.0
AZIN1,0.0004326477
DEFB121,3.583858e-09
WDR35,0.00030896338
OR4C12,2.5462034e-06
MYBPC3,0.002391059
ZFP69B,0.0
ARID5B,5.029132e-06
PLA2R1,0.0
MFN1,9.058961e-05
WDR20,0.00020382203
SP4,0.0
CTSZ,0.021815522
PTH2,0.0
LDLRAP1,0.0003911419
LGSN,0.0
PIK3C2B,1.4438966e-06
PNLIPRP2,5.614377e-05
GHRH,4.1577096e-05
DUSP8,0.0015212066
ATPAF1,0.0
LPL,0.0044644093
MFAP1,0.00055977795
TCTE1,0.0
WBP1,0.0
CYP17A1,2.487417e-06
NODAL,1.1426227e-05
PDZRN4,0.0
PIWIL3,0.0
UBQLN2,1.8313127e-05
ZNF598,0.0
CREG1,0.0007004053
DLX4,0.0
ZNF335,0.0
NR2C1,0.00086196896
ZNF674,0.0
ITPA,0.0
ZNF625,0.0
JUN,0.026360365
DPF1,0.0
SNRNP200,0.022813294
LTB4R2,1.6677839e-05
B4GALT4,0.03084063
LCT,0.00044180866
KLF6,0.0
GPX4,0.004877262
LSM10,0.0047189454
LCE2A,8.6188925e-07
LIMK2,0.0056881034
CDIP1,0.0
SRXN1,0.0
STK32B,0.0
ZNF763,0.0
ZNF280D,0.0
TSPAN15,0.0
FNDC8,0.0
OR6C76,1.2677036e-05
FAM47E,0.0
MUL1,0.012303384
AEBP2,0.00011467649
GP1BA,0.0007280532
SLC36A2,8.936967e-06
ELF4,0.0
ARMC9,0.0
ARMCX2,0.0
N4BP2,0.0
LGALS8,0.0
GRP,0.0014626591
MAST3,0.0
KIAA1841,0.0
KLC2,0.003955961
EIF2B1,0.0059226938
KRT38,0.0
LHB,0.0005975552
YTHDF2,0.0
NBPF10,0.0
ART3,0.0
CYTH3,0.00013644315
TNKS1BP1,0.00032919063
KATNB1,0.0
RNMT,0.0011490756
MTCH2,0.0
MED12,0.000866058
CHID1,1.3464811e-10
DMC1,3.9896244e-05
DNAH1,0.0
EMC7,0.0
PLXDC2,0.0
LRRC23,0.0
WNT4,0.00059670454
CDC25A,0.0015552583
ADGRF3,0.0
SPSB1,0.009949197
TMEM168,0.0
PRM2,0.0
ARHGEF40,0.017082887
GNB1,0.007947991
SLK,0.0
NOMO2,0.0
TBCD,4.6922567e-05
VAPA,0.0037705598
CNEP1R1,0.0005236559
MTF2,0.00011842221
MSH2,0.0053057037
EPS8L2,0.0
SENP6,0.0
SEC23IP,0.0077419123
NRXN2,0.0016804469
RAB31,0.016323501
UNC79,0.0
GAGE10,0.0
IMPG2,0.0
PEX26,0.0
EIF2S3,0.030697757
BET1L,0.0015556843
ERAL1,0.032560807
RAB13,0.053679477
PRSS16,0.0
TAF4B,0.0049911244
ARL1,2.6011213e-07
HPS1,0.0011807282
OR6Q1,2.8142213e-07
ASMTL,0.0
MED24,0.00108415
BTN3A1,0.021523219
LHX6,0.0
OR7D4,1.1149233e-05
FN1,0.07671117
DHRS7C,0.0
ZNF277,0.0
ERLIN1,1.1810373e-05
ZBTB21,0.0
PRH1,0.0
CDC123,0.0
IL27,1.7863882e-05
GNPDA2,0.0
SCARF2,0.0
ALDH1A2,0.00035480293
PTPN3,3.6803995e-05
KATNBL1,0.0
MTHFSD,0.0
SPZ1,0.0
LYZL1,0.0
KIF13B,0.009002391
SCP2D1,0.0
NUTM2A,0.0
GSKIP,0.0
MYL6B,2.784273e-06
MSH5,0.0001356588
GUCY2F,0.0
BID,3.5415425e-05
TMEM120A,0.0
HAUS2,0.002967632
CLASP1,0.013339985
BIVM,0.0
SH2D3C,0.0
TEX30,0.0
PTPMT1,0.008056588
KRT35,0.0
SGCB,0.0
POU5F1,0.0088375155
HTR3C,0.0
ZMIZ2,0.0
CPQ,0.0
SPRYD3,0.0
GK5,0.0
SPAG11A,0.0
DIDO1,4.2803484e-05
TRMT61A,0.0
EXOSC9,8.6004354e-10
GK2,1.8573656e-06
SLC5A7,8.241202e-06
CYP11B1,0.0024431248
PPDPF,0.0
RAD51D,5.6527697e-05
FRMD8,0.0
MMADHC,0.011826265
PLEKHA1,0.00091383775
PRDM4,0.0050602504
CEP68,0.0
FANCC,5.178001e-08
GNAI2,0.0020584466
CDK13,0.0011687365
DTD2,0.0
ASCC1,0.00082977716
PMF1,0.013888687
ZNF354A,0.0
IL15RA,0.0017748482
CLTC,0.013880123
GAR1,4.508069e-11
PGAP3,0.0
RBM11,0.0
GAST,4.256304e-05
PARP2,0.0052258167
SPP2,0.00076056673
CHTOP,0.0014322774
YBX3,0.0
COX7B,0.0010711421
GART,0.010545388
ZCCHC9,0.0
CLDN11,2.7933815e-05
COL6A3,0.04489916
ZBTB7B,0.0
ATP6V1G1,0.0025330298
NABP2,0.0037279143
INF2,0.0
TRABD,0.0
BBOX1,0.00047934268
SKP1,0.014556608
RNPC3,0.02146891
ZNF559,0.0
MYF6,5.3707544e-10
YKT6,0.024443094
NAT9,0.0
GALC,0.020884741
DRAM1,0.0
ZSCAN18,0.0
VBP1,0.00094876013
LACC1,0.0
SLC1A4,0.00070001686
TCERG1,0.0
UBE2QL1,0.0
STBD1,2.4415373e-05
GPATCH11,0.0
SRD5A3,0.00014781712
MED30,0.005535614
FBXO48,0.0
VPS4B,0.002142926
PEX14,2.9459287e-07
PPP1R3A,0.0
LRFN3,3.3301945e-05
FZD6,0.0038201178
MPZL3,0.0
USP15,0.04014222
NEK8,0.0
OR9K2,4.1938782e-07
WASF3,0.112072766
ZNF214,0.0
CRY1,0.0
FBXO39,0.0
TMPRSS15,0.0
MN1,0.0
CACNB1,0.00039980054
DNA2,0.0007515735
TRA2A,0.0
ACCS,0.0
BEND7,0.0
FBXO9,0.013863929
OR5J2,1.20063655e-11
BHLHE23,0.0
RAD18,0.0032625382
LIFR,0.014726781
TMEM179B,0.0004461415
UNC13A,0.0
DGAT2,0.006629837
DPYSL2,0.0015796216
COG8,0.0055869524
WDR37,0.0
BECN1,0.009096623
GPRIN1,0.0
DMRT1,0.0
SYT15,0.0
IFI35,0.0
STK35,0.0
SLC35E2B,0.0
SUPT5H,0.007934883
KRTAP4-7,0.0
TSTD2,0.0
HOMEZ,0.0
LIPM,0.00010281664
SYNGAP1,0.027196709
PDE6D,0.000663556
ZNF182,0.0
EPN2,0.00021925599
GMPPB,0.0
SPNS1,0.0
ZNF808,0.0
STX3,0.0032374957
KRTCAP3,0.0
ATXN7,0.009638924
SMIM12,0.0
PHACTR1,0.0
TRIL,0.0
FZR1,0.033852197
TMED4,0.0
DHX30,0.0
TMEM187,0.0
CTIF,0.0
EIF4E1B,0.0
MAGEB16,0.0
PSTPIP2,0.0
CEP41,0.005695669
SLC25A35,0.0
ANKRD13A,0.0
GZF1,0.0
ADAMTS20,6.6763484e-08
LMBR1L,0.0
MCPH1,0.00042781892
STEAP4,0.0
TAS2R39,0.00020078605
GKAP1,0.0
MMP14,0.00042371725
BLMH,0.0012276437
FN3KRP,0.0
PTAR1,0.0
GNGT1,0.001266984
TFAP4,0.0
PRICKLE1,0.000986909
LUC7L,0.0
ANKRD30A,0.0
PIH1D2,0.0
KDM5B,5.1661544e-05
TM4SF5,0.0
TBC1D25,0.0007732332
ZNF324,0.0
CDH3,0.0
CASP14,9.746541e-05
RPA2,0.048587922
OR8B12,5.268429e-05
EPS8L1,0.0
SPAG8,0.0
MAGEA11,0.0
SDCBP,0.00057649467
XKRX,0.0
STON2,7.1937175e-05
NRF1,6.5224385e-06
FABP12,0.00095748244
TMEM151B,0.0
ANKRD28,0.012669228
METTL22,0.0002951919
ZNF746,0.0
PDGFRB,0.037774768
SEC24C,0.029479433
A1CF,0.0096462
CKMT2,0.03985206
POLR2G,0.015014727
FARSA,0.008528442
DNM3,0.00094644504
FAM174A,0.0
GIN1,0.0
ANXA7,0.0
PDCL2,0.0
RAP1GDS1,0.0
CARD11,0.0052575707
SLC31A1,0.0
NAGLU,1.0044113e-11
RAD21,0.02283252
EHMT1,0.0069421944
PAK2,0.0074385772
