ind,Extracellular matrix organization,Reproduction,Immune System,Muscle contraction,Chromatin organization,Developmental Biology,Circadian Clock,Vesicle-mediated transport,Mitophagy,Digestion and absorption,DNA Replication,Organelle biogenesis and maintenance,Gene expression (Transcription),Programmed Cell Death,DNA Repair,Cellular responses to external stimuli,Metabolism of RNA,Cell Cycle,Cell-Cell communication,Neuronal System,Signal Transduction,Metabolism of proteins,Metabolism,Transport of small molecules,Disease,Hemostasis
C3L-02809-06,-0.0008964118,0.00014270507,0.00029560918,0.00026422838,1.1301635e-08,0.0005958242,0.00036861066,0.0015723557,1.4965316e-06,-1.8087376e-05,-3.4868424e-06,-0.0004061893,0.0003393063,3.331224e-05,0.0004550855,0.00016988593,-0.00041286176,0.0010543308,-3.5092566e-05,-0.00057505345,0.0037875376,0.0050884387,-0.0007642404,-0.0005487619,0.009587251,-0.00031446147
C3L-02888-02,-0.0003242515,6.817022e-05,4.1461997e-05,0.00021205135,-5.3200233e-07,0.00038768654,0.0003335766,0.0016264581,2.196244e-06,-2.1337186e-05,-3.448892e-06,-0.00038397874,0.00030288062,3.4025787e-05,0.00030336255,0.00048278013,-0.00048754294,0.00074476417,-3.424135e-05,-0.0006316084,0.0029409889,0.004132492,-0.00297854,-0.00083391933,0.008624228,-0.00014725416
C3L-02888-02,-0.0003242515,6.817022e-05,4.1461997e-05,0.00021205135,-5.3200233e-07,0.00038768654,0.0003335766,0.0016264581,2.196244e-06,-2.1337186e-05,-3.448892e-06,-0.00038397874,0.00030288062,3.4025787e-05,0.00030336255,0.00048278013,-0.00048754294,0.00074476417,-3.424135e-05,-0.0006316084,0.0029409889,0.004132492,-0.00297854,-0.00083391933,0.008624228,-0.00014725416
C3L-02888-02,-0.0005190413,8.0263504e-05,7.0758124e-06,0.00030082828,-2.092713e-07,0.00023924284,0.00033915782,0.0016400343,2.5932286e-06,-1.3597719e-05,-5.193315e-06,-0.00040524325,0.00041450365,3.8021448e-05,0.00020004624,0.0004681925,-0.0004356168,0.0008585587,-3.0760402e-05,-0.00052589516,0.0026533457,0.00456584,-0.0030698865,-0.00086871325,0.008121945,-3.0818068e-05
C3L-02897-01,-0.0008917302,0.0001615878,0.00052666536,0.00035660315,3.710697e-07,0.0005792802,0.00037352275,0.0016276134,1.941924e-06,-1.7148575e-05,-6.318158e-06,-0.00039666428,0.000440975,3.9586055e-05,0.0002996068,0.00044406566,-0.00054889685,0.0010332376,-3.9790124e-05,-0.0015318363,0.0033131817,0.006401497,-0.0038658688,-0.0012792944,0.009726874,-0.00017157727
C3L-02899-01,-0.00079465477,0.00014541665,0.00043086163,0.00039738402,4.409981e-08,0.00049862324,0.00038477607,0.0016231897,2.1689862e-06,-1.5507387e-05,-4.312926e-06,-0.00037975068,0.00044709808,4.406147e-05,0.00031757014,0.00047898496,-0.00050359376,0.0010557711,-3.5572404e-05,-0.00067434425,0.0031230487,0.0062894383,-0.0032328481,-0.0011736703,0.009030386,-0.00017733769
C3L-02956-01,-0.00060693186,0.00010318508,-0.0005032098,0.00028127307,-4.0427855e-07,0.00041466547,0.00037985636,0.0016360319,1.759863e-06,-5.928688e-06,-7.4482955e-07,-0.00036793307,0.00034483967,3.611204e-05,0.00030622885,0.0003551191,-0.00042572856,0.0009364947,-3.0856852e-05,-0.00019475954,0.002743867,0.0037276796,-0.0035839574,-0.0010186131,0.009087361,-0.00011722272
C3L-02956-01,-0.00060693186,0.00010318508,-0.0005032098,0.00028127307,-4.0427855e-07,0.00041466547,0.00037985636,0.0016360319,1.759863e-06,-5.928688e-06,-7.4482955e-07,-0.00036793307,0.00034483967,3.611204e-05,0.00030622885,0.0003551191,-0.00042572856,0.0009364947,-3.0856852e-05,-0.00019475954,0.002743867,0.0037276796,-0.0035839574,-0.0010186131,0.009087361,-0.00011722272
C3L-02956-01,-0.00060693186,0.00010318508,-0.0005032098,0.00028127307,-4.0427855e-07,0.00041466547,0.00037985636,0.0016360319,1.759863e-06,-5.928688e-06,-7.4482955e-07,-0.00036793307,0.00034483967,3.611204e-05,0.00030622885,0.0003551191,-0.00042572856,0.0009364947,-3.0856852e-05,-0.00019475954,0.002743867,0.0037276796,-0.0035839574,-0.0010186131,0.009087361,-0.00011722272
C3L-02956-06,-0.00079714,0.00010494723,-0.00022628516,0.00025530296,2.2317774e-07,0.00051148084,0.0004027379,0.001575389,2.1287476e-06,-6.183086e-06,-1.6134827e-06,-0.00035326544,0.00028082944,4.0206032e-05,0.00039940182,5.2662537e-05,-0.00044157178,0.0008893336,-3.6641213e-05,-0.00041654301,0.0022522565,0.0044848975,-0.0037309597,-0.0008848693,0.009605941,3.0352086e-05
C3L-02956-06,-0.00079714,0.00010494723,-0.00022628516,0.00025530296,2.2317774e-07,0.00051148084,0.0004027379,0.001575389,2.1287476e-06,-6.183086e-06,-1.6134827e-06,-0.00035326544,0.00028082944,4.0206032e-05,0.00039940182,5.2662537e-05,-0.00044157178,0.0008893336,-3.6641213e-05,-0.00041654301,0.0022522565,0.0044848975,-0.0037309597,-0.0008848693,0.009605941,3.0352086e-05
C3L-03123-04,0.0005870997,6.234126e-05,8.8001405e-05,9.741667e-05,-5.686281e-07,0.0003649364,0.00030952145,0.0014625465,1.9899064e-06,-2.1772432e-05,4.828854e-07,-0.0003648465,0.00020812379,3.2732118e-05,0.00025975276,-0.00068005,-0.000508642,9.602779e-05,-1.2593447e-05,5.3056556e-05,0.0037386105,0.0004958566,-0.004086034,-0.00080494955,0.0050112987,-0.00040602978
C3L-03348-03,-0.00070046075,0.00013361633,0.00015726397,0.00027454394,-1.0425847e-07,0.0006106441,0.00036774043,0.0016429189,2.5156164e-06,-2.3449358e-05,-5.365576e-06,-0.0003989865,0.00045217323,3.3179476e-05,0.00031220145,0.00028518544,-0.00044044587,0.0012185341,-3.3541888e-05,-0.0011032298,0.0034359407,0.005525477,-0.0026664229,-0.00070592895,0.00853603,-0.00026991114
C3L-03388-02,-0.0008452149,0.00014031083,0.00038234642,0.00033183894,1.0198783e-07,0.00048555207,0.00036058214,0.0016170017,1.3384583e-06,-1.48478175e-05,-6.26229e-06,-0.00038793258,0.0004152486,3.8426708e-05,0.0002296058,0.00030641994,-0.0005594302,0.00090612203,-3.5326506e-05,-0.0009627115,0.0029621534,0.006393593,-0.0033247466,-0.0011731355,0.009167338,-0.0003989485
C3L-03394-03,-0.0006280841,0.00016671736,0.0002125587,0.0002398063,6.377151e-07,0.00056599046,0.00036911448,0.00159501,1.3323873e-06,-2.082626e-05,-3.49151e-06,-0.00039445047,0.00038765103,3.8212733e-05,0.00040997347,-0.00044219074,-0.0004905129,0.00089110824,-4.0894185e-05,-0.0014474088,0.0028329336,0.004751637,-0.0016672191,-0.00056620047,0.0073995916,-0.0001923573
C3L-03622-02,-0.0005419985,0.000116298834,-0.00025990547,0.00022790636,-5.0323333e-08,0.00045350599,0.00040132768,0.0015884973,2.1493495e-06,-2.2026983e-05,-3.413787e-06,-0.00036331042,0.00032951697,3.795757e-05,0.00033146012,0.00015592645,-0.0004575387,0.0009088188,-4.352659e-05,-0.0009052143,0.0027290832,0.004906951,-0.0029410908,-0.0011922563,0.00785212,-2.3046203e-05
C3L-03629-02,-0.00063291856,0.00013937533,0.00034448467,0.00024336345,-7.43451e-08,0.00051846035,0.0003645162,0.0016723,2.311865e-06,-2.2282062e-05,-4.5584275e-06,-0.00039813147,0.00037433475,3.325995e-05,0.0003072356,0.00041065956,-0.0003567326,0.0010246887,-4.0598377e-05,-0.0012108615,0.003914955,0.0055485726,-0.0028386633,-0.0008773575,0.0076300805,-0.00023144594
C3L-03629-02,-0.00063291856,0.00013937533,0.00034448467,0.00024336345,-7.43451e-08,0.00051846035,0.0003645162,0.0016723,2.311865e-06,-2.2282062e-05,-4.5584275e-06,-0.00039813147,0.00037433475,3.325995e-05,0.0003072356,0.00041065956,-0.0003567326,0.0010246887,-4.0598377e-05,-0.0012108615,0.003914955,0.0055485726,-0.0028386633,-0.0008773575,0.0076300805,-0.00023144594
C3L-03629-02,-0.0008612166,0.00014623838,0.00035445287,0.000247854,-3.2947343e-09,0.0005477196,0.0003725253,0.0016753912,2.7166554e-06,-2.2640064e-05,-5.195848e-06,-0.00039946346,0.0004391781,3.398993e-05,0.00021959214,0.00026085263,-0.00044761333,0.0011159063,-4.413769e-05,-0.0011136949,0.004073249,0.00579558,-0.0032299107,-0.0008284033,0.007726429,-0.00019406392
C3L-03629-02,-0.0008612166,0.00014623838,0.00035445287,0.000247854,-3.2947343e-09,0.0005477196,0.0003725253,0.0016753912,2.7166554e-06,-2.2640064e-05,-5.195848e-06,-0.00039946346,0.0004391781,3.398993e-05,0.00021959214,0.00026085263,-0.00044761333,0.0011159063,-4.413769e-05,-0.0011136949,0.004073249,0.00579558,-0.0032299107,-0.0008284033,0.007726429,-0.00019406392
C3L-04080-06,1.3015825e-05,0.00015117571,-0.0005049505,0.0002390087,3.3029758e-07,0.00047587234,0.00041197133,0.0016354546,2.038737e-06,-3.222721e-05,-5.4484995e-06,-0.0003304021,0.00041097729,2.6112903e-05,5.537296e-05,-0.00032534642,-0.0005017261,0.00093616307,-3.545647e-05,-0.000277107,0.004001824,0.004833118,-0.00020444863,-0.0011943118,0.007867495,-0.0001786164
C3L-04473-01,-0.00071032334,0.00014026153,-0.000241071,0.00029651876,-1.6543082e-07,0.00042849377,0.00033304773,0.0016335092,1.7344096e-06,-2.178032e-05,-4.532793e-06,-0.00036625742,0.0003142854,3.620137e-05,0.0003297615,-0.0001332353,-0.0005237877,0.00079649675,-3.2011787e-05,-0.0011143858,0.0027172673,0.0044832076,-0.003003397,-0.00084204896,0.009313361,-0.000189201
C3N-00198-06,-0.00059206795,0.00014834455,0.0002380797,0.000216818,-9.1065836e-08,0.00064046576,0.000368736,0.0016309744,1.5956323e-06,-8.586202e-06,-1.746031e-06,-0.000385787,0.00032804324,3.4047585e-05,0.00047668107,0.00024143215,-0.0004905739,0.00087920093,-4.619e-05,0.00017795552,0.004653718,0.0060048606,-0.0016857191,-0.0005413238,0.009536997,-7.088887e-05
C3N-00302-02,-0.0005653997,0.00014583343,0.00056712615,0.00030803971,-2.2756922e-07,0.0005382246,0.0004095481,0.0016118402,2.959832e-06,-1.1887639e-05,-5.966805e-06,-0.00035610117,0.00052452576,4.0997144e-05,0.00017447393,0.00056671305,-0.00041991824,0.0011593183,-3.45396e-05,-0.0013871436,0.0036630929,0.0059746346,-0.0038452926,-0.00090412644,0.010299141,-3.2729957e-05
C3N-00303-01,-0.0004903713,0.00017938187,-0.00018807151,0.00025976475,7.746266e-08,0.00048605027,0.00040440244,0.0015849617,2.4921294e-06,-7.967527e-06,-4.0609502e-06,-0.0003678203,0.00044632677,4.1391115e-05,0.00027573688,-0.00012791369,-0.00065944804,0.00096159166,-4.19086e-05,7.250856e-06,0.0028664835,0.0064775855,-0.003303378,-0.00061385037,0.009068473,-4.1990734e-05
C3N-00436-05,-0.00034751563,0.000114082024,-0.00032303587,0.0001437355,-1.2561278e-06,0.0005619482,0.0003314064,0.001598672,1.0898191e-06,-2.2261995e-05,2.5211807e-06,-0.00035329934,0.00015112785,3.2311014e-05,0.0003741187,0.00046133585,-0.00041946568,0.0005616327,-3.2417694e-05,-0.0006070069,0.0026173946,0.002624066,-0.0037174255,-0.000769073,0.007985386,-0.000281617
C3N-00511-03,-0.0006070086,0.00015977366,0.00033967328,0.00028711412,-2.1524787e-07,0.00044278376,0.00041024564,0.0016503977,2.5605975e-06,-1.0660945e-05,-4.2288657e-06,-0.0003738216,0.0003775219,4.083933e-05,0.00016252631,0.0006403726,-0.0005507271,0.0010018847,-4.4963464e-05,-0.0011252265,0.0038024231,0.0067694667,-0.0036816956,-0.0006747182,0.009784064,-0.00020179266
C3N-00517-01,-0.000115026975,0.00011339182,-0.00023492951,0.00012733058,-7.278058e-07,0.00046168253,0.0002814878,0.0016080937,8.196973e-07,-2.1542315e-05,1.5359036e-06,-0.0003443798,0.0001252921,3.1200714e-05,0.00046368578,-2.3378275e-06,-0.00050507614,0.0002809878,-2.0444702e-05,-0.0009888633,0.0031486973,0.0021632686,-0.0047080726,-0.00078461197,0.00860854,-0.00032319553
C3N-01382-01,-0.00050799607,0.00012356011,6.60208e-05,0.00026605395,-2.534895e-07,0.00047621428,0.00033590628,0.0016332327,1.6834025e-06,-2.1806614e-05,-1.6672418e-06,-0.00035906662,0.000335474,4.3517928e-05,0.0003011977,-1.9303738e-05,-0.00054729544,0.0007110373,-3.0470463e-05,-0.0009977428,0.0029276672,0.004886786,-0.004642179,-0.0010357259,0.009389505,-0.00015600627
C3N-01385-02,-0.00036566556,0.000106735846,-0.0001043454,0.00021873142,-7.5267224e-07,0.0005199894,0.0003239986,0.0016641197,1.5208416e-06,-2.1765321e-05,-1.9912177e-06,-0.0003644682,0.0002980943,3.6658508e-05,0.00031237784,0.00029920664,-0.0004288988,0.0007646879,-3.6851106e-05,-0.0010066167,0.002367272,0.0044695875,-0.004588615,-0.0009884445,0.009548817,-0.00021095281
C3N-01385-02,0.00021582471,8.206844e-05,-0.00024144906,0.0001479695,-8.659782e-07,0.00050395826,0.00031914492,0.0014786054,1.8601775e-06,-2.1658014e-05,2.9989457e-07,-0.00036001913,0.00017926333,2.9100425e-05,0.00029490495,-0.0005041632,-0.00040199302,0.0003802076,-2.2841186e-05,-0.0004933212,0.0025821803,0.0019490295,-0.003955077,-0.00089974236,0.0066611213,-0.0004076661
C3N-01385-02,0.00021582471,8.206844e-05,-0.00024144906,0.0001479695,-8.659782e-07,0.00050395826,0.00031914492,0.0014786054,1.8601775e-06,-2.1658014e-05,2.9989457e-07,-0.00036001913,0.00017926333,2.9100425e-05,0.00029490495,-0.0005041632,-0.00040199302,0.0003802076,-2.2841186e-05,-0.0004933212,0.0025821803,0.0019490295,-0.003955077,-0.00089974236,0.0066611213,-0.0004076661
C3N-01385-02,-0.00028216446,0.00011535684,-0.00016588763,0.00022246788,-6.150995e-07,0.00057835854,0.00036054736,0.0016174619,1.9406673e-06,-2.1842918e-05,-2.005399e-06,-0.0003650047,0.00030526164,3.477341e-05,0.00028093558,-2.0728558e-05,-0.00042632082,0.00085415156,-3.4428416e-05,-0.000899869,0.0025276374,0.004604849,-0.0040424746,-0.0008956874,0.008262225,-0.00022769127
C3N-01385-02,-0.00028216446,0.00011535684,-0.00016588763,0.00022246788,-6.150995e-07,0.00057835854,0.00036054736,0.0016174619,1.9406673e-06,-2.1842918e-05,-2.005399e-06,-0.0003650047,0.00030526164,3.477341e-05,0.00028093558,-2.0728558e-05,-0.00042632082,0.00085415156,-3.4428416e-05,-0.000899869,0.0025276374,0.004604849,-0.0040424746,-0.0008956874,0.008262225,-0.00022769127
C3N-01385-05,-0.00028810534,0.00010997657,-9.472533e-05,0.00020061825,-3.106578e-07,0.0005312507,0.00034984044,0.00157311,2.6115865e-06,-2.1921649e-05,-2.1792407e-06,-0.00038918853,0.00028555054,3.2772507e-05,0.00024259063,-0.00046183684,-0.0004889597,0.00076817186,-2.905109e-05,-0.0006810771,0.0022526626,0.003593272,-0.0047573876,-0.00096171326,0.0077326046,-0.00025938393
