,coef
R-HSA-163359,0.006605476
R-HSA-1855167,0.009035705
R-HSA-422085,0.0002908978
R-HSA-3000471,0.0007910063
R-HSA-189200,0.006836955
R-HSA-170834,0.00077638036
R-HSA-211945,0.0030331952
R-HSA-381042,0.014079004
R-HSA-975957,0.0067887115
R-HSA-75205,0.025101868
R-HSA-69190,0.0003296337
R-HSA-112314,0.049230482
R-HSA-3560782,0.002613434
R-HSA-75896,0.0935468
R-HSA-73980,0.022547236
R-HSA-749476,0.0024586513
R-HSA-1799339,0.1758727
R-HSA-9013694,0.0015892307
R-HSA-388844,0.008485492
R-HSA-1237044,0.0004888461
R-HSA-3304351,0.006775984
R-HSA-8956319,0.006184069
R-HSA-6798163,0.015878549
R-HSA-75893,0.007874798
R-HSA-453276,0.073180005
R-HSA-5621481,0.03208148
R-HSA-1369007,0.002211914
R-HSA-381070,2.6317653e-06
R-HSA-388396,0.005610824
R-HSA-381426,0.09028028
R-HSA-1227986,0.004239417
R-HSA-111367,0.009313479
R-HSA-168254,0.005191182
R-HSA-6807505,0.009718413
R-HSA-157858,0.0004596082
R-HSA-8848021,0.0033165063
R-HSA-1300644,0.00056231907
R-HSA-982772,0.024200732
R-HSA-194840,0.11117175
R-HSA-210747,0.0020256483
R-HSA-449147,0.21877362
R-HSA-674695,0.005972546
R-HSA-163841,0.03312102
R-HSA-5660489,1.9673093e-05
R-HSA-1236394,0.009193251
R-HSA-5617472,0.02184784
R-HSA-1433557,0.0024355657
R-HSA-203765,0.0126665095
R-HSA-8939211,0.028822683
R-HSA-8849932,0.0007642794
R-HSA-1855192,0.0
R-HSA-195253,0.045106824
R-HSA-450513,0.0011942496
R-HSA-114508,0.002073797
R-HSA-975956,0.00066431647
R-HSA-8949613,0.02602211
R-HSA-1222556,0.0026244249
R-HSA-5663084,0.0078088404
R-HSA-8956320,0.0097680995
R-HSA-8876384,0.031725742
R-HSA-163125,0.010851572
R-HSA-6798695,0.00065619836
R-HSA-73943,0.00049402425
R-HSA-8851680,0.024293333
R-HSA-3299685,0.2141661
R-HSA-2022090,0.013783306
R-HSA-5205685,0.0004736737
R-HSA-1221632,0.00093988003
R-HSA-2408522,0.01761727
R-HSA-210746,0.0011612297
R-HSA-5653890,0.028661821
R-HSA-5173105,0.02080806
R-HSA-375165,0.023333453
R-HSA-112310,0.18860291
R-HSA-2161541,0.0002145123
R-HSA-6809371,0.0023120744
R-HSA-5576894,0.00036109192
R-HSA-1855156,0.0
R-HSA-140834,0.00073372904
R-HSA-73856,0.03736055
R-HSA-5632684,0.12968044
R-HSA-196849,0.35947615
R-HSA-446203,0.0046452577
R-HSA-8963899,0.031551577
R-HSA-70614,0.0022406774
R-HSA-8934903,0.0009063486
R-HSA-5578768,0.00014140527
R-HSA-450408,0.0077378014
R-HSA-189483,0.0021874001
R-HSA-422356,0.009758578
R-HSA-446107,0.0012992417
R-HSA-6785470,1.8058979e-06
R-HSA-69615,0.0008391791
R-HSA-8963898,0.0020536047
R-HSA-9007101,0.0071351156
R-HSA-390466,0.17052759
R-HSA-418360,0.03726057
R-HSA-5609975,5.8396634e-09
R-HSA-2028269,4.7808764e-05
R-HSA-212436,0.0059400704
R-HSA-112308,0.054088213
R-HSA-168643,0.09996639
R-HSA-5684996,0.052697275
R-HSA-6803157,0.0056097046
R-HSA-1296052,0.0016218468
R-HSA-1445148,0.0069390927
R-HSA-75892,0.00087311974
R-HSA-8979227,0.49984846
R-HSA-1296346,0.017246379
R-HSA-72172,0.05343836
R-HSA-163358,0.0004002486
R-HSA-8957322,0.14924304
R-HSA-2474795,0.004221549
R-HSA-5223345,0.00022757945
R-HSA-189085,0.0026544977
R-HSA-5688426,0.18685353
R-HSA-198933,0.023987252
R-HSA-3371556,0.019089311
R-HSA-1442490,0.00029776467
R-HSA-392518,0.011887727
R-HSA-72086,0.00010987253
R-HSA-2262749,0.09725108
R-HSA-456926,0.015300693
R-HSA-8856828,0.004992321
R-HSA-5250941,0.0018513658
R-HSA-203927,0.00065202586
R-HSA-1247673,0.000119165445
R-HSA-216083,0.09677669
R-HSA-392517,0.0036152487
R-HSA-1483257,0.28231534
R-HSA-381340,0.0040648077
R-HSA-8941237,0.0063317656
R-HSA-75955,0.00080355717
R-HSA-5620924,0.0036844763
R-HSA-2129379,0.008831244
R-HSA-8853383,0.0004767014
R-HSA-6806667,0.0045347596
R-HSA-2151201,1.39787935e-05
R-HSA-453274,0.0005100368
R-HSA-1368071,0.027782587
R-HSA-156842,0.026977886
R-HSA-351202,0.22205327
R-HSA-8981607,8.744582e-05
R-HSA-72764,0.029710196
R-HSA-5339562,0.024508515
R-HSA-71737,0.00029616995
R-HSA-1268020,0.00032317996
R-HSA-75153,0.0018556439
R-HSA-429958,0.012042087
R-HSA-5693571,0.00024959983
R-HSA-192456,0.0008958062
R-HSA-157579,0.08871014
R-HSA-166208,0.0054001273
R-HSA-112311,1.161645e-06
R-HSA-5696399,0.035458125
R-HSA-8978934,0.03547775
R-HSA-3000170,0.015315828
R-HSA-8849175,0.020003023
R-HSA-76009,0.00010917142
R-HSA-5250913,0.00021984664
R-HSA-5661231,4.6685145e-06
R-HSA-177929,0.00063668087
R-HSA-3238698,0.0049335156
R-HSA-912446,0.017019292
R-HSA-376176,0.004251957
R-HSA-2168880,0.00010632811
R-HSA-8964043,6.387691e-05
R-HSA-3000178,0.03176935
R-HSA-5579029,0.000983717
R-HSA-5632987,0.0021860786
R-HSA-2978092,7.37631e-05
R-HSA-1502540,0.00021317933
R-HSA-3371497,3.926158e-06
R-HSA-3296482,0.01744952
R-HSA-1170546,0.0006658421
R-HSA-2564830,7.858835e-05
R-HSA-426486,0.0014495961
R-HSA-432030,0.0
R-HSA-500792,0.03336962
R-HSA-5683826,0.030095192
R-HSA-76042,0.019211303
R-HSA-5358346,0.010172895
R-HSA-432040,0.0007155214
R-HSA-163765,5.387638e-07
R-HSA-5358606,0.001077181
R-HSA-8981373,1.6740532e-05
R-HSA-5362517,0.0016248727
R-HSA-210991,0.003125394
R-HSA-4791275,0.2900628
R-HSA-76005,0.027205046
R-HSA-373760,2.1475837e-05
R-HSA-156580,0.002616457
R-HSA-212300,0.0005832837
R-HSA-5610787,0.011860411
R-HSA-5368287,0.1853921
R-HSA-6781827,0.02676834
R-HSA-114604,0.0010346307
R-HSA-72202,0.03152877
R-HSA-74752,0.05938299
R-HSA-2672351,0.0072380407
R-HSA-426496,0.00068537606
R-HSA-430039,0.013419649
R-HSA-73933,0.22964162
R-HSA-381033,0.05506986
R-HSA-140837,0.008653827
R-HSA-428157,0.028095031
R-HSA-1566977,0.0104326615
R-HSA-166520,0.02636282
R-HSA-77595,8.778149e-05
R-HSA-75158,0.0034603665
R-HSA-9033500,0.40712014
R-HSA-450520,0.0014123211
R-HSA-499943,0.0014627225
R-HSA-109606,0.012337576
R-HSA-429947,0.004452135
R-HSA-3781860,2.1437738e-09
R-HSA-69481,0.019305201
R-HSA-1222352,0.0
R-HSA-936837,0.17093435
R-HSA-73780,0.00021569732
R-HSA-166658,0.057586204
R-HSA-112303,0.00395232
R-HSA-2172127,0.002419189
R-HSA-432142,0.013557384
R-HSA-390522,0.066167794
R-HSA-9012852,0.00010704867
R-HSA-112313,0.00083220773
R-HSA-8956321,0.00035236502
R-HSA-450604,0.007622768
R-HSA-8873719,0.16805345
R-HSA-1475029,0.019015951
R-HSA-1980143,0.0024609047
R-HSA-163680,0.0010506246
R-HSA-163282,8.327727e-05
R-HSA-8957275,0.35365418
R-HSA-1643713,0.26635545
R-HSA-5423646,0.00015749299
R-HSA-1592389,0.0017650253
R-HSA-199977,0.35600924
R-HSA-1632852,0.010983612
R-HSA-400206,0.00043175608
R-HSA-8874211,0.12096384
R-HSA-6782315,0.005974965
R-HSA-191859,0.030785397
R-HSA-1855231,0.0
R-HSA-264876,0.028181158
R-HSA-373755,0.07309819
R-HSA-8868773,0.0060953107
R-HSA-373752,0.015167083
R-HSA-8862803,0.015893564
R-HSA-2454202,0.005703344
R-HSA-3858494,0.03700337
R-HSA-69002,0.00036374468
R-HSA-77588,0.0003706838
R-HSA-5632927,0.0007437895
R-HSA-5213460,0.002183709
R-HSA-983189,0.008584501
R-HSA-5358565,0.0005010547
R-HSA-199992,0.0065135695
R-HSA-400508,0.008644606
R-HSA-432047,0.00036278868
R-HSA-1855191,0.0006205672
R-HSA-110314,0.042430032
R-HSA-168928,0.016431132
R-HSA-8853659,0.0014134935
R-HSA-77075,0.0008409277
R-HSA-5387390,0.021546872
R-HSA-450385,8.580048e-05
R-HSA-1489509,0.0039647394
R-HSA-201681,0.06596032
R-HSA-8876725,2.3128006e-05
R-HSA-5682910,9.591736e-06
R-HSA-5693538,0.00289125
R-HSA-421270,0.0012203461
R-HSA-5652084,0.0104747
R-HSA-194138,0.05590193
R-HSA-1855184,0.0
R-HSA-8852135,0.15415269
R-HSA-3000480,0.014098884
R-HSA-354192,0.0021285028
R-HSA-5676934,0.011421886
