,coef
R-HSA-74158,0.039171144
R-HSA-68874,0.00036374517
R-HSA-196854,0.39948872
R-HSA-73942,0.0018592725
R-HSA-1362409,0.0081723565
R-HSA-452723,0.011694137
R-HSA-428359,0.0009605374
R-HSA-72312,0.002018614
R-HSA-186712,0.0011124369
R-HSA-5617833,0.050624933
R-HSA-1280215,0.10123009
R-HSA-5358508,0.00057612266
R-HSA-73864,0.0040043104
R-HSA-1280218,0.0572514
R-HSA-73857,0.026056882
R-HSA-391160,6.6976963e-07
R-HSA-1368108,0.007198756
R-HSA-2564830,7.8586556e-05
R-HSA-422475,0.13839677
R-HSA-112307,0.0039523174
R-HSA-174824,0.029434092
R-HSA-9033241,0.40712017
R-HSA-8963676,4.7967795e-05
R-HSA-381340,0.004064812
R-HSA-9006921,0.002128502
R-HSA-211859,0.0005742318
R-HSA-1632852,0.010983611
R-HSA-1500620,0.017959168
R-HSA-977225,0.0002575863
R-HSA-445355,0.016511746
R-HSA-3781865,0.0037954643
R-HSA-597592,0.88393575
R-HSA-168249,0.042030923
R-HSA-2173782,0.0057046935
R-HSA-525793,0.00037471467
R-HSA-2161522,0.00031169085
R-HSA-8863678,0.015893562
R-HSA-15869,0.014841814
R-HSA-109581,0.010391345
R-HSA-73887,0.042251125
R-HSA-5682910,9.590911e-06
R-HSA-71737,0.00029615033
R-HSA-1368082,0.05838808
R-HSA-6794362,0.008934091
R-HSA-5358351,0.13136795
R-HSA-5683826,0.030095205
R-HSA-3000171,0.015315828
R-HSA-5205685,0.00047367375
R-HSA-927802,0.0061243977
R-HSA-917937,0.007085253
R-HSA-450531,0.01566443
R-HSA-445717,0.0003527315
R-HSA-382556,0.09505621
R-HSA-8935690,0.0035503036
R-HSA-5696398,0.062226463
R-HSA-5576891,0.0009283901
R-HSA-1268020,0.00032318616
R-HSA-5693532,0.000939009
R-HSA-391251,0.17807677
R-HSA-983712,0.16369627
R-HSA-8941237,0.0063317684
R-HSA-212165,0.0029999914
R-HSA-69278,0.12883991
R-HSA-189445,0.010925827
R-HSA-211000,0.0026236863
R-HSA-5663202,1.7323703
R-HSA-2980736,0.04470317
R-HSA-71387,0.09041712
R-HSA-75072,0.01107865
R-HSA-5423599,0.002586175
R-HSA-69239,0.0002416865
R-HSA-372790,0.02775881
R-HSA-1181150,1.2574823e-05
R-HSA-199991,0.3431409
R-HSA-140877,0.0039316067
R-HSA-983231,0.0085845
R-HSA-9006936,0.0009988067
R-HSA-9006927,0.003316501
R-HSA-202131,0.012666506
R-HSA-8949215,0.009885489
R-HSA-1187000,0.01709555
R-HSA-72766,0.7055937
R-HSA-72203,0.108244576
R-HSA-5683057,0.05569693
R-HSA-1566948,0.00883124
R-HSA-5676934,0.011421891
R-HSA-5660526,1.500339e-05
R-HSA-373753,0.00017349311
R-HSA-163685,0.010200168
R-HSA-73893,0.0035184752
R-HSA-5223345,0.00022758312
R-HSA-429914,0.0030745713
R-HSA-1480926,0.00036968748
R-HSA-194441,0.030785397
R-HSA-5619115,0.002151522
R-HSA-2028269,4.7808626e-05
R-HSA-381119,0.19011536
R-HSA-9006925,0.08667497
R-HSA-5663205,0.0030221073
R-HSA-1368071,0.027782619
R-HSA-3000178,0.03176935
R-HSA-69620,0.05358871
R-HSA-1428517,0.05552467
R-HSA-2586552,0.025996154
R-HSA-72086,0.00010987254
R-HSA-216083,0.09677667
R-HSA-75892,0.0008731137
R-HSA-3247509,6.861821e-05
R-HSA-3000157,0.06687002
R-HSA-6783310,0.11224741
R-HSA-1566977,0.0104326615
R-HSA-390522,0.0661678
R-HSA-1296071,0.0071362103
R-HSA-425407,0.08066942
R-HSA-5260271,2.3662453e-06
R-HSA-5619507,0.021847839
R-HSA-112315,0.1829118
R-HSA-165159,0.008092999
R-HSA-202733,0.009982852
R-HSA-157118,0.05636939
R-HSA-418346,0.023551866
R-HSA-556833,0.42936426
R-HSA-76002,0.03644108
R-HSA-1475029,0.019015955
R-HSA-446728,0.0074467743
R-HSA-5218859,0.0021837077
R-HSA-381426,0.090280294
R-HSA-71291,0.16436248
R-HSA-72306,0.00534318
R-HSA-1483249,0.022399994
R-HSA-9006931,0.02719781
R-HSA-6805567,0.0023120746
R-HSA-1592230,0.028821886
R-HSA-5668914,0.02809603
R-HSA-75205,0.025101861
R-HSA-1474290,0.29312322
R-HSA-8981607,8.7417495e-05
R-HSA-73884,0.23076619
R-HSA-75944,9.7080556e-05
R-HSA-8934903,0.00090634875
R-HSA-2262752,0.035535205
R-HSA-9006934,0.042388394
R-HSA-1474228,0.0014672608
R-HSA-75067,0.009771949
R-HSA-194315,0.5730415
R-HSA-195721,0.078997284
R-HSA-73886,0.08949525
