ind,Signaling by TGF-beta Receptor Complex in Cancer,Insulin effects increased synthesis of Xylulose-5-Phosphate,tRNA Aminoacylation,Costimulation by the CD28 family,Signal regulatory protein family interactions,Signaling by Retinoic Acid,Rho GTPase cycle,Electric Transmission Across Gap Junctions,HSP90 chaperone cycle for steroid hormone receptors (SHR),Transport of glycerol from adipocytes to the liver by Aquaporins,ABC transporter disorders,Post-translational modification: synthesis of GPI-anchored proteins,Meiotic recombination,Prostacyclin signalling through prostacyclin receptor,Netrin-1 signaling,Rab regulation of trafficking,L1CAM interactions,Phase 0 - rapid depolarisation,tRNA processing in the nucleus,IPs transport between cytosol and ER lumen,Nonhomologous End-Joining (NHEJ),Plasma lipoprotein assembly,RNA Polymerase III Transcription Initiation,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",ATF6 (ATF6-alpha) activates chaperones,MGMT-mediated DNA damage reversal,Antimicrobial peptides,EPH-Ephrin signaling,Peptide hormone biosynthesis,Mitotic Spindle Checkpoint,Platelet Aggregation (Plug Formation),Signaling by FGFR in disease,Transcriptional regulation by small RNAs,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Regulation of gene expression in early pancreatic precursor cells,Amine-derived hormones,Pyruvate metabolism and Citric Acid (TCA) cycle,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,Platelet calcium homeostasis,O-linked glycosylation,Scavenging by Class A Receptors,mRNA decay by 5' to 3' exoribonuclease,Protein methylation,Intestinal lipid absorption,Response to elevated platelet cytosolic Ca2+,GPCR ligand binding,Synaptic adhesion-like molecules,TCF dependent signaling in response to WNT,Lipid particle organization,Phenylketonuria,MicroRNA (miRNA) biogenesis,DAP12 interactions,Protein ubiquitination,Erythrocytes take up carbon dioxide and release oxygen,Regulation of mitotic cell cycle,RMTs methylate histone arginines,Signaling by NOTCH3,Abacavir transmembrane transport,Formation of the cornified envelope,Phase 1 - inactivation of fast Na+ channels,Choline catabolism,ABC transporters in lipid homeostasis,Insulin processing,IPs transport between ER lumen and nucleus,Smooth Muscle Contraction,Signaling by MST1,Stimuli-sensing channels,Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,Extrinsic Pathway of Fibrin Clot Formation,S Phase,HDACs deacetylate histones,Toll-Like Receptors Cascades,Beta-catenin independent WNT signaling,Growth hormone receptor signaling,Rap1 signalling,Interaction With Cumulus Cells,Defective Mismatch Repair Associated With MSH3,Asparagine N-linked glycosylation,tRNA modification in the nucleus and cytosol,CDO in myogenesis,NCAM signaling for neurite out-growth,DNA methylation,Activation of Matrix Metalloproteinases,IPs transport between ER lumen and cytosol,RNA Polymerase III Chain Elongation,tRNA modification in the mitochondrion,Ion homeostasis,Cytosolic sensors of pathogen-associated DNA ,Mitotic G2-G2/M phases,Generic Transcription Pathway,Neurotransmitter receptors and postsynaptic signal transmission,Metabolism of cofactors,Synthesis of IP3 and IP4 in the cytosol,Signaling by MET,Assembly of collagen fibrils and other multimeric structures,Defective Mismatch Repair Associated With MSH6,Mitochondrial ABC transporters,Resolution of Abasic Sites (AP sites),Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,Erythrocytes take up oxygen and release carbon dioxide,Metabolic disorders of biological oxidation enzymes,DNA strand elongation,Phase 2 - plateau phase,Clathrin-mediated endocytosis,Signaling by Hippo,RNA Pol II CTD phosphorylation and interaction with CE,Miscellaneous transport and binding events,Influenza Infection,Macroautophagy,Molecules associated with elastic fibres,DNA replication initiation,Nucleosome assembly,Basigin interactions,G1/S DNA Damage Checkpoints,HuR (ELAVL1) binds and stabilizes mRNA,Transport of inorganic cations/anions and amino acids/oligopeptides,Listeria monocytogenes entry into host cells,Glycosaminoglycan metabolism,Transcription-Coupled Nucleotide Excision Repair (TC-NER),Activation of anterior HOX genes in hindbrain development during early embryogenesis,Collagen degradation,Amino acid synthesis and interconversion (transamination),Signal amplification,Neurotransmitter uptake and metabolism In glial cells,ChREBP activates metabolic gene expression,Telomere Maintenance,Inhibition of TSC complex formation by PKB,mRNA Splicing,Formation of xylulose-5-phosphate,"Incretin synthesis, secretion, and inactivation",ESR-mediated signaling,Triglyceride metabolism,"ROS, RNS production in phagocytes",HIV Infection,RAB geranylgeranylation,Digestion of dietary lipid,Meiotic synapsis,Lactose synthesis,Integrin alphaIIb beta3 signaling,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,HATs acetylate histones,Glucose metabolism,Metabolism of polyamines,Homology Directed Repair,Surfactant metabolism,RNA Polymerase I Chain Elongation,Synthesis of pyrophosphates in the cytosol,Lysosomal oligosaccharide catabolism,Signaling by ROBO receptors,PERK regulates gene expression,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Wax biosynthesis,"Gamma carboxylation, hypusine formation and arylsulfatase activation",Eukaryotic Translation Initiation,Intra-Golgi and retrograde Golgi-to-ER traffic,Hedgehog 'on' state,TYSND1 cleaves peroxisomal proteins,Eukaryotic Translation Elongation,Signaling by WNT in cancer,Diseases associated with surfactant metabolism,Reelin signalling pathway,Platelet sensitization by LDL,Biosynthesis of specialized proresolving mediators (SPMs),Deubiquitination,Striated Muscle Contraction,Sulfur amino acid metabolism,AMPK inhibits chREBP transcriptional activation activity,RNA Polymerase II Transcription Termination,Amyloid fiber formation,PI3K/AKT Signaling in Cancer,Post-chaperonin tubulin folding pathway,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Protein repair,RNA Polymerase I Transcription Termination,Electron transport from NADPH to Ferredoxin,CREB3 factors activate genes,Regulation of gene expression in beta cells,Transferrin endocytosis and recycling,Signaling by NOTCH1 in Cancer,Defects in vitamin and cofactor metabolism,RNA polymerase II transcribes snRNA genes,Signaling by PTK6,Fanconi Anemia Pathway,Degradation of beta-catenin by the destruction complex,Diseases associated with N-glycosylation of proteins,Fructose metabolism,Deadenylation of mRNA,Phase I - Functionalization of compounds,TCR signaling,Mitochondrial protein import,Signaling by EGFR in Cancer,Butyrophilin (BTN) family interactions,Reversal of alkylation damage by DNA dioxygenases,Scavenging by Class H Receptors,Signaling by VEGF,Abacavir metabolism,Signaling by NOTCH4,ECM proteoglycans,HDMs demethylate histones,mTORC1-mediated signalling,Anchoring of the basal body to the plasma membrane,GPCR downstream signalling,WNT ligand biogenesis and trafficking,TRAIL  signaling,IPs transport between nucleus and ER lumen,Phase 3 - rapid repolarisation,Platelet Adhesion to exposed collagen,Signaling by Activin,Interaction With The Zona Pellucida,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Phase II - Conjugation of compounds,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Scavenging by Class B Receptors,Cristae formation,Signaling by the B Cell Receptor (BCR),Common Pathway of Fibrin Clot Formation,Acrosome Reaction,SRP-dependent cotranslational protein targeting to membrane,IRE1alpha activates chaperones,Defective Mismatch Repair Associated With PMS2,Pink/Parkin Mediated Mitophagy,Processing of Intronless Pre-mRNAs,PECAM1 interactions,Pentose phosphate pathway,Post-translational protein phosphorylation,mRNA Capping,Melanin biosynthesis,mRNA Editing: A to I Conversion,Inwardly rectifying K+ channels,Thrombin signalling through proteinase activated receptors (PARs),PIWI-interacting RNA (piRNA) biogenesis,Glucagon signaling in metabolic regulation,Latent infection of Homo sapiens with Mycobacterium tuberculosis,Plasma lipoprotein remodeling,Metabolism of fat-soluble vitamins,Laminin interactions,PKMTs methylate histone lysines,Physiological factors,Mitochondrial transcription termination,Receptor Mediated Mitophagy,Negative epigenetic regulation of rRNA expression,TNFR2 non-canonical NF-kB pathway,Global Genome Nucleotide Excision Repair (GG-NER),Signaling by PDGF,Integrin cell surface interactions,Signaling by NTRKs,Defective Mismatch Repair Associated With MLH1,Metabolism of steroids,Neurexins and neuroligins,Cellular Senescence,M Phase,Pre-NOTCH Expression and Processing,Neurotransmitter clearance,PKA-mediated phosphorylation of key metabolic factors,Nephrin family interactions,DDX58/IFIH1-mediated induction of interferon-alpha/beta,Kinesins,Chaperonin-mediated protein folding,"TET1,2,3 and TDG demethylate DNA",Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha),Metabolism of water-soluble vitamins and cofactors,RNA Polymerase II Transcription Elongation,Branched-chain amino acid catabolism,DNA Double Strand Break Response,Signaling by BMP,Nitric oxide stimulates guanylate cyclase,GPVI-mediated activation cascade,Vasopressin regulates renal water homeostasis via Aquaporins,GP1b-IX-V activation signalling,Hedgehog 'off' state,KSRP (KHSRP) binds and destabilizes mRNA,Diseases associated with the TLR signaling cascade,Interconversion of nucleotide di- and triphosphates,Threonine catabolism,Eukaryotic Translation Termination,"Base-Excision Repair, AP Site Formation",Signaling by SCF-KIT,Invadopodia formation,Signaling by Leptin,FasL/ CD95L signaling,TNF signaling,Glyoxylate metabolism and glycine degradation,Cytosolic iron-sulfur cluster assembly,eNOS activation and regulation,RNA Polymerase II Transcription Initiation And Promoter Clearance,Plasma lipoprotein clearance,Apoptotic execution phase,DAG and IP3 signaling,Positive epigenetic regulation of rRNA expression,RNA Polymerase III Abortive And Retractive Initiation,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Fc epsilon receptor (FCERI) signaling,Nucleotide salvage,RNA Polymerase III Transcription Termination,Neddylation,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",Intracellular oxygen transport,Metabolism of Angiotensinogen to Angiotensins,Type I hemidesmosome assembly,Semaphorin interactions,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",Advanced glycosylation endproduct receptor signaling,Effects of PIP2 hydrolysis,Signaling by ERBB4,rRNA processing in the nucleus and cytosol,Reversible hydration of carbon dioxide,MHC class II antigen presentation,Prolactin receptor signaling,Syndecan interactions,Transport of Mature Transcript to Cytoplasm,Hedgehog ligand biogenesis,Complement cascade,Signaling by NOTCH2,Regulation of Apoptosis,NR1D1 (REV-ERBA) represses gene expression,Plasmalogen biosynthesis,RIPK1-mediated regulated necrosis,"Synthesis, secretion, and deacylation of Ghrelin",Presynaptic depolarization and calcium channel opening,Scavenging by Class F Receptors,mRNA Editing: C to U Conversion,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Oncogenic MAPK signaling,Signaling by Insulin receptor,Cellular hexose transport,Fcgamma receptor (FCGR) dependent phagocytosis,IPs transport between nucleus and cytosol,Aflatoxin activation and detoxification,Ketone body metabolism,RNA Polymerase I Promoter Clearance,Sphingolipid metabolism,SLC transporter disorders,p75 NTR receptor-mediated signalling,PP2A-mediated dephosphorylation of key metabolic factors,mRNA 3'-end processing,LGI-ADAM interactions,Transcriptional regulation of white adipocyte differentiation,G2/M Checkpoints,Intrinsic Pathway of Fibrin Clot Formation,Sperm:Oocyte Membrane Binding,Cellular response to heat stress,Galactose catabolism,Diseases associated with glycosaminoglycan metabolism,"Transport of vitamins, nucleosides, and related molecules",Signaling by FGFR,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",Synthesis of IPs in the ER lumen,Signaling by EGFR,Nucleobase catabolism,Ion transport by P-type ATPases,Phospholipid metabolism,Small interfering RNA (siRNA) biogenesis,AUF1 (hnRNP D0) binds and destabilizes mRNA,Detoxification of Reactive Oxygen Species,PRC2 methylates histones and DNA,Phase 4 - resting membrane potential,snRNP Assembly,PIP3 activates AKT signaling,rRNA processing in the mitochondrion,Tandem pore domain potassium channels,Cargo trafficking to the periciliary membrane,RHO GTPase Effectors,"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",SUMOylation,Regulation of signaling by NODAL,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,Caspase activation via extrinsic apoptotic signalling pathway,C-type lectin receptors (CLRs),Receptor-type tyrosine-protein phosphatases,Cell-extracellular matrix interactions,Digestion of dietary carbohydrate,ER to Golgi Anterograde Transport,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",MTF1 activates gene expression,tRNA processing in the mitochondrion,Signaling by TGF-beta Receptor Complex,Switching of origins to a post-replicative state,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,"Synthesis of IP2, IP, and Ins in the cytosol",Signaling by ERBB2,Scavenging of heme from plasma,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,Voltage gated Potassium channels,Cellular response to hypoxia,Tie2 Signaling,Endosomal Sorting Complex Required For Transport (ESCRT),Defective Mismatch Repair Associated With MSH2,SLBP independent Processing of Histone Pre-mRNAs,Heme biosynthesis,HCN channels,Diseases associated with O-glycosylation of proteins,Signaling by Interleukins,Neurotransmitter release cycle,Diseases associated with visual transduction,Mitotic G1-G1/S phases,"Transport of bile salts and organic acids, metal ions and amine compounds",Heme degradation,Fatty acid metabolism,Pyrophosphate hydrolysis,Interferon Signaling,Carboxyterminal post-translational modifications of tubulin,Passive transport by Aquaporins,Mitochondrial translation,Mitochondrial transcription initiation,Intestinal hexose absorption,RORA activates gene expression,Metallothioneins bind metals,MAPK6/MAPK4 signaling,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Diseases associated with glycosylation precursor biosynthesis,Dissolution of Fibrin Clot,Nucleobase biosynthesis,Synthesis of IPs in the nucleus,Regulation of insulin secretion,Energy dependent regulation of mTOR by LKB1-AMPK,RNA Polymerase II Pre-transcription Events,Cell-cell junction organization,Glycogen metabolism,mRNA decay by 3' to 5' exoribonuclease,Post-transcriptional silencing by small RNAs,IP3 and IP4 transport between cytosol and nucleus,Hh mutants abrogate ligand secretion,Sperm Motility And Taxes,Diseases of carbohydrate metabolism,Selenoamino acid metabolism,Transcriptional activation of mitochondrial biogenesis,Fibronectin matrix formation,Processing of SMDT1,IP6 and IP7 transport between cytosol and nucleus,Ca2+ activated K+ channels,RET signaling,Gap junction trafficking and regulation,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",Collagen biosynthesis and modifying enzymes,DNA Replication Pre-Initiation,Class I MHC mediated antigen processing & presentation,Neutrophil degranulation,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),Intrinsic Pathway for Apoptosis,Uptake and actions of bacterial toxins,Signaling by NOTCH1,Recognition of DNA damage by PCNA-containing replication complex,MAPK1/MAPK3 signaling,Intraflagellar transport,trans-Golgi Network Vesicle Budding
GSM1594220,8.585329e-07,1.5406989e-09,-5.0390723e-09,-5.3533697e-09,-6.0672434e-08,1.923558e-08,-5.536659e-05,-9.096464e-13,-3.0744786e-08,-0.0,-1.1141708e-06,-5.4435206e-10,-9.373296e-08,4.3504838e-07,1.0935263e-06,3.4178362e-07,5.2913324e-06,4.3202846e-09,3.815389e-08,0.0,-3.816587e-07,-4.7025125e-07,2.9599414e-06,-1.8228018e-09,-4.7900406e-11,-1.2648547e-08,9.8445646e-08,-8.697573e-06,0.0,-1.7360924e-07,-1.620225e-10,2.7971785e-06,-4.844953e-08,-1.1308794e-06,0.0,-4.131899e-09,1.4587096e-07,-2.4268087e-07,-7.313301e-10,1.4552999e-12,-4.2129777e-10,-5.4123696e-08,-1.4502234e-11,-0.0,-1.4542451e-05,-8.7375765e-06,-1.13993794e-10,-5.1379357e-06,1.6688726e-09,0.0,3.6650444e-08,1.3583777e-07,-3.2228542e-10,3.358252e-07,7.320085e-07,-2.7977246e-10,5.966508e-07,-0.0,1.937799e-06,-5.895917e-08,-1.7486927e-08,6.3363575e-07,-4.7470806e-08,-0.0,-7.6226065e-08,0.0,-6.0270624e-09,-9.742719e-09,-1.0486546e-09,7.937997e-06,4.853832e-07,6.8163326e-06,9.274219e-06,-1.8405728e-09,1.0201437e-07,-0.0,4.5502003e-07,4.2940925e-08,-1.3904036e-09,-2.124683e-06,-2.9595288e-09,2.7149525e-09,-2.7042297e-09,0.0,-4.303138e-09,-9.661186e-10,9.0576274e-10,1.9843152e-07,-5.413971e-07,3.937946e-06,9.262455e-08,9.027815e-08,-9.675373e-07,1.3906897e-06,-6.3644133e-12,-2.5908892e-07,6.131474e-05,1.12590264e-07,0.0,-1.4791831e-07,-7.042812e-08,2.7614178e-07,-2.518998e-08,-6.9153657e-07,1.3479539e-08,1.3398244e-08,3.3253104e-06,-5.4318507e-06,-5.5168834e-09,1.2889056e-09,-9.383653e-08,-2.787862e-08,-1.1201466e-06,6.676949e-07,2.0008828e-07,6.317217e-06,3.6008666e-07,-1.3497742e-06,-2.8835402e-06,2.3039533e-07,-1.892238e-09,-1.13825074e-07,8.918981e-07,1.6305664e-08,2.8336942e-08,3.1473395e-08,2.2023897e-10,-2.5473291e-05,-1.4388924e-09,-5.77426e-11,1.9754868e-06,-6.392603e-07,-1.1831654e-08,-3.1619263e-06,-6.015314e-09,1.4968611e-09,-4.065517e-09,5.289695e-10,-1.5305349e-07,-1.9078256e-07,-8.675041e-09,-2.2133277e-06,-1.320734e-06,-4.0803734e-08,-3.9461205e-11,1.1950518e-09,1.0342727e-07,8.874104e-09,6.724982e-06,2.7899516e-09,4.9004434e-06,1.2871408e-08,1.5530427e-09,5.1052808e-08,8.516718e-08,-4.2351326e-07,1.094723e-08,-1.7325357e-07,-2.2661889e-06,5.175506e-09,3.1718045e-08,-2.242675e-09,-5.8424627e-07,-8.904088e-08,-1.3826465e-06,-5.635309e-07,1.5323206e-08,-1.7988569e-07,4.6003574e-12,3.4591732e-05,1.067393e-09,2.0901277e-06,-9.0274604e-08,1.3268297e-08,1.1795563e-09,3.6304677e-09,5.1624114e-09,2.3230875e-06,5.0431372e-05,1.8082023e-08,6.029098e-07,1.4427932e-06,-9.306962e-08,-2.53669e-06,-0.0,-3.2855863e-07,-6.856789e-08,-1.3451704e-07,4.5526167e-07,2.2434217e-09,6.7344484e-07,2.6607026e-07,-2.0678135e-08,1.0248582e-10,8.2414715e-08,-1.4776971e-09,2.988135e-08,2.0428741e-08,-3.109026e-09,9.42672e-08,1.3486785e-07,2.9062116e-05,2.8757519e-08,3.810593e-09,-0.0,1.07833955e-08,1.3454646e-08,-5.4558797e-08,-0.0,4.7739196e-08,-1.7767354e-06,4.265142e-09,9.926334e-12,4.6213437e-08,1.55562e-08,-8.237997e-08,0.0,1.5028936e-08,2.7687361e-09,-2.7572125e-09,-1.0403779e-10,1.1082749e-05,4.494957e-07,1.8911186e-07,8.216456e-09,3.251881e-08,0.0,2.0348717e-10,-2.4895542e-08,1.7066684e-06,-1.3337148e-08,-1.7593424e-08,0.0,-1.4631742e-06,-1.1729993e-06,4.6791673e-09,-1.265684e-09,-0.0,-9.215028e-07,3.1438296e-09,5.774991e-06,9.010517e-08,1.2244897e-07,1.1000892e-07,3.0636887e-08,1.6588571e-06,-3.7043802e-11,-1.37457355e-05,-8.4306534e-10,4.86525e-07,-8.0537975e-06,-3.9385395e-05,8.822129e-10,-2.697721e-09,-2.663388e-08,0.00019203426,2.1074023e-07,1.5382279e-08,1.0044849e-07,2.6729066e-07,5.410168e-08,1.41579335e-08,-1.819071e-08,8.8017046e-08,-7.625317e-09,3.0251168e-13,-1.5754514e-08,-8.201036e-09,-8.038382e-06,-1.033984e-06,6.7242745e-08,-4.747411e-08,-2.4906402e-08,-6.9498773e-10,-6.2270644e-10,-1.9737021e-07,-8.48074e-08,4.1571482e-08,-3.4240464e-09,-6.13373e-08,-2.6002503e-08,5.8881934e-08,3.6796635e-06,5.2267943e-08,6.994719e-08,9.908335e-07,-1.3883575e-05,7.5995954e-10,-9.6489675e-06,2.0227883e-06,1.890698e-07,-1.6698317e-06,1.1601889e-08,1.8232194e-07,1.6498433e-08,7.092375e-12,-0.0,6.374013e-10,-1.7129727e-07,1.2720824e-06,6.9983855e-07,-8.062576e-08,1.6960838e-07,-3.3266903e-09,-7.434504e-11,-7.72581e-09,4.3997e-09,2.8326838e-07,4.7633122e-08,-2.9530742e-07,-2.5381733e-10,4.243476e-06,3.0099654e-06,4.0626116e-08,2.3158877e-09,5.422749e-08,4.171476e-06,4.482067e-12,-3.4778526e-07,1.3519993e-10,2.512113e-08,-2.2032717e-08,-3.9683662e-05,1.0701802e-09,9.655931e-07,-6.962393e-06,-0.0,9.5420425e-08,-5.490743e-07,8.821061e-07,5.6675935e-06,3.97898e-10,-4.0107625e-06,1.215154e-08,6.5986163e-09,1.569758e-08,8.5124486e-07,2.0933489e-07,-6.502011e-08,-1.9164008e-10,-7.725128e-08,9.3272064e-08,-8.555951e-08,3.901516e-06,-7.4825437e-07,-2.9155734e-07,1.1929832e-06,-0.0,9.759704e-09,8.5825593e-07,-2.8033191e-05,-4.967913e-06,-2.409102e-07,-2.4615357e-08,-1.4451162e-07,-9.0403496e-08,1.3158181e-08,-6.735692e-06,-6.3070684e-06,8.363344e-08,-5.2494045e-09,-5.0168313e-07,-7.5365206e-06,4.1616253e-09,2.6607195e-08,-4.9476032e-08,-1.5164337e-05,3.4939315e-08,-3.4458374e-06,8.726631e-10,9.705496e-07,6.623086e-08,-1.909761e-07,-8.1294516e-08,-9.579205e-08,5.292257e-11,1.1819426e-08,-5.840619e-07,3.6252104e-09,-3.4337067e-08,1.9041822e-08,2.2141952e-08,-5.9410027e-08,1.4247685e-07,5.518811e-07,-3.924462e-06,-3.7537604e-09,-5.1482264e-08,2.5932463e-09,1.6052887e-05,-1.5409198e-10,1.7942493e-06,-6.8073423e-06,3.0919065e-08,4.9135632e-08,-4.1348717e-06,2.2330768e-08,3.3438616e-13,-1.5976191e-08,-1.1800046e-10,-3.2947892e-06,1.5423456e-11,3.194822e-11,1.7162517e-08,-7.647121e-08,0.0,6.8326485e-06,-0.0,5.384211e-11,-9.428937e-08,2.3057545e-12,1.8189137e-08,2.1321988e-08,-9.5207554e-08,-3.1797572e-06,7.5869183e-10,4.2411205e-07,5.287836e-07,2.5700438e-05,-5.4859373e-07,-2.4925435e-09,-0.0,-7.154785e-06,-2.1909244e-11,-5.921651e-09,-1.0227141e-06,-1.1156703e-06,-0.0,-1.4030417e-06,0.0,4.4225066e-12,4.8031524e-08,-3.6842063e-10,1.3248433e-06,-3.508137e-08,4.1263934e-06,1.222884e-06,-9.462567e-06,2.2067745e-08,3.1563902e-06,4.0260466e-07,-5.4526754e-06,1.4872542e-06,-4.166058e-07,3.4173866e-06,1.3986756e-06,1.8376625e-07
