ind,DNA Damage Reversal,mTOR signalling,Metabolism of non-coding RNA,RNA Polymerase III Transcription,Keratinization,Abacavir transport and metabolism,Digestion,Unfolded Protein Response (UPR),Cell surface interactions at the vascular wall,MAPK family signaling cascades,Cell junction organization,Regulated Necrosis,Platelet homeostasis,Transmission across Electrical Synapses ,Aquaporin-mediated transport,NR1D1 (REV-ERBA) represses gene expression,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",tRNA processing,Formation of Fibrin Clot (Clotting Cascade),Mitochondrial iron-sulfur cluster biogenesis,RNA Polymerase II Transcription,Mitochondrial protein import,Signaling by Hippo,DNA Damage Bypass,Nucleotide Excision Repair,Cytokine Signaling in Immune system,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Cilium Assembly,Laminin interactions,Deadenylation-dependent mRNA decay,Peroxisomal protein import,Pink/Parkin Mediated Mitophagy,Integrin cell surface interactions,Receptor Mediated Mitophagy,Biological oxidations,Metabolism of nitric oxide,Ion channel transport,Amyloid fiber formation,Processing of Capped Intron-Containing Pre-mRNA,Nonsense-Mediated Decay (NMD),Signaling by WNT,rRNA processing,Regulation of mRNA stability by proteins that bind AU-rich elements,Reversible hydration of carbon dioxide,Diseases of signal transduction,Metabolism of carbohydrates,Fanconi Anemia Pathway,Regulation of beta-cell development,Signaling by NODAL,Post-translational protein modification,Pyrophosphate hydrolysis,Infectious disease,Cardiac conduction,Protein repair,Signaling by NOTCH,Iron uptake and transport,Nephrin family interactions,Gene Silencing by RNA,Metabolism of nucleotides,Non-integrin membrane-ECM interactions,Intracellular signaling by second messengers,Peptide hormone metabolism,Signaling by Non-Receptor Tyrosine Kinases,Transcriptional regulation of pluripotent stem cells,Signaling by TGF-beta family members,Diseases of Mismatch Repair (MMR),Potassium Channels,Transcriptional regulation of white adipocyte differentiation,Metabolism of lipids,Elastic fibre formation,Miscellaneous transport and binding events,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Intracellular oxygen transport,Membrane Trafficking,Neurodegenerative Diseases,RORA activates gene expression,M/G1 Transition,Synthesis of DNA,Activation of HOX genes during differentiation,Signaling by GPCR,Degradation of the extracellular matrix,Signaling by Hedgehog,Myogenesis,Diseases of metabolism,Meiosis,Transmission across Chemical Synapses,RNA Polymerase I Transcription,Signaling by Leptin,Metabolism of amino acids and derivatives,Integrin signaling,Apoptosis,Factors involved in megakaryocyte development and platelet production,Epigenetic regulation of gene expression,Macroautophagy,Disorders of transmembrane transporters,Integration of energy metabolism,Innate Immune System,Dissolution of Fibrin Clot,Base Excision Repair,Response to metal ions,Binding and Uptake of Ligands by Scavenger Receptors,ABC-family proteins mediated transport,Cellular responses to stress,Translation,mRNA Editing,Metabolism of porphyrins,Transcription from mitochondrial promoters,Cell Cycle Checkpoints,Signaling by Rho GTPases,Signal regulatory protein family interactions,Diseases of glycosylation,SLC-mediated transmembrane transport,LGI-ADAM interactions,The citric acid (TCA) cycle and respiratory electron transport,Mitochondrial calcium ion transport,Striated Muscle Contraction,Platelet Adhesion to exposed collagen,"Plasma lipoprotein assembly, remodeling, and clearance",Surfactant metabolism,Adaptive Immune System,Processing of Capped Intronless Pre-mRNA,Protein folding,Signaling by Nuclear Receptors,Axon guidance,O2/CO2 exchange in erythrocytes,"Cell Cycle, Mitotic",Death Receptor Signalling,Chromatin modifying enzymes,Cytosolic iron-sulfur cluster assembly,Metabolism of vitamins and cofactors,mRNA Capping,Smooth Muscle Contraction,Mitochondrial biogenesis,ECM proteoglycans,Mismatch Repair,Chromosome Maintenance,Intestinal absorption,DNA Double-Strand Break Repair,Fertilization,Inositol phosphate metabolism,"Platelet activation, signaling and aggregation",Fibronectin matrix formation,Signaling by Receptor Tyrosine Kinases,Protein-protein interactions at synapses,Invadopodia formation,Diseases of Immune System,Collagen formation
GSM1594220,-3.2991892e-08,9.522562e-08,-6.735778e-06,5.160723e-06,1.937809e-06,-1.4545183e-09,6.776554e-08,9.153567e-09,-4.5950705e-06,3.4174084e-06,1.3279865e-06,4.171634e-06,4.3208988e-07,0.0,-8.219215e-09,2.3260482e-09,-1.7728395e-09,3.5850547e-08,-1.4849805e-07,1.1744635e-09,4.823142e-06,2.24846e-09,1.3453212e-08,-1.5580892e-05,-2.7610674e-06,-9.730598e-06,1.8907049e-07,1.0318546e-06,4.6790096e-09,-6.712247e-07,1.0939558e-08,-1.03767155e-10,3.06365e-08,3.1004628e-09,-1.8158429e-06,5.2435766e-08,-2.8039542e-05,3.8873267e-12,-2.5761998e-05,5.246454e-06,1.6282221e-06,8.355782e-08,-2.9363528e-08,-7.7259354e-09,4.029638e-05,2.2099131e-05,-9.3067015e-08,8.744366e-09,-4.9475794e-08,-1.0438045e-10,-1.1417828e-10,-1.3686372e-05,-5.493702e-08,-9.0274234e-08,-3.4261582e-05,2.3231344e-06,-2.6620516e-08,-2.6851106e-07,8.662529e-07,4.7633215e-08,-6.3063085e-06,-4.6880228e-08,1.4427828e-06,6.9996156e-07,-5.036876e-08,1.4167286e-07,1.12185965e-07,8.512553e-07,-1.4498591e-05,1.2891574e-09,3.3254514e-06,2.2066178e-08,-0.0,-2.7165194e-07,4.900763e-06,6.8325976e-06,4.1263697e-06,-4.017687e-07,2.3040062e-07,2.032456e-05,-4.593353e-09,-1.4577006e-06,-2.1247417e-06,-6.293507e-08,-9.778601e-08,-2.0704972e-07,8.9657124e-07,-3.418507e-09,-2.998278e-06,-1.5268986e-07,-1.3405406e-05,2.1076576e-07,-3.8612216e-06,-5.5209037e-09,-1.1137683e-06,-3.1426844e-06,0.0001830867,1.810006e-08,-8.481292e-08,-9.574297e-08,2.1968692e-08,6.1948645e-05,7.8590193e-07,-9.567245e-08,2.5112454e-08,1.6052867e-05,-9.979349e-07,7.034913e-07,-6.290303e-05,-6.073305e-08,1.7087132e-06,1.1206801e-05,1.5648878e-08,1.470739e-06,-1.4031187e-06,-1.3826452e-06,1.3453854e-08,-9.424744e-07,-3.8594898e-11,2.1085584e-06,1.0842716e-05,1.6446586e-08,1.9947008e-06,5.7608418e-06,1.8787868e-07,-4.0600376e-06,-4.0943037e-06,4.7205398e-07,3.6796644e-06,-1.0286676e-06,3.268988e-08,-7.622644e-08,-1.3610916e-06,2.0428994e-08,-1.2249126e-06,3.6075387e-09,0.0,-3.344406e-07,-2.1231127e-10,-9.936315e-07,-1.9828476e-05,-0.0,2.4134133e-06,-8.3640456e-11,4.1568626e-08,-4.741111e-08,-3.508933e-08
GSM1594222,-3.441689e-08,9.711738e-08,-5.628722e-06,4.695589e-06,1.6944834e-06,-1.4030883e-09,7.19592e-08,7.80867e-09,-3.416925e-06,3.777114e-06,1.3773433e-06,3.850465e-06,3.5804203e-07,5.1645927e-11,-7.395181e-09,2.424809e-09,-2.0010622e-09,3.7447442e-08,-1.7115167e-07,1.1741335e-09,4.9103774e-06,1.4778452e-09,1.3835232e-08,-1.495043e-05,-2.7279918e-06,-9.455014e-06,1.0133213e-07,9.115066e-07,4.84357e-09,-6.895959e-07,1.04004805e-08,-1.0200972e-10,3.1882582e-08,3.2017977e-09,-1.8998319e-06,4.8831843e-08,-3.3680964e-05,3.886897e-12,-2.6254815e-05,5.4080906e-06,-2.0485197e-06,8.3437186e-08,1.1530613e-07,-6.6152617e-09,5.139167e-05,2.0234342e-05,-9.313085e-08,8.919175e-09,-4.8804882e-08,-2.832137e-08,-1.1414619e-10,-1.4308521e-05,-4.5883734e-08,-1.00529974e-07,-3.0329633e-05,2.1937449e-06,-2.8642946e-08,-2.442196e-07,7.916923e-07,2.8721953e-08,-6.7088345e-06,-4.570069e-08,1.2866305e-06,7.921478e-07,-5.1633663e-08,1.5579712e-07,9.4789996e-08,8.1302426e-07,-1.6598338e-05,1.2140028e-09,3.4199165e-06,1.7275323e-08,-0.0,-3.2836752e-07,5.1997285e-06,5.976106e-06,4.2842066e-06,-4.0857418e-07,-2.2954838e-08,1.9005389e-05,-4.626992e-09,-1.5933816e-06,-2.2590236e-06,-4.9285525e-08,-9.67551e-08,-2.0324826e-07,8.1691906e-07,-3.653566e-09,-2.8303637e-06,-1.3550395e-07,-1.5246259e-05,1.4169284e-07,-3.479008e-06,-5.751324e-09,-1.5259766e-06,-3.1178247e-06,0.00018392723,1.7543488e-08,-7.695198e-08,-1.04365085e-07,2.2558444e-08,5.73755e-05,8.656244e-07,-7.69319e-08,2.5588355e-08,1.3572038e-05,-9.687355e-07,6.02765e-07,-6.193574e-05,-6.415881e-08,1.6455605e-06,1.1455526e-05,1.6526986e-08,1.0458541e-06,-1.7309047e-06,-1.3156067e-06,1.9673875e-08,-8.4675827e-07,-5.7885943e-11,1.9916401e-06,1.1153913e-05,1.4810503e-08,1.7484375e-06,2.0395657e-06,1.616902e-07,-4.5219153e-06,-4.1319317e-06,4.3334205e-07,4.0013792e-06,-8.8404204e-07,3.4340474e-08,-7.116754e-08,-1.3238503e-06,1.795091e-08,-1.5545348e-06,1.0434479e-08,0.0,-2.478068e-07,-1.838357e-10,-1.1162789e-06,-2.1084903e-05,-0.0,2.2491365e-06,-4.4596019e-10,4.045695e-08,-9.5805404e-08,-3.6424208e-08
GSM1594294,-3.4894644e-08,8.9689e-08,-6.319095e-06,4.5971838e-06,1.2364994e-06,-1.5051204e-09,7.573139e-08,1.0190459e-08,-3.6583144e-06,2.9116866e-06,1.39476e-06,4.1717944e-06,4.5499894e-07,-3.0379438e-12,-8.381376e-09,2.3652311e-09,-1.6008829e-09,3.4868737e-08,-1.6621881e-07,1.2353526e-09,5.3295626e-06,3.128066e-09,1.3851732e-08,-1.6168613e-05,-2.718191e-06,-1.1432172e-05,2.0602268e-07,1.0703038e-06,4.1728323e-09,-6.67171e-07,1.03313855e-08,-1.08923794e-10,2.9225214e-08,3.372049e-09,-1.5852542e-06,5.1948398e-08,-2.7208785e-05,4.8577457e-12,-2.3320421e-05,4.6293653e-06,-5.911483e-07,8.202386e-08,6.655366e-08,-7.795226e-09,3.3019453e-05,2.1541124e-05,-9.28175e-08,8.742332e-09,-5.2145584e-08,-9.427741e-09,-1.1414539e-10,-1.3492852e-05,-6.154995e-08,-9.234808e-08,-3.420804e-05,2.337913e-06,-2.755814e-08,-2.126126e-07,7.4658595e-07,6.5044546e-08,-6.3073153e-06,-4.7657597e-08,1.4983735e-06,6.0276415e-07,-5.1109975e-08,1.5314059e-07,1.2412939e-07,9.102565e-07,-1.9513987e-05,1.3233861e-09,3.238085e-06,2.2035934e-08,-0.0,-2.6293912e-07,4.890961e-06,6.330283e-06,4.425043e-06,-4.409407e-07,2.5520922e-07,2.0594485e-05,-3.9977035e-09,-1.491663e-06,-2.1951769e-06,-9.4375984e-08,-9.5244374e-08,-2.1288918e-07,7.9073874e-07,-2.8668568e-09,-3.1333184e-06,-1.5000752e-07,-1.494197e-05,2.497432e-07,-3.471331e-06,-4.3341397e-09,-1.4678085e-06,-3.3592596e-06,0.0001862526,1.7174846e-08,-1.7376412e-07,-9.044714e-08,2.2749479e-08,5.6971177e-05,9.304149e-07,-6.352576e-08,2.5426269e-08,1.4828741e-05,-9.643952e-07,7.9728414e-07,-6.272942e-05,-5.374578e-08,1.6537591e-06,1.04820465e-05,1.3809319e-08,1.1326488e-06,-1.7328906e-06,-1.3860807e-06,1.4754894e-08,-7.929189e-07,-3.8583678e-10,2.2452114e-06,1.0501061e-05,1.6952418e-08,1.8280757e-06,4.577581e-06,2.0048977e-07,-3.8581666e-06,-4.0479026e-06,5.1859917e-07,3.7663044e-06,-5.489432e-07,3.280707e-08,-7.9669164e-08,-1.2999246e-06,1.7971086e-08,-1.2962138e-06,9.0663255e-09,0.0,-3.3366723e-07,-2.1189864e-10,-8.7406727e-07,-2.1257012e-05,-0.0,2.5196598e-06,-1.1148815e-10,4.137588e-08,-5.6734297e-08,-3.719676e-08
GSM1594462,-3.2976924e-08,9.628425e-08,-5.8922783e-06,5.1666407e-06,1.3809132e-06,-1.4538457e-09,6.536575e-08,1.2769562e-08,-3.3695335e-06,3.3863885e-06,1.223466e-06,4.1730937e-06,4.2107456e-07,6.68238e-11,-8.215477e-09,2.4641729e-09,-1.7149271e-09,3.4230073e-08,-1.7177008e-07,1.2027281e-09,6.3992043e-06,-2.1845707e-09,1.371542e-08,-1.607076e-05,-3.0499968e-06,-1.3196872e-05,1.2037361e-07,9.739588e-07,4.379071e-09,-6.7745253e-07,1.1642867e-08,-1.0199128e-10,2.9138965e-08,3.3714964e-09,-1.4349623e-06,5.0145072e-08,-3.0413423e-05,4.8569456e-12,-2.657739e-05,4.8282154e-06,1.2339326e-06,8.447042e-08,6.2135537e-09,-8.115631e-09,4.0852967e-05,1.956849e-05,-9.239956e-08,8.217468e-09,-5.278589e-08,3.222003e-09,-1.1412548e-10,-1.3308632e-05,-4.9413128e-08,-9.6839656e-08,-3.3275268e-05,2.345166e-06,-2.6377545e-08,-1.5866094e-07,7.413492e-07,5.4243813e-08,-6.389559e-06,-4.2484395e-08,1.3261354e-06,6.893829e-07,-5.6906444e-08,1.426382e-07,1.2093436e-07,8.956103e-07,-1.5518764e-05,1.3043088e-09,3.1980937e-06,2.2467908e-08,-0.0,-2.824839e-07,4.984307e-06,6.1567894e-06,4.4142384e-06,-4.2217445e-07,5.2506e-07,2.1764006e-05,-4.5123016e-09,-1.475102e-06,-1.8634184e-06,-7.7583096e-08,-1.04899925e-07,-1.9913422e-07,9.0781174e-07,-3.373271e-09,-3.0226995e-06,-1.2196499e-07,-1.8459545e-05,3.0287052e-07,-3.918113e-06,-2.9647447e-09,-1.3592798e-06,-3.3158576e-06,0.00019340482,1.870571e-08,-8.0500094e-08,-9.571948e-08,2.4059128e-08,5.9053902e-05,1.0319849e-06,-6.617071e-08,2.5582834e-08,1.8394252e-05,-9.558585e-07,7.6962607e-07,-6.189554e-05,-6.2696735e-08,1.7645094e-06,9.37189e-06,1.3356463e-08,1.3418154e-06,-2.8715137e-06,-1.5561155e-06,1.28460105e-08,-8.6474154e-07,-2.8290037e-10,2.0776884e-06,1.0718895e-05,1.6888363e-08,1.6128386e-06,4.801366e-06,1.9704564e-07,-5.252959e-06,-4.291028e-06,5.096124e-07,3.6625481e-06,-3.507132e-07,2.5143546e-08,-8.6847606e-08,-1.2929873e-06,2.1642727e-08,-1.275406e-06,1.1435255e-08,0.0,-3.929694e-07,-2.0730388e-10,-9.4785787e-07,-2.2387989e-05,-0.0,2.0775665e-06,-3.7156617e-10,4.2092513e-08,-8.388669e-08,-3.6729492e-08
GSM1594501,-3.251364e-08,9.510087e-08,-4.965188e-06,4.984029e-06,1.2555596e-06,-1.5055397e-09,6.925692e-08,8.219718e-09,-3.8926996e-06,3.1928223e-06,1.0420974e-06,4.3417676e-06,3.9222294e-07,-1.8232742e-11,-8.054629e-09,2.1869375e-09,-1.5441245e-09,3.6164266e-08,-1.1957695e-07,1.2032731e-09,6.3734287e-06,3.7735934e-09,1.41574015e-08,-1.6728418e-05,-2.662869e-06,-1.443502e-05,1.9948912e-07,9.410105e-07,4.2612123e-09,-7.143712e-07,1.2010092e-08,-1.0549529e-10,3.01131e-08,3.2367065e-09,-1.7598987e-06,5.2718697e-08,-3.0953546e-05,5.83092e-12,-2.4467834e-05,4.8071247e-06,-4.73319e-06,8.236944e-08,1.0492462e-08,-7.58279e-09,3.2931304e-05,2.3033144e-05,-9.13689e-08,8.5704865e-09,-5.6941577e-08,1.3131046e-08,-1.1417719e-10,-1.4343266e-05,-6.536678e-08,-9.7734095e-08,-3.474805e-05,2.45118e-06,-2.5616629e-08,-2.0584012e-07,7.4423957e-07,5.0970947e-08,-6.5749987e-06,-4.8870067e-08,1.4245499e-06,7.013706e-07,-5.3579118e-08,1.3915711e-07,1.2398803e-07,8.8207423e-07,-1.615219e-05,1.3051019e-09,3.182005e-06,2.5792897e-08,-0.0,-3.186079e-07,5.022357e-06,6.480405e-06,4.2669794e-06,-4.6512423e-07,7.0414376e-07,2.1706603e-05,-4.2538963e-09,-1.516071e-06,-2.042817e-06,-8.233593e-08,-9.142239e-08,-2.1669969e-07,8.591637e-07,-3.077456e-09,-2.9817586e-06,-1.4773954e-07,-1.6762386e-05,1.3895239e-07,-4.084345e-06,-5.103257e-09,-1.2182151e-06,-3.1933405e-06,0.00018648012,1.632078e-08,-6.49458e-08,-9.0982454e-08,2.3470404e-08,6.867148e-05,1.0045592e-06,-6.288779e-08,2.7846918e-08,1.45267595e-05,-9.692966e-07,7.7721756e-07,-6.320967e-05,-5.8071134e-08,1.595366e-06,1.08443555e-05,1.565072e-08,1.0402379e-06,-1.7664755e-06,-1.3625182e-06,1.1847459e-08,-7.845756e-07,-4.1810633e-10,2.3480402e-06,1.0910795e-05,1.5159277e-08,1.4962912e-06,6.2501194e-06,1.7332823e-07,-5.4615866e-06,-4.0496043e-06,4.3132414e-07,4.1834764e-06,-4.8393196e-07,2.9622914e-08,-9.044803e-08,-1.3339228e-06,1.8751873e-08,-1.2674687e-06,6.726005e-09,0.0,-3.953208e-07,-1.9441151e-10,-1.0154228e-06,-2.0327388e-05,-0.0,2.5474887e-06,-1.8586535e-10,4.4217586e-08,-6.011277e-08,-3.529488e-08
GSM1594576,-3.4420136e-08,1.08472086e-07,-6.1140418e-06,5.0891263e-06,1.6214793e-06,-1.4032372e-09,8.587705e-08,8.23961e-09,-3.545236e-06,3.452569e-06,1.2409932e-06,4.254102e-06,4.0483135e-07,-9.114904e-12,-7.88923e-09,2.087339e-09,-1.829905e-09,3.8884643e-08,-1.6053654e-07,1.2715127e-09,5.156313e-06,-1.1476162e-09,1.338377e-08,-1.5443398e-05,-2.7385975e-06,-1.0293775e-05,1.928759e-07,1.2096543e-06,4.7002398e-09,-7.1268045e-07,1.1873698e-08,-1.0374916e-10,3.090543e-08,2.725209e-09,-1.8718188e-06,4.7609017e-08,-3.399776e-05,4.858316e-12,-2.4546982e-05,5.235546e-06,5.331237e-07,8.181115e-08,7.7934075e-08,-6.1510583e-09,5.2966538e-05,2.1057127e-05,-9.523918e-08,9.443915e-09,-5.0956434e-08,-2.2102348e-08,-1.1415832e-10,-1.396859e-05,-5.2757393e-08,-9.3335096e-08,-3.3381508e-05,2.2446459e-06,-3.1566767e-08,-2.2477519e-07,8.212553e-07,5.3580084e-08,-6.8382865e-06,-4.030852e-08,1.3596286e-06,8.385831e-07,-6.039459e-08,1.5020346e-07,1.15951835e-07,9.128115e-07,-1.694809e-05,1.2572609e-09,3.233978e-06,1.7322904e-08,-0.0,-2.8001958e-07,5.119327e-06,6.1563774e-06,4.383162e-06,-4.7896384e-07,1.8969791e-07,1.9938532e-05,-3.859666e-09,-1.5133677e-06,-2.267293e-06,-7.917811e-08,-1.06469386e-07,-2.1473625e-07,8.656354e-07,-3.4790986e-09,-2.7090439e-06,-1.6156574e-07,-1.2696219e-05,2.4700265e-07,-3.9700913e-06,-4.6659343e-09,-1.5522509e-06,-3.2594533e-06,0.00018548271,1.7729391e-08,-6.564694e-08,-9.0175405e-08,2.2897002e-08,5.512507e-05,9.675309e-07,-7.158083e-08,2.4785429e-08,1.56443e-05,-9.787924e-07,6.9191026e-07,-6.347645e-05,-6.5375524e-08,1.732639e-06,1.0537005e-05,1.4158508e-08,1.1505906e-06,-1.8720809e-06,-1.3836736e-06,1.93748e-08,-7.3007845e-07,-1.2862735e-11,2.2215797e-06,1.1399669e-05,1.53611e-08,1.8380609e-06,4.748882e-06,1.3303055e-07,-3.876763e-06,-4.1701082e-06,3.7478893e-07,4.0687873e-06,-6.338219e-07,3.766227e-08,-7.601269e-08,-1.335977e-06,2.0993932e-08,-1.2694414e-06,8.986668e-09,0.0,-2.8342856e-07,-1.9999412e-10,-8.0220826e-07,-2.0250081e-05,-0.0,2.3860277e-06,-7.433418e-11,4.1979412e-08,-6.834807e-08,-3.4880713e-08
GSM1594580,-3.2517192e-08,9.878849e-08,-5.51857e-06,5.197036e-06,2.060731e-06,-1.2505407e-09,7.2251716e-08,6.0489356e-09,-4.289596e-06,3.5669166e-06,1.0933575e-06,3.939711e-06,3.6396347e-07,3.9509937e-11,-7.727153e-09,2.4258964e-09,-1.8303632e-09,3.5552098e-08,-1.692744e-07,1.2502843e-09,5.503336e-06,-4.5604104e-10,1.4159436e-08,-1.5749163e-05,-2.6889686e-06,-9.8522805e-06,2.1406001e-07,9.399141e-07,4.519489e-09,-6.868226e-07,1.1447946e-08,-1.0205103e-10,3.0843378e-08,2.964566e-09,-2.055061e-06,5.34821e-08,-2.7504671e-05,4.8597936e-12,-2.624412e-05,5.292544e-06,-3.6520586e-07,8.59277e-08,2.9102265e-08,-6.152947e-09,5.1035382e-05,2.0546493e-05,-9.3881184e-08,8.395986e-09,-5.546345e-08,-2.8319942e-08,-1.1419338e-10,-1.4372167e-05,-5.9273432e-08,-8.670306e-08,-3.2466178e-05,2.2861059e-06,-2.857088e-08,-1.6433674e-07,7.6209847e-07,4.4461064e-08,-6.822242e-06,-3.9356348e-08,1.472765e-06,1.1560351e-06,-6.053378e-08,1.7002766e-07,1.160317e-07,9.73673e-07,-1.6369326e-05,1.1770179e-09,3.4416864e-06,1.536643e-08,-0.0,-3.65215e-07,4.9013456e-06,6.339326e-06,4.498553e-06,-4.7194942e-07,-2.69554e-07,1.9955907e-05,-4.2291615e-09,-1.5068832e-06,-2.4123572e-06,-7.3432986e-08,-8.293555e-08,-2.3932577e-07,8.140616e-07,-3.7162127e-09,-2.781098e-06,-1.5072918e-07,-1.4923726e-05,1.3239693e-07,-3.5353423e-06,-6.4022836e-09,-1.5461948e-06,-3.0643623e-06,0.00018843506,1.8348253e-08,-6.254724e-08,-9.906105e-08,2.1726738e-08,6.2034174e-05,9.069643e-07,-8.973786e-08,2.511528e-08,1.4534001e-05,-9.918289e-07,8.76252e-07,-6.241283e-05,-6.5847466e-08,1.7732084e-06,1.1508885e-05,1.4799698e-08,1.2461713e-06,-1.5347939e-06,-1.3802943e-06,1.8577152e-08,-7.7136986e-07,-4.052994e-10,1.9297913e-06,1.1096892e-05,1.5222742e-08,1.3031714e-06,4.690256e-06,1.5499383e-07,-4.229424e-06,-4.2159295e-06,4.3105686e-07,4.1332482e-06,-8.736362e-07,3.409836e-08,-7.9309785e-08,-1.3508125e-06,1.9034552e-08,-1.3878871e-06,5.3859033e-09,0.0,-2.4749323e-07,-1.874199e-10,-8.056477e-07,-1.9328356e-05,-0.0,2.30725e-06,-5.57676e-11,4.3868624e-08,-7.152482e-08,-3.463822e-08
GSM1594583,-3.3942918e-08,9.292702e-08,-7.2663443e-06,4.947477e-06,1.3042453e-06,-1.4288073e-09,6.788761e-08,1.1642647e-08,-3.7377376e-06,3.3922518e-06,9.608881e-07,4.146866e-06,3.8240822e-07,1.8230393e-11,-7.724973e-09,2.3259377e-09,-1.8299409e-09,4.0285066e-08,-1.994397e-07,1.1923156e-09,4.561947e-06,3.4882222e-09,1.3853883e-08,-1.6419312e-05,-2.8155746e-06,-1.0071307e-05,2.9667427e-07,9.754996e-07,4.6947517e-09,-7.3685493e-07,1.27411415e-08,-1.0029408e-10,3.2195405e-08,3.2362895e-09,-1.9831177e-06,5.3184408e-08,-3.2135686e-05,4.855826e-12,-2.8078388e-05,5.336348e-06,3.162589e-06,8.455608e-08,1.2783625e-09,-5.936722e-09,4.426269e-05,2.2330114e-05,-9.564359e-08,8.917491e-09,-5.284568e-08,-2.963516e-08,-1.14162846e-10,-1.4483051e-05,-5.129207e-08,-9.425806e-08,-3.3597553e-05,2.2762883e-06,-2.5054641e-08,-1.7030924e-07,7.44882e-07,6.5492344e-08,-6.8057075e-06,-4.2486953e-08,1.4876988e-06,1.0601239e-06,-5.475853e-08,1.4327169e-07,1.0728234e-07,8.548659e-07,-1.7934392e-05,1.2139915e-09,3.3972647e-06,1.5950825e-08,-0.0,-3.544869e-07,5.1654683e-06,5.5848013e-06,4.516103e-06,-5.2447893e-07,-1.00089714e-07,1.9161653e-05,-3.7179158e-09,-1.6005267e-06,-2.3701746e-06,-7.0789845e-08,-8.5351e-08,-2.0719803e-07,8.465845e-07,-3.5753858e-09,-2.5902038e-06,-1.8069646e-07,-1.4084535e-05,2.7830383e-08,-4.079236e-06,-4.767217e-09,-1.6985497e-06,-3.0965186e-06,0.00019380159,1.8711034e-08,-1.0804846e-07,-9.046854e-08,2.257843e-08,5.5919707e-05,7.9836764e-07,-9.305371e-08,2.4464153e-08,1.4383095e-05,-1.0648581e-06,7.998695e-07,-6.359429e-05,-6.073613e-08,1.7448023e-06,1.0904803e-05,1.34638904e-08,1.4897427e-06,-1.6365378e-06,-1.3169858e-06,2.1784201e-08,-9.759394e-07,6.428072e-11,2.0928364e-06,1.169488e-05,1.5863643e-08,1.8348355e-06,6.204417e-06,1.3735485e-07,-3.2455494e-06,-4.8208326e-06,4.3298294e-07,4.039627e-06,-7.4527554e-07,3.4726764e-08,-8.298833e-08,-1.3910461e-06,1.9132212e-08,-1.1670694e-06,6.002366e-09,0.0,-3.4906333e-07,-2.0807073e-10,-9.579272e-07,-1.9387482e-05,-0.0,2.5094268e-06,-1.8584141e-11,4.397966e-08,-6.5994065e-08,-3.8407677e-08
