,R-HSA-1266738,R-HSA-73894,R-HSA-1852241,R-HSA-8953897,R-HSA-168256,R-HSA-8963743,R-HSA-74160,R-HSA-162582,R-HSA-4839726,R-HSA-1474244,R-HSA-5653656,R-HSA-1640170,R-HSA-1474165,R-HSA-382551,R-HSA-392499,R-HSA-1500931,R-HSA-397014,R-HSA-1430728,R-HSA-112316,R-HSA-5357801,R-HSA-8953854,R-HSA-400253,R-HSA-109582,R-HSA-1643685,R-HSA-69306,R-HSA-5205647
R-HSA-73942,0.0,-0.39318308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-165159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056299802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-194441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4491572,0.0,0.0,0.0,0.0,0.0
R-HSA-74158,0.0,0.0,0.0,0.0,0.0,0.0,-0.23181002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-6805567,0.1258001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-2161522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35197407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-8935690,0.0,0.0,0.0,0.0,0.0,-0.4013242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-381119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3689038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-202733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20609802,0.0,0.0,0.0
R-HSA-5683057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13955441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-446728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39208394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
