ind,"Plasma lipoprotein assembly, remodeling, and clearance","Platelet activation, signaling and aggregation",Diseases of signal transduction,Epigenetic regulation of gene expression,Platelet Adhesion to exposed collagen,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Diseases of Immune System,Ion channel transport,Adaptive Immune System,Signal regulatory protein family interactions,Innate Immune System,Collagen formation,Smooth Muscle Contraction,Cardiac conduction,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Peroxisomal protein import,Protein repair,Metabolism of porphyrins,Mitochondrial calcium ion transport,Cytokine Signaling in Immune system,Signaling by Leptin,Factors involved in megakaryocyte development and platelet production,Regulation of beta-cell development,Signaling by Non-Receptor Tyrosine Kinases,Striated Muscle Contraction,Protein folding,Binding and Uptake of Ligands by Scavenger Receptors,Signaling by Nuclear Receptors,Chromosome Maintenance,rRNA processing,"Cell Cycle, Mitotic",Surfactant metabolism,Cell junction organization,Transcription from mitochondrial promoters,DNA Double-Strand Break Repair,Processing of Capped Intronless Pre-mRNA,Amyloid fiber formation,Transmission across Electrical Synapses ,Integrin signaling,Intestinal absorption,Cell Cycle Checkpoints,Synthesis of DNA,Nephrin family interactions,Reversible hydration of carbon dioxide,Myogenesis,Mitochondrial iron-sulfur cluster biogenesis,Metabolism of carbohydrates,RNA Polymerase I Transcription,Signaling by Hedgehog,Inositol phosphate metabolism,Base Excision Repair,Gene Silencing by RNA,Platelet homeostasis,Transcriptional regulation of white adipocyte differentiation,Unfolded Protein Response (UPR),mTOR signalling,Aquaporin-mediated transport,Macroautophagy,Elastic fibre formation,Signaling by Rho GTPases,Apoptosis,Digestion,SLC-mediated transmembrane transport,Cell surface interactions at the vascular wall,RNA Polymerase III Transcription,Metabolism of amino acids and derivatives,mRNA Capping,Diseases of metabolism,Mitochondrial biogenesis,Protein-protein interactions at synapses,Membrane Trafficking,Metabolism of lipids,Meiosis,Axon guidance,Pyrophosphate hydrolysis,Cytosolic iron-sulfur cluster assembly,Transcriptional regulation of pluripotent stem cells,Non-integrin membrane-ECM interactions,Diseases of glycosylation,RORA activates gene expression,Intracellular signaling by second messengers,Fanconi Anemia Pathway,Integrin cell surface interactions,Integration of energy metabolism,The citric acid (TCA) cycle and respiratory electron transport,Response to metal ions,Mismatch Repair,Intracellular oxygen transport,DNA Damage Reversal,Post-translational protein modification,Signaling by NOTCH,Metabolism of nucleotides,Regulated Necrosis,Infectious disease,DNA Damage Bypass,O2/CO2 exchange in erythrocytes,Nonsense-Mediated Decay (NMD),Death Receptor Signalling,Signaling by GPCR,Deadenylation-dependent mRNA decay,Activation of HOX genes during differentiation,Processing of Capped Intron-Containing Pre-mRNA,Receptor Mediated Mitophagy,ABC-family proteins mediated transport,Peptide hormone metabolism,Laminin interactions,mRNA Editing,Chromatin modifying enzymes,Formation of Fibrin Clot (Clotting Cascade),M/G1 Transition,Regulation of mRNA stability by proteins that bind AU-rich elements,Neurodegenerative Diseases,Potassium Channels,Abacavir transport and metabolism,Signaling by Receptor Tyrosine Kinases,Metabolism of non-coding RNA,Cellular responses to stress,Metabolism of vitamins and cofactors,Signaling by WNT,Mitochondrial protein import,Nucleotide Excision Repair,ECM proteoglycans,Biological oxidations,Cilium Assembly,Diseases of Mismatch Repair (MMR),Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),RNA Polymerase II Transcription,Disorders of transmembrane transporters,Transmission across Chemical Synapses,Signaling by TGF-beta family members,Signaling by NODAL,Pink/Parkin Mediated Mitophagy,Invadopodia formation,Metabolism of nitric oxide,Signaling by Hippo,Dissolution of Fibrin Clot,LGI-ADAM interactions,Keratinization,Degradation of the extracellular matrix,Fibronectin matrix formation,tRNA processing,Fertilization,Translation,Iron uptake and transport,MAPK family signaling cascades,NR1D1 (REV-ERBA) represses gene expression,Miscellaneous transport and binding events
GSM1594222,-3.6756455e-06,1.1181326e-06,-3.3867977e-08,0.001409074,1.7180278e-09,-3.7656113e-07,4.1800853e-08,-1.9227639e-06,-0.00051518605,3.6838073e-09,-7.6475466e-05,-1.0308963e-06,-1.82494e-08,2.3824787e-06,-1.2654277e-06,-5.7382437e-07,1.9593925e-07,1.4980876e-07,-1.6103998e-07,-9.089982e-05,-4.5424933e-08,5.3120344e-09,4.6817916e-10,1.3377391e-07,-3.4754223e-06,-9.673052e-08,-1.2823097e-06,-1.3701893e-07,-1.3999888e-08,-4.140242e-06,-4.7744805e-07,-6.4346217e-09,4.0895662e-07,1.0876638e-06,0.0001748332,1.0241816e-07,4.9571907e-05,-1.07534476e-07,1.658886e-07,0.0,9.136544e-07,-4.791178e-07,8.508488e-08,-1.4543287e-09,-1.0552956e-07,-1.3896222e-08,3.3504683e-05,3.743457e-05,3.478125e-07,1.8585925e-07,-3.504336e-07,-2.4821758e-05,-4.9421484e-08,7.449858e-09,-5.3187595e-08,-3.3778647e-07,3.414662e-06,1.3972683e-08,1.7322458e-06,-2.0232146e-06,-1.0849129e-06,-3.688473e-08,5.3512913e-06,2.710205e-05,2.3880241e-07,-9.3683475e-06,-1.2785276e-08,-1.06610285e-08,1.6548948e-07,4.6009364e-07,4.5780284e-06,-1.0630467e-06,3.176316e-05,6.6578828e-06,0.0,1.17411126e-07,-5.482057e-10,2.554744e-06,2.6579533e-10,1.8303828e-09,-1.0889617e-06,5.6298486e-05,-1.2542581e-05,5.276636e-07,3.9740345e-07,-1.7933379e-09,-2.6007433e-07,0.0,6.569168e-09,-3.4630386e-05,-9.3164736e-08,8.1850864e-08,-1.4394377e-07,-8.547469e-09,6.46199e-06,7.3809088e-09,2.1304627e-06,1.348909e-07,5.371822e-07,-3.461388e-06,2.1172295e-06,6.655156e-05,3.9841552e-07,-4.3558794e-06,2.9181783e-06,-3.5826784e-07,-1.3017973e-08,-9.481258e-06,3.357201e-07,1.3920594e-05,-8.911129e-06,5.7247367e-09,-3.513635e-07,-5.012117e-07,1.1196081e-05,4.2972452e-11,8.719947e-06,-2.453386e-05,1.2346475e-06,3.7262883e-08,2.9609582e-05,-4.3721884e-06,-1.4017502e-05,-2.2010417e-07,-9.5736075e-12,-3.532429e-08,9.912917e-05,-1.8516353e-08,-5.9383774e-07,1.7237487e-07,-8.471375e-07,-1.924869e-07,-1.3850469e-07,-6.1819265e-09,-7.8053286e-10,-1.6430942e-09,1.9444348e-08,1.9500118e-05,1.7007315e-08,-0.0,-1.0201018e-07,-4.2923573e-10,4.2325337e-06,5.2652035e-07,2.0669275e-07,0.0,2.0134009e-07
GSM1594304,-4.313092e-06,1.3385956e-06,-2.3242412e-08,0.0012510044,2.0230941e-09,-3.838425e-07,4.3668464e-08,-2.135159e-06,-0.00050372415,1.1378728e-08,-7.2141935e-05,-1.107657e-06,-1.864412e-08,2.7880744e-06,-1.4524843e-06,-6.80762e-07,1.7251199e-07,1.4930286e-07,-1.6693659e-07,-2.8196717e-05,-3.864821e-08,5.8589276e-09,5.042332e-10,1.49968e-07,-3.5327698e-06,-2.449633e-07,-1.2206376e-06,-1.351182e-07,-2.1225084e-08,-4.2167153e-06,-7.473488e-07,-6.2557968e-09,3.8881632e-07,1.0292168e-06,0.00018032943,8.748495e-08,4.9823237e-05,-1.0722263e-07,1.9029538e-07,0.0,8.822744e-07,-5.046772e-07,9.932782e-08,-1.2928455e-09,-1.1727787e-07,-1.420283e-08,5.2602965e-05,3.9155188e-05,3.0361898e-07,1.6808123e-07,-3.6330323e-07,-2.5692334e-05,-4.8388884e-08,8.183283e-09,-1.0922189e-07,-3.603366e-07,3.4844645e-06,1.7121508e-08,1.587151e-06,-2.2402753e-06,-1.320697e-06,-4.498491e-08,5.9352365e-06,2.5931828e-05,3.450201e-07,-9.270081e-06,-1.0655284e-08,-1.1674382e-08,1.7189026e-07,4.6478502e-07,2.16571e-06,-8.737289e-07,3.494317e-05,7.095002e-06,0.0,1.11082095e-07,-4.9929866e-10,2.8925117e-06,2.4445865e-10,1.5074926e-09,-1.2668771e-06,5.6763714e-05,-1.190526e-05,5.060031e-07,8.2791695e-07,-7.233383e-09,-2.420788e-07,0.0,6.3169976e-09,-3.7463662e-05,-8.9333e-08,2.9478539e-08,-1.5663657e-07,-9.416515e-09,6.4885357e-06,7.1639956e-09,2.1745734e-06,1.4435264e-07,5.703141e-07,-3.5717703e-06,2.0955245e-06,6.7037705e-05,3.900457e-07,-5.1842994e-06,2.8641512e-06,-4.706358e-07,-1.3299036e-08,-8.033558e-06,5.08644e-07,1.3984545e-05,-9.160145e-06,5.6735123e-09,-4.0800828e-07,-4.57189e-07,1.1312327e-05,-0.0,1.0430662e-05,-2.6132728e-05,1.3624e-06,4.6495533e-08,3.247263e-05,-4.3845375e-06,-1.5031146e-05,-5.903318e-07,-9.175383e-12,-4.243358e-08,8.428058e-05,-1.89266e-08,-1.5072456e-07,1.69919e-07,-9.0507444e-07,-1.7644183e-07,-1.3828398e-07,-5.7473186e-09,-8.946128e-10,-1.785497e-09,2.008506e-08,1.8934354e-05,1.0310211e-08,-0.0,-1.0077898e-07,-1.7170891e-09,4.274859e-06,5.253193e-07,1.9100302e-07,0.0,1.9709739e-07
GSM1594347,-4.3926707e-06,1.3183422e-06,-1.761414e-08,0.0013960677,1.4227699e-09,-3.5805118e-07,4.569102e-08,-2.0558507e-06,-0.00050964544,1.0211873e-08,-5.103758e-05,-9.416259e-07,-1.9980712e-08,2.9286055e-06,-1.2837193e-06,-6.4317425e-07,1.7608788e-07,1.7140742e-07,-1.518642e-07,-2.6557664e-05,-3.9610864e-08,5.767159e-09,5.161903e-10,1.3849397e-07,-3.6302745e-06,-2.307343e-07,-1.1523182e-06,-1.4937616e-07,-2.0205995e-08,-3.965403e-06,-8.309936e-07,-6.0534178e-09,3.6803957e-07,9.809207e-07,0.00017950672,8.89433e-08,5.0337705e-05,-1.13063194e-07,1.9104425e-07,0.0,8.8132515e-07,-5.504879e-07,9.6601504e-08,-1.7774692e-09,-1.0171599e-07,-1.3437775e-08,5.624231e-05,3.5600933e-05,3.147713e-07,2.0422611e-07,-3.0044427e-07,-2.5833058e-05,-4.610715e-08,1.1602075e-08,-1.815098e-07,-3.274117e-07,2.9157177e-06,1.7665416e-08,1.6391205e-06,-2.161215e-06,-1.5210884e-06,-3.328557e-08,5.4902466e-06,2.8018783e-05,1.9857404e-07,-9.983383e-06,-1.0429865e-08,-1.0476214e-08,1.8116395e-07,4.778968e-07,4.1694477e-07,-1.05202e-06,3.6669157e-05,7.3083143e-06,0.0,1.137864e-07,-8.22297e-10,2.7896908e-06,2.3091071e-10,1.3996773e-09,-1.0449681e-06,5.840729e-05,-1.2390101e-05,5.4942956e-07,1.0835968e-06,-4.762408e-09,-2.3752443e-07,0.0,6.569028e-09,-3.9166145e-05,-9.082901e-08,1.3909433e-07,-1.6750917e-07,-6.435834e-09,6.436894e-06,9.180645e-09,2.23923e-06,1.4119328e-07,5.189092e-07,-3.347884e-06,2.2396769e-06,6.671235e-05,4.496939e-07,-5.146293e-06,2.8877043e-06,-4.4927887e-07,-1.2037861e-08,-8.116868e-06,4.6913416e-07,1.4432597e-05,-8.84774e-06,5.6749445e-09,-3.822996e-07,-5.2142576e-07,1.21776175e-05,-0.0,5.3753733e-06,-2.4912106e-05,1.5530476e-06,3.8829636e-08,3.191093e-05,-4.2415218e-06,-1.5768142e-05,4.315313e-07,-9.972294e-12,-4.377848e-08,7.485676e-05,-1.4294611e-08,-7.860382e-08,1.7090547e-07,-9.481998e-07,-1.7053539e-07,-1.4908476e-07,-6.1455174e-09,-9.0329816e-10,-1.4746714e-09,2.1032138e-08,1.9287523e-05,1.3305524e-08,-0.0,-9.8508025e-08,-1.0730734e-09,4.6067885e-06,5.299529e-07,1.8868505e-07,0.0,1.902549e-07
GSM1594360,-3.9473794e-06,1.2220914e-06,-2.718509e-08,0.0011132032,1.2053417e-09,-3.8114453e-07,4.2687727e-08,-1.9896588e-06,-0.0004901074,1.1613505e-08,-6.0886163e-05,-9.695832e-07,-1.9651733e-08,2.769653e-06,-1.3865696e-06,-6.652031e-07,1.565485e-07,1.6098983e-07,-1.6799709e-07,-6.133418e-05,-4.1715648e-08,5.5410836e-09,5.1631294e-10,1.4201152e-07,-3.5836672e-06,-5.6061115e-08,-1.2002675e-06,-1.2499362e-07,-1.6697816e-08,-4.172515e-06,-6.056058e-07,-6.107139e-09,3.944112e-07,1.0633954e-06,0.0001730297,1.0946776e-07,4.9530092e-05,-1.0677158e-07,1.7409673e-07,0.0,8.453173e-07,-5.061168e-07,8.912481e-08,-1.5354488e-09,-9.4416805e-08,-1.3440942e-08,5.2011106e-05,3.6643425e-05,3.2088178e-07,1.7118003e-07,-3.8595965e-07,-2.47207e-05,-4.9694616e-08,8.428772e-09,-1.8626888e-07,-3.5204724e-07,3.334538e-06,1.4364379e-08,1.6014026e-06,-2.112743e-06,-1.1692597e-06,-3.2033686e-08,5.6253034e-06,2.3518036e-05,2.4050132e-07,-9.642853e-06,-1.1778543e-08,-1.0996011e-08,1.6494457e-07,4.956127e-07,2.6829478e-06,-1.0019515e-06,3.2981236e-05,7.859826e-06,0.0,1.14417e-07,-5.9239036e-10,2.7757683e-06,2.5546773e-10,1.4000081e-09,-1.043767e-06,5.622154e-05,-1.2326457e-05,5.543108e-07,5.8520834e-07,-2.7702944e-09,-2.4347915e-07,0.0,6.696949e-09,-3.780394e-05,-8.708063e-08,2.5665011e-08,-1.4719943e-07,-7.835495e-09,6.459049e-06,8.252361e-09,2.1915178e-06,1.3880077e-07,5.2318387e-07,-3.6701285e-06,2.1770516e-06,6.5765096e-05,3.993864e-07,-5.0833123e-06,2.886384e-06,-4.852832e-07,-1.33009e-08,-8.9791165e-06,3.9282492e-07,1.4238287e-05,-9.145067e-06,5.6895617e-09,-3.918846e-07,-4.4149377e-07,1.16443325e-05,-0.0,8.474501e-06,-2.6390911e-05,1.3715484e-06,4.240895e-08,3.2281547e-05,-4.630313e-06,-1.5870695e-05,-2.0822984e-07,-1.0772377e-11,-4.2000003e-08,9.0986614e-05,-1.8883139e-08,-1.6185734e-07,1.7104914e-07,-9.011429e-07,-1.7410045e-07,-1.4502717e-07,-6.110701e-09,-5.964927e-10,-1.9309752e-09,1.9874863e-08,1.8984489e-05,1.5072457e-08,-0.0,-1.0458562e-07,-2.468647e-09,4.574311e-06,5.271792e-07,1.963139e-07,0.0,1.9799988e-07
GSM1594382,-3.8559847e-06,1.3575603e-06,-2.9759965e-08,0.0010861882,1.8345215e-09,-3.636207e-07,4.4017046e-08,-2.0323507e-06,-0.00050677697,5.8764345e-09,-6.81395e-05,-9.003816e-07,-2.0072065e-08,2.8316263e-06,-1.2822079e-06,-6.193596e-07,1.6750431e-07,1.5968665e-07,-1.647863e-07,-3.163652e-05,-4.1396593e-08,6.011319e-09,5.1628757e-10,1.4179874e-07,-3.7303946e-06,1.3937302e-09,-1.2041796e-06,-1.4203759e-07,-1.673434e-08,-4.241811e-06,-5.559784e-07,-6.1442744e-09,4.0632656e-07,1.1004021e-06,0.00018107487,9.36764e-08,4.8023572e-05,-9.960411e-08,1.8220692e-07,0.0,9.333447e-07,-5.0795734e-07,8.129537e-08,-1.2929551e-09,-1.2152542e-07,-1.4051302e-08,4.5441404e-05,3.8962076e-05,3.0679334e-07,1.8849975e-07,-4.1644924e-07,-2.4751818e-05,-4.894049e-08,8.184057e-09,-8.66247e-08,-3.3031782e-07,3.0962744e-06,1.4693736e-08,1.8168098e-06,-2.1234305e-06,-1.214881e-06,-4.04901e-08,5.930381e-06,2.5071377e-05,2.4763884e-07,-9.641149e-06,-1.1890047e-08,-1.1447165e-08,1.7190597e-07,4.9333255e-07,2.9172602e-06,-1.0219431e-06,3.247967e-05,6.84439e-06,0.0,1.2105353e-07,-5.7767463e-10,2.781376e-06,2.574145e-10,1.6153174e-09,-1.121446e-06,5.776002e-05,-1.311769e-05,4.6380868e-07,4.502727e-07,-2.271873e-09,-2.60046e-07,0.0,6.9493233e-09,-3.7539914e-05,-8.778118e-08,7.739788e-08,-1.5619405e-07,-8.3998675e-09,6.5054005e-06,7.176652e-09,2.2432544e-06,1.407714e-07,5.310014e-07,-3.5897428e-06,2.1406224e-06,6.94462e-05,3.6841305e-07,-5.850885e-06,3.080896e-06,-4.3048016e-07,-1.4140158e-08,-8.362997e-06,4.6479565e-07,1.42975605e-05,-9.302743e-06,5.6313607e-09,-3.58505e-07,-4.8261234e-07,1.1633058e-05,-0.0,1.0351175e-05,-2.5514562e-05,1.3623629e-06,4.3103924e-08,3.212942e-05,-4.5124325e-06,-1.5540778e-05,2.859808e-07,-9.575037e-12,-3.8154663e-08,0.00010046721,-1.6893672e-08,-2.0755336e-07,1.770401e-07,-8.5200884e-07,-1.8429236e-07,-1.4305733e-07,-5.657147e-09,-7.1926476e-10,-1.6550177e-09,1.9931996e-08,1.903072e-05,1.2077818e-08,-0.0,-1.0443386e-07,-1.5025776e-09,4.459801e-06,5.336962e-07,1.9394999e-07,0.0,1.8809659e-07
GSM1594411,-3.9801694e-06,1.3942356e-06,-2.7224477e-08,0.0011938023,2.1489734e-09,-3.7560704e-07,4.487354e-08,-2.0493887e-06,-0.00051999296,1.17056835e-08,-7.292186e-05,-1.0727914e-06,-1.9445654e-08,2.8584102e-06,-1.411309e-06,-6.4799434e-07,1.4298624e-07,1.6368287e-07,-1.6980204e-07,-4.5662557e-05,-4.423209e-08,7.149242e-09,4.922481e-10,1.4226747e-07,-3.6545393e-06,-1.4238681e-07,-1.3125344e-06,-1.4749453e-07,-1.7920163e-08,-4.127831e-06,-6.963753e-07,-6.1365433e-09,4.0048283e-07,1.0865804e-06,0.00018263138,9.781111e-08,5.220594e-05,-1.005893e-07,1.7661155e-07,0.0,8.7696833e-07,-5.4559e-07,8.498663e-08,-1.5353073e-09,-1.1516463e-07,-1.5119666e-08,4.932533e-05,3.773758e-05,3.132555e-07,1.8630506e-07,-4.1216214e-07,-2.4633528e-05,-5.0823594e-08,1.2336507e-08,-1.1291016e-07,-3.4288934e-07,3.0323044e-06,1.5703833e-08,1.6579071e-06,-2.2112604e-06,-1.3437283e-06,-2.98713e-08,5.6251465e-06,2.8236656e-05,2.472143e-07,-1.0035833e-05,-1.1328723e-08,-1.0436488e-08,1.6289647e-07,5.35329e-07,3.663672e-06,-9.921444e-07,3.4603356e-05,6.7399874e-06,0.0,1.1682137e-07,-6.021204e-10,2.622494e-06,2.577529e-10,1.507559e-09,-1.2398631e-06,5.7702237e-05,-1.2299389e-05,5.240638e-07,5.019885e-07,-3.6866743e-09,-2.5733686e-07,0.0,6.696311e-09,-3.8119975e-05,-9.124733e-08,-1.5348864e-08,-1.5881696e-07,-6.6743775e-09,6.4535493e-06,8.058441e-09,2.2348777e-06,1.393366e-07,5.5260915e-07,-3.5538083e-06,2.163315e-06,6.844279e-05,3.8315372e-07,-6.222173e-06,2.9126293e-06,-4.557281e-07,-1.3439588e-08,-9.180734e-06,5.1944386e-07,1.4120185e-05,-9.139693e-06,5.8608696e-09,-4.131675e-07,-5.0268864e-07,1.1354847e-05,-0.0,1.1071315e-05,-2.5369272e-05,1.2986864e-06,4.623682e-08,3.01434e-05,-4.5085358e-06,-1.6016904e-05,-9.008445e-08,-9.5744645e-12,-3.6050878e-08,9.493853e-05,-1.9940712e-08,-3.5009876e-08,1.779045e-07,-8.661336e-07,-1.8327812e-07,-1.4501862e-07,-6.5452817e-09,-7.6308604e-10,-1.7448847e-09,1.9253017e-08,1.9357421e-05,1.6041085e-08,-0.0,-9.947054e-08,3.2197048e-10,4.133663e-06,5.365765e-07,2.0303398e-07,0.0,1.9710856e-07
GSM1594549,-3.975148e-06,1.3855487e-06,-2.5990639e-08,0.0011039631,1.4666983e-09,-3.6988504e-07,4.496463e-08,-1.895906e-06,-0.00049388426,9.374623e-09,-6.525829e-05,-9.55757e-07,-1.8593179e-08,2.8178326e-06,-1.6449351e-06,-6.7124154e-07,1.588904e-07,1.8472714e-07,-1.6505398e-07,-3.4748005e-05,-4.568161e-08,7.286692e-09,4.6827553e-10,1.5305655e-07,-3.612718e-06,-1.3790479e-07,-1.1424893e-06,-1.2947415e-07,-1.9624897e-08,-3.7882942e-06,-5.4946696e-07,-6.3985537e-09,3.7309403e-07,9.618735e-07,0.00017579723,1.0032247e-07,5.0948962e-05,-1.0120881e-07,2.0466346e-07,0.0,8.892685e-07,-4.705379e-07,8.760192e-08,-1.6970562e-09,-1.0676173e-07,-1.40517376e-08,4.33736e-05,3.5513796e-05,3.230779e-07,1.8518281e-07,-3.7374193e-07,-2.5343614e-05,-5.122249e-08,6.5963137e-09,-1.2777106e-07,-3.582302e-07,3.0150231e-06,1.4364494e-08,1.7130469e-06,-2.1602095e-06,-1.3231672e-06,-4.2111104e-08,6.645658e-06,2.4967432e-05,2.349839e-07,-9.935646e-06,-1.0993205e-08,-1.0619881e-08,1.6639416e-07,4.8287285e-07,2.1857632e-06,-1.1148574e-06,3.1979565e-05,7.054155e-06,0.0,1.1018929e-07,-5.1404864e-10,2.777774e-06,2.2789329e-10,1.2922969e-09,-9.8977e-07,5.666928e-05,-1.1936457e-05,5.3622654e-07,6.1762694e-07,-6.297986e-09,-2.413535e-07,0.0,7.2022672e-09,-3.820703e-05,-8.90146e-08,8.925802e-08,-1.6263195e-07,-9.8742285e-09,6.5821355e-06,8.735643e-09,2.31921e-06,1.3683874e-07,5.305455e-07,-3.7355553e-06,2.1318174e-06,6.512565e-05,3.4708813e-07,-4.384534e-06,2.7201702e-06,-4.6262156e-07,-1.20407035e-08,-9.144083e-06,4.841878e-07,1.4210391e-05,-9.181291e-06,5.5506337e-09,-4.2248172e-07,-5.203187e-07,1.16828605e-05,-0.0,1.0804638e-05,-2.559335e-05,1.3222055e-06,4.589142e-08,3.1776588e-05,-4.4872077e-06,-1.590706e-05,-4.1144105e-07,-9.176457e-12,-4.2062016e-08,9.0138645e-05,-1.7499957e-08,-1.2705202e-07,1.7172223e-07,-9.4522966e-07,-1.6268109e-07,-1.4028662e-07,-5.530395e-09,-6.5788636e-10,-1.7305679e-09,2.0494378e-08,1.9279785e-05,1.9035179e-08,-0.0,-9.627039e-08,-2.361309e-09,4.6012815e-06,5.162942e-07,2.0632147e-07,0.0,1.9480592e-07
GSM1594557,-4.163458e-06,1.2249151e-06,-2.7937986e-08,0.0013257653,1.5971409e-09,-3.8657942e-07,4.4917385e-08,-1.8722757e-06,-0.0004949724,1.6741058e-08,-5.5554654e-05,-9.904231e-07,-1.6726489e-08,2.833824e-06,-1.3849912e-06,-7.113688e-07,1.5886567e-07,1.7164997e-07,-1.7445932e-07,-7.173629e-05,-4.4112735e-08,6.7391213e-09,5.162221e-10,1.5856035e-07,-3.5389833e-06,-1.1411568e-07,-1.1801734e-06,-1.3207236e-07,-1.789535e-08,-3.999636e-06,-4.406195e-07,-6.2256604e-09,3.9945658e-07,1.0132126e-06,0.0001843585,9.924737e-08,4.9998107e-05,-1.0433676e-07,2.003714e-07,0.0,9.026449e-07,-4.8272994e-07,9.193474e-08,-1.2927961e-09,-1.02024835e-07,-1.4202288e-08,4.355062e-05,3.5461115e-05,3.2957996e-07,2.083432e-07,-4.0098644e-07,-2.5565769e-05,-5.00802e-08,7.93875e-09,-9.775404e-08,-3.4644978e-07,3.2043222e-06,1.7238362e-08,1.685001e-06,-2.163893e-06,-1.3236684e-06,-2.8969255e-08,5.794745e-06,2.4784895e-05,2.4586177e-07,-1.01173155e-05,-1.0318459e-08,-1.0414843e-08,1.7304563e-07,4.670487e-07,3.042496e-06,-1.2198615e-06,3.5456997e-05,6.2556182e-06,0.0,1.2315154e-07,-6.2655064e-10,2.6595526e-06,2.3364716e-10,1.0767421e-09,-8.80261e-07,6.1420156e-05,-1.1871452e-05,5.698605e-07,7.2525347e-07,-4.1647352e-09,-2.5055627e-07,0.0,7.074784e-09,-3.8204078e-05,-8.6067494e-08,5.887362e-08,-1.6517701e-07,-8.8885805e-09,6.630463e-06,7.0550126e-09,2.2561721e-06,1.417293e-07,5.3537383e-07,-3.5495045e-06,2.144381e-06,6.645528e-05,4.1727935e-07,-5.120809e-06,2.7197468e-06,-4.6168913e-07,-1.287864e-08,-8.688144e-06,4.110291e-07,1.3870571e-05,-9.489324e-06,5.5329368e-09,-4.14564e-07,-5.119285e-07,1.1949912e-05,-0.0,1.0533247e-05,-2.555344e-05,1.0987465e-06,4.2401595e-08,2.8283273e-05,-4.4429307e-06,-1.6155447e-05,3.3538558e-07,-9.175008e-12,-4.343588e-08,9.224701e-05,-1.944954e-08,-1.9390163e-07,1.7415461e-07,-9.893967e-07,-1.6912878e-07,-1.4965406e-07,-5.7833587e-09,-5.963892e-10,-1.6838425e-09,1.9445274e-08,1.9203877e-05,1.8946846e-08,-0.0,-9.596292e-08,-1.0731378e-09,4.2886118e-06,4.943761e-07,2.1500398e-07,0.0,1.9514944e-07
GSM1594583,-4.0939935e-06,1.1582717e-06,-3.241567e-08,0.0010856012,1.5054538e-09,-3.6614244e-07,4.225399e-08,-1.9262452e-06,-0.0005024171,5.503643e-09,-6.693772e-05,-1.0002419e-06,-2.1130203e-08,2.681091e-06,-1.1594781e-06,-6.572532e-07,1.8444346e-07,1.6263145e-07,-1.6929614e-07,-8.2500264e-05,-4.3015042e-08,5.9357395e-09,5.4033394e-10,1.4055418e-07,-3.6950505e-06,-1.6535873e-07,-1.2452564e-06,-1.0595755e-07,-1.5632338e-08,-4.0497557e-06,-5.906488e-07,-6.0249743e-09,4.0904936e-07,1.1143236e-06,0.0001695355,9.538988e-08,4.720285e-05,-9.9493334e-08,1.777734e-07,0.0,9.617764e-07,-5.15507e-07,7.456125e-08,-1.1313795e-09,-1.09609545e-07,-1.4051847e-08,5.415704e-05,3.4249413e-05,3.0861614e-07,1.4252319e-07,-4.0663312e-07,-2.4734378e-05,-4.7851568e-08,7.6959275e-09,-7.895033e-08,-3.488893e-07,3.1541927e-06,1.3587066e-08,1.7869118e-06,-2.1946069e-06,-1.4153964e-06,-3.6173226e-08,5.6304525e-06,2.5809757e-05,1.8985057e-07,-9.371598e-06,-1.0320207e-08,-1.1428336e-08,1.8237014e-07,4.9264816e-07,1.7289047e-06,-1.1446328e-06,3.368958e-05,6.1441515e-06,0.0,1.1441662e-07,-6.70731e-10,2.5497122e-06,2.3703825e-10,1.7231039e-09,-8.5152516e-07,5.370916e-05,-1.42825165e-05,5.722327e-07,5.69628e-07,-4.0857433e-09,-2.621833e-07,0.0,6.4442993e-09,-3.573864e-05,-8.381932e-08,2.154717e-07,-1.593236e-07,-8.356499e-09,6.4933033e-06,5.6183977e-09,2.188628e-06,1.5477617e-07,5.6310466e-07,-3.764487e-06,2.0917237e-06,6.804673e-05,4.052499e-07,-4.717832e-06,2.9042878e-06,-3.6573215e-07,-1.4000894e-08,-8.964267e-06,3.4603772e-07,1.42116e-05,-9.539993e-06,5.5930647e-09,-3.3189767e-07,-4.3888286e-07,1.1209756e-05,-0.0,8.256667e-06,-2.5100066e-05,1.5702011e-06,3.8490647e-08,3.2629072e-05,-4.6056457e-06,-1.4371071e-05,1.1759617e-07,-9.1766395e-12,-4.2596625e-08,9.659984e-05,-1.7979003e-08,-1.983401e-07,1.7775248e-07,-8.8265557e-07,-1.9044249e-07,-1.3924266e-07,-5.748029e-09,-6.1404193e-10,-1.8612695e-09,2.0262528e-08,1.8724097e-05,1.18096555e-08,-0.0,-1.05095744e-07,-3.6493695e-09,4.491564e-06,5.210508e-07,2.0034147e-07,0.0,1.9718675e-07
