,R-HSA-8953897,R-HSA-168256,R-HSA-1430728,R-HSA-8963743,R-HSA-392499,R-HSA-8953854,R-HSA-74160,R-HSA-73894,R-HSA-1643685,R-HSA-1852241,R-HSA-162582,R-HSA-5653656,R-HSA-397014,R-HSA-109582,R-HSA-1640170,R-HSA-1266738,R-HSA-1474165,R-HSA-1474244,R-HSA-5205647,R-HSA-382551,R-HSA-5357801,R-HSA-1500931,R-HSA-400253,R-HSA-4839726,R-HSA-112316,R-HSA-69306
GSM1594222,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594304,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594347,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594360,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594382,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594411,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594549,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594557,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594583,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594584,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594639,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.041,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594679,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594757,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594761,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594943,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.041,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1595080,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1595145,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594250,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594258,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594262,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594268,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594413,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.04,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.099,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594483,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594516,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594554,-0.057,0.062,-0.007,-0.098,-0.096,-0.083,-0.039,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594574,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.038,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594576,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.035,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594577,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.006,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594590,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.036,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
GSM1594597,-0.057,0.061,-0.007,-0.098,-0.096,-0.083,-0.037,-0.019,0.014,0.053,0.016,-0.062,0.005,-0.098,-0.048,0.09,-0.047,-0.157,-0.045,-0.008,0.07,0.094,0.097,0.081,0.114,-0.109
