ind,Apoptosis,Cellular responses to stress,Intracellular oxygen transport,M/G1 Transition,Regulation of mRNA stability by proteins that bind AU-rich elements,Translation,Myogenesis,Signaling by Non-Receptor Tyrosine Kinases,Signaling by NOTCH,"Platelet activation, signaling and aggregation",mRNA Editing,Protein folding,Neurodegenerative Diseases,Unfolded Protein Response (UPR),tRNA processing,Cell Cycle Checkpoints,Mitochondrial protein import,Pyrophosphate hydrolysis,Diseases of glycosylation,Macroautophagy,Collagen formation,"Plasma lipoprotein assembly, remodeling, and clearance",Binding and Uptake of Ligands by Scavenger Receptors,Epigenetic regulation of gene expression,O2/CO2 exchange in erythrocytes,Transcriptional regulation of white adipocyte differentiation,Metabolism of amino acids and derivatives,Cardiac conduction,mRNA Capping,Dissolution of Fibrin Clot,Elastic fibre formation,Diseases of Mismatch Repair (MMR),Innate Immune System,Metabolism of nitric oxide,Cell junction organization,Pink/Parkin Mediated Mitophagy,Signaling by Nuclear Receptors,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),NR1D1 (REV-ERBA) represses gene expression,mTOR signalling,Factors involved in megakaryocyte development and platelet production,Mitochondrial calcium ion transport,Fanconi Anemia Pathway,Invadopodia formation,Membrane Trafficking,Protein repair,Metabolism of lipids,Regulation of beta-cell development,Integrin cell surface interactions,Biological oxidations,Signaling by Hedgehog,Mitochondrial biogenesis,Nephrin family interactions,DNA Double-Strand Break Repair,MAPK family signaling cascades,Base Excision Repair,Potassium Channels,Metabolism of porphyrins,DNA Damage Bypass,Aquaporin-mediated transport,Metabolism of nucleotides,Infectious disease,Formation of Fibrin Clot (Clotting Cascade),Deadenylation-dependent mRNA decay,Signaling by Leptin,Nonsense-Mediated Decay (NMD),Meiosis,SLC-mediated transmembrane transport,Death Receptor Signalling,Post-translational protein modification,Signaling by Hippo,Peptide hormone metabolism,Integration of energy metabolism,Integrin signaling,"Cell Cycle, Mitotic",Transcription from mitochondrial promoters,Ion channel transport,Regulated Necrosis,Fertilization,RNA Polymerase III Transcription,Signaling by TGF-beta family members,ECM proteoglycans,Miscellaneous transport and binding events,Signaling by WNT,Adaptive Immune System,Digestion,Signaling by NODAL,Transmission across Chemical Synapses,Inositol phosphate metabolism,Intestinal absorption,Cilium Assembly,Smooth Muscle Contraction,RORA activates gene expression,Activation of HOX genes during differentiation,Reversible hydration of carbon dioxide,Degradation of the extracellular matrix,Axon guidance,Metabolism of non-coding RNA,Laminin interactions,Chromosome Maintenance,RNA Polymerase I Transcription,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Metabolism of carbohydrates,Processing of Capped Intronless Pre-mRNA,Striated Muscle Contraction,Diseases of metabolism,Diseases of signal transduction,DNA Damage Reversal,Non-integrin membrane-ECM interactions,Iron uptake and transport,Protein-protein interactions at synapses,Intracellular signaling by second messengers,Metabolism of vitamins and cofactors,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Signal regulatory protein family interactions,Cytosolic iron-sulfur cluster assembly,Transcriptional regulation of pluripotent stem cells,Mitochondrial iron-sulfur cluster biogenesis,Amyloid fiber formation,The citric acid (TCA) cycle and respiratory electron transport,Transmission across Electrical Synapses ,Chromatin modifying enzymes,Processing of Capped Intron-Containing Pre-mRNA,Signaling by Rho GTPases,Peroxisomal protein import,Platelet Adhesion to exposed collagen,Gene Silencing by RNA,Signaling by Receptor Tyrosine Kinases,Response to metal ions,Diseases of Immune System,Mismatch Repair,Cell surface interactions at the vascular wall,LGI-ADAM interactions,RNA Polymerase II Transcription,ABC-family proteins mediated transport,Surfactant metabolism,Signaling by GPCR,Cytokine Signaling in Immune system,Platelet homeostasis,Receptor Mediated Mitophagy,Keratinization,Disorders of transmembrane transporters,rRNA processing,Abacavir transport and metabolism,Synthesis of DNA,Nucleotide Excision Repair,Fibronectin matrix formation
GSM1594221,-3.971362e-07,-1.1431513e-07,-0.0,-2.267606e-06,2.6692458e-06,3.956843e-05,4.325419e-06,1.1757352e-08,-4.140906e-07,-7.849192e-08,-2.0043847e-09,-3.262806e-05,-2.2999249e-08,1.5777748e-06,3.6017527e-06,2.5497728e-05,1.636324e-08,0.0,4.5430295e-07,-4.5236317e-07,-2.1046037e-07,2.6421262e-07,8.9323277e-07,-3.803521e-05,5.3386993e-09,1.5384137e-06,-2.2963802e-06,-3.7494187e-06,4.4247102e-08,-2.6420173e-09,-6.0213466e-07,6.930035e-08,1.0880343e-05,-9.463486e-08,3.6832434e-06,-4.4435154e-07,3.0630003e-06,0.00013216627,-1.6917055e-10,-4.1876004e-07,-6.4152914e-08,-3.5862263e-10,8.967236e-06,-3.0505305e-07,-1.6883398e-05,-0.00011653219,-0.00014957023,1.4318299e-06,2.4744441e-08,-5.621477e-07,-2.070653e-06,-1.956439e-06,-1.3659667e-08,2.804052e-05,6.7670856e-09,2.1616845e-05,7.272812e-08,-1.9044683e-07,1.1575429e-06,1.8578785e-08,-3.997557e-06,6.501029e-05,-8.8998256e-08,-9.26565e-05,5.074119e-08,2.729438e-06,-1.4076179e-05,-1.5723673e-07,3.3872595e-07,-3.6365454e-05,-9.334838e-09,1.3973371e-06,-7.577361e-06,-2.461616e-06,5.8562793e-05,1.699764e-07,-1.2100144e-08,-8.659035e-08,-5.1017968e-11,-6.617284e-06,-4.0627424e-06,-1.0327988e-07,1.1770183e-07,4.848626e-06,3.5889676e-05,-6.140522e-09,0.0,-1.3163203e-08,-6.3838056e-06,-0.0,-4.421635e-06,0.00013977257,-1.148545e-06,3.2441517e-07,7.5485875e-09,-1.4515334e-07,-0.00011941381,3.451959e-07,-1.1598369e-08,3.6247977e-06,4.1836923e-08,-1.1282814e-06,-1.976117e-05,-9.22366e-07,-2.3482482e-07,-1.3892554e-06,-1.1417594e-05,-4.309148e-08,5.23887e-07,-1.1859775e-09,6.191664e-08,2.1696162e-05,-1.6490429e-05,1.0270594e-08,-1.6487842e-08,-1.1094805e-06,-5.049928e-07,6.773668e-07,-1.235974e-08,0.00012281796,7.420146e-07,-4.680352e-06,-1.9720212e-06,6.47471e-06,-6.61072e-09,-7.739683e-10,8.061557e-07,-2.6079008e-06,3.8414574e-09,1.1336799e-05,1.9789886e-06,1.1010486e-09,-5.7285513e-07,-8.276578e-06,-1.0969287e-07,2.2433721e-07,2.6576254e-05,-5.5263103e-05,2.7857722e-10,1.3969627e-05,-4.169086e-06,-5.080173e-06,9.84759e-08,-4.2034958e-07,-4.4848886e-07,-2.3238729e-06,-0.0
GSM1594253,-4.221329e-07,-1.2093821e-07,-0.0,-2.2721038e-06,3.0400804e-06,3.8127808e-05,4.8197007e-06,1.35526e-08,-3.700946e-07,-8.659475e-08,-1.8876765e-09,-3.5372683e-05,-1.1553897e-08,1.6610813e-06,4.344018e-06,2.7176438e-05,1.6484547e-08,0.0,5.4385197e-07,-4.506263e-07,-1.904488e-07,2.760191e-07,7.150632e-07,-3.8506012e-05,5.4973754e-09,1.5533291e-06,-2.1476712e-06,-3.8923695e-06,4.211098e-08,-2.755295e-09,-8.8429533e-07,6.989629e-08,5.406522e-06,-8.400861e-08,3.7758357e-06,-4.4051487e-07,3.0190167e-06,0.00014350533,-2.3009702e-10,-4.1175053e-07,-6.720664e-08,-4.056654e-10,9.008617e-06,-3.1705977e-07,-2.1571004e-05,-0.00012522143,-0.00015296592,1.326256e-06,2.5020416e-08,-6.140895e-07,-2.0664445e-06,-1.9673503e-06,-9.766136e-09,2.971488e-05,7.178821e-09,2.197771e-05,7.3878795e-08,-1.8820174e-07,1.3024685e-06,1.7722357e-08,-3.9638207e-06,7.3172734e-05,-9.275494e-08,-9.945425e-05,5.299396e-08,2.8389786e-06,-1.4068747e-05,-1.5150437e-07,4.1193388e-07,-3.7036134e-05,-5.188235e-09,1.4455296e-06,-7.4429095e-06,-2.596294e-06,4.9590042e-05,3.00285e-07,-1.1853991e-08,-8.984469e-08,-5.2251856e-11,-6.3038506e-06,-4.4297203e-06,-1.02298785e-07,1.13350744e-07,4.446382e-06,3.6933416e-05,-5.783786e-09,0.0,-8.986424e-09,-6.137555e-06,-0.0,-4.3095665e-06,0.00013310432,-1.1456672e-06,2.039798e-07,4.099253e-08,-1.4971283e-07,-0.000114844064,3.323813e-07,-1.4318762e-08,3.697414e-06,4.107889e-08,-1.0055624e-06,-1.8455952e-05,-8.695434e-07,-2.590604e-07,-1.4998004e-06,-1.343985e-05,-4.835492e-08,5.457021e-07,-1.2100252e-09,6.6817954e-08,2.1737798e-05,-1.5706099e-05,1.0109529e-08,-2.688133e-08,-1.1419781e-06,-4.93845e-07,6.296747e-07,-1.2254774e-08,0.0001246364,7.737304e-07,-5.0059075e-06,-3.7864352e-06,6.0573248e-06,-6.824858e-09,-8.105994e-10,8.2249255e-07,-2.8041075e-06,3.7740504e-09,1.1366993e-05,2.095559e-06,1.4596884e-09,-6.176699e-07,-8.264855e-06,-1.0947657e-07,2.2598543e-07,2.8183822e-05,-5.98576e-05,2.7199853e-10,1.35244945e-05,-3.9985425e-06,-5.078596e-06,9.796998e-08,-4.443802e-07,-4.6443952e-07,-2.2118127e-06,-0.0
GSM1594254,-5.357864e-07,-1.2289067e-07,-0.0,-2.14447e-06,2.5022148e-06,3.5775523e-05,4.3166624e-06,1.3167367e-08,-4.104536e-07,-8.307541e-08,-2.5418474e-09,-3.5381432e-05,-1.5934983e-08,1.5787209e-06,4.5357806e-06,2.87077e-05,1.9239282e-08,0.0,5.478984e-07,-4.2642637e-07,-2.1889662e-07,2.5599908e-07,8.4493007e-07,-3.852564e-05,4.862538e-09,1.5408111e-06,-1.9035239e-06,-3.8706535e-06,4.186239e-08,-2.6416982e-09,-1.273974e-06,7.558196e-08,-1.2411576e-05,-8.453028e-08,3.579892e-06,-4.3608264e-07,3.0503954e-06,0.00015055087,-2.2310272e-10,-4.20082e-07,-5.7547904e-08,-4.690981e-10,8.853466e-06,-2.8532304e-07,-2.0832287e-05,-0.00011359734,-0.00015969742,1.392516e-06,2.5447628e-08,-5.7643285e-07,-1.9631298e-06,-1.8849673e-06,-1.2738284e-08,3.0527248e-05,6.667274e-09,2.2482409e-05,6.449453e-08,-2.0095547e-07,1.2454042e-06,1.6411041e-08,-4.1537405e-06,0.0001111652,-8.270056e-08,-9.9141755e-05,5.1994128e-08,2.8359702e-06,-1.4076764e-05,-1.4712913e-07,3.251653e-07,-3.2171236e-05,-5.601332e-09,1.468005e-06,-6.709643e-06,-2.7134658e-06,5.1079456e-05,2.740847e-07,-1.1786874e-08,-7.652535e-08,-5.5316e-11,-6.534226e-06,-3.9001784e-06,-9.8456425e-08,1.1871649e-07,4.2351776e-06,3.691613e-05,-4.8773665e-09,0.0,-1.43854395e-08,-5.728146e-06,-0.0,-4.5699976e-06,0.00012585452,-1.3000794e-06,2.2445433e-07,1.2353088e-07,-1.3591226e-07,-0.0001266664,3.3248995e-07,-1.4974102e-08,3.5438768e-06,4.404604e-08,-9.749075e-07,-1.7293703e-05,-8.8285714e-07,-2.3886668e-07,-1.5246927e-06,-1.217501e-05,-5.1203873e-08,5.8038484e-07,-1.1844447e-09,6.138569e-08,2.1362297e-05,-1.641249e-05,1.1014139e-08,-1.7911658e-08,-1.1246295e-06,-4.8808823e-07,6.1771107e-07,-7.059757e-09,0.00012280628,7.143978e-07,-5.0343697e-06,-1.7914435e-06,7.0154433e-06,-8.017918e-09,-7.240554e-10,8.351446e-07,-1.9551032e-06,3.5182184e-09,1.007244e-05,2.1041405e-06,1.7900701e-09,-5.564173e-07,-7.842477e-06,-1.0602641e-07,2.272192e-07,2.623244e-05,-5.746142e-05,2.5261226e-10,1.42624685e-05,-5.2027876e-06,-5.118578e-06,9.746007e-08,-4.232717e-07,-4.906659e-07,-2.1845071e-06,-0.0
GSM1594268,-3.140492e-07,-1.1853733e-07,-0.0,-2.2099393e-06,3.138129e-06,4.1622323e-05,5.174313e-06,1.3661104e-08,-3.833835e-07,-9.021026e-08,-1.7781547e-09,-3.2070056e-05,-1.413611e-08,1.675137e-06,3.8023682e-06,2.4103625e-05,1.4975422e-08,0.0,5.8354647e-07,-4.7484014e-07,-2.3289468e-07,2.9422378e-07,6.8303774e-07,-3.7444224e-05,5.5297376e-09,1.5892986e-06,-2.2546444e-06,-3.5230478e-06,4.2980865e-08,-2.474194e-09,-1.0555051e-06,5.8895345e-08,1.5533084e-05,-1.2354266e-07,3.6090196e-06,-4.772533e-07,3.0761507e-06,0.00011673382,-2.2952963e-10,-4.3063844e-07,-8.792481e-08,-3.6888234e-10,9.1052825e-06,-3.3317775e-07,-2.8090471e-05,-0.00011873192,-0.00014689304,1.429011e-06,2.577031e-08,-6.320254e-07,-2.0312716e-06,-1.8804253e-06,-1.3569099e-08,2.6575713e-05,7.1908857e-09,2.2288703e-05,7.635678e-08,-1.5695437e-07,1.2112904e-06,2.0334262e-08,-3.5118665e-06,0.00011376834,-9.8692276e-08,-8.8308705e-05,5.308221e-08,2.5624863e-06,-1.42621075e-05,-1.5376366e-07,4.0056722e-07,-3.939454e-05,-1.0755021e-08,1.3972959e-06,-7.904711e-06,-2.4720412e-06,5.6190565e-05,2.2517584e-07,-1.251253e-08,-1.0037025e-07,-5.3712788e-11,-5.9723197e-06,-4.575205e-06,-1.0852543e-07,1.07571736e-07,4.7601206e-06,3.594149e-05,-6.947504e-09,0.0,-1.3935186e-08,-6.401626e-06,-0.0,-4.8241263e-06,0.00014113041,-1.0599182e-06,1.7362521e-07,-7.413875e-08,-1.5421527e-07,-7.911864e-05,3.2880703e-07,-2.120972e-08,3.7729385e-06,4.3149818e-08,-1.234929e-06,-1.8608893e-05,-8.414836e-07,-2.863654e-07,-1.4731287e-06,-1.1690098e-05,-4.9965667e-08,5.549366e-07,-1.1482075e-09,6.5634296e-08,2.2069204e-05,-1.621089e-05,1.0121271e-08,-3.3138456e-08,-1.0803693e-06,-5.1387946e-07,6.3943844e-07,-1.576565e-08,0.00012011883,8.198783e-07,-4.435398e-06,-3.2074427e-06,4.9840082e-06,-6.326558e-09,-8.304793e-10,8.327706e-07,-3.1970592e-06,4.055249e-09,1.2306496e-05,2.015755e-06,1.2772056e-09,-5.601514e-07,-8.209029e-06,-1.14104324e-07,2.3731612e-07,2.757638e-05,-5.702678e-05,2.834799e-10,1.23726995e-05,-4.6304026e-06,-5.191049e-06,9.834881e-08,-4.731472e-07,-4.9006127e-07,-2.1934377e-06,-0.0
GSM1594346,-3.9923555e-07,-1.11072666e-07,-0.0,-2.3707219e-06,2.6547266e-06,4.7355174e-05,5.615926e-06,1.41703085e-08,-2.9028655e-07,-8.48715e-08,-1.2021458e-09,-3.297529e-05,-1.4010376e-08,1.7880992e-06,4.339278e-06,2.5343228e-05,1.3501395e-08,0.0,4.6339684e-07,-4.5433546e-07,-1.6987606e-07,2.8569767e-07,7.225456e-07,-4.0780924e-05,5.683127e-09,1.4921739e-06,-2.1324051e-06,-3.7164455e-06,3.984727e-08,-2.6057954e-09,-7.1077005e-07,9.0344436e-08,1.4393811e-05,-9.829568e-08,3.879462e-06,-4.4064285e-07,2.820384e-06,0.00013036768,-2.2937856e-10,-4.5675782e-07,-7.331474e-08,-2.5900548e-10,9.740611e-06,-3.0630463e-07,-2.2513275e-05,-0.000104674626,-0.00014489704,1.3805164e-06,2.387931e-08,-5.740309e-07,-2.266034e-06,-2.0628295e-06,-1.0228107e-08,2.6328706e-05,6.631768e-09,2.2763417e-05,7.543224e-08,-1.834323e-07,1.2685451e-06,1.8186858e-08,-3.6060007e-06,5.848057e-05,-1.0643134e-07,-8.366207e-05,5.608063e-08,2.5523682e-06,-1.4946301e-05,-1.6061193e-07,4.7554954e-07,-3.535707e-05,-4.5521085e-09,1.4227273e-06,-7.290761e-06,-2.5551683e-06,5.389382e-05,2.0014559e-07,-1.19337615e-08,-8.473132e-08,-5.4276608e-11,-4.742741e-06,-4.099601e-06,-1.10121775e-07,1.1193935e-07,5.0522603e-06,3.6369125e-05,-7.141432e-09,0.0,-1.5596687e-08,-6.0296857e-06,-0.0,-4.798428e-06,0.00014699352,-1.1967526e-06,7.525162e-08,-1.8511482e-08,-1.4442453e-07,-9.759792e-05,3.52447e-07,-1.3843891e-08,3.8969583e-06,4.0156007e-08,-9.824856e-07,-1.9382132e-05,-9.0106033e-07,-2.9678955e-07,-1.5026396e-06,-1.209596e-05,-4.7088168e-08,6.5417277e-07,-1.1417425e-09,6.480541e-08,2.2428198e-05,-1.5551528e-05,9.638197e-09,-3.6557427e-08,-1.1301009e-06,-5.2367966e-07,6.403944e-07,-1.3631965e-08,0.00012531472,7.563e-07,-4.7712592e-06,-3.186363e-06,4.442902e-06,-6.482929e-09,-8.930515e-10,8.449903e-07,-3.2428754e-06,3.9066217e-09,1.2641488e-05,1.974172e-06,8.952721e-10,-5.768071e-07,-8.858297e-06,-1.18951746e-07,2.3672774e-07,2.7705308e-05,-5.7963214e-05,2.7294256e-10,1.3360801e-05,-2.9759535e-06,-5.2031382e-06,9.3355986e-08,-4.6490996e-07,-4.7665176e-07,-2.1030837e-06,-0.0
GSM1594395,-4.5465794e-07,-1.1459077e-07,-0.0,-2.4591884e-06,2.5348302e-06,3.7406142e-05,5.8693904e-06,1.34291005e-08,-4.1849964e-07,-8.309731e-08,-1.9306492e-09,-3.3954828e-05,-1.1734201e-08,1.6949306e-06,4.5066286e-06,2.2689432e-05,1.6822032e-08,0.0,4.4972893e-07,-4.5124074e-07,-2.0790164e-07,2.7435036e-07,9.675315e-07,-3.9005776e-05,5.7582485e-09,1.5058284e-06,-2.1695516e-06,-3.9206548e-06,4.2500595e-08,-2.6532843e-09,-6.414463e-07,6.566152e-08,1.888073e-05,-9.650554e-08,3.9142255e-06,-4.4372865e-07,3.0302429e-06,0.00013314074,-2.2896997e-10,-4.4050736e-07,-6.4397156e-08,-3.1793385e-10,9.471624e-06,-3.3320546e-07,-2.378952e-05,-0.00011595213,-0.00013935719,1.3189522e-06,2.2707068e-08,-5.720451e-07,-2.1209855e-06,-2.0523341e-06,-1.4364983e-08,2.676597e-05,6.780564e-09,2.1959062e-05,7.516816e-08,-1.8731087e-07,1.2547308e-06,1.6010334e-08,-4.1524095e-06,8.709628e-05,-9.712196e-08,-9.4546165e-05,5.3051505e-08,2.7818428e-06,-1.4373558e-05,-1.6431072e-07,4.7466673e-07,-4.1269486e-05,-5.0069024e-09,1.4013713e-06,-7.5779676e-06,-2.4869605e-06,5.0887193e-05,9.702261e-08,-1.2083734e-08,-8.103313e-08,-5.339003e-11,-6.624636e-06,-4.2089255e-06,-1.0600681e-07,1.19052324e-07,4.7174094e-06,3.5483154e-05,-6.6194286e-09,0.0,-1.0770219e-08,-6.1097726e-06,-0.0,-4.7067206e-06,0.00014147161,-1.1330795e-06,2.0445782e-07,4.9765617e-08,-1.4925456e-07,-0.00011908243,3.3419113e-07,-1.9283355e-08,3.6835343e-06,4.1615706e-08,-9.820299e-07,-1.890106e-05,-9.828645e-07,-3.4244513e-07,-1.5067122e-06,-1.1835141e-05,-4.950594e-08,5.7473056e-07,-1.1573523e-09,6.269424e-08,2.2385335e-05,-1.5739128e-05,1.0133174e-08,-2.6525187e-08,-1.1881832e-06,-4.9661764e-07,6.568491e-07,-1.3608872e-08,0.00012133785,7.5240985e-07,-4.7798508e-06,-3.6407555e-06,5.687754e-06,-6.6317476e-09,-8.166388e-10,8.090695e-07,-3.242851e-06,3.901335e-09,1.26559e-05,2.059399e-06,1.1335941e-09,-5.842301e-07,-8.202668e-06,-1.0918757e-07,2.3987963e-07,2.8606939e-05,-5.7483467e-05,2.7817587e-10,1.3512038e-05,-4.2138577e-06,-5.2504242e-06,1.03588675e-07,-4.4702648e-07,-4.5899176e-07,-2.2992035e-06,-0.0
GSM1594554,-4.548779e-07,-1.2099095e-07,-0.0,-2.265617e-06,3.0495023e-06,4.3795317e-05,5.0791277e-06,1.265514e-08,-3.5349467e-07,-8.7829704e-08,-1.2029311e-09,-3.345631e-05,-1.3187316e-08,1.7021879e-06,4.3046175e-06,2.9808167e-05,1.8117984e-08,0.0,6.8337624e-07,-4.602271e-07,-2.0330533e-07,2.7131924e-07,5.6198974e-07,-3.7987887e-05,5.3230798e-09,1.579805e-06,-2.303974e-06,-3.613088e-06,4.093829e-08,-2.5377298e-09,-8.111173e-07,5.7153347e-08,6.644586e-06,-1.247525e-07,3.762888e-06,-4.792318e-07,2.986516e-06,0.00013556749,-2.2953257e-10,-4.3258353e-07,-7.692199e-08,-5.3816984e-10,9.337638e-06,-3.046313e-07,-1.9803078e-05,-0.00011483582,-0.0001632901,1.3914488e-06,2.5826191e-08,-6.055492e-07,-2.015475e-06,-2.1164956e-06,-1.3751053e-08,2.8347627e-05,6.6237686e-09,2.2996397e-05,7.299407e-08,-1.979515e-07,1.2664751e-06,1.9016081e-08,-3.921336e-06,7.698129e-05,-1.03117436e-07,-9.186289e-05,5.570974e-08,2.6665625e-06,-1.4754992e-05,-1.5912616e-07,3.690833e-07,-3.486839e-05,-5.7640075e-09,1.3566397e-06,-7.1787913e-06,-2.6598966e-06,5.8429952e-05,2.3057125e-07,-1.2424543e-08,-9.393438e-08,-5.091845e-11,-6.3050425e-06,-4.241004e-06,-1.0735257e-07,1.1793976e-07,5.08662e-06,3.765018e-05,-5.0700586e-09,0.0,-1.1689681e-08,-5.8796263e-06,-0.0,-4.7527524e-06,0.00014070877,-1.0996323e-06,8.4749956e-08,5.586395e-08,-1.4706903e-07,-9.42665e-05,3.2779957e-07,-1.6846036e-08,3.94981e-06,4.1395577e-08,-1.0183845e-06,-1.8173054e-05,-7.404356e-07,-3.2727485e-07,-1.4946994e-06,-1.2029913e-05,-4.725761e-08,5.256357e-07,-1.189328e-09,6.51293e-08,2.2119255e-05,-1.6689837e-05,9.644668e-09,-2.842469e-08,-1.1151633e-06,-4.893038e-07,6.6943437e-07,-1.5766402e-08,0.00012235624,7.9977656e-07,-5.1601846e-06,-1.5628241e-06,4.441743e-06,-7.448074e-09,-8.226893e-10,8.351091e-07,-2.764122e-06,3.7645065e-09,1.1610548e-05,2.1579658e-06,1.2591069e-09,-6.0925703e-07,-8.369638e-06,-1.1314608e-07,2.24582e-07,2.6128975e-05,-5.824153e-05,2.7882546e-10,1.2643126e-05,-4.7547887e-06,-5.1074508e-06,1.0062709e-07,-4.5322042e-07,-5.321297e-07,-2.2937252e-06,-0.0
GSM1594562,-4.0221605e-07,-1.2471132e-07,-0.0,-1.8921753e-06,2.9022403e-06,3.9099425e-05,4.8366473e-06,1.2809271e-08,-3.1282806e-07,-8.786293e-08,-1.0992206e-09,-3.23379e-05,-2.8537253e-09,1.5720882e-06,4.4831427e-06,2.7214117e-05,1.6350745e-08,0.0,6.6335366e-07,-4.7082716e-07,-2.3631026e-07,2.7892702e-07,5.025477e-07,-3.775696e-05,5.716338e-09,1.5707599e-06,-2.3338087e-06,-3.3872855e-06,4.2975355e-08,-2.7149278e-09,-9.2518314e-07,6.221444e-08,6.098152e-06,-1.06929555e-07,3.7838324e-06,-4.4021263e-07,2.9998007e-06,0.00012988911,-2.2968939e-10,-3.982872e-07,-9.030252e-08,-3.5066744e-10,8.746049e-06,-3.5238287e-07,-1.5926207e-05,-0.00013395507,-0.00014719549,1.4078464e-06,2.3264006e-08,-6.179054e-07,-2.0513862e-06,-1.9969495e-06,-1.998739e-08,2.8929011e-05,8.03882e-09,2.3660956e-05,7.663195e-08,-1.9719343e-07,1.1727398e-06,1.860497e-08,-3.8706557e-06,5.722661e-05,-9.514092e-08,-0.000102233425,5.3173018e-08,2.6871007e-06,-1.3594878e-05,-1.5419145e-07,4.1768095e-07,-3.6414214e-05,-6.1500582e-09,1.3710138e-06,-7.739623e-06,-2.5287407e-06,7.267376e-05,1.7530921e-07,-1.2248414e-08,-9.0397556e-08,-5.7355707e-11,-5.7034163e-06,-5.0011636e-06,-1.05398215e-07,1.1004436e-07,5.0156814e-06,3.8397517e-05,-5.063707e-09,0.0,-9.618015e-09,-6.153102e-06,-0.0,-4.2593465e-06,0.00014458386,-9.569958e-07,-2.9553417e-08,-1.16536114e-07,-1.4792776e-07,-8.1184415e-05,3.4095416e-07,-1.3677874e-08,3.7654934e-06,4.156093e-08,-1.1537946e-06,-1.7854396e-05,-8.4363427e-07,-2.594962e-07,-1.4716821e-06,-1.2564381e-05,-4.263645e-08,5.7801947e-07,-1.096407e-09,6.19853e-08,2.0907544e-05,-1.7226597e-05,1.0495285e-08,-2.8563557e-08,-1.1423933e-06,-5.260838e-07,6.2836295e-07,-1.3296981e-08,0.00012038747,7.711352e-07,-5.4164047e-06,-3.7513464e-06,5.9836766e-06,-6.171646e-09,-8.021157e-10,7.904647e-07,-4.2322517e-06,4.057475e-09,1.1413029e-05,2.000942e-06,1.626073e-09,-5.560709e-07,-8.054357e-06,-1.1336876e-07,2.3144064e-07,2.7202905e-05,-5.9490616e-05,3.1175695e-10,1.3718816e-05,-4.904877e-06,-5.0983654e-06,1.0424742e-07,-4.6489774e-07,-6.0435985e-07,-2.3755315e-06,-0.0
GSM1594587,-4.2890886e-07,-1.1767327e-07,-0.0,-2.047436e-06,3.0087922e-06,4.592653e-05,5.1452034e-06,1.3889928e-08,-4.3406968e-07,-8.793966e-08,-2.8761697e-09,-3.3207874e-05,-1.698558e-08,1.568633e-06,3.594008e-06,2.8024786e-05,1.5497578e-08,0.0,4.694847e-07,-4.5681082e-07,-2.1027674e-07,2.7047636e-07,8.548561e-07,-3.8365913e-05,5.3153597e-09,1.5270513e-06,-2.3229345e-06,-3.904078e-06,3.9569535e-08,-2.6134466e-09,-5.498093e-07,6.462075e-08,2.3295675e-05,-1.0811346e-07,3.8992503e-06,-4.3499492e-07,2.959778e-06,0.0001521199,-2.2949942e-10,-4.7051645e-07,-7.317975e-08,-4.428604e-10,9.273057e-06,-3.3677836e-07,-1.8290615e-05,-0.0001183719,-0.00015316946,1.423864e-06,2.7470941e-08,-5.8726283e-07,-2.1310964e-06,-2.0659418e-06,-1.0438936e-08,2.7708968e-05,6.7295822e-09,2.082824e-05,7.632295e-08,-1.8053022e-07,1.1478106e-06,1.7923542e-08,-3.5467492e-06,0.00011451908,-8.012766e-08,-8.8835404e-05,5.3801394e-08,2.5746529e-06,-1.3911359e-05,-1.5728746e-07,4.1792737e-07,-3.92296e-05,-9.119139e-09,1.2620449e-06,-7.685922e-06,-2.8437616e-06,5.7082685e-05,2.0542787e-07,-1.2224813e-08,-7.633145e-08,-5.250863e-11,-5.4495636e-06,-4.1154326e-06,-1.09503254e-07,1.217938e-07,5.0235776e-06,3.8685925e-05,-5.789062e-09,0.0,-1.7545725e-08,-6.2638737e-06,-0.0,-5.0129247e-06,0.00013578929,-1.1518047e-06,3.1208367e-07,5.0751005e-08,-1.5079205e-07,-0.00013035498,3.382884e-07,-1.6572983e-08,3.6367217e-06,4.3528132e-08,-1.003644e-06,-2.0768708e-05,-9.932245e-07,-2.73056e-07,-1.5067938e-06,-1.0022264e-05,-4.9128946e-08,5.6907635e-07,-1.1831887e-09,6.995374e-08,2.203758e-05,-1.6552025e-05,9.826608e-09,-1.8730308e-08,-1.1160371e-06,-4.916943e-07,6.880642e-07,-9.387648e-09,0.000121251964,7.363564e-07,-4.696501e-06,-2.1903286e-06,6.7342235e-06,-6.3259615e-09,-7.796848e-10,8.0823855e-07,-3.3613885e-06,3.908684e-09,1.1420318e-05,1.9392633e-06,1.1371455e-09,-5.5799757e-07,-8.3540845e-06,-1.14836936e-07,2.3766857e-07,2.7818629e-05,-5.859872e-05,2.790446e-10,1.4083031e-05,-4.07354e-06,-5.112422e-06,9.9515006e-08,-4.4218987e-07,-4.4506882e-07,-2.3023665e-06,-0.0
