ind,Post-translational modification: synthesis of GPI-anchored proteins,"Synthesis of IP2, IP, and Ins in the cytosol",Signaling by Retinoic Acid,Pyruvate metabolism and Citric Acid (TCA) cycle,RORA activates gene expression,Erythrocytes take up carbon dioxide and release oxygen,Neurotransmitter uptake and metabolism In glial cells,Extrinsic Pathway of Fibrin Clot Formation,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",G2/M Checkpoints,Voltage gated Potassium channels,Butyrophilin (BTN) family interactions,Fibronectin matrix formation,Syndecan interactions,Mitotic G1-G1/S phases,Dissolution of Fibrin Clot,Metabolism of steroids,ECM proteoglycans,RNA Polymerase I Transcription Termination,Synthesis of IPs in the ER lumen,mTORC1-mediated signalling,Intrinsic Pathway of Fibrin Clot Formation,Signaling by TGF-beta Receptor Complex in Cancer,Signaling by Activin,Influenza Infection,Regulation of signaling by NODAL,Signaling by SCF-KIT,Cristae formation,Selenoamino acid metabolism,Melanin biosynthesis,WNT ligand biogenesis and trafficking,"Incretin synthesis, secretion, and inactivation",Protein repair,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Transport of inorganic cations/anions and amino acids/oligopeptides,Resolution of Abasic Sites (AP sites),Generic Transcription Pathway,Basigin interactions,TNF signaling,Formation of the cornified envelope,Prostacyclin signalling through prostacyclin receptor,Presynaptic depolarization and calcium channel opening,Electric Transmission Across Gap Junctions,Protein ubiquitination,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA","TET1,2,3 and TDG demethylate DNA",Post-transcriptional silencing by small RNAs,Advanced glycosylation endproduct receptor signaling,Amyloid fiber formation,RNA Polymerase III Abortive And Retractive Initiation,Electron transport from NADPH to Ferredoxin,p75 NTR receptor-mediated signalling,Scavenging by Class F Receptors,DNA Double Strand Break Response,Ion transport by P-type ATPases,Neurotransmitter receptors and postsynaptic signal transmission,Signaling by NTRKs,Diseases associated with glycosylation precursor biosynthesis,Ketone body metabolism,MHC class II antigen presentation,Interconversion of nucleotide di- and triphosphates,Molecules associated with elastic fibres,Phenylketonuria,Intra-Golgi and retrograde Golgi-to-ER traffic,Acrosome Reaction,TRAIL  signaling,Cargo trafficking to the periciliary membrane,Signaling by NOTCH1 in Cancer,Defective Mismatch Repair Associated With MLH1,Mitochondrial transcription termination,Metallothioneins bind metals,Formation of xylulose-5-phosphate,Collagen degradation,Cellular Senescence,Metabolic disorders of biological oxidation enzymes,rRNA processing in the mitochondrion,MAPK1/MAPK3 signaling,tRNA processing in the nucleus,"Transport of bile salts and organic acids, metal ions and amine compounds",Receptor Mediated Mitophagy,Response to elevated platelet cytosolic Ca2+,Beta-catenin independent WNT signaling,Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,Metabolism of Angiotensinogen to Angiotensins,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Lipid particle organization,L1CAM interactions,Abacavir transmembrane transport,Asparagine N-linked glycosylation,Transcriptional regulation of white adipocyte differentiation,Peptide hormone biosynthesis,Costimulation by the CD28 family,Plasma lipoprotein assembly,Synthesis of pyrophosphates in the cytosol,Reversible hydration of carbon dioxide,Signaling by Hippo,Threonine catabolism,Signaling by EGFR in Cancer,RNA Polymerase II Pre-transcription Events,"Base-Excision Repair, AP Site Formation",M Phase,Heme biosynthesis,Glycosaminoglycan metabolism,TYSND1 cleaves peroxisomal proteins,Scavenging by Class A Receptors,ABC transporter disorders,AMPK inhibits chREBP transcriptional activation activity,RIPK1-mediated regulated necrosis,Signaling by Insulin receptor,"Gamma carboxylation, hypusine formation and arylsulfatase activation",Activation of Matrix Metalloproteinases,"Synthesis, secretion, and deacylation of Ghrelin",Cytosolic sensors of pathogen-associated DNA ,ESR-mediated signaling,Defective Mismatch Repair Associated With MSH3,snRNP Assembly,MTF1 activates gene expression,Deadenylation of mRNA,Lactose synthesis,HIV Infection,Nucleobase biosynthesis,PP2A-mediated dephosphorylation of key metabolic factors,Regulation of insulin secretion,SRP-dependent cotranslational protein targeting to membrane,DDX58/IFIH1-mediated induction of interferon-alpha/beta,Biosynthesis of specialized proresolving mediators (SPMs),Plasma lipoprotein clearance,Physiological factors,Signaling by ERBB2,Rho GTPase cycle,Transcriptional regulation by small RNAs,Signaling by NOTCH4,Regulation of gene expression in beta cells,Diseases associated with the TLR signaling cascade,Neurexins and neuroligins,Fanconi Anemia Pathway,Triglyceride metabolism,ABC transporters in lipid homeostasis,Activation of anterior HOX genes in hindbrain development during early embryogenesis,Nucleobase catabolism,Tandem pore domain potassium channels,trans-Golgi Network Vesicle Budding,C-type lectin receptors (CLRs),Amine-derived hormones,Chaperonin-mediated protein folding,Carboxyterminal post-translational modifications of tubulin,Processing of Intronless Pre-mRNAs,Vasopressin regulates renal water homeostasis via Aquaporins,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",Cell-cell junction organization,Digestion of dietary carbohydrate,Fructose metabolism,Global Genome Nucleotide Excision Repair (GG-NER),RNA polymerase II transcribes snRNA genes,Phase 2 - plateau phase,Growth hormone receptor signaling,Scavenging by Class B Receptors,Mitochondrial ABC transporters,RET signaling,PIWI-interacting RNA (piRNA) biogenesis,Eukaryotic Translation Initiation,DNA methylation,"Transport of vitamins, nucleosides, and related molecules",tRNA Aminoacylation,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",HDACs deacetylate histones,Switching of origins to a post-replicative state,FasL/ CD95L signaling,TCF dependent signaling in response to WNT,Thrombin signalling through proteinase activated receptors (PARs),Laminin interactions,Choline catabolism,PKMTs methylate histone lysines,Branched-chain amino acid catabolism,Mitotic Spindle Checkpoint,Transferrin endocytosis and recycling,RNA Polymerase III Transcription Termination,Synthesis of IP3 and IP4 in the cytosol,Clathrin-mediated endocytosis,RNA Polymerase II Transcription Elongation,Lysosomal oligosaccharide catabolism,Defective Mismatch Repair Associated With PMS2,TNFR2 non-canonical NF-kB pathway,HDMs demethylate histones,DNA strand elongation,Defective Mismatch Repair Associated With MSH6,GP1b-IX-V activation signalling,Negative epigenetic regulation of rRNA expression,Platelet calcium homeostasis,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Signaling by BMP,Kinesins,Nonhomologous End-Joining (NHEJ),Diseases associated with O-glycosylation of proteins,Glycogen metabolism,Signaling by TGF-beta Receptor Complex,Signal amplification,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Intracellular oxygen transport,Antimicrobial peptides,Nephrin family interactions,Cellular response to hypoxia,GPCR ligand binding,Signaling by NOTCH3,Signaling by EGFR,mRNA decay by 3' to 5' exoribonuclease,RAB geranylgeranylation,Phase 0 - rapid depolarisation,Signaling by WNT in cancer,RNA Polymerase III Transcription Initiation,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,Glyoxylate metabolism and glycine degradation,RHO GTPase Effectors,HCN channels,Scavenging of heme from plasma,ER to Golgi Anterograde Transport,MAPK6/MAPK4 signaling,Energy dependent regulation of mTOR by LKB1-AMPK,Signaling by MST1,Signaling by PTK6,Fc epsilon receptor (FCERI) signaling,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Deubiquitination,Assembly of collagen fibrils and other multimeric structures,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",Galactose catabolism,Diseases associated with glycosaminoglycan metabolism,Integrin cell surface interactions,Invadopodia formation,KSRP (KHSRP) binds and destabilizes mRNA,IPs transport between cytosol and ER lumen,AUF1 (hnRNP D0) binds and destabilizes mRNA,Signaling by FGFR,Eukaryotic Translation Termination,Netrin-1 signaling,Platelet Adhesion to exposed collagen,Effects of PIP2 hydrolysis,DAP12 interactions,RNA Polymerase II Transcription Initiation And Promoter Clearance,DAG and IP3 signaling,Signaling by FGFR in disease,Defective Mismatch Repair Associated With MSH2,Intestinal lipid absorption,Tie2 Signaling,Surfactant metabolism,Plasmalogen biosynthesis,Signaling by Interleukins,Complement cascade,Amino acid synthesis and interconversion (transamination),Type I hemidesmosome assembly,Stimuli-sensing channels,IRE1alpha activates chaperones,Listeria monocytogenes entry into host cells,Insulin processing,IP3 and IP4 transport between cytosol and nucleus,Hh mutants abrogate ligand secretion,RNA Pol II CTD phosphorylation and interaction with CE,NR1D1 (REV-ERBA) represses gene expression,Signaling by NOTCH2,Post-chaperonin tubulin folding pathway,Regulation of gene expression in early pancreatic precursor cells,DNA replication initiation,mRNA Capping,EPH-Ephrin signaling,Pre-NOTCH Expression and Processing,Intrinsic Pathway for Apoptosis,HuR (ELAVL1) binds and stabilizes mRNA,Eukaryotic Translation Elongation,Phase 3 - rapid repolarisation,Mitochondrial translation,DNA Replication Pre-Initiation,Cytosolic iron-sulfur cluster assembly,Regulation of mitotic cell cycle,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,HSP90 chaperone cycle for steroid hormone receptors (SHR),Meiotic recombination,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,Transcriptional activation of mitochondrial biogenesis,Positive epigenetic regulation of rRNA expression,TCR signaling,Signaling by VEGF,Neurotransmitter clearance,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Nitric oxide stimulates guanylate cyclase,Digestion of dietary lipid,Hedgehog ligand biogenesis,PIP3 activates AKT signaling,Metabolism of fat-soluble vitamins,Cell-extracellular matrix interactions,Platelet Aggregation (Plug Formation),Sperm Motility And Taxes,"ROS, RNS production in phagocytes",Intestinal hexose absorption,Signaling by ERBB4,Gap junction trafficking and regulation,Fatty acid metabolism,mRNA decay by 5' to 3' exoribonuclease,Diseases associated with visual transduction,HATs acetylate histones,LGI-ADAM interactions,IP6 and IP7 transport between cytosol and nucleus,IPs transport between nucleus and cytosol,CREB3 factors activate genes,Aflatoxin activation and detoxification,Signaling by ROBO receptors,Collagen biosynthesis and modifying enzymes,O-linked glycosylation,RNA Polymerase I Chain Elongation,Apoptotic execution phase,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,Pyrophosphate hydrolysis,RMTs methylate histone arginines,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,Sulfur amino acid metabolism,mRNA 3'-end processing,mRNA Editing: A to I Conversion,MicroRNA (miRNA) biogenesis,Phase 1 - inactivation of fast Na+ channels,tRNA modification in the nucleus and cytosol,Wax biosynthesis,RNA Polymerase I Promoter Clearance,Synthesis of IPs in the nucleus,Neutrophil degranulation,Inhibition of TSC complex formation by PKB,IPs transport between ER lumen and nucleus,Glucose metabolism,Interaction With The Zona Pellucida,Abacavir metabolism,Passive transport by Aquaporins,Receptor-type tyrosine-protein phosphatases,NCAM signaling for neurite out-growth,Neurotransmitter release cycle,mRNA Splicing,Meiotic synapsis,Small interfering RNA (siRNA) biogenesis,GPVI-mediated activation cascade,Diseases associated with surfactant metabolism,Nucleosome assembly,PECAM1 interactions,Platelet sensitization by LDL,Mitochondrial protein import,Regulation of Apoptosis,Mitochondrial transcription initiation,tRNA processing in the mitochondrion,Prolactin receptor signaling,Signaling by the B Cell Receptor (BCR),Phase II - Conjugation of compounds,SLC transporter disorders,Insulin effects increased synthesis of Xylulose-5-Phosphate,Interferon Signaling,Phospholipid metabolism,Cellular hexose transport,Protein methylation,Recognition of DNA damage by PCNA-containing replication complex,G1/S DNA Damage Checkpoints,Transport of Mature Transcript to Cytoplasm,Metabolism of polyamines,tRNA modification in the mitochondrion,Pink/Parkin Mediated Mitophagy,PRC2 methylates histones and DNA,Processing of SMDT1,MGMT-mediated DNA damage reversal,Synaptic adhesion-like molecules,Signaling by NOTCH1,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Diseases of carbohydrate metabolism,Hedgehog 'on' state,Rab regulation of trafficking,Reelin signalling pathway,Heme degradation,S Phase,Transcription-Coupled Nucleotide Excision Repair (TC-NER),Ca2+ activated K+ channels,Transport of glycerol from adipocytes to the liver by Aquaporins,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,PI3K/AKT Signaling in Cancer,Phase I - Functionalization of compounds,rRNA processing in the nucleus and cytosol,Nucleotide salvage,Caspase activation via extrinsic apoptotic signalling pathway,ATF6 (ATF6-alpha) activates chaperones,Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha),Neddylation,Integrin alphaIIb beta3 signaling,Miscellaneous transport and binding events,Metabolism of water-soluble vitamins and cofactors,Telomere Maintenance,IPs transport between ER lumen and cytosol,Reversal of alkylation damage by DNA dioxygenases,Phase 4 - resting membrane potential,CDO in myogenesis,Signaling by PDGF,Degradation of beta-catenin by the destruction complex,Cellular response to heat stress,IPs transport between nucleus and ER lumen,RNA Polymerase II Transcription Termination,Ion homeostasis,Rap1 signalling,Signaling by MET,PERK regulates gene expression,Detoxification of Reactive Oxygen Species,Sperm:Oocyte Membrane Binding,Metabolism of cofactors,GPCR downstream signalling,Hedgehog 'off' state,Fcgamma receptor (FCGR) dependent phagocytosis,Signaling by Leptin,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Anchoring of the basal body to the plasma membrane,Homology Directed Repair,Inwardly rectifying K+ channels,Class I MHC mediated antigen processing & presentation,Plasma lipoprotein remodeling,Latent infection of Homo sapiens with Mycobacterium tuberculosis,Defects in vitamin and cofactor metabolism,Striated Muscle Contraction,Endosomal Sorting Complex Required For Transport (ESCRT),RNA Polymerase III Chain Elongation,mRNA Editing: C to U Conversion,Smooth Muscle Contraction,Glucagon signaling in metabolic regulation,Diseases associated with N-glycosylation of proteins,Intraflagellar transport,Pentose phosphate pathway,Toll-Like Receptors Cascades,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Scavenging by Class H Receptors,ChREBP activates metabolic gene expression,Sphingolipid metabolism,Post-translational protein phosphorylation,Erythrocytes take up oxygen and release carbon dioxide,SLBP independent Processing of Histone Pre-mRNAs,Common Pathway of Fibrin Clot Formation,eNOS activation and regulation,SUMOylation,Oncogenic MAPK signaling,Mitotic G2-G2/M phases,Signal regulatory protein family interactions,Macroautophagy,Uptake and actions of bacterial toxins,Interaction With Cumulus Cells,PKA-mediated phosphorylation of key metabolic factors,Semaphorin interactions
GSM1594221,6.786648e-07,-1.17945056e-07,8.741878e-07,4.3555204e-08,-1.1485415e-06,5.3390674e-09,4.39402e-11,3.1935094e-14,0.00012277433,1.2826952e-05,2.2241733e-09,1.2101568e-08,-0.0,5.2386235e-07,0.00015185827,-2.6420615e-09,-7.818906e-05,-1.0343091e-07,2.3542844e-08,-0.0,-4.0866885e-07,-8.917922e-08,-5.55192e-06,4.444655e-11,6.0835617e-05,-0.0,-1.2174645e-07,8.211256e-08,-6.920701e-07,0.0,-2.3624464e-12,-4.186877e-08,-0.00011653216,0.0,4.050332e-06,1.625657e-09,2.357708e-05,-2.2909926e-06,4.3037174e-09,-6.285879e-08,-4.16865e-06,-3.8870074e-11,-1.583711e-11,7.4198357e-07,1.6456167e-06,8.201955e-08,8.2916905e-08,1.5587707e-07,7.727646e-08,-1.2431236e-08,2.4311814e-06,6.773666e-07,-3.0232516e-07,4.1475083e-08,1.4921758e-05,-1.1669287e-08,-1.6665881e-08,-5.710621e-07,0.0,-6.381448e-07,-9.3608344e-07,4.427368e-08,-6.0211977e-07,0.0,5.613535e-07,0.0,1.1944265e-07,6.971235e-07,-6.4545247e-06,-1.2369034e-07,8.447242e-10,-0.0,-1.3436158e-07,-1.1199188e-09,1.545232e-08,-7.872867e-08,-1.895651e-08,6.5869328e-09,-9.3263324e-08,-2.274289e-09,1.396963e-05,-7.7858836e-08,7.738273e-07,1.1315058e-07,-6.415473e-08,1.0270373e-08,-3.5660534e-08,-3.109882e-06,-0.0,9.68711e-07,1.538524e-06,0.0,1.1649745e-06,1.457076e-07,1.5101525e-12,7.5736315e-09,-9.33516e-09,-1.9393301e-10,-3.3017423e-06,-2.401137e-07,-1.9602528e-06,-5.5525405e-05,-1.9332246e-07,-1.7588707e-05,-6.6250836e-09,-2.498011e-07,-4.5734664e-06,-5.0001236e-06,-8.659155e-08,3.5780056e-07,-1.167643e-06,-1.4404344e-07,1.4130225e-06,-2.8990846e-05,2.1888386e-06,-2.0149582e-10,3.4515534e-07,3.8031165e-09,-2.9823934e-06,-1.2968108e-07,5.2650435e-08,-2.988103e-07,1.3297597e-06,1.4994328e-07,-1.3940071e-05,-1.146488e-06,4.6426257e-07,1.1580757e-07,2.4679364e-10,9.804022e-08,2.1197561e-08,-1.7684954e-10,6.053318e-09,-5.3810854e-08,1.1336799e-05,5.3150288e-08,8.96722e-06,5.109833e-06,-1.02125085e-07,3.2446306e-07,-3.8321555e-06,3.011222e-10,-1.2773117e-05,1.5406081e-06,-1.4292352e-08,-3.3323802e-05,-6.4341323e-09,3.018508e-08,1.2557806e-08,-3.6288682e-05,-3.804431e-07,7.311992e-11,-8.1893694e-07,-3.0623158e-07,5.493236e-07,-1.1011129e-11,1.2187947e-05,3.108949e-09,-7.567696e-09,1.7024819e-06,6.4325656e-07,1.500044e-06,-1.7947027e-06,-1.5593389e-07,1.3141945e-05,-5.586155e-07,-4.8544587e-07,-4.6404766e-06,2.4829757e-07,5.844657e-07,4.082187e-06,9.761193e-10,-1.160413e-08,-4.7040523e-08,4.128008e-09,4.996449e-09,-1.7630288e-07,-1.1839801e-09,-2.2030438e-06,-6.266496e-06,-1.0828349e-05,-2.740652e-07,-4.7990476e-08,-4.116186e-10,2.5866603e-07,-3.2964094e-12,4.1407208e-07,1.8379177e-07,-2.4533446e-09,-2.0119458e-05,4.510199e-13,0.00013216636,2.223219e-07,-6.4152786e-08,4.978143e-06,4.5514156e-07,1.3460114e-07,-4.285084e-06,2.4864857e-10,-2.9121098e-08,-0.0,2.0626876e-06,-1.3660353e-08,-2.1893095e-08,2.6667396e-05,-8.1405557e-07,-6.379496e-07,1.517389e-06,5.5935936e-07,-5.8048593e-09,5.8565292e-06,-6.841528e-06,-1.3209038e-06,1.0008517e-06,-8.870124e-09,6.4535157e-06,3.6894915e-10,1.0822408e-06,-1.804e-05,1.7997333e-10,2.739236e-09,0.0,1.1737772e-08,-7.913309e-07,-5.746133e-06,-2.8823617e-05,-0.0,-1.9511255e-08,-6.577436e-07,-7.1240414e-08,-8.158255e-10,2.4769662e-08,-3.051337e-07,-1.068537e-06,0.0,-6.361442e-07,-1.469323e-06,1.9050868e-08,-0.000106088344,-7.7394774e-10,-6.0298845e-12,-2.834747e-05,-1.0302035e-06,3.961637e-07,-8.3306065e-07,9.813853e-09,0.0,9.0143115e-10,2.2433015e-07,-7.8655065e-09,-6.766061e-05,8.650832e-05,2.2994402e-09,-7.604727e-11,-4.3082268e-10,1.05099595e-07,2.835272e-06,9.0356934e-08,-0.0,-3.2349053e-07,2.6985055e-07,-1.989914e-10,5.8806364e-07,6.9571735e-07,0.0,-1.110897e-06,4.4258467e-08,-8.761362e-07,7.613542e-08,-3.430902e-07,4.850536e-06,4.0720963e-05,-1.781192e-09,-1.873415e-06,-2.2676588e-06,-1.1095167e-06,7.5024e-06,1.9484752e-07,-1.2217568e-07,-1.4199354e-05,1.4855007e-06,3.757295e-08,-1.55058e-05,4.2032417e-07,2.2134607e-09,2.525507e-10,-1.1283172e-06,-2.8358322e-13,-6.1976633e-09,7.4274675e-10,2.1299997e-05,1.2486807e-08,4.0637915e-06,6.646561e-11,-9.066246e-12,2.0274759e-07,-0.0,-5.6604847e-07,1.1011722e-08,-7.392448e-05,-9.1191454e-05,-8.0905906e-08,2.074903e-07,-5.729528e-07,0.0,-0.0,-2.3860224e-07,-4.782631e-07,-4.5445624e-05,-2.104685e-07,6.0465986e-08,-1.5089722e-09,4.865529e-07,-2.0760237e-06,0.0,-2.5149134e-07,2.477521e-07,9.210989e-09,7.696575e-08,-6.850171e-09,6.3498837e-09,1.7751358e-07,8.359049e-07,-4.294933e-10,1.9802268e-08,6.4961014e-10,-1.8778199e-05,-1.2845382e-08,-0.0,-1.1049225e-06,4.1871237e-12,-4.2036112e-07,6.021622e-09,8.959504e-09,6.110775e-07,3.2222183e-09,-2.1548676e-06,1.2320926e-07,8.487204e-10,5.3526183e-10,-3.9731233e-08,2.0466382e-07,-4.103975e-09,3.1713393e-10,1.6322286e-08,1.8748072e-07,1.6863034e-07,-2.1335265e-09,-4.733266e-10,-4.183613e-06,-1.3823578e-07,-5.0670957e-07,-1.0359704e-07,-4.8574762e-08,-1.6459688e-06,-6.535483e-10,-7.474884e-08,-1.8653266e-10,1.2847011e-05,1.057984e-07,-8.926766e-07,2.861261e-06,-4.4434012e-07,-6.979777e-07,-3.5647893e-10,-1.3480912e-08,-1.8891505e-10,-2.7025973e-07,1.5111658e-08,5.0517284e-09,-7.546295e-07,1.3402541e-05,-4.34935e-09,2.8624962e-09,6.621195e-06,-2.017643e-06,-2.745338e-10,0.0,1.1577325e-06,9.673314e-08,5.4356683e-08,1.17433e-07,8.913348e-08,-7.280861e-07,1.6708385e-06,-6.400502e-07,4.555769e-08,-2.4615767e-06,1.1769906e-07,-7.1307954e-06,3.4200486e-06,0.0,-2.9601592e-08,4.839658e-08,4.325431e-06,1.3533797e-07,-7.3872406e-09,1.2916648e-08,-0.0,-5.508138e-06,-3.96798e-06,8.77327e-07,1.4966463e-07,4.040391e-08,1.3844064e-09,-4.6188563e-11,-9.37215e-06,-9.114028e-08,-1.3167778e-06,3.3717202e-05,5.0732606e-08,-2.2945432e-08,-3.197686e-06,8.140685e-06,7.010809e-08,3.8339764e-05,2.6982048e-09,0.0,-1.389082e-06,-2.3483146e-07,1.6529193e-05,-3.9612704e-09,4.793203e-09,0.0001397725,-1.6795595e-06,-0.0,-1.9210197e-06,-5.6198136e-11,1.1146864e-06,2.0081332e-06,1.6209894e-08,-2.2739825e-06,-6.311579e-08,1.1909964e-11,-1.7017381e-14,-1.9533884e-06,1.8093779e-10,-9.472891e-08,-1.0251436e-05,-8.2521393e-07,-5.1893672e-05,-1.6480318e-08,-4.5236808e-07,1.286814e-06,-0.0,5.246537e-11,3.3797216e-05
