ind,"Platelet activation, signaling and aggregation",Signaling by Rho GTPases,Integration of energy metabolism,Metabolism of nucleotides,Collagen formation,Pink/Parkin Mediated Mitophagy,Signaling by WNT,Adaptive Immune System,Apoptosis,Nephrin family interactions,Integrin cell surface interactions,Ion channel transport,Signaling by Leptin,Platelet homeostasis,Keratinization,Unfolded Protein Response (UPR),Mitochondrial protein import,mTOR signalling,Cytokine Signaling in Immune system,Mitochondrial iron-sulfur cluster biogenesis,Processing of Capped Intronless Pre-mRNA,Response to metal ions,Abacavir transport and metabolism,Signaling by GPCR,Invadopodia formation,Cell junction organization,Cytosolic iron-sulfur cluster assembly,Signaling by Non-Receptor Tyrosine Kinases,Peptide hormone metabolism,Biological oxidations,Diseases of Immune System,Diseases of glycosylation,Metabolism of non-coding RNA,Fibronectin matrix formation,Digestion,Activation of HOX genes during differentiation,Protein folding,LGI-ADAM interactions,Disorders of transmembrane transporters,RORA activates gene expression,Metabolism of vitamins and cofactors,Signaling by NODAL,Metabolism of carbohydrates,mRNA Editing,Metabolism of porphyrins,Post-translational protein modification,Non-integrin membrane-ECM interactions,Factors involved in megakaryocyte development and platelet production,Transcription from mitochondrial promoters,Deadenylation-dependent mRNA decay,Signaling by TGF-beta family members,NR1D1 (REV-ERBA) represses gene expression,Metabolism of amino acids and derivatives,"Plasma lipoprotein assembly, remodeling, and clearance",Cell Cycle Checkpoints,RNA Polymerase III Transcription,RNA Polymerase II Transcription,Protein repair,Mismatch Repair,Protein-protein interactions at synapses,Transmission across Electrical Synapses ,Amyloid fiber formation,The citric acid (TCA) cycle and respiratory electron transport,Cilium Assembly,Gene Silencing by RNA,Regulated Necrosis,Intestinal absorption,Diseases of Mismatch Repair (MMR),SLC-mediated transmembrane transport,Fertilization,Mitochondrial biogenesis,Processing of Capped Intron-Containing Pre-mRNA,Signaling by Hippo,Aquaporin-mediated transport,Intracellular signaling by second messengers,Degradation of the extracellular matrix,mRNA Capping,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Membrane Trafficking,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Metabolism of nitric oxide,Infectious disease,Peroxisomal protein import,ABC-family proteins mediated transport,tRNA processing,"Cell Cycle, Mitotic",Binding and Uptake of Ligands by Scavenger Receptors,Axon guidance,Signaling by Receptor Tyrosine Kinases,Miscellaneous transport and binding events,Iron uptake and transport,ECM proteoglycans,Transcriptional regulation of white adipocyte differentiation,Striated Muscle Contraction,Base Excision Repair,Regulation of beta-cell development,Metabolism of lipids,Cellular responses to stress,Dissolution of Fibrin Clot,Signaling by NOTCH,Formation of Fibrin Clot (Clotting Cascade),Laminin interactions,Platelet Adhesion to exposed collagen,Diseases of signal transduction,Innate Immune System,Reversible hydration of carbon dioxide,Synthesis of DNA,O2/CO2 exchange in erythrocytes,Fanconi Anemia Pathway,Chromosome Maintenance,Smooth Muscle Contraction,Intracellular oxygen transport,Meiosis,Surfactant metabolism,Epigenetic regulation of gene expression,Signaling by Hedgehog,Macroautophagy,Transmission across Chemical Synapses,Receptor Mediated Mitophagy,Cell surface interactions at the vascular wall,DNA Damage Bypass,Myogenesis,Signaling by Nuclear Receptors,Chromatin modifying enzymes,Nonsense-Mediated Decay (NMD),Cardiac conduction,Transcriptional regulation of pluripotent stem cells,Integrin signaling,Pyrophosphate hydrolysis,Diseases of metabolism,Elastic fibre formation,DNA Double-Strand Break Repair,Mitochondrial calcium ion transport,Neurodegenerative Diseases,Translation,Potassium Channels,RNA Polymerase I Transcription,Signal regulatory protein family interactions,rRNA processing,MAPK family signaling cascades,DNA Damage Reversal,Nucleotide Excision Repair,M/G1 Transition,Death Receptor Signalling,Inositol phosphate metabolism,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Regulation of mRNA stability by proteins that bind AU-rich elements
GSM1594258,-5.2836103e-06,-4.1203413e-05,1.9742497e-06,2.7591917e-05,-7.000602e-06,-1.5565574e-05,-6.349611e-05,4.992025e-06,-1.7083508e-05,6.9133023e-07,-2.3989605e-06,-1.1654464e-05,1.1790418e-07,-3.4814101e-07,3.2988968e-08,6.707439e-05,-3.176245e-07,5.2131236e-07,-2.4762956e-05,-3.545286e-07,1.0134678e-06,-9.4137243e-07,2.2644209e-09,7.1574665e-05,-1.4320213e-07,3.0622115e-08,3.782843e-07,-5.1020554e-05,-3.6239858e-06,-4.0731466e-06,2.8954271e-05,-1.8272734e-08,1.1165864e-05,0.0,-0.000110488574,5.4740653e-06,0.00010560076,2.0682714e-10,-4.0343107e-06,-5.44392e-07,4.4462577e-06,-0.0,8.574211e-07,-4.2690192e-07,-7.137026e-06,-6.1809515e-05,-2.323275e-05,-1.9433364e-07,-1.6401087e-08,3.3402802e-08,1.7504764e-05,6.7147205e-08,-7.988987e-07,2.1906321e-06,-1.8331749e-06,9.488888e-07,5.9368936e-08,-1.2310511e-06,-1.4326397e-08,-1.1749034e-06,-3.2556071e-09,-0.0008721493,4.9279057e-05,5.7865494e-05,-2.6927864e-09,-4.4662887e-05,-0.0,6.362683e-08,-0.0004932448,-9.144002e-10,-1.4853331e-06,1.9709581e-05,-2.5174196e-09,-4.450573e-06,-2.8630122e-05,-2.4931338e-05,3.6599774e-06,6.3421615e-09,-0.00026415644,3.195103e-09,8.86193e-07,7.8641766e-05,0.000103843995,-1.0149919e-05,-7.194729e-07,-5.6409466e-05,5.5574033e-05,3.1334062e-06,-0.00019706246,-2.0749755e-09,9.223877e-05,3.8703936e-07,1.9112957e-07,-1.6106236e-07,-3.2262778e-06,-9.301292e-08,4.8324745e-07,0.00012172675,-2.483512e-08,-0.000111515204,-2.8630038e-06,5.0301447e-09,-2.7707551e-06,5.0618796e-06,-1.913287e-05,7.2586727e-06,-1.2369925e-05,3.798261e-05,0.00021959588,-0.00014637575,0.00021113335,0.0,-1.6349045e-06,1.6116836e-07,7.5205676e-08,-1.2640585e-05,4.947191e-08,4.1852812e-07,1.5572297e-08,0.00025332195,-7.2436376e-07,-9.951195e-06,4.030674e-06,-1.9232766e-05,-2.3832962e-08,0.000108116175,-9.751633e-06,4.561668e-05,-5.104534e-08,-1.4804665e-07,6.805931e-07,-2.9298573e-05,-8.246334e-06,-4.9923335e-07,0.00024757505,6.656814e-07,4.2147303e-07,-1.0768552e-05,-2.1253592e-09,7.866858e-06,-2.2884072e-08,0.00039592016,-7.051282e-05,-4.5503166e-06,1.878907e-05,1.3184918e-09,-5.670151e-06
GSM1594578,-7.4018317e-06,-3.991911e-05,2.2222105e-06,3.0165409e-05,-6.8314e-06,-1.08934555e-05,-6.7246336e-05,4.611039e-06,-1.728944e-05,6.4823195e-07,-2.6074256e-06,-1.2023718e-05,9.981695e-08,-4.784138e-07,3.653407e-08,7.4937154e-05,-3.1545167e-07,4.7589975e-07,-2.5340814e-05,-4.050664e-07,1.0461039e-06,-9.990114e-07,2.1278213e-09,6.847983e-05,-1.5379912e-07,5.4275684e-08,3.770618e-07,-4.7279987e-05,-3.8356475e-06,-2.5628813e-06,2.8757275e-05,-2.0886072e-08,1.11741665e-05,0.0,-9.8147444e-05,5.543457e-06,9.621506e-05,3.6937214e-10,-6.0705415e-06,-6.3177004e-07,4.0221926e-06,-0.0,9.971657e-07,-4.09076e-07,-7.5376925e-06,-8.556693e-05,-2.3260754e-05,-2.9474595e-08,-1.4788829e-08,3.230823e-08,1.9507672e-05,6.796296e-08,-9.752163e-07,1.2728201e-06,-2.0444575e-06,7.972002e-07,4.2679865e-08,-1.042602e-06,-1.4087792e-08,-1.1966771e-06,-3.37716e-09,-0.0008344873,4.4157285e-05,6.494368e-05,-3.6814956e-09,-4.454139e-05,-0.0,7.266775e-08,-0.00047186954,-8.077669e-10,-1.6571448e-06,2.2715161e-05,-2.5176417e-09,-4.180904e-06,-3.1515367e-05,-2.1829392e-05,3.597902e-06,1.7036971e-08,-0.00022832179,4.4877333e-09,6.249212e-07,7.4549884e-05,9.8519085e-05,-9.404403e-06,-6.2836847e-07,-6.506371e-05,5.9621743e-05,2.8694394e-06,-0.00021305282,-2.2234108e-09,8.452163e-05,3.5624487e-07,1.2832187e-07,2.6878334e-07,-3.2951416e-06,-1.244843e-07,5.828923e-07,0.00011176914,-1.8700545e-08,-0.00012895076,-2.91823e-06,4.9623634e-09,-2.581338e-06,5.2447676e-06,-1.7905772e-05,7.5261137e-06,-1.216515e-05,3.7840877e-05,0.00022070974,-0.00012682319,0.00023397502,0.0,-9.893959e-07,1.5445411e-07,6.524657e-08,-1.241138e-05,2.4621288e-08,5.209263e-07,1.8478756e-08,0.00024429106,-2.1078402e-07,-1.0490416e-05,3.6218728e-06,-1.8515108e-05,-1.1352712e-07,9.8543554e-05,-9.698884e-06,5.5743803e-05,-5.0854915e-08,-1.5290247e-07,1.7723033e-07,-2.4562712e-05,-1.0005082e-05,-4.339149e-07,0.00024830698,7.782218e-07,4.5219807e-07,-1.0626952e-05,3.1946243e-09,1.8997716e-05,-2.3985244e-08,0.00040453422,-9.8130055e-05,-4.139862e-06,1.8029994e-05,1.3915334e-09,-5.840042e-06
GSM1594595,-6.0938446e-06,-4.0818075e-05,2.0645195e-06,1.9797144e-05,-7.1818245e-06,-1.5354055e-05,-6.339847e-05,4.7868702e-06,-1.689949e-05,6.301042e-07,-2.532441e-06,-1.1416437e-05,1.1446952e-07,-4.4741535e-07,2.9893393e-08,6.7838664e-05,-3.2016604e-07,5.324177e-07,-2.4814235e-05,-3.5876997e-07,9.898743e-07,-9.045562e-07,2.192353e-09,7.0870155e-05,-1.2025328e-07,4.0831498e-08,4.0727093e-07,-5.0687675e-05,-3.916023e-06,-3.5674427e-06,2.8402352e-05,-1.7998293e-08,1.1162965e-05,0.0,-0.000108636385,5.370438e-06,0.0001111489,3.250321e-10,-5.288155e-06,-5.380936e-07,4.3904092e-06,-0.0,9.4904027e-07,-4.183356e-07,-7.4716854e-06,-6.7917994e-05,-2.3844103e-05,4.877299e-08,-1.6717353e-08,3.4473292e-08,2.2795486e-05,6.6072076e-08,-8.324299e-07,2.0143298e-06,-1.859704e-06,9.3773167e-07,5.9293047e-08,-1.1464878e-06,-1.3908386e-08,-1.2641226e-06,-3.584824e-09,-0.000857831,4.7828056e-05,6.031085e-05,-2.2983622e-09,-4.4088207e-05,-0.0,6.273851e-08,-0.00047522006,-9.449571e-10,-1.4628541e-06,1.9742109e-05,-2.5174862e-09,-4.2348743e-06,-2.8772973e-05,-2.429835e-05,3.6216152e-06,1.0324918e-09,-0.00027264943,2.4237796e-09,8.457255e-07,7.571342e-05,0.00010016292,-1.0451643e-05,-6.5211225e-07,-5.794871e-05,5.633981e-05,3.1410023e-06,-0.00020688766,-2.0750925e-09,9.017848e-05,3.9666006e-07,1.7567116e-07,-2.7097073e-07,-3.0126196e-06,-1.0162709e-07,5.569291e-07,0.00011771128,-2.6920606e-08,-0.0001348534,-3.138626e-06,5.3312097e-09,-2.8477857e-06,4.9425666e-06,-1.8943496e-05,7.2477596e-06,-1.3363089e-05,3.7208105e-05,0.00021810309,-0.00013645778,0.00022198916,0.0,-1.5647432e-06,1.2621597e-07,7.160631e-08,-1.2620592e-05,4.759902e-08,4.2199537e-07,1.6365796e-08,0.00024117042,-8.608741e-07,-1.0153828e-05,3.6894899e-06,-1.8868886e-05,-2.4683823e-07,0.000104060215,-9.85918e-06,4.826441e-05,-5.3995894e-08,-1.4905521e-07,3.8777202e-07,-2.8244853e-05,-6.485314e-06,-4.958953e-07,0.0002545812,6.945771e-07,4.244823e-07,-1.0624716e-05,1.0061411e-10,7.899346e-06,-2.4139982e-08,0.00044283943,-6.4851345e-05,-3.6930844e-06,1.8175064e-05,1.4765469e-09,-5.699288e-06
GSM1594601,-6.011567e-06,-4.1928113e-05,2.0751284e-06,1.8216228e-05,-6.7694473e-06,-1.4603019e-05,-6.238094e-05,4.8281167e-06,-1.7092634e-05,7.124409e-07,-2.3671173e-06,-1.2198137e-05,1.1249873e-07,-4.9070064e-07,3.1305184e-08,6.6841254e-05,-3.2164667e-07,5.154972e-07,-2.4674071e-05,-3.525692e-07,1.0002575e-06,-9.068987e-07,2.1277229e-09,7.064021e-05,-1.1108349e-07,3.2278706e-08,4.096071e-07,-5.367049e-05,-3.84829e-06,-4.162955e-06,2.8404727e-05,-1.900162e-08,1.0970144e-05,0.0,-0.00011879071,5.5394325e-06,0.00010771539,4.432086e-11,-5.4602997e-06,-5.0567934e-07,4.5389575e-06,-0.0,8.9150114e-07,-4.180823e-07,-6.879207e-06,-6.974799e-05,-2.3847022e-05,-7.285781e-08,-1.5103014e-08,3.3455162e-08,2.0207908e-05,6.5800144e-08,-1.010432e-06,2.0586006e-06,-1.7491086e-06,9.3679637e-07,5.3043856e-08,-1.1609536e-06,-1.3517592e-08,-1.2332413e-06,-3.376892e-09,-0.00086284167,4.8775517e-05,5.8643796e-05,-2.9946734e-09,-4.3052554e-05,-0.0,5.60659e-08,-0.00047578276,-9.448777e-10,-1.4528724e-06,1.7694598e-05,-2.5174673e-09,-4.074704e-06,-2.8651973e-05,-2.3770252e-05,3.620159e-06,3.171129e-09,-0.0002703,2.134396e-09,8.6930044e-07,7.9527825e-05,9.840249e-05,-1.0339607e-05,-7.057206e-07,-5.5478784e-05,5.9091195e-05,3.0479862e-06,-0.00020295958,-1.7785853e-09,8.838388e-05,3.8735672e-07,1.7184175e-07,-2.552239e-07,-2.927184e-06,-1.0105533e-07,5.534057e-07,0.00012095988,-2.6919702e-08,-0.00011752541,-3.0360054e-06,5.1123012e-09,-2.6264145e-06,4.9732216e-06,-1.8083196e-05,7.083359e-06,-1.2936296e-05,3.4075187e-05,0.00021772781,-0.00013674627,0.00021465427,0.0,-1.2806779e-06,1.0290641e-07,6.98263e-08,-1.2034863e-05,4.384562e-08,4.924708e-07,1.6365453e-08,0.00024929756,-8.288045e-07,-9.9633035e-06,3.8956964e-06,-1.7518827e-05,-2.4300326e-07,0.0001110761,-1.0300196e-05,4.7825233e-05,-4.991012e-08,-1.5168499e-07,5.55239e-07,-2.8709883e-05,-6.662964e-06,-4.5237078e-07,0.0002561455,6.604134e-07,4.1843333e-07,-1.065473e-05,1.3833984e-10,1.3256766e-05,-2.1738712e-08,0.0004435787,-5.840324e-05,-4.309225e-06,1.8442888e-05,1.5737163e-09,-5.811212e-06
GSM1594621,-5.886664e-06,-4.0880688e-05,2.1161898e-06,2.8013854e-05,-7.022926e-06,-1.5153061e-05,-6.683161e-05,4.5288543e-06,-1.7343476e-05,6.530693e-07,-2.5781044e-06,-1.2051637e-05,1.11403104e-07,-4.5983302e-07,3.6919598e-08,7.0034446e-05,-3.1393554e-07,4.809642e-07,-2.2704944e-05,-3.57283e-07,9.899262e-07,-9.583335e-07,2.1637805e-09,7.529531e-05,-1.5279602e-07,3.6775862e-08,3.50143e-07,-4.5743287e-05,-3.733911e-06,-3.7913674e-06,2.9986944e-05,-1.9062039e-08,1.0937045e-05,0.0,-0.00010720606,5.43315e-06,0.000102726575,4.4321422e-10,-6.3931257e-06,-5.598413e-07,6.2996437e-06,-0.0,9.4777164e-07,-4.3090265e-07,-7.2896564e-06,-7.2520605e-05,-2.2654265e-05,-1.9224242e-07,-1.3902377e-08,3.249198e-08,2.1366464e-05,6.3912445e-08,-7.4888413e-07,1.7715507e-06,-1.8257934e-06,8.65376e-07,3.8821224e-08,-1.154069e-06,-1.5757117e-08,-1.1628332e-06,-3.0218843e-09,-0.0008536513,4.6788715e-05,6.027449e-05,-3.1446055e-09,-3.9653027e-05,-0.0,6.665353e-08,-0.00050175283,-8.534715e-10,-1.4624292e-06,1.6260214e-05,-2.6144154e-09,-4.3401174e-06,-2.7600354e-05,-2.4154984e-05,3.5757525e-06,1.0324592e-08,-0.0002339163,2.1472542e-09,9.469859e-07,6.7896246e-05,9.7613105e-05,-9.698999e-06,-6.734973e-07,-6.0561826e-05,4.937021e-05,2.6464095e-06,-0.00019643675,-2.2232214e-09,9.140505e-05,3.835667e-07,1.767038e-07,2.0168198e-07,-3.2845396e-06,-9.6014e-08,5.4026214e-07,0.00012896184,-3.1724646e-08,-9.653994e-05,-2.9815658e-06,5.180722e-09,-2.8920376e-06,5.235004e-06,-1.9982132e-05,7.4475374e-06,-1.2069552e-05,3.9118207e-05,0.00021461191,-0.00013041444,0.00022972365,0.0,-1.789411e-06,1.3884961e-07,7.805554e-08,-1.2099008e-05,3.5170075e-08,5.018381e-07,1.2933538e-08,0.0001999559,-8.3382616e-07,-9.7428865e-06,4.242193e-06,-1.8303019e-05,-6.139766e-08,9.894168e-05,-1.0590399e-05,5.2566458e-05,-4.806244e-08,-1.6446326e-07,5.992605e-07,-3.062833e-05,-7.3778856e-06,-5.5687855e-07,0.0002574433,7.71943e-07,4.3336e-07,-1.0517551e-05,-1.2576371e-09,2.147986e-05,-2.1021203e-08,0.00043760854,-6.6776935e-05,-3.088397e-06,1.8244338e-05,1.3428259e-09,-5.6443596e-06
GSM1594633,-6.580444e-06,-4.1394393e-05,2.123135e-06,2.9975437e-05,-7.765358e-06,-1.4110862e-05,-6.6777866e-05,5.287929e-06,-1.7020557e-05,5.008869e-07,-2.6183416e-06,-1.2494588e-05,1.1627039e-07,-3.7922817e-07,3.142136e-08,6.7946545e-05,-2.939786e-07,4.941702e-07,-2.3134588e-05,-3.388363e-07,1.0076008e-06,-9.4673e-07,2.2024622e-09,7.3190975e-05,-2.0045034e-07,3.8463646e-08,3.367841e-07,-5.596105e-05,-3.4119503e-06,-4.5571637e-06,3.089594e-05,-2.3133591e-08,1.0579302e-05,0.0,-0.00011524199,5.4621496e-06,0.000101884834,4.8752e-10,-4.5325382e-06,-4.6467414e-07,5.4702505e-06,-0.0,1.206387e-06,-4.107348e-07,-7.0411174e-06,-7.4955504e-05,-2.981042e-05,-4.4402387e-07,-1.5202477e-08,2.8574604e-08,2.6792735e-05,6.391186e-08,-6.2053084e-07,2.6254568e-06,-1.8668171e-06,8.0809986e-07,4.781676e-08,-1.2454315e-06,-1.5504936e-08,-1.062167e-06,-3.4374703e-09,-0.0008630768,4.8525708e-05,5.7271784e-05,-4.316396e-09,-4.5817364e-05,-0.0,6.366653e-08,-0.0004834258,-8.305956e-10,-1.2179834e-06,1.895262e-05,-2.1302673e-09,-4.3851505e-06,-2.8573873e-05,-2.1973912e-05,3.5163314e-06,1.8584274e-08,-0.00023091395,3.0215577e-09,9.938616e-07,6.890402e-05,9.9823235e-05,-1.0981987e-05,-7.3207184e-07,-6.0637645e-05,5.0837483e-05,3.4485822e-06,-0.00018236793,-2.0749977e-09,9.33964e-05,3.5973247e-07,2.0511563e-07,1.1358705e-07,-3.1106363e-06,-1.0580054e-07,5.4158875e-07,0.00012456936,-2.1246072e-08,-8.1504375e-05,-3.2046844e-06,5.6181477e-09,-2.4772553e-06,5.5604937e-06,-1.9698522e-05,7.4341538e-06,-1.1917462e-05,3.6571528e-05,0.00021834846,-0.00011806736,0.0002274022,0.0,-1.9845802e-06,1.1997531e-07,7.670575e-08,-1.2858798e-05,3.7514457e-08,4.5215202e-07,1.50453e-08,0.0002150064,-8.723099e-07,-8.746856e-06,4.0954483e-06,-1.9047382e-05,3.3890032e-08,0.000120674034,-1.0371454e-05,5.0609422e-05,-4.6608527e-08,-1.5639652e-07,7.3775533e-07,-2.7139626e-05,-7.69747e-06,-4.4777656e-07,0.00024747127,7.546227e-07,3.803968e-07,-1.0685033e-05,-2.5403992e-09,1.8782797e-05,-2.1404238e-08,0.00037516074,-4.855234e-05,-3.5714468e-06,1.763663e-05,1.3306591e-09,-5.6162553e-06
GSM1594657,-9.117718e-06,-3.9375947e-05,1.9462327e-06,3.1490566e-05,-7.4401746e-06,-1.6737493e-05,-7.052892e-05,4.7428753e-06,-1.7716276e-05,6.3170495e-07,-2.5003449e-06,-1.2036769e-05,1.2294838e-07,-4.3509675e-07,3.1576416e-08,6.9155896e-05,-3.2652255e-07,5.2701574e-07,-2.5052206e-05,-3.601469e-07,1.0764654e-06,-9.5081305e-07,2.287803e-09,7.331347e-05,-1.5187642e-07,4.016869e-08,4.0634723e-07,-5.4482673e-05,-4.0841724e-06,-3.9441807e-06,2.9394503e-05,-1.8603483e-08,1.2099421e-05,0.0,-0.000103921695,5.6995923e-06,0.000110589724,2.0684032e-10,-7.1936197e-06,-5.2975054e-07,5.146682e-06,-0.0,1.0651526e-06,-4.519088e-07,-7.006918e-06,-7.310274e-05,-2.2216605e-05,5.700242e-08,-1.5496651e-08,3.436836e-08,2.3960996e-05,6.47248e-08,-5.744394e-07,1.6403704e-06,-2.1923279e-06,9.408456e-07,5.1537253e-08,-1.0889642e-06,-1.6129055e-08,-1.1296945e-06,-3.35036e-09,-0.00085335906,4.7150497e-05,6.1115716e-05,-3.618257e-09,-4.4343e-05,-0.0,6.711219e-08,-0.00047924498,-8.458925e-10,-1.4635792e-06,2.2492859e-05,-2.9048002e-09,-4.493284e-06,-2.7929556e-05,-2.3315462e-05,3.7121897e-06,-1.1283879e-08,-0.00028587162,2.0252093e-09,1.0163789e-06,7.8022844e-05,9.943967e-05,-1.0255287e-05,-6.9933617e-07,-5.410246e-05,4.5917404e-05,2.9318976e-06,-0.00020770995,-2.0751243e-09,9.001139e-05,3.9578853e-07,1.7262025e-07,-1.5069736e-07,-3.2112873e-06,-9.454076e-08,5.4737154e-07,0.00012120488,-2.4026281e-08,-0.00014365502,-3.5885428e-06,5.1671827e-09,-3.0392587e-06,5.099515e-06,-1.9603345e-05,7.044422e-06,-1.3041181e-05,3.583006e-05,0.0002204972,-0.00015381166,0.00022837406,0.0,-1.7011785e-06,1.05537644e-07,7.612168e-08,-1.2666669e-05,3.3765463e-08,5.626257e-07,2.2173227e-08,0.00020008993,-9.923251e-07,-9.560807e-06,3.8024293e-06,-2.1522499e-05,-2.3689154e-07,0.00011070469,-1.00765465e-05,4.729818e-05,-5.5682193e-08,-1.5985957e-07,6.8497707e-07,-2.8725943e-05,-7.3650776e-06,-4.0744803e-07,0.0002469045,7.4788784e-07,3.950892e-07,-1.0634106e-05,-2.389619e-10,1.2324933e-05,-2.1854195e-08,0.00037725488,-6.180289e-05,-4.9758246e-06,1.839575e-05,1.2821229e-09,-5.6435238e-06
GSM1594786,-8.805221e-06,-4.0174742e-05,2.0148816e-06,1.9662562e-05,-6.8583317e-06,-1.5668844e-05,-6.763593e-05,4.1927083e-06,-1.7501194e-05,6.3676544e-07,-2.5766103e-06,-1.1687061e-05,1.15296764e-07,-4.5480726e-07,3.3660097e-08,6.8810004e-05,-3.154227e-07,5.429246e-07,-2.453512e-05,-3.5399773e-07,1.0877656e-06,-9.3572964e-07,2.2102815e-09,7.5550044e-05,-1.6451277e-07,3.6680976e-08,4.186903e-07,-5.079015e-05,-3.8508006e-06,-4.1502362e-06,2.8505503e-05,-1.955933e-08,1.1608668e-05,0.0,-0.00010668417,5.6745635e-06,0.000102901984,2.8069427e-10,-5.3806275e-06,-6.537253e-07,4.870262e-06,-0.0,1.033969e-06,-5.1556646e-07,-7.1576533e-06,-6.438415e-05,-2.642042e-05,1.2267377e-08,-1.6799442e-08,3.323735e-08,2.4228606e-05,6.2832456e-08,-7.9241215e-07,2.060638e-06,-2.135281e-06,9.3023004e-07,4.4796145e-08,-1.141255e-06,-1.4914598e-08,-1.3018679e-06,-3.2816991e-09,-0.0008745428,5.0571445e-05,5.9700746e-05,-3.931664e-09,-3.9860595e-05,-0.0,5.375656e-08,-0.00048544919,-8.686729e-10,-1.6722814e-06,2.1588616e-05,-2.9047103e-09,-4.4381377e-06,-2.705684e-05,-2.331731e-05,3.667236e-06,-2.0427741e-08,-0.00025364317,2.320787e-09,9.866726e-07,6.526609e-05,9.574248e-05,-1.0466988e-05,-6.575328e-07,-5.743259e-05,4.733136e-05,2.8287884e-06,-0.00020206842,-1.7785476e-09,8.854565e-05,3.8174494e-07,1.5026652e-07,7.191473e-08,-3.2494522e-06,-1.010537e-07,5.2920274e-07,0.00011882793,-2.3966706e-08,-0.00012125137,-3.5007617e-06,5.399342e-09,-2.4941871e-06,4.9619666e-06,-1.8990839e-05,6.9952225e-06,-1.2559732e-05,3.596712e-05,0.00021958399,-0.00014204552,0.00022163516,0.0,-2.0879093e-06,1.7790957e-07,6.8271156e-08,-1.24202625e-05,4.994119e-08,5.178851e-07,1.6101007e-08,0.00023321086,-1.2015868e-06,-9.551634e-06,3.639081e-06,-1.7276378e-05,-4.8737284e-08,0.00010568873,-1.0384533e-05,5.0132505e-05,-5.646612e-08,-1.6069866e-07,3.6511528e-07,-2.6733887e-05,-6.9222497e-06,-5.1158844e-07,0.0002500506,6.184527e-07,4.325248e-07,-1.030922e-05,2.766732e-10,1.1303057e-05,-2.0863851e-08,0.00042487695,-6.0940085e-05,-3.3010044e-06,1.727121e-05,1.403552e-09,-5.799968e-06
GSM1594878,-7.629993e-06,-4.087766e-05,2.027044e-06,2.6819422e-05,-7.3433735e-06,-1.4334433e-05,-6.93627e-05,4.9912087e-06,-1.716017e-05,6.0685045e-07,-2.4540022e-06,-1.2000421e-05,1.1456598e-07,-3.9723497e-07,3.3588627e-08,6.714812e-05,-3.0448385e-07,5.266907e-07,-2.5545385e-05,-3.9000943e-07,1.0250099e-06,-9.724819e-07,2.2464304e-09,7.331467e-05,-1.4914227e-07,3.605066e-08,3.4472754e-07,-5.4610216e-05,-3.5998146e-06,-3.86454e-06,2.9096454e-05,-1.8714843e-08,1.13594915e-05,0.0,-0.000112918824,5.719127e-06,0.000108093096,2.0683291e-10,-5.5551295e-06,-4.978416e-07,5.553161e-06,-0.0,9.808834e-07,-4.2519173e-07,-7.192092e-06,-7.452027e-05,-2.2876347e-05,-1.5245028e-07,-1.5925842e-08,3.280031e-08,2.1071513e-05,6.310445e-08,-9.3810075e-07,1.8527454e-06,-1.9379856e-06,8.4022014e-07,5.727856e-08,-1.1720895e-06,-1.62512e-08,-1.0727027e-06,-3.0727236e-09,-0.0008597868,4.8886188e-05,5.8450623e-05,-4.655828e-09,-4.4808763e-05,-0.0,6.490519e-08,-0.0004972453,-8.9157554e-10,-1.461359e-06,2.1966003e-05,-2.5174838e-09,-4.4644703e-06,-2.9129571e-05,-2.3456641e-05,3.6095612e-06,1.16523635e-08,-0.0002680312,2.128002e-09,8.5980435e-07,7.411182e-05,9.767037e-05,-9.831861e-06,-7.0711e-07,-6.383879e-05,5.7616566e-05,3.1782004e-06,-0.000202668,-2.0750395e-09,9.1984075e-05,3.862794e-07,1.841118e-07,1.4242799e-08,-3.215588e-06,-1.03623144e-07,4.760943e-07,0.000117427495,-2.7093808e-08,-0.0001171553,-3.493866e-06,5.2900995e-09,-3.1086672e-06,5.2592304e-06,-1.7558757e-05,7.649307e-06,-1.2674869e-05,3.8130474e-05,0.00021986097,-0.0001420211,0.00021882002,0.0,-1.8095333e-06,1.4312084e-07,8.1852555e-08,-1.3015766e-05,3.3764124e-08,5.7236224e-07,1.926974e-08,0.00024220938,-8.383953e-07,-9.590432e-06,3.9833926e-06,-1.7330465e-05,-6.299027e-08,0.000114682385,-1.03156135e-05,4.933669e-05,-5.1479176e-08,-1.61442e-07,5.1409233e-07,-3.1322073e-05,-7.893475e-06,-4.5442277e-07,0.00023841292,6.6457477e-07,3.9166952e-07,-1.0624617e-05,-5.6594257e-10,9.084343e-06,-2.1403949e-08,0.00040272414,-7.464162e-05,-5.2619507e-06,1.8424958e-05,1.3306873e-09,-5.6942526e-06
