ind,Phase II - Conjugation of compounds,Energy dependent regulation of mTOR by LKB1-AMPK,TCR signaling,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Switching of origins to a post-replicative state,Eukaryotic Translation Termination,Small interfering RNA (siRNA) biogenesis,Mitochondrial ABC transporters,Thrombin signalling through proteinase activated receptors (PARs),Interconversion of nucleotide di- and triphosphates,DNA Replication Pre-Initiation,RNA Polymerase I Transcription Termination,ChREBP activates metabolic gene expression,Mitotic G2-G2/M phases,Signaling by BMP,Mitochondrial translation,Metabolism of water-soluble vitamins and cofactors,Ketone body metabolism,Wax biosynthesis,Mitochondrial transcription initiation,Synthesis of pyrophosphates in the cytosol,Growth hormone receptor signaling,Molecules associated with elastic fibres,Signaling by NOTCH3,SLC transporter disorders,Neurexins and neuroligins,Intestinal lipid absorption,Defective Mismatch Repair Associated With MSH6,Inwardly rectifying K+ channels,Defective Mismatch Repair Associated With PMS2,NCAM signaling for neurite out-growth,PECAM1 interactions,Synaptic adhesion-like molecules,"Synthesis, secretion, and deacylation of Ghrelin",LGI-ADAM interactions,Aflatoxin activation and detoxification,Defective Mismatch Repair Associated With MLH1,Glycogen metabolism,Fructose metabolism,IP3 and IP4 transport between cytosol and nucleus,EPH-Ephrin signaling,Post-transcriptional silencing by small RNAs,Signaling by FGFR,Sperm:Oocyte Membrane Binding,Signaling by Hippo,Interaction With Cumulus Cells,TCF dependent signaling in response to WNT,Abacavir transmembrane transport,Choline catabolism,Hedgehog 'on' state,Rap1 signalling,Nitric oxide stimulates guanylate cyclase,Response to elevated platelet cytosolic Ca2+,Cytosolic sensors of pathogen-associated DNA ,ABC transporters in lipid homeostasis,Regulation of mitotic cell cycle,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Cellular response to heat stress,Fc epsilon receptor (FCERI) signaling,Macroautophagy,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,Sphingolipid metabolism,DNA methylation,Processing of Intronless Pre-mRNAs,mRNA Editing: A to I Conversion,ATF6 (ATF6-alpha) activates chaperones,Regulation of insulin secretion,ABC transporter disorders,Uptake and actions of bacterial toxins,Integrin alphaIIb beta3 signaling,Protein methylation,Transcriptional activation of mitochondrial biogenesis,WNT ligand biogenesis and trafficking,Nucleosome assembly,Mitotic G1-G1/S phases,"TET1,2,3 and TDG demethylate DNA",Tandem pore domain potassium channels,MicroRNA (miRNA) biogenesis,Formation of the cornified envelope,Signaling by Interleukins,Toll-Like Receptors Cascades,Defective Mismatch Repair Associated With MSH3,Eukaryotic Translation Initiation,IP6 and IP7 transport between cytosol and nucleus,Signaling by Leptin,Diseases of carbohydrate metabolism,tRNA Aminoacylation,Hedgehog 'off' state,GPVI-mediated activation cascade,MAPK6/MAPK4 signaling,Class I MHC mediated antigen processing & presentation,Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,Metabolism of cofactors,Detoxification of Reactive Oxygen Species,Signaling by NTRKs,Mitochondrial transcription termination,Platelet Aggregation (Plug Formation),Diseases associated with the TLR signaling cascade,IPs transport between ER lumen and nucleus,Intestinal hexose absorption,Receptor Mediated Mitophagy,AUF1 (hnRNP D0) binds and destabilizes mRNA,Striated Muscle Contraction,Melanin biosynthesis,Glucose metabolism,Pentose phosphate pathway,Signaling by Activin,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,Platelet calcium homeostasis,Protein ubiquitination,Basigin interactions,ESR-mediated signaling,SRP-dependent cotranslational protein targeting to membrane,Signaling by NOTCH1,TRAIL  signaling,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,"Transport of bile salts and organic acids, metal ions and amine compounds",Galactose catabolism,Prolactin receptor signaling,Plasmalogen biosynthesis,Integrin cell surface interactions,Glyoxylate metabolism and glycine degradation,RIPK1-mediated regulated necrosis,Lactose synthesis,Amyloid fiber formation,Effects of PIP2 hydrolysis,DDX58/IFIH1-mediated induction of interferon-alpha/beta,Homology Directed Repair,Clathrin-mediated endocytosis,Antimicrobial peptides,Passive transport by Aquaporins,mRNA Splicing,Deadenylation of mRNA,Dissolution of Fibrin Clot,Transcription-Coupled Nucleotide Excision Repair (TC-NER),Cellular response to hypoxia,Phase 0 - rapid depolarisation,PRC2 methylates histones and DNA,Cristae formation,Kinesins,"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",Nonhomologous End-Joining (NHEJ),Invadopodia formation,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),RHO GTPase Effectors,Rab regulation of trafficking,Signaling by MET,PIP3 activates AKT signaling,RNA Polymerase II Transcription Elongation,Pyrophosphate hydrolysis,Synthesis of IP3 and IP4 in the cytosol,Type I hemidesmosome assembly,PIWI-interacting RNA (piRNA) biogenesis,Phase 3 - rapid repolarisation,TNFR2 non-canonical NF-kB pathway,Oncogenic MAPK signaling,Reversal of alkylation damage by DNA dioxygenases,S Phase,Fibronectin matrix formation,Intra-Golgi and retrograde Golgi-to-ER traffic,Synthesis of IPs in the nucleus,Global Genome Nucleotide Excision Repair (GG-NER),Intraflagellar transport,Ca2+ activated K+ channels,HCN channels,RMTs methylate histone arginines,Physiological factors,Defective Mismatch Repair Associated With MSH2,Lipid particle organization,Defects in vitamin and cofactor metabolism,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,Signaling by EGFR,HDMs demethylate histones,"Transport of vitamins, nucleosides, and related molecules",DNA Double Strand Break Response,RNA Polymerase II Transcription Initiation And Promoter Clearance,MHC class II antigen presentation,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),eNOS activation and regulation,HSP90 chaperone cycle for steroid hormone receptors (SHR),Listeria monocytogenes entry into host cells,Nucleobase catabolism,Mitochondrial protein import,Mitotic Spindle Checkpoint,Scavenging by Class H Receptors,Acrosome Reaction,mRNA Editing: C to U Conversion,Assembly of collagen fibrils and other multimeric structures,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Sulfur amino acid metabolism,Signaling by Insulin receptor,Electron transport from NADPH to Ferredoxin,Reelin signalling pathway,Fcgamma receptor (FCGR) dependent phagocytosis,TNF signaling,ECM proteoglycans,Deubiquitination,Signaling by TGF-beta Receptor Complex in Cancer,Regulation of gene expression in early pancreatic precursor cells,tRNA modification in the mitochondrion,NR1D1 (REV-ERBA) represses gene expression,L1CAM interactions,MTF1 activates gene expression,Erythrocytes take up carbon dioxide and release oxygen,HATs acetylate histones,PKA-mediated phosphorylation of key metabolic factors,RNA Polymerase I Chain Elongation,Scavenging by Class B Receptors,Phase 2 - plateau phase,Meiotic recombination,Triglyceride metabolism,Lysosomal oligosaccharide catabolism,tRNA processing in the nucleus,PI3K/AKT Signaling in Cancer,FasL/ CD95L signaling,Digestion of dietary carbohydrate,SUMOylation,Processing of SMDT1,rRNA processing in the nucleus and cytosol,Abacavir metabolism,Hh mutants abrogate ligand secretion,RAB geranylgeranylation,RNA Polymerase II Transcription Termination,snRNP Assembly,Amino acid synthesis and interconversion (transamination),"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",tRNA modification in the nucleus and cytosol,Collagen degradation,Selenoamino acid metabolism,Nephrin family interactions,Costimulation by the CD28 family,Asparagine N-linked glycosylation,Plasma lipoprotein clearance,Pre-NOTCH Expression and Processing,G2/M Checkpoints,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha),Reversible hydration of carbon dioxide,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,Negative epigenetic regulation of rRNA expression,Post-translational protein phosphorylation,Signaling by PTK6,Syndecan interactions,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA","POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",Miscellaneous transport and binding events,GPCR downstream signalling,RNA Polymerase III Transcription Initiation,Transcriptional regulation by small RNAs,mRNA decay by 5' to 3' exoribonuclease,Degradation of beta-catenin by the destruction complex,Diseases associated with N-glycosylation of proteins,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,Phospholipid metabolism,Neurotransmitter clearance,Glycosaminoglycan metabolism,Synthesis of IPs in the ER lumen,Beta-catenin independent WNT signaling,DNA replication initiation,Plasma lipoprotein remodeling,GPCR ligand binding,Telomere Maintenance,Digestion of dietary lipid,Diseases associated with O-glycosylation of proteins,RNA Pol II CTD phosphorylation and interaction with CE,RORA activates gene expression,IPs transport between cytosol and ER lumen,Collagen biosynthesis and modifying enzymes,rRNA processing in the mitochondrion,Erythrocytes take up oxygen and release carbon dioxide,PERK regulates gene expression,Common Pathway of Fibrin Clot Formation,RNA Polymerase III Chain Elongation,Transport of inorganic cations/anions and amino acids/oligopeptides,Transport of glycerol from adipocytes to the liver by Aquaporins,Peptide hormone biosynthesis,Cellular hexose transport,"Gamma carboxylation, hypusine formation and arylsulfatase activation",Hedgehog ligand biogenesis,Heme degradation,Plasma lipoprotein assembly,Amine-derived hormones,Transport of Mature Transcript to Cytoplasm,Transcriptional regulation of white adipocyte differentiation,Protein repair,Electric Transmission Across Gap Junctions,Latent infection of Homo sapiens with Mycobacterium tuberculosis,Signaling by FGFR in disease,Neurotransmitter uptake and metabolism In glial cells,Activation of Matrix Metalloproteinases,"ROS, RNS production in phagocytes",Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Post-translational modification: synthesis of GPI-anchored proteins,HIV Infection,Advanced glycosylation endproduct receptor signaling,Signaling by VEGF,KSRP (KHSRP) binds and destabilizes mRNA,Endosomal Sorting Complex Required For Transport (ESCRT),Meiotic synapsis,Nucleotide salvage,Rho GTPase cycle,Insulin effects increased synthesis of Xylulose-5-Phosphate,Caspase activation via extrinsic apoptotic signalling pathway,Intracellular oxygen transport,RNA Polymerase III Abortive And Retractive Initiation,Metabolism of polyamines,mRNA Capping,Signaling by ROBO receptors,Cargo trafficking to the periciliary membrane,Gap junction trafficking and regulation,"Incretin synthesis, secretion, and inactivation",Stimuli-sensing channels,IPs transport between nucleus and cytosol,Butyrophilin (BTN) family interactions,HuR (ELAVL1) binds and stabilizes mRNA,Nucleobase biosynthesis,Regulation of gene expression in beta cells,Biosynthesis of specialized proresolving mediators (SPMs),Diseases associated with surfactant metabolism,Vasopressin regulates renal water homeostasis via Aquaporins,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,PKMTs methylate histone lysines,Positive epigenetic regulation of rRNA expression,C-type lectin receptors (CLRs),Signal amplification,Cell-cell junction organization,ER to Golgi Anterograde Transport,Resolution of Abasic Sites (AP sites),Presynaptic depolarization and calcium channel opening,DAG and IP3 signaling,Scavenging of heme from plasma,Diseases associated with glycosaminoglycan metabolism,Cell-extracellular matrix interactions,Transferrin endocytosis and recycling,Insulin processing,mTORC1-mediated signalling,Tie2 Signaling,Phase I - Functionalization of compounds,Intrinsic Pathway for Apoptosis,Regulation of Apoptosis,G1/S DNA Damage Checkpoints,Diseases associated with glycosylation precursor biosynthesis,Ion transport by P-type ATPases,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Voltage gated Potassium channels,"Synthesis of IP2, IP, and Ins in the cytosol",mRNA 3'-end processing,Signaling by EGFR in Cancer,Formation of xylulose-5-phosphate,PP2A-mediated dephosphorylation of key metabolic factors,Threonine catabolism,Smooth Muscle Contraction,tRNA processing in the mitochondrion,Metabolic disorders of biological oxidation enzymes,RNA Polymerase I Promoter Clearance,Extrinsic Pathway of Fibrin Clot Formation,Receptor-type tyrosine-protein phosphatases,MGMT-mediated DNA damage reversal,Signaling by NOTCH4,Glucagon signaling in metabolic regulation,Complement cascade,Recognition of DNA damage by PCNA-containing replication complex,IRE1alpha activates chaperones,Neutrophil degranulation,HDACs deacetylate histones,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,RET signaling,Phase 4 - resting membrane potential,DNA strand elongation,Phase 1 - inactivation of fast Na+ channels,Metabolism of Angiotensinogen to Angiotensins,"Base-Excision Repair, AP Site Formation","BMAL1:CLOCK,NPAS2 activates circadian gene expression",Signaling by Retinoic Acid,M Phase,Neurotransmitter receptors and postsynaptic signal transmission,Surfactant metabolism,Scavenging by Class F Receptors,DAP12 interactions,Signaling by ERBB2,Heme biosynthesis,Signaling by SCF-KIT,Ion homeostasis,Scavenging by Class A Receptors,Regulation of signaling by NODAL,trans-Golgi Network Vesicle Budding,Netrin-1 signaling,Interaction With The Zona Pellucida,Diseases associated with visual transduction,Platelet sensitization by LDL,CREB3 factors activate genes,TYSND1 cleaves peroxisomal proteins,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",Pyruvate metabolism and Citric Acid (TCA) cycle,Metabolism of steroids,RNA Polymerase III Transcription Termination,Influenza Infection,IPs transport between nucleus and ER lumen,Fanconi Anemia Pathway,Signaling by TGF-beta Receptor Complex,RNA Polymerase II Pre-transcription Events,Signaling by WNT in cancer,Signaling by PDGF,Signaling by NOTCH2,Branched-chain amino acid catabolism,Fatty acid metabolism,Metallothioneins bind metals,Signaling by the B Cell Receptor (BCR),Activation of anterior HOX genes in hindbrain development during early embryogenesis,AMPK inhibits chREBP transcriptional activation activity,SLBP independent Processing of Histone Pre-mRNAs,Sperm Motility And Taxes,Apoptotic execution phase,Cellular Senescence,Signaling by ERBB4,Prostacyclin signalling through prostacyclin receptor,Signal regulatory protein family interactions,Inhibition of TSC complex formation by PKB,O-linked glycosylation,GP1b-IX-V activation signalling,Laminin interactions,Post-chaperonin tubulin folding pathway,Phenylketonuria,Interferon Signaling,MAPK1/MAPK3 signaling,Metabolism of fat-soluble vitamins,Platelet Adhesion to exposed collagen,Neddylation,p75 NTR receptor-mediated signalling,mRNA decay by 3' to 5' exoribonuclease,Chaperonin-mediated protein folding,Signaling by NOTCH1 in Cancer,Carboxyterminal post-translational modifications of tubulin,Intrinsic Pathway of Fibrin Clot Formation,Generic Transcription Pathway,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Eukaryotic Translation Elongation,Semaphorin interactions,Anchoring of the basal body to the plasma membrane,RNA polymerase II transcribes snRNA genes,CDO in myogenesis,Signaling by MST1,IPs transport between ER lumen and cytosol,Pink/Parkin Mediated Mitophagy,Cytosolic iron-sulfur cluster assembly,Neurotransmitter release cycle
GSM1594258,-8.18481e-09,4.4407383e-07,-5.5092187e-08,1.3137108e-09,-1.1951368e-05,8.308569e-07,6.243117e-09,4.343896e-07,-7.189047e-07,2.1693531e-05,-7.051285e-05,-5.029739e-08,1.1253439e-08,7.5249195e-06,-4.6073982e-08,-1.3286283e-06,4.428642e-06,-2.440715e-09,-5.7851536e-11,1.5189744e-10,4.0881547e-12,-1.8589654e-08,6.8064867e-07,4.4478776e-09,9.838273e-08,-2.8504092e-09,0.0,3.8657025e-10,8.3565016e-07,-2.6916214e-11,5.705646e-08,-8.6953e-09,-3.2778806e-07,-8.094117e-08,1.8395292e-10,1.181365e-09,-1.2273676e-07,1.1610927e-06,-3.0573392e-07,0.0,-1.5579816e-06,-2.9416274e-09,-0.0002207384,-8.292268e-10,-2.53632e-09,-0.0,-8.52087e-05,-0.0,2.9000688e-08,-1.7369406e-06,5.9179124e-06,-4.136713e-07,1.6661616e-06,-7.41449e-08,-1.0584391e-05,-1.9670212e-07,-2.8804605e-08,-7.2819597e-07,-6.1272526e-06,4.917805e-08,-3.1954983e-07,-7.5268105e-07,7.2627635e-08,2.7059275e-07,1.3217635e-08,-1.6510377e-07,-4.6330335e-08,-4.1326966e-06,-5.8290965e-08,4.561666e-05,-2.8744502e-05,-1.5917136e-06,1.0909425e-08,-0.00019783834,-5.5136676e-05,-3.5897151e-12,-6.431936e-09,7.428262e-11,3.298818e-08,-2.6937256e-05,-4.4062126e-06,1.858475e-07,0.00028171297,-0.0,1.17899205e-07,7.6099066e-10,-1.689691e-05,-9.708592e-06,-5.946715e-07,5.3534877e-05,-8.208217e-07,1.445082e-11,1.5624668e-08,-1.919134e-06,7.1675295e-06,-1.6554228e-08,-5.752585e-08,2.895428e-05,0.0,-0.0,1.5138093e-08,-3.492602e-06,-1.6110133e-07,-0.0,-7.38986e-08,-6.5259137e-10,-8.883093e-09,-1.799249e-07,1.5002058e-07,-1.057352e-05,0.00025333103,3.025283e-06,-1.23851505e-05,-2.137137e-05,1.8481383e-06,7.892544e-07,-5.9666195e-07,-1.549988e-07,7.482018e-10,-1.4895573e-09,-2.3990149e-06,-5.813705e-07,-4.4662855e-05,-3.1107332e-09,-0.00087214925,-1.1038063e-08,-6.965546e-06,-1.4684108e-05,-6.5987665e-06,5.7630864e-08,-1.0164382e-06,1.1103768e-06,2.5643732e-09,-2.4865868e-08,0.00038703028,1.7658965e-06,6.492599e-07,-2.025038e-08,-1.4467077e-08,-1.9454342e-07,6.2900635e-10,-2.349813e-05,-1.4319939e-07,1.7942969e-07,6.4362684e-09,-4.094276e-05,-1.1511196e-06,-1.0407651e-06,-2.6273316e-05,2.5456144e-08,-5.1033847e-08,9.571591e-06,-2.0242375e-08,8.0393305e-12,8.895548e-10,1.037757e-06,8.3382974e-07,-7.97108e-10,-2.8611794e-06,0.0,-0.00024454916,-5.6089352e-11,8.889801e-06,5.543036e-06,-2.614106e-08,-1.3856423e-07,1.0992949e-09,8.748158e-08,1.5578606e-10,8.721974e-09,-9.908012e-08,1.2083633e-07,-2.497122e-06,5.78385e-09,-1.4533839e-07,8.883666e-06,-7.527617e-09,9.140706e-07,-2.3047212e-08,8.861733e-07,5.049544e-07,7.080921e-07,-2.9285244e-08,-3.176051e-07,-1.033938e-06,1.5120953e-06,0.0,-4.401115e-07,9.676262e-07,1.4460455e-08,-3.456968e-07,-8.911876e-06,-3.5453073e-07,9.5661274e-09,7.672944e-06,-5.4449356e-06,3.8704954e-07,4.484411e-05,4.209615e-06,-0.0,9.730747e-08,6.723861e-08,1.0875652e-07,-9.413088e-07,3.0307185e-05,1.3254706e-06,-8.2235446e-10,1.710051e-07,-1.0307642e-06,0.000106493906,-1.6336169e-06,-1.483209e-08,-1.9568958e-08,-7.946262e-07,1.0802757e-07,2.4163571e-06,-0.00010990165,-5.6802994e-05,-8.246384e-06,-2.0011148e-08,2.2617443e-09,4.059446e-07,-2.0009447e-05,1.623574e-10,1.1165868e-05,-1.4536e-06,3.3437314e-05,7.861901e-09,-2.5975332e-05,1.3977895e-07,6.913515e-07,-4.2955747e-07,2.4141926e-07,2.1486358e-06,2.9142924e-05,2.0459032e-09,1.7011244e-08,-1.1723055e-12,7.258676e-06,-5.8883836e-07,1.3057084e-08,-3.9803925e-07,-5.1020543e-05,-2.3232751e-05,1.4828566e-07,-9.768633e-06,-1.9215762e-09,5.9188773e-05,-4.0789674e-09,-6.0749232e-09,2.1474915e-09,2.423732e-05,1.2007081e-14,-1.86665e-07,9.163727e-08,1.4993956e-10,4.8895345e-07,0.0,-2.535607e-06,5.3730073e-08,6.657939e-08,1.2386351e-05,5.1462444e-05,-5.869968e-07,-4.687334e-09,9.0079205e-10,-5.4432e-07,-0.0,-7.968228e-06,1.7895365e-08,7.674829e-06,-2.6741884e-10,-0.0,-2.790275e-07,-0.00049247086,0.0,-0.0,-3.182905e-08,6.7337023e-06,-1.1951503e-06,-6.352873e-07,-2.4701558e-08,-6.5237924e-12,1.9279058e-05,1.9113591e-07,-1.2310808e-06,-3.2576786e-09,0.0,5.2054867e-07,1.7120826e-10,1.0438425e-06,-2.0026077e-07,-7.7965256e-10,3.137003e-06,7.730699e-05,-2.7320442e-07,8.464249e-06,-2.066693e-07,-4.4115523e-06,-1.2876138e-09,5.8740407e-06,-2.606237e-07,1.0746888e-06,-1.333782e-06,0.0,1.0644247e-06,1.3914402e-06,3.6599781e-06,-6.427986e-07,4.2857073e-06,-2.0779053e-06,-2.0324394e-06,-9.257143e-06,-0.0,-2.154735e-08,-1.530357e-06,5.3642516e-08,8.6912245e-08,1.9799736e-06,-2.7694997e-08,-3.4341235e-06,-4.992334e-07,-5.430021e-06,9.77492e-09,1.2775013e-07,-3.778301e-06,-3.2843282e-08,7.078649e-07,8.1145424e-07,4.343924e-09,-2.3568364e-06,5.507145e-05,-1.358549e-08,8.37014e-08,9.223891e-05,-5.840674e-07,7.698483e-08,-3.9443435e-10,-4.0661284e-06,-1.6098854e-06,-1.3744616e-08,-8.0128126e-07,4.647908e-15,-2.3972727e-06,3.8348386e-08,1.1644526e-09,9.217548e-06,-6.7982955e-07,-3.422488e-07,-2.3470385e-07,2.884001e-07,8.502272e-09,0.00021113316,-3.0014736e-08,-2.2049736e-08,3.0076447e-07,4.669088e-08,-8.442756e-07,-2.2107622e-08,-6.961206e-05,4.626624e-08,-8.897059e-06,-4.04812e-07,6.4415035e-05,2.2068893e-06,-1.5135088e-05,0.0,9.786777e-10,7.178919e-08,-4.723355e-07,9.312015e-10,-9.2650595e-07,-4.037725e-06,3.1991083e-09,1.0054606e-06,-5.739836e-06,2.4896906e-07,1.6140561e-07,1.6558833e-08,-2.277365e-06,-1.0543298e-05,-6.5017225e-06,4.0522445e-06,8.1191257e-07,4.681763e-09,-8.542107e-14,-6.114109e-06,2.0629077e-06,-7.235518e-12,8.496601e-11,8.276402e-08,2.8247355e-06,0.000103843886,2.2946491e-08,1.5841735e-05,-2.3976148e-07,1.6756981e-07,6.849823e-07,0.0,0.00021959601,1.7559727e-05,-6.188733e-10,1.9633653e-06,-6.2749734e-08,-4.967906e-05,1.2413039e-08,-5.858217e-07,-0.0,-1.6565349e-07,5.47407e-06,6.0082454e-07,-4.637684e-08,-7.746814e-11,-1.4126119e-05,0.00012210324,2.6867972e-05,-1.6717729e-07,-1.07685055e-05,2.5405042e-10,1.2285111e-06,-1.7891471e-06,5.066298e-09,3.0022744e-09,-0.0,1.1543866e-06,-4.5667253e-05,1.997677e-09,-2.7707647e-06,-2.096154e-06,-3.3699152e-06,2.8690232e-08,0.00010559793,-2.6373168e-06,6.302656e-07,-2.9096961e-06,2.1049735e-07,-3.4729294e-07,-4.358179e-06,3.0949188e-06,4.8036953e-05,1.716363e-08,-9.951227e-06,0.0,-0.0,-1.5566055e-05,3.7828343e-07,1.6490064e-07
