,coef
R-HSA-195721,0.0013807683
R-HSA-8981607,2.5878894e-08
R-HSA-391160,0.008950879
R-HSA-1475029,2.0478907e-05
R-HSA-446728,0.0011849306
R-HSA-2980736,0.00047668882
R-HSA-69239,0.0125236185
R-HSA-2028269,0.0009790385
R-HSA-5619507,3.3311993e-05
R-HSA-418346,0.0001546261
R-HSA-1592230,3.8765003e-05
R-HSA-69278,0.002961329
R-HSA-390522,3.2981134e-05
R-HSA-445355,1.2819517e-05
R-HSA-71737,2.1847349e-05
R-HSA-202733,9.8529745e-05
R-HSA-165159,6.270165e-05
R-HSA-194315,0.0005867783
R-HSA-425407,0.0002063611
R-HSA-5660526,9.1391685e-06
R-HSA-391251,0.0005539531
R-HSA-1428517,0.001484989
R-HSA-71291,0.0028218403
R-HSA-71387,0.0024889163
R-HSA-1474290,2.3561564e-05
R-HSA-9006931,5.3147673e-05
R-HSA-73864,0.00013405111
R-HSA-1474228,6.725359e-06
R-HSA-8863678,0.00016489017
R-HSA-428359,0.00025808671
R-HSA-6783310,2.3532586e-05
R-HSA-199991,0.0005665978
R-HSA-445717,1.986292e-05
R-HSA-1632852,0.00014024401
R-HSA-525793,1.711488e-05
R-HSA-917937,0.00041443593
R-HSA-983712,0.002609482
R-HSA-5358508,2.1805203e-05
R-HSA-8941237,5.712829e-06
R-HSA-9033241,5.5637717e-08
R-HSA-73886,0.00029199614
R-HSA-168249,0.0030735852
R-HSA-5576891,0.00011118595
R-HSA-194441,9.8928904e-05
R-HSA-3000178,0.0001857638
R-HSA-429914,0.00011825564
R-HSA-1296071,3.949722e-05
R-HSA-5682910,1.3197026e-08
R-HSA-9006921,7.3901156e-06
R-HSA-112307,1.1979985e-06
R-HSA-140877,2.6022792e-06
R-HSA-189445,2.658649e-06
R-HSA-5696398,0.002311177
R-HSA-212165,0.00039006362
R-HSA-196854,0.0003055828
R-HSA-5260271,2.184236e-06
R-HSA-75944,0.0
R-HSA-556833,4.3150863e-05
R-HSA-72203,0.00019999588
R-HSA-8963676,0.0
R-HSA-1500620,0.00026826304
R-HSA-69620,0.00058462075
R-HSA-112315,0.0010962428
R-HSA-9006934,0.0006616987
R-HSA-8949215,2.9876725e-05
R-HSA-8935690,1.772837e-07
R-HSA-9006925,1.6538999e-06
R-HSA-8934903,0.004246178
R-HSA-5663202,0.002488004
R-HSA-202131,0.0005256494
R-HSA-1362409,2.483298e-06
R-HSA-75205,4.5818166e-07
R-HSA-73942,2.4746814e-05
R-HSA-1280215,0.0005493072
R-HSA-72086,0.00075317087
R-HSA-5668914,8.1702165e-05
R-HSA-381340,8.266002e-05
R-HSA-1268020,5.397902e-07
R-HSA-3000157,0.000114431874
R-HSA-450531,0.005691592
R-HSA-3000171,1.7554967e-06
R-HSA-1483249,0.00047490146
R-HSA-5693532,0.00045022235
R-HSA-75067,0.00016715501
R-HSA-3781865,0.0013947035
R-HSA-163685,5.013e-05
R-HSA-5683057,5.403219e-07
R-HSA-452723,3.6060897e-05
R-HSA-372790,4.095777e-05
R-HSA-1368071,1.4557189e-06
R-HSA-597592,0.00015758054
R-HSA-75072,4.725281e-06
R-HSA-2262752,0.0031683599
R-HSA-72312,1.3425995e-06
R-HSA-422475,0.0023593218
R-HSA-6794362,8.4032334e-05
R-HSA-68874,0.00012413345
R-HSA-72766,0.0034374252
R-HSA-216083,2.285236e-05
R-HSA-186712,0.00021835715
R-HSA-983231,3.143056e-05
R-HSA-5617833,0.0032639112
R-HSA-9006936,1.5303434e-05
R-HSA-2586552,0.0001935241
R-HSA-2161522,2.3487088e-05
R-HSA-73893,0.0008017157
R-HSA-75892,1.0489803e-05
R-HSA-5218859,1.5980724e-07
R-HSA-1566948,0.00076980074
R-HSA-382556,7.393486e-05
R-HSA-927802,0.0027582496
R-HSA-211000,0.000421541
R-HSA-157118,9.602453e-05
R-HSA-1181150,1.3452608e-05
R-HSA-109581,0.0013618777
R-HSA-1368108,4.8627658e-06
R-HSA-2564830,0.00052441424
R-HSA-74158,0.00029779618
R-HSA-5223345,1.71892e-05
R-HSA-1368082,2.7715558e-05
R-HSA-5205685,0.0005982471
R-HSA-9006927,0.0003177225
R-HSA-211859,2.0360383e-05
R-HSA-5358351,0.0051773237
R-HSA-977225,0.0001324232
R-HSA-2173782,0.0010665385
R-HSA-5423599,0.0008000147
R-HSA-5676934,0.00070319755
R-HSA-73887,0.0056949886
R-HSA-5663205,8.6768785e-05
R-HSA-73884,0.00082699466
R-HSA-76002,0.0021754038
R-HSA-1187000,2.4845413e-05
R-HSA-72306,0.0004615907
R-HSA-3247509,0.00022456156
R-HSA-1566977,1.1388411e-06
R-HSA-174824,0.0003637567
R-HSA-381426,2.296627e-05
R-HSA-15869,8.6994434e-05
R-HSA-373753,0.00034650002
R-HSA-381119,0.0009273225
R-HSA-73857,0.003865602
R-HSA-6805567,0.0008967847
R-HSA-1280218,0.0057400763
R-HSA-5619115,6.653639e-05
R-HSA-1480926,3.1771372e-06
R-HSA-5683826,0.0006483686
