,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
ELP2,6.8368935e-12,1.0,6.8368935e-12,-0.148875,-0.0027418646
CEND1,0.0,0.0,0.0,-0.14887504,0.21565834
BAZ1A,0.0,0.0,0.0,-0.14887504,0.21565834
SPACA5,0.0,0.0,0.0,-0.14887504,0.21565834
DHPS,0.0,1.0,0.0,-0.14887504,-0.0027418935
CBY1,5.264484e-06,1.0,5.264484e-06,-0.12096043,0.017002515
ARHGEF35,0.0007604413,3.0,0.0007604413,3.8833187,2.4124875
CNPY2,0.0,0.0,0.0,-0.14887504,0.21565834
CRYGB,0.0,0.0,0.0,-0.14887504,0.21565834
LDB2,0.0,0.0,0.0,-0.14887504,0.21565834
UBE2O,7.2997864e-08,1.0,7.2997864e-08,-0.14848797,-0.002468118
CNTNAP4,0.0,0.0,0.0,-0.14887504,0.21565834
ADPGK,0.0,0.0,0.0,-0.14887504,0.21565834
SLC5A9,1.2472484e-10,1.0,1.2472484e-10,-0.14887437,-0.002741433
TM6SF1,0.0,0.0,0.0,-0.14887504,0.21565834
BNC2,0.0,0.0,0.0,-0.14887504,0.21565834
RGPD3,0.0,0.0,0.0,-0.14887504,0.21565834
TMEM184C,0.0,0.0,0.0,-0.14887504,0.21565834
DHX58,0.0,0.0,0.0,-0.14887504,0.21565834
MAML2,1.5215868e-08,9.0,1.5215868e-08,-0.14879435,-1.7498865
CD79A,7.86411e-06,2.0,7.86411e-06,-0.10717607,-0.19164783
BAZ2A,8.156804e-06,1.0,8.156804e-06,-0.10562409,0.027850138
ZNF532,0.0,0.0,0.0,-0.14887504,0.21565834
PLEKHA8,6.2323037e-12,1.0,6.2323037e-12,-0.14887501,-0.0027418646
GBX2,0.0,0.0,0.0,-0.14887504,0.21565834
ZIC4,0.0,0.0,0.0,-0.14887504,0.21565834
DNAH1,0.0,0.0,0.0,-0.14887504,0.21565834
ATAD3B,0.0,1.0,0.0,-0.14887504,-0.0027418935
ECM2,0.0,0.0,0.0,-0.14887504,0.21565834
CD55,5.2657816e-07,3.0,5.2657816e-07,-0.1460829,-0.4375674
GPC5,0.0,10.0,0.0,-0.14887504,-1.9683439
POFUT1,1.8545315e-07,1.0,1.8545315e-07,-0.14789169,-0.0020463525
MOSPD2,2.7005906e-14,1.0,2.7005906e-14,-0.14887504,-0.0027418935
HSPB6,0.0,0.0,0.0,-0.14887504,0.21565834
OARD1,0.0,0.0,0.0,-0.14887504,0.21565834
AXIN1,3.9914232e-07,16.0,3.9914232e-07,-0.1467586,-3.2772484
GCLC,0.0,1.0,0.0,-0.14887504,-0.0027418935
PBXIP1,0.0,0.0,0.0,-0.14887504,0.21565834
POU3F3,0.0,0.0,0.0,-0.14887504,0.21565834
ZDHHC6,0.0,0.0,0.0,-0.14887504,0.21565834
XRCC5,0.0,3.0,0.0,-0.14887504,-0.43954235
ZBTB37,0.0,0.0,0.0,-0.14887504,0.21565834
MPP1,0.0,0.0,0.0,-0.14887504,0.21565834
SLC35F3,0.0,0.0,0.0,-0.14887504,0.21565834
TMEM174,0.0,0.0,0.0,-0.14887504,0.21565834
WNK4,0.0,0.0,0.0,-0.14887504,0.21565834
GPR68,0.0,0.0,0.0,-0.14887504,0.21565834
INTS12,0.0,1.0,0.0,-0.14887504,-0.0027418935
DDIT3,0.0,2.0,0.0,-0.14887504,-0.22114211
PPIG,0.0,0.0,0.0,-0.14887504,0.21565834
APPL1,4.3375174e-08,1.0,4.3375174e-08,-0.14864504,-0.0025792255
UTP14C,0.0,2.0,0.0,-0.14887504,-0.22114211
CLN6,0.0,0.0,0.0,-0.14887504,0.21565834
PRDX2,4.065883e-06,3.0,4.065883e-06,-0.12731594,-0.42429328
IGLON5,0.0,0.0,0.0,-0.14887504,0.21565834
TXNDC11,0.0,0.0,0.0,-0.14887504,0.21565834
UTP14A,1.5683877e-07,2.0,1.5683877e-07,-0.14804341,-0.22055389
ZNF48,0.0,0.0,0.0,-0.14887504,0.21565834
CYP4F22,0.0,4.0,0.0,-0.14887504,-0.6579425
CAMKV,0.0,0.0,0.0,-0.14887504,0.21565834
RPS12,0.000108679335,15.0,0.000108679335,0.4273905,-2.6527438
GAGE13,0.0,0.0,0.0,-0.14887504,0.21565834
PM20D2,0.0,0.0,0.0,-0.14887504,0.21565834
LARP1,0.0,0.0,0.0,-0.14887504,0.21565834
PPIL6,1.01724e-08,1.0,1.01724e-08,-0.1488211,-0.002703745
SSRP1,0.0,5.0,0.0,-0.14887504,-0.8763427
EPB41,3.0719647e-15,1.0,3.0719647e-15,-0.14887504,-0.0027418935
YES1,2.2171546e-11,9.0,2.2171546e-11,-0.14887492,-1.7499435
POFUT2,8.934408e-08,1.0,8.934408e-08,-0.1484013,-0.0024068153
FAM107B,0.0,0.0,0.0,-0.14887504,0.21565834
IFNA16,0.0,2.0,0.0,-0.14887504,-0.22114211
NMI,0.0,0.0,0.0,-0.14887504,0.21565834
MUSTN1,0.0,0.0,0.0,-0.14887504,0.21565834
ETNPPL,0.0,1.0,0.0,-0.14887504,-0.0027418935
GPR153,0.0,0.0,0.0,-0.14887504,0.21565834
PIWIL2,2.8561565e-14,1.0,2.8561565e-14,-0.14887504,-0.0027418935
YIPF1,0.0,0.0,0.0,-0.14887504,0.21565834
SOX9,9.7909055e-05,1.0,9.7909055e-05,0.37028173,0.36446536
RAN,2.7521116e-07,6.0,2.7521116e-07,-0.14741574,-1.0937108
PADI6,0.0,0.0,0.0,-0.14887504,0.21565834
GNRHR,1.6762286e-08,1.0,1.6762286e-08,-0.14878616,-0.0026790223
LRRC14B,0.0,0.0,0.0,-0.14887504,0.21565834
PAX7,0.0,0.0,0.0,-0.14887504,0.21565834
PRB4,0.0,0.0,0.0,-0.14887504,0.21565834
PVR,0.0013144005,2.0,0.0013144005,6.8206534,4.7085085
PSPC1,0.0,0.0,0.0,-0.14887504,0.21565834
CCDC149,0.0,0.0,0.0,-0.14887504,0.21565834
KRTAP9-4,0.0,0.0,0.0,-0.14887504,0.21565834
LRRC10B,0.0,0.0,0.0,-0.14887504,0.21565834
MCEE,0.0,1.0,0.0,-0.14887504,-0.0027418935
PIK3R2,1.2110161e-09,20.0,1.2110161e-09,-0.1488686,-4.1523414
LTN1,2.4095751e-08,1.0,2.4095751e-08,-0.14874727,-0.0026515368
RAF1,5.193401e-05,11.0,5.193401e-05,0.12650189,-1.9919659
SP7,1.5542344e-07,1.0,1.5542344e-07,-0.14805092,-0.0021589852
GABRG1,0.0,0.0,0.0,-0.14887504,0.21565834
IKZF5,0.0,0.0,0.0,-0.14887504,0.21565834
KCNAB2,7.913877e-06,2.0,7.913877e-06,-0.10691219,-0.19146118
LRRC27,0.0,0.0,0.0,-0.14887504,0.21565834
OC90,0.0,0.0,0.0,-0.14887504,0.21565834
RTCA,0.0,0.0,0.0,-0.14887504,0.21565834
SOAT1,8.1832935e-05,1.0,8.1832935e-05,0.2850391,0.30417198
SERPING1,4.122321e-05,3.0,4.122321e-05,0.069708526,-0.28493497
RNF122,0.0,0.0,0.0,-0.14887504,0.21565834
DDTL,0.0,0.0,0.0,-0.14887504,0.21565834
CHRNB2,3.7408878e-07,1.0,3.7408878e-07,-0.14689146,-0.0013388818
CCNL1,0.0,0.0,0.0,-0.14887504,0.21565834
CHURC1,0.0,0.0,0.0,-0.14887504,0.21565834
LHX5,0.0,0.0,0.0,-0.14887504,0.21565834
HACD3,0.00012731442,1.0,0.00012731442,0.52620184,0.47474992
UBXN10,0.0,0.0,0.0,-0.14887504,0.21565834
MBOAT1,2.4068782e-05,2.0,2.4068782e-05,-0.021251787,-0.13087231
GPALPP1,0.0,0.0,0.0,-0.14887504,0.21565834
GPHB5,2.564294e-07,1.0,2.564294e-07,-0.14751533,-0.0017801606
ELAVL3,0.0,0.0,0.0,-0.14887504,0.21565834
MTHFS,7.545722e-09,1.0,7.545722e-09,-0.14883503,-0.0027136023
CRYL1,1.5136161e-11,1.0,1.5136161e-11,-0.14887495,-0.0027418504
SPATA8,0.0,0.0,0.0,-0.14887504,0.21565834
NT5DC2,0.0,0.0,0.0,-0.14887504,0.21565834
ZFAND2A,0.0,0.0,0.0,-0.14887504,0.21565834
IRGM,0.0,0.0,0.0,-0.14887504,0.21565834
RSBN1L,0.0,0.0,0.0,-0.14887504,0.21565834
RTP3,0.0,0.0,0.0,-0.14887504,0.21565834
EEF1B2,0.0,0.0,0.0,-0.14887504,0.21565834
NTMT1,0.0,0.0,0.0,-0.14887504,0.21565834
OMA1,0.0,0.0,0.0,-0.14887504,0.21565834
ECT2L,0.0,0.0,0.0,-0.14887504,0.21565834
ABCF3,0.0,0.0,0.0,-0.14887504,0.21565834
KCNJ10,0.0,3.0,0.0,-0.14887504,-0.43954235
CPQ,0.0,0.0,0.0,-0.14887504,0.21565834
USP42,4.7647234e-15,1.0,4.7647234e-15,-0.14887504,-0.0027418935
SNAPC1,7.8010635e-05,3.0,7.8010635e-05,0.26477158,-0.146964
GGH,3.877854e-08,1.0,3.877854e-08,-0.1486694,-0.0025964652
KLHDC8B,0.0,0.0,0.0,-0.14887504,0.21565834
KLF4,0.0,0.0,0.0,-0.14887504,0.21565834
GLYATL1,1.0041072e-09,1.0,1.0041072e-09,-0.14886971,-0.0027381377
DNAJC10,0.0,0.0,0.0,-0.14887504,0.21565834
SDR16C5,0.0,1.0,0.0,-0.14887504,-0.0027418935
RAD18,1.9131385e-06,2.0,1.9131385e-06,-0.13873073,-0.2139669
CBLN4,0.0,0.0,0.0,-0.14887504,0.21565834
ACOXL,6.839386e-08,1.0,6.839386e-08,-0.14851238,-0.0024853863
SEC23A,2.7783544e-08,4.0,2.7783544e-08,-0.14872772,-0.6578383
PATZ1,0.0,0.0,0.0,-0.14887504,0.21565834
TRMT10C,0.00020257237,2.0,0.00020257237,0.92525256,0.53860414
FUT4,0.0,0.0,0.0,-0.14887504,0.21565834
LCT,5.215247e-11,1.0,5.215247e-11,-0.14887476,-0.0027417066
ZRANB1,9.599253e-11,1.0,9.599253e-11,-0.14887452,-0.0027415482
PLCXD2,0.0,0.0,0.0,-0.14887504,0.21565834
RDH10,1.1708552e-05,1.0,1.1708552e-05,-0.08679116,0.041170944
TFB2M,9.225091e-10,2.0,9.225091e-10,-0.14887014,-0.22113866
SPDYE6,0.0,0.0,0.0,-0.14887504,0.21565834
TNFAIP8L1,0.0,0.0,0.0,-0.14887504,0.21565834
ZNF697,0.0,0.0,0.0,-0.14887504,0.21565834
IL17RC,0.0,0.0,0.0,-0.14887504,0.21565834
CACNB4,1.2585865e-06,4.0,1.2585865e-06,-0.14220145,-0.6532222
INSR,6.185461e-05,4.0,6.185461e-05,0.17910527,-0.42595726
CSPP1,0.0,0.0,0.0,-0.14887504,0.21565834
HGH1,0.0,0.0,0.0,-0.14887504,0.21565834
EPHX1,0.0,0.0,0.0,-0.14887504,0.21565834
MYCN,0.0,0.0,0.0,-0.14887504,0.21565834
TRDN,0.0,1.0,0.0,-0.14887504,-0.0027418935
LYZL6,0.0,0.0,0.0,-0.14887504,0.21565834
PTPRF,4.3530847e-05,2.0,4.3530847e-05,0.08194462,-0.05787997
APOBEC2,5.152844e-07,1.0,5.152844e-07,-0.14614277,-0.0008093328
PCYT1A,3.395822e-07,1.0,3.395822e-07,-0.14707443,-0.0014682938
RBM43,0.0,0.0,0.0,-0.14887504,0.21565834
TERT,3.6891475e-07,1.0,3.6891475e-07,-0.1469189,-0.00135828
UBE2N,8.3979525e-05,15.0,8.3979525e-05,0.29642126,-2.7453802
SHB,0.0,0.0,0.0,-0.14887504,0.21565834
MAP3K4,0.0,0.0,0.0,-0.14887504,0.21565834
MMACHC,2.3013232e-05,3.0,2.3013232e-05,-0.026848778,-0.35323137
MIER3,0.0,0.0,0.0,-0.14887504,0.21565834
WNT11,1.0833284e-07,2.0,1.0833284e-07,-0.1483006,-0.22073582
CAMTA1,0.0,0.0,0.0,-0.14887504,0.21565834
CTSB,0.00057449256,4.0,0.00057449256,2.8973367,1.4966879
CYP2C9,4.0071882e-08,4.0,4.0071882e-08,-0.14866255,-0.65779227
PRIM1,2.5756186e-10,6.0,2.5756186e-10,-0.14887367,-1.094742
FGFR1OP2,2.7217814e-06,1.0,2.7217814e-06,-0.13444296,0.0074661304
VPS37B,0.0002069425,2.0,0.0002069425,0.9484249,0.55499434
TFE3,0.0,0.0,0.0,-0.14887504,0.21565834
DMRT1,0.0,0.0,0.0,-0.14887504,0.21565834
CYB561,0.0,0.0,0.0,-0.14887504,0.21565834
NATD1,0.0,0.0,0.0,-0.14887504,0.21565834
ERGIC3,0.0,0.0,0.0,-0.14887504,0.21565834
RWDD1,0.0,0.0,0.0,-0.14887504,0.21565834
NCL,0.0,0.0,0.0,-0.14887504,0.21565834
DROSHA,9.920145e-06,1.0,9.920145e-06,-0.09627407,0.034463543
TBX10,0.0,0.0,0.0,-0.14887504,0.21565834
DAP,0.0,0.0,0.0,-0.14887504,0.21565834
CRYBB1,0.0,0.0,0.0,-0.14887504,0.21565834
CEP192,1.5218725e-09,5.0,1.5218725e-09,-0.14886697,-0.87633705
PIWIL1,9.969321e-10,1.0,9.969321e-10,-0.14886975,-0.0027381664
OR8A1,1.1896927e-09,1.0,1.1896927e-09,-0.14886872,-0.0027374325
ELSPBP1,0.0,0.0,0.0,-0.14887504,0.21565834
ESD,0.0,0.0,0.0,-0.14887504,0.21565834
GMEB1,0.0,0.0,0.0,-0.14887504,0.21565834
PTPRR,0.0,0.0,0.0,-0.14887504,0.21565834
PURB,0.0,0.0,0.0,-0.14887504,0.21565834
UGGT1,0.0,1.0,0.0,-0.14887504,-0.0027418935
RNF125,3.1405943e-05,1.0,3.1405943e-05,0.017653063,0.115045875
ELK3,0.0,0.0,0.0,-0.14887504,0.21565834
OR5AN1,1.3130336e-10,1.0,1.3130336e-10,-0.14887434,-0.0027414043
FAM174B,0.0,0.0,0.0,-0.14887504,0.21565834
BCL11B,0.0,0.0,0.0,-0.14887504,0.21565834
NUP88,2.1841015e-05,18.0,2.1841015e-05,-0.033064388,-3.6336312
TNRC6C,6.4859125e-12,11.0,6.4859125e-12,-0.148875,-2.186744
LACC1,0.0,0.0,0.0,-0.14887504,0.21565834
LHX9,8.234418e-06,1.0,8.234418e-06,-0.10521254,0.028141227
DLX1,0.0,0.0,0.0,-0.14887504,0.21565834
ZNF808,0.0,0.0,0.0,-0.14887504,0.21565834
DNAI2,0.0,0.0,0.0,-0.14887504,0.21565834
ZRANB3,0.0,0.0,0.0,-0.14887504,0.21565834
SEPHS2,1.1339034e-06,1.0,1.1339034e-06,-0.14286259,0.0015108021
GUCY2C,2.9833383e-10,1.0,2.9833383e-10,-0.14887345,-0.0027407855
AFM,0.0,0.0,0.0,-0.14887504,0.21565834
ORC5,0.0,7.0,0.0,-0.14887504,-1.3131431
PDE1B,3.3416068e-06,3.0,3.3416068e-06,-0.13115637,-0.42700967
M1AP,0.0,0.0,0.0,-0.14887504,0.21565834
NADK,0.0,0.0,0.0,-0.14887504,0.21565834
TSC22D1,1.5846726e-13,1.0,1.5846726e-13,-0.14887504,-0.0027418935
OR5H1,6.511966e-14,1.0,6.511966e-14,-0.14887504,-0.0027418935
OR5L1,0.0,1.0,0.0,-0.14887504,-0.0027418935
DNAJA3,0.0,0.0,0.0,-0.14887504,0.21565834
PATE3,0.0,0.0,0.0,-0.14887504,0.21565834
LDHA,0.0,0.0,0.0,-0.14887504,0.21565834
TRIM11,2.4779474e-08,1.0,2.4779474e-08,-0.14874364,-0.0026489752
CFAP58,0.0,0.0,0.0,-0.14887504,0.21565834
KIZ,0.0,0.0,0.0,-0.14887504,0.21565834
MSS51,0.0,0.0,0.0,-0.14887504,0.21565834
TIGD1,0.0,0.0,0.0,-0.14887504,0.21565834
NSA2,0.0,0.0,0.0,-0.14887504,0.21565834
STAU2,0.0,0.0,0.0,-0.14887504,0.21565834
WDR37,0.0,0.0,0.0,-0.14887504,0.21565834
ACTL6A,5.504645e-05,4.0,5.504645e-05,0.1430054,-0.4514912
SNRNP70,1.9111152e-07,1.0,1.9111152e-07,-0.14786167,-0.0020251411
LMF1,2.0966355e-09,1.0,2.0966355e-09,-0.14886391,-0.0027340364
PGAM2,0.0,1.0,0.0,-0.14887504,-0.0027418935
SRRM2,3.108307e-09,1.0,3.108307e-09,-0.14885855,-0.0027302518
ARID3B,0.0,0.0,0.0,-0.14887504,0.21565834
GPR182,0.0,0.0,0.0,-0.14887504,0.21565834
GOSR2,0.00018796694,5.0,0.00018796694,0.8478082,-0.17137398
NONO,0.0,0.0,0.0,-0.14887504,0.21565834
GFRAL,0.0,0.0,0.0,-0.14887504,0.21565834
CNIH2,1.4553211e-06,2.0,1.4553211e-06,-0.14115828,-0.21568395
PHF5A,3.16808e-08,1.0,3.16808e-08,-0.14870705,-0.0026230873
HNRNPDL,8.0345235e-06,1.0,8.0345235e-06,-0.10627247,0.027391527
SIMC1,0.0,0.0,0.0,-0.14887504,0.21565834
DNAH3,0.0,0.0,0.0,-0.14887504,0.21565834
TTC9,0.0,0.0,0.0,-0.14887504,0.21565834
USP54,0.0,0.0,0.0,-0.14887504,0.21565834
KTI12,0.0,0.0,0.0,-0.14887504,0.21565834
CYP8B1,1.4722051e-08,5.0,1.4722051e-08,-0.14879698,-0.8762875
ADAMTSL2,7.86285e-09,2.0,7.86285e-09,-0.14883333,-0.22111264
ERP29,0.0,0.0,0.0,-0.14887504,0.21565834
CREB3L4,1.6318763e-08,1.0,1.6318763e-08,-0.14878851,-0.0026806917
LRRC56,0.0,0.0,0.0,-0.14887504,0.21565834
DLD,0.0002546241,4.0,0.0002546241,1.2012537,0.29702336
ZNF445,0.0,0.0,0.0,-0.14887504,0.21565834
TBX20,0.0,0.0,0.0,-0.14887504,0.21565834
SALL1,6.411027e-07,1.0,6.411027e-07,-0.14547563,-0.00033744588
NIM1K,0.0,0.0,0.0,-0.14887504,0.21565834
LYPLAL1,0.0,0.0,0.0,-0.14887504,0.21565834
CLDN17,6.991764e-06,1.0,6.991764e-06,-0.11180163,0.023480665
OOSP2,0.0,0.0,0.0,-0.14887504,0.21565834
DEFB127,2.2257027e-10,1.0,2.2257027e-10,-0.14887387,-0.0027410733
SETDB1,4.5141363e-07,1.0,4.5141363e-07,-0.14648144,-0.0010488739
BTAF1,0.0,0.0,0.0,-0.14887504,0.21565834
REEP6,0.0,0.0,0.0,-0.14887504,0.21565834
PKNOX1,2.1190513e-06,1.0,2.1190513e-06,-0.1376389,0.0052055856
ZNF398,0.0,0.0,0.0,-0.14887504,0.21565834
MCM4,0.0007845296,4.0,0.0007845296,4.0110455,2.2844303
NUP205,2.4957528e-06,18.0,2.4957528e-06,-0.13564146,-3.7061853
TMEM163,0.0,0.0,0.0,-0.14887504,0.21565834
PPME1,4.1451894e-08,1.0,4.1451894e-08,-0.14865525,-0.002586435
SPHKAP,0.0,0.0,0.0,-0.14887504,0.21565834
SUZ12,0.0,7.0,0.0,-0.14887504,-1.3131431
TBC1D25,1.3678261e-05,1.0,1.3678261e-05,-0.07634689,0.048558332
RB1,0.00011606546,4.0,0.00011606546,0.466555,-0.22263986
SPIN3,0.0,0.0,0.0,-0.14887504,0.21565834
PWWP2A,0.0,0.0,0.0,-0.14887504,0.21565834
BET1,3.2647638e-06,2.0,3.2647638e-06,-0.13156383,-0.20889765
SRSF8,0.0,0.0,0.0,-0.14887504,0.21565834
KIF2A,0.0,7.0,0.0,-0.14887504,-1.3131431
KLK2,7.7559875e-08,3.0,7.7559875e-08,-0.14846379,-0.43925145
NOL8,0.0,0.0,0.0,-0.14887504,0.21565834
SIN3A,0.0,3.0,0.0,-0.14887504,-0.43954235
NTRK3,1.0012788e-11,6.0,1.0012788e-11,-0.14887498,-1.0947429
CCDC103,0.0,0.0,0.0,-0.14887504,0.21565834
TXNDC5,1.12701555e-08,3.0,1.12701555e-08,-0.14881527,-0.43950006
AIMP2,0.0,2.0,0.0,-0.14887504,-0.22114211
GLMN,1.4915001e-07,1.0,1.4915001e-07,-0.14808418,-0.0021825135
SLC19A2,2.01533e-10,1.0,2.01533e-10,-0.14887397,-0.0027411452
DDX1,0.0,1.0,0.0,-0.14887504,-0.0027418935
RANBP2,0.0011393143,22.0,0.0011393143,5.8922696,-0.31615624
HADHA,3.423826e-05,2.0,3.423826e-05,0.032671243,-0.09273176
METTL11B,0.0,0.0,0.0,-0.14887504,0.21565834
TRIM69,4.437596e-06,1.0,4.437596e-06,-0.12534496,0.013901275
ATP2B2,6.8842087e-07,3.0,6.8842087e-07,-0.14522474,-0.4369604
CACNA1D,1.4088081e-06,4.0,1.4088081e-06,-0.14140493,-0.6526588
CELF2,0.0,0.0,0.0,-0.14887504,0.21565834
PITPNM2,3.362257e-08,1.0,3.362257e-08,-0.14869675,-0.0026158057
B3GAT2,9.400058e-11,1.0,9.400058e-11,-0.14887454,-0.0027415482
POT1,2.1953215e-07,2.0,2.1953215e-07,-0.14771098,-0.22031875
PLS1,0.0,0.0,0.0,-0.14887504,0.21565834
COPS6,6.6815455e-09,4.0,6.6815455e-09,-0.14883961,-0.65791744
ZCRB1,6.7093547e-06,1.0,6.7093547e-06,-0.11329909,0.022421489
CYP4F11,4.064324e-06,4.0,4.064324e-06,-0.12732421,-0.6426993
SH3RF3,0.0,0.0,0.0,-0.14887504,0.21565834
CSRP3,0.0,0.0,0.0,-0.14887504,0.21565834
STXBP1,0.00027643924,6.0,0.00027643924,1.3169272,-0.057959463
FAR1,1.22830714e-08,1.0,1.22830714e-08,-0.14880991,-0.00269583
CGGBP1,0.0,0.0,0.0,-0.14887504,0.21565834
NUP50,0.00012816038,18.0,0.00012816038,0.5306875,-3.2348812
SYTL4,2.616602e-07,1.0,2.616602e-07,-0.1474876,-0.0017605321
DCAF11,8.814416e-06,1.0,8.814416e-06,-0.10213714,0.030316507
FOXN2,0.0,0.0,0.0,-0.14887504,0.21565834
RING1,7.5627344e-05,9.0,7.5627344e-05,0.25213435,-1.4663038
QRICH1,0.0,0.0,0.0,-0.14887504,0.21565834
SLC7A1,1.9741876e-05,1.0,1.9741876e-05,-0.044194944,0.071299866
PLRG1,0.0,1.0,0.0,-0.14887504,-0.0027418935
MCPH1,7.9110335e-10,1.0,7.9110335e-10,-0.14887084,-0.0027389436
PTBP2,0.0,0.0,0.0,-0.14887504,0.21565834
CLTC,7.0699386e-08,11.0,7.0699386e-08,-0.14850016,-2.186479
ZSCAN9,0.0,0.0,0.0,-0.14887504,0.21565834
TSSK2,0.0,0.0,0.0,-0.14887504,0.21565834
ACOT11,0.0,0.0,0.0,-0.14887504,0.21565834
COX7A2,0.0,0.0,0.0,-0.14887504,0.21565834
MMP11,1.5669297e-06,2.0,1.5669297e-06,-0.14056648,-0.21526536
ATP1B3,2.3196326e-06,3.0,2.3196326e-06,-0.13657533,-0.43084258
LMAN2,2.0752694e-08,2.0,2.0752694e-08,-0.148765,-0.22106428
FOXD2,0.0,0.0,0.0,-0.14887504,0.21565834
GTF3C3,4.9455886e-15,3.0,4.9455886e-15,-0.14887504,-0.43954235
ETAA1,0.0,0.0,0.0,-0.14887504,0.21565834
RBBP4,1.2608612e-06,12.0,1.2608612e-06,-0.1421894,-2.4004154
DND1,0.0,0.0,0.0,-0.14887504,0.21565834
LYN,1.0005079e-05,20.0,1.0005079e-05,-0.09582372,-4.1148224
GSS,3.2164987e-08,1.0,3.2164987e-08,-0.14870448,-0.002621274
ZNF212,0.0,0.0,0.0,-0.14887504,0.21565834
KIFAP3,3.645063e-11,5.0,3.645063e-11,-0.14887485,-0.8763426
BRAT1,0.0,0.0,0.0,-0.14887504,0.21565834
GALNT16,0.0,0.0,0.0,-0.14887504,0.21565834
ATP6V1E1,7.0785795e-12,3.0,7.0785795e-12,-0.148875,-0.43954232
PON1,7.430597e-13,1.0,7.430597e-13,-0.14887504,-0.0027418935
NLRX1,0.0,1.0,0.0,-0.14887504,-0.0027418935
PDHB,1.084855e-09,1.0,1.084855e-09,-0.14886929,-0.0027378355
CACNG6,2.9800963e-06,2.0,2.9800963e-06,-0.13307326,-0.20996527
ADCY10,0.0,0.0,0.0,-0.14887504,0.21565834
RBBP6,1.1980658e-08,1.0,1.1980658e-08,-0.14881152,-0.002696967
CNIH4,0.0,0.0,0.0,-0.14887504,0.21565834
GALE,0.0,1.0,0.0,-0.14887504,-0.0027418935
PDHA1,7.6524077e-07,1.0,7.6524077e-07,-0.1448174,0.00012813816
EMCN,0.0,0.0,0.0,-0.14887504,0.21565834
PIBF1,0.0,0.0,0.0,-0.14887504,0.21565834
DRC7,0.0,0.0,0.0,-0.14887504,0.21565834
PGRMC2,0.0,0.0,0.0,-0.14887504,0.21565834
ZNF714,0.0,0.0,0.0,-0.14887504,0.21565834
NECAP2,7.3601964e-06,1.0,7.3601964e-06,-0.109848045,0.024862466
SSPN,0.0,0.0,0.0,-0.14887504,0.21565834
SLC38A7,0.0,0.0,0.0,-0.14887504,0.21565834
TNRC6A,0.0002404218,12.0,0.0002404218,1.1259469,-1.5034438
SLC11A2,0.0,0.0,0.0,-0.14887504,0.21565834
ZNF519,0.0,0.0,0.0,-0.14887504,0.21565834
IQGAP1,1.6222413e-05,10.0,1.6222413e-05,-0.06285668,-1.9075018
TDRD9,3.048274e-11,1.0,3.048274e-11,-0.14887488,-0.0027417927
IRF3,2.4478468e-12,9.0,2.4478468e-12,-0.14887503,-1.7499435
NEK9,4.3636022e-11,1.0,4.3636022e-11,-0.1488748,-0.0027417352
LEO1,0.0,3.0,0.0,-0.14887504,-0.43954235
CACNB3,1.4927556e-12,5.0,1.4927556e-12,-0.14887503,-0.8763427
VEGFB,2.6566394e-07,2.0,2.6566394e-07,-0.14746638,-0.22014575
FABP7,0.0,2.0,0.0,-0.14887504,-0.22114211
HPN,1.9237338e-09,2.0,1.9237338e-09,-0.14886484,-0.22113492
ZDHHC20,0.0,0.0,0.0,-0.14887504,0.21565834
COL2A1,0.0,1.0,0.0,-0.14887504,-0.0027418935
SOX5,0.0,0.0,0.0,-0.14887504,0.21565834
APBB3,0.0,0.0,0.0,-0.14887504,0.21565834
ENKD1,0.0,0.0,0.0,-0.14887504,0.21565834
OR6C65,9.23338e-09,1.0,9.23338e-09,-0.14882608,-0.0027072704
ATL1,0.0,0.0,0.0,-0.14887504,0.21565834
SMC3,4.823812e-05,7.0,4.823812e-05,0.10690464,-1.1322265
UPF3B,0.001788497,6.0,0.001788497,9.334521,5.613003
AFTPH,0.0,0.0,0.0,-0.14887504,0.21565834
KRT85,0.0,0.0,0.0,-0.14887504,0.21565834
MRFAP1,0.0,0.0,0.0,-0.14887504,0.21565834
RPS27,0.00011724515,19.0,0.00011724515,0.47281024,-3.4942188
SCRT1,0.0,0.0,0.0,-0.14887504,0.21565834
PGK1,0.0001375019,1.0,0.0001375019,0.5802204,0.51295805
HNRNPUL1,0.0,1.0,0.0,-0.14887504,-0.0027418935
TLR3,5.506947e-07,11.0,5.506947e-07,-0.14595501,-2.1846788
ZNF844,0.0,0.0,0.0,-0.14887504,0.21565834
WDR83,0.0,1.0,0.0,-0.14887504,-0.0027418935
DCAF12L2,0.0,0.0,0.0,-0.14887504,0.21565834
PA2G4,7.612282e-10,1.0,7.612282e-10,-0.148871,-0.0027390441
TBC1D2,0.0,0.0,0.0,-0.14887504,0.21565834
FMNL3,1.9224833e-06,1.0,1.9224833e-06,-0.13868119,0.004468356
FANCA,2.3224766e-07,1.0,2.3224766e-07,-0.14764355,-0.0018708484
HOXC10,0.0,0.0,0.0,-0.14887504,0.21565834
AK9,6.823056e-08,1.0,6.823056e-08,-0.14851324,-0.002486005
SNX5,2.231502e-06,1.0,2.231502e-06,-0.13704264,0.005627337
WIZ,0.0,0.0,0.0,-0.14887504,0.21565834
MACROD2,0.0,0.0,0.0,-0.14887504,0.21565834
