,coef
R-HSA-400253,2.432752e-05
R-HSA-4839726,0.00022456796
R-HSA-1640170,0.0019503064
R-HSA-73894,0.0044165864
R-HSA-8953897,0.00329947
R-HSA-109582,0.0022764918
R-HSA-69306,0.0123994835
R-HSA-5205647,0.004844425
R-HSA-162582,0.010286213
R-HSA-5357801,0.0013617154
R-HSA-1474244,0.00070874195
R-HSA-8953854,0.009915289
R-HSA-112316,0.001141977
R-HSA-5653656,0.0016331213
R-HSA-1643685,0.0049170363
R-HSA-1266738,0.0011679986
R-HSA-1500931,0.008112422
R-HSA-392499,0.004939932
R-HSA-1474165,0.0001586907
R-HSA-74160,0.0034022657
R-HSA-8963743,1.3186447e-07
R-HSA-382551,0.0027568932
R-HSA-1430728,0.001936817
R-HSA-1852241,0.003225158
R-HSA-168256,0.009362969
R-HSA-397014,9.1030684e-05
