,coef
R-HSA-977225,0.0001324164
R-HSA-75892,1.048854e-05
R-HSA-5661270,2.5665417e-05
R-HSA-73929,0.00027394897
R-HSA-5682910,1.3215204e-08
R-HSA-2534343,0.0
R-HSA-422356,0.0006622118
R-HSA-381042,8.8562236e-05
R-HSA-210746,9.473987e-10
R-HSA-1855191,5.6059434e-07
R-HSA-75893,7.1939476e-06
R-HSA-8934903,0.00424617
R-HSA-3000480,0.0007277222
R-HSA-8951664,0.0011159306
R-HSA-373755,0.00042522445
R-HSA-8852405,7.390491e-11
R-HSA-432142,0.00021676395
R-HSA-8949613,5.7899917e-05
R-HSA-5662702,2.0976443e-06
R-HSA-1855156,0.0
R-HSA-1170546,2.0079697e-06
R-HSA-5688426,3.1128566e-05
R-HSA-209952,5.527115e-07
R-HSA-3214841,2.0112153e-05
R-HSA-211945,1.3603706e-05
R-HSA-3781860,0.0
R-HSA-1368071,1.457685e-06
R-HSA-9012852,4.0924544e-05
R-HSA-72764,0.0032787141
R-HSA-1855196,0.0
R-HSA-75896,3.226215e-10
R-HSA-2160456,0.0
R-HSA-5657655,0.0
R-HSA-8982491,0.00013608961
R-HSA-428157,8.468319e-05
R-HSA-2172127,1.2574135e-07
R-HSA-8981607,2.5940727e-08
R-HSA-8957275,0.0007164662
R-HSA-453274,9.681704e-06
R-HSA-2029480,1.4926073e-05
R-HSA-8866376,0.00037409418
R-HSA-4791275,0.00017053445
R-HSA-8852135,0.00027441757
R-HSA-216083,2.2852537e-05
R-HSA-376176,0.0018030828
R-HSA-168928,0.00037206605
R-HSA-72172,0.00014721375
R-HSA-8856828,0.0005119813
R-HSA-392517,4.6862915e-05
R-HSA-5632927,8.895767e-06
R-HSA-1489509,7.4272116e-08
R-HSA-3560782,0.0006375661
R-HSA-163125,2.498413e-06
R-HSA-1222352,0.0
R-HSA-917977,0.00041443453
R-HSA-5339562,0.000111529145
R-HSA-5576892,1.5203638e-05
R-HSA-450513,0.00023494274
R-HSA-210993,0.00011658812
R-HSA-201451,2.2097442e-05
R-HSA-3371497,0.0031866808
R-HSA-3214858,0.00025827822
R-HSA-6788656,0.00025006593
R-HSA-5576886,2.7464723e-06
R-HSA-426496,8.571393e-06
R-HSA-210745,0.00021841057
R-HSA-194840,0.000297148
R-HSA-8848584,9.932594e-07
R-HSA-422085,2.5473707e-06
R-HSA-8978868,0.0004513554
R-HSA-72202,0.00016240211
R-HSA-975957,0.0029668626
R-HSA-432030,0.0
R-HSA-112310,0.0007097517
R-HSA-6785470,4.194029e-05
R-HSA-5205685,0.0005982387
R-HSA-373752,0.0013554246
R-HSA-190236,3.3475328e-05
R-HSA-8853659,0.0013008689
R-HSA-73863,0.0001923881
R-HSA-381340,8.2660634e-05
R-HSA-5387390,0.0006934524
R-HSA-8957322,1.2477629e-05
R-HSA-1650814,1.627884e-05
R-HSA-3000497,2.514915e-06
R-HSA-112308,3.9474406e-09
R-HSA-68952,2.9891664e-05
R-HSA-8851680,6.8436195e-05
R-HSA-8862803,0.00016489108
R-HSA-75205,4.5581928e-07
R-HSA-8876384,0.0006791634
R-HSA-5609975,0.0
R-HSA-189085,1.8528577e-07
R-HSA-429958,3.7725884e-05
R-HSA-112314,0.0003746522
R-HSA-166208,1.2412453e-05
R-HSA-449147,2.1379648e-05
R-HSA-73779,0.00044886867
R-HSA-169911,0.0002988696
R-HSA-5684996,9.027082e-06
R-HSA-2586552,0.00019352305
R-HSA-1247673,7.576009e-09
R-HSA-69242,0.0040487857
R-HSA-2161517,2.3678998e-10
R-HSA-163200,5.8501755e-05
R-HSA-5632987,1.6755481e-09
R-HSA-5610787,0.0051361434
R-HSA-3214842,0.00011009141
R-HSA-5653890,9.5189884e-05
R-HSA-9033500,6.2109315e-08
R-HSA-2978092,0.0
R-HSA-9013694,8.522227e-06
R-HSA-114508,2.6440077e-07
R-HSA-1268020,5.3084614e-07
R-HSA-1257604,1.5796288e-06
R-HSA-2564830,0.0005244153
R-HSA-166658,0.00014425053
R-HSA-983189,3.1430274e-05
R-HSA-426486,0.00013266914
R-HSA-389977,9.426084e-05
R-HSA-5358606,7.740905e-06
R-HSA-6798695,0.0006822604
R-HSA-5663084,6.6078883e-06
R-HSA-210747,0.0
R-HSA-140837,7.966942e-08
R-HSA-212436,0.00083219056
R-HSA-73856,3.7021207e-05
R-HSA-1643713,0.0010200018
R-HSA-425393,0.0005960068
R-HSA-8876725,1.529397e-06
R-HSA-392851,0.000108090215
R-HSA-1592389,1.2543273e-06
R-HSA-450520,1.14545614e-07
R-HSA-70370,6.2021357e-09
R-HSA-5620924,0.00040955626
R-HSA-8963899,8.832784e-05
R-HSA-74752,8.7577566e-05
R-HSA-73777,5.0696362e-05
R-HSA-6802957,0.0017567823
R-HSA-389661,2.7600616e-05
R-HSA-5358565,2.9544273e-05
R-HSA-446203,2.8220735e-05
R-HSA-1834949,0.0015128776
R-HSA-110314,0.0018844018
R-HSA-1222556,2.8103125e-07
R-HSA-5357769,0.0010146827
R-HSA-1912422,0.00011822708
R-HSA-8964043,0.0002706889
R-HSA-1855215,0.0
R-HSA-69615,0.00045203537
R-HSA-72187,0.00010962139
R-HSA-177929,6.0351584e-05
R-HSA-198933,0.00043168417
R-HSA-69002,0.00012413737
R-HSA-392518,0.00012370784
R-HSA-76009,0.0
R-HSA-163282,7.9491735e-10
R-HSA-73780,5.947262e-05
R-HSA-418360,4.191206e-05
R-HSA-392154,4.043361e-06
R-HSA-6787450,0.0003249989
R-HSA-112313,8.728439e-06
R-HSA-1368082,2.771794e-05
R-HSA-199992,2.3047642e-05
R-HSA-163359,0.0013194879
R-HSA-5676934,0.00070319884
R-HSA-170834,5.437109e-05
R-HSA-2132295,0.00048196176
R-HSA-75153,2.7242764e-05
R-HSA-917729,0.0008092207
R-HSA-8964572,1.6614445e-06
R-HSA-453276,0.0012058808
R-HSA-5620912,0.00016736038
R-HSA-2892245,2.0953928e-06
R-HSA-5223345,1.7189275e-05
R-HSA-212300,3.944028e-05
R-HSA-5579029,8.5377005e-06
R-HSA-195253,0.00022280803
R-HSA-1433557,0.00029104034
R-HSA-189483,0.0
R-HSA-73933,0.0011009373
R-HSA-163767,1.3953706e-05
R-HSA-5632968,3.705327e-08
R-HSA-8963678,5.9466493e-10
R-HSA-5578768,7.021069e-05
R-HSA-879415,4.1454348e-07
R-HSA-140834,8.743289e-11
R-HSA-69052,0.00086508953
R-HSA-5221030,3.6562735e-09
R-HSA-6781827,0.00017887125
R-HSA-430039,1.8186645e-07
R-HSA-8981373,0.0
R-HSA-71737,2.1846745e-05
R-HSA-194138,2.810097e-05
R-HSA-1445148,5.069942e-05
