ind,Signaling by WNT,Intracellular oxygen transport,Signal regulatory protein family interactions,Reversible hydration of carbon dioxide,Cell junction organization,Peptide hormone metabolism,Synthesis of DNA,Signaling by Hippo,Activation of HOX genes during differentiation,Platelet homeostasis,Mitochondrial biogenesis,"Cell Cycle, Mitotic",Striated Muscle Contraction,Smooth Muscle Contraction,Pyrophosphate hydrolysis,Cell surface interactions at the vascular wall,mTOR signalling,Signaling by Rho GTPases,SLC-mediated transmembrane transport,Response to metal ions,Protein folding,The citric acid (TCA) cycle and respiratory electron transport,Metabolism of amino acids and derivatives,Metabolism of carbohydrates,Collagen formation,Signaling by Nuclear Receptors,RNA Polymerase I Transcription,Degradation of the extracellular matrix,Neurodegenerative Diseases,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Fanconi Anemia Pathway,Membrane Trafficking,Aquaporin-mediated transport,Macroautophagy,Myogenesis,Iron uptake and transport,Ion channel transport,Mismatch Repair,Invadopodia formation,Peroxisomal protein import,Chromosome Maintenance,Innate Immune System,Cardiac conduction,Metabolism of non-coding RNA,ECM proteoglycans,Deadenylation-dependent mRNA decay,Potassium Channels,LGI-ADAM interactions,Integrin signaling,Transmission across Electrical Synapses ,Formation of Fibrin Clot (Clotting Cascade),Metabolism of porphyrins,Nucleotide Excision Repair,Epigenetic regulation of gene expression,Metabolism of vitamins and cofactors,Diseases of Immune System,Transcription from mitochondrial promoters,Metabolism of lipids,Processing of Capped Intron-Containing Pre-mRNA,Intestinal absorption,Meiosis,Cell Cycle Checkpoints,Transmission across Chemical Synapses,Signaling by Receptor Tyrosine Kinases,Mitochondrial calcium ion transport,Digestion,Intracellular signaling by second messengers,Receptor Mediated Mitophagy,Diseases of signal transduction,Metabolism of nitric oxide,Mitochondrial iron-sulfur cluster biogenesis,Dissolution of Fibrin Clot,DNA Damage Reversal,Cytokine Signaling in Immune system,mRNA Capping,Diseases of metabolism,Transcriptional regulation of white adipocyte differentiation,Mitochondrial protein import,Laminin interactions,Regulation of mRNA stability by proteins that bind AU-rich elements,Non-integrin membrane-ECM interactions,Inositol phosphate metabolism,DNA Double-Strand Break Repair,Processing of Capped Intronless Pre-mRNA,Diseases of glycosylation,Integration of energy metabolism,MAPK family signaling cascades,Transcriptional regulation of pluripotent stem cells,Signaling by GPCR,NR1D1 (REV-ERBA) represses gene expression,Post-translational protein modification,mRNA Editing,Cellular responses to stress,rRNA processing,Axon guidance,Protein-protein interactions at synapses,M/G1 Transition,Translation,Integrin cell surface interactions,Regulation of beta-cell development,Factors involved in megakaryocyte development and platelet production,Cilium Assembly,Signaling by TGF-beta family members,Signaling by Leptin,Abacavir transport and metabolism,DNA Damage Bypass,Platelet Adhesion to exposed collagen,Regulated Necrosis,Elastic fibre formation,ABC-family proteins mediated transport,Nonsense-Mediated Decay (NMD),Gene Silencing by RNA,Signaling by NOTCH,Signaling by NODAL,Apoptosis,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Cytosolic iron-sulfur cluster assembly,RNA Polymerase III Transcription,Miscellaneous transport and binding events,RORA activates gene expression,Pink/Parkin Mediated Mitophagy,Signaling by Non-Receptor Tyrosine Kinases,Biological oxidations,Signaling by Hedgehog,Amyloid fiber formation,Binding and Uptake of Ligands by Scavenger Receptors,Diseases of Mismatch Repair (MMR),Protein repair,Death Receptor Signalling,Infectious disease,Base Excision Repair,"Platelet activation, signaling and aggregation",Fertilization,tRNA processing,Chromatin modifying enzymes,Fibronectin matrix formation,"Plasma lipoprotein assembly, remodeling, and clearance",Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Metabolism of nucleotides,Nephrin family interactions,Unfolded Protein Response (UPR),RNA Polymerase II Transcription,Keratinization,Adaptive Immune System,Disorders of transmembrane transporters,O2/CO2 exchange in erythrocytes,Surfactant metabolism
TCGA-BA-4076-01A,2.3610375e-05,-0.0,0.00019194865,-4.3287818e-09,-1.8301924e-05,-1.0483249e-05,-0.0002945215,-2.6556978e-05,-9.3690994e-07,1.7246218e-06,6.4130603e-07,6.654253e-05,-8.0004526e-07,3.8607143e-07,-5.737381e-07,-2.1617843e-06,-1.7448934e-06,-1.4565456e-05,-6.358472e-06,1.403812e-06,-1.4108744e-05,3.6081234e-05,6.256934e-05,-7.6897944e-05,-6.073958e-07,2.4507608e-06,3.0724136e-06,-2.5947637e-07,3.8397216e-06,6.2838835e-06,-3.0709928e-06,7.0529827e-06,7.072271e-07,3.7164084e-06,-7.014357e-08,-8.495694e-06,-6.0935672e-05,4.1565724e-07,-2.2258575e-07,-2.3175644e-09,-8.059894e-06,7.3924995e-05,1.0149315e-06,-1.8651697e-06,3.1461987e-06,2.871649e-06,1.0710681e-06,2.0267221e-10,-1.5687708e-07,-2.340313e-08,6.650541e-10,-6.377098e-08,-6.466498e-05,-8.827346e-06,-6.3107623e-06,-6.9706026e-08,0.0,-8.631571e-06,-4.097288e-06,0.0,-2.9664316e-06,-1.2106783e-05,-2.0881203e-05,-1.4363025e-05,3.1143793e-07,-1.4921782e-09,2.5337627e-08,-8.366866e-05,5.583692e-05,1.282491e-05,2.5028116e-08,6.260738e-09,-5.3493886e-07,-6.5174163e-07,1.77057e-05,-1.5464071e-06,2.0981004e-06,1.54392e-08,-4.155553e-06,0.0001325417,3.7912145e-09,4.4962203e-06,-1.4715884e-05,3.4322704e-06,3.9175822e-05,-1.0023443e-05,-9.180226e-07,1.5823762e-06,1.30266e-06,-3.4537745e-08,1.2428426e-05,7.9775e-08,-7.410335e-05,2.4904628e-07,4.7980895e-05,-1.8631803e-06,1.1801629e-06,-9.704276e-05,1.7948943e-07,-4.917537e-06,8.3801865e-07,-8.9714034e-05,2.6331784e-07,-6.5010604e-06,5.3164223e-07,-1.4682256e-05,2.1741009e-07,-3.3065133e-09,-8.758951e-06,1.317834e-06,7.2448405e-05,1.0337428e-05,9.699435e-07,-3.529432e-07,3.360718e-05,1.484694e-07,-1.4419682e-05,-8.141796e-06,-3.867736e-07,-4.0706266e-07,-1.4462674e-05,4.4992903e-06,-5.002583e-08,0.0001165143,2.3768293e-06,-2.4080737e-05,1.7450579e-05,-2.1543503e-05,0.00017996677,4.5961324e-06,-1.227546e-05,3.926317e-05,-5.729817e-07,9.190346e-06,4.348723e-06,1.0024115e-08,1.4640125e-05,-3.8447857e-07,-9.4132965e-06,7.6113506e-06,1.9979212e-05,-0.00010811227,-1.6889433e-05,0.00015857433,4.489142e-06,1.2163343e-07,-1.8802095e-05
TCGA-BA-5555-01A,3.484318e-05,-0.0,0.00022784113,-1.1792266e-07,-4.2010844e-05,-1.30281505e-05,-0.00031284528,-2.5766392e-05,-9.315566e-07,4.3848027e-06,1.2366467e-06,5.80784e-05,-7.5165724e-07,3.2229784e-07,-5.1677995e-07,-2.4184503e-06,-1.2399186e-06,-1.6240305e-05,-3.7683856e-06,5.008397e-08,-1.6857042e-05,3.396532e-05,6.705757e-05,-6.528312e-05,-6.469832e-07,2.2308363e-06,3.1972822e-06,-8.7722974e-08,3.988425e-06,6.286793e-06,-6.424387e-07,-1.7855004e-05,3.9378557e-07,-4.2685883e-06,-3.0477042e-07,-8.97128e-06,-6.205348e-05,5.6772467e-07,2.1637183e-07,-2.3179518e-09,-6.9509865e-06,6.8469e-05,1.2075989e-06,-2.1835592e-06,4.979864e-06,5.057568e-06,9.180255e-07,1.1807473e-10,-1.704834e-07,-3.675408e-08,4.6989086e-08,-6.3195394e-08,-5.111295e-05,-1.0154701e-05,-8.588277e-06,-2.3130138e-08,0.0,6.029548e-06,-5.026051e-06,0.0,-5.8782666e-06,-1.732711e-05,-2.5577847e-05,-1.7698376e-05,4.6167955e-07,-8.527928e-10,4.6662105e-08,-0.00010279291,6.5051e-05,1.1849629e-05,4.053925e-08,-7.4057986e-09,-8.134783e-07,1.183038e-05,1.8439561e-05,-2.9446217e-06,-6.0217843e-07,6.2695955e-09,-1.2885284e-06,0.00013815901,2.9529712e-08,9.103686e-06,7.9791025e-06,4.50929e-06,4.3970893e-05,-7.1211643e-06,1.2223771e-06,7.8049834e-07,4.292822e-06,-3.4783316e-08,-2.6165344e-06,1.3838539e-07,-7.059653e-05,-8.042279e-08,7.163297e-05,-2.380861e-06,3.4772543e-06,-9.4038594e-05,-2.5863187e-07,-4.365032e-06,6.218849e-07,-9.123628e-05,5.3219117e-07,-3.8029043e-06,3.3383125e-07,-1.9291721e-05,1.5576192e-07,-3.873861e-09,-2.3381632e-05,2.6019463e-06,5.822939e-05,1.0725408e-05,3.164131e-06,-3.2781e-07,3.2882574e-05,1.68535e-07,-1.5494586e-05,2.2048662e-05,-4.6345158e-07,-1.1040628e-06,-1.4867303e-05,4.736829e-06,7.878246e-07,0.00012781368,2.2798079e-06,-2.665962e-05,2.2343142e-05,-1.0368781e-05,0.00013763427,1.6642531e-06,-2.571692e-05,5.0726525e-05,-5.536116e-07,1.2320132e-05,4.676019e-06,5.974321e-09,1.0984308e-05,-8.9714075e-07,-3.9429878e-07,8.202831e-06,2.5323003e-05,-0.000101116304,-2.5092704e-05,0.00013672825,-4.0798105e-07,8.832017e-08,-9.345042e-06
TCGA-BA-6868-01B,2.6799195e-05,-0.0,0.00018314159,1.0542149e-07,-1.6995391e-05,-9.924906e-06,-0.0003000874,-2.0596199e-05,-6.3988e-07,3.2864978e-06,1.0282057e-06,5.9879032e-05,-9.0966415e-07,3.540699e-07,-6.5045265e-07,-2.3647574e-06,-1.4207534e-06,-1.3704721e-05,-3.3331764e-06,6.4414305e-09,-1.5292335e-05,3.818009e-05,6.529222e-05,-3.0700245e-05,-6.061769e-07,3.1762352e-07,3.423172e-06,-2.692235e-07,3.9707515e-06,6.2851745e-06,-7.758615e-07,-6.224614e-06,5.453868e-07,-2.5280754e-06,-2.998541e-07,-9.838179e-06,-3.7795824e-05,4.7672975e-07,-2.0153804e-07,2.6072184e-09,-7.4094924e-06,7.128709e-05,1.4763593e-06,-2.750975e-06,6.281522e-06,3.0160738e-06,9.308436e-07,3.6140624e-10,-2.7192178e-07,-4.077633e-08,2.8690084e-07,-6.471251e-08,-5.238367e-05,-9.626336e-06,-1.1174817e-05,-9.0109204e-08,0.0,-2.928634e-06,-5.37518e-06,0.0,-4.487592e-06,-1.2384253e-05,-2.4677545e-05,-1.3237629e-05,1.2348584e-06,-2.557594e-09,3.5783394e-08,-0.00010407753,6.808662e-05,1.3205619e-05,3.7066886e-08,1.55098e-08,-6.4870005e-07,8.406922e-06,1.8969802e-05,-7.126164e-07,-9.350845e-08,1.810885e-08,-4.9099417e-06,0.00013840877,-1.1233923e-08,1.7748713e-05,-2.0126758e-05,2.341218e-06,3.4505792e-05,9.314779e-07,-1.1302146e-06,2.1038456e-06,-2.2951137e-06,-3.4462513e-08,3.1135274e-05,9.544463e-08,-7.261277e-05,1.1887528e-07,3.752798e-05,-2.3638022e-06,4.946035e-06,-7.8458324e-05,3.089383e-06,-7.0255564e-06,8.043829e-07,-8.475802e-05,1.9154857e-07,-7.660855e-06,3.2857147e-07,-2.1153703e-05,4.5929176e-09,-3.305905e-09,2.0937669e-06,2.0358143e-06,6.2050945e-05,9.152424e-06,2.176082e-06,-3.7664398e-07,3.5033903e-05,-2.0505432e-08,-1.5970287e-05,-4.4805542e-08,-3.5306007e-07,-3.716292e-07,-1.5955588e-05,4.560779e-06,3.4602152e-07,0.000114571,4.813904e-06,-2.7515021e-05,1.917638e-05,-2.7626993e-05,0.000170149,-3.314196e-07,-1.08397235e-05,5.7736113e-05,-5.711026e-07,1.0724548e-05,2.8520722e-06,1.1064927e-07,1.0587492e-05,-4.6076266e-07,-6.038401e-06,1.0112843e-05,2.1442924e-05,-0.00010354964,-2.2560002e-05,0.00014117178,2.5622396e-07,1.1336281e-07,-8.786444e-06
TCGA-CN-5360-01A,3.934864e-05,-8.8652946e-10,0.00024300015,2.7962383e-06,-3.8250368e-05,-1.0881928e-05,-0.00031690722,-2.0863636e-05,-9.227502e-07,3.4190923e-06,9.163065e-07,7.4658885e-05,-9.652498e-07,3.4263272e-07,-3.994409e-07,-2.2763984e-06,-1.2197287e-06,-1.6957583e-05,-1.2619299e-06,6.026496e-08,-1.055418e-05,3.7370744e-05,7.158533e-05,-6.4015316e-05,-6.0430784e-07,7.749513e-07,3.26216e-06,-1.1682349e-07,3.9780734e-06,6.285625e-06,-1.294808e-06,-2.475064e-05,5.0261633e-07,-5.206378e-06,4.438727e-06,-9.167297e-06,-8.988106e-05,5.983638e-07,-1.8140308e-07,2.3168558e-09,-7.885335e-06,7.5010226e-05,1.7918264e-06,-2.1654057e-06,4.308275e-06,2.4606827e-06,8.696915e-07,3.680986e-10,-1.3689673e-07,-3.0498573e-08,8.718352e-08,-6.87156e-08,-5.6884503e-05,-9.283249e-06,-5.3010544e-06,-5.2945218e-08,0.0,3.7897778e-06,-5.6240874e-06,0.0,-4.8038987e-06,-1.807523e-05,-3.123496e-05,-1.5832833e-05,9.0850637e-07,-8.097017e-09,4.039465e-08,-0.00010864869,6.0714614e-05,1.26621635e-05,4.320438e-08,3.6133083e-09,-5.507757e-07,3.5271172e-05,1.8146982e-05,-1.8026775e-06,-4.2179877e-06,1.5898676e-08,-7.1546157e-07,0.00014459708,1.0584551e-07,1.3539882e-05,-1.4662035e-05,2.3874557e-06,2.9398958e-05,-9.730863e-06,2.4118214e-07,1.9645556e-07,7.77927e-07,-3.475532e-08,2.4598376e-06,9.390986e-08,-7.285553e-05,1.14275906e-07,5.4066637e-05,-2.1948454e-06,6.145634e-06,-6.91637e-05,3.3757e-07,-6.247456e-06,8.031005e-07,-7.594732e-05,3.3447964e-07,-1.5669683e-06,6.044805e-07,-2.3043429e-05,4.555714e-07,-4.1550163e-09,-1.8152088e-05,2.1986898e-06,4.5698995e-05,9.887291e-06,3.7494972e-06,-3.77212e-07,3.233062e-05,1.3056716e-07,-1.0841482e-05,7.1392133e-06,-3.4809213e-07,-8.899274e-07,-1.4161893e-05,9.951633e-06,2.0192638e-07,0.00012480713,3.3681035e-06,-2.6587326e-05,2.165966e-05,-1.3672507e-05,0.00013553274,3.1904801e-06,-2.3947256e-05,4.332306e-05,-5.768952e-07,1.0176934e-05,6.9183e-06,2.1959918e-08,9.294785e-06,-8.4008184e-07,6.8540626e-06,9.538941e-06,2.2747832e-05,-9.569405e-05,-1.2964896e-05,0.00013274039,3.4489742e-06,8.145183e-08,-1.7655506e-05
TCGA-CN-6012-01A,3.873636e-05,-0.0,0.00022419414,2.5717839e-08,-3.0454989e-05,-1.0785998e-05,-0.0002984822,-2.8743163e-05,-6.705257e-07,3.2982366e-06,1.1201123e-06,6.657314e-05,-5.3886635e-07,3.1351283e-07,-3.2372822e-07,-2.4361125e-06,-1.6822275e-06,-1.5575839e-05,-4.80705e-06,1.04365085e-08,-1.1883205e-05,2.4027393e-05,7.2660536e-05,-6.799622e-05,-5.929963e-07,1.3015955e-06,3.3892184e-06,-9.747941e-08,3.9623524e-06,6.0444977e-06,2.9887326e-07,-1.9557428e-05,5.2240966e-07,-1.9737158e-07,-1.9751087e-07,-9.4047355e-06,-9.313561e-05,5.421596e-07,-1.2406136e-07,-4.634775e-09,-5.7960215e-06,8.207529e-05,8.598897e-07,-2.3240436e-06,5.0537014e-06,3.4765321e-06,9.742064e-07,2.1746374e-10,-1.2918764e-07,-1.8830647e-08,3.1023337e-09,-6.5999565e-08,-5.7190722e-05,-8.514487e-06,-7.681822e-06,-3.7842383e-08,0.0,-2.545935e-06,-3.553725e-06,0.0,-7.67117e-06,-1.2831058e-05,-2.7390228e-05,-1.8488976e-05,6.815377e-07,-5.755099e-09,3.9644224e-08,-6.540955e-05,5.610131e-05,1.2569923e-05,2.7366152e-08,2.0625658e-08,-5.893813e-07,2.3344934e-05,1.6317163e-05,-2.478575e-06,-5.703498e-06,1.2420061e-08,-1.0988603e-06,0.00014412381,9.574506e-08,9.129315e-06,-3.3378362e-06,3.7119373e-06,3.5248526e-05,-4.098453e-06,-3.6352566e-07,4.7357113e-07,-3.097567e-06,-3.452865e-08,-3.8796993e-06,1.06881174e-07,-7.287268e-05,-5.529276e-09,5.1555748e-05,-1.3626315e-06,6.8255163e-06,-9.324796e-05,3.047467e-08,-6.206236e-06,6.9385874e-07,-6.680902e-05,4.961369e-07,-5.805989e-06,4.2663706e-07,-1.9392397e-05,2.2238511e-07,-3.4951622e-09,-2.432014e-05,2.123305e-06,5.514117e-05,9.3588615e-06,-2.6279008e-06,-3.88054e-07,3.3891694e-05,1.0341643e-07,-1.1362175e-05,6.945355e-06,-4.141676e-07,-7.073833e-07,-1.13626365e-05,1.15403645e-05,5.449617e-07,0.00011372986,3.014024e-06,-2.6406331e-05,2.1406257e-05,-9.374016e-06,0.00016222177,3.8075027e-06,-2.040805e-05,5.1864423e-05,-6.4686606e-07,1.2984787e-05,4.990542e-06,1.1732417e-08,1.0368637e-05,-6.45784e-07,1.0260686e-06,8.711884e-06,2.0299136e-05,-9.709333e-05,-2.2267011e-05,0.0001429878,3.0441563e-06,2.6145072e-08,-2.0753494e-05
TCGA-CN-6023-01A,3.7127727e-05,-0.0,0.00024236758,2.3179267e-08,-3.471865e-05,-1.251327e-05,-0.00033695303,-2.6762424e-05,-3.9593456e-07,6.2122454e-06,1.0944487e-06,6.578656e-05,-6.054783e-07,2.2326773e-07,-6.548098e-07,-2.3964806e-06,-1.3531692e-06,-1.1064081e-05,-4.0576883e-06,3.773762e-08,-1.556576e-05,3.399849e-05,7.033475e-05,-6.793855e-05,-5.188353e-07,6.267293e-07,3.1681338e-06,-1.583899e-07,3.9187457e-06,6.2696668e-06,-7.1389286e-07,-2.6762598e-05,2.9211583e-07,-8.925618e-06,-3.9016436e-07,-9.95783e-06,-4.1808245e-05,5.893124e-07,-2.0572936e-07,-1.9122325e-08,-7.5249186e-06,9.664063e-05,2.4327185e-06,-2.175741e-06,4.152675e-06,3.927523e-06,7.989999e-07,5.9705735e-10,-1.9154014e-07,-2.2928582e-08,1.4182844e-08,-5.5921635e-08,-5.1056224e-05,-1.0278322e-05,-1.0848051e-05,-4.99896e-08,0.0,-6.7536257e-07,-5.4879088e-06,0.0,-6.3497596e-06,-1.7272272e-05,-2.958936e-05,-2.0237068e-05,7.178158e-07,-4.9040993e-09,4.7550905e-08,-0.00014668594,6.110542e-05,1.2519396e-05,6.436661e-08,1.8511182e-08,-5.2436025e-07,2.9760135e-05,1.8441857e-05,-2.6838272e-06,-5.452509e-06,1.5441154e-08,-1.7679682e-07,0.00013134755,1.2356881e-07,2.8726377e-06,3.1271288e-06,4.393681e-06,2.3367635e-05,9.072938e-07,6.3634735e-07,-7.5877324e-07,4.5480365e-06,-3.5029615e-08,-2.1816139e-05,8.5081275e-08,-7.612915e-05,-2.5745916e-07,7.961124e-05,-2.112614e-06,1.0309411e-07,-0.000105077444,-3.3285923e-09,-5.5177165e-06,6.7209317e-07,-9.0912894e-05,5.591492e-07,-1.4288852e-06,2.8336558e-07,-2.3452705e-05,5.017055e-07,-4.1578145e-09,-2.836385e-05,2.311539e-06,6.478885e-05,9.383074e-06,5.322607e-06,-3.4916494e-07,3.2008684e-05,-8.310381e-09,-1.639957e-05,7.66076e-06,-4.6438058e-07,-6.7177274e-07,-1.5342166e-05,1.1785784e-05,-6.015562e-08,0.00013124749,3.0381407e-06,-2.4228993e-05,2.2125741e-05,-1.4177981e-05,0.00014431753,7.98381e-08,-2.8390874e-05,6.0916904e-05,-7.1344203e-07,9.8663995e-06,7.440679e-06,7.896663e-09,9.024704e-06,-7.441244e-07,2.121513e-06,9.075233e-06,2.6998267e-05,-0.0001038527,-3.194091e-05,0.00015080842,-8.503061e-07,1.746893e-08,-2.6017638e-05
TCGA-CN-6023-01A,3.7127727e-05,-0.0,0.00024236758,2.3179267e-08,-3.471865e-05,-1.251327e-05,-0.00033695303,-2.6762424e-05,-3.9593456e-07,6.2122454e-06,1.0944487e-06,6.578656e-05,-6.054783e-07,2.2326773e-07,-6.548098e-07,-2.3964806e-06,-1.3531692e-06,-1.1064081e-05,-4.0576883e-06,3.773762e-08,-1.556576e-05,3.399849e-05,7.033475e-05,-6.793855e-05,-5.188353e-07,6.267293e-07,3.1681338e-06,-1.583899e-07,3.9187457e-06,6.2696668e-06,-7.1389286e-07,-2.6762598e-05,2.9211583e-07,-8.925618e-06,-3.9016436e-07,-9.95783e-06,-4.1808245e-05,5.893124e-07,-2.0572936e-07,-1.9122325e-08,-7.5249186e-06,9.664063e-05,2.4327185e-06,-2.175741e-06,4.152675e-06,3.927523e-06,7.989999e-07,5.9705735e-10,-1.9154014e-07,-2.2928582e-08,1.4182844e-08,-5.5921635e-08,-5.1056224e-05,-1.0278322e-05,-1.0848051e-05,-4.99896e-08,0.0,-6.7536257e-07,-5.4879088e-06,0.0,-6.3497596e-06,-1.7272272e-05,-2.958936e-05,-2.0237068e-05,7.178158e-07,-4.9040993e-09,4.7550905e-08,-0.00014668594,6.110542e-05,1.2519396e-05,6.436661e-08,1.8511182e-08,-5.2436025e-07,2.9760135e-05,1.8441857e-05,-2.6838272e-06,-5.452509e-06,1.5441154e-08,-1.7679682e-07,0.00013134755,1.2356881e-07,2.8726377e-06,3.1271288e-06,4.393681e-06,2.3367635e-05,9.072938e-07,6.3634735e-07,-7.5877324e-07,4.5480365e-06,-3.5029615e-08,-2.1816139e-05,8.5081275e-08,-7.612915e-05,-2.5745916e-07,7.961124e-05,-2.112614e-06,1.0309411e-07,-0.000105077444,-3.3285923e-09,-5.5177165e-06,6.7209317e-07,-9.0912894e-05,5.591492e-07,-1.4288852e-06,2.8336558e-07,-2.3452705e-05,5.017055e-07,-4.1578145e-09,-2.836385e-05,2.311539e-06,6.478885e-05,9.383074e-06,5.322607e-06,-3.4916494e-07,3.2008684e-05,-8.310381e-09,-1.639957e-05,7.66076e-06,-4.6438058e-07,-6.7177274e-07,-1.5342166e-05,1.1785784e-05,-6.015562e-08,0.00013124749,3.0381407e-06,-2.4228993e-05,2.2125741e-05,-1.4177981e-05,0.00014431753,7.98381e-08,-2.8390874e-05,6.0916904e-05,-7.1344203e-07,9.8663995e-06,7.440679e-06,7.896663e-09,9.024704e-06,-7.441244e-07,2.121513e-06,9.075233e-06,2.6998267e-05,-0.0001038527,-3.194091e-05,0.00015080842,-8.503061e-07,1.746893e-08,-2.6017638e-05
TCGA-CN-6992-01A,3.6242367e-05,-0.0,0.00023063911,4.558828e-08,-2.5397643e-05,-1.21800485e-05,-0.00023553694,-2.1667312e-05,-7.473261e-07,3.9256374e-06,1.7169074e-07,6.766488e-05,-5.0210485e-07,2.8690087e-07,-5.9495875e-07,-2.3793236e-06,-1.2100705e-06,-1.9246245e-05,-6.2348417e-06,2.6976255e-07,-1.4646125e-05,3.37645e-05,6.9122274e-05,-6.077591e-05,-6.2587986e-07,1.2071249e-06,3.3430658e-06,-9.6901495e-08,3.9481797e-06,6.225646e-06,-2.675477e-07,-1.8277804e-05,4.777683e-07,-2.6653836e-06,-7.1194466e-07,-9.579446e-06,-8.8881476e-05,6.4921886e-07,-2.920476e-08,-1.2744799e-08,-6.7486676e-06,8.112387e-05,9.826233e-06,-2.5777576e-06,5.02101e-06,4.092814e-06,1.00762e-06,1.4027514e-10,-1.9200577e-07,-2.1631879e-08,3.4349525e-09,-5.97394e-08,-4.467332e-05,-9.424475e-06,-1.1463213e-05,-4.1771113e-08,0.0,-2.0001496e-06,-5.2645164e-06,0.0,-8.225484e-06,-2.0466341e-05,-2.7390253e-05,-1.658189e-05,8.457374e-07,-2.5581626e-09,4.2493753e-08,-8.577628e-05,6.5069435e-05,1.2658372e-05,5.1798228e-08,1.445654e-08,-6.629795e-07,1.8809573e-05,1.8827724e-05,-2.6673495e-06,-1.6999467e-06,1.3347794e-08,-6.8445283e-06,0.00013779497,8.7636955e-08,2.584254e-05,-3.3902595e-06,4.175694e-06,1.6259572e-05,-7.59442e-06,-3.1151257e-07,1.1734139e-07,7.335063e-08,-3.5020598e-08,-4.331479e-05,1.0884459e-07,-7.819525e-05,-1.1223584e-07,4.015823e-05,-2.3549594e-06,1.6775597e-06,-0.000116385054,3.813416e-07,-7.2980297e-06,8.7485483e-07,-7.7845216e-05,5.8953606e-07,-6.4931137e-06,1.1093634e-06,-1.1743201e-05,2.9984582e-07,-3.6845946e-09,-1.9761997e-05,2.4437009e-06,5.4181695e-05,9.482408e-06,3.0130984e-06,-3.481396e-07,3.3025204e-05,7.385103e-09,-1.2431951e-05,1.5201589e-05,-4.4060516e-07,-8.194256e-07,-1.5729865e-05,5.198622e-06,1.9157267e-07,0.00013396417,5.4438447e-06,-2.7227672e-05,2.2508759e-05,-1.6112352e-05,0.00013635228,3.944546e-06,-2.3121747e-05,5.331731e-05,-6.0701115e-07,1.0842717e-05,4.3359655e-06,2.4322919e-08,6.6141943e-06,-1.083789e-06,-2.16829e-06,9.480372e-06,2.43753e-05,-9.570081e-05,-2.2953134e-05,0.00012294429,-5.4547377e-07,1.1061856e-08,-1.2401112e-05
TCGA-CN-A63T-01A,3.2172367e-05,-0.0,0.0002084081,6.869801e-09,-2.2930239e-05,-9.42546e-06,-0.0002816227,-1.6257949e-05,-1.0285423e-06,2.1688206e-06,1.5419993e-06,7.9766054e-05,-9.738595e-07,3.1171123e-07,-7.0369595e-07,-2.355468e-06,-1.7210515e-06,-1.4264785e-05,-5.700762e-06,2.2599513e-06,-1.1619844e-05,2.9746521e-05,6.905619e-05,-4.6391866e-05,-6.0303387e-07,1.557596e-06,3.187774e-06,-1.02684545e-07,3.981344e-06,6.2776417e-06,-5.445345e-07,-8.660132e-06,5.81068e-07,-1.8890881e-06,1.2660665e-06,-1.0956588e-05,-3.5465e-05,2.943802e-07,-2.3324054e-07,-1.7366164e-09,-7.419938e-06,6.080972e-05,4.301179e-06,-2.0158288e-06,4.247445e-06,2.8347074e-06,1.0194473e-06,7.196243e-11,-1.1025512e-07,-2.3706827e-08,2.9137735e-07,-6.56433e-08,-5.9385387e-05,-9.335633e-06,-6.27009e-06,-6.661099e-08,0.0,3.8075572e-07,-4.8588436e-06,0.0,-6.6083367e-06,-9.263911e-06,-2.837807e-05,-1.4325307e-05,5.321534e-07,-4.2592934e-09,3.2064253e-08,-8.3038656e-05,5.347208e-05,1.2345132e-05,5.2180862e-08,-6.1649486e-10,-5.334548e-07,1.4126914e-05,1.779635e-05,-1.6878392e-06,-2.39791e-06,1.1714003e-08,1.0233874e-06,0.00012901942,-9.335713e-09,2.597761e-05,-1.5697398e-05,3.8671997e-06,4.212571e-05,-5.512058e-06,3.10654e-07,9.88045e-07,-2.99265e-06,-3.3967932e-08,3.909558e-06,1.3087059e-07,-7.881634e-05,5.6144973e-08,6.510258e-05,-1.93476e-06,3.3155964e-06,-7.7991666e-05,-1.0689588e-07,-2.8454251e-06,7.7283164e-07,-5.9530284e-05,5.1027604e-07,-4.8165175e-06,3.5742045e-07,-1.936732e-05,-8.2435285e-09,-4.1528003e-09,-2.2543238e-05,1.8372709e-06,8.4862484e-05,1.1631987e-05,2.1418175e-06,-3.1640624e-07,3.1256608e-05,-2.2121394e-08,-9.482683e-06,3.0273022e-06,-4.2304296e-07,-2.448811e-07,-1.29456e-05,5.3345266e-06,9.332235e-07,0.0001237732,1.654098e-06,-2.6153995e-05,1.2372674e-05,-1.9585368e-05,0.00013504838,4.9258574e-06,-1.4887381e-05,5.015743e-05,-7.411537e-07,1.1057722e-05,4.775527e-06,4.0492987e-09,6.8546833e-06,-2.8262917e-07,-7.95006e-06,8.582057e-06,1.9917403e-05,-9.825572e-05,-9.946393e-06,0.00015303795,2.104025e-06,4.6618613e-08,-1.6297614e-05
