ind,Cellular responses to stress,Signaling by Nuclear Receptors,"Platelet activation, signaling and aggregation",Diseases of signal transduction,Axon guidance,Fertilization,Intracellular signaling by second messengers,Response to metal ions,ABC-family proteins mediated transport,Integration of energy metabolism,Metabolism of nitric oxide,ECM proteoglycans,Signaling by NOTCH,Translation,Ion channel transport,"Cell Cycle, Mitotic",Laminin interactions,Cardiac conduction,Chromosome Maintenance,Binding and Uptake of Ligands by Scavenger Receptors,Intestinal absorption,Chromatin modifying enzymes,RNA Polymerase III Transcription,Base Excision Repair,Potassium Channels,Elastic fibre formation,Membrane Trafficking,Platelet homeostasis,M/G1 Transition,Mitochondrial iron-sulfur cluster biogenesis,Inositol phosphate metabolism,Non-integrin membrane-ECM interactions,Diseases of glycosylation,Aquaporin-mediated transport,Formation of Fibrin Clot (Clotting Cascade),Iron uptake and transport,Unfolded Protein Response (UPR),Biological oxidations,Nephrin family interactions,Processing of Capped Intronless Pre-mRNA,Transcription from mitochondrial promoters,Reversible hydration of carbon dioxide,Metabolism of non-coding RNA,Disorders of transmembrane transporters,Signaling by Rho GTPases,Post-translational protein modification,Metabolism of amino acids and derivatives,Invadopodia formation,Diseases of Immune System,Peroxisomal protein import,Fibronectin matrix formation,tRNA processing,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",DNA Damage Reversal,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Dissolution of Fibrin Clot,Receptor Mediated Mitophagy,Diseases of Mismatch Repair (MMR),NR1D1 (REV-ERBA) represses gene expression,O2/CO2 exchange in erythrocytes,Intracellular oxygen transport,Macroautophagy,Innate Immune System,Signaling by TGF-beta family members,Keratinization,Mitochondrial protein import,Metabolism of carbohydrates,Deadenylation-dependent mRNA decay,Amyloid fiber formation,RORA activates gene expression,Mitochondrial calcium ion transport,Digestion,Integrin cell surface interactions,Myogenesis,Nucleotide Excision Repair,Cytokine Signaling in Immune system,Peptide hormone metabolism,Transmission across Chemical Synapses,Signal regulatory protein family interactions,Degradation of the extracellular matrix,Transmission across Electrical Synapses ,Metabolism of vitamins and cofactors,Mitochondrial biogenesis,Activation of HOX genes during differentiation,"Plasma lipoprotein assembly, remodeling, and clearance",Apoptosis,Integrin signaling,Factors involved in megakaryocyte development and platelet production,Signaling by Non-Receptor Tyrosine Kinases,Smooth Muscle Contraction,Protein-protein interactions at synapses,LGI-ADAM interactions,Signaling by Hedgehog,Cell surface interactions at the vascular wall,Epigenetic regulation of gene expression,Pyrophosphate hydrolysis,Striated Muscle Contraction,Protein repair,Fanconi Anemia Pathway,Death Receptor Signalling,Diseases of metabolism,Infectious disease,Signaling by GPCR,RNA Polymerase I Transcription,Meiosis,Synthesis of DNA,mTOR signalling,Surfactant metabolism,SLC-mediated transmembrane transport,Metabolism of nucleotides,Signaling by WNT,Regulation of mRNA stability by proteins that bind AU-rich elements,Neurodegenerative Diseases,Regulated Necrosis,Signaling by Hippo,Signaling by Receptor Tyrosine Kinases,RNA Polymerase II Transcription,Signaling by Leptin,Transcriptional regulation of pluripotent stem cells,mRNA Capping,Cytosolic iron-sulfur cluster assembly,MAPK family signaling cascades,Processing of Capped Intron-Containing Pre-mRNA,Platelet Adhesion to exposed collagen,Transcriptional regulation of white adipocyte differentiation,Metabolism of lipids,Cell junction organization,Signaling by NODAL,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),mRNA Editing,Metabolism of porphyrins,Gene Silencing by RNA,Cell Cycle Checkpoints,Miscellaneous transport and binding events,Protein folding,Nonsense-Mediated Decay (NMD),The citric acid (TCA) cycle and respiratory electron transport,Mismatch Repair,Adaptive Immune System,DNA Double-Strand Break Repair,rRNA processing,DNA Damage Bypass,Collagen formation,Regulation of beta-cell development,Abacavir transport and metabolism,Cilium Assembly,Pink/Parkin Mediated Mitophagy
GSM1594220,2.982526e-05,-8.805931e-08,-5.550475e-07,-2.886926e-06,9.671237e-06,4.498291e-07,-2.6028713e-09,3.914728e-09,5.3529188e-08,4.734609e-06,1.1311251e-08,1.1851048e-06,-9.757945e-09,1.0655892e-05,2.3599732e-06,1.6642894e-06,3.971055e-08,3.6709133e-07,-0.00013529763,2.1624532e-05,-0.0,-0.0008031467,-6.4725043e-07,-6.709411e-06,-5.5147456e-08,1.9264267e-10,1.4153436e-05,1.8547444e-08,-1.0588323e-06,1.2038123e-07,-9.366918e-06,-1.3959233e-08,-1.943577e-06,-1.5748803e-06,5.287113e-07,5.709284e-07,6.4340915e-05,2.432019e-07,-4.0567502e-07,-1.2550098e-06,9.029458e-06,-2.620025e-09,3.6123048e-08,1.5937301e-08,2.856377e-07,-1.2544378e-05,-0.00013113781,-6.6789924e-10,-3.5013493e-08,1.2614609e-07,0.0,5.6130256e-07,-1.8111812e-08,5.327494e-07,1.3459965e-09,1.3125731e-08,1.715079e-11,7.1108486e-10,-3.8379123e-11,1.931138e-05,0.0,2.9809146e-06,2.3604156e-05,1.5761333e-09,7.346823e-07,-1.4689398e-06,-3.6484519e-06,7.127767e-07,-1.1980633e-07,-1.4316652e-11,1.8146653e-07,3.9598717e-08,-8.209409e-08,-5.6122076e-06,-5.0823917e-07,3.3475266e-05,-4.7909515e-07,2.4538244e-06,-6.0586683e-07,7.2030275e-07,1.2674934e-08,-7.259531e-05,-8.562667e-07,-3.6541996e-07,-1.0618118e-06,-5.2399704e-05,3.295884e-10,-5.20305e-09,-1.04754164e-10,1.486942e-07,2.2148375e-07,-1.2980968e-08,-2.2963707e-10,6.1237654e-07,-2.9383611e-06,3.2144357e-07,-5.4949527e-07,6.1774347e-10,-2.8053664e-06,-1.6364574e-08,-1.2460377e-07,-6.8011565e-09,2.0414492e-09,-8.598994e-06,-6.432741e-07,3.8198027e-06,-4.4904416e-10,-8.887349e-10,-2.711328e-05,5.7504244e-06,4.234586e-08,5.6132994e-06,6.715263e-08,-1.6343368e-07,7.8246686e-13,8.732191e-09,7.3023126e-05,-1.2722027e-08,-3.7698612e-06,-1.4097668e-06,-7.498768e-07,-3.5655695e-12,-3.261768e-05,2.0322332e-06,-4.840529e-07,8.444332e-06,1.0491343e-08,3.9716878e-07,4.520096e-06,2.9460454e-08,5.7257854e-10,3.6051787e-07,2.3218515e-06,-1.938127e-09,2.4884291e-06,-5.8114614e-07,1.1095203e-05,-7.9593384e-08,-2.8780723e-05,9.34613e-07,8.889896e-06,-6.626165e-05,-2.3808141e-07,-9.160808e-09,4.500288e-08,1.0448595e-05,-3.5610241e-09
GSM1594225,2.9976147e-05,-8.90075e-08,-3.4318523e-07,-2.8052707e-06,9.863243e-06,4.4776925e-07,-2.8467653e-09,3.9148214e-09,6.289974e-08,4.8443158e-06,1.1226731e-08,1.2934311e-06,-1.0237172e-08,1.0729027e-05,2.4824687e-06,1.5956606e-06,4.1443748e-08,3.4602888e-07,-0.00013102345,2.3097022e-05,-0.0,-0.0007859791,-6.141093e-07,-7.767186e-06,-4.7610552e-08,1.8539591e-10,1.4689118e-05,1.9511392e-08,-1.0192389e-06,1.392739e-07,-7.905125e-06,-1.4910336e-08,-1.9302308e-06,-1.5216177e-06,5.011332e-07,6.196143e-07,6.423946e-05,2.4845548e-07,-3.946122e-07,-1.2195052e-06,8.8494735e-06,-2.5989442e-09,6.873172e-08,1.5585288e-08,2.6430976e-07,-1.2515068e-05,-0.00013260436,-8.906417e-10,-3.6947124e-08,1.3214905e-07,0.0,5.733851e-07,-1.7543485e-08,5.4342405e-07,1.2362544e-09,1.4479601e-08,1.8344333e-11,7.3997986e-10,-3.8380053e-11,1.723688e-05,0.0,2.9778885e-06,2.4950268e-05,1.5989249e-09,7.1688186e-07,-1.4398624e-06,-3.007808e-06,6.512269e-07,-1.6205179e-07,-1.4316999e-11,1.8755907e-07,3.583605e-08,-8.546113e-08,-5.4576444e-06,-1.0112628e-06,3.3847387e-05,-4.6689576e-07,2.3799105e-06,-5.8842414e-07,6.8176416e-07,1.2400621e-08,-7.27517e-05,-1.0419134e-06,-3.555738e-07,-1.0265071e-06,-5.3639124e-05,3.2922046e-10,-4.1928243e-09,-8.963708e-11,1.4219854e-07,2.3769988e-07,-1.10912755e-08,-3.6239756e-10,5.3851284e-07,-3.0803276e-06,3.0384666e-07,-1.1159501e-06,6.177604e-10,-2.43992e-06,-1.3895365e-08,-1.2314143e-07,-6.6368093e-09,2.909e-09,-8.444045e-06,5.9826353e-09,3.926731e-06,-5.3426397e-10,3.4153197e-10,-2.8919343e-05,5.6865165e-06,4.4013014e-08,5.3765575e-06,6.414559e-08,-2.2056845e-07,7.8248497e-13,1.47450265e-08,7.133331e-05,-1.2269506e-08,-4.090556e-06,-1.4355996e-06,-6.8363175e-07,-1.9186605e-11,-3.0672596e-05,2.0000807e-06,-5.170369e-07,9.38583e-06,2.2659732e-08,4.170005e-07,4.3107484e-06,2.7516156e-08,1.2596962e-09,7.1355934e-08,2.4104947e-06,4.4418638e-09,2.2880433e-06,-5.868707e-07,1.0596519e-05,-9.118113e-08,-2.5987616e-05,1.509704e-06,8.943139e-06,-6.475345e-05,-2.475945e-07,-8.086067e-09,4.23785e-08,1.0153828e-05,-3.4517602e-09
GSM1594260,2.7418479e-05,-8.762902e-08,-4.6241828e-07,-2.914865e-06,9.566247e-06,4.858281e-07,-2.7106126e-09,3.9149484e-09,1.2735292e-07,5.0035896e-06,1.2074344e-08,1.2624702e-06,-9.733908e-09,1.0831266e-05,2.447141e-06,1.5535566e-06,4.0968036e-08,3.5388524e-07,-0.00013424612,2.4272422e-05,-0.0,-0.0008017818,-6.8079765e-07,-8.693076e-06,-4.9816247e-08,1.853614e-10,1.5796299e-05,1.832301e-08,-1.0403975e-06,1.542185e-07,-9.373794e-06,-1.4998093e-08,-1.9743711e-06,-1.516283e-06,4.9943355e-07,6.0901186e-07,6.251404e-05,2.5260803e-07,-3.8383052e-07,-1.2740995e-06,9.159978e-06,-2.7680531e-09,2.1479505e-09,1.6190924e-08,2.6021848e-07,-1.47846395e-05,-0.00012992293,-8.904759e-10,-4.612717e-08,1.2207096e-07,0.0,5.9122937e-07,-1.9252816e-08,5.30957e-07,1.291179e-09,1.0951851e-08,1.6853303e-11,6.912658e-10,-3.6712182e-11,1.2694309e-05,0.0,3.0106262e-06,2.4516587e-05,1.6008326e-09,7.457045e-07,-1.5456646e-06,-3.976027e-06,5.643227e-07,-1.2129289e-07,-1.6920472e-11,1.8507114e-07,4.1475104e-08,-8.616668e-08,-5.4655197e-06,-1.8463015e-06,3.2525568e-05,-4.5616343e-07,2.4465016e-06,-5.999452e-07,6.569185e-07,1.6002238e-08,-7.346737e-05,-7.983898e-07,-2.574569e-07,-1.1080176e-06,-5.5036206e-05,3.4396982e-10,-5.253791e-09,-1.023797e-10,1.2626805e-07,2.2277985e-07,-1.2611721e-08,-3.6328007e-10,6.398398e-07,-3.1612512e-06,3.0805836e-07,-1.0653581e-06,6.1776584e-10,-2.3049745e-06,-1.2756148e-08,-1.2690093e-07,-6.134823e-09,2.5020246e-09,-8.69899e-06,-1.7107567e-06,3.874845e-06,-5.108046e-10,3.2601064e-10,-2.7419925e-05,5.820764e-06,4.0563105e-08,5.5441574e-06,6.4648304e-08,-1.6486526e-07,8.1318784e-13,1.0046725e-08,7.303838e-05,-1.2590104e-08,-4.0707205e-06,-1.379596e-06,-7.6513226e-07,7.182394e-11,-2.9517027e-05,1.9560487e-06,-5.2660283e-07,7.936285e-06,1.846412e-08,4.522911e-07,4.580483e-06,3.052353e-08,9.1616653e-10,1.3714971e-07,2.342928e-06,2.422689e-09,2.246381e-06,-5.947619e-07,1.1490295e-05,-7.6365374e-08,-2.8868642e-05,1.0598827e-06,8.10945e-06,-6.829972e-05,-2.4350453e-07,-8.861535e-09,4.4629846e-08,1.0814994e-05,-3.5364316e-09
GSM1594267,2.5352272e-05,-8.929689e-08,-6.019853e-07,-2.8489078e-06,9.625787e-06,4.806584e-07,-2.596305e-09,3.809199e-09,1.5064515e-07,4.497765e-06,1.1608541e-08,1.3853665e-06,-9.4962385e-09,1.0714842e-05,2.4098165e-06,1.5244059e-06,3.6905572e-08,3.5267632e-07,-0.00013079739,2.196041e-05,-0.0,-0.0007827665,-6.8571444e-07,-8.4296025e-06,-4.897259e-08,1.8175414e-10,1.4181739e-05,1.8093424e-08,-1.0395215e-06,1.4022474e-07,-8.3792875e-06,-1.531588e-08,-1.9734762e-06,-1.5659555e-06,5.084872e-07,5.8895523e-07,6.0709073e-05,2.529806e-07,-3.8625024e-07,-1.2652163e-06,9.280455e-06,-2.725845e-09,-2.206476e-08,1.5984154e-08,2.567486e-07,-1.4051703e-05,-0.00012788492,-1.4101318e-09,-4.223546e-08,1.17913416e-07,0.0,5.822442e-07,-1.8416813e-08,5.238326e-07,1.2666919e-09,1.37390375e-08,1.7450149e-11,6.966903e-10,-3.6712747e-11,1.2768271e-05,0.0,3.109076e-06,2.288962e-05,1.5686411e-09,7.5128827e-07,-1.5120944e-06,-3.8948915e-06,6.183383e-07,-1.4402247e-07,-1.4317543e-11,1.8170245e-07,3.8006526e-08,-9.5214816e-08,-5.4201296e-06,-1.6471733e-06,3.217264e-05,-4.5724536e-07,2.286519e-06,-6.1777985e-07,6.3136673e-07,1.49856e-08,-7.3757124e-05,-8.2125e-07,-2.8714004e-07,-1.0790897e-06,-5.3953096e-05,3.471089e-10,-5.354912e-09,-9.978296e-11,1.229611e-07,2.2223125e-07,-1.2099563e-08,-3.719247e-10,5.7328907e-07,-3.1494455e-06,3.034663e-07,-1.1055447e-06,4.633328e-10,-2.4883682e-06,-1.4101436e-08,-1.2566339e-07,-5.6229905e-09,2.3536257e-09,-8.718931e-06,-5.0696887e-08,3.7777731e-06,-5.416829e-10,-2.639182e-10,-2.6908107e-05,5.913212e-06,4.0515143e-08,5.522271e-06,6.350406e-08,-1.4411705e-07,8.055283e-13,8.873466e-09,7.084801e-05,-1.2092638e-08,-3.92456e-06,-1.3407613e-06,-6.423235e-07,7.1825004e-11,-2.6866774e-05,1.949169e-06,-5.1814465e-07,7.753375e-06,2.2346985e-08,4.263607e-07,4.205253e-06,3.059953e-08,2.2904603e-09,1.9258079e-07,2.3136008e-06,1.8574818e-09,2.4153808e-06,-5.968929e-07,1.1290201e-05,-7.2662104e-08,-2.8359991e-05,1.2839818e-06,7.774416e-06,-6.651597e-05,-2.4946652e-07,-8.1021625e-09,4.5005752e-08,1.1205425e-05,-3.4539545e-09
GSM1594347,1.7689472e-05,-9.0972414e-08,-5.2138046e-07,-2.719711e-06,9.192719e-06,4.5113543e-07,-1.9075612e-09,4.020539e-09,2.8473465e-07,5.8848295e-06,1.1607415e-08,1.3160055e-06,-9.341525e-09,1.0878951e-05,1.9265897e-06,1.7645659e-06,4.277113e-08,3.4281996e-07,-0.00011770571,2.1202995e-05,-0.0,-0.00080064754,-5.9560983e-07,-6.0489824e-06,-5.180046e-08,1.99914e-10,1.3636432e-05,1.7783147e-08,-9.2665783e-07,1.17114524e-07,-6.290739e-06,-1.5054049e-08,-2.0261941e-06,-1.6296233e-06,4.7995485e-07,6.060387e-07,6.534023e-05,2.1998e-07,-4.0760224e-07,-1.2800549e-06,8.575775e-06,-2.5988096e-09,-1.3277447e-08,1.7240428e-08,3.0957472e-07,-1.1450357e-05,-0.00011954618,1.4842338e-10,-4.865712e-08,1.2486338e-07,0.0,5.440708e-07,-1.7740057e-08,5.0980793e-07,1.2024307e-09,1.7357678e-08,1.7299558e-11,6.966319e-10,-3.670968e-11,1.9745723e-05,0.0,3.1469767e-06,2.563744e-05,1.7592984e-09,7.278804e-07,-1.5149063e-06,-4.074918e-06,7.023598e-07,-1.6056152e-08,-1.5617833e-11,1.6974874e-07,4.3633637e-08,-8.560825e-08,-5.5597384e-06,2.7607448e-06,3.193404e-05,-4.7478989e-07,2.4909637e-06,-6.5878555e-07,6.96489e-07,1.7926277e-08,-7.397496e-05,-9.238175e-07,-3.458142e-07,-1.0185857e-06,-5.186414e-05,3.1423952e-10,-6.592069e-09,-7.684652e-11,1.4589459e-07,2.2934816e-07,-1.37858525e-08,-3.2706293e-10,6.5503997e-07,-2.4901735e-06,2.9634353e-07,-1.19233e-06,6.177293e-10,-2.9225866e-06,-1.5026806e-08,-1.2551196e-07,-6.497922e-09,1.4892475e-09,-8.616319e-06,1.7346714e-06,4.072491e-06,-3.101864e-10,-2.0917779e-09,-3.1459662e-05,5.4729153e-06,4.1762345e-08,5.5936175e-06,6.03395e-08,-1.8020002e-07,7.824529e-13,1.9255289e-08,7.413665e-05,-1.2168161e-08,-4.2247457e-06,-1.380228e-06,-7.4030163e-07,-3.1919765e-11,-2.4835446e-05,1.966132e-06,-5.556472e-07,7.808619e-06,4.632019e-08,4.4937454e-07,4.7713456e-06,2.8027273e-08,-3.6643812e-09,2.8641998e-07,2.1617561e-06,2.4225124e-09,1.6993217e-06,-5.879316e-07,1.1154127e-05,-7.289371e-08,-2.853795e-05,3.2937205e-06,7.864955e-06,-6.576857e-05,-2.5944408e-07,-9.342529e-09,4.5751413e-08,9.919091e-06,-3.3381313e-09
GSM1594411,2.2466238e-05,-9.054161e-08,-4.7675528e-07,-2.9081389e-06,9.5998075e-06,4.6028404e-07,-1.2751988e-09,4.0209076e-09,2.7743357e-07,4.570197e-06,1.21593615e-08,1.3403403e-06,-9.8521085e-09,1.0636766e-05,2.3868686e-06,1.7247881e-06,3.6874095e-08,3.9419433e-07,-0.00013294154,2.416434e-05,-0.0,-0.0008159848,-6.496403e-07,-7.892977e-06,-5.809605e-08,1.8904754e-10,1.3988211e-05,1.7222792e-08,-1.0961214e-06,1.3481554e-07,-7.714667e-06,-1.4854004e-08,-2.018419e-06,-1.7629877e-06,4.838744e-07,5.566607e-07,6.5666056e-05,2.3430474e-07,-4.174569e-07,-1.2745028e-06,9.597652e-06,-2.5990725e-09,-1.0154039e-08,1.5943618e-08,3.009002e-07,-1.254069e-05,-0.00012922693,-8.9071905e-10,-4.9273087e-08,1.191949e-07,0.0,5.6551846e-07,-1.7422215e-08,5.306694e-07,1.2464544e-09,8.802121e-09,1.7301134e-11,6.605955e-10,-3.6713032e-11,1.7641243e-05,0.0,3.0632764e-06,2.5883826e-05,1.6920804e-09,7.400342e-07,-1.5844807e-06,-4.66208e-06,5.981875e-07,-6.0030736e-08,-1.5619258e-11,1.8396395e-07,3.7767823e-08,-8.3836994e-08,-5.0465055e-06,-1.3366201e-06,3.2599903e-05,-6.098474e-07,2.23662e-06,-5.948035e-07,7.4470177e-07,8.854185e-09,-7.399202e-05,-7.777597e-07,-2.7374955e-07,-1.0877991e-06,-5.2933894e-05,3.532875e-10,-6.0874727e-09,-1.1006789e-10,1.1862888e-07,2.1613492e-07,-1.2100421e-08,-3.4535527e-10,5.860472e-07,-2.516036e-06,3.0307345e-07,-8.724571e-07,4.6333892e-10,-2.8347868e-06,-1.1985268e-08,-1.2952026e-07,-5.8459735e-09,1.8422385e-09,-8.35294e-06,5.8293986e-06,3.9276056e-06,-5.712892e-10,8.849138e-10,-3.1540552e-05,4.987965e-06,4.208545e-08,5.7148645e-06,6.798193e-08,-2.2968274e-07,7.2114884e-13,1.2141997e-08,7.482126e-05,-1.2590453e-08,-4.0011037e-06,-1.4215053e-06,-7.4574905e-07,-3.124343e-11,-3.3883494e-05,2.118357e-06,-5.0540245e-07,7.950965e-06,1.4006837e-08,4.0313213e-07,4.869534e-06,2.6583605e-08,-5.7261745e-10,6.037635e-07,2.3969149e-06,-2.0191109e-09,1.8748005e-06,-5.9941675e-07,1.11177405e-05,-6.967422e-08,-2.7630762e-05,5.2476685e-07,7.2885714e-06,-6.641764e-05,-2.5802274e-07,-8.247886e-09,4.7256236e-08,1.1294324e-05,-3.6850718e-09
GSM1594472,2.2275879e-05,-8.90086e-08,-4.6317743e-07,-2.858169e-06,1.0354317e-05,4.6482288e-07,-1.9223714e-09,4.020661e-09,2.51193e-07,4.447675e-06,1.18198695e-08,1.2562513e-06,-9.558075e-09,1.0880765e-05,2.659495e-06,1.3370907e-06,3.4853052e-08,3.631869e-07,-0.00013118946,1.9770094e-05,-0.0,-0.0007988587,-6.181337e-07,-7.8833245e-06,-5.0295412e-08,2.1446861e-10,1.5854304e-05,1.9165444e-08,-9.5128297e-07,1.2665197e-07,-8.560932e-06,-1.4775265e-08,-1.9948443e-06,-1.6734652e-06,5.6480525e-07,6.1152105e-07,6.354719e-05,2.4978735e-07,-4.2967807e-07,-1.2943276e-06,8.721329e-06,-2.5778206e-09,-4.7252705e-08,1.6166936e-08,2.192866e-07,-9.656518e-06,-0.00013368129,-6.6795325e-10,-3.379772e-08,1.1926863e-07,0.0,5.473072e-07,-1.7057797e-08,5.309439e-07,1.2525483e-09,1.4136616e-08,2.013399e-11,7.020774e-10,-3.837999e-11,1.5114213e-05,0.0,3.0617782e-06,2.6267768e-05,1.7251819e-09,7.4087694e-07,-1.4984238e-06,-2.7944213e-06,7.004479e-07,-1.5118059e-07,-1.4316976e-11,1.8732221e-07,3.5195402e-08,-8.768496e-08,-5.0622994e-06,-2.4142216e-06,3.3795397e-05,-4.345472e-07,2.7046162e-06,-5.9448325e-07,7.5002237e-07,1.1438264e-08,-7.1267685e-05,-8.9947173e-07,-2.967141e-07,-1.0128621e-06,-5.5480912e-05,3.3070302e-10,-5.114747e-09,-1.3147311e-10,1.2476818e-07,2.2424592e-07,-1.08823075e-08,-3.405246e-10,6.238201e-07,-3.0202568e-06,2.9149905e-07,-1.091631e-06,6.1775274e-10,-2.669919e-06,-9.412739e-09,-1.2487861e-07,-5.797237e-09,2.4493105e-09,-8.953017e-06,-5.3972376e-06,3.9644847e-06,-6.310308e-10,5.0064863e-10,-3.3974426e-05,4.7146177e-06,3.9861455e-08,5.6986546e-06,6.50876e-08,-2.8509675e-07,8.054939e-13,1.2249255e-08,7.387628e-05,-1.2583823e-08,-3.9873435e-06,-1.4873616e-06,-7.6690503e-07,-6.282298e-12,-2.796989e-05,1.9225056e-06,-4.6189305e-07,9.15141e-06,1.9934145e-08,4.1601817e-07,4.0575865e-06,2.9613865e-08,3.4355435e-10,3.728043e-07,2.3649177e-06,-1.5343664e-09,2.105699e-06,-6.0939686e-07,1.1051024e-05,-7.445142e-08,-2.7002116e-05,1.8288289e-07,8.116594e-06,-6.7107925e-05,-2.9422765e-07,-8.341762e-09,4.4253763e-08,1.0195421e-05,-3.662202e-09
GSM1594533,2.4919584e-05,-8.915133e-08,-3.9047467e-07,-2.9993469e-06,9.836563e-06,4.693376e-07,-3.187194e-09,4.020678e-09,5.5614487e-07,5.2049013e-06,1.1607995e-08,1.3635188e-06,-9.6476915e-09,1.0579183e-05,2.4247706e-06,1.6986868e-06,4.0975493e-08,4.228928e-07,-0.00013059794,1.47479395e-05,-0.0,-0.0007885844,-5.832709e-07,-7.348972e-06,-6.537325e-08,2.1084152e-10,1.4694588e-05,1.7521536e-08,-9.715274e-07,1.6348767e-07,-7.652755e-06,-1.4682532e-08,-2.1120811e-06,-1.6376347e-06,4.912498e-07,5.9175306e-07,6.0703464e-05,2.121808e-07,-4.2517627e-07,-1.3032565e-06,8.250338e-06,-2.5566802e-09,-2.2454783e-08,1.651796e-08,2.902557e-07,-1.0372191e-05,-0.00012442635,-0.0,-3.21406e-08,1.2734857e-07,0.0,6.020854e-07,-1.9218579e-08,5.740564e-07,1.2537404e-09,1.1949999e-08,1.6852887e-11,7.7787654e-10,-3.837997e-11,2.2526367e-05,0.0,2.662598e-06,2.4044562e-05,2.0709845e-09,7.359675e-07,-1.4245185e-06,-4.239222e-06,6.3305214e-07,-4.372404e-08,-1.9523138e-11,1.8796517e-07,4.212613e-08,-8.4174474e-08,-5.3241097e-06,1.5844207e-06,3.4462584e-05,-3.7120574e-07,2.3277141e-06,-6.63681e-07,7.2639165e-07,1.055814e-08,-7.2437346e-05,-5.615968e-07,-4.3617433e-07,-1.016925e-06,-5.2533323e-05,3.2739575e-10,-6.718645e-09,-1.00405566e-10,1.4294648e-07,2.3124663e-07,-1.44719445e-08,-4.3249376e-10,7.534328e-07,-2.7911183e-06,2.9951107e-07,-3.1191982e-07,4.6331713e-10,-2.8561872e-06,-1.3997053e-08,-1.247515e-07,-6.9781247e-09,2.8235866e-10,-7.958746e-06,-4.822791e-06,4.060254e-06,-5.1414745e-10,1.0828043e-09,-3.0563337e-05,4.7970907e-06,4.7497434e-08,5.818379e-06,6.595644e-08,-1.8447358e-07,8.285147e-13,2.3319025e-08,7.468165e-05,-1.2388164e-08,-4.1465964e-06,-1.3675102e-06,-5.7573595e-07,1.6639733e-11,-2.7707363e-05,1.992554e-06,-4.4154186e-07,7.915641e-06,1.9726931e-08,4.3434926e-07,3.993023e-06,2.7861322e-08,1.0306587e-09,1.5874379e-07,2.314022e-06,-1.8570699e-09,1.9138486e-06,-6.0939647e-07,1.0734429e-05,-8.9032035e-08,-2.8786828e-05,3.99467e-06,8.305172e-06,-6.190548e-05,-2.9555454e-07,-1.07492175e-08,4.5003635e-08,1.1803709e-05,-3.3836667e-09
GSM1594554,2.4446339e-05,-8.8569315e-08,-5.1505634e-07,-2.8618267e-06,9.181802e-06,4.6286115e-07,-8.5445323e-10,3.9152432e-09,2.5466426e-07,4.797342e-06,1.160906e-08,1.3794298e-06,-9.861908e-09,1.1037205e-05,2.8709958e-06,1.7264796e-06,3.4920816e-08,4.0080192e-07,-0.0001427371,1.9699744e-05,-0.0,-0.0008149003,-6.6377777e-07,-8.047969e-06,-5.7637223e-08,1.8900019e-10,1.4843413e-05,1.7959659e-08,-1.0973537e-06,1.2786528e-07,-8.597542e-06,-1.5130116e-08,-1.960659e-06,-1.6032552e-06,4.917134e-07,6.0446496e-07,6.5477434e-05,2.2566645e-07,-3.8822316e-07,-1.2070004e-06,9.491466e-06,-2.683704e-09,-4.9991115e-08,1.6670233e-08,3.171902e-07,-1.0282426e-05,-0.00012202118,-8.90496e-10,-6.264143e-08,1.1736017e-07,0.0,5.7857915e-07,-1.8558055e-08,4.837116e-07,1.2244334e-09,1.3243564e-08,1.6108693e-11,7.0575223e-10,-3.6714715e-11,1.448286e-05,0.0,2.883614e-06,2.5697247e-05,1.8552999e-09,7.409958e-07,-1.5101134e-06,-4.096154e-06,6.422388e-07,-6.917428e-08,-1.6921638e-11,1.8959157e-07,4.071067e-08,-8.77684e-08,-5.5099863e-06,-3.7680245e-06,3.0702104e-05,-5.5940944e-07,2.3961982e-06,-6.486735e-07,6.52063e-07,1.3226497e-08,-7.369709e-05,-7.2461665e-07,-2.2507793e-07,-1.0225604e-06,-5.369257e-05,3.4609698e-10,-5.039431e-09,-1.05612e-10,1.1632973e-07,2.158805e-07,-1.2662865e-08,-4.4522122e-10,6.783987e-07,-2.764523e-06,2.9572865e-07,-4.404517e-07,4.6335935e-10,-1.9592624e-06,-1.2070641e-08,-1.2840825e-07,-6.085839e-09,1.5668542e-09,-8.508374e-06,3.3192043e-06,3.75688e-06,-4.769643e-10,-5.8220584e-10,-2.8536448e-05,6.032824e-06,3.981401e-08,5.4846196e-06,6.0193905e-08,-2.043862e-07,7.0583903e-13,1.5200946e-08,7.317487e-05,-1.2475039e-08,-4.004068e-06,-1.438107e-06,-7.3876475e-07,-4.415044e-11,-2.905507e-05,2.0899918e-06,-4.9873057e-07,7.872694e-06,1.6421533e-08,4.60854e-07,4.497906e-06,3.180437e-08,-8.01697e-10,1.988968e-07,2.2843244e-06,4.845825e-10,2.1580888e-06,-6.323455e-07,1.11943045e-05,-7.911788e-08,-2.8285289e-05,3.4727243e-06,8.07419e-06,-6.465843e-05,-2.4558062e-07,-8.334254e-09,4.5007766e-08,1.069391e-05,-3.5387389e-09
