,R-HSA-4839726,R-HSA-1474165,R-HSA-73894,R-HSA-5653656,R-HSA-109582,R-HSA-1266738,R-HSA-1430728,R-HSA-8953854,R-HSA-162582,R-HSA-400253,R-HSA-392499,R-HSA-397014,R-HSA-5205647,R-HSA-1640170,R-HSA-1643685,R-HSA-69306,R-HSA-382551,R-HSA-1852241,R-HSA-5357801,R-HSA-1474244,R-HSA-8953897,R-HSA-8963743,R-HSA-74160,R-HSA-168256,R-HSA-1500931,R-HSA-112316
R-HSA-2262752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4130374,0.0,0.0,0.0,0.0,0.0
R-HSA-9006931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07745793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-76002,0.0,0.0,0.0,0.0,0.47906092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-5663202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2840965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-422475,0.0,0.0,0.0,0.0,0.0,0.17006658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-1187000,0.0,0.41337207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-9006925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3377668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-5660526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333458,0.0,0.0,0.0,0.0,0.0
R-HSA-382556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2037561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-163685,0.0,0.0,0.0,0.0,0.0,0.0,-0.059402138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-202131,0.0,0.0,0.0,0.0,0.0,0.0,0.13526581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-3000178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16776237,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-157118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10469523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-HSA-72766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07820421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
