,R-HSA-4839726,R-HSA-1474165,R-HSA-73894,R-HSA-5653656,R-HSA-109582,R-HSA-1266738,R-HSA-1430728,R-HSA-8953854,R-HSA-162582,R-HSA-400253,R-HSA-392499,R-HSA-397014,R-HSA-5205647,R-HSA-1640170,R-HSA-1643685,R-HSA-69306,R-HSA-382551,R-HSA-1852241,R-HSA-5357801,R-HSA-1474244,R-HSA-8953897,R-HSA-8963743,R-HSA-74160,R-HSA-168256,R-HSA-1500931,R-HSA-112316
GSM1594220,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.137,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594225,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.137,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594260,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.136,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594267,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.008,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.136,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594347,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.095,0.035,0.081,-0.137,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594411,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.136,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594472,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.008,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.136,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594533,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.137,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594554,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.093,0.035,0.081,-0.136,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
GSM1594586,-0.087,0.091,-0.134,-0.043,-0.006,-0.025,-0.079,-0.067,0.007,0.013,0.083,-0.099,-0.031,-0.094,0.035,0.081,-0.137,-0.078,-0.07,-0.052,0.093,0.092,0.121,0.116,0.044,-0.052
