ind,Signaling by GPCR,SLC-mediated transmembrane transport,Nonsense-Mediated Decay (NMD),Diseases of glycosylation,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Regulated Necrosis,Intracellular signaling by second messengers,Nucleotide Excision Repair,Epigenetic regulation of gene expression,Signaling by Non-Receptor Tyrosine Kinases,Receptor Mediated Mitophagy,Protein-protein interactions at synapses,Signaling by TGF-beta family members,Mitochondrial iron-sulfur cluster biogenesis,Mitochondrial calcium ion transport,"Cell Cycle, Mitotic",Cytosolic iron-sulfur cluster assembly,ABC-family proteins mediated transport,Cell surface interactions at the vascular wall,Metabolism of nitric oxide,Protein repair,Platelet homeostasis,DNA Damage Reversal,Disorders of transmembrane transporters,Cellular responses to stress,Mismatch Repair,tRNA processing,Apoptosis,Miscellaneous transport and binding events,Laminin interactions,mRNA Editing,NR1D1 (REV-ERBA) represses gene expression,MAPK family signaling cascades,Gene Silencing by RNA,Signaling by Leptin,Metabolism of carbohydrates,Pink/Parkin Mediated Mitophagy,Peroxisomal protein import,Metabolism of amino acids and derivatives,Myogenesis,mTOR signalling,Macroautophagy,Response to metal ions,Aquaporin-mediated transport,Pyrophosphate hydrolysis,Diseases of metabolism,Activation of HOX genes during differentiation,Post-translational protein modification,DNA Double-Strand Break Repair,Biological oxidations,Axon guidance,Diseases of Immune System,RORA activates gene expression,LGI-ADAM interactions,Dissolution of Fibrin Clot,Transcriptional regulation of pluripotent stem cells,Transmission across Chemical Synapses,"Plasma lipoprotein assembly, remodeling, and clearance",Integrin signaling,Infectious disease,Signaling by NOTCH,Non-integrin membrane-ECM interactions,Metabolism of porphyrins,DNA Damage Bypass,Degradation of the extracellular matrix,"BMAL1:CLOCK,NPAS2 activates circadian gene expression","Platelet activation, signaling and aggregation",Adaptive Immune System,Binding and Uptake of Ligands by Scavenger Receptors,Intestinal absorption,Integrin cell surface interactions,Signaling by Hedgehog,Diseases of signal transduction,Fertilization,Iron uptake and transport,Metabolism of nucleotides,Cell junction organization,Mitochondrial protein import,Signaling by Rho GTPases,rRNA processing,Metabolism of lipids,Metabolism of vitamins and cofactors,Cell Cycle Checkpoints,Mitochondrial biogenesis,Smooth Muscle Contraction,Collagen formation,Innate Immune System,RNA Polymerase III Transcription,Platelet Adhesion to exposed collagen,Cytokine Signaling in Immune system,Cilium Assembly,Death Receptor Signalling,Factors involved in megakaryocyte development and platelet production,Inositol phosphate metabolism,Base Excision Repair,Surfactant metabolism,Membrane Trafficking,Protein folding,Neurodegenerative Diseases,The citric acid (TCA) cycle and respiratory electron transport,Digestion,Fibronectin matrix formation,Diseases of Mismatch Repair (MMR),O2/CO2 exchange in erythrocytes,Striated Muscle Contraction,Synthesis of DNA,Peptide hormone metabolism,Deadenylation-dependent mRNA decay,Signaling by Nuclear Receptors,Signaling by Hippo,Formation of Fibrin Clot (Clotting Cascade),RNA Polymerase I Transcription,mRNA Capping,Abacavir transport and metabolism,Transcription from mitochondrial promoters,Reversible hydration of carbon dioxide,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Amyloid fiber formation,Potassium Channels,Ion channel transport,Transmission across Electrical Synapses ,Cardiac conduction,Signaling by Receptor Tyrosine Kinases,Regulation of mRNA stability by proteins that bind AU-rich elements,Integration of energy metabolism,Processing of Capped Intron-Containing Pre-mRNA,Fanconi Anemia Pathway,Processing of Capped Intronless Pre-mRNA,Unfolded Protein Response (UPR),ECM proteoglycans,Regulation of beta-cell development,Elastic fibre formation,Signaling by NODAL,Metabolism of non-coding RNA,Signal regulatory protein family interactions,Translation,Keratinization,Nephrin family interactions,Chromosome Maintenance,Invadopodia formation,Signaling by WNT,M/G1 Transition,Transcriptional regulation of white adipocyte differentiation,Meiosis,Chromatin modifying enzymes,Intracellular oxygen transport,RNA Polymerase II Transcription
TCGA-4C-A93U-01A,-0.0028609622,6.512139e-06,9.041222e-05,-0.00016773836,-7.2298295e-05,2.4966712e-06,-0.0016455989,0.00052699633,-0.0001566417,-2.964917e-05,3.6410773e-05,-9.040015e-06,-0.00015968947,3.3317378e-05,-0.00031943963,-0.00029928342,-2.9001692e-05,7.2419393e-06,-0.00033053296,-1.8856834e-05,-0.00016090638,0.0003782614,-1.935164e-05,-0.00032365395,-0.000115638504,-7.1234774e-07,2.3770885e-06,2.6841135e-05,-1.0962416e-06,-2.3202787e-05,-1.1683331e-05,-4.4109436e-10,0.0008871365,5.1095514e-05,-0.00020610266,0.00026759523,1.1565485e-05,8.389424e-05,-0.0010855469,-9.46183e-05,-6.8239196e-06,-1.6798842e-05,1.9350035e-05,0.00015189052,2.7951578e-06,-0.00026228803,6.818595e-05,-2.602597e-05,0.00018294997,4.4766504e-05,-2.4557286e-05,-1.3133149e-06,2.2256364e-07,4.005324e-07,5.2406904e-06,1.460674e-05,-3.2744044e-06,3.5704736e-05,-6.881901e-06,0.0007898613,-0.00019139546,5.0015535e-07,-2.4523326e-05,-0.0002673877,-2.5242665e-05,4.6765467e-06,0.0010433142,0.00019857057,-0.0001951104,0.0,-0.0007577141,8.370771e-05,0.00047263512,4.3466152e-06,7.916528e-05,0.00013576243,-6.08139e-05,-2.8827776e-06,9.696682e-05,3.2060776e-05,0.0027153888,0.0010184693,-0.000103975755,1.780019e-05,-0.00019028087,2.4822008e-05,-0.00085837673,-4.933925e-06,-1.4212503e-07,8.472623e-05,-4.0993535e-05,0.00014571066,6.464954e-05,0.00016651598,-9.4765e-05,-1.3798016e-06,1.8609828e-05,0.00038685053,-0.00036809786,-0.0005278475,-4.7670135e-05,0.0,-3.5890673e-07,4.0395457e-06,9.9920486e-05,-0.00053074607,0.0001386144,-0.0027532363,0.000107101034,0.00020488538,0.00015120597,-1.4522286e-05,-2.3785653e-05,5.678911e-05,4.4280656e-05,4.8328025e-07,-1.0966318e-05,-0.00010289869,-1.6255182e-05,-0.0003897941,-1.4227259e-05,0.0003550593,0.004760292,-3.5905738e-05,-0.0020235612,0.0002045578,1.2837727e-05,-6.744713e-05,0.00029822945,-0.000615702,6.81012e-07,5.42885e-05,2.564321e-07,-0.00034760986,-3.635419e-07,-0.0020762717,-4.7343024e-06,2.3148223e-07,0.00021130692,2.8849213e-06,-0.00011326524,-2.6915573e-06,4.1675234e-05,7.605215e-05,0.00016584208,-0.0,-0.00044696132
TCGA-BJ-A0Z2-01A,-0.0013164943,9.0201314e-07,7.941065e-05,-0.0002769431,-0.0002162453,6.515539e-07,-0.0016091117,0.00056092936,-0.00019405951,-3.1013693e-05,4.299305e-05,-3.397588e-05,-0.00019266694,4.1570765e-05,-0.00032747295,-0.00032526514,-2.4888825e-05,9.398769e-06,-0.00034848112,-1.8123086e-05,-0.00015770098,0.00034822774,-1.7964254e-05,-0.00036198273,-6.477585e-05,-9.384257e-07,-4.2559e-07,-0.00011202929,-2.159349e-06,-1.5904128e-05,-1.3659907e-05,-4.411875e-10,0.0008818321,5.758688e-05,-0.0001753748,0.00021828253,1.1904903e-05,8.493329e-05,-0.0012690608,-0.000105949555,-9.383024e-06,-8.937026e-06,1.9231948e-05,0.00012211683,2.79568e-06,-0.00010256124,6.950204e-05,7.634202e-05,0.00025022577,0.00010832586,-2.2664288e-05,2.1670066e-06,2.9673382e-07,-9.769306e-08,4.76528e-06,0.00010489195,-9.372892e-06,2.5522944e-05,-6.5403624e-06,0.0007594778,-0.00017111584,-1.5078106e-06,-2.5708829e-05,-0.00029916776,-3.9403814e-05,4.141637e-06,0.00088367925,0.0001983258,-0.0001735869,1.4866242e-08,-0.0006476455,9.213743e-05,0.0005289144,2.7229619e-06,8.026045e-05,0.00014768976,-5.2568004e-05,-3.295727e-06,0.00015546629,3.0971165e-05,0.0028570143,0.0009180986,-0.00026813248,1.9154533e-05,-0.00019891144,2.435787e-05,-0.0008072188,-5.16426e-06,-1.4406146e-07,0.000121257304,-7.787302e-05,0.00011955267,3.9263014e-05,0.00012839049,-8.830206e-05,6.64405e-07,1.7614004e-05,0.0004354713,-0.00044003924,-0.00062572403,-4.4846296e-05,0.0,-1.0580467e-05,3.5196672e-06,7.443094e-05,-0.0010948072,0.0005009255,-0.0026394164,0.00013619286,0.00024268744,3.176467e-05,-7.556697e-05,-2.2594708e-05,0.0001726471,6.0257917e-05,3.7442595e-07,-1.0956939e-05,-7.1504895e-05,0.00010388912,-0.0004238161,-1.2214394e-05,0.00033830648,0.0026330233,-0.00010170812,-0.0020394116,0.00016733243,1.5117517e-05,-8.8858986e-05,0.00018255258,-0.00028936006,1.0105953e-06,-1.4794255e-06,7.8247535e-07,-0.00037440288,-4.0661345e-07,-0.001911292,1.3155826e-06,6.8009405e-07,0.00027200172,2.8123152e-06,-0.00024583985,-3.3884235e-06,3.9958006e-05,7.458929e-05,0.00018318655,-0.0,-0.0006397979
TCGA-BJ-A0Z3-01A,-0.001973238,1.8376484e-05,6.4067935e-05,-0.00019392648,0.00012110805,2.2878155e-06,-0.00087706675,0.00053415116,-0.00019632476,-3.300011e-05,4.313503e-05,-4.4953267e-06,-0.00017585415,4.1303196e-05,-0.00032653692,-0.00027000578,-2.9130937e-05,5.8889245e-06,-0.0003349129,-1.854988e-05,-0.00015727124,0.00036817256,-2.2842498e-05,-0.00030343502,-9.9924786e-05,-4.423893e-07,1.2196573e-06,-0.00024270294,-1.337726e-06,-2.3025295e-05,-1.6509166e-05,-4.4095988e-10,0.00085252227,5.765516e-05,-0.00025938317,0.00026877547,1.13630285e-05,8.300877e-05,-0.0013013094,-9.507586e-05,-6.402434e-06,-1.9175233e-05,1.936732e-05,0.0001047981,2.7941392e-06,-0.00025449158,7.014367e-05,2.929628e-05,0.00020633814,6.8857676e-06,-3.3981127e-05,8.666923e-06,2.464553e-07,6.387439e-07,6.7233204e-06,7.199696e-05,-9.565757e-06,8.143933e-06,-9.304774e-06,0.0008023598,-0.0001992145,-6.7714626e-07,-2.3843922e-05,-0.00041000245,-3.9426912e-05,4.0872205e-06,0.0011204081,9.204563e-05,-0.00017514211,2.741951e-08,-0.0008631643,8.796975e-05,0.00048135046,2.880746e-06,7.882316e-05,0.00017443801,-5.516788e-05,-3.0828169e-06,0.00016830076,6.521456e-05,0.0027056476,0.00086581387,-0.00022524872,1.7918934e-05,-0.00018901685,2.1802009e-05,-0.00088397216,-5.41643e-06,-1.4473792e-07,4.0152485e-05,-5.93352e-05,0.00017518287,6.8385765e-05,0.00018239727,-8.327333e-05,-1.38009e-06,2.0316604e-05,0.0003826746,-0.00035118632,-0.00053798826,-2.150882e-05,0.0,-4.4510425e-06,5.1759844e-06,9.7049706e-05,-0.0009640539,0.00010803551,-0.0027611498,9.898502e-05,0.00019843147,6.552476e-05,1.8523699e-05,-2.4759649e-05,0.000118012314,5.6196484e-05,1.7126312e-07,-9.546502e-06,-0.00014324072,2.7586048e-05,-0.0003504699,-1.4534814e-05,0.0002796615,0.005425413,-5.6719586e-05,-0.0020655864,0.00021298132,1.2341052e-05,-9.056597e-05,0.00027325365,-0.0005700304,6.0359383e-07,2.47055e-05,3.642352e-07,-0.00037704268,-4.0106633e-07,-0.0020247526,-1.1653542e-06,7.715329e-07,0.00025335798,3.0360834e-06,-5.209978e-05,-5.2763303e-06,4.527442e-05,8.493093e-05,0.00018154219,-0.0,-6.7897956e-05
TCGA-BJ-A0ZA-01A,-0.0011695039,1.0947578e-05,6.000691e-05,-0.00023861202,-0.00014141359,1.9280074e-06,-0.0014476887,0.0005740034,-0.00018726518,-3.8302936e-05,4.3147273e-05,-1.65397e-05,-0.00016408798,4.4846147e-05,-0.0003215614,-0.00029439657,-2.4521723e-05,9.235312e-06,-0.00034565132,-1.9120087e-05,-0.00016085892,0.00037352619,-2.1775255e-05,-0.00033550675,-8.115058e-05,-7.797081e-07,9.040847e-07,-2.3385925e-05,-1.856967e-06,-2.2485503e-05,-1.7035454e-05,-4.4091206e-10,0.00056090864,4.8922448e-05,-0.00022709765,0.00023992023,1.1401957e-05,8.433553e-05,-0.0010675824,-0.000106869215,-1.0718441e-05,-7.5352723e-06,1.9394134e-05,0.00012200085,2.7942704e-06,-0.000112812464,5.4557626e-05,8.41187e-05,0.00021835475,-9.672996e-06,-2.5136444e-05,-2.8436148e-06,3.0229214e-07,5.324045e-07,5.036463e-06,4.14929e-05,-1.0094009e-05,-2.0249905e-05,-8.345701e-06,0.000766435,-0.00019580957,-8.035237e-07,-2.6390659e-05,-0.00027230152,-4.0531217e-05,3.0470148e-06,0.0009130745,0.00019051258,-0.00014412086,2.1510816e-08,-0.00069714367,9.03688e-05,0.00049418263,3.7410612e-06,7.965257e-05,0.000113087925,-4.7994483e-05,-3.2124897e-06,0.00017041911,2.4131547e-05,0.0034227576,0.0008999486,-0.00020998264,1.898398e-05,-0.00018984854,2.4229825e-05,-0.00085804967,-5.326016e-06,-1.3915759e-07,8.002011e-05,-5.7989393e-05,0.00014633937,4.1527707e-07,0.000112034104,-8.768733e-05,1.2248096e-06,1.8150695e-05,0.0006062935,-0.0003836149,-0.0005064128,-4.3982916e-05,0.0,-9.311192e-06,3.6089157e-06,5.348336e-05,-0.0008603749,0.0007707499,-0.00275638,0.00012748248,0.0002213236,7.921447e-05,-3.6428955e-05,-2.3795961e-05,0.00022142065,5.6786277e-05,1.9857114e-07,-9.063941e-06,-5.9133847e-05,9.636865e-05,-0.0003716297,-1.4816406e-05,0.00037419947,0.004308375,-0.000109229906,-0.002021864,0.00012165066,1.872644e-05,-9.1576985e-05,0.00018558945,-0.0006904411,8.564647e-07,7.2655052e-06,5.318664e-07,-0.00037023987,-3.8416078e-07,-0.0017144359,4.808891e-07,-2.1838122e-07,0.00024701442,2.7883755e-06,-0.00020229364,-3.799287e-06,4.8990925e-05,7.7472185e-05,0.00017826122,-0.0,-0.00036707206
TCGA-BJ-A0ZF-01A,-0.0009396845,3.3578858e-06,6.3164814e-05,-0.00025200896,-4.121792e-05,1.7205293e-06,-0.0012974937,0.00056796346,-0.000155718,-3.7843736e-05,4.216498e-05,-1.1908184e-05,-0.00021058884,4.447374e-05,-0.00032108166,-0.00019474808,-2.596013e-05,1.2805538e-05,-0.00033847478,-1.868729e-05,-0.00016436422,0.00033427417,-2.356925e-05,-0.00029228034,-0.00014316366,-7.870782e-07,-1.1139161e-06,-0.0001635846,-1.8298755e-06,-2.5408393e-05,-1.1120403e-05,-4.4108123e-10,0.00087626005,5.212468e-05,-0.00017091482,0.00024319715,1.14707045e-05,8.449423e-05,-0.0011080494,-7.7665165e-05,-1.2493068e-05,-1.8649123e-05,1.9262845e-05,0.00050461164,2.7952096e-06,-0.00025416177,6.94373e-05,9.5198564e-05,0.00019558475,9.884096e-05,-2.4955983e-05,-2.187804e-06,2.3203819e-07,5.881719e-07,1.8646296e-06,-3.3170214e-05,-1.1399409e-05,-0.00018745338,-6.0654806e-06,0.0006298152,-0.00022471674,-2.6561206e-06,-2.7715667e-05,-0.00025486943,-3.968982e-05,2.6126245e-06,0.0008486602,0.000120163175,-7.805232e-05,1.5715328e-08,-0.0006263701,8.8385255e-05,0.0004841055,2.901126e-06,7.214874e-05,9.255473e-05,-4.097282e-05,-3.3462165e-06,8.0011945e-05,6.443685e-05,0.0030883676,0.0008936306,-0.00020281156,1.9604295e-05,-0.00018614646,2.5856802e-05,-0.0007835713,-5.535617e-06,-1.6071631e-07,0.00013275286,-7.254986e-05,0.000104644256,-0.00010459998,0.00010331457,-8.545303e-05,-1.1965861e-06,1.9419891e-05,-9.554155e-05,-0.0003863321,-0.00050007453,4.7306403e-05,0.0,-8.516831e-06,3.4618156e-06,6.9603506e-05,-0.00093483937,0.00019148368,-0.002765044,0.00012530311,0.00014713198,3.762199e-05,-5.9173184e-05,-2.3340956e-05,0.00020565774,5.8697096e-05,6.487475e-07,-2.7031651e-06,-5.7345023e-05,7.962261e-05,-0.0003669624,-1.3658053e-05,0.00035955466,0.0033087928,-0.00012074816,-0.0020372942,0.000110745204,1.7485301e-05,-9.140428e-05,0.00016730746,-0.0004976328,5.749794e-07,1.4360046e-05,1.100154e-06,-0.00037229274,-3.73247e-07,-0.0018457699,2.602145e-06,5.9009705e-07,0.0002462681,2.6957646e-06,-7.8140794e-05,-2.1738224e-06,8.745053e-05,7.0103066e-05,0.00018590987,-0.0,-0.00033477336
TCGA-BJ-A0ZG-01A,-0.0014086652,7.059843e-06,7.596818e-05,-0.00024095803,-9.375766e-05,1.0299829e-06,-0.0016218772,0.0005651414,-0.00017073934,-3.9627415e-05,4.2141335e-05,-2.3009054e-05,-0.00022383084,4.576041e-05,-0.00031672206,-0.00029893173,-2.33058e-05,8.253504e-06,-0.00034692246,-1.9587684e-05,-0.00016071732,0.00036195965,-2.1781778e-05,-0.00031611286,-6.632028e-05,-5.8628126e-07,1.191951e-06,-0.00017040136,-1.3926908e-06,-2.799376e-05,-9.879145e-06,-4.4113682e-10,0.000601305,4.8828024e-05,-0.00025294168,0.00025465456,1.1273208e-05,8.518845e-05,-0.0011258188,-9.15507e-05,-1.1460906e-05,-1.3346433e-05,1.9398953e-05,0.000121713936,2.7954156e-06,-9.648877e-05,5.2683983e-05,0.00010351656,0.00020136774,0.00013128103,-2.6158503e-05,-3.3217498e-06,2.6204313e-07,1.250617e-07,2.0672821e-06,8.268549e-05,-9.356725e-06,-1.3865597e-05,-8.997165e-06,0.00071085047,-0.00022116861,-2.1917122e-06,-2.5398793e-05,-0.00029886558,-3.9364462e-05,2.8086056e-06,0.000986801,0.00016343888,-6.68597e-05,1.9235187e-10,-0.000672398,8.7825356e-05,0.0004941974,3.1747754e-06,7.9661346e-05,8.222464e-05,-5.049552e-05,-3.250766e-06,0.00011097504,4.7359405e-05,0.0027662585,0.00086771406,-0.0001437167,1.9405326e-05,-0.0001889072,2.5162672e-05,-0.0008587099,-5.5278542e-06,-1.269102e-07,8.8402965e-05,-7.724247e-05,0.00013492395,5.3164626e-05,0.000117980075,-8.66807e-05,1.5825385e-06,2.0289397e-05,0.0003883607,-0.00047908278,-0.00051461026,-2.9108287e-05,0.0,-9.246344e-06,1.982375e-06,7.165896e-05,-0.0007372742,0.00015435707,-0.0027251958,0.00011530746,0.00022262108,0.00013103527,-3.244759e-05,-2.345187e-05,0.00022110641,5.4355263e-05,1.6541877e-07,-2.7521298e-06,-7.913864e-05,0.0001006228,-0.0003719851,-1.4685818e-05,0.00035012641,0.0029818092,-9.3578325e-05,-0.0020613053,0.00013546522,2.0425918e-05,-8.908465e-05,0.00017048049,-0.00051519676,8.1696834e-07,4.128391e-05,5.681739e-07,-0.00037404455,-3.958567e-07,-0.001918137,2.8133704e-06,-5.0292726e-08,0.00025562293,2.7718881e-06,-5.1796065e-05,-2.7248839e-06,7.158226e-05,7.543962e-05,0.00018041219,-0.0,-0.0001943616
TCGA-BJ-A0ZH-01A,-0.0017419122,1.9915626e-05,6.325502e-05,-0.00025043078,0.00011896558,1.969393e-06,-0.0014818903,0.00048721512,-0.00014146199,-2.6655835e-05,3.932507e-05,7.0335373e-06,-0.000189741,4.0140363e-05,-0.00032002144,-0.00025058008,-3.1918447e-05,1.8881441e-06,-0.00029508435,-1.4811372e-05,-0.00016254585,0.00035099871,-1.7392731e-05,-0.0003063051,-0.000139276,-1.001383e-06,5.5210002e-08,-5.5628684e-06,-6.866532e-07,-2.1904654e-05,-1.4790584e-05,-4.1675438e-10,0.0008347703,6.7768626e-05,-0.00015445783,0.00023889427,1.0951992e-05,7.816449e-05,-0.0013521124,-7.806916e-05,-7.133753e-06,-1.5355756e-05,1.9295816e-05,0.00012094627,2.7957965e-06,-0.00025927453,6.646439e-05,1.4091995e-06,0.00016555638,7.988099e-05,-2.9999232e-05,-1.4040892e-06,1.8990731e-07,5.171535e-07,4.7596327e-06,-4.649125e-06,-9.8769715e-06,3.1848762e-05,-4.600073e-06,0.0008219794,-0.00019722215,-2.280556e-07,-2.1159687e-05,-0.00012996931,-3.919665e-05,3.518713e-06,0.0009837537,0.00021082755,-0.00017594437,3.3053826e-08,-0.00082240684,8.075448e-05,0.00039050865,3.43877e-06,7.440082e-05,7.164091e-05,-6.704067e-05,-3.097872e-06,0.00012932485,6.6368375e-05,0.0022308258,0.00091792824,-0.00019702084,1.8937406e-05,-0.00019413272,1.8800622e-05,-0.00077439897,-5.1295247e-06,-1.4082336e-07,0.00010743604,-4.2083288e-05,0.00012602321,8.26989e-05,0.00015234521,-7.973445e-05,-1.3342451e-06,1.5202789e-05,0.0003990454,-0.00037962454,-0.0005666556,-4.640707e-05,0.0,6.3390286e-07,2.4321903e-06,9.31376e-05,-0.00059924513,0.00026262246,-0.0028514988,0.00010073481,0.00018281362,9.633969e-05,-6.4872045e-05,-2.1611046e-05,7.572745e-05,4.9365968e-05,2.3600475e-07,-9.082203e-06,-8.347908e-05,2.9104905e-05,-0.00038995696,-1.2044145e-05,0.00021907406,0.0024535675,-6.3575484e-05,-0.0020403408,0.00020590813,8.9911555e-06,-7.605329e-05,0.0002683344,-0.0004900245,5.590218e-07,3.1103682e-05,1.4757119e-07,-0.00034258806,-3.3265675e-07,-0.0019193689,-1.0015075e-06,3.046489e-06,0.00017585012,2.7853325e-06,-0.00015219495,-3.6929264e-06,6.1454855e-05,6.988058e-05,0.00018218359,-0.0,-0.0005708457
TCGA-BJ-A18Y-01A,-0.0010941004,1.0274921e-05,7.95791e-05,-0.00026690555,-0.00027429248,1.4918066e-06,-0.001667801,0.00055707904,-0.00018458914,-2.950505e-05,4.101645e-05,-2.1451337e-05,-0.0002383497,4.497866e-05,-0.00032530146,-0.00030457182,-2.6098194e-05,9.20316e-06,-0.0003435233,-1.7980274e-05,-0.00015510691,0.00034992874,-2.2020142e-05,-0.00036226166,-8.992812e-05,-1.0363646e-06,2.9666445e-08,-0.00010620681,-1.5788822e-06,-2.1474561e-05,-1.695849e-05,-4.411338e-10,0.0008339184,5.4744076e-05,-0.00019989714,0.000270074,1.1505859e-05,8.447097e-05,-0.0012569536,-0.000104231534,-9.875866e-06,-1.2505033e-05,1.9373138e-05,0.00011148577,2.7952292e-06,-0.00023768833,6.265521e-05,7.039813e-05,0.0002308871,0.00012001007,-3.3055727e-05,1.7296917e-06,2.835176e-07,4.6377087e-07,4.2969564e-06,9.1810616e-05,-8.9154155e-06,2.356506e-05,-6.5518125e-06,0.0007719514,-0.00021804536,-1.7513736e-06,-2.477049e-05,-0.00025083742,-3.989291e-05,2.8629818e-06,0.0010076009,0.0001989708,-0.0001749294,1.1015235e-08,-0.000776083,9.116704e-05,0.0005275835,3.839323e-06,7.968965e-05,7.433157e-05,-5.6836318e-05,-3.2728083e-06,0.00014910685,1.7378883e-05,0.002639516,0.0009050094,-0.0002031394,1.9215518e-05,-0.00018954129,2.6585212e-05,-0.0008799217,-5.4374864e-06,-1.2505446e-07,0.000113466405,-7.082245e-05,0.0001430351,6.42515e-05,0.00011748921,-8.587753e-05,-1.0751698e-06,1.8817695e-05,0.00048818177,-0.00038779114,-0.00056250556,-7.7778066e-05,0.0,-1.0320047e-05,3.0707909e-06,8.317328e-05,-0.0008241353,0.0005600714,-0.0026916522,0.00012392562,0.00021547866,0.0001083262,-9.3726485e-05,-2.3127172e-05,0.00017566056,5.4926433e-05,4.1563993e-07,-9.305724e-06,-7.703671e-05,0.000102373764,-0.00038672675,-1.6177502e-05,0.00028778097,0.003366739,-0.00011252078,-0.0021050218,0.000225688,1.4034958e-05,-9.00673e-05,0.00018671196,-0.00057521695,9.637508e-07,4.131525e-05,4.751211e-07,-0.00037307455,-3.8211672e-07,-0.0018742597,1.0125897e-06,6.8922606e-07,0.00026290325,2.7817969e-06,-0.0002117818,-1.2279162e-06,6.0672028e-05,6.8224406e-05,0.00017887434,-0.0,-0.00054066605
TCGA-BJ-A18Z-01A,-0.0018903814,2.2853897e-05,8.396733e-05,-0.00024537704,0.00037351923,2.4604444e-06,-0.0011364216,0.0005054284,-0.00017761419,-2.8761107e-05,4.111425e-05,-7.4728955e-06,-0.00014748347,3.5417823e-05,-0.00032319617,-0.0002607479,-2.7638149e-05,6.1578303e-06,-0.00032922305,-1.7415572e-05,-0.00016111998,0.00037087343,-1.3297739e-05,-0.0003176725,-0.00010451793,-6.7403545e-07,3.7770886e-07,-0.000144726,-1.5828876e-06,-2.4604848e-05,-1.5056963e-05,-4.4104148e-10,0.00086050335,5.2507374e-05,-0.00020139574,0.00027059208,1.1294678e-05,8.0884856e-05,-0.0010901284,-8.816413e-05,-7.514447e-06,-1.553002e-05,1.9352681e-05,0.0001342663,2.7948577e-06,-0.00024207254,6.4463e-05,-1.6724907e-05,0.00017913764,5.226617e-05,-2.8043254e-05,2.6732272e-07,2.4693844e-07,5.059986e-07,6.5428917e-06,4.797265e-05,-9.527668e-06,2.8510318e-05,-6.930424e-06,0.0008731846,-0.00017267869,-5.662429e-07,-2.3679167e-05,-0.0002414682,-3.6871068e-05,4.753963e-06,0.00083333073,0.000187214,-0.00019829633,6.7959796e-08,-0.000732345,8.26267e-05,0.00046808747,3.7051661e-06,7.596875e-05,8.3010265e-05,-6.744976e-05,-3.0453211e-06,0.00013157919,2.8831697e-05,0.0028919973,0.00092020776,-0.00019921019,1.7999666e-05,-0.0001941182,2.6655704e-05,-0.00080036983,-5.2336754e-06,-1.4130245e-07,5.986109e-05,-5.354262e-05,0.00015951075,4.12786e-05,0.00017189323,-7.919911e-05,-8.468667e-07,1.7452769e-05,0.0004125458,-0.00036133578,-0.00051248615,-8.20727e-05,0.0,-3.4842049e-06,3.8177027e-06,0.0001044981,-0.0005166154,0.00024555557,-0.002830935,9.8242126e-05,0.00021341036,0.000118010474,-6.117633e-05,-2.2283954e-05,8.216139e-05,5.246225e-05,3.055861e-07,-1.8401573e-05,-9.438133e-05,3.955982e-05,-0.00037279882,-1.3075791e-05,0.00027201997,0.0039777723,-3.8235194e-05,-0.002029801,0.00020700975,1.3049135e-05,-8.647768e-05,0.0003347021,-0.0006194816,6.6208685e-07,4.2650943e-05,3.5368362e-07,-0.0003652145,-3.5292146e-07,-0.0021112638,-5.2741404e-07,1.4318782e-06,0.00022550275,2.8485285e-06,-0.00011209111,-3.7691404e-06,3.149293e-05,7.75252e-05,0.0001761463,-0.0,-0.000677959
