,coef
R-HSA-382551,0.092215255
R-HSA-1430728,0.10358063
R-HSA-8953897,0.023109462
R-HSA-69306,0.17379831
R-HSA-112316,0.002866823
R-HSA-1500931,0.012918887
R-HSA-5357801,0.03127179
R-HSA-1640170,0.053913802
R-HSA-400253,0.0008888894
R-HSA-1852241,0.008018811
R-HSA-5653656,0.02933903
R-HSA-392499,0.22642145
R-HSA-8963743,0.010533721
R-HSA-168256,0.12443811
R-HSA-1474244,0.3059362
R-HSA-162582,0.3185493
R-HSA-74160,0.12695663
R-HSA-73894,0.07235859
R-HSA-1266738,0.008464622
R-HSA-4839726,0.038509384
R-HSA-5205647,0.011750617
R-HSA-8953854,0.6632972
R-HSA-1474165,0.016106617
R-HSA-1643685,0.013539231
R-HSA-109582,0.25351128
R-HSA-397014,0.04393933
