,coef
R-HSA-5579021,0.0
R-HSA-5210891,0.035832014
R-HSA-399955,0.0009124462
R-HSA-163282,0.0060271914
R-HSA-5619094,0.0
R-HSA-5655332,0.0077785556
R-HSA-180292,0.78079635
R-HSA-73772,0.023604302
R-HSA-2173789,0.00076596526
R-HSA-1296059,0.0062443907
R-HSA-418890,0.0012683714
R-HSA-447043,4.7720896e-06
R-HSA-5603029,0.00056555215
R-HSA-913709,0.00704407
R-HSA-1299344,3.0411837e-07
R-HSA-6794361,0.007571605
R-HSA-68949,0.0009890393
R-HSA-8878159,0.0031162098
R-HSA-1855231,0.0
R-HSA-2468052,0.00055405626
R-HSA-75205,0.0011892963
R-HSA-3000471,0.0016900918
R-HSA-8866376,0.00035247076
R-HSA-5619055,0.0
R-HSA-3000484,0.0048668506
R-HSA-3371497,2.2191012e-05
R-HSA-114516,0.04754333
R-HSA-5654743,0.15194659
R-HSA-191273,0.025351789
R-HSA-1912408,0.007891244
R-HSA-373076,0.047451675
R-HSA-5619098,0.0
R-HSA-3656237,0.008545695
R-HSA-390918,0.0123334965
R-HSA-3214841,0.0029533654
R-HSA-5655291,1.4921134e-05
R-HSA-381771,0.0004047674
R-HSA-1679131,0.0051400615
R-HSA-354194,0.0062654507
R-HSA-1855170,0.0
R-HSA-418359,0.0030430085
R-HSA-70171,0.014903834
R-HSA-622312,0.030617982
R-HSA-6798695,0.08055174
R-HSA-5619107,3.508751e-05
R-HSA-69109,0.0014970166
R-HSA-70268,0.045684256
R-HSA-4551295,0.0
R-HSA-1368071,9.667026e-08
R-HSA-70921,0.024891231
R-HSA-9034015,0.06608192
R-HSA-3656225,0.0019351402
R-HSA-8949613,0.0035442377
R-HSA-113418,0.390366
R-HSA-180786,0.029380968
R-HSA-71384,0.009744313
R-HSA-1222556,0.006179201
R-HSA-373080,0.003335358
R-HSA-4641265,0.0026955057
R-HSA-69236,0.047199506
R-HSA-1855183,0.018583775
R-HSA-5619099,0.004889911
R-HSA-5619037,0.0
R-HSA-1250342,0.00010436741
R-HSA-211736,0.0007734255
R-HSA-1170546,0.0014867507
R-HSA-983695,0.00089686963
R-HSA-5632968,0.0021485905
R-HSA-156582,0.0
R-HSA-5579032,0.0
R-HSA-380994,0.016706707
R-HSA-5619096,0.0
R-HSA-5576890,0.00041937034
R-HSA-201722,9.355911e-05
R-HSA-69473,0.0005583273
R-HSA-5619039,0.0
R-HSA-2214320,0.0
R-HSA-2559580,0.02212759
R-HSA-196757,0.0012041974
R-HSA-512988,0.00041364942
R-HSA-2395516,0.008655478
R-HSA-2428924,0.0045309262
R-HSA-68911,0.0037202565
R-HSA-1445148,6.7811125e-06
R-HSA-75108,0.01977889
R-HSA-389958,0.0472419
R-HSA-5662702,4.5232668e-05
R-HSA-432047,0.01197018
R-HSA-389948,0.0008405199
R-HSA-112409,0.014890579
R-HSA-444411,1.2702202e-07
R-HSA-3304347,0.00038702265
R-HSA-5083629,0.0029191282
R-HSA-1222499,0.0
R-HSA-75896,0.039731648
R-HSA-2978092,0.0011550904
R-HSA-6809583,0.0
R-HSA-933541,0.00089595444
