,coef
R-HSA-372790,0.35826883
R-HSA-425407,0.0034516326
R-HSA-927802,0.016104057
R-HSA-3781865,0.051755007
R-HSA-381426,0.0029399805
R-HSA-5218859,0.0005089938
R-HSA-9006925,0.31153786
R-HSA-5696398,0.114169836
R-HSA-212165,0.036457058
R-HSA-9006927,0.006225311
R-HSA-8934903,0.009269021
R-HSA-6794362,0.0020643068
R-HSA-9006936,0.041896157
R-HSA-1362409,0.008655477
R-HSA-8949215,0.06988765
R-HSA-69278,0.060373623
R-HSA-2564830,0.005998336
R-HSA-382556,0.001181851
R-HSA-202733,0.07482926
R-HSA-202131,0.0038504452
R-HSA-5676934,0.03501111
R-HSA-418346,0.07667181
R-HSA-73942,0.004509406
R-HSA-5619115,0.068357535
R-HSA-2262752,0.02420181
R-HSA-5358508,0.0001737142
R-HSA-72306,0.00014485518
R-HSA-109581,0.03178081
R-HSA-5223345,0.00029832998
R-HSA-3000157,0.0050498666
R-HSA-75072,0.002039141
R-HSA-1368071,9.6651966e-08
R-HSA-5683057,0.17995346
R-HSA-211000,0.011787576
R-HSA-2586552,0.048024535
R-HSA-71387,0.053734377
R-HSA-5205685,0.002481598
R-HSA-9033241,0.01807262
R-HSA-71291,0.28120607
R-HSA-525793,0.019731613
R-HSA-165159,0.001732868
R-HSA-1632852,0.0031435874
R-HSA-5660526,0.0042359894
R-HSA-445717,0.035811402
R-HSA-71737,0.00061211834
R-HSA-5668914,0.048582617
R-HSA-5619507,0.013968851
R-HSA-597592,0.0057759103
R-HSA-5693532,0.040564287
R-HSA-211859,0.009998995
R-HSA-422475,0.00606333
R-HSA-5260271,6.3761036e-08
R-HSA-1368082,5.4231263e-05
R-HSA-5682910,0.0001074895
R-HSA-75205,0.0011892959
R-HSA-452723,0.0076952637
R-HSA-112315,0.0020221793
R-HSA-174824,0.0025639064
R-HSA-9006921,0.0016129803
R-HSA-5663205,0.16817327
R-HSA-157118,0.043262273
R-HSA-3000171,0.0002058298
R-HSA-189445,0.005180823
R-HSA-73893,0.061709028
R-HSA-1474228,0.007981381
R-HSA-1368108,0.00083475595
R-HSA-76002,0.21451846
R-HSA-1280218,0.037081078
R-HSA-2173782,0.033319768
R-HSA-8963676,8.991705e-06
R-HSA-216083,0.1664771
R-HSA-5358351,0.018518018
R-HSA-5663202,0.098794945
R-HSA-1187000,0.0007409491
R-HSA-917937,0.01677912
R-HSA-15869,0.021595618
R-HSA-446728,0.013090239
R-HSA-1268020,0.0006827045
R-HSA-194315,0.031227145
R-HSA-72312,0.009775133
R-HSA-556833,0.6094645
R-HSA-196854,0.19955318
R-HSA-69620,0.043874018
R-HSA-1592230,0.00405679
R-HSA-445355,0.041600306
R-HSA-1474290,0.0053092414
R-HSA-168249,0.18021649
R-HSA-74158,0.0011630557
R-HSA-75892,3.07709e-05
R-HSA-1280215,0.018697314
R-HSA-5617833,0.012075601
R-HSA-73887,0.031978928
R-HSA-983231,0.011915116
R-HSA-1483249,0.033515666
R-HSA-73884,0.018743407
R-HSA-5683826,0.00019030683
R-HSA-199991,0.003980731
R-HSA-391251,0.09225119
R-HSA-8863678,0.083552085
R-HSA-1428517,0.11790035
R-HSA-8935690,0.010542713
R-HSA-1566977,0.0
R-HSA-5423599,0.0011816183
R-HSA-1480926,0.00084281806
R-HSA-390522,0.019001449
R-HSA-69239,0.17301081
R-HSA-2980736,0.07880856
R-HSA-429914,0.6064653
R-HSA-9006931,0.020947244
R-HSA-2028269,0.042990062
R-HSA-140877,0.024076689
R-HSA-73864,0.0112708425
R-HSA-72086,0.0049899104
R-HSA-2161522,0.028961599
R-HSA-75944,0.01169406
R-HSA-1475029,5.9889328e-05
R-HSA-428359,0.0019120784
R-HSA-977225,0.021993622
R-HSA-1296071,0.009802371
R-HSA-983712,0.08265989
R-HSA-112307,0.0028490664
R-HSA-5576891,0.06653814
R-HSA-9006934,0.83302647
R-HSA-450531,0.014012035
R-HSA-163685,0.4484347
R-HSA-72203,0.03805952
R-HSA-6783310,0.00275994
R-HSA-75067,0.01856515
R-HSA-381119,0.05427269
R-HSA-3000178,0.13902554
R-HSA-186712,0.00014208483
R-HSA-1566948,0.006872757
R-HSA-1181150,7.601953e-05
R-HSA-194441,0.07939722
R-HSA-391160,7.9809426e-05
R-HSA-72766,0.42066482
R-HSA-6805567,0.00013278953
R-HSA-373753,0.00025118372
R-HSA-73886,0.04934216
R-HSA-8941237,0.0006216917
R-HSA-195721,0.027530873
R-HSA-68874,0.0007875636
R-HSA-381340,0.012402663
R-HSA-1500620,0.01635734
R-HSA-3247509,0.038509414
R-HSA-8981607,5.1930593e-10
R-HSA-73857,0.10154733
