ind,Metabolism of nitric oxide,Transcriptional regulation of pluripotent stem cells,Abacavir transport and metabolism,Signaling by Hedgehog,Metabolism of carbohydrates,RORA activates gene expression,Non-integrin membrane-ECM interactions,Meiosis,Cell surface interactions at the vascular wall,DNA Damage Bypass,Protein-protein interactions at synapses,Biological oxidations,Post-translational protein modification,Cell junction organization,Reversible hydration of carbon dioxide,Fanconi Anemia Pathway,Platelet Adhesion to exposed collagen,Signal regulatory protein family interactions,Nonsense-Mediated Decay (NMD),Chromatin modifying enzymes,O2/CO2 exchange in erythrocytes,Cytokine Signaling in Immune system,Disorders of transmembrane transporters,Surfactant metabolism,M/G1 Transition,Signaling by Leptin,Cilium Assembly,Amyloid fiber formation,Keratinization,Processing of Capped Intronless Pre-mRNA,Mitochondrial iron-sulfur cluster biogenesis,Iron uptake and transport,Inositol phosphate metabolism,Cell Cycle Checkpoints,Nephrin family interactions,Transmission across Chemical Synapses,Invadopodia formation,"Platelet activation, signaling and aggregation",Formation of Fibrin Clot (Clotting Cascade),Pyrophosphate hydrolysis,Cytosolic iron-sulfur cluster assembly,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Integrin cell surface interactions,Integrin signaling,Signaling by WNT,Cardiac conduction,Signaling by NODAL,Diseases of Mismatch Repair (MMR),Signaling by TGF-beta family members,Signaling by NOTCH,Intracellular signaling by second messengers,ECM proteoglycans,Laminin interactions,Transcription from mitochondrial promoters,mTOR signalling,Axon guidance,Response to metal ions,Peptide hormone metabolism,Elastic fibre formation,Regulation of beta-cell development,mRNA Capping,Factors involved in megakaryocyte development and platelet production,Translation,Dissolution of Fibrin Clot,Metabolism of amino acids and derivatives,Diseases of metabolism,Binding and Uptake of Ligands by Scavenger Receptors,Diseases of signal transduction,DNA Damage Reversal,Pink/Parkin Mediated Mitophagy,Innate Immune System,Diseases of Immune System,mRNA Editing,Apoptosis,Gene Silencing by RNA,Metabolism of lipids,Activation of HOX genes during differentiation,Cellular responses to stress,Adaptive Immune System,tRNA processing,Collagen formation,Signaling by Non-Receptor Tyrosine Kinases,"Plasma lipoprotein assembly, remodeling, and clearance",RNA Polymerase II Transcription,Fibronectin matrix formation,ABC-family proteins mediated transport,Chromosome Maintenance,Fertilization,Mismatch Repair,Membrane Trafficking,Unfolded Protein Response (UPR),SLC-mediated transmembrane transport,Base Excision Repair,Signaling by GPCR,Myogenesis,Intracellular oxygen transport,The citric acid (TCA) cycle and respiratory electron transport,Signaling by Nuclear Receptors,Metabolism of non-coding RNA,RNA Polymerase I Transcription,Signaling by Hippo,Metabolism of nucleotides,Degradation of the extracellular matrix,Intestinal absorption,Nucleotide Excision Repair,Mitochondrial protein import,Macroautophagy,Metabolism of porphyrins,Epigenetic regulation of gene expression,Mitochondrial biogenesis,Signaling by Receptor Tyrosine Kinases,DNA Double-Strand Break Repair,Transmission across Electrical Synapses ,Transcriptional regulation of white adipocyte differentiation,Aquaporin-mediated transport,Diseases of glycosylation,MAPK family signaling cascades,NR1D1 (REV-ERBA) represses gene expression,LGI-ADAM interactions,Metabolism of vitamins and cofactors,"Cell Cycle, Mitotic",Ion channel transport,Protein repair,Mitochondrial calcium ion transport,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Infectious disease,Receptor Mediated Mitophagy,Signaling by Rho GTPases,Striated Muscle Contraction,Protein folding,Regulated Necrosis,Death Receptor Signalling,Regulation of mRNA stability by proteins that bind AU-rich elements,Platelet homeostasis,Smooth Muscle Contraction,Neurodegenerative Diseases,RNA Polymerase III Transcription,Integration of energy metabolism,Miscellaneous transport and binding events,Deadenylation-dependent mRNA decay,Processing of Capped Intron-Containing Pre-mRNA,Synthesis of DNA,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Digestion,Potassium Channels,Peroxisomal protein import,rRNA processing
GSM1594264,1.875983e-07,-9.180042e-11,-6.631297e-08,4.5662377e-06,2.394972e-06,-3.3216367e-09,1.2630621e-05,1.3144103e-05,-1.01636196e-07,-2.083069e-06,6.7219585e-06,1.9356192e-05,0.00012006236,5.1599267e-11,-8.314992e-09,8.625321e-07,9.705674e-10,-5.2996114e-11,-8.8927686e-07,-2.6493133e-06,4.8523543e-08,-4.5735746e-05,-1.2347197e-06,4.4525677e-07,7.556434e-07,1.46924055e-08,1.6652101e-06,1.1267334e-06,1.517071e-08,-2.1979176e-06,-3.7546602e-08,0.00010215113,-3.2597853e-07,-8.164436e-06,-4.142794e-12,-4.172282e-05,-5.748774e-10,-6.09498e-06,-6.009727e-08,-0.0,-9.83394e-10,4.100008e-07,5.1300118e-05,-3.1274449e-06,7.582227e-05,-1.3196557e-06,6.841063e-11,5.1183486e-07,-2.464647e-06,3.4777752e-06,-1.0401381e-05,-1.1147044e-06,-3.5165332e-08,3.3191228e-08,1.2484518e-06,3.9796735e-10,2.0304335e-10,2.1661381e-07,5.9488434e-07,-4.8677323e-10,-1.1232013e-05,1.1498159e-07,-4.4297474e-05,9.282722e-09,-1.8839515e-05,-6.9523264e-07,2.3625764e-09,1.0130648e-06,1.794331e-08,7.599769e-07,-3.033923e-05,-3.995769e-07,-1.3697059e-09,-6.9139614e-06,1.724911e-06,-1.0120622e-05,5.913613e-10,8.5930607e-10,3.0365177e-07,-5.640565e-07,-5.8382184e-09,-7.701127e-08,-7.763508e-07,5.92198e-07,0.0,-4.2829974e-08,3.947245e-09,3.4589456e-09,4.894269e-10,1.4291588e-05,-1.0111175e-08,-1.4669516e-06,4.4431367e-06,7.081865e-07,-3.7452473e-08,0.0,3.780226e-06,2.0269988e-05,2.2516288e-06,1.3626471e-06,2.5853082e-09,3.217373e-06,-7.717343e-08,0.0,-5.029142e-06,-2.436518e-08,-2.7906574e-07,2.041637e-09,3.0410297e-06,4.9602523e-08,-1.8494376e-05,7.621935e-08,2.6908037e-08,-5.2450333e-09,5.5528177e-10,3.0205774e-07,-2.3837547e-05,-0.0,9.56855e-10,5.7584236e-07,-2.6245949e-05,-3.9883813e-07,-4.8869775e-09,-7.1286934e-07,-2.627657e-07,-1.4145177e-06,6.4141204e-07,-9.920913e-05,1.5843898e-07,7.703821e-07,-1.2214214e-07,-6.297607e-08,-1.9114532e-09,1.6869413e-07,-3.2049393e-06,4.5717906e-07,8.4670063e-07,-1.7844403e-06,1.1367895e-06,-7.3659567e-07,-2.9729874e-05,-1.609625e-08,1.3846652e-08,-2.1572248e-06,-1.3437834e-06,-2.4387535e-07,-2.5978122e-06
GSM1594347,1.899375e-07,-9.6168414e-11,-7.065139e-08,4.828076e-06,3.2097262e-06,-5.3499294e-09,1.3406071e-05,1.6157514e-05,2.5611976e-07,-1.983262e-06,6.8055106e-06,2.2836504e-05,0.00011351854,3.4853648e-11,-6.150164e-09,8.7937184e-07,1.0312948e-09,-5.248311e-11,-9.4875304e-07,-2.8537586e-06,4.906128e-08,-5.9632253e-05,-1.3880039e-06,4.620833e-07,7.8361035e-07,1.4533022e-08,1.3756925e-06,1.1237158e-06,1.5331416e-08,-2.0736009e-06,-3.9094747e-08,0.000108542554,-2.8188978e-07,-7.547052e-06,-1.1468376e-11,-3.8286285e-05,-4.5955176e-10,-6.549734e-06,-8.881411e-08,-0.0,-9.043157e-10,3.7136783e-07,5.4898293e-05,-2.4602305e-06,7.5112155e-05,-1.3905658e-06,7.205063e-11,4.8918224e-07,-2.4053406e-06,3.3479998e-06,-1.2785465e-05,-1.1294638e-06,-3.5202678e-08,2.6831863e-08,1.2554585e-06,-4.246455e-10,2.0423248e-10,2.2974281e-07,5.424903e-07,-4.7566967e-10,-1.0208181e-05,1.3691745e-07,-4.2485844e-05,8.209097e-09,-1.7083936e-05,-7.3976446e-07,3.4744314e-09,7.473441e-07,1.6608928e-08,3.2356607e-07,-2.884137e-05,-4.6140707e-07,-9.192151e-10,-6.327963e-06,1.4457522e-06,-9.669596e-06,5.061778e-10,1.8049823e-08,3.2005826e-07,-4.6133647e-07,-5.8769865e-09,-5.9480243e-08,-7.9959534e-07,5.0839645e-07,0.0,-3.229835e-08,6.9537536e-09,3.1915703e-09,9.609002e-10,3.0318897e-06,-1.0876471e-08,-1.2446084e-06,4.2098955e-06,6.7407586e-07,-3.4792663e-08,0.0,3.8320527e-06,2.1819913e-05,2.0256773e-06,1.3400612e-06,2.534898e-09,5.1042584e-06,-8.44025e-08,0.0,-6.265875e-06,-2.1318808e-08,-2.467119e-07,2.2837812e-09,3.4016612e-06,3.871221e-08,2.299915e-05,-1.07796794e-07,3.0299336e-08,-1.0684693e-08,6.826263e-10,3.4529276e-07,-2.5972915e-05,-0.0,1.0040806e-09,1.1874702e-07,-2.58874e-05,-4.5637438e-07,-5.339381e-09,-6.333033e-07,-2.3462947e-07,-1.3709683e-06,4.900564e-07,-9.7241216e-05,1.18389345e-07,7.7017063e-07,-1.2101253e-07,-7.5773514e-08,-2.4422233e-08,1.8825239e-07,-2.815204e-06,5.327946e-07,8.113604e-07,-2.543949e-06,1.020928e-06,-7.1565876e-07,-3.116043e-05,-1.9392367e-08,1.4217899e-08,-1.7181726e-06,-1.409163e-06,-2.1982058e-07,-2.783083e-06
GSM1594358,2.1263914e-07,-9.2197756e-11,-6.746633e-08,5.0530944e-06,1.6166025e-06,-5.347698e-09,1.271192e-05,1.4073549e-05,-3.136249e-08,-1.9914244e-06,6.903729e-06,2.0177471e-05,0.00012562974,3.7545068e-11,-6.7457595e-09,8.70718e-07,9.169285e-10,-5.592021e-11,-8.592116e-07,-3.0395818e-06,4.9906642e-08,-6.0090435e-05,-1.4532142e-06,4.7322422e-07,7.579886e-07,1.27115305e-08,1.4424775e-06,8.75921e-07,1.537245e-08,-2.1388134e-06,-3.862637e-08,0.00010565595,-3.0625074e-07,-8.578459e-06,-8.89297e-12,-3.9196093e-05,-5.4443017e-10,-5.283728e-06,-5.326633e-08,-0.0,-9.1449387e-10,3.6852796e-07,5.056834e-05,-2.5837205e-06,8.2285216e-05,-1.3712179e-06,5.922071e-11,4.980958e-07,-2.3306807e-06,3.4380962e-06,-1.2279853e-05,-1.169279e-06,-3.431475e-08,3.171704e-08,1.2987914e-06,2.5075356e-10,2.0426807e-10,2.2816121e-07,5.352273e-07,-4.6904114e-10,-1.1303366e-05,1.3773509e-07,-4.7640493e-05,8.904044e-09,-1.830283e-05,-6.902075e-07,3.2362082e-09,1.7036712e-06,1.7518841e-08,5.649808e-07,-2.8596896e-05,-3.9848936e-07,-1.0336364e-09,-6.317085e-06,1.662971e-06,-1.0503453e-05,5.560842e-10,2.9816775e-07,3.5016436e-07,-1.6231371e-07,-6.0111898e-09,-7.0494046e-08,-8.613955e-07,5.0165767e-07,0.0,-3.332266e-08,6.0047554e-09,3.5260586e-09,7.3877154e-10,6.999478e-06,-1.0130043e-08,-1.2861867e-06,4.418801e-06,6.408506e-07,-3.7263035e-08,0.0,4.10181e-06,2.5080986e-05,2.1179105e-06,1.419725e-06,2.3609295e-09,4.169066e-06,-7.692598e-08,0.0,-6.029849e-06,-2.5344427e-08,-2.8348282e-07,2.1199194e-09,3.0780463e-06,4.5036415e-08,-1.0951766e-05,1.2297212e-07,2.1937598e-08,1.9306594e-08,5.38969e-10,2.7397434e-07,-2.4975525e-05,-0.0,1.1005769e-09,9.996821e-07,-2.1247846e-05,-5.2204535e-07,-5.70365e-09,-6.6702e-07,-2.2612389e-07,-1.4576678e-06,6.707735e-07,-0.000101310434,1.0525505e-07,7.169605e-07,-1.1788716e-07,-5.95686e-08,5.340805e-08,1.7125204e-07,-2.962702e-06,3.998342e-07,9.4582555e-07,-1.6498228e-06,8.983459e-07,-6.855754e-07,-3.0993615e-05,-2.0060092e-08,1.3608699e-08,-2.1926626e-06,-1.2881948e-06,-2.0981544e-07,-2.6011019e-06
GSM1594483,2.0160455e-07,-9.126891e-11,-7.7160415e-08,4.652327e-06,2.812245e-06,-4.6777235e-09,1.2805627e-05,1.4181629e-05,1.0291741e-07,-1.9020565e-06,6.6601006e-06,2.071901e-05,0.00012257599,4.3112153e-11,-8.023397e-09,8.7670077e-07,9.97989e-10,-5.67666e-11,-9.061034e-07,-2.9401192e-06,4.449172e-08,-5.6866636e-05,-1.1207632e-06,4.9388404e-07,7.848108e-07,1.36388065e-08,1.5821436e-06,7.972077e-07,1.5467037e-08,-2.0685043e-06,-4.3787068e-08,0.000100648715,-2.9063034e-07,-7.1458285e-06,-8.890095e-12,-3.871095e-05,-3.656695e-10,-5.2214464e-06,-8.9262926e-08,-0.0,-9.333554e-10,3.822032e-07,5.132595e-05,-3.0641118e-06,7.883722e-05,-1.3946806e-06,6.5634435e-11,4.7049085e-07,-2.3539178e-06,3.169361e-06,-1.1034267e-05,-1.1290957e-06,-3.44461e-08,2.9511527e-08,1.3195519e-06,-6.8806594e-10,1.4290058e-10,2.2715767e-07,5.863114e-07,-4.820467e-10,-1.1702565e-05,1.2020594e-07,-3.9857336e-05,9.250223e-09,-1.6368836e-05,-6.817253e-07,3.0734568e-09,1.6499196e-06,1.8455122e-08,2.582661e-07,-3.0577386e-05,-4.3482348e-07,-1.0333506e-09,-6.58873e-06,1.5381173e-06,-9.894806e-06,5.8614413e-10,5.8532135e-07,3.3536637e-07,-5.538546e-07,-5.872652e-09,-7.738879e-08,-8.020107e-07,5.558413e-07,0.0,-4.0567038e-08,4.7620565e-09,3.1278988e-09,6.401081e-10,4.612659e-06,-1.0391177e-08,-1.2989243e-06,4.336638e-06,6.0556386e-07,-3.514722e-08,0.0,3.934708e-06,2.1053007e-05,2.0292425e-06,1.3911601e-06,2.5268325e-09,7.0370243e-06,-9.177966e-08,0.0,-7.607677e-06,-2.2182219e-08,-2.9311028e-07,2.2820794e-09,3.061697e-06,4.5980823e-08,-1.6687482e-05,-5.21301e-08,2.0037923e-08,-4.8378506e-09,5.042003e-10,3.8153593e-07,-2.7817518e-05,-0.0,1.0127078e-09,3.8544266e-07,-2.5586336e-05,-4.4230976e-07,-5.2089133e-09,-6.6649335e-07,-2.564637e-07,-1.3729415e-06,5.8748424e-07,-9.824989e-05,1.2610435e-07,7.0439006e-07,-1.2700005e-07,-5.731806e-08,-4.5702286e-08,1.545567e-07,-2.6068913e-06,5.4160057e-07,8.915163e-07,-1.3451464e-06,8.6368146e-07,-7.4083994e-07,-3.1038686e-05,-1.5916028e-08,1.3349609e-08,-1.972236e-06,-1.3087131e-06,-2.134948e-07,-2.451612e-06
GSM1594534,1.7606442e-07,-1.00965514e-10,-6.4787606e-08,4.664526e-06,2.4510405e-06,-5.287809e-09,1.2650318e-05,1.4012829e-05,-9.6067616e-08,-1.9226047e-06,6.5413096e-06,2.0760965e-05,0.000115936666,2.4916957e-11,-7.0079484e-09,8.295652e-07,9.656744e-10,-5.586399e-11,-8.788289e-07,-2.8125853e-06,4.8278746e-08,-5.8912396e-05,-1.301591e-06,4.5166738e-07,7.9954003e-07,1.3720405e-08,1.7244862e-06,9.707016e-07,1.47447e-08,-2.10913e-06,-3.6602398e-08,0.000103020655,-3.3856392e-07,-7.977163e-06,-6.7324284e-12,-3.9465023e-05,-7.9067514e-10,-5.305664e-06,-8.447535e-08,-0.0,-9.50935e-10,4.145193e-07,4.987019e-05,-2.7697495e-06,7.879295e-05,-1.2669335e-06,6.8047165e-11,5.212976e-07,-2.4406802e-06,3.2827656e-06,-1.1160963e-05,-1.1133448e-06,-3.4987956e-08,3.2512627e-08,1.2374479e-06,-1.08348615e-10,2.0198032e-10,2.1414647e-07,5.9861304e-07,-4.586363e-10,-1.1198484e-05,1.0904069e-07,-4.2240685e-05,9.235924e-09,-1.7975086e-05,-7.801697e-07,3.2001952e-09,1.6900838e-06,1.719019e-08,4.6428826e-07,-2.9304612e-05,-4.0644008e-07,-1.2492088e-09,-6.8006952e-06,1.4636137e-06,-1.0271639e-05,5.7063293e-10,3.6899627e-07,3.2230895e-07,-5.21038e-07,-5.606139e-09,-7.692982e-08,-8.092804e-07,5.948954e-07,0.0,-4.8032163e-08,4.1983053e-09,3.456043e-09,4.8701154e-10,5.9216127e-06,-1.0278045e-08,-1.3931536e-06,4.2423617e-06,6.358871e-07,-3.6788776e-08,0.0,4.0733876e-06,2.2120706e-05,2.1734957e-06,1.3443489e-06,2.4301194e-09,2.0302589e-06,-7.830386e-08,0.0,-6.091105e-06,-2.424219e-08,-2.638538e-07,2.192926e-09,3.1131897e-06,4.4261824e-08,-1.153755e-05,2.1909884e-08,2.6471618e-08,-9.126891e-09,4.3025025e-10,3.2435597e-07,-2.4765546e-05,-0.0,1.056234e-09,3.8831425e-07,-2.4343422e-05,-5.549246e-07,-4.717362e-09,-6.829801e-07,-2.6056503e-07,-1.4453324e-06,6.224212e-07,-9.875391e-05,1.2926571e-07,7.7840633e-07,-1.1679821e-07,-5.5577637e-08,-2.2967637e-08,1.4803831e-07,-3.055192e-06,5.8860087e-07,8.75912e-07,-1.5281074e-06,9.738702e-07,-7.418114e-07,-2.8826866e-05,-1.9660495e-08,1.3950913e-08,-2.4466551e-06,-1.3231949e-06,-2.2374122e-07,-2.4516507e-06
GSM1594581,1.721009e-07,-8.758118e-11,-6.384046e-08,4.409859e-06,1.857963e-06,-6.018133e-09,1.2688114e-05,1.30741455e-05,7.638604e-08,-1.8038938e-06,6.2831577e-06,1.9515011e-05,0.000118421776,6.1073036e-11,-7.431314e-09,8.6090597e-07,9.443679e-10,-5.478517e-11,-9.62329e-07,-2.9277842e-06,4.8842978e-08,-5.011716e-05,-1.1411348e-06,5.071698e-07,7.5248175e-07,1.2808892e-08,1.5748453e-06,9.4624613e-07,1.5092672e-08,-2.2168974e-06,-3.7974072e-08,9.905424e-05,-3.5634358e-07,-7.817511e-06,-7.783899e-12,-4.0973107e-05,-6.211945e-10,-5.67464e-06,-3.346332e-08,-0.0,-9.620207e-10,3.711117e-07,4.9039456e-05,-2.7475196e-06,8.200244e-05,-1.3801784e-06,5.9240154e-11,4.7184156e-07,-2.3359346e-06,3.4320542e-06,-1.1830608e-05,-1.0894163e-06,-3.357708e-08,3.3712517e-08,1.2844087e-06,6.914259e-10,2.0453697e-10,2.3424022e-07,7.399277e-07,-4.7565785e-10,-1.1001333e-05,1.1713531e-07,-4.657455e-05,9.605568e-09,-1.69113e-05,-7.2279136e-07,3.5360472e-09,1.8137976e-06,1.716697e-08,4.6518167e-07,-3.0131181e-05,-4.0320108e-07,-9.1913144e-10,-6.398669e-06,1.5988717e-06,-1.0272223e-05,6.3774014e-10,7.582354e-08,3.4104616e-07,-1.6410681e-07,-5.4665117e-09,-7.199458e-08,-8.389975e-07,4.995438e-07,0.0,-3.6593285e-08,5.325985e-09,3.5266587e-09,1.9708118e-10,5.23385e-06,-1.0537503e-08,-1.6549704e-06,4.320601e-06,6.277204e-07,-3.6464094e-08,0.0,3.8825337e-06,2.1020576e-05,2.2424442e-06,1.4156964e-06,2.548764e-09,3.1645245e-06,-8.318177e-08,0.0,-5.890952e-06,-2.3852225e-08,-3.3681872e-07,2.0553659e-09,2.9880093e-06,3.5593953e-08,-1.5250947e-05,1.5385064e-07,2.3601128e-08,2.2274099e-08,5.2431287e-10,3.12566e-07,-2.6350019e-05,-0.0,9.600181e-10,2.3737677e-07,-2.3610397e-05,-4.4482013e-07,-4.825688e-09,-6.960898e-07,-2.6836116e-07,-1.3975599e-06,6.539431e-07,-9.830409e-05,6.826157e-08,8.6413866e-07,-1.1925259e-07,-5.8592118e-08,5.8312022e-08,1.6352178e-07,-2.8340146e-06,4.2777035e-07,8.8475286e-07,-1.3971197e-06,1.0148106e-06,-6.290334e-07,-2.9594687e-05,-1.7171601e-08,1.3813687e-08,-1.9836584e-06,-1.3369718e-06,-2.2981403e-07,-2.5549095e-06
GSM1594582,1.9070194e-07,-8.662522e-11,-6.3373825e-08,5.6821664e-06,2.5239751e-06,-5.3390785e-09,1.26904015e-05,1.4523626e-05,5.445615e-08,-2.041789e-06,6.530546e-06,2.0953172e-05,0.00013052745,7.767068e-12,-8.016355e-09,8.6659156e-07,9.858808e-10,-5.3240013e-11,-9.566279e-07,-2.9126809e-06,4.6374954e-08,-4.4889814e-05,-1.0073674e-06,4.8364853e-07,7.517478e-07,1.3063056e-08,1.6758963e-06,9.713993e-07,1.485372e-08,-2.3083521e-06,-3.8542126e-08,0.0001011717,-3.265207e-07,-7.4595205e-06,-6.5202474e-12,-4.197369e-05,-5.6903166e-10,-5.9068884e-06,-6.1145386e-08,-0.0,-9.1681923e-10,3.601762e-07,5.0262654e-05,-2.6221705e-06,7.883325e-05,-1.2283152e-06,6.551717e-11,5.1602774e-07,-2.416658e-06,3.3645256e-06,-1.1696723e-05,-1.1399237e-06,-3.4757758e-08,3.002147e-08,1.3174554e-06,8.428691e-10,2.039658e-10,2.2125586e-07,5.8210185e-07,-5.0698623e-10,-1.1802898e-05,1.4834116e-07,-4.8336435e-05,9.935649e-09,-1.9003879e-05,-8.6468907e-07,3.131566e-09,1.6603785e-06,1.599237e-08,1.1169852e-06,-3.0810534e-05,-4.0272246e-07,-9.1733043e-10,-6.355403e-06,1.7545588e-06,-1.0628667e-05,6.402418e-10,-9.808898e-08,3.414891e-07,3.6309398e-08,-6.0015006e-09,-8.264148e-08,-7.9368533e-07,6.3066176e-07,0.0,-3.7261156e-08,5.140548e-09,3.489633e-09,4.671439e-10,9.879428e-06,-1.0509805e-08,-1.6791365e-06,4.351012e-06,6.891011e-07,-3.5641346e-08,0.0,3.9180477e-06,1.806511e-05,2.3939767e-06,1.3442576e-06,2.5425668e-09,5.3188146e-06,-8.1889816e-08,0.0,-5.544972e-06,-2.2979886e-08,-3.0098477e-07,2.0194961e-09,3.1168186e-06,3.9970214e-08,-1.0225269e-05,3.006883e-07,3.0069373e-08,1.6160982e-08,6.2202304e-10,3.916791e-07,-2.7451295e-05,-0.0,9.552258e-10,1.4461153e-07,-2.4948546e-05,-2.0706653e-07,-4.9627156e-09,-6.9792947e-07,-2.5966747e-07,-1.3832874e-06,6.412276e-07,-9.92342e-05,8.503274e-08,7.0211644e-07,-1.1972796e-07,-5.240815e-08,-9.3943605e-08,1.7478699e-07,-3.1064533e-06,4.4413474e-07,9.0806543e-07,-1.5832823e-06,1.0428258e-06,-6.8720806e-07,-2.9274275e-05,-1.5405966e-08,1.23353345e-08,-2.2419315e-06,-1.3655373e-06,-2.4192062e-07,-2.5614277e-06
GSM1594583,1.8350701e-07,-9.255731e-11,-5.7712263e-08,4.98942e-06,1.5064394e-06,-2.6778924e-09,1.2628817e-05,1.1457789e-05,1.07203164e-07,-2.1411568e-06,6.4912188e-06,1.911192e-05,0.000117959826,3.387553e-13,-7.782888e-09,8.5435994e-07,9.780848e-10,-5.225187e-11,-8.784762e-07,-2.974658e-06,4.4139675e-08,-5.35145e-05,-1.3726743e-06,4.795251e-07,7.2479946e-07,1.3383967e-08,1.5478311e-06,1.2127365e-06,1.534436e-08,-2.1393635e-06,-4.2157616e-08,0.000103754726,-2.6426264e-07,-7.76642e-06,-1.0924277e-11,-4.0737403e-05,-6.8156636e-10,-6.2851977e-06,-7.782957e-08,-0.0,-9.194625e-10,3.6553882e-07,4.924395e-05,-2.3412802e-06,8.046621e-05,-1.2347892e-06,6.5766545e-11,5.3294707e-07,-2.3923053e-06,3.06412e-06,-1.2395269e-05,-1.1447173e-06,-3.4223792e-08,3.2974867e-08,1.2744861e-06,-1.3841504e-10,1.6366807e-10,2.2340686e-07,6.701775e-07,-4.9596643e-10,-1.0976651e-05,1.2130229e-07,-4.916469e-05,1.031631e-08,-1.9177192e-05,-6.5148134e-07,3.764665e-09,1.0589143e-06,1.71197e-08,1.2885687e-06,-3.1651707e-05,-4.343198e-07,-1.3803236e-09,-6.260466e-06,1.5379904e-06,-9.9687795e-06,5.2493243e-10,-5.9147073e-08,3.3100866e-07,-4.345604e-07,-5.678215e-09,-7.293777e-08,-1.2772692e-06,6.07295e-07,0.0,-3.7377504e-08,5.340957e-09,3.4390057e-09,8.6323676e-10,9.573259e-06,-1.0388076e-08,-1.3177295e-06,4.588899e-06,6.358443e-07,-3.835999e-08,0.0,4.0407426e-06,1.8627266e-05,2.1894903e-06,1.3527496e-06,2.576048e-09,2.4514763e-06,-7.574606e-08,0.0,-6.765527e-06,-2.8438858e-08,-3.8606356e-07,2.057985e-09,2.8175073e-06,3.9702492e-08,-3.0251891e-05,-7.702365e-08,2.6033605e-08,7.973932e-09,5.8434846e-10,2.947336e-07,-2.5703832e-05,-0.0,9.765094e-10,4.7852602e-08,-2.502847e-05,-4.6272856e-07,-4.577798e-09,-7.357238e-07,-2.5205955e-07,-1.4960882e-06,7.0291946e-07,-9.768415e-05,8.4335404e-08,6.692094e-07,-1.1542283e-07,-5.914997e-08,-4.5637794e-08,1.7499259e-07,-2.841326e-06,4.6410537e-07,9.590801e-07,-1.8887423e-06,1.265902e-06,-6.74853e-07,-3.1117906e-05,-1.6805698e-08,1.4214663e-08,-2.1826565e-06,-1.3595977e-06,-2.3317311e-07,-2.6613468e-06
GSM1594586,1.8092807e-07,-9.1731386e-11,-6.294868e-08,4.4472927e-06,2.4577034e-06,-3.3482768e-09,1.26339955e-05,1.327201e-05,1.6460602e-07,-2.1738915e-06,6.4941546e-06,1.8982733e-05,0.00012257532,3.4901297e-11,-8.039584e-09,8.8368733e-07,9.457449e-10,-5.3709905e-11,-9.1293407e-07,-2.7816243e-06,4.674837e-08,-5.054727e-05,-1.4984448e-06,4.617274e-07,7.59588e-07,1.4670577e-08,1.6727848e-06,9.4822883e-07,1.4913372e-08,-2.270078e-06,-3.949487e-08,0.00010080515,-3.3144312e-07,-8.488317e-06,-6.681631e-12,-4.1420295e-05,-7.840129e-10,-6.0571197e-06,-5.155709e-08,-0.0,-9.387411e-10,3.6384344e-07,4.9222668e-05,-2.6899443e-06,8.123821e-05,-1.2409142e-06,6.25333e-11,5.2361526e-07,-2.37444e-06,3.3483816e-06,-1.0820302e-05,-1.1402419e-06,-3.4233032e-08,3.4288416e-08,1.3109886e-06,-5.604333e-12,2.0468918e-10,2.2308838e-07,5.8649016e-07,-4.750563e-10,-1.1346568e-05,1.2116081e-07,-4.5927234e-05,9.969375e-09,-1.7543323e-05,-7.426913e-07,2.9551317e-09,1.1574265e-06,1.7484659e-08,1.2460804e-06,-3.1827978e-05,-3.983903e-07,-1.2655943e-09,-6.5266368e-06,1.7949967e-06,-1.0353319e-05,6.4054495e-10,3.614653e-08,3.4285006e-07,-6.6256086e-07,-5.748178e-09,-7.404863e-08,-9.892435e-07,5.794421e-07,0.0,-3.2639697e-08,5.625329e-09,3.165019e-09,6.6615263e-10,1.2922201e-05,-1.0803063e-08,-1.5349256e-06,4.423364e-06,6.740337e-07,-3.8203154e-08,0.0,4.0624427e-06,2.1889588e-05,2.19139e-06,1.3405913e-06,2.53855e-09,2.538906e-06,-8.160094e-08,0.0,-5.9350045e-06,-2.7669516e-08,-3.3099494e-07,2.1560154e-09,3.048269e-06,4.2396483e-08,-4.9199643e-05,2.9389454e-07,2.9122015e-08,3.1672233e-08,5.2506066e-10,2.5229255e-07,-2.45519e-05,-0.0,9.525963e-10,6.9992524e-07,-2.643368e-05,-3.8436292e-07,-4.9261697e-09,-7.262883e-07,-2.635432e-07,-1.4879306e-06,6.554728e-07,-0.00010205098,1.4814903e-07,7.767987e-07,-1.1871377e-07,-5.2832704e-08,-1.2523704e-07,1.7155828e-07,-3.0759172e-06,3.3966657e-07,8.824511e-07,-1.9479303e-06,1.1357832e-06,-8.1267797e-07,-3.0755382e-05,-1.6514363e-08,1.36085685e-08,-2.0852162e-06,-1.3470365e-06,-2.4516584e-07,-2.619811e-06
