,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
TSPYL2,5.224155e-07,1.0,5.224155e-07,-0.10775974,0.048486058
ANKRD10,0.0,0.0,0.0,-0.11236727,0.20280498
SCRIB,5.7605356e-09,1.0,5.7605356e-09,-0.11231647,0.0450163
INTS7,1.0290074e-07,1.0,1.0290074e-07,-0.11145972,0.04566868
EIF2AK1,0.0,0.0,0.0,-0.11236727,0.20280498
SERINC2,7.222153e-07,1.0,7.222153e-07,-0.10599757,0.04982788
TRAPPC12,2.0103912e-11,1.0,2.0103912e-11,-0.1123671,0.044977747
ELP5,2.42627e-06,1.0,2.42627e-06,-0.09096834,0.061272
BRIX1,0.0,0.0,0.0,-0.11236727,0.20280498
CLIP1,4.8346277e-07,5.0,4.8346277e-07,-0.10810329,-0.58308506
PM20D2,0.0,0.0,0.0,-0.11236727,0.20280498
TRAPPC6B,1.7364562e-09,2.0,1.7364562e-09,-0.11235196,-0.11283811
SIDT2,0.0,0.0,0.0,-0.11236727,0.20280498
PRDM10,0.0,0.0,0.0,-0.11236727,0.20280498
ALDOC,1.201308e-06,2.0,1.201308e-06,-0.10177212,-0.104782015
RAB3IL1,1.9607332e-10,1.0,1.9607332e-10,-0.112365544,0.044978935
HYAL4,0.0,0.0,0.0,-0.11236727,0.20280498
ALKBH6,0.0,0.0,0.0,-0.11236727,0.20280498
MPL,0.0,0.0,0.0,-0.11236727,0.20280498
DND1,0.0,0.0,0.0,-0.11236727,0.20280498
JAZF1,0.0,0.0,0.0,-0.11236727,0.20280498
KLHL29,0.0,0.0,0.0,-0.11236727,0.20280498
RNF111,6.6119446e-06,4.0,6.6119446e-06,-0.05405202,-0.38409993
TPST2,0.0,0.0,0.0,-0.11236727,0.20280498
SULT1A1,0.0,0.0,0.0,-0.11236727,0.20280498
NAGA,0.0,0.0,0.0,-0.11236727,0.20280498
HSPA5,3.708457e-06,4.0,3.708457e-06,-0.079659864,-0.40359923
ZNF687,0.0,0.0,0.0,-0.11236727,0.20280498
ABR,2.2731936e-07,3.0,2.2731936e-07,-0.110362396,-0.26915053
SUPT6H,2.3873304e-06,2.0,2.3873304e-06,-0.09131178,-0.0968169
EIF2D,0.0,0.0,0.0,-0.11236727,0.20280498
CSF1R,3.4038305e-08,1.0,3.4038305e-08,-0.112067066,0.045206208
TVP23C,0.0,0.0,0.0,-0.11236727,0.20280498
DUSP28,0.0,0.0,0.0,-0.11236727,0.20280498
DEF8,0.0,0.0,0.0,-0.11236727,0.20280498
SCLY,8.366273e-07,1.0,8.366273e-07,-0.10498849,0.050596245
TMEM18,0.0,0.0,0.0,-0.11236727,0.20280498
SLC46A1,8.409175e-08,1.0,8.409175e-08,-0.11162561,0.045542356
FANCA,2.1964182e-07,1.0,2.1964182e-07,-0.1104301,0.04645269
ZBTB5,0.0,0.0,0.0,-0.11236727,0.20280498
ARRDC4,0.0,0.0,0.0,-0.11236727,0.20280498
LIG3,1.1868073e-06,4.0,1.1868073e-06,-0.10190001,-0.42053416
ZFAND1,0.0,0.0,0.0,-0.11236727,0.20280498
CCDC34,0.0,0.0,0.0,-0.11236727,0.20280498
IMPAD1,0.0,0.0,0.0,-0.11236727,0.20280498
FXR1,5.0798548e-08,1.0,5.0798548e-08,-0.11191925,0.045318767
RBM41,0.0,0.0,0.0,-0.11236727,0.20280498
HACD3,2.2964413e-08,1.0,2.2964413e-08,-0.112164736,0.04513184
ACVRL1,1.8937843e-06,1.0,1.8937843e-06,-0.095664695,0.057695925
ARL13B,1.6293737e-06,1.0,1.6293737e-06,-0.09799672,0.055920184
POLR2G,5.9812137e-05,23.0,5.9812137e-05,0.4151568,-3.0255373
OR7E24,2.7493507e-10,1.0,2.7493507e-10,-0.11236485,0.044979457
MAP1S,0.0,0.0,0.0,-0.11236727,0.20280498
OTUB1,5.1029706e-06,2.0,5.1029706e-06,-0.0673607,-0.07857916
CLUAP1,4.164607e-09,1.0,4.164607e-09,-0.11233055,0.045005582
PRPF4,0.00022102254,1.0,0.00022102254,1.8369814,1.5293244
NUP85,4.8251337e-07,22.0,4.8251337e-07,-0.108111665,-3.2661567
ATP13A3,0.0,0.0,0.0,-0.11236727,0.20280498
MED16,1.2482645e-06,1.0,1.2482645e-06,-0.10135798,0.053360723
DLAT,8.744827e-07,1.0,8.744827e-07,-0.10465462,0.050850477
PLCXD2,0.0,0.0,0.0,-0.11236727,0.20280498
GLYCTK,3.3839616e-08,1.0,3.3839616e-08,-0.112068824,0.04520487
NR1I2,3.662029e-09,2.0,3.662029e-09,-0.11233498,-0.112825185
ANGEL1,0.0,0.0,0.0,-0.11236727,0.20280498
GTF2H1,9.258742e-05,20.0,9.258742e-05,0.7042244,-2.3319426
IPO4,0.0,0.0,0.0,-0.11236727,0.20280498
WRAP53,0.00010983539,1.0,0.00010983539,0.856346,0.78261185
HBE1,0.0,0.0,0.0,-0.11236727,0.20280498
ZNF250,0.0,0.0,0.0,-0.11236727,0.20280498
ARPC3,7.053707e-07,3.0,7.053707e-07,-0.106146134,-0.26594
TADA1,3.1330217e-07,1.0,3.1330217e-07,-0.10960405,0.047081694
INO80B,1.979295e-06,1.0,1.979295e-06,-0.09491052,0.058270197
STAG3,8.2788034e-08,1.0,8.2788034e-08,-0.111637115,0.045533597
DMC1,3.8582793e-06,1.0,3.8582793e-06,-0.078338474,0.07088911
PSEN2,4.1293433e-06,10.0,4.1293433e-06,-0.07594778,-1.347737
TCHP,0.0,0.0,0.0,-0.11236727,0.20280498
CREB3L2,3.2197427e-08,1.0,3.2197427e-08,-0.11208331,0.045193844
PTPN13,7.0748756e-05,2.0,7.0748756e-05,0.5116143,0.36228588
ARMC6,0.0,0.0,0.0,-0.11236727,0.20280498
GTPBP3,1.8155568e-08,1.0,1.8155568e-08,-0.11220715,0.045099538
SERPINI1,0.0,0.0,0.0,-0.11236727,0.20280498
CAPN1,1.056313e-05,3.0,1.056313e-05,-0.01920382,-0.19973712
ST8SIA2,2.3784487e-05,2.0,2.3784487e-05,0.09740436,0.04688247
CCDC28A,0.0,0.0,0.0,-0.11236727,0.20280498
SUGP2,0.0,0.0,0.0,-0.11236727,0.20280498
NPC1,8.2878815e-09,1.0,8.2878815e-09,-0.112294175,0.045033272
DUSP19,0.0,0.0,0.0,-0.11236727,0.20280498
OR4C45,3.5724916e-08,1.0,3.5724916e-08,-0.112052195,0.045217533
PIP5KL1,0.0,0.0,0.0,-0.11236727,0.20280498
PLD1,3.6873265e-05,4.0,3.6873265e-05,0.21284324,-0.18087047
RORC,6.7692554e-09,3.0,6.7692554e-09,-0.11230757,-0.2706317
IGF2BP2,4.6980226e-06,1.0,4.6980226e-06,-0.0709322,0.07652867
TBC1D9B,0.0,0.0,0.0,-0.11236727,0.20280498
OR5AS1,1.8767118e-08,1.0,1.8767118e-08,-0.11220175,0.045103654
AKIRIN2,0.0,0.0,0.0,-0.11236727,0.20280498
CNOT7,1.4057102e-06,2.0,1.4057102e-06,-0.09996936,-0.10340928
NAALAD2,0.0,0.0,0.0,-0.11236727,0.20280498
ITPA,0.0,0.0,0.0,-0.11236727,0.20280498
SF3B6,0.00013403106,2.0,0.00013403106,1.0697441,0.7872782
TBC1D22A,0.0,0.0,0.0,-0.11236727,0.20280498
FBXW9,2.3752165e-05,3.0,2.3752165e-05,0.097119294,-0.111161985
CASP7,2.0960695e-06,3.0,2.0960695e-06,-0.09388061,-0.25660035
P2RX4,1.2043296e-08,1.0,1.2043296e-08,-0.11226106,0.045058496
GMFB,0.0,0.0,0.0,-0.11236727,0.20280498
CEP95,0.0,0.0,0.0,-0.11236727,0.20280498
BBS4,2.8490595e-07,1.0,2.8490595e-07,-0.1098545,0.046890985
FCF1,7.755435e-09,2.0,7.755435e-09,-0.112298876,-0.1127977
MYH6,2.172103e-06,1.0,2.172103e-06,-0.09321001,0.059565056
ZDHHC7,0.0,0.0,0.0,-0.11236727,0.20280498
SLC35A1,2.4454666e-08,1.0,2.4454666e-08,-0.11215159,0.045141846
FAR1,4.7948342e-06,1.0,4.7948342e-06,-0.07007836,0.07717884
SGTA,0.0,0.0,0.0,-0.11236727,0.20280498
GUCA1C,0.0,0.0,0.0,-0.11236727,0.20280498
FUS,4.810053e-06,1.0,4.810053e-06,-0.069944136,0.07728104
LRRC42,0.0,0.0,0.0,-0.11236727,0.20280498
CTNNA1,0.00010423148,3.0,0.00010423148,0.80692136,0.42932233
NEXN,0.0,0.0,0.0,-0.11236727,0.20280498
ZNF180,0.0,0.0,0.0,-0.11236727,0.20280498
DCBLD2,0.0,0.0,0.0,-0.11236727,0.20280498
MTFMT,1.29000615e-08,1.0,1.29000615e-08,-0.1122535,0.045064252
EIF2S1,1.367704e-05,6.0,1.367704e-05,0.008259885,-0.6523068
TRPV5,1.699846e-09,1.0,1.699846e-09,-0.11235228,0.04498903
TOMM22,1.1159055e-06,2.0,1.1159055e-06,-0.102525346,-0.10535556
SERPING1,2.2774326e-05,3.0,2.2774326e-05,0.08849505,-0.11772897
NOL9,6.630335e-09,1.0,6.630335e-09,-0.1123088,0.04502214
PRKN,0.0,0.0,0.0,-0.11236727,0.20280498
RNF115,4.833368e-07,1.0,4.833368e-07,-0.1081044,0.04822361
JAK1,6.852748e-06,18.0,6.852748e-06,-0.05192821,-2.592066
PDE7B,0.0,0.0,0.0,-0.11236727,0.20280498
SNX3,3.9246247e-06,2.0,3.9246247e-06,-0.07775333,-0.08649272
STK36,0.0,0.0,0.0,-0.11236727,0.20280498
ATF5,0.0,0.0,0.0,-0.11236727,0.20280498
DUSP13,0.0,0.0,0.0,-0.11236727,0.20280498
PIGM,3.994557e-08,1.0,3.994557e-08,-0.112014964,0.045245886
SLC5A3,2.21418e-12,1.0,2.21418e-12,-0.11236726,0.044977628
PPARG,8.321618e-05,4.0,8.321618e-05,0.62157303,0.13035999
POLG,7.857572e-12,1.0,7.857572e-12,-0.112367205,0.04497767
ZNF713,0.0,0.0,0.0,-0.11236727,0.20280498
AQP10,4.330829e-08,1.0,4.330829e-08,-0.11198531,0.045268465
SNX4,0.0,0.0,0.0,-0.11236727,0.20280498
TRMT2A,0.0,0.0,0.0,-0.11236727,0.20280498
RPIA,0.0,0.0,0.0,-0.11236727,0.20280498
SCMH1,5.519527e-07,8.0,5.519527e-07,-0.107499234,-1.0561072
DNAH6,0.0,0.0,0.0,-0.11236727,0.20280498
ACBD3,1.5497662e-13,1.0,1.5497662e-13,-0.11236727,0.044977613
CALU,2.7674607e-06,3.0,2.7674607e-06,-0.08795915,-0.2520914
UTP18,2.3183314e-07,2.0,2.3183314e-07,-0.11032258,-0.111292824
C1GALT1C1,0.0,0.0,0.0,-0.11236727,0.20280498
KIAA0513,0.0,0.0,0.0,-0.11236727,0.20280498
UBE2W,1.62711e-05,2.0,1.62711e-05,0.03113867,-0.003576054
IFNAR2,1.0302571e-06,1.0,1.0302571e-06,-0.10328073,0.05189663
KPNA3,1.1233625e-06,2.0,1.1233625e-06,-0.10245957,-0.105305485
CPT1A,4.590418e-05,3.0,4.590418e-05,0.29249305,0.037606888
MBD4,3.970932e-08,3.0,3.970932e-08,-0.11201705,-0.27041048
TRIM33,2.3628589e-07,1.0,2.3628589e-07,-0.11028331,0.046564464
ZNF345,0.0,0.0,0.0,-0.11236727,0.20280498
FAM200B,0.0,0.0,0.0,-0.11236727,0.20280498
MARS,8.364924e-07,2.0,8.364924e-07,-0.10498968,-0.10723205
IGF2R,1.2879845e-08,4.0,1.2879845e-08,-0.11225367,-0.428418
MEF2C,8.102743e-06,5.0,8.102743e-06,-0.040903654,-0.53191537
FNTB,0.0,0.0,0.0,-0.11236727,0.20280498
GSKIP,0.0,0.0,0.0,-0.11236727,0.20280498
MEGF9,0.0,0.0,0.0,-0.11236727,0.20280498
B3GALT4,0.0,0.0,0.0,-0.11236727,0.20280498
GOLGA5,1.8840819e-08,1.0,1.8840819e-08,-0.1122011,0.045104146
CCP110,1.2893414e-05,6.0,1.2893414e-05,0.0013485509,-0.6575694
ALG2,0.0,0.0,0.0,-0.11236727,0.20280498
KLHL7,0.0,0.0,0.0,-0.11236727,0.20280498
NUDT9,8.642438e-11,1.0,8.642438e-11,-0.11236651,0.044978198
RPL41,2.518214e-05,12.0,2.518214e-05,0.10973122,-1.5220048
ANAPC4,6.116584e-07,9.0,6.116584e-07,-0.10697265,-1.2135335
RSL24D1,0.0,0.0,0.0,-0.11236727,0.20280498
ZWILCH,6.144804e-07,4.0,6.144804e-07,-0.10694776,-0.4243778
REEP6,0.0,0.0,0.0,-0.11236727,0.20280498
POGZ,0.0,0.0,0.0,-0.11236727,0.20280498
HSFX2,0.0,0.0,0.0,-0.11236727,0.20280498
UTP14A,2.0541203e-08,2.0,2.0541203e-08,-0.11218611,-0.112711824
ENOPH1,7.815638e-08,1.0,7.815638e-08,-0.11167796,0.0455025
ACSBG1,1.8327342e-10,1.0,1.8327342e-10,-0.112365656,0.044978846
CRLF2,6.949314e-09,1.0,6.949314e-09,-0.112305984,0.045024283
TTC9C,0.0,0.0,0.0,-0.11236727,0.20280498
ZNF124,0.0,0.0,0.0,-0.11236727,0.20280498
NOL4L,0.0,0.0,0.0,-0.11236727,0.20280498
PRKACA,2.5352037e-05,23.0,2.5352037e-05,0.11122966,-3.256965
VPS13A,0.0,0.0,0.0,-0.11236727,0.20280498
MAST4,0.0,0.0,0.0,-0.11236727,0.20280498
CTDSPL,0.0,0.0,0.0,-0.11236727,0.20280498
RET,7.385627e-05,1.0,7.385627e-05,0.53902155,0.5409827
MRFAP1,0.0,0.0,0.0,-0.11236727,0.20280498
ATP6V1H,1.5187424e-06,4.0,1.5187424e-06,-0.09897245,-0.41830495
ST3GAL2,3.3200632e-07,2.0,3.3200632e-07,-0.10943908,-0.110620074
DLGAP4,7.3962426e-11,1.0,7.3962426e-11,-0.112366624,0.04497811
SGPL1,2.3065499e-05,1.0,2.3065499e-05,0.09106311,0.19988124
PEX11B,0.0,0.0,0.0,-0.11236727,0.20280498
EID2B,0.0,0.0,0.0,-0.11236727,0.20280498
SPRYD7,0.0,0.0,0.0,-0.11236727,0.20280498
INTS12,1.2909896e-06,1.0,1.2909896e-06,-0.10098115,0.053647663
ZNF57,0.0,0.0,0.0,-0.11236727,0.20280498
CBLB,5.991388e-07,2.0,5.991388e-07,-0.10708306,-0.10882607
MRPS21,0.00012436103,3.0,0.00012436103,0.98445755,0.56450874
CCDC115,0.0,0.0,0.0,-0.11236727,0.20280498
PLAG1,0.0,0.0,0.0,-0.11236727,0.20280498
TAF13,4.9793125e-06,7.0,4.9793125e-06,-0.068451315,-0.8685465
SGSM2,0.0,0.0,0.0,-0.11236727,0.20280498
RALGPS2,0.0,0.0,0.0,-0.11236727,0.20280498
RHOBTB2,1.499875e-08,1.0,1.499875e-08,-0.112234995,0.045078345
CLDN11,4.682205e-07,1.0,4.682205e-07,-0.10823772,0.048122097
TRAF7,3.3274105e-06,1.0,3.3274105e-06,-0.08302057,0.067323886
ARHGEF6,2.5800225e-06,4.0,2.5800225e-06,-0.08961229,-0.4111776
DAZAP2,0.0,0.0,0.0,-0.11236727,0.20280498
STRN4,0.0,0.0,0.0,-0.11236727,0.20280498
PCSK6,2.143666e-06,3.0,2.143666e-06,-0.09346082,-0.2562807
DNM3,2.134655e-06,3.0,2.134655e-06,-0.093540296,-0.25634122
DNAJC14,0.0,0.0,0.0,-0.11236727,0.20280498
ACAD10,0.0,0.0,0.0,-0.11236727,0.20280498
DHRS11,0.0,0.0,0.0,-0.11236727,0.20280498
BEX2,0.0,0.0,0.0,-0.11236727,0.20280498
INO80E,1.2282379e-06,1.0,1.2282379e-06,-0.101534605,0.053226236
PEX5,7.958985e-06,1.0,7.958985e-06,-0.04217155,0.0984287
KRTAP19-6,0.0,0.0,0.0,-0.11236727,0.20280498
TARS2,4.026027e-07,1.0,4.026027e-07,-0.10881645,0.04768142
DOK1,6.440008e-06,2.0,6.440008e-06,-0.05556845,-0.06959987
TM6SF2,0.0,0.0,0.0,-0.11236727,0.20280498
PNPO,1.5842172e-08,1.0,1.5842172e-08,-0.11222755,0.045084007
ANKMY1,0.0,0.0,0.0,-0.11236727,0.20280498
DEDD,0.0,0.0,0.0,-0.11236727,0.20280498
CCDC149,0.0,0.0,0.0,-0.11236727,0.20280498
ZDHHC13,0.0,0.0,0.0,-0.11236727,0.20280498
GABARAPL1,5.6024794e-07,1.0,5.6024794e-07,-0.10742607,0.048740134
DYNLL2,1.0369299e-06,10.0,1.0369299e-06,-0.10322188,-1.368505
CHMP6,6.4552216e-07,2.0,6.4552216e-07,-0.10667398,-0.10851457
LOXL3,6.0854894e-08,1.0,6.0854894e-08,-0.111830555,0.045386307
ISCU,0.0,0.0,0.0,-0.11236727,0.20280498
SYAP1,0.0,0.0,0.0,-0.11236727,0.20280498
CCNDBP1,0.0,0.0,0.0,-0.11236727,0.20280498
EVI5,0.0,0.0,0.0,-0.11236727,0.20280498
YTHDF3,0.0,0.0,0.0,-0.11236727,0.20280498
GID8,0.0,0.0,0.0,-0.11236727,0.20280498
SMG9,4.5571838e-08,1.0,4.5571838e-08,-0.11196534,0.045283668
HLA-C,1.8700476e-07,5.0,1.8700476e-07,-0.11071795,-0.58507603
AP1B1,4.986674e-07,4.0,4.986674e-07,-0.10796919,-0.42515555
RWDD2A,0.0,0.0,0.0,-0.11236727,0.20280498
MAPK8,5.990435e-07,12.0,5.990435e-07,-0.1070839,-1.6871004
PMPCB,1.4371911e-05,2.0,1.4371911e-05,0.014388421,-0.016330663
CMTR2,0.0,0.0,0.0,-0.11236727,0.20280498
NOP2,2.4310161e-08,2.0,2.4310161e-08,-0.11215287,-0.112686515
METTL7A,2.1952323e-07,1.0,2.1952323e-07,-0.11043115,0.046451885
UBLCP1,0.0,0.0,0.0,-0.11236727,0.20280498
STX17,5.584027e-11,1.0,5.584027e-11,-0.11236679,0.044977985
PEX16,0.0,0.0,0.0,-0.11236727,0.20280498
INPP5B,3.876418e-09,3.0,3.876418e-09,-0.11233309,-0.27065113
ZRANB1,5.9547983e-07,1.0,5.9547983e-07,-0.107115336,0.048976745
DR1,1.793536e-06,1.0,1.793536e-06,-0.096548855,0.057022676
HNRNPA1L2,0.0,0.0,0.0,-0.11236727,0.20280498
ATP2A3,1.245134e-06,3.0,1.245134e-06,-0.10138559,-0.26231506
HOXC13,0.0,0.0,0.0,-0.11236727,0.20280498
TMEM143,0.0,0.0,0.0,-0.11236727,0.20280498
HERC1,1.2194245e-06,1.0,1.2194245e-06,-0.101612344,0.05316704
KDM6A,1.7343704e-06,2.0,1.7343704e-06,-0.09707068,-0.10120207
LPIN1,2.7441245e-05,4.0,2.7441245e-05,0.12965581,-0.24421418
HNRNPK,1.8747249e-05,2.0,1.8747249e-05,0.052977514,0.013053303
FAM102A,0.0,0.0,0.0,-0.11236727,0.20280498
FDFT1,2.431013e-05,2.0,2.431013e-05,0.10204036,0.050412588
TTC39B,0.0,0.0,0.0,-0.11236727,0.20280498
TRIM21,2.7978328e-06,1.0,2.7978328e-06,-0.08769128,0.063767344
SPATA20,0.0,0.0,0.0,-0.11236727,0.20280498
ZNF84,0.0,0.0,0.0,-0.11236727,0.20280498
RAPGEF6,0.0,0.0,0.0,-0.11236727,0.20280498
SORBS1,7.4435795e-09,1.0,7.4435795e-09,-0.112301625,0.045027602
RNPC3,1.1888244e-05,1.0,1.1888244e-05,-0.0075167287,0.12481688
INPP4A,0.00010466931,3.0,0.00010466931,0.8107828,0.43226272
STARD5,2.0678222e-08,1.0,2.0678222e-08,-0.1121849,0.04511648
KDM2A,2.0077615e-10,1.0,2.0077615e-10,-0.1123655,0.044978965
HERPUD2,0.0,0.0,0.0,-0.11236727,0.20280498
ARSD,6.5177386e-07,2.0,6.5177386e-07,-0.10661884,-0.10847258
SNX6,0.0,0.0,0.0,-0.11236727,0.20280498
ZGPAT,0.0,0.0,0.0,-0.11236727,0.20280498
TESK1,6.3750717e-06,1.0,6.3750717e-06,-0.056141164,0.08779143
YY1,7.930806e-06,4.0,7.930806e-06,-0.042420086,-0.3752427
VIM,1.6872473e-05,3.0,1.6872473e-05,0.036442585,-0.15736473
KRBOX4,0.0,0.0,0.0,-0.11236727,0.20280498
ASPRV1,0.0,0.0,0.0,-0.11236727,0.20280498
COL8A2,2.2935908e-06,1.0,2.2935908e-06,-0.09213853,0.06038095
ANXA3,0.0,0.0,0.0,-0.11236727,0.20280498
PARP12,0.0,0.0,0.0,-0.11236727,0.20280498
STK11,0.00015439575,3.0,0.00015439575,1.2493544,0.7662164
YTHDF2,0.0,0.0,0.0,-0.11236727,0.20280498
ATP6V0E2,5.8839472e-08,3.0,5.8839472e-08,-0.111848325,-0.270282
TMPPE,0.0,0.0,0.0,-0.11236727,0.20280498
ZNF182,0.0,0.0,0.0,-0.11236727,0.20280498
MAP3K3,0.0,0.0,0.0,-0.11236727,0.20280498
MMGT1,5.1903057e-06,1.0,5.1903057e-06,-0.06659042,0.07983476
INPPL1,8.054044e-06,3.0,8.054044e-06,-0.04133316,-0.21658768
LYN,1.0648784e-05,20.0,1.0648784e-05,-0.018448375,-2.8822274
CCDC96,0.0,0.0,0.0,-0.11236727,0.20280498
RPS12,1.2037737e-05,15.0,1.2037737e-05,-0.00619825,-2.0837624
PIGN,1.1725978e-07,1.0,1.1725978e-07,-0.11133309,0.045765106
DIXDC1,0.0,0.0,0.0,-0.11236727,0.20280498
PYCR2,0.0,0.0,0.0,-0.11236727,0.20280498
DHRS7,0.0,0.0,0.0,-0.11236727,0.20280498
HSF2,0.0,0.0,0.0,-0.11236727,0.20280498
CCDC18,0.0,0.0,0.0,-0.11236727,0.20280498
PABPC1,1.6643909e-06,7.0,1.6643909e-06,-0.09768788,-0.8908089
CDCA7L,0.0,0.0,0.0,-0.11236727,0.20280498
GNL3,0.0,0.0,0.0,-0.11236727,0.20280498
KIZ,0.0,0.0,0.0,-0.11236727,0.20280498
HNRNPDL,1.7119863e-08,1.0,1.7119863e-08,-0.11221629,0.045092583
CNNM2,0.0,0.0,0.0,-0.11236727,0.20280498
AP1G2,1.2102431e-11,1.0,1.2102431e-11,-0.11236717,0.044977695
ARHGEF40,5.030361e-06,3.0,5.030361e-06,-0.068001084,-0.23689418
MRPL15,0.00011587281,3.0,0.00011587281,0.9095942,0.5075034
MEGF10,0.0,0.0,0.0,-0.11236727,0.20280498
DNAAF2,0.0,0.0,0.0,-0.11236727,0.20280498
ITGB1BP1,0.0,0.0,0.0,-0.11236727,0.20280498
ZNF160,0.0,0.0,0.0,-0.11236727,0.20280498
RRAS,1.6377949e-07,3.0,1.6377949e-07,-0.1109228,-0.26957723
GIMAP1,0.0,0.0,0.0,-0.11236727,0.20280498
GMPR,1.9046995e-05,1.0,1.9046995e-05,0.055621177,0.17289372
TXNRD2,4.0182645e-08,1.0,4.0182645e-08,-0.11201288,0.04524747
FBXO45,0.0,0.0,0.0,-0.11236727,0.20280498
GCC1,4.3490576e-08,1.0,4.3490576e-08,-0.11198371,0.045269683
VOPP1,0.0,0.0,0.0,-0.11236727,0.20280498
TRIM7,0.0,0.0,0.0,-0.11236727,0.20280498
APPBP2,0.0,0.0,0.0,-0.11236727,0.20280498
CLUH,0.0,0.0,0.0,-0.11236727,0.20280498
MEGF6,0.0,0.0,0.0,-0.11236727,0.20280498
RPS4Y1,2.6967942e-05,15.0,2.6967942e-05,0.12548143,-1.9834939
PCSK1,3.665571e-07,4.0,3.665571e-07,-0.10913435,-0.4260428
RANBP10,9.412629e-06,1.0,9.412629e-06,-0.029350873,0.108191095
SMC3,1.7327903e-06,7.0,1.7327903e-06,-0.09708461,-0.89034957
