ind,Signal regulatory protein family interactions,Transcriptional regulation of pluripotent stem cells,Mitochondrial calcium ion transport,Collagen formation,DNA Double-Strand Break Repair,Protein-protein interactions at synapses,"Platelet activation, signaling and aggregation",Metabolism of nitric oxide,Diseases of Immune System,Synthesis of DNA,Signaling by TGF-beta family members,Platelet homeostasis,Integrin signaling,Cell junction organization,Disorders of transmembrane transporters,Cell surface interactions at the vascular wall,Metabolism of non-coding RNA,Signaling by GPCR,Abacavir transport and metabolism,Meiosis,RNA Polymerase II Transcription,Protein repair,RNA Polymerase I Transcription,Metabolism of carbohydrates,Fibronectin matrix formation,RNA Polymerase III Transcription,Cell Cycle Checkpoints,Infectious disease,Keratinization,Metabolism of porphyrins,Factors involved in megakaryocyte development and platelet production,MAPK family signaling cascades,Integration of energy metabolism,O2/CO2 exchange in erythrocytes,Mitochondrial protein import,The citric acid (TCA) cycle and respiratory electron transport,Macroautophagy,Degradation of the extracellular matrix,Processing of Capped Intron-Containing Pre-mRNA,DNA Damage Bypass,Neurodegenerative Diseases,Metabolism of nucleotides,Binding and Uptake of Ligands by Scavenger Receptors,Integrin cell surface interactions,Miscellaneous transport and binding events,Cytokine Signaling in Immune system,Nephrin family interactions,ABC-family proteins mediated transport,Formation of Fibrin Clot (Clotting Cascade),Signaling by NOTCH,Cardiac conduction,Regulated Necrosis,Mismatch Repair,Signaling by Rho GTPases,Smooth Muscle Contraction,Membrane Trafficking,Chromatin modifying enzymes,Apoptosis,"Plasma lipoprotein assembly, remodeling, and clearance",Non-integrin membrane-ECM interactions,Elastic fibre formation,Surfactant metabolism,DNA Damage Reversal,"Cell Cycle, Mitotic",Signaling by WNT,Death Receptor Signalling,Platelet Adhesion to exposed collagen,Nucleotide Excision Repair,Dissolution of Fibrin Clot,Mitochondrial iron-sulfur cluster biogenesis,mTOR signalling,Response to metal ions,Regulation of mRNA stability by proteins that bind AU-rich elements,Protein folding,ECM proteoglycans,Invadopodia formation,Mitochondrial biogenesis,Receptor Mediated Mitophagy,Biological oxidations,Metabolism of lipids,Nonsense-Mediated Decay (NMD),Striated Muscle Contraction,Signaling by Hippo,rRNA processing,mRNA Capping,Gene Silencing by RNA,Deadenylation-dependent mRNA decay,Metabolism of vitamins and cofactors,Pyrophosphate hydrolysis,Signaling by Leptin,Peptide hormone metabolism,Metabolism of amino acids and derivatives,Post-translational protein modification,Potassium Channels,Translation,Base Excision Repair,Regulation of beta-cell development,Cilium Assembly,Adaptive Immune System,Intracellular oxygen transport,Transcription from mitochondrial promoters,Transmission across Electrical Synapses ,Cytosolic iron-sulfur cluster assembly,M/G1 Transition,Signaling by Non-Receptor Tyrosine Kinases,Innate Immune System,Transcriptional regulation of white adipocyte differentiation,Ion channel transport,LGI-ADAM interactions,Signaling by Nuclear Receptors,Fertilization,Axon guidance,NR1D1 (REV-ERBA) represses gene expression,Diseases of signal transduction,tRNA processing,Cellular responses to stress,Diseases of glycosylation,Diseases of Mismatch Repair (MMR),Signaling by Hedgehog,Fanconi Anemia Pathway,Iron uptake and transport,Digestion,Intracellular signaling by second messengers,Transmission across Chemical Synapses,mRNA Editing,Peroxisomal protein import,Signaling by Receptor Tyrosine Kinases,Signaling by NODAL,Diseases of metabolism,Pink/Parkin Mediated Mitophagy,Inositol phosphate metabolism,RORA activates gene expression,SLC-mediated transmembrane transport,Amyloid fiber formation,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Intestinal absorption,Reversible hydration of carbon dioxide,Laminin interactions,Epigenetic regulation of gene expression,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Aquaporin-mediated transport,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Processing of Capped Intronless Pre-mRNA,Unfolded Protein Response (UPR),Activation of HOX genes during differentiation,Chromosome Maintenance,Myogenesis
GSM1594226,4.7482945e-07,9.655439e-09,1.1413845e-06,3.7066246e-07,-7.9999586e-07,-1.0558564e-08,-1.0358575e-05,-3.3042066e-05,4.547582e-07,-1.0827125e-06,1.5646706e-06,9.538094e-07,-1.651051e-07,7.997098e-07,5.1219325e-07,-1.6983314e-08,0.0,-1.3046052e-07,-1.0311387e-09,-1.2999054e-06,8.8876615e-05,-1.7217636e-06,1.0310584e-06,2.3513278e-06,0.0,1.1550634e-07,4.217266e-07,1.1590361e-05,-4.2811166e-06,-6.173157e-08,6.641042e-07,3.1410505e-06,4.8878815e-06,1.0845051e-06,1.6329701e-06,3.1665162e-09,-4.8783967e-08,-1.8819621e-06,-0.000110961155,3.3805783e-05,-1.171335e-08,-1.3190628e-06,1.5707292e-10,1.9464483e-09,-1.8496144e-07,2.8261843e-07,5.162431e-10,2.1081076e-08,-3.795188e-08,-1.3818302e-06,1.8556012e-08,-3.0675165e-09,-2.1820914e-07,2.0227958e-06,-2.28949e-08,5.105314e-08,9.876654e-07,1.4717132e-06,-6.24511e-06,-7.014677e-08,1.0495416e-09,-1.9101714e-09,-4.9127472e-08,-5.6548415e-06,-1.3392412e-06,-3.2387856e-05,6.2606857e-09,2.9582343e-06,-1.8222003e-08,-1.3495488e-08,-1.1864836e-06,1.02706174e-07,-1.5880585e-07,-1.8252762e-06,0.0,6.74292e-09,-3.5621124e-08,-4.5654932e-08,1.13860345e-07,7.2987295e-06,-3.641908e-07,-2.2323538e-07,-1.0597751e-07,6.769223e-08,-4.3013773e-07,-4.56595e-06,-7.901331e-08,-3.8395356e-07,-6.0479124e-09,-7.593464e-08,2.7551923e-07,-2.9490567e-07,-8.024733e-06,-1.2700046e-08,4.9075206e-06,6.634782e-07,1.3705971e-07,8.641305e-08,6.1426067e-06,-0.0,-6.810534e-08,-8.408441e-10,-3.8202418e-07,-8.2233834e-07,3.009632e-05,-6.850844e-06,1.7443726e-05,-1.2306563e-06,-8.467189e-09,-1.8262392e-06,-2.8320859e-08,-5.2227956e-06,-7.082074e-11,-8.245352e-06,-5.15218e-08,0.00011134728,-1.3137105e-07,7.138566e-07,-2.764306e-06,6.362725e-08,3.0092042e-09,-2.0486284e-06,-3.3177628e-06,1.5074194e-06,7.2179046e-10,-6.5929895e-10,2.7189257e-05,1.0328609e-08,8.473187e-06,2.4765281e-10,-1.3921121e-07,5.684878e-08,-1.8627035e-06,1.9531399e-10,-1.0565975e-08,0.0,-5.4642886e-09,7.895096e-09,-1.0757233e-06,-6.341719e-07,-1.4424984e-07,-1.7288594e-06,-4.7151642e-07,3.4219266e-07,7.6208073e-07,7.7904946e-07,2.0988235e-08
GSM1594260,3.8787437e-07,8.707973e-09,1.1506372e-06,3.818381e-07,-7.941077e-07,-9.855113e-09,-1.016605e-05,-3.54384e-05,4.998804e-07,-1.2292612e-06,1.3860214e-06,9.2873995e-07,-1.7334976e-07,7.719363e-07,5.247413e-07,7.643394e-09,0.0,-6.7699176e-08,-1.0309462e-09,-1.253927e-06,9.168942e-05,-1.9304694e-06,1.0951842e-06,2.3279063e-06,0.0,1.1697835e-07,3.9194808e-07,1.1102624e-05,-4.375924e-06,-6.943505e-08,6.939124e-07,3.0606998e-06,5.3953754e-06,1.2358089e-06,1.6136644e-06,-3.376987e-08,-5.982186e-08,-1.7447709e-06,-0.0001137423,3.5870322e-05,-1.0491462e-08,-1.6314087e-06,1.579482e-10,1.8968345e-09,-1.9207373e-07,3.069344e-07,5.3399024e-10,2.1786207e-08,-4.0417518e-08,-1.2419812e-06,2.1799824e-08,-3.0672156e-09,-2.4980176e-07,1.983237e-06,-1.910112e-08,5.5081628e-08,1.0282602e-06,1.7501967e-06,-6.123829e-06,-7.091323e-08,1.0492865e-09,-1.9544375e-09,-5.274489e-08,-5.1647667e-06,-1.1766381e-06,-3.3892287e-05,5.9160032e-09,3.1351535e-06,-2.0166503e-08,-1.2422956e-08,-1.1986784e-06,1.0582517e-07,-1.5812947e-07,-1.7125617e-06,0.0,7.483146e-09,-3.3524568e-08,-4.2937632e-08,1.2612055e-07,1.1194372e-05,-3.6035607e-07,-2.0725015e-07,-1.1159815e-07,6.563978e-08,-4.489826e-07,-4.940874e-06,-9.392913e-08,-3.6983673e-07,-6.167719e-09,-8.1824915e-08,2.9022465e-07,-1.6227656e-06,-9.313748e-06,-1.2216952e-08,4.7639355e-06,6.4812707e-07,1.2669386e-07,1.4628145e-07,6.236555e-06,-0.0,-5.9920666e-08,-7.700543e-10,-3.970849e-07,-8.432703e-07,4.5302197e-05,-7.907726e-06,1.712472e-05,-1.1660144e-06,-9.720634e-09,-1.7786883e-06,-2.9407245e-08,-5.796558e-06,-7.0813806e-11,-7.716122e-06,-5.215661e-08,0.00010444998,-1.5300469e-07,7.3779273e-07,-2.767727e-06,5.3230828e-08,2.1269722e-09,-2.0791174e-06,-3.2341907e-06,1.5206581e-06,7.7723944e-10,-6.592462e-10,2.7297852e-05,1.2393116e-08,9.6527765e-06,2.6391803e-10,-1.3648415e-07,5.792709e-08,-1.9114477e-06,6.509946e-11,-1.0324828e-08,0.0,-5.8426624e-09,9.721071e-09,-1.1920071e-06,-6.352585e-07,-1.5186872e-07,-1.7593911e-06,-4.74451e-07,2.922277e-07,7.2817625e-07,1.0122085e-06,1.9845622e-08
GSM1594264,4.2271805e-07,9.547528e-09,1.1607581e-06,3.6280366e-07,-7.581191e-07,-9.646653e-09,-1.0333179e-05,-3.543004e-05,4.3209525e-07,-1.275488e-06,1.548649e-06,9.028178e-07,-1.6298834e-07,7.618422e-07,5.189011e-07,2.505776e-08,0.0,-2.2490395e-08,-1.0304855e-09,-1.2760476e-06,9.059546e-05,-1.8420797e-06,1.1355728e-06,2.3601592e-06,0.0,1.0841651e-07,3.9085836e-07,1.1260139e-05,-4.2516263e-06,-6.838552e-08,6.7413384e-07,3.0374333e-06,5.7792636e-06,1.1999751e-06,1.6537019e-06,-4.704572e-08,-5.2513748e-08,-1.7274801e-06,-0.00011700904,3.379931e-05,-1.0655037e-08,-1.6858672e-06,1.5772939e-10,1.8772177e-09,-1.9464613e-07,3.0407182e-07,5.337135e-10,2.0888937e-08,-4.275813e-08,-1.2654814e-06,2.3668804e-08,-3.0656238e-09,-2.613215e-07,2.0495977e-06,-1.8691713e-08,5.723316e-08,1.0157959e-06,1.4722958e-06,-6.2685235e-06,-6.691274e-08,1.1804722e-09,-2.1753888e-09,-5.633848e-08,-5.036946e-06,-1.0438738e-06,-3.2703123e-05,5.955758e-09,2.9740943e-06,-2.0332235e-08,-1.2437029e-08,-1.1856233e-06,1.0710451e-07,-1.630617e-07,-1.7301797e-06,0.0,6.564018e-09,-3.1202436e-08,-4.2456197e-08,1.2672817e-07,8.946093e-06,-3.5488122e-07,-1.9522214e-07,-1.0721149e-07,7.063586e-08,-4.363346e-07,-4.64459e-06,-9.173398e-08,-3.851057e-07,-6.527608e-09,-7.8344236e-08,2.9377478e-07,-3.0693923e-07,-9.725295e-06,-1.1817465e-08,2.129864e-06,6.45753e-07,1.1110668e-07,1.2789825e-07,5.7222255e-06,-0.0,-6.060993e-08,-7.460957e-10,-4.1933455e-07,-8.2797294e-07,3.407651e-05,-8.043128e-06,1.6524917e-05,-1.0875774e-06,-7.208284e-09,-1.7423821e-06,-2.8303385e-08,-5.1317033e-06,-7.077704e-11,-7.0087985e-06,-5.5463715e-08,0.00010360745,-1.3288151e-07,7.644241e-07,-2.827229e-06,5.33919e-08,2.0914537e-09,-1.9495317e-06,-3.1160525e-06,1.5109357e-06,7.2135353e-10,-6.588997e-10,2.7367487e-05,1.1973701e-08,9.826114e-06,2.607689e-10,-1.310234e-07,5.8619218e-08,-1.9103102e-06,3.2532622e-11,-1.0559455e-08,0.0,-5.688362e-09,8.724222e-09,-1.1407141e-06,-6.448485e-07,-1.5715861e-07,-1.5193276e-06,-4.6872353e-07,3.4503563e-07,7.207625e-07,1.0968242e-06,1.983517e-08
GSM1594266,2.5723534e-07,1.01175806e-08,1.1618098e-06,3.666661e-07,-8.611328e-07,-9.526057e-09,-9.594255e-06,-3.2494027e-05,4.2575664e-07,-1.1896233e-06,1.3182108e-06,9.0140696e-07,-1.5403863e-07,7.653102e-07,5.194069e-07,1.5014802e-08,0.0,-6.735043e-08,-1.0307082e-09,-1.2824855e-06,9.1216316e-05,-1.7888628e-06,1.122749e-06,2.3380248e-06,0.0,1.2055303e-07,3.9828896e-07,1.1186008e-05,-4.241697e-06,-6.5707944e-08,6.5810553e-07,2.945058e-06,5.2009377e-06,1.2010984e-06,1.580196e-06,-3.671625e-08,-5.519499e-08,-1.554928e-06,-0.00011478245,3.519316e-05,-1.0142813e-08,-1.5908801e-06,1.6221928e-10,1.7586752e-09,-1.9063262e-07,2.916361e-07,5.3383625e-10,2.2619936e-08,-4.0662165e-08,-1.3205672e-06,1.7292836e-08,-2.9527802e-09,-2.4297628e-07,2.0787984e-06,-1.8436452e-08,5.6084083e-08,1.0425985e-06,1.452215e-06,-5.91084e-06,-7.271604e-08,1.0489496e-09,-2.264712e-09,-5.3743815e-08,-5.5733954e-06,-1.1968818e-06,-3.2844247e-05,5.6347167e-09,2.7250248e-06,-2.033755e-08,-1.2027512e-08,-1.2264051e-06,1.0653265e-07,-1.6679073e-07,-1.9902468e-06,0.0,7.3840085e-09,-3.4827316e-08,-3.985124e-08,1.2255457e-07,1.0141898e-05,-3.538768e-07,-1.9858534e-07,-1.0810464e-07,6.716916e-08,-4.4894932e-07,-4.646918e-06,-9.289431e-08,-3.9081812e-07,-6.3476566e-09,-8.254022e-08,2.8251455e-07,-3.6647663e-07,-9.389277e-06,-1.1858961e-08,2.8994718e-06,6.557198e-07,1.1113349e-07,1.413149e-07,5.632087e-06,-0.0,-5.8830967e-08,-8.0125573e-10,-4.088613e-07,-8.462245e-07,3.0891268e-05,-7.3612628e-06,1.620753e-05,-1.2413345e-06,-9.404378e-09,-1.8247886e-06,-2.7584177e-08,-9.145686e-07,-7.0793774e-11,-6.9054445e-06,-5.4100333e-08,0.00010349464,-1.9219426e-07,7.52962e-07,-2.788128e-06,5.7230775e-08,2.3165694e-09,-2.0060254e-06,-3.5926205e-06,1.4961521e-06,7.2151835e-10,-6.5905453e-10,2.3095716e-05,1.1357112e-08,9.101232e-06,2.564518e-10,-1.262862e-07,5.655194e-08,-1.9810868e-06,-8.135066e-11,-1.0081863e-08,0.0,-5.310285e-09,8.13982e-09,-1.1076366e-06,-6.758927e-07,-1.4995165e-07,-1.4929543e-06,-4.7083483e-07,2.354245e-07,7.460503e-07,9.483838e-07,2.2576502e-08
GSM1594346,4.1606683e-07,1.1459284e-08,1.0438043e-06,4.423959e-07,-7.560892e-07,-1.09788365e-08,-1.03996035e-05,-3.2498516e-05,5.032643e-07,-1.401954e-06,1.7850956e-06,9.570243e-07,-1.8080112e-07,8.062085e-07,5.1867875e-07,-2.8784614e-08,0.0,-5.6743627e-08,-1.0309247e-09,-1.2238665e-06,9.1821596e-05,-1.6252288e-06,1.0293467e-06,2.1003677e-06,0.0,1.1605189e-07,3.5871415e-07,1.093365e-05,-4.1428298e-06,-6.1136504e-08,7.192034e-07,3.0223578e-06,5.3089825e-06,1.0581539e-06,1.5718012e-06,1.6251409e-08,-4.9198068e-08,-1.915352e-06,-0.00010979636,3.774478e-05,-1.3015968e-08,-1.5651214e-06,1.6416413e-10,1.9944062e-09,-1.9139001e-07,2.975431e-07,4.805348e-10,2.1790074e-08,-4.9306006e-08,-1.2821292e-06,1.1849327e-08,-3.066849e-09,-2.3023908e-07,1.8756062e-06,-2.3103324e-08,5.7043486e-08,1.0344512e-06,1.5903695e-06,-5.9186978e-06,-6.488728e-08,1.1800274e-09,-2.2650788e-09,-4.7594614e-08,-5.8050446e-06,-1.1188129e-06,-3.211957e-05,5.76451e-09,3.0546246e-06,-1.9632726e-08,-1.2628841e-08,-1.1564409e-06,1.0373822e-07,-1.5215801e-07,-9.948545e-07,0.0,7.1419266e-09,-3.5223188e-08,-4.2968477e-08,1.2644747e-07,1.4144873e-05,-3.5203306e-07,-2.2739958e-07,-1.08262626e-07,5.7006087e-08,-4.1626294e-07,-4.5843376e-06,-8.001641e-08,-3.587876e-07,-6.4094565e-09,-7.886534e-08,2.742715e-07,-5.6855436e-07,-1.058578e-05,-1.2354172e-08,6.3662405e-06,6.390182e-07,1.1608609e-07,2.0423903e-07,5.7421616e-06,-0.0,-5.7521227e-08,-7.935443e-10,-3.5259464e-07,-8.319645e-07,4.0441697e-05,-8.117735e-06,1.4523575e-05,-1.3720069e-06,-7.2115323e-09,-1.662931e-06,-2.7225669e-08,-8.738214e-06,-7.0805334e-11,-7.1737218e-06,-5.0499757e-08,0.00010575873,-2.2811346e-07,8.2053725e-07,-2.8123732e-06,4.3683936e-08,2.3861235e-09,-1.943011e-06,-2.7870906e-06,1.3474976e-06,6.6612266e-10,-6.262032e-10,3.1049934e-05,1.239217e-08,9.8459295e-06,2.74218e-10,-1.3505134e-07,5.859105e-08,-1.991002e-06,7.322745e-11,-8.643008e-09,0.0,-3.7938572e-09,1.27907045e-08,-8.280113e-07,-5.812015e-07,-1.5728544e-07,-7.300857e-07,-4.923655e-07,3.4942596e-07,7.43862e-07,7.092534e-07,1.7335083e-08
GSM1594395,3.8455323e-07,1.051209e-08,1.104276e-06,3.7475863e-07,-7.650939e-07,-1.0003462e-08,-1.0206292e-05,-3.070479e-05,4.9513903e-07,-9.76568e-07,1.6349474e-06,9.556782e-07,-1.7607317e-07,7.8129267e-07,5.432841e-07,-1.4570944e-08,0.0,-3.1695276e-08,-1.0309128e-09,-1.2776852e-06,8.85853e-05,-1.8042188e-06,1.0546923e-06,2.3178386e-06,0.0,1.1045985e-07,4.0499197e-07,1.1045683e-05,-4.273265e-06,-6.4483714e-08,6.968391e-07,2.9378775e-06,5.4027328e-06,1.0608995e-06,1.5598577e-06,-2.9969787e-08,-4.9683795e-08,-1.8394246e-06,-0.00011307195,3.6402114e-05,-1.094704e-08,-1.5706244e-06,1.535441e-10,1.9464879e-09,-2.0329887e-07,3.0339265e-07,5.3392524e-10,2.1959009e-08,-4.7056904e-08,-1.2233709e-06,1.6244908e-08,-3.0668417e-09,-2.153607e-07,1.8675828e-06,-2.1961569e-08,5.468725e-08,9.369859e-07,1.6155801e-06,-6.1353385e-06,-7.480224e-08,1.0495629e-09,-2.2650697e-09,-4.4044697e-08,-5.1458906e-06,-1.1602998e-06,-3.3031654e-05,6.151772e-09,2.988103e-06,-1.9633022e-08,-1.3664317e-08,-1.1927398e-06,1.05777325e-07,-1.5474932e-07,-1.0470857e-06,0.0,6.920506e-09,-3.635819e-08,-4.3569223e-08,1.2204337e-07,1.1356294e-05,-3.5461417e-07,-1.9454339e-07,-1.0350237e-07,6.2204e-08,-4.1579793e-07,-4.655868e-06,-8.670655e-08,-3.7711501e-07,-6.1675194e-09,-8.0833416e-08,2.6143343e-07,-8.8632544e-07,-9.653035e-06,-1.2060153e-08,4.560957e-06,6.5095793e-07,1.08684354e-07,1.2403356e-07,6.05843e-06,-0.0,-5.389855e-08,-8.2494445e-10,-3.6772207e-07,-8.430543e-07,3.8511007e-05,-8.350519e-06,1.6403994e-05,-1.089453e-06,-8.778634e-09,-1.7827572e-06,-2.8677642e-08,-6.870075e-06,-7.080517e-11,-7.3862593e-06,-4.9951897e-08,9.358484e-05,-1.2211298e-07,7.3548784e-07,-2.727608e-06,4.673797e-08,3.7348693e-09,-2.066183e-06,-3.364951e-06,1.4754474e-06,6.661276e-10,-6.262007e-10,2.991322e-05,1.1358682e-08,9.949344e-06,2.7278615e-10,-1.3266654e-07,5.647503e-08,-1.8733625e-06,8.136351e-12,-1.03235696e-08,0.0,-5.8424727e-09,1.03884945e-08,-9.841227e-07,-6.371782e-07,-1.4969092e-07,-1.8442746e-06,-4.789647e-07,2.9916995e-07,7.029516e-07,8.112912e-07,1.6421543e-08
GSM1594584,4.5809813e-07,9.7410435e-09,1.1505085e-06,3.8553515e-07,-8.405903e-07,-1.0146054e-08,-1.0353007e-05,-3.44115e-05,4.5044143e-07,-1.199525e-06,1.2228736e-06,9.379412e-07,-1.7073658e-07,7.6435316e-07,5.188924e-07,7.493814e-09,0.0,-6.419225e-08,-1.0309472e-09,-1.1725099e-06,9.0647256e-05,-1.6984487e-06,1.0762717e-06,2.3465611e-06,0.0,1.1400069e-07,3.964352e-07,1.130811e-05,-4.6264513e-06,-6.6014316e-08,7.0619194e-07,3.098861e-06,5.0922986e-06,1.0629116e-06,1.6459528e-06,1.5618578e-08,-4.683391e-08,-1.6794482e-06,-0.000114305854,3.388053e-05,-1.0955449e-08,-1.6767145e-06,1.5560508e-10,1.9956752e-09,-2.0383645e-07,2.846881e-07,5.161473e-10,2.2659576e-08,-3.8476163e-08,-1.3235244e-06,2.3204953e-08,-2.9533613e-09,-2.3931403e-07,1.952504e-06,-2.3141173e-08,5.436631e-08,1.1043782e-06,1.5812178e-06,-6.1271458e-06,-7.4200635e-08,1.4431732e-09,-2.04309e-09,-5.3900244e-08,-5.100525e-06,-1.1762164e-06,-3.2176787e-05,6.4315566e-09,3.2423895e-06,-2.0694777e-08,-1.18437855e-08,-1.213415e-06,1.0377717e-07,-1.6500627e-07,-1.3942646e-06,0.0,6.872227e-09,-3.5047005e-08,-4.364943e-08,1.3521976e-07,1.0555117e-05,-3.5774954e-07,-2.3043664e-07,-1.1505448e-07,6.900767e-08,-4.2526088e-07,-4.52674e-06,-9.437961e-08,-3.843657e-07,-6.228193e-09,-7.346496e-08,2.919836e-07,-7.746688e-07,-9.249172e-06,-1.2088523e-08,2.4599456e-06,6.4798706e-07,1.4196405e-07,2.1990854e-07,5.9662066e-06,-0.0,-6.105761e-08,-7.621338e-10,-3.7582217e-07,-8.434226e-07,2.7729586e-05,-7.692905e-06,1.4950658e-05,-1.2980419e-06,-8.465646e-09,-1.8003824e-06,-2.831565e-08,-5.1844813e-06,-5.3105784e-11,-7.668522e-06,-5.2032647e-08,0.0001098294,-8.102512e-08,7.7295255e-07,-2.7338233e-06,5.032336e-08,3.5272671e-09,-2.2119195e-06,-2.8846448e-06,1.5139166e-06,7.216665e-10,-6.26227e-10,2.7343602e-05,1.13594005e-08,9.2775945e-06,2.6390118e-10,-1.4140979e-07,5.8128542e-08,-1.8963829e-06,-1.3018708e-10,-1.0564032e-08,0.0,-5.6909104e-09,1.1053545e-08,-1.098426e-06,-6.33415e-07,-1.5040811e-07,-2.3014102e-06,-4.6868053e-07,3.4273526e-07,6.7419296e-07,9.239028e-07,2.0300137e-08
GSM1594598,3.570472e-07,1.0251743e-08,1.14486e-06,3.6715278e-07,-9.4063614e-07,-9.5482315e-09,-1.006446e-05,-3.302734e-05,4.3108014e-07,-1.2236942e-06,1.2861207e-06,9.099673e-07,-1.6298402e-07,7.593246e-07,5.179895e-07,1.6000438e-08,0.0,-1.1830331e-08,-1.0310264e-09,-1.2572432e-06,8.87825e-05,-1.7604764e-06,1.1985077e-06,2.287448e-06,0.0,1.17426616e-07,4.0050998e-07,1.1338852e-05,-4.605776e-06,-7.206084e-08,6.472703e-07,2.9516646e-06,5.6226854e-06,1.1355608e-06,1.6026522e-06,-3.7149743e-08,-5.1267918e-08,-1.9104955e-06,-0.00011285904,3.306047e-05,-1.0381843e-08,-1.5021171e-06,1.559639e-10,1.8185549e-09,-1.925513e-07,3.0434998e-07,5.339997e-10,2.1653097e-08,-4.0730505e-08,-1.2506495e-06,2.3307749e-08,-3.0672744e-09,-2.5473275e-07,2.0586433e-06,-1.8327519e-08,5.760748e-08,1.0553335e-06,1.6722788e-06,-6.476698e-06,-7.0552964e-08,1.049486e-09,-2.3098095e-09,-5.6804893e-08,-5.3697413e-06,-1.1830112e-06,-3.1567393e-05,5.7868803e-09,2.9543976e-06,-1.9812543e-08,-1.3106231e-08,-1.2688296e-06,1.0392871e-07,-1.5675478e-07,-1.665789e-06,0.0,7.0490436e-09,-3.2070673e-08,-4.2872237e-08,1.1225663e-07,1.1544721e-05,-3.575132e-07,-1.5005614e-07,-1.1160014e-07,6.718954e-08,-4.5260614e-07,-4.765696e-06,-1.0546889e-07,-3.806963e-07,-6.2286714e-09,-7.6911874e-08,2.9266855e-07,-5.1516e-07,-9.503732e-06,-1.1779555e-08,3.8160424e-06,6.527332e-07,1.1067459e-07,9.4617356e-08,5.796775e-06,-0.0,-5.97456e-08,-7.8579027e-10,-4.203374e-07,-8.3743396e-07,3.6137084e-05,-8.216613e-06,1.4876556e-05,-1.1244312e-06,-8.152962e-09,-1.7531653e-06,-3.0496984e-08,-4.1273465e-06,-7.081516e-11,-7.2108414e-06,-5.5990128e-08,0.00010347924,-1.3700273e-07,7.547247e-07,-2.767776e-06,5.5288773e-08,1.7637761e-09,-2.0865766e-06,-3.2689431e-06,1.5366727e-06,7.217372e-10,-6.592518e-10,2.731923e-05,1.1980265e-08,8.53339e-06,2.5498323e-10,-1.3013877e-07,5.9941144e-08,-1.821276e-06,2.1971255e-10,-1.05651425e-08,0.0,-3.7942316e-09,1.0387734e-08,-1.0717681e-06,-6.228594e-07,-1.5810821e-07,-1.3483078e-06,-4.7231046e-07,2.9195274e-07,7.2986643e-07,1.0750725e-06,2.3495888e-08
GSM1594639,2.5008353e-07,8.941771e-09,1.0627747e-06,3.7969787e-07,-6.913532e-07,-1.00971125e-08,-1.0022218e-05,-2.8207516e-05,4.8938205e-07,-6.491831e-07,2.1110993e-06,7.2282063e-07,-1.7071717e-07,7.068664e-07,5.121599e-07,-1.0617445e-08,0.0,-6.567282e-08,-1.0310349e-09,-1.0985676e-06,9.057934e-05,-1.9181823e-06,1.0104711e-06,2.299126e-06,0.0,1.1560292e-07,3.9379117e-07,1.0518565e-05,-4.2587867e-06,-6.89315e-08,7.014935e-07,2.941958e-06,5.142666e-06,1.1834338e-06,1.4654922e-06,-4.221597e-09,-5.8791144e-08,-1.9381453e-06,-0.0001129412,3.8884504e-05,-1.1799799e-08,-1.7289731e-06,1.5356515e-10,1.7590245e-09,-1.9800369e-07,3.3442433e-07,4.806005e-10,2.1853197e-08,-4.4908216e-08,-1.2391523e-06,3.828746e-08,-2.7264562e-09,-2.3492441e-07,1.6918158e-06,-1.9337936e-08,5.0002058e-08,9.380419e-07,1.654735e-06,-5.9861513e-06,-6.819876e-08,1.1803026e-09,-2.1321167e-09,-4.6152135e-08,-4.595343e-06,-8.9314153e-07,-3.1029744e-05,5.5717826e-09,3.3340916e-06,-2.016644e-08,-1.3125974e-08,-1.2480758e-06,1.0484232e-07,-1.5135255e-07,-1.493275e-06,0.0,7.9498665e-09,-3.7143664e-08,-3.8943107e-08,1.4900726e-07,9.945754e-06,-3.458388e-07,-2.1641314e-07,-1.1852879e-07,6.984362e-08,-4.3239802e-07,-4.929017e-06,-8.7786226e-08,-3.592648e-07,-5.5030465e-09,-9.26373e-08,2.8218417e-07,-8.5975614e-07,-7.292886e-06,-1.1890214e-08,2.2287393e-06,6.2276047e-07,1.3977026e-07,1.3024051e-07,6.5772024e-06,-0.0,-5.1514e-08,-8.3292684e-10,-3.5811163e-07,-8.4762576e-07,4.735653e-05,-8.826592e-06,1.5567655e-05,-8.775868e-07,-9.407915e-09,-1.8074504e-06,-2.5777114e-08,-7.6467695e-06,-7.08149e-11,-6.691871e-06,-4.504663e-08,9.020594e-05,-1.8353796e-07,7.726694e-07,-2.578717e-06,4.940341e-08,3.1300453e-09,-1.953459e-06,-2.8236273e-06,1.4958931e-06,6.6621597e-10,-6.2628486e-10,2.6567897e-05,1.4046801e-08,1.1779439e-05,2.6838268e-10,-1.3665478e-07,5.5863428e-08,-2.1457886e-06,3.66185e-10,-1.2005801e-08,0.0,-3.7942627e-09,1.1879852e-08,-1.0586758e-06,-5.856197e-07,-1.5837136e-07,-1.7446486e-06,-4.6208285e-07,4.1050654e-07,6.8770976e-07,6.481987e-07,1.847863e-08
