,R-HSA-8953854,R-HSA-1474165,R-HSA-392499,R-HSA-1474244,R-HSA-8963743,R-HSA-73894,R-HSA-1640170,R-HSA-74160,R-HSA-168256,R-HSA-5653656,R-HSA-5205647,R-HSA-1852241,R-HSA-162582,R-HSA-397014,R-HSA-112316,R-HSA-4839726,R-HSA-8953897,R-HSA-400253,R-HSA-109582,R-HSA-5357801,R-HSA-382551,R-HSA-1643685,R-HSA-69306,R-HSA-1430728,R-HSA-1266738,R-HSA-1500931
GSM1594226,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.041,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594260,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.042,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594264,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.041,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594266,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.041,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594346,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.042,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594395,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.042,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594584,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.041,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594598,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.041,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594639,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.042,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594790,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.041,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
GSM1594886,-0.121,0.106,0.011,-0.167,0.11,-0.158,-0.095,-0.092,0.076,-0.023,-0.04,-0.086,-0.041,-0.096,-0.112,0.09,-0.051,-0.122,0.073,-0.091,0.071,0.147,0.122,0.173,0.042,0.005
